|6.6.6
Archiving\03_Data\frac/QFM_m4.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.37917        6.95286                 NaN   8.55246        45.8914       0.555733        33.6684     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.80952        6.52617                 NaN   8.55627        45.8825       0.554745        33.6708     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.22950        6.10980                 NaN   8.56007        45.8737       0.553768        33.6732     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.63183        5.71104                 NaN   8.56385        45.8649       0.552795        33.6756     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.00549        5.34094                 NaN   8.56765        45.8561       0.551818        33.6780     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.34374        5.00628                 NaN   8.57147        45.8473       0.550834        33.6804     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3745                 NaN            NaN   8.58703        45.8040       0.545661        33.6888     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3749                 NaN            NaN   8.58891        45.8002       0.545497        33.6904     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37272        8.00605                 NaN   8.59313        45.7908       0.544481        33.6928     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.19855        7.18824                 NaN   8.60030        45.7743       0.542409        33.6962     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.89296        6.50169                 NaN   8.60738        45.7582       0.540373        33.6995     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.87952        7.51695                 NaN   8.60967        45.7526       0.539863        33.7014     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.75394        3.62126       0.158321E-005   8.59818        45.7857       0.543868        33.6971     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4344                 NaN            NaN   8.64211        45.6809       0.529939        33.7126     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.00716        4.37381                 NaN   8.55870        45.8200       0.539464        33.7009     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.96652        4.41845                 NaN   8.56106        45.8115       0.538664        33.7038     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.97737        5.42016                 NaN   8.58538        45.7725       0.536263        33.7084     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.49295        4.90811                 NaN   8.58114        45.7730       0.534496        33.7103     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98225        3.40354       0.307001E-005   8.61144        45.7528       0.540790        33.7091     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01392        3.37474       0.168680E-005   8.61436        45.7456       0.540009        33.7114     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93746        9.52068                 NaN   8.66711        45.6221       0.523494        33.7292     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61992        3.76448                 NaN   8.55737        45.8073       0.537446        33.7135     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.07406        3.32262       0.936092E-005   8.62252        45.7248       0.537835        33.7181     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.82783        3.56621                 NaN   8.56204        45.7901       0.534732        33.7191     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.87824        3.51637                 NaN   8.56221        45.7877       0.534523        33.7210     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.92588        3.46928                 NaN   8.56240        45.7853       0.534319        33.7228     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.97100        3.42470                 NaN   8.56260        45.7829       0.534120        33.7247     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01382        3.38242                 NaN   8.56281        45.7805       0.533925        33.7265     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.05452        3.34225                 NaN   8.56304        45.7781       0.533733        33.7284     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.09328        3.30402                 NaN   8.56328        45.7756       0.533545        33.7302     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13024        3.26758                 NaN   8.56353        45.7732       0.533360        33.7321     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.22331        3.20270                 NaN   8.65000        45.6544       0.530116        33.7395     
