|6.6.6
Archiving\03_Data\fracLP/QFM_m5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46429        2.67511                 NaN            NaN   6.74789        44.0216        41.7728       0.318330     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.44318        2.70104       0.826416E-006            NaN   6.75327        44.0109        41.7752       0.316428     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.15933                 NaN            NaN            NaN   6.76646        43.9801        41.7809       0.313160     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.29325        2.85419       0.831549E-006            NaN   6.75786        44.0002        41.7791       0.315398     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41713       0.707492                 NaN            NaN   6.74753        44.0313        41.7760       0.320584     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.16609                 NaN            NaN            NaN   6.77477        43.9606        41.7875       0.311086     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.38855        1.72440       0.103724E-004            NaN   6.73996        44.0472        41.7764       0.323438     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.91290        3.21670                 NaN            NaN   6.75561        44.0174        41.7797       0.317685     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.48186        1.62578       0.200483E-005            NaN   6.73703        44.0511        41.7796       0.324587     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.46539        2.66397                 NaN            NaN   6.73817        44.0241        41.7882       0.320225     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.74390        1.37074                 NaN            NaN   6.72864        44.0475        41.7864       0.322815     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.81321        1.30518                 NaN            NaN   6.73152        44.0394        41.7888       0.321836     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.83077        2.30753                 NaN            NaN   6.74351        44.0049        41.7954       0.317934     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.95918        2.18249                 NaN            NaN   6.74544        43.9980        41.7978       0.317087     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.18382                 NaN            NaN            NaN   6.79255        43.9095        41.8071       0.306994     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.48393        2.70350                 NaN            NaN   6.79355        43.9056        41.8084       0.305002     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33496        5.84342                 NaN            NaN   6.78690        43.9218        41.8064       0.306527     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.607232        6.59862                 NaN            NaN   6.81240        43.8656        41.8158       0.300374     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.74510        1.39361       0.951148E-002            NaN   6.77798        43.9572        41.8037       0.312920     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.20318       0.558543        2.40153                 NaN   6.78576        43.9316        41.8095       0.309932     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.107441        5.83332        1.21121       0.430604E-005   6.78022        43.9478        41.8080       0.311985     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.162397        5.87752        1.11392       0.329270E-005   6.78130        43.9431        41.8102       0.311529     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53416       0.701510        1.93417       0.849056E-005   6.79276        43.9135        41.8159       0.307973     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.281218        5.97034       0.905763       0.106375E-004   6.78316        43.9343        41.8145       0.310703     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.344625        6.01857       0.795736       0.166664E-004   6.78393        43.9302        41.8166       0.310335     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.398076       0.559100        6.18324       0.231559E-005   6.77087        43.9607        41.8140       0.314000     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.321589       0.594373        6.22961       0.328319E-005   6.77420        43.9503        41.8170       0.312918     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.243057       0.630923        6.27677       0.461448E-005   6.77749        43.9400        41.8199       0.311844     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.614672        6.21692       0.332975       0.431821E-004   6.78628        43.9150        41.8250       0.309123     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.683210        6.26633       0.216307       0.666586E-004   6.78679        43.9114        41.8271       0.308863     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.86167        1.31460       0.891518E-004            NaN   6.79515        43.8917        41.8306       0.306146     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.32942        1.87395                 NaN            NaN   6.82260        43.8373        41.8378       0.298967     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.85566        1.34109                 NaN            NaN   6.81530        43.8488        41.8382       0.300964     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.66918        2.56756                 NaN            NaN   6.84606        43.7766        41.8491       0.291500     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71264       0.325100        1.16156                 NaN   6.81877        43.8405        41.8415       0.299901     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.28174        2.95295                 NaN            NaN   6.84279        43.7774        41.8527       0.292377     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55338        3.70036                 NaN            NaN   6.85986        43.7411        41.8582       0.287081     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54755        3.70928                 NaN            NaN   6.86295        43.7336        41.8605       0.286139     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55061        3.70926                 NaN            NaN   6.86600        43.7263        41.8626       0.285208     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54877        3.71421                 NaN            NaN   6.86901        43.7188        41.8649       0.284308     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55175        3.71432                 NaN            NaN   6.87190        43.7114        41.8672       0.283456     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55369        3.71540                 NaN            NaN   6.87479        43.7041        41.8694       0.282591     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78900        4.43432                 NaN            NaN   6.83479        43.7855        41.8619       0.294469     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81894        4.40712                 NaN            NaN   6.83746        43.7787        41.8641       0.293688     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.84819        4.38064                 NaN            NaN   6.84015        43.7718        41.8663       0.292913     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53082        2.72514                 NaN            NaN   6.86029        43.7222        41.8744       0.287242     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.09622        3.20611                 NaN            NaN   6.90261        43.6368        41.8841       0.274101     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18364        4.12240                 NaN            NaN   6.90571        43.6285        41.8866       0.273147     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52913        3.75737                 NaN            NaN   6.89145        43.6599        41.8844       0.277722     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.53688        3.75315                 NaN            NaN   6.89444        43.6518        41.8869       0.276844     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54396        3.74963                 NaN            NaN   6.89745        43.6437        41.8893       0.275962     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55036        3.74680                 NaN            NaN   6.90047        43.6356        41.8917       0.275075     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55640        3.74429                 NaN            NaN   6.90347        43.6275        41.8942       0.274194     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56233        3.74201                 NaN            NaN   6.90653        43.6192        41.8966       0.273295     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56734        3.74071                 NaN            NaN   6.90961        43.6108        41.8991       0.272389     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57118        3.74051                 NaN            NaN   6.91268        43.6026        41.9016       0.271486     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12531        3.20926                 NaN            NaN   6.92761        43.5630        41.9083       0.266558     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08948        3.24836                 NaN            NaN   6.93033        43.5554        41.9106       0.265768     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.05719        3.28401                 NaN            NaN   6.93310        43.5477        41.9130       0.264959     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.31670        4.02792                 NaN            NaN   6.93592        43.5399        41.9154       0.264136     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76724        4.54148                 NaN            NaN   6.90382        43.6031        41.9103       0.273977     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.45324        3.89976                 NaN            NaN   6.94185        43.5216        41.9210       0.262479     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.39905        3.95652                 NaN            NaN   6.94484        43.5152        41.9228       0.261527     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.42105        3.93791                 NaN            NaN   6.94769        43.5074        41.9252       0.260691     
