|6.6.6
Archiving\03_Data\fracLP/QFM_m5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1934.84        500.000        98.4127       0.214173        1.35923       0.138987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        98.4060       0.214197        1.36595       0.138999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        98.3978       0.214224        1.37404       0.139012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        98.3904       0.214249        1.38141       0.139024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        98.3830       0.214274        1.38877       0.139036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        98.3757       0.214299        1.39611       0.139048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        98.3683       0.214324        1.40344       0.139060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        98.3610       0.214349        1.41074       0.139072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        98.3537       0.214374        1.41803       0.139084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        98.3464       0.214399        1.42528       0.139096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        98.3391       0.214424        1.43253       0.139107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        98.3319       0.214449        1.43977       0.139119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        98.3311       0.214460        1.44049       0.139122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        98.3174       0.214499        1.45417       0.139143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        96.5299                 NaN   1.48089       0.135504E-001   1.42145       0.554246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.6004                 NaN  0.277664E-002            NaN  0.396787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4876                 NaN  0.138735E-002            NaN  0.511019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4929                 NaN  0.128158E-002            NaN  0.505834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4972                 NaN  0.117140E-002            NaN  0.501626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4992                 NaN  0.107065E-002            NaN  0.499683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.5032                 NaN  0.973512E-003            NaN  0.495821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.5057                 NaN  0.851993E-003            NaN  0.493479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.5091                 NaN  0.750948E-003            NaN  0.490167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.5118                 NaN  0.638524E-003            NaN  0.487566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.9984                 NaN  0.156834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.0402                 NaN  0.969331E-002            NaN  0.950060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.5210                 NaN            NaN            NaN  0.479012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5229                 NaN            NaN            NaN  0.477137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.5285                 NaN  0.250801E-002            NaN  0.469016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.5271                 NaN            NaN            NaN  0.472867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4302                 NaN  0.252284E-003            NaN  0.569567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.7556                 NaN            NaN            NaN  0.244373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4139                 NaN            NaN            NaN  0.586089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2038                 NaN            NaN            NaN  0.796167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.7600                 NaN  0.238784E-003            NaN  0.239722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.7121                 NaN            NaN            NaN  0.287857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4927                 NaN            NaN            NaN  0.507339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5468                 NaN            NaN            NaN  0.453198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5471                 NaN            NaN            NaN  0.452935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5303                 NaN            NaN            NaN  0.462579                 NaN  0.712592E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5558                 NaN            NaN            NaN  0.433807                 NaN  0.103717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5430                 NaN            NaN            NaN  0.446206                 NaN  0.108217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5445                 NaN            NaN            NaN  0.444681                 NaN  0.108025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5464                 NaN            NaN            NaN  0.442912                 NaN  0.107272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5466                 NaN            NaN            NaN  0.442733                 NaN  0.107070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5496                 NaN            NaN            NaN  0.439767                 NaN  0.106334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5491                 NaN            NaN            NaN  0.440244                 NaN  0.106445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5516                 NaN            NaN            NaN  0.437846                 NaN  0.105575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5517                 NaN            NaN            NaN  0.437753                 NaN  0.105713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5512                 NaN            NaN            NaN  0.438221                 NaN  0.106090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5561                 NaN            NaN            NaN  0.433517                 NaN  0.103941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5547                 NaN            NaN            NaN  0.434824                 NaN  0.104297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5551                 NaN            NaN            NaN  0.434523                 NaN  0.104035E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5556                 NaN            NaN            NaN  0.434030                 NaN  0.103797E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5571                 NaN            NaN            NaN  0.432603                 NaN  0.103217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5549                 NaN            NaN            NaN  0.434752                 NaN  0.103551E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5598                 NaN            NaN            NaN  0.429993                 NaN  0.101856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5565                 NaN            NaN            NaN  0.433261                 NaN  0.102826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5610                 NaN            NaN            NaN  0.428909                 NaN  0.101017E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5871                 NaN            NaN            NaN  0.403423                 NaN  0.949214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5296                 NaN            NaN            NaN  0.459623                 NaN  0.107782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5582                 NaN            NaN            NaN  0.431719                 NaN  0.101023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5598                 NaN            NaN            NaN  0.430212                 NaN  0.100251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5588                 NaN            NaN            NaN  0.431203                 NaN  0.100190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5585                 NaN            NaN            NaN  0.431508                 NaN  0.999780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5583                 NaN            NaN            NaN  0.431782                 NaN  0.994983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5475                 NaN            NaN            NaN  0.442325                 NaN  0.102170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5643                 NaN            NaN            NaN  0.425982                 NaN  0.976507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5616                 NaN            NaN            NaN  0.428647                 NaN  0.975208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5570                 NaN            NaN            NaN  0.433172                 NaN  0.982912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5565                 NaN            NaN            NaN  0.433734                 NaN  0.981279E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5924                 NaN            NaN            NaN  0.398608                 NaN  0.899851E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5191                 NaN            NaN            NaN  0.470420                 NaN  0.105181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5542                 NaN            NaN            NaN  0.436072                 NaN  0.973530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5546                 NaN            NaN            NaN  0.435691                 NaN  0.966460E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.5539                 NaN            NaN            NaN  0.436476                 NaN  0.963319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.5516                 NaN            NaN            NaN  0.438790                 NaN  0.963867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5515                 NaN            NaN            NaN  0.438910                 NaN  0.960252E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.5186                 NaN            NaN            NaN  0.471171                 NaN  0.102478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.6468                 NaN            NaN            NaN  0.345754                 NaN  0.748830E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4827                 NaN            NaN            NaN  0.506382                 NaN  0.109131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.6846                 NaN            NaN            NaN  0.312348                 NaN  0.302014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4077                 NaN            NaN            NaN  0.576420                 NaN  0.159303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5470                 NaN            NaN            NaN  0.443605                 NaN  0.938294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.5437                 NaN            NaN            NaN  0.446872                 NaN  0.941414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.5428                 NaN            NaN            NaN  0.447793                 NaN  0.937993E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.5419                 NaN            NaN            NaN  0.448784                 NaN  0.935910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5822                 NaN            NaN            NaN  0.409364                 NaN  0.846786E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4983                 NaN            NaN            NaN  0.491543                 NaN  0.101284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.5366                 NaN            NaN            NaN  0.454123                 NaN  0.932233E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5365                 NaN            NaN            NaN  0.454271                 NaN  0.926230E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.5359                 NaN            NaN            NaN  0.454888                 NaN  0.921100E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.5325                 NaN            NaN            NaN  0.458239                 NaN  0.923190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.5326                 NaN            NaN            NaN  0.458264                 NaN  0.917176E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2861                 NaN            NaN            NaN  0.699956                 NaN  0.139081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.7745                 NaN            NaN            NaN  0.221155                 NaN  0.436352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.5274                 NaN            NaN            NaN  0.463461                 NaN  0.912148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.5264                 NaN            NaN            NaN  0.464461                 NaN  0.910650E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.5264                 NaN            NaN            NaN  0.464509                 NaN  0.905237E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.5308                 NaN            NaN            NaN  0.460281                 NaN  0.890930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.5146                 NaN            NaN            NaN  0.476298                 NaN  0.915188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4375                 NaN            NaN            NaN  0.553396                 NaN  0.910108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.6034                 NaN            NaN            NaN  0.387714                 NaN  0.885158E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.5167                 NaN            NaN            NaN  0.474278                 NaN  0.899167E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.5193                 NaN            NaN            NaN  0.471819                 NaN  0.890951E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.5048                 NaN            NaN            NaN  0.486066                 NaN  0.917710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.5263                 NaN            NaN            NaN  0.465059                 NaN  0.868041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.5140                 NaN            NaN            NaN  0.477157                 NaN  0.888964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4954                 NaN            NaN            NaN  0.495553                 NaN  0.904902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.5113                 NaN            NaN            NaN  0.479718                 NaN  0.895339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.1433                 NaN            NaN            NaN  0.841061                 NaN  0.156171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.8900                 NaN            NaN            NaN  0.108215                 NaN  0.175768E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.8715                 NaN            NaN            NaN  0.126177                 NaN  0.228013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.1515                 NaN            NaN            NaN  0.833361                 NaN  0.151526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.0140                 NaN            NaN            NaN  0.968563                 NaN  0.174143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9939                 NaN            NaN            NaN  0.592247E-002            NaN  0.132370E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.5129                 NaN            NaN            NaN  0.478476                 NaN  0.859245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.5050                 NaN            NaN            NaN  0.486359                 NaN  0.867111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.5052                 NaN            NaN            NaN  0.486174                 NaN  0.864916E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.5045                 NaN            NaN            NaN  0.486839                 NaN  0.864042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.5037                 NaN            NaN            NaN  0.487624                 NaN  0.863186E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.5034                 NaN            NaN            NaN  0.487955                 NaN  0.860241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.5039                 NaN            NaN            NaN  0.487529                 NaN  0.857210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4701                 NaN            NaN            NaN  0.520717                 NaN  0.915431E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.8222                 NaN            NaN            NaN  0.174723                 NaN  0.305749E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2200                 NaN            NaN            NaN  0.766608                 NaN  0.134073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.5033                 NaN            NaN            NaN  0.488145                 NaN  0.851602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.7718                 NaN            NaN            NaN  0.263415                 NaN            NaN  0.964802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.7010                 NaN            NaN            NaN  0.407296E-001            NaN            NaN   1.25823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.5287                 NaN            NaN            NaN  0.444839E-001            NaN            NaN   1.42686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.5572                 NaN            NaN            NaN  0.487107E-001            NaN            NaN   1.39407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.5831                 NaN            NaN            NaN  0.317902E-001            NaN            NaN   1.38507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.6114                 NaN            NaN            NaN  0.382183E-001            NaN            NaN   1.35037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.6430                 NaN            NaN            NaN  0.379636E-001            NaN            NaN   1.31905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6669                 NaN            NaN            NaN  0.368177E-001            NaN            NaN   1.29632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6921                 NaN            NaN            NaN  0.314113E-001            NaN            NaN   1.27646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.7132                 NaN            NaN            NaN  0.294067E-001            NaN            NaN   1.25740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7379                 NaN            NaN            NaN  0.277583E-001            NaN            NaN   1.23436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7627                 NaN            NaN            NaN  0.294881E-001            NaN            NaN   1.20783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7851                 NaN            NaN            NaN  0.252732E-001            NaN            NaN   1.18965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.8033                 NaN            NaN            NaN  0.215184E-001            NaN            NaN   1.17522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
