|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1064.55        2500.00        2.88783                 NaN            NaN            NaN   3.13737       0.517939E-001            NaN   9.52773        7.06501        9.03489        50.4159                 NaN   17.8794                 NaN
  1062.98        2500.00                 NaN            NaN            NaN            NaN   4.87652                 NaN            NaN   18.6798                 NaN   10.1581        46.5194        1.43302        18.3332                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   4.87573                 NaN            NaN   18.8447                 NaN   10.1774        46.3836        1.40870        18.3099                 NaN
  1059.83        2500.00                 NaN            NaN            NaN            NaN   4.87858                 NaN            NaN   18.8454                 NaN   10.1828        46.3763        1.40731        18.3096                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   4.88025                 NaN            NaN   18.8706                 NaN   10.2081        46.3461        1.40601        18.2888                 NaN
  1056.68        2500.00                 NaN            NaN            NaN            NaN   4.88295                 NaN            NaN   18.8741                 NaN   10.2148        46.3363        1.40439        18.2875                 NaN
  1055.11        2500.00                 NaN            NaN            NaN            NaN   4.88515                 NaN            NaN   18.8912                 NaN   10.2324        46.3141        1.40286        18.2744                 NaN
  1053.53        2500.00                 NaN            NaN            NaN            NaN   4.88754                 NaN            NaN   18.9000                 NaN   10.2426        46.2995        1.40117        18.2691                 NaN
  1051.96        2500.00                 NaN            NaN            NaN            NaN   4.89471                 NaN            NaN   18.7122                 NaN   10.2298        46.4465        1.42874        18.2881                 NaN
  1050.38        2500.00                 NaN            NaN            NaN            NaN   4.88507                 NaN            NaN   18.7499                 NaN   10.2475        46.4084        1.42607        18.2831                 NaN
  1048.81        2500.00                 NaN            NaN            NaN            NaN   4.87600                 NaN            NaN   18.7849                 NaN   10.2662        46.3713        1.42423        18.2774                 NaN
  1047.23        2500.00                 NaN            NaN            NaN            NaN   4.86733                 NaN            NaN   18.8225                 NaN   10.2824        46.3355        1.42204        18.2703                 NaN
  1045.66        2500.00                 NaN            NaN            NaN            NaN   4.85850                 NaN            NaN   18.8592                 NaN   10.3009        46.2976        1.41987        18.2639                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN   4.84955                 NaN            NaN   18.8945                 NaN   10.3178        46.2621        1.41795        18.2581                 NaN
  1042.51        2500.00        2.88247                 NaN            NaN            NaN   3.14704       0.517931E-001            NaN   9.74173        6.90878        9.10263        50.3426                 NaN   17.8229                 NaN
  1040.94        2500.00                 NaN            NaN            NaN            NaN   4.83087                 NaN            NaN   18.9726                 NaN   10.3540        46.1845        1.41355        18.2444                 NaN
  1039.36        2500.00        2.88154                 NaN            NaN            NaN   3.14843       0.517931E-001            NaN   9.77559        6.88462        9.11275        50.3310                 NaN   17.8143                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   4.81215                 NaN            NaN   19.0489                 NaN   10.3880        46.1097        1.40927        18.2320                 NaN
  1036.21        2500.00        2.88057                 NaN            NaN            NaN   3.14983       0.517930E-001            NaN   9.81035        6.85994        9.12301        50.3190                 NaN   17.8055                 NaN
  1034.64        2500.00                 NaN            NaN            NaN            NaN   4.92070                 NaN            NaN   18.9214                 NaN   10.3812        46.1955        1.39909        18.1821                 NaN
  1033.06        2500.00                 NaN            NaN            NaN            NaN   4.82051                 NaN            NaN   19.0912                 NaN   10.4346        46.0514        1.40415        18.1982                 NaN
  1031.49        2500.00                 NaN            NaN            NaN            NaN   4.80942                 NaN            NaN   19.1349                 NaN   10.4549        46.0076        1.40171        18.1915                 NaN
  1029.91        2500.00                 NaN            NaN            NaN            NaN   4.79872                 NaN            NaN   19.1793                 NaN   10.4720        45.9676        1.39929        18.1831                 NaN
  1028.34        2500.00        2.87792                 NaN            NaN            NaN   3.15335       0.517931E-001            NaN   9.90134        6.79594        9.14927        50.2875                 NaN   17.7828                 NaN
  1026.77        2500.00                 NaN            NaN            NaN            NaN   4.93093                 NaN            NaN   19.0072                 NaN   10.4486        46.0893        1.38749        18.1364                 NaN
  1025.19        2500.00                 NaN            NaN            NaN            NaN   4.92675                 NaN            NaN   19.1630                 NaN   10.4995        45.9473        1.36892        18.0945                 NaN
  1023.62        2500.00                 NaN            NaN            NaN            NaN   4.80317                 NaN            NaN   19.2544                 NaN   10.5351        45.8760        1.39171        18.1395                 NaN
  1022.04        2500.00                 NaN            NaN            NaN            NaN   4.80569                 NaN            NaN   19.2654                 NaN   10.5551        45.8535        1.38991        18.1305                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   4.93787                 NaN            NaN   19.1089                 NaN   10.5116        45.9742        1.37397        18.0936                 NaN
  1018.89        2500.00                 NaN            NaN            NaN            NaN   4.94100                 NaN            NaN   19.0996                 NaN   10.5165        45.9774        1.37465        18.0909                 NaN
  1017.32        2500.00                 NaN            NaN            NaN            NaN   4.83272                 NaN            NaN   19.2895                 NaN   10.5724        45.8201        1.37968        18.1056                 NaN
  1015.74        2500.00                 NaN            NaN            NaN            NaN   4.83505                 NaN            NaN   19.3076                 NaN   10.5876        45.7972        1.37737        18.0951                 NaN
  1014.17        2500.00                 NaN            NaN            NaN            NaN   4.83775                 NaN            NaN   19.3235                 NaN   10.6017        45.7773        1.37491        18.0848                 NaN
  1012.60        2500.00                 NaN            NaN            NaN            NaN   4.84088                 NaN            NaN   19.3371                 NaN   10.6138        45.7601        1.37319        18.0750                 NaN
  1011.02        2500.00                 NaN            NaN            NaN            NaN   4.84433                 NaN            NaN   19.3656                 NaN   10.6293        45.7311        1.36992        18.0598                 NaN
  1009.45        2500.00                 NaN            NaN            NaN            NaN   4.84635                 NaN            NaN   19.3813                 NaN   10.6455        45.7088        1.36727        18.0508                 NaN
  1007.87        2500.00                 NaN            NaN            NaN            NaN   4.84953                 NaN            NaN   19.3997                 NaN   10.6587        45.6880        1.36483        18.0393                 NaN
  1006.30        2500.00                 NaN            NaN            NaN            NaN   4.85190                 NaN            NaN   19.4200                 NaN   10.6749        45.6629        1.36203        18.0282                 NaN
  1004.72        2500.00                 NaN            NaN            NaN            NaN   4.85506                 NaN            NaN   19.4384                 NaN   10.6885        45.6409        1.35949        18.0176                 NaN
  1003.15        2500.00                 NaN            NaN            NaN            NaN   4.85743                 NaN            NaN   19.4579                 NaN   10.7053        45.6166        1.35677        18.0060                 NaN
  1001.57        2500.00                 NaN            NaN            NaN            NaN   1.60723        1.15857        2.05909        19.5515                 NaN   10.7567        45.5362        1.35954        17.9711                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   1.60414        1.18729        2.03588        19.5708                 NaN   10.7757        45.5106        1.35762        17.9580                 NaN
