|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1566.81        2500.00                 NaN            NaN   99.3622       0.588631       0.491424E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00                 NaN            NaN   99.3672       0.584821       0.480259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00                 NaN            NaN   99.3726       0.580022       0.474229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN            NaN   99.3691       0.587630       0.432560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN            NaN   99.3913       0.559835       0.488809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN            NaN   99.3875       0.568395       0.440913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN            NaN   99.3906       0.564990       0.443849E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN            NaN   99.3989       0.557316       0.437355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00                 NaN            NaN   99.2709       0.682021       0.471292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00                 NaN            NaN   99.5379       0.430128       0.319460E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00                 NaN            NaN   99.4129       0.546861       0.402493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00                 NaN            NaN   99.4156       0.545050       0.393744E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00                 NaN            NaN   99.4206       0.540574       0.388703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN            NaN   99.3891       0.569638       0.412271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN            NaN   99.4660       0.499400       0.345524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN            NaN   99.4334       0.530456       0.361535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN            NaN   99.4367       0.527862       0.354576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN            NaN   99.4421       0.523071       0.347987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN            NaN   99.4466       0.519362       0.340795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN            NaN   99.8846       0.304897E-001  0.848865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN            NaN   99.0194       0.957168       0.234209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN            NaN   99.4565       0.537927       0.556144E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN            NaN   99.6368       0.363245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN            NaN   99.2825       0.677488       0.400054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN            NaN   99.4711       0.467006       0.619132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN            NaN   99.4699       0.508180       0.219226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN            NaN   99.4693       0.500852       0.129624E-001            NaN            NaN  0.169119E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN            NaN   99.3012       0.670758E-002            NaN            NaN            NaN  0.692052                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN            NaN   99.3031       0.521392E-001            NaN            NaN            NaN  0.644796                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN            NaN   99.3002                 NaN            NaN            NaN            NaN  0.699831                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN            NaN   99.3403                 NaN            NaN            NaN            NaN  0.659694                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN            NaN   99.2488                 NaN            NaN            NaN            NaN  0.751199                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN            NaN   99.2928                 NaN            NaN            NaN            NaN  0.707203                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN            NaN   99.2859                 NaN            NaN            NaN            NaN  0.714087                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN            NaN   99.2783                 NaN            NaN            NaN            NaN  0.721743                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN            NaN   99.2699                 NaN            NaN            NaN            NaN  0.730089                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN            NaN   99.0230                 NaN            NaN            NaN            NaN  0.415895       0.561133                 NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN            NaN   98.8638                 NaN            NaN            NaN            NaN  0.691354       0.444860                 NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN            NaN   98.8764                 NaN            NaN            NaN            NaN  0.683595       0.440002                 NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN            NaN   98.8880                 NaN  0.828992E-006            NaN            NaN  0.435364       0.676587                 NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN            NaN   98.8980                 NaN            NaN            NaN            NaN  0.670789       0.431188                 NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN            NaN   98.9144                 NaN            NaN            NaN            NaN  0.660936       0.424635                 NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN            NaN   98.9228                 NaN            NaN            NaN            NaN  0.656349       0.420802                 NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN            NaN   98.9372                 NaN            NaN            NaN            NaN  0.647807       0.415041                 NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN            NaN   98.9453                 NaN            NaN            NaN            NaN  0.643018       0.411653                 NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN            NaN   98.9572                 NaN            NaN            NaN            NaN  0.637151       0.405657                 NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN            NaN   98.9680                 NaN            NaN            NaN            NaN  0.629461       0.402532                 NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN            NaN   97.9691                 NaN            NaN            NaN            NaN   1.24064       0.790254                 NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN            NaN   98.9980                 NaN            NaN            NaN            NaN  0.390154       0.611804                 NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN            NaN   99.0073                 NaN            NaN            NaN            NaN  0.385379       0.607306                 NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN            NaN   99.0231                 NaN  0.331560E-001            NaN            NaN  0.612475       0.331253                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN            NaN   99.0271                 NaN            NaN            NaN            NaN  0.595689       0.377162                 NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN            NaN   99.0368                 NaN            NaN            NaN            NaN  0.589853       0.373368                 NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN            NaN   99.0450                 NaN            NaN            NaN            NaN  0.369537       0.585466                 NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN            NaN   99.0524                 NaN  0.458586E-002            NaN            NaN  0.358820       0.584189                 NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN            NaN   99.0760                 NaN  0.510869E-001            NaN            NaN  0.283075       0.589847                 NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN            NaN   99.0758                 NaN  0.608515E-001            NaN            NaN  0.270175       0.593160                 NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN            NaN   99.0899                 NaN            NaN            NaN            NaN  0.558313       0.351804                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN            NaN   99.0872                 NaN            NaN            NaN            NaN  0.351232       0.561607                 NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN            NaN   99.0952                 NaN            NaN            NaN            NaN  0.347416       0.557359                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN            NaN   99.1028                 NaN            NaN            NaN            NaN  0.552947       0.344264                 NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN            NaN   99.1106                 NaN            NaN            NaN            NaN  0.548910       0.340523                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN            NaN   99.1164                 NaN            NaN            NaN            NaN  0.337412       0.546164                 NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN            NaN   99.1263                 NaN            NaN            NaN            NaN  0.333673       0.540031                 NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN            NaN   99.1326                 NaN            NaN            NaN            NaN  0.330860       0.536576                 NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN            NaN   99.1394                 NaN  0.281085E-005            NaN            NaN  0.327481       0.533116                 NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN            NaN   99.1619                 NaN  0.732395E-001            NaN            NaN  0.214394       0.550451                 NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN            NaN   99.1501                 NaN            NaN            NaN            NaN  0.322322       0.527615                 NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN            NaN   99.1654                 NaN            NaN            NaN            NaN  0.518563       0.315998                 NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN            NaN   99.1654                 NaN            NaN            NaN            NaN  0.315176       0.519431                 NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN            NaN   99.1726                 NaN            NaN            NaN            NaN  0.515281       0.312104                 NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN            NaN   97.6332                 NaN  0.835013E-001            NaN            NaN  0.836051       0.672102       0.775149                 NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN            NaN   97.5833                 NaN  0.211055                 NaN            NaN  0.677973       0.699438       0.828277                 NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN            NaN   97.6371                 NaN  0.209747                 NaN            NaN  0.655656       0.686342       0.811195                 NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN            NaN   97.6928                 NaN  0.206416                 NaN            NaN  0.637879       0.670862       0.792059                 NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN            NaN   97.7513                 NaN  0.203577                 NaN            NaN  0.653171       0.618833       0.773128                 NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN            NaN   97.8039                 NaN  0.201848                 NaN            NaN  0.597711       0.641096       0.755440                 NaN            NaN            NaN            NaN
  1444.00        2500.00                 NaN            NaN   97.8488                 NaN  0.200402                 NaN            NaN  0.628443       0.581236       0.741165                 NaN            NaN            NaN            NaN
  1442.42        2500.00                 NaN            NaN   97.9000                 NaN  0.197558                 NaN            NaN  0.614640       0.563938       0.723889                 NaN            NaN            NaN            NaN
  1440.85        2500.00                 NaN            NaN   97.9473                 NaN  0.195107                 NaN            NaN  0.601965       0.547482       0.708165                 NaN            NaN            NaN            NaN
  1439.27        2500.00                 NaN            NaN   97.9899                 NaN  0.194266                 NaN            NaN  0.591436       0.530260       0.694170                 NaN            NaN            NaN            NaN
  1437.70        2500.00                 NaN            NaN   98.0319                 NaN  0.191634                 NaN            NaN  0.580592       0.515804       0.680031                 NaN            NaN            NaN            NaN
  1436.13        2500.00                 NaN            NaN   98.0746                 NaN  0.190256                 NaN            NaN  0.568454       0.500714       0.665944                 NaN            NaN            NaN            NaN
  1434.55        2500.00                 NaN            NaN   98.1142                 NaN  0.188354                 NaN            NaN  0.486751       0.558057       0.652620                 NaN            NaN            NaN            NaN
  1432.98        2500.00                 NaN            NaN   98.1533                 NaN  0.186615                 NaN            NaN  0.547697       0.472918       0.639500                 NaN            NaN            NaN            NaN
  1431.40        2500.00                 NaN            NaN   98.1952                 NaN  0.185614                 NaN            NaN  0.454613       0.537892       0.626711                 NaN            NaN            NaN            NaN
  1429.83        2500.00                 NaN            NaN   98.2009                 NaN  0.186736                 NaN            NaN  0.454758       0.532530       0.625045                 NaN            NaN            NaN            NaN
  1428.25        2500.00                 NaN            NaN   98.2851                 NaN  0.177314                 NaN            NaN  0.513215       0.431136       0.593219                 NaN            NaN            NaN            NaN
  1426.68        2500.00                 NaN            NaN   98.2947                 NaN  0.180290                 NaN            NaN  0.422884       0.509952       0.592193                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN            NaN   98.3273                 NaN  0.178679                 NaN            NaN  0.501224       0.411615       0.581220                 NaN            NaN            NaN            NaN
  1423.53        2500.00                 NaN            NaN   98.3562                 NaN  0.178264                 NaN            NaN  0.494088       0.399745       0.571697                 NaN            NaN            NaN            NaN
  1421.96        2500.00                 NaN            NaN   98.3938                 NaN  0.174880                 NaN            NaN  0.482451       0.390292       0.558588                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN            NaN   98.4196                 NaN  0.174437                 NaN            NaN  0.476214       0.379495       0.550235                 NaN            NaN            NaN            NaN
  1418.81        2500.00                 NaN            NaN   98.4441                 NaN  0.174753                 NaN            NaN  0.471189       0.367364       0.542618                 NaN            NaN            NaN            NaN
  1417.23        2500.00                 NaN            NaN   98.4815                 NaN  0.169772                 NaN            NaN  0.361286       0.458911       0.528522                 NaN            NaN            NaN            NaN
  1415.66        2500.00                 NaN            NaN   98.5025                 NaN  0.170422                 NaN            NaN  0.454100       0.350752       0.522247                 NaN            NaN            NaN            NaN
  1414.08        2500.00                 NaN            NaN   98.5304                 NaN  0.169021                 NaN            NaN  0.341489       0.446324       0.512770                 NaN            NaN            NaN            NaN
  1412.51        2500.00                 NaN            NaN   98.5557                 NaN  0.167902                 NaN            NaN  0.439264       0.332885       0.504233                 NaN            NaN            NaN            NaN
  1410.93        2500.00                 NaN            NaN   98.5807                 NaN  0.166277                 NaN            NaN  0.325188       0.432396       0.495446                 NaN            NaN            NaN            NaN
  1409.36        2500.00                 NaN            NaN   98.6053                 NaN  0.165241                 NaN            NaN  0.426225       0.316002       0.487283                 NaN            NaN            NaN            NaN
  1407.79        2500.00                 NaN            NaN   98.6289                 NaN  0.164024                 NaN            NaN  0.308281       0.419631       0.479188                 NaN            NaN            NaN            NaN
  1406.21        2500.00                 NaN            NaN   98.6514                 NaN  0.162670                 NaN            NaN  0.413750       0.300717       0.471482                 NaN            NaN            NaN            NaN
  1404.64        2500.00                 NaN            NaN   98.6736                 NaN  0.161575                 NaN            NaN  0.292936       0.408048       0.463848                 NaN            NaN            NaN            NaN
  1403.06        2500.00                 NaN            NaN   98.6952                 NaN  0.160348                 NaN            NaN  0.402381       0.285635       0.456405                 NaN            NaN            NaN            NaN
  1401.49        2500.00                 NaN            NaN   98.7054                 NaN  0.172303                 NaN            NaN  0.263320       0.402878       0.456107                 NaN            NaN            NaN            NaN
  1399.91        2500.00                 NaN            NaN   98.7463                 NaN  0.145511                 NaN            NaN  0.288765       0.383835       0.435549                 NaN            NaN            NaN            NaN
  1398.34        2500.00                 NaN            NaN   98.7581                 NaN  0.156576                 NaN            NaN  0.385312       0.265305       0.434714                 NaN            NaN            NaN            NaN
  1396.76        2500.00                 NaN            NaN   98.7722                 NaN  0.157458                 NaN            NaN  0.382432       0.257551       0.430359                 NaN            NaN            NaN            NaN
  1395.19        2500.00                 NaN            NaN   98.8004                 NaN  0.152553                 NaN            NaN  0.254955       0.372578       0.419486                 NaN            NaN            NaN            NaN
  1393.62        2500.00                 NaN            NaN   98.8150                 NaN  0.153161                 NaN            NaN  0.247114       0.369639       0.415094                 NaN            NaN            NaN            NaN
  1392.04        2500.00                 NaN            NaN   98.8327                 NaN  0.152264                 NaN            NaN  0.241013       0.364998       0.409069                 NaN            NaN            NaN            NaN
  1390.47        2500.00                 NaN            NaN   98.8515                 NaN  0.150638                 NaN            NaN  0.359739       0.235814       0.402261                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN   98.8684                 NaN  0.149605                 NaN            NaN  0.355473       0.230141       0.396387                 NaN            NaN            NaN            NaN
  1387.32        2500.00                 NaN            NaN   98.8850                 NaN  0.148393                 NaN            NaN  0.350742       0.225254       0.390649                 NaN            NaN            NaN            NaN
  1385.74        2500.00                 NaN            NaN   98.9013                 NaN  0.147237                 NaN            NaN  0.220167       0.346405       0.384897                 NaN            NaN            NaN            NaN
  1384.17        2500.00                 NaN            NaN   98.9176                 NaN  0.146091                 NaN            NaN  0.341811       0.215319       0.379205                 NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN            NaN   98.9331                 NaN  0.144899                 NaN            NaN  0.210504       0.337780       0.373748                 NaN            NaN            NaN            NaN
  1381.02        2500.00                 NaN            NaN   98.9488                 NaN  0.143581                 NaN            NaN  0.333279       0.206199       0.368152                 NaN            NaN            NaN            NaN
  1379.45        2500.00                 NaN            NaN   98.9636                 NaN  0.142275                 NaN            NaN  0.202008       0.329206       0.362917                 NaN            NaN            NaN            NaN
  1377.87        2500.00                 NaN            NaN   98.9780                 NaN  0.141246                 NaN            NaN  0.325311       0.197518       0.357894                 NaN            NaN            NaN            NaN
  1376.30        2500.00                 NaN            NaN   98.9925                 NaN  0.139703                 NaN            NaN  0.321033       0.194181       0.352572                 NaN            NaN            NaN            NaN
  1374.72        2500.00                 NaN            NaN   99.0055                 NaN  0.138646                 NaN            NaN  0.190329       0.317480       0.348067                 NaN            NaN            NaN            NaN
  1373.15        2500.00                 NaN            NaN   99.0208                 NaN  0.137170                 NaN            NaN  0.186131       0.313433       0.342483                 NaN            NaN            NaN            NaN
  1371.57        2500.00                 NaN            NaN   99.0335                 NaN  0.135956                 NaN            NaN  0.309954       0.182672       0.337955                 NaN            NaN            NaN            NaN
  1370.00        2500.00                 NaN            NaN   99.0466                 NaN  0.134586                 NaN            NaN  0.179691       0.305876       0.333210                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN   99.0596                 NaN  0.133345                 NaN            NaN  0.302136       0.176366       0.328585                 NaN            NaN            NaN            NaN
  1366.85        2500.00                 NaN            NaN   99.0718                 NaN  0.132137                 NaN            NaN  0.172891       0.298985       0.324164                 NaN            NaN            NaN            NaN
  1365.27        2500.00                 NaN            NaN   99.0842                 NaN  0.130399                 NaN            NaN  0.170477       0.295368       0.319590                 NaN            NaN            NaN            NaN
  1363.70        2500.00                 NaN            NaN   99.0952                 NaN  0.129576                 NaN            NaN  0.291719       0.167787       0.315702                 NaN            NaN            NaN            NaN
  1362.13        2500.00                 NaN            NaN   99.1093                 NaN  0.127446                 NaN            NaN  0.287808       0.165089       0.310396                 NaN            NaN            NaN            NaN
  1360.55        2500.00                 NaN            NaN   99.1197                 NaN  0.126399                 NaN            NaN  0.284687       0.162558       0.306698                 NaN            NaN            NaN            NaN
  1358.98        2500.00                 NaN            NaN   99.1307                 NaN  0.124920                 NaN            NaN  0.281411       0.160338       0.302606                 NaN            NaN            NaN            NaN
  1357.40        2500.00                 NaN            NaN   99.1419                 NaN  0.124097                 NaN            NaN  0.157864       0.277352       0.298766                 NaN            NaN            NaN            NaN
  1355.83        2500.00                 NaN            NaN   99.1527                 NaN  0.121813                 NaN            NaN  0.156390       0.274626       0.294441                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN            NaN   99.1628                 NaN  0.119882                 NaN            NaN  0.271780       0.155024       0.290544                 NaN            NaN            NaN            NaN
  1352.68        2500.00                 NaN            NaN   99.1740                 NaN  0.119687                 NaN            NaN  0.269011       0.150456       0.286891                 NaN            NaN            NaN            NaN
  1351.10        2500.00                 NaN            NaN   99.1839                 NaN  0.117007                 NaN            NaN  0.264793       0.151473       0.282797                 NaN            NaN            NaN            NaN
  1349.53        2500.00                 NaN            NaN   99.1934                 NaN  0.115556                 NaN            NaN  0.261966       0.149857       0.279240                 NaN            NaN            NaN            NaN
  1347.96        2500.00                 NaN            NaN   99.2018                 NaN  0.114147                 NaN            NaN  0.259345       0.148543       0.276164                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN            NaN   99.2128                 NaN  0.112718                 NaN            NaN  0.146188       0.256295       0.272017                 NaN            NaN            NaN            NaN
  1344.81        2500.00                 NaN            NaN   99.2219                 NaN  0.111243                 NaN            NaN  0.253510       0.144753       0.268638                 NaN            NaN            NaN            NaN
  1343.23        2500.00                 NaN            NaN   99.2311                 NaN  0.109070                 NaN            NaN  0.248415       0.146328       0.265115                 NaN            NaN            NaN            NaN
