|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1967.42        500.000        99.7751       0.211210       0.137120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.91        500.000        99.7751       0.211221       0.137123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        99.7751       0.211233       0.137126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        99.7750       0.211244       0.137129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        99.7750       0.211255       0.137132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        99.7750       0.211267       0.137135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        99.7750       0.211278       0.137138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        99.7750       0.211289       0.137142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        99.7750       0.211301       0.137145E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        99.7750       0.211312       0.137148E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        99.7750       0.211324       0.137151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        99.7749       0.211335       0.137154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        99.7749       0.211347       0.137157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        99.7749       0.211358       0.137161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        99.7749       0.211370       0.137164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        99.7749       0.211381       0.137167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        99.7749       0.211393       0.137170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        99.7749       0.211404       0.137174E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        99.7749       0.211416       0.137177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        99.7749       0.211428       0.137180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        99.7748       0.211439       0.137183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.7748       0.211451       0.137187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.7748       0.211462       0.137190E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.4150       0.211523       0.135599E-001  0.359959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.6297                 NaN            NaN  0.370297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.4174                 NaN            NaN  0.582625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4209                 NaN            NaN  0.579121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4240                 NaN            NaN  0.576004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4290                 NaN            NaN  0.570986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4292                 NaN            NaN  0.570842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4380                 NaN            NaN  0.562045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4387                 NaN            NaN  0.561294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4424                 NaN            NaN  0.557595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4441                 NaN            NaN  0.555868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4502                 NaN            NaN  0.549771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4308                 NaN            NaN  0.569166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4753                 NaN            NaN  0.524728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4581                 NaN            NaN  0.541926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4605                 NaN            NaN  0.539510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4614                 NaN            NaN  0.538624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.7088                 NaN            NaN  0.291176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.2265                 NaN            NaN  0.773539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4701                 NaN            NaN  0.529944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4740                 NaN            NaN  0.526033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4710                 NaN            NaN  0.528476       0.535602E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4690                 NaN            NaN  0.520129       0.109120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4704                 NaN            NaN  0.518693       0.109164E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.3778                 NaN            NaN  0.609336       0.128559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5662                 NaN            NaN  0.424891       0.894166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4738                 NaN            NaN  0.515347       0.108626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4754                 NaN            NaN  0.513757       0.108343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4763                 NaN            NaN  0.512840       0.108286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4800                 NaN            NaN  0.509235       0.107173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4774                 NaN            NaN  0.511807       0.107712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4842                 NaN            NaN  0.505173       0.105953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4827                 NaN            NaN  0.506683       0.106597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4844                 NaN            NaN  0.504989       0.106001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4819                 NaN            NaN  0.507403       0.106488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4876                 NaN            NaN  0.501907       0.104987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4879                 NaN            NaN  0.501579       0.104834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4885                 NaN            NaN  0.501034       0.104529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4886                 NaN            NaN  0.500947       0.104380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4888                 NaN            NaN  0.500804       0.104292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4905                 NaN            NaN  0.499151       0.103520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4898                 NaN            NaN  0.499855       0.103513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4911                 NaN            NaN  0.498572       0.102873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4873                 NaN            NaN  0.502340       0.103721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4956                 NaN            NaN  0.494286       0.101301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4913                 NaN            NaN  0.498477       0.102097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4914                 NaN            NaN  0.498401       0.101693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4908                 NaN            NaN  0.499038       0.101689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4918                 NaN            NaN  0.498070       0.101075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4923                 NaN            NaN  0.497686       0.100607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4897                 NaN            NaN  0.500230       0.100890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4924                 NaN            NaN  0.497593       0.998243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4883                 NaN            NaN  0.501675       0.100488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4923                 NaN            NaN  0.497836       0.990782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4892                 NaN            NaN  0.500820       0.994941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4893                 NaN            NaN  0.500846       0.989664E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4886                 NaN            NaN  0.501531       0.986710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5266                 NaN            NaN  0.464306       0.912225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4482                 NaN            NaN  0.541263       0.105553E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4844                 NaN            NaN  0.505791       0.983297E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4869                 NaN            NaN  0.503327       0.973002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5288                 NaN            NaN  0.461875       0.927552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4360                 NaN            NaN  0.553837       0.101917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4822                 NaN            NaN  0.508101       0.967161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4812                 NaN            NaN  0.509123       0.967470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4804                 NaN            NaN  0.510002       0.961306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4790                 NaN            NaN  0.511386       0.959420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4772                 NaN            NaN  0.513173       0.957894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4758                 NaN            NaN  0.514682       0.956368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4749                 NaN            NaN  0.515576       0.952090E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4731                 NaN            NaN  0.517373       0.950812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4712                 NaN            NaN  0.519309       0.947944E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4707                 NaN            NaN  0.519858       0.945680E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4786                 NaN            NaN  0.512107       0.928081E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4578                 NaN            NaN  0.532625       0.959406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4662                 NaN            NaN  0.524458       0.938740E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4646                 NaN            NaN  0.526063       0.937185E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4641                 NaN            NaN  0.526569       0.933326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4613                 NaN            NaN  0.529399       0.933164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4602                 NaN            NaN  0.530467       0.929451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4586                 NaN            NaN  0.532154       0.927963E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4557                 NaN            NaN  0.535004       0.928870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4577                 NaN            NaN  0.533067       0.920039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4535                 NaN            NaN  0.537264       0.922597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4520                 NaN            NaN  0.538812       0.921955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4534                 NaN            NaN  0.537471       0.914818E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4503                 NaN            NaN  0.540559       0.915102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4490                 NaN            NaN  0.541891       0.913101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4469                 NaN            NaN  0.543955       0.913515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4477                 NaN            NaN  0.543280       0.906330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4462                 NaN            NaN  0.544738       0.905907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4423                 NaN            NaN  0.548629       0.908991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4456                 NaN            NaN  0.545372       0.899496E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4426                 NaN            NaN  0.548420       0.902393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4423                 NaN            NaN  0.548720       0.896489E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4384                 NaN            NaN  0.552521       0.903203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        98.9164                 NaN            NaN   1.06577       0.178158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.9703                 NaN            NaN  0.297358E-001  0.462743E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4385                 NaN            NaN  0.552545       0.892761E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4409                 NaN            NaN  0.550257       0.888053E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4401                 NaN            NaN  0.551002       0.885208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4389                 NaN            NaN  0.552288       0.883544E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4375                 NaN            NaN  0.553675       0.882451E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4426                 NaN            NaN  0.548702       0.873249E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4396                 NaN            NaN  0.551658       0.876783E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4409                 NaN            NaN  0.550391       0.874324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4413                 NaN            NaN  0.550024       0.871429E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4402                 NaN            NaN  0.551123       0.871116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4439                 NaN            NaN  0.547449       0.864857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4432                 NaN            NaN  0.548140       0.864709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.7428                 NaN            NaN  0.253252       0.399769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.1472                 NaN            NaN  0.839591       0.131844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4470                 NaN            NaN  0.544422       0.856990E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4486                 NaN            NaN  0.542883       0.854022E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4495                 NaN            NaN  0.541915       0.853781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4524                 NaN            NaN  0.539108       0.847428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.0303                 NaN            NaN  0.954722       0.149779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.8586                 NaN            NaN  0.139214       0.218307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4787                 NaN            NaN  0.513207       0.806917E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4596                 NaN            NaN  0.532005       0.838229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4616                 NaN            NaN  0.530090       0.834145E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4598                 NaN            NaN  0.531799       0.835430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4722                 NaN            NaN  0.519580       0.820565E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4694                 NaN            NaN  0.522352       0.824751E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4724                 NaN            NaN  0.519385       0.819336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4064                 NaN            NaN  0.584343       0.924152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5471                 NaN            NaN  0.445878       0.706317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.8511                 NaN            NaN  0.109775                 NaN   1.03913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7874                 NaN            NaN  0.546103E-001            NaN   1.15800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5845                 NaN            NaN  0.569885E-001            NaN   1.35851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.0512                 NaN            NaN  0.341971E-001            NaN  0.914611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8510                 NaN            NaN  0.350136E-001            NaN   1.11401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8745                 NaN            NaN  0.670042E-001            NaN   1.05852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8935                 NaN            NaN  0.457704E-001            NaN   1.06073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9075                 NaN            NaN  0.403027E-001            NaN   1.05218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9284                 NaN            NaN  0.397468E-001            NaN   1.03182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9462                 NaN            NaN  0.364531E-001            NaN   1.01739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9642                 NaN            NaN  0.349067E-001            NaN   1.00092                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9803                 NaN            NaN  0.329966E-001            NaN  0.986694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9970                 NaN            NaN  0.314908E-001            NaN  0.971493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0131                 NaN            NaN  0.302762E-001            NaN  0.956620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0279                 NaN            NaN  0.273178E-001            NaN  0.944758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0430                 NaN            NaN  0.257716E-001            NaN  0.931186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0596                 NaN            NaN  0.250010E-001            NaN  0.915410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0716                 NaN            NaN  0.212256E-001            NaN  0.907125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9935                 NaN            NaN  0.176289E-001            NaN  0.988853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.1882                 NaN            NaN  0.217159E-001            NaN  0.790091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1130                 NaN            NaN  0.124860E-001            NaN  0.874464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1262                 NaN            NaN  0.140073E-001            NaN  0.859843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1365                 NaN            NaN  0.140374E-001            NaN  0.849476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1487                 NaN            NaN  0.743722E-002            NaN  0.843869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
