|6.6.6
Archiving\03_Data\frac/QFM_m1.25/NWA1068/NWA1068_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.5452        2.61102                 NaN            NaN   9.19188        43.1633        1.00666        29.4820     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.34321        13.6511                 NaN            NaN   9.17246        43.3051        1.05887        29.4692     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.32707        13.7131                 NaN            NaN   9.11894        43.2879        1.06991        29.4832     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.33174        13.7093                 NaN            NaN   9.12386        43.2820        1.06880        29.4843     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.93321        13.0574                 NaN            NaN   9.09504        43.3658        1.06651        29.4820     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.56483        14.5597                 NaN            NaN   9.16625        43.1500        1.04656        29.5126     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4133        2.72446                 NaN            NaN   9.17177        43.1257        1.04694        29.5179     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0663        3.97623                 NaN            NaN   9.06724        43.3463        1.05443        29.4896     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.29571        13.7666                 NaN            NaN   9.18344        43.2280        1.03904        29.4871     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.31058        13.7528                 NaN            NaN   9.18942        43.2204        1.03886        29.4879     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.92205        13.0912                 NaN            NaN   9.14493        43.3004        1.05506        29.4863     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1482        3.03710                 NaN            NaN   9.25996        43.0684       0.992607        29.4937     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.05216        14.1381                 NaN            NaN   9.26748        43.0568       0.990470        29.4950     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.10865        14.0828                 NaN            NaN   9.27222        43.0505       0.989873        29.4960     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.91676        13.1289                 NaN            NaN   9.17295        43.2478        1.04155        29.4920     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.11479        14.0877                 NaN            NaN   9.28820        43.0254       0.985164        29.4988     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.14449        14.0594                 NaN            NaN   9.29393        43.0183       0.984202        29.4997     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.16812        14.0412                 NaN            NaN   9.30115        43.0062       0.982121        29.5013     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.10039        12.9812                 NaN            NaN   9.21506        43.1723        1.03225        29.4988     
  1037.59        2500.00                 NaN            NaN            NaN   6.09075                 NaN            NaN   7.51395       0.409703                 NaN            NaN   8.66650        44.6794        1.50180        31.1379     
  1035.09        2500.00                 NaN            NaN            NaN   6.23790                 NaN            NaN   7.09020       0.629163                 NaN            NaN   8.65848        44.6958        1.50897        31.1795     
  1032.58        2500.00                 NaN            NaN            NaN   6.30134                 NaN            NaN   7.61819       0.117688E-003            NaN            NaN   8.65350        44.7137        1.51530        31.1978     
  1030.08        2500.00                 NaN            NaN            NaN   6.30476                 NaN            NaN   7.61830       0.108397E-003            NaN            NaN   8.65555        44.7054        1.51510        31.2008     
  1027.57        2500.00                 NaN            NaN            NaN   6.31129                 NaN            NaN   7.61092       0.101144E-003            NaN            NaN   8.65763        44.7015        1.51488        31.2037     
  1025.06        2500.00                 NaN            NaN            NaN   6.31082                 NaN            NaN   7.61911       0.927325E-004            NaN            NaN   8.65710        44.6917        1.51523        31.2059     
  1022.56        2500.00                 NaN            NaN            NaN   6.31642                 NaN            NaN   7.61621                 NaN            NaN            NaN   8.66320        44.6809        1.51349        31.2098     
  1020.05        2500.00                 NaN            NaN            NaN   6.31644                 NaN            NaN   7.62289                 NaN            NaN            NaN   8.66889        44.6696        1.51077        31.2114     
  1017.54        2500.00                 NaN            NaN            NaN   6.36501                 NaN            NaN   7.56051                 NaN            NaN            NaN   8.66941        44.6668        1.51149        31.2267     
  1015.04        2500.00                 NaN            NaN            NaN   6.35915                 NaN            NaN   7.57299                 NaN            NaN            NaN   8.67301        44.6571        1.51053        31.2272     
  1012.53        2500.00                 NaN            NaN            NaN   6.29192                 NaN            NaN  0.145986        7.52212                 NaN            NaN   8.67477        44.6484        1.50846        31.2084     
  1010.03        2500.00                 NaN            NaN            NaN   6.11257                 NaN            NaN   2.00537        5.94614                 NaN            NaN   8.66599        44.6010        1.50634        31.1626     
  1007.52        2500.00                 NaN            NaN            NaN   5.32992                 NaN            NaN   9.15947                 NaN            NaN            NaN   8.61015        44.4839        1.48026        30.9363     
  1005.01        2500.00                 NaN            NaN            NaN   5.32994                 NaN            NaN   9.15946                 NaN            NaN            NaN   8.61016        44.4838        1.48026        30.9363     
  1002.51        2500.00                 NaN            NaN            NaN   5.32995                 NaN            NaN   9.15945                 NaN            NaN            NaN   8.61017        44.4838        1.48027        30.9364     
  1000.00        2500.00                 NaN            NaN            NaN   5.32997                 NaN            NaN   9.15944                 NaN            NaN            NaN   8.61018        44.4838        1.48027        30.9364     
