|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TAY13/TAY13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1418.02        500.000        98.3641                 NaN            NaN  0.468586       0.647531                 NaN  0.519758                 NaN            NaN            NaN
  1416.60        500.000        98.2832                 NaN            NaN  0.469462       0.681709                 NaN  0.565617                 NaN            NaN            NaN
  1415.17        500.000        98.3209                 NaN            NaN  0.667270       0.458539                 NaN  0.553315                 NaN            NaN            NaN
  1413.75        500.000        98.3536                 NaN            NaN  0.653849       0.449528                 NaN  0.542989                 NaN            NaN            NaN
  1412.33        500.000        98.3860                 NaN            NaN  0.440918       0.640653                 NaN  0.532380                 NaN            NaN            NaN
  1410.91        500.000        99.9983                 NaN            NaN            NaN            NaN            NaN  0.167607E-002            NaN            NaN            NaN
  1409.49        500.000        96.8769                 NaN            NaN  0.853545        1.23968                 NaN   1.02992                 NaN            NaN            NaN
  1408.07        500.000        98.4771                 NaN            NaN  0.415562       0.604352                 NaN  0.503012                 NaN            NaN            NaN
  1406.64        500.000        98.5015                 NaN            NaN  0.408118       0.594993                 NaN  0.495436                 NaN            NaN            NaN
  1405.22        500.000        98.5338                 NaN            NaN  0.399607       0.581947                 NaN  0.484654                 NaN            NaN            NaN
  1403.80        500.000        98.5598                 NaN            NaN  0.392101       0.571774                 NaN  0.476296                 NaN            NaN            NaN
  1402.38        500.000        98.5854                 NaN            NaN  0.385132       0.561455                 NaN  0.467998                 NaN            NaN            NaN
  1400.96        500.000        98.6113                 NaN            NaN  0.551361       0.377886                 NaN  0.459474                 NaN            NaN            NaN
  1399.53        500.000        98.6347                 NaN            NaN  0.371461       0.541702                 NaN  0.452143                 NaN            NaN            NaN
  1398.11        500.000        98.6598                 NaN            NaN  0.364188       0.532409                 NaN  0.443583                 NaN            NaN            NaN
  1396.69        500.000        98.6826                 NaN            NaN  0.523378       0.357819                 NaN  0.436190                 NaN            NaN            NaN
  1395.27        500.000        98.7031                 NaN            NaN  0.352110       0.515287                 NaN  0.429501                 NaN            NaN            NaN
  1393.85        500.000        98.7274                 NaN            NaN  0.345316       0.505819                 NaN  0.421444                 NaN            NaN            NaN
  1392.42        500.000        98.7491                 NaN            NaN  0.338961       0.497513                 NaN  0.414419                 NaN            NaN            NaN
  1391.00        500.000        97.8734                 NaN            NaN  0.846255       0.573397                 NaN  0.706943                 NaN            NaN            NaN
  1389.58        500.000        99.6909                 NaN            NaN  0.123393       0.839494E-001            NaN  0.101715                 NaN            NaN            NaN
  1388.16        500.000        98.8105                 NaN            NaN  0.321313       0.473752                 NaN  0.394420                 NaN            NaN            NaN
  1386.74        500.000        98.8286                 NaN            NaN  0.316532       0.466633                 NaN  0.388279                 NaN            NaN            NaN
  1385.32        500.000        98.8467                 NaN            NaN  0.311181       0.459766                 NaN  0.382348                 NaN            NaN            NaN
  1383.89        500.000        98.8657                 NaN            NaN  0.305888       0.452395                 NaN  0.376066                 NaN            NaN            NaN
  1382.47        500.000        98.8833                 NaN            NaN  0.445717       0.300696                 NaN  0.370309                 NaN            NaN            NaN
  1381.05        500.000        98.9008                 NaN            NaN  0.439067       0.295629                 NaN  0.364465                 NaN            NaN            NaN
  1379.63        500.000        98.9173                 NaN            NaN  0.290755       0.432887                 NaN  0.359084                 NaN            NaN            NaN
  1378.21        500.000        98.9337                 NaN            NaN  0.286053       0.426643                 NaN  0.353556                 NaN            NaN            NaN
  1376.78        500.000        98.9510                 NaN            NaN  0.419757       0.281442                 NaN  0.347799                 NaN            NaN            NaN
  1375.36        500.000        98.9661                 NaN            NaN  0.277004       0.414134                 NaN  0.342760                 NaN            NaN            NaN
  1373.94        500.000        98.9808                 NaN            NaN  0.272616       0.408694                 NaN  0.337903                 NaN            NaN            NaN
  1372.52        500.000        98.9972                 NaN            NaN  0.402310       0.267987                 NaN  0.332472                 NaN            NaN            NaN
  1371.10        500.000        99.0115                 NaN            NaN  0.397014       0.263639                 NaN  0.327889                 NaN            NaN            NaN
  1369.68        500.000        99.0259                 NaN            NaN  0.391788       0.259537                 NaN  0.322784                 NaN            NaN            NaN
  1368.25        500.000        99.0391                 NaN            NaN  0.255892       0.386600                 NaN  0.318455                 NaN            NaN            NaN
  1366.83        500.000        99.0532                 NaN            NaN  0.251837       0.381249                 NaN  0.313723                 NaN            NaN            NaN
  1365.41        500.000        99.0665                 NaN            NaN  0.376409       0.247780                 NaN  0.309315                 NaN            NaN            NaN
  1363.99        500.000        99.0795                 NaN            NaN  0.244068       0.371492                 NaN  0.304900                 NaN            NaN            NaN
  1362.57        500.000        99.0913                 NaN            NaN  0.240441       0.367176                 NaN  0.301101                 NaN            NaN            NaN
  1361.14        500.000        99.0593                 NaN            NaN  0.380397       0.248446                 NaN  0.311830                 NaN            NaN            NaN
  1359.72        500.000        99.1627                 NaN            NaN  0.219988       0.340696                 NaN  0.276650                 NaN            NaN            NaN
  1358.30        500.000        99.1289                 NaN            NaN  0.229878       0.352923                 NaN  0.288296                 NaN            NaN            NaN
  1356.88        500.000        99.1414                 NaN            NaN  0.225797       0.348715                 NaN  0.284116                 NaN            NaN            NaN
  1355.46        500.000        99.1527                 NaN            NaN  0.222582       0.344385                 NaN  0.280297                 NaN            NaN            NaN
  1354.04        500.000        99.1640                 NaN            NaN  0.219286       0.340235                 NaN  0.276527                 NaN            NaN            NaN
  1352.61        500.000        99.1752                 NaN            NaN  0.215749       0.336264                 NaN  0.272810                 NaN            NaN            NaN
  1351.19        500.000        99.1861                 NaN            NaN  0.212681       0.332268                 NaN  0.268984                 NaN            NaN            NaN
  1349.77        500.000        99.1970                 NaN            NaN  0.327917       0.209694                 NaN  0.265374                 NaN            NaN            NaN
  1348.35        500.000        99.2061                 NaN            NaN  0.323830       0.207746                 NaN  0.262318                 NaN            NaN            NaN
  1346.93        500.000        99.2191                 NaN            NaN  0.202482       0.320488                 NaN  0.257952                 NaN            NaN            NaN
  1345.50        500.000        99.2274                 NaN            NaN  0.200455       0.317116                 NaN  0.255013                 NaN            NaN            NaN
  1344.08        500.000        99.2419       0.251872E-001            NaN  0.266640       0.211743                 NaN  0.254508                 NaN            NaN            NaN
  1342.66        500.000        99.2692       0.978614E-001            NaN  0.253026       0.122751                 NaN  0.257121                 NaN            NaN            NaN
  1341.24        500.000        99.2789       0.980911E-001            NaN  0.118347       0.250611                 NaN  0.254017                 NaN            NaN            NaN
  1339.82        500.000        99.2889       0.979074E-001            NaN  0.248314       0.114317                 NaN  0.250557                 NaN            NaN            NaN
  1338.40        500.000        99.2984       0.973233E-001            NaN  0.111922       0.245163                 NaN  0.247224                 NaN            NaN            NaN
  1336.97        500.000        99.3082       0.961438E-001            NaN  0.109336       0.242749                 NaN  0.243561                 NaN            NaN            NaN
  1335.55        500.000        99.3177       0.961869E-001            NaN  0.105456       0.240258                 NaN  0.240417                 NaN            NaN            NaN
  1334.13        500.000        98.5290       0.126333                 NaN  0.471530       0.367997                 NaN  0.505137                 NaN            NaN            NaN
  1332.71        500.000        99.9887       0.112723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.29        500.000        99.4683       0.116962                 NaN  0.216569                 NaN            NaN  0.198218                 NaN            NaN            NaN
  1329.86        500.000        99.3646       0.112663                 NaN  0.481376E-001  0.247751                 NaN  0.226832                 NaN            NaN            NaN
  1328.44        500.000        99.3607       0.883496E-001            NaN  0.225595       0.101105                 NaN  0.224280                 NaN            NaN            NaN
  1327.02        500.000        99.3711       0.920083E-001            NaN  0.225225       0.903139E-001            NaN  0.221311                 NaN            NaN            NaN
  1325.60        500.000        99.3795       0.913536E-001            NaN  0.877940E-001  0.223071                 NaN  0.218252                 NaN            NaN            NaN
  1324.18        500.000        99.3864       0.901504E-001            NaN  0.864926E-001  0.221334                 NaN  0.215632                 NaN            NaN            NaN
  1322.76        500.000        99.3891       0.876811E-001            NaN  0.215499       0.925489E-001            NaN  0.215172                 NaN            NaN            NaN
  1321.33        500.000        99.4109       0.917645E-001            NaN  0.218100       0.724159E-001            NaN  0.206843                 NaN            NaN            NaN
  1319.91        500.000        99.4107       0.878054E-001            NaN  0.805540E-001  0.214069                 NaN  0.206882                 NaN            NaN            NaN
  1318.49        500.000        99.4190       0.887135E-001            NaN  0.753786E-001  0.212580                 NaN  0.204344                 NaN            NaN            NaN
  1317.07        500.000        99.4262       0.852701E-001            NaN  0.795153E-001  0.207937                 NaN  0.201062                 NaN            NaN            NaN
  1315.65        500.000        99.4333       0.848703E-001            NaN  0.768030E-001  0.206455                 NaN  0.198602                 NaN            NaN            NaN
  1314.22        500.000        99.4402       0.842608E-001            NaN  0.204228       0.751116E-001            NaN  0.196232                 NaN            NaN            NaN
  1312.80        500.000        99.4477       0.828368E-001            NaN  0.739361E-001  0.202329                 NaN  0.193199                 NaN            NaN            NaN
  1311.38        500.000        99.4532       0.804679E-001            NaN  0.198851       0.765701E-001            NaN  0.190912                 NaN            NaN            NaN
  1309.96        500.000        99.4618       0.820933E-001            NaN  0.688469E-001  0.199035                 NaN  0.188224                 NaN            NaN            NaN
  1308.54        500.000        99.4678       0.799545E-001            NaN  0.195795       0.706635E-001            NaN  0.185820                 NaN            NaN            NaN
  1307.12        500.000        99.4740       0.784191E-001            NaN  0.711142E-001  0.193038                 NaN  0.183390                 NaN            NaN            NaN
  1305.69        500.000        99.4807       0.775513E-001            NaN  0.695024E-001  0.191304                 NaN  0.180949                 NaN            NaN            NaN
  1304.27        500.000        99.4869       0.762727E-001            NaN  0.188930       0.693715E-001            NaN  0.178568                 NaN            NaN            NaN
  1302.85        500.000        99.4932       0.750633E-001            NaN  0.186709       0.688792E-001            NaN  0.176190                 NaN            NaN            NaN
  1301.43        500.000        99.4985       0.738999E-001            NaN  0.690765E-001  0.184234                 NaN  0.174253                 NaN            NaN            NaN
  1300.01        500.000        99.5055       0.722155E-001            NaN  0.692328E-001  0.181657                 NaN  0.171430                 NaN            NaN            NaN
  1298.58        500.000        99.5103       0.710020E-001            NaN  0.179555       0.694861E-001            NaN  0.169664                 NaN            NaN            NaN
  1297.16        500.000        99.5170       0.701945E-001            NaN  0.177228       0.683873E-001            NaN  0.167231                 NaN            NaN            NaN
  1295.74        500.000        99.5225       0.685878E-001            NaN  0.175079       0.688491E-001            NaN  0.164987                 NaN            NaN            NaN
  1294.32        500.000        99.5286       0.685898E-001            NaN  0.659357E-001  0.173929                 NaN  0.162928                 NaN            NaN            NaN
  1292.90        500.000        99.5023       0.732738E-001            NaN  0.665319E-001  0.185643                 NaN  0.172210                 NaN            NaN            NaN
  1291.48        500.000        99.5697       0.566121E-001            NaN  0.743213E-001  0.151874                 NaN  0.147444                 NaN            NaN            NaN
  1290.05        500.000        99.5443       0.634644E-001            NaN  0.166146       0.694836E-001            NaN  0.156640                 NaN            NaN            NaN
  1288.63        500.000        92.0473                 NaN            NaN  0.703295        1.29481                 NaN  0.970792        4.98378                 NaN            NaN
  1287.21        500.000        89.8971                 NaN            NaN  0.871849        1.59783                 NaN   1.20339        6.42985                 NaN            NaN
  1285.79        500.000        90.8830                 NaN            NaN   1.44273       0.793491                 NaN   1.09308        5.78766                 NaN            NaN
  1284.37        500.000        91.6989                 NaN            NaN   1.31596       0.726233                 NaN   1.00139        5.25747                 NaN            NaN
  1282.94        500.000        92.4154                 NaN            NaN   1.20515       0.666984                 NaN  0.920504        4.79193                 NaN            NaN
  1281.52        500.000        93.0169                 NaN            NaN  0.616281        1.11172                 NaN  0.852274        4.40282                 NaN            NaN
  1280.10        500.000        93.5370                 NaN            NaN   1.03179       0.571767                 NaN  0.793139        4.06634                 NaN            NaN
  1278.68        500.000        93.9868                 NaN            NaN  0.533159       0.962795                 NaN  0.741622        3.77567                 NaN            NaN
  1277.26        500.000        94.3988                 NaN            NaN  0.497088       0.899012                 NaN  0.693987        3.51112                 NaN            NaN
  1275.83        500.000        94.7420                 NaN            NaN  0.465623       0.848578                 NaN  0.654452        3.28938                 NaN            NaN
  1274.41        500.000        95.0651                 NaN            NaN  0.799060       0.436374                 NaN  0.616681        3.08280                 NaN            NaN
  1272.99        500.000        95.3453                 NaN            NaN  0.408713       0.758920                 NaN  0.584018        2.90307                 NaN            NaN
  1271.57        500.000        95.5962                 NaN            NaN  0.382832       0.724462                 NaN  0.554700        2.74180                 NaN            NaN
  1270.15        500.000        95.8250                 NaN            NaN  0.693256       0.358320                 NaN  0.527625        2.59580                 NaN            NaN
  1268.73        500.000        96.0298                 NaN            NaN  0.671125       0.330771                 NaN  0.503536        2.46473                 NaN            NaN
  1267.30        500.000        96.2214                 NaN            NaN  0.307616       0.648203                 NaN  0.480606        2.34215                 NaN            NaN
  1265.88        500.000        96.3968                 NaN            NaN  0.283153       0.628438                 NaN  0.459391        2.23218                 NaN            NaN
  1264.46        500.000        96.5644                 NaN            NaN  0.622897       0.248852                 NaN  0.439317        2.12456                 NaN            NaN
  1263.04        500.000        96.7075                 NaN            NaN  0.187435       0.648831                 NaN  0.422129        2.03407                 NaN            NaN
  1261.62        500.000        96.8439                 NaN            NaN  0.802994                 NaN            NaN  0.405487        1.94759                 NaN            NaN
  1260.19        500.000        97.6572                 NaN            NaN  0.340975                 NaN            NaN  0.295085        1.70670                 NaN            NaN
  1258.77        500.000        97.3666                 NaN            NaN  0.582371                 NaN            NaN  0.350264        1.70079                 NaN            NaN
  1257.35        500.000        96.1697                 NaN            NaN   1.34687                 NaN            NaN  0.489206        1.99426                 NaN            NaN
  1255.93        500.000        97.3214                 NaN            NaN  0.685612                 NaN            NaN  0.341374        1.65165                 NaN            NaN
  1254.51        500.000        97.4047                 NaN            NaN  0.664673                 NaN            NaN  0.334235        1.59636                 NaN            NaN
  1253.09        500.000        97.4923                 NaN            NaN  0.643108                 NaN            NaN  0.323852        1.54074                 NaN            NaN
  1251.66        500.000        97.5776                 NaN            NaN  0.621745                 NaN            NaN  0.313244        1.48738                 NaN            NaN
  1250.24        500.000        97.6627                 NaN            NaN  0.600310                 NaN            NaN  0.301642        1.43539                 NaN            NaN
  1248.82        500.000        97.7327                 NaN            NaN  0.583463                 NaN            NaN  0.293588        1.39022                 NaN            NaN
  1247.40        500.000        97.8124                 NaN            NaN  0.562570                 NaN            NaN  0.282441        1.34262                 NaN            NaN
  1245.98        500.000        97.8712                 NaN            NaN  0.549421                 NaN            NaN  0.275692        1.30370                 NaN            NaN
  1244.55        500.000        97.9330                 NaN            NaN  0.534159                 NaN            NaN  0.267317        1.26548                 NaN            NaN
  1243.13        500.000        97.9967                 NaN            NaN  0.517834                 NaN            NaN  0.259722        1.22574                 NaN            NaN
  1241.71        500.000        98.0515                 NaN            NaN  0.504641                 NaN            NaN  0.252091        1.19173                 NaN            NaN
  1240.29        500.000        98.1099                 NaN            NaN  0.489751                 NaN            NaN  0.243898        1.15646                 NaN            NaN
  1238.87        500.000        98.1601                 NaN            NaN  0.477794                 NaN            NaN  0.237435        1.12465                 NaN            NaN
  1237.45        500.000        98.2096                 NaN            NaN  0.465219                 NaN            NaN  0.231758        1.09340                 NaN            NaN
  1236.02        500.000        98.2599                 NaN            NaN  0.452234                 NaN            NaN  0.224606        1.06324                 NaN            NaN
  1234.60        500.000        98.3031                 NaN            NaN  0.442371                 NaN            NaN  0.218442        1.03606                 NaN            NaN
  1233.18        500.000        98.3443                 NaN            NaN  0.432353                 NaN            NaN  0.213011        1.01032                 NaN            NaN
  1231.76        500.000        98.3873                 NaN            NaN  0.421577                 NaN            NaN  0.207187       0.983944                 NaN            NaN
  1230.34        500.000        98.4310                 NaN            NaN  0.409314                 NaN            NaN  0.201476       0.958241                 NaN            NaN
