|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1420.86        500.000        99.2842                 NaN            NaN  0.256300       0.459508                 NaN            NaN            NaN            NaN            NaN
  1419.44        500.000        99.2899                 NaN            NaN  0.455819       0.254305                 NaN            NaN            NaN            NaN            NaN
  1418.02        500.000        98.1444                 NaN            NaN  0.559374       0.782138                 NaN  0.514108                 NaN            NaN            NaN
  1416.60        500.000        98.0548                 NaN            NaN  0.560983       0.824414                 NaN  0.559787                 NaN            NaN            NaN
  1415.17        500.000        98.0955                 NaN            NaN  0.807994       0.548499                 NaN  0.547992                 NaN            NaN            NaN
  1413.75        500.000        98.1308                 NaN            NaN  0.792708       0.538342                 NaN  0.538140                 NaN            NaN            NaN
  1412.33        500.000        98.1656                 NaN            NaN  0.528626       0.777765                 NaN  0.527994                 NaN            NaN            NaN
  1410.91        500.000        99.9983                 NaN            NaN            NaN            NaN            NaN  0.166592E-002            NaN            NaN            NaN
  1409.49        500.000        96.4504                 NaN            NaN   1.02338        1.50556                 NaN   1.02062                 NaN            NaN            NaN
  1408.07        500.000        98.2636                 NaN            NaN  0.499932       0.736532                 NaN  0.499929                 NaN            NaN            NaN
  1406.64        500.000        98.2894                 NaN            NaN  0.491603       0.726209                 NaN  0.492748                 NaN            NaN            NaN
  1405.22        500.000        98.3246                 NaN            NaN  0.481844       0.711142                 NaN  0.482374                 NaN            NaN            NaN
  1403.80        500.000        98.3528                 NaN            NaN  0.473275       0.699576                 NaN  0.474395                 NaN            NaN            NaN
  1402.38        500.000        98.3802                 NaN            NaN  0.465446       0.687868                 NaN  0.466466                 NaN            NaN            NaN
  1400.96        500.000        98.4081                 NaN            NaN  0.676386       0.457205                 NaN  0.458301                 NaN            NaN            NaN
  1399.53        500.000        98.4334                 NaN            NaN  0.449970       0.665338                 NaN  0.451317                 NaN            NaN            NaN
  1398.11        500.000        98.4604                 NaN            NaN  0.441636       0.654840                 NaN  0.443095                 NaN            NaN            NaN
  1396.69        500.000        98.4850                 NaN            NaN  0.644573       0.434416                 NaN  0.436029                 NaN            NaN            NaN
  1395.27        500.000        98.5068                 NaN            NaN  0.428005       0.635496                 NaN  0.429657                 NaN            NaN            NaN
  1393.85        500.000        98.5334                 NaN            NaN  0.420189       0.624544                 NaN  0.421909                 NaN            NaN            NaN
  1392.42        500.000        98.5568                 NaN            NaN  0.412936       0.615105                 NaN  0.415182                 NaN            NaN            NaN
  1391.00        500.000        97.5457                 NaN            NaN   1.04715       0.698987                 NaN  0.708169                 NaN            NaN            NaN
  1389.58        500.000        99.6420                 NaN            NaN  0.153183       0.102653                 NaN  0.102199                 NaN            NaN            NaN
  1388.16        500.000        98.6232                 NaN            NaN  0.392778       0.587967                 NaN  0.396028                 NaN            NaN            NaN
  1386.74        500.000        98.6425                 NaN            NaN  0.387394       0.579923                 NaN  0.390151                 NaN            NaN            NaN
  1385.32        500.000        98.6621                 NaN            NaN  0.381291       0.572149                 NaN  0.384479                 NaN            NaN            NaN
  1383.89        500.000        98.6827                 NaN            NaN  0.375223       0.563667                 NaN  0.378445                 NaN            NaN            NaN
  1382.47        500.000        98.7017                 NaN            NaN  0.556075       0.369295                 NaN  0.372931                 NaN            NaN            NaN
  1381.05        500.000        98.7207                 NaN            NaN  0.548466       0.363475                 NaN  0.367321                 NaN            NaN            NaN
  1379.63        500.000        98.7384                 NaN            NaN  0.357928       0.541459                 NaN  0.362170                 NaN            NaN            NaN
  1378.21        500.000        98.7563                 NaN            NaN  0.352530       0.534333                 NaN  0.356863                 NaN            NaN            NaN
  1376.78        500.000        98.7751                 NaN            NaN  0.526353       0.347237                 NaN  0.351318                 NaN            NaN            NaN
  1375.36        500.000        98.7913                 NaN            NaN  0.342179       0.520021                 NaN  0.346488                 NaN            NaN            NaN
  1373.94        500.000        98.8072                 NaN            NaN  0.337149       0.513850                 NaN  0.341837                 NaN            NaN            NaN
  1372.52        500.000        98.8252                 NaN            NaN  0.506407       0.331775                 NaN  0.336598                 NaN            NaN            NaN
  1371.10        500.000        98.8407                 NaN            NaN  0.500314       0.326796                 NaN  0.332209                 NaN            NaN            NaN
  1369.68        500.000        98.8561                 NaN            NaN  0.494506       0.322106                 NaN  0.327284                 NaN            NaN            NaN
  1368.25        500.000        98.8703                 NaN            NaN  0.317944       0.488571                 NaN  0.323140                 NaN            NaN            NaN
  1366.83        500.000        98.8858                 NaN            NaN  0.313254       0.482398                 NaN  0.318581                 NaN            NaN            NaN
  1365.41        500.000        98.9002                 NaN            NaN  0.476899       0.308583                 NaN  0.314342                 NaN            NaN            NaN
  1363.99        500.000        98.9143                 NaN            NaN  0.304305       0.471255                 NaN  0.310091                 NaN            NaN            NaN
  1362.57        500.000        98.9271                 NaN            NaN  0.300114       0.466362                 NaN  0.306461                 NaN            NaN            NaN
  1361.14        500.000        98.8878                 NaN            NaN  0.484041       0.310562                 NaN  0.317610                 NaN            NaN            NaN
  1359.72        500.000        99.0089                 NaN            NaN  0.275251       0.433845                 NaN  0.282029                 NaN            NaN            NaN
  1358.30        500.000        98.9679                 NaN            NaN  0.287964       0.449998                 NaN  0.294101                 NaN            NaN            NaN
  1356.88        500.000        98.9816                 NaN            NaN  0.283156       0.445176                 NaN  0.290058                 NaN            NaN            NaN
  1355.46        500.000        98.9940                 NaN            NaN  0.279467       0.440200                 NaN  0.286378                 NaN            NaN            NaN
  1354.04        500.000        99.0062                 NaN            NaN  0.275644       0.435437                 NaN  0.282741                 NaN            NaN            NaN
  1352.61        500.000        99.0185                 NaN            NaN  0.271494       0.430853                 NaN  0.279153                 NaN            NaN            NaN
  1351.19        500.000        99.0302                 NaN            NaN  0.267973       0.426334                 NaN  0.275447                 NaN            NaN            NaN
  1349.77        500.000        99.0423                 NaN            NaN  0.421214       0.264511                 NaN  0.271958                 NaN            NaN            NaN
  1348.35        500.000        99.0521                 NaN            NaN  0.416480       0.262346                 NaN  0.269031                 NaN            NaN            NaN
  1346.93        500.000        99.0665                 NaN            NaN  0.255997       0.412700                 NaN  0.264755                 NaN            NaN            NaN
  1345.50        500.000        99.0754                 NaN            NaN  0.253738       0.408892                 NaN  0.261937                 NaN            NaN            NaN
  1344.08        500.000        99.0903       0.355841E-001            NaN  0.344252       0.268280                 NaN  0.261624                 NaN            NaN            NaN
  1342.66        500.000        99.1171       0.138599                 NaN  0.321053       0.158692                 NaN  0.264543                 NaN            NaN            NaN
  1341.24        500.000        99.1277       0.139157                 NaN  0.153192       0.318384                 NaN  0.261582                 NaN            NaN            NaN
  1339.82        500.000        99.1386       0.139163                 NaN  0.315843       0.148166                 NaN  0.258249                 NaN            NaN            NaN
  1338.40        500.000        99.1488       0.138621                 NaN  0.145266       0.312238                 NaN  0.255041                 NaN            NaN            NaN
  1336.97        500.000        99.1597       0.137174                 NaN  0.142095       0.309557                 NaN  0.251486                 NaN            NaN            NaN
  1335.55        500.000        99.1701       0.137498                 NaN  0.137224       0.306746                 NaN  0.248461                 NaN            NaN            NaN
  1334.13        500.000        98.2130       0.181421                 NaN  0.603292       0.480132                 NaN  0.522106                 NaN            NaN            NaN
  1332.71        500.000        99.9838       0.162003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.29        500.000        99.3488       0.168177                 NaN  0.277564                 NaN            NaN  0.205450                 NaN            NaN            NaN
  1329.86        500.000        99.2217       0.162249                 NaN  0.629618E-001  0.317861                 NaN  0.235261                 NaN            NaN            NaN
  1328.44        500.000        99.2175       0.127481                 NaN  0.289822       0.132427                 NaN  0.232815                 NaN            NaN            NaN
  1327.02        500.000        99.2290       0.133006                 NaN  0.289666       0.118429                 NaN  0.229936                 NaN            NaN            NaN
  1325.60        500.000        99.2382       0.132292                 NaN  0.115271       0.287259                 NaN  0.226957                 NaN            NaN            NaN
  1324.18        500.000        99.2456       0.130840                 NaN  0.113725       0.285402                 NaN  0.224429                 NaN            NaN            NaN
  1322.76        500.000        99.2486       0.127323                 NaN  0.278137       0.121833                 NaN  0.224145                 NaN            NaN            NaN
  1321.33        500.000        99.2734       0.133611                 NaN  0.281882       0.954485E-001            NaN  0.215661                 NaN            NaN            NaN
  1319.91        500.000        99.2727       0.128087                 NaN  0.106303       0.277025                 NaN  0.215886                 NaN            NaN            NaN
  1318.49        500.000        99.2820       0.129615                 NaN  0.996024E-001  0.275388                 NaN  0.213424                 NaN            NaN            NaN
  1317.07        500.000        99.2901       0.124850                 NaN  0.105182       0.269684                 NaN  0.210177                 NaN            NaN            NaN
  1315.65        500.000        99.2979       0.124468                 NaN  0.101724       0.268097                 NaN  0.207785                 NaN            NaN            NaN
  1314.22        500.000        99.3056       0.123790                 NaN  0.265539       0.996131E-001            NaN  0.205481                 NaN            NaN            NaN
  1312.80        500.000        99.3140       0.121912                 NaN  0.981718E-001  0.263395                 NaN  0.202478                 NaN            NaN            NaN
  1311.38        500.000        99.3201       0.118647                 NaN  0.259174       0.101799                 NaN  0.200252                 NaN            NaN            NaN
  1309.96        500.000        99.3298       0.121251                 NaN  0.916369E-001  0.259707                 NaN  0.197601                 NaN            NaN            NaN
  1308.54        500.000        99.3365       0.118295                 NaN  0.255779       0.941662E-001            NaN  0.195243                 NaN            NaN            NaN
  1307.12        500.000        99.3435       0.116236                 NaN  0.948832E-001  0.252479                 NaN  0.192852                 NaN            NaN            NaN
  1305.69        500.000        99.3511       0.115125                 NaN  0.928383E-001  0.250494                 NaN  0.190445                 NaN            NaN            NaN
  1304.27        500.000        99.3580       0.113420                 NaN  0.247699       0.927830E-001            NaN  0.188098                 NaN            NaN            NaN
  1302.85        500.000        99.3652       0.111819                 NaN  0.245061       0.922219E-001            NaN  0.185747                 NaN            NaN            NaN
  1301.43        500.000        99.3711       0.110290                 NaN  0.925988E-001  0.242111                 NaN  0.183858                 NaN            NaN            NaN
  1300.01        500.000        99.3791       0.107938                 NaN  0.929162E-001  0.238981                 NaN  0.181029                 NaN            NaN            NaN
  1298.58        500.000        99.3845       0.106312                 NaN  0.236528       0.933817E-001            NaN  0.179311                 NaN            NaN            NaN
  1297.16        500.000        99.3922       0.105263                 NaN  0.233689       0.919944E-001            NaN  0.176885                 NaN            NaN            NaN
  1295.74        500.000        99.3985       0.103028                 NaN  0.231116       0.927197E-001            NaN  0.174655                 NaN            NaN            NaN
  1294.32        500.000        99.4055       0.103168                 NaN  0.888813E-001  0.229821                 NaN  0.172615                 NaN            NaN            NaN
  1292.90        500.000        99.3715       0.110390                 NaN  0.898189E-001  0.245656                 NaN  0.182592                 NaN            NaN            NaN
  1291.48        500.000        99.4564       0.854737E-001            NaN  0.100443       0.201158                 NaN  0.156475                 NaN            NaN            NaN
  1290.05        500.000        99.4234       0.959619E-001            NaN  0.220320       0.939963E-001            NaN  0.166353                 NaN            NaN            NaN
  1288.63        500.000        91.4107                 NaN            NaN  0.929248        1.74505                 NaN   1.02550        4.88956                 NaN            NaN
  1287.21        500.000        89.1232                 NaN            NaN   1.15291        2.15485                 NaN   1.26949        6.29958                 NaN            NaN
  1285.79        500.000        90.1646                 NaN            NaN   1.95143        1.05275                 NaN   1.15444        5.67679                 NaN            NaN
  1284.37        500.000        91.0275                 NaN            NaN   1.78497       0.966493                 NaN   1.05877        5.16229                 NaN            NaN
  1282.94        500.000        91.7860                 NaN            NaN   1.63913       0.890349                 NaN  0.974318        4.71023                 NaN            NaN
  1281.52        500.000        92.4237                 NaN            NaN  0.825081        1.51583                 NaN  0.903064        4.33229                 NaN            NaN
  1280.10        500.000        92.9754                 NaN            NaN   1.41031       0.767699                 NaN  0.841293        4.00533                 NaN            NaN
  1278.68        500.000        93.4527                 NaN            NaN  0.717937        1.31907                 NaN  0.787471        3.72285                 NaN            NaN
  1277.26        500.000        93.8912                 NaN            NaN  0.671176        1.23436                 NaN  0.737673        3.46559                 NaN            NaN
  1275.83        500.000        94.2556                 NaN            NaN  0.630448        1.16761                 NaN  0.696368        3.25000                 NaN            NaN
  1274.41        500.000        94.6000                 NaN            NaN   1.10169       0.592405                 NaN  0.656870        3.04905                 NaN            NaN
  1272.99        500.000        94.8983                 NaN            NaN  0.556345        1.04840                 NaN  0.622726        2.87422                 NaN            NaN
  1271.57        500.000        95.1653                 NaN            NaN  0.522557        1.00274                 NaN  0.592081        2.71732                 NaN            NaN
  1270.15        500.000        95.4093                 NaN            NaN  0.961272       0.490399                 NaN  0.563771        2.57527                 NaN            NaN
  1268.73        500.000        95.6276                 NaN            NaN  0.932199       0.453854                 NaN  0.538596        2.44775                 NaN            NaN
  1267.30        500.000        95.8318                 NaN            NaN  0.423318       0.901804                 NaN  0.514610        2.32843                 NaN            NaN
  1265.88        500.000        96.0199                 NaN            NaN  0.390614       0.875633                 NaN  0.492415        2.22141                 NaN            NaN
  1264.46        500.000        96.1986                 NaN            NaN  0.869183       0.344342                 NaN  0.471396        2.11651                 NaN            NaN
  1263.04        500.000        96.3518                 NaN            NaN  0.260065       0.906280                 NaN  0.453430        2.02847                 NaN            NaN
  1261.62        500.000        96.4976                 NaN            NaN   1.12219                 NaN            NaN  0.436013        1.94424                 NaN            NaN
  1260.19        500.000        97.4933                 NaN            NaN  0.482080                 NaN            NaN  0.317863        1.70678                 NaN            NaN
  1258.77        500.000        97.0991                 NaN            NaN  0.823684                 NaN            NaN  0.377137        1.70011                 NaN            NaN
  1257.35        500.000        95.6029                 NaN            NaN   1.87869                 NaN            NaN  0.526386        1.99206                 NaN            NaN
  1255.93        500.000        97.0113                 NaN            NaN  0.964124                 NaN            NaN  0.368668        1.65587                 NaN            NaN
  1254.51        500.000        97.0993                 NaN            NaN  0.937364                 NaN            NaN  0.361328        1.60205                 NaN            NaN
  1253.09        500.000        97.1929                 NaN            NaN  0.908782                 NaN            NaN  0.350470        1.54784                 NaN            NaN
  1251.66        500.000        97.2846                 NaN            NaN  0.880305                 NaN            NaN  0.339349        1.49579                 NaN            NaN
  1250.24        500.000        97.3767                 NaN            NaN  0.851133                 NaN            NaN  0.327125        1.44501                 NaN            NaN
  1248.82        500.000        97.4512                 NaN            NaN  0.829126                 NaN            NaN  0.318722        1.40098                 NaN            NaN
  1247.40        500.000        97.5382                 NaN            NaN  0.800451                 NaN            NaN  0.306946        1.35444                 NaN            NaN
  1245.98        500.000        97.6001                 NaN            NaN  0.783434                 NaN            NaN  0.299920        1.31651                 NaN            NaN
  1244.55        500.000        97.6667                 NaN            NaN  0.762933                 NaN            NaN  0.291114        1.27924                 NaN            NaN
  1243.13        500.000        97.7354                 NaN            NaN  0.741086                 NaN            NaN  0.283141        1.24035                 NaN            NaN
  1241.71        500.000        97.7945                 NaN            NaN  0.723265                 NaN            NaN  0.275110        1.20717                 NaN            NaN
  1240.29        500.000        97.8580                 NaN            NaN  0.702930                 NaN            NaN  0.266447        1.17267                 NaN            NaN
  1238.87        500.000        97.9118                 NaN            NaN  0.686933                 NaN            NaN  0.259656        1.14159                 NaN            NaN
  1237.45        500.000        97.9650                 NaN            NaN  0.670236                 NaN            NaN  0.253712        1.11100                 NaN            NaN
  1236.02        500.000        98.0200                 NaN            NaN  0.652399                 NaN            NaN  0.246140        1.08148                 NaN            NaN
  1234.60        500.000        98.0664                 NaN            NaN  0.639076                 NaN            NaN  0.239631        1.05491                 NaN            NaN
  1233.18        500.000        98.1107                 NaN            NaN  0.625644                 NaN            NaN  0.233915        1.02974                 NaN            NaN
  1231.76        500.000        98.1574                 NaN            NaN  0.610957                 NaN            NaN  0.227755        1.00389                 NaN            NaN
  1230.34        500.000        98.2054                 NaN            NaN  0.594258                 NaN            NaN  0.221706       0.978685                 NaN            NaN
  1228.91        500.000        98.2410                 NaN            NaN  0.585743                 NaN            NaN  0.216914       0.956382                 NaN            NaN
  1227.49        500.000        98.2866                 NaN            NaN  0.570126                 NaN            NaN  0.209641       0.933617                 NaN            NaN
