|6.6.6
Archiving\03_Data\fracLP/QFM_m5/Y98/Y98_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1939.85        500.000        95.7627                 NaN  0.973195        3.24018       0.238869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        95.7427                 NaN  0.973250        3.26015       0.238883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        95.7016                 NaN  0.973364        3.30117       0.238910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        95.7029                 NaN  0.973360        3.29984       0.238910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        95.6831                 NaN  0.973415        3.31958       0.238923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        95.6634                 NaN  0.973469        3.33922       0.238936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        95.6438                 NaN  0.973523        3.35882       0.238950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        95.6242                 NaN  0.973577        3.37831       0.238963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        95.6047                 NaN  0.973631        3.39773       0.238976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        95.5853                 NaN  0.973685        3.41709       0.238989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        95.5659                 NaN  0.973738        3.43644       0.239002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        95.5467                 NaN  0.973791        3.45558       0.239015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        95.5276                 NaN  0.973844        3.47469       0.239028E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        95.5084                 NaN  0.973897        3.49376       0.239041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        95.4894                 NaN  0.973949        3.51272       0.239054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        95.4704                 NaN  0.974002        3.53165       0.239067E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        95.4516                 NaN  0.974054        3.55045       0.239080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        95.4328                 NaN  0.974106        3.56921       0.239092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        95.4140                 NaN  0.974157        3.58797       0.239105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        95.3954                 NaN  0.974209        3.60650       0.239118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        95.3768                 NaN  0.974260        3.62505       0.239130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        95.3583                 NaN  0.974311        3.64349       0.239143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        95.3399                 NaN  0.974362        3.66187       0.239155E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        95.3215                 NaN  0.974412        3.68018       0.239168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        95.3032                 NaN  0.974463        3.69841       0.239180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        95.2850                 NaN  0.974513        3.71658       0.239193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        95.2350                 NaN  0.974651        3.76641       0.239226E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        95.2488                 NaN  0.974613        3.75268       0.239217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        95.2308                 NaN  0.974663        3.77063       0.239229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        95.2129                 NaN  0.974712        3.78851       0.239241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        95.1950                 NaN  0.974761        3.80634       0.239253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        95.1772                 NaN  0.974810        3.82402       0.239265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        95.1595                 NaN  0.974859        3.84167       0.239277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        95.1419                 NaN  0.974908        3.85925       0.239289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        95.1207                 NaN  0.974966        3.88044       0.239304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        95.1069                 NaN  0.975004        3.89419       0.239313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        95.0894                 NaN  0.975052        3.91157       0.239325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        95.0721                 NaN  0.975100        3.92883       0.239337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        95.0549                 NaN  0.975148        3.94605       0.239348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        95.0377                 NaN  0.975195        3.96320       0.239360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        95.0205                 NaN  0.975242        3.98027       0.239371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        95.0035                 NaN  0.975289        3.99729       0.239383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        94.9864                 NaN  0.975336        4.01428       0.239395E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        94.9696                 NaN  0.975383        4.03105       0.239406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        94.9528                 NaN  0.975429        4.04786       0.239417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        94.9360                 NaN  0.975475        4.06457       0.239429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        95.0940                 NaN  0.975040        3.90699       0.239322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        94.9027                 NaN  0.975567        4.09780       0.239451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        94.8862                 NaN  0.975613        4.11428       0.239462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        94.8697                 NaN  0.975658        4.13070       0.239474E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        94.8533                 NaN  0.975703        4.14705       0.239485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        94.8369                 NaN  0.975748        4.16336       0.239496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        94.8207                 NaN  0.975793        4.17956       0.239507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        94.8045                 NaN  0.975838        4.19571       0.239518E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        94.7884                 NaN  0.975882        4.21179       0.239529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        94.7723                 NaN  0.975926        4.22779       0.239539E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        94.7563                 NaN  0.975970        4.24375       0.239550E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        94.7404                 NaN  0.976014        4.25960       0.239561E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        94.7246                 NaN  0.976058        4.27538       0.239572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        94.7088                 NaN  0.976101        4.29111       0.239582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        94.6931                 NaN  0.976144        4.30677       0.239593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        94.6775                 NaN  0.976188        4.32239       0.239604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        94.6617                 NaN  0.976231        4.33806       0.239614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        94.6463                 NaN  0.976273        4.35345       0.239625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        94.6310                 NaN  0.976316        4.36869       0.239635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        94.6157                 NaN  0.976358        4.38398       0.239645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        94.6004                 NaN  0.976400        4.39923       0.239656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        94.5852                 NaN  0.976442        4.41440       0.239666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        94.5701                 NaN  0.976483        4.42947       0.239676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        94.5550                 NaN  0.976525        4.44450       0.239686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        94.5400                 NaN  0.976566        4.45945       0.239696E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        94.5251                 NaN  0.976607        4.47435       0.239707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        94.5480                 NaN  0.976544        4.45146       0.239691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        94.4954                 NaN  0.976689        4.50390       0.239727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        94.4335                 NaN  0.976859        4.56562       0.239768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        94.4661                 NaN  0.976770        4.53320       0.239746E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        94.4515                 NaN  0.976810        4.54775       0.239756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        94.4369                 NaN  0.976850        4.56223       0.239766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        94.4065                 NaN  0.976934        4.59260       0.239787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        94.4082                 NaN  0.976929        4.59093       0.239786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        94.3938                 NaN  0.976968        4.60521       0.239795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        94.3801                 NaN  0.977006        4.61894       0.239804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        94.3746                 NaN  0.977021        4.62442       0.239808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        94.3513                 NaN  0.977085        4.64759       0.239824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        94.3373                 NaN  0.977124        4.66158       0.239833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        94.3532                 NaN  0.977080        4.64576       0.239823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        94.3094                 NaN  0.977201        4.68938       0.239852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        94.2956                 NaN  0.977239        4.70317       0.239862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        94.2819                 NaN  0.977277        4.71688       0.239871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        94.2682                 NaN  0.977314        4.73050       0.239880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        94.2545                 NaN  0.977352        4.74412       0.239889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        94.2410                 NaN  0.977389        4.75760       0.239898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        94.2275                 NaN  0.977426        4.77105       0.239907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        94.2141                 NaN  0.977463        4.78444       0.239917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        94.2008                 NaN  0.977499        4.79773       0.239926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        94.1875                 NaN  0.977536        4.81099       0.239934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        94.1770                 NaN  0.977565        4.82147       0.239942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        94.1611                 NaN  0.977608        4.83725       0.239952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        94.1480                 NaN  0.977644        4.85032       0.239961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        94.1351                 NaN  0.977680        4.86325       0.239970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        94.1221                 NaN  0.977716        4.87619       0.239979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        94.1093                 NaN  0.977751        4.88899       0.239987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        94.0964                 NaN  0.977786        4.90184       0.239996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        94.0837                 NaN  0.977821        4.91447       0.240004E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        94.0710                 NaN  0.977856        4.92710       0.240013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        94.0584                 NaN  0.977891        4.93968       0.240022E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        94.0459                 NaN  0.977925        4.95216       0.240030E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        94.0334                 NaN  0.977959        4.96460       0.240038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        94.0210                 NaN  0.977993        4.97696       0.240047E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        94.0087                 NaN  0.978027        4.98930       0.240055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        93.9964                 NaN  0.978061        5.00148       0.240063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        93.9843                 NaN  0.978094        5.01364       0.240072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        93.9721                 NaN  0.978128        5.02574       0.240080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        93.9514                 NaN  0.978156        5.03626       0.240087E-001  0.101471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        93.9368                 NaN  0.978283        5.04668       0.240118E-001  0.142349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        93.9263                 NaN  0.978449        5.05716       0.240159E-001  0.140782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        93.9071                 NaN  0.978623        5.07121       0.240201E-001  0.190854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        93.9102                 NaN  0.978827        5.07823       0.240251E-001  0.870351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        93.8949                 NaN  0.978938        5.08831       0.240279E-001  0.137730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        93.8847                 NaN  0.979100        5.09859       0.240318E-001  0.136272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        93.8743                 NaN  0.979259        5.10882       0.240357E-001  0.135599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        93.8641                 NaN  0.979418        5.11898       0.240396E-001  0.134172E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        93.8540                 NaN  0.979575        5.12909       0.240435E-001  0.133316E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        93.8438                 NaN  0.979732        5.13915       0.240473E-001  0.132336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        93.8338                 NaN  0.979887        5.14915       0.240511E-001  0.131209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        93.8238                 NaN  0.980041        5.15908       0.240549E-001  0.130202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        93.8138                 NaN  0.980194        5.16899       0.240587E-001  0.129403E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        93.8040                 NaN  0.980346        5.17881       0.240624E-001  0.128046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        93.7942                 NaN  0.980496        5.18857       0.240661E-001  0.127179E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        93.3508                 NaN  0.980529        5.15620       0.235805E-001  0.140915E-001  0.474803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.7313                 NaN            NaN  0.257019E-003            NaN  0.848232E-002  0.260008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2264                 NaN            NaN            NaN            NaN  0.192799E-001  0.754346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3768                 NaN            NaN            NaN            NaN  0.138264E-001  0.609347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3770                 NaN            NaN            NaN            NaN  0.137994E-001  0.609153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3766                 NaN            NaN            NaN            NaN  0.137987E-001  0.609615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.3526                 NaN            NaN            NaN            NaN            NaN  0.948657E-001   1.55254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.2869                 NaN            NaN            NaN            NaN            NaN  0.453242E-001   1.66773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3166                 NaN            NaN            NaN            NaN            NaN  0.440358E-001   1.63940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3470                 NaN            NaN            NaN            NaN            NaN  0.419836E-001   1.61106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3722                 NaN            NaN            NaN            NaN            NaN  0.369067E-001   1.59089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.3988                 NaN            NaN            NaN            NaN            NaN  0.343483E-001   1.56688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4290                 NaN            NaN            NaN            NaN            NaN  0.347337E-001   1.53627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4437                 NaN            NaN            NaN            NaN            NaN  0.297938E-001   1.52646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4850                 NaN            NaN            NaN            NaN            NaN  0.276400E-001   1.48736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5008                 NaN            NaN            NaN            NaN            NaN  0.242924E-001   1.47487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5238                 NaN            NaN            NaN            NaN            NaN  0.215671E-001   1.45464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5453                 NaN            NaN            NaN            NaN            NaN  0.183851E-001   1.43634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5693                 NaN            NaN            NaN            NaN            NaN  0.176944E-001   1.41297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5912                 NaN            NaN            NaN            NaN            NaN  0.156001E-001   1.39321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
