|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1375.12        500.000        99.0867       0.300628       0.202031       0.297900       0.112719                 NaN            NaN            NaN            NaN            NaN
  1374.08        500.000        99.0963       0.197073       0.298148       0.295162       0.113335                 NaN            NaN            NaN            NaN            NaN
  1373.05        500.000        99.1051       0.295791       0.193000       0.292421       0.113697                 NaN            NaN            NaN            NaN            NaN
  1372.01        500.000        99.1135       0.293792       0.188725       0.289916       0.114099                 NaN            NaN            NaN            NaN            NaN
  1370.97        500.000        99.1220       0.184046       0.291793       0.287463       0.114734                 NaN            NaN            NaN            NaN            NaN
  1369.94        500.000        99.1302       0.289405       0.180479       0.284849       0.115030                 NaN            NaN            NaN            NaN            NaN
  1368.90        500.000        99.1389       0.287273       0.175947       0.282383       0.115457                 NaN            NaN            NaN            NaN            NaN
  1367.87        500.000        99.1459       0.285638       0.172126       0.280294       0.116069                 NaN            NaN            NaN            NaN            NaN
  1366.83        500.000        99.4123       0.195685       0.121432       0.193237       0.773009E-001            NaN            NaN            NaN            NaN            NaN
  1365.79        500.000        98.9043       0.211418       0.369578       0.359417       0.155288                 NaN            NaN            NaN            NaN            NaN
  1364.76        500.000        99.1700       0.279385       0.160842       0.272875       0.116906                 NaN            NaN            NaN            NaN            NaN
  1363.72        500.000        99.1779       0.157002       0.277298       0.270440       0.117340                 NaN            NaN            NaN            NaN            NaN
  1362.68        500.000        99.1851       0.152998       0.275677       0.268262       0.117920                 NaN            NaN            NaN            NaN            NaN
  1361.65        500.000        99.1926       0.273649       0.149774       0.265887       0.118122                 NaN            NaN            NaN            NaN            NaN
  1360.61        500.000        99.1971       0.147551       0.271180       0.265177       0.119039                 NaN            NaN            NaN            NaN            NaN
  1359.58        500.000        99.1076       0.304358       0.159786       0.294313       0.133949                 NaN            NaN            NaN            NaN            NaN
  1358.54        500.000        99.3187       0.232422       0.121190       0.224764       0.102923                 NaN            NaN            NaN            NaN            NaN
  1357.50        500.000        99.2213       0.266178       0.135946       0.257306       0.119307                 NaN            NaN            NaN            NaN            NaN
  1356.47        500.000        99.2254       0.265468       0.132871       0.256196       0.120057                 NaN            NaN            NaN            NaN            NaN
  1355.43        500.000        99.2374       0.261905       0.129802       0.251968       0.118973                 NaN            NaN            NaN            NaN            NaN
  1354.39        500.000        99.2414       0.261044       0.126631       0.251023       0.119921                 NaN            NaN            NaN            NaN            NaN
  1353.36        500.000        97.9617       0.335361       0.701118       0.674699       0.326904       0.190017E-003            NaN            NaN            NaN            NaN
  1352.32        500.000        99.9996                 NaN            NaN            NaN  0.403044E-003            NaN            NaN            NaN            NaN            NaN
  1351.29        500.000        99.8106       0.664108E-001  0.297891E-001  0.624272E-001  0.307721E-001            NaN            NaN            NaN            NaN            NaN
  1350.25        500.000        99.2674       0.114815       0.254493       0.242850       0.120444                 NaN            NaN            NaN            NaN            NaN
  1349.21        500.000        99.2730       0.253152       0.112059       0.241107       0.120642                 NaN            NaN            NaN            NaN            NaN
  1348.18        500.000        99.2793       0.109154       0.251561       0.239178       0.120771                 NaN            NaN            NaN            NaN            NaN
  1347.14        500.000        99.2849       0.106439       0.250259       0.237413       0.120979                 NaN            NaN            NaN            NaN            NaN
  1346.10        500.000        99.4224       0.202294       0.840624E-001  0.192171       0.990400E-001            NaN            NaN            NaN            NaN            NaN
  1345.07        500.000        99.1655       0.122000       0.293111       0.276807       0.142580                 NaN            NaN            NaN            NaN            NaN
  1344.03        500.000        99.3015       0.992501E-001  0.245820       0.232167       0.121215                 NaN            NaN            NaN            NaN            NaN
  1343.00        500.000        99.3096       0.963888E-001  0.243739       0.229466       0.120761                 NaN            NaN            NaN            NaN            NaN
  1341.96        500.000        99.3103       0.944518E-001  0.243846       0.229401       0.121985                 NaN            NaN            NaN            NaN            NaN
  1340.92        500.000        99.3220       0.931403E-001  0.240053       0.225164       0.119609                 NaN            NaN            NaN            NaN            NaN
  1339.89        500.000        99.3206       0.240962       0.892950E-001  0.226871       0.122262                 NaN            NaN            NaN            NaN            NaN
  1338.85        500.000        99.3345       0.866430E-001  0.237251       0.221343       0.120233                 NaN            NaN            NaN            NaN            NaN
  1337.81        500.000        99.3373       0.235983       0.864032E-001  0.220432       0.119886                 NaN            NaN            NaN            NaN            NaN
  1336.78        500.000        99.3416       0.235564       0.830317E-001  0.219210       0.120607                 NaN            NaN            NaN            NaN            NaN
  1335.74        500.000        99.3453       0.234702       0.816939E-001  0.217989       0.120326                 NaN            NaN            NaN            NaN            NaN
  1334.71        500.000        99.2140       0.281580       0.977781E-001  0.261502       0.145130                 NaN            NaN            NaN            NaN            NaN
  1333.67        500.000        99.4918       0.619470E-001  0.183171       0.168985       0.941458E-001            NaN            NaN            NaN            NaN            NaN
  1332.63        500.000        99.3619       0.756319E-001  0.230122       0.212494       0.119831                 NaN            NaN            NaN            NaN            NaN
  1331.60        500.000        99.3660       0.747310E-001  0.228912       0.211092       0.119298                 NaN            NaN            NaN            NaN            NaN
  1330.56        500.000        99.3693       0.733273E-001  0.227999       0.210074       0.119253                 NaN            NaN            NaN            NaN            NaN
  1329.52        500.000        99.3770       0.226202       0.706872E-001  0.207387       0.118717                 NaN            NaN            NaN            NaN            NaN
  1328.49        500.000        99.3800       0.701368E-001  0.225137       0.206413       0.118331                 NaN            NaN            NaN            NaN            NaN
  1327.45        500.000        99.3851       0.682216E-001  0.223866       0.204695       0.118084                 NaN            NaN            NaN            NaN            NaN
  1326.42        500.000        99.3882       0.222949       0.670519E-001  0.203756       0.118026                 NaN            NaN            NaN            NaN            NaN
  1325.38        500.000        99.3944       0.667369E-001  0.220858       0.201353       0.116639                 NaN            NaN            NaN            NaN            NaN
  1324.34        500.000        99.3986       0.646669E-001  0.219906       0.200069       0.116793                 NaN            NaN            NaN            NaN            NaN
  1323.31        500.000        99.4027       0.637465E-001  0.218461       0.198719       0.116376                 NaN            NaN            NaN            NaN            NaN
  1322.27        500.000        99.4072       0.217342       0.624658E-001  0.197125       0.115899                 NaN            NaN            NaN            NaN            NaN
  1321.23        500.000        99.4095       0.634109E-001  0.216092       0.196279       0.114685                 NaN            NaN            NaN            NaN            NaN
  1320.20        500.000        99.4184       0.578939E-001  0.214808       0.193353       0.115575                 NaN            NaN            NaN            NaN            NaN
  1319.16        500.000        99.4195       0.213651       0.598776E-001  0.192812       0.114175                 NaN            NaN            NaN            NaN            NaN
  1318.13        500.000        99.4232       0.593866E-001  0.212347       0.191502       0.113535                 NaN            NaN            NaN            NaN            NaN
  1317.09        500.000        99.4283       0.210991       0.582235E-001  0.189648       0.112804                 NaN            NaN            NaN            NaN            NaN
  1316.05        500.000        99.4320       0.209975       0.573069E-001  0.188448       0.112318                 NaN            NaN            NaN            NaN            NaN
  1315.02        500.000        99.4358       0.569711E-001  0.208414       0.187106       0.111691                 NaN            NaN            NaN            NaN            NaN
  1313.98        500.000        99.4394       0.560800E-001  0.207638       0.185819       0.111107                 NaN            NaN            NaN            NaN            NaN
  1312.94        500.000        99.4388       0.207222       0.596607E-001  0.184986       0.106204       0.309780E-002            NaN            NaN            NaN            NaN
  1311.91        500.000        99.3856       0.223518       0.923357E-001  0.194271       0.651080E-001  0.391279E-001            NaN            NaN            NaN            NaN
  1310.87        500.000        99.3837       0.945578E-001  0.225564       0.193717       0.596755E-001  0.428290E-001            NaN            NaN            NaN            NaN
  1309.84        500.000        99.3784       0.230266       0.956626E-001  0.193920       0.537597E-001  0.479542E-001            NaN            NaN            NaN            NaN
  1308.80        500.000        99.3779       0.231730       0.968121E-001  0.193262       0.495075E-001  0.508165E-001            NaN            NaN            NaN            NaN
  1307.76        500.000        99.3752       0.234613       0.979654E-001  0.193064       0.448757E-001  0.543056E-001            NaN            NaN            NaN            NaN
  1306.73        500.000        99.3786       0.977056E-001  0.234470       0.191437       0.422570E-001  0.554891E-001            NaN            NaN            NaN            NaN
  1305.69        500.000        99.3804       0.234669       0.978474E-001  0.190456       0.395477E-001  0.570758E-001            NaN            NaN            NaN            NaN
  1304.65        500.000        99.3823       0.234844       0.984333E-001  0.189347       0.367040E-001  0.584046E-001            NaN            NaN            NaN            NaN
  1303.62        500.000        99.3868       0.233781       0.973194E-001  0.187809       0.354106E-001  0.588710E-001            NaN            NaN            NaN            NaN
  1302.58        500.000        99.3892       0.975805E-001  0.233735       0.186650       0.329890E-001  0.598111E-001            NaN            NaN            NaN            NaN
  1301.55        500.000        99.3947       0.232057       0.966047E-001  0.184876       0.319738E-001  0.598050E-001            NaN            NaN            NaN            NaN
  1300.51        500.000        99.3998       0.962291E-001  0.230106       0.183270       0.307947E-001  0.597738E-001            NaN            NaN            NaN            NaN
  1299.47        500.000        99.4040       0.229043       0.958037E-001  0.181821       0.294300E-001  0.599336E-001            NaN            NaN            NaN            NaN
  1298.44        500.000        99.4091       0.227338       0.954225E-001  0.180109       0.282316E-001  0.597919E-001            NaN            NaN            NaN            NaN
  1297.40        500.000        99.4148       0.947242E-001  0.225127       0.178438       0.275047E-001  0.594399E-001            NaN            NaN            NaN            NaN
  1296.36        500.000        99.4200       0.222531       0.952652E-001  0.176794       0.264399E-001  0.589239E-001            NaN            NaN            NaN            NaN
  1295.33        500.000        99.4255       0.220640       0.945081E-001  0.175133       0.256585E-001  0.585962E-001            NaN            NaN            NaN            NaN
  1294.29        500.000        99.4301       0.218858       0.945048E-001  0.173619       0.244752E-001  0.584276E-001            NaN            NaN            NaN            NaN
  1293.26        500.000        99.4360       0.216347       0.942390E-001  0.171803       0.238245E-001  0.577414E-001            NaN            NaN            NaN            NaN
  1292.22        500.000        99.4414       0.213820       0.943767E-001  0.170194       0.229732E-001  0.572023E-001            NaN            NaN            NaN            NaN
  1291.18        500.000        99.4468       0.211409       0.943541E-001  0.168569       0.221999E-001  0.566618E-001            NaN            NaN            NaN            NaN
  1290.15        500.000        99.4515       0.209546       0.942957E-001  0.167080       0.211921E-001  0.563675E-001            NaN            NaN            NaN            NaN
  1289.11        500.000        99.4589       0.953797E-001  0.204743       0.165124       0.206842E-001  0.551344E-001            NaN            NaN            NaN            NaN
  1288.07        500.000        99.4628       0.929356E-001  0.204986       0.163714       0.203194E-001  0.552127E-001            NaN            NaN            NaN            NaN
  1287.04        500.000        99.4677       0.202129       0.944962E-001  0.162195       0.188849E-001  0.546156E-001            NaN            NaN            NaN            NaN
  1286.00        500.000        99.4735       0.937010E-001  0.199477       0.160587       0.187350E-001  0.539810E-001            NaN            NaN            NaN            NaN
  1284.97        500.000        99.4784       0.197075       0.947370E-001  0.158984       0.175305E-001  0.533108E-001            NaN            NaN            NaN            NaN
  1283.93        500.000        99.4571       0.167903       0.162580       0.162526                 NaN  0.499153E-001            NaN            NaN            NaN            NaN
  1282.89        500.000        99.5158       0.223832       0.210313E-001  0.150858       0.336458E-001  0.548460E-001            NaN            NaN            NaN            NaN
  1281.86        500.000        99.4930       0.958072E-001  0.189987       0.154506       0.149372E-001  0.517983E-001            NaN            NaN            NaN            NaN
  1280.82        500.000        99.4978       0.187221       0.965572E-001  0.153094       0.142029E-001  0.510952E-001            NaN            NaN            NaN            NaN
  1279.78        500.000        99.5031       0.184851       0.963670E-001  0.151558       0.136746E-001  0.504957E-001            NaN            NaN            NaN            NaN
  1278.75        500.000        99.5076       0.182591       0.968173E-001  0.150170       0.128768E-001  0.499712E-001            NaN            NaN            NaN            NaN
  1277.71        500.000        99.5126       0.973178E-001  0.179992       0.148642       0.120935E-001  0.493542E-001            NaN            NaN            NaN            NaN
  1276.68        500.000        99.5169       0.977455E-001  0.177752       0.147383       0.113790E-001  0.488215E-001            NaN            NaN            NaN            NaN
  1275.64        500.000        99.5215       0.175191       0.987690E-001  0.145927       0.102972E-001  0.482890E-001            NaN            NaN            NaN            NaN
  1274.60        500.000        99.5260       0.990052E-001  0.173058       0.144551       0.962095E-002  0.477613E-001            NaN            NaN            NaN            NaN
  1273.57        500.000        99.5307       0.170626       0.992982E-001  0.143171       0.899436E-002  0.472012E-001            NaN            NaN            NaN            NaN
  1272.53        500.000        99.5351       0.168325       0.997592E-001  0.141877       0.832899E-002  0.466390E-001            NaN            NaN            NaN            NaN
  1271.50        500.000        97.9781       0.269435       0.337347       0.322025                 NaN  0.109510                 NaN  0.983594                 NaN            NaN
  1270.46        500.000        90.2751        1.18236        1.05474        1.21816                 NaN  0.410234                 NaN   5.85944                 NaN            NaN
  1269.42        500.000        91.3396        1.05395       0.944596        1.09125                 NaN  0.364394                 NaN   5.20621                 NaN            NaN
  1268.39        500.000        92.2035       0.948777       0.855829       0.987896                 NaN  0.326880                 NaN   4.67712                 NaN            NaN
  1267.35        500.000        92.9123       0.863708       0.779830       0.902810                 NaN  0.297175                 NaN   4.24420                 NaN            NaN
  1266.31        500.000        93.5036       0.716191       0.792832       0.831391                 NaN  0.272246                 NaN   3.88371                 NaN            NaN
  1265.28        500.000        94.0059       0.732774       0.661370       0.770756                 NaN  0.251371                 NaN   3.57779                 NaN            NaN
  1264.24        500.000        94.4194       0.682961       0.618088       0.720760                 NaN  0.233362                 NaN   3.32542                 NaN            NaN
  1263.21        500.000        94.8168       0.569824       0.637451       0.671932                 NaN  0.218211                 NaN   3.08577                 NaN            NaN
  1262.17        500.000        95.1357       0.599969       0.532461       0.632899                 NaN  0.205578                 NaN   2.89338                 NaN            NaN
  1261.13        500.000        95.4268       0.565788       0.498672       0.597092                 NaN  0.193870                 NaN   2.71773                 NaN            NaN
  1260.10        500.000        95.6831       0.536041       0.468076       0.565431                 NaN  0.183740                 NaN   2.56359                 NaN            NaN
  1259.06        500.000        95.9113       0.440956       0.509792       0.537102                 NaN  0.174653                 NaN   2.42621                 NaN            NaN
  1258.02        500.000        96.1205       0.415200       0.485672       0.511059                 NaN  0.166537                 NaN   2.30104                 NaN            NaN
  1256.99        500.000        96.3050       0.464659       0.392000       0.487917                 NaN  0.159508                 NaN   2.19093                 NaN            NaN
  1255.95        500.000        96.4765       0.445050       0.371418       0.466278                 NaN  0.152575                 NaN   2.08818                 NaN            NaN
  1254.92        500.000        96.6315       0.352157       0.427048       0.446791                 NaN  0.146474                 NaN   1.99606                 NaN            NaN
  1253.88        500.000        96.7755       0.410827       0.333743       0.428423                 NaN  0.140881                 NaN   1.91058                 NaN            NaN
  1252.84        500.000        96.9068       0.317377       0.395779       0.411681                 NaN  0.135715                 NaN   1.83266                 NaN            NaN
  1251.81        500.000        97.0279       0.301938       0.381765       0.396176                 NaN  0.130966                 NaN   1.76123                 NaN            NaN
  1250.77        500.000        97.1434       0.368892       0.286860       0.381108                 NaN  0.126479                 NaN   1.69328                 NaN            NaN
  1249.73        500.000        97.2482       0.356632       0.274044       0.367560                 NaN  0.122289                 NaN   1.63126                 NaN            NaN
  1248.70        500.000        97.3461       0.260582       0.345692       0.354881                 NaN  0.118531                 NaN   1.57418                 NaN            NaN
  1247.66        500.000        97.4411       0.248803       0.334456       0.342423                 NaN  0.114671                 NaN   1.51858                 NaN            NaN
  1246.63        500.000        97.5247       0.324801       0.238448       0.331488                 NaN  0.111291                 NaN   1.46925                 NaN            NaN
  1245.59        500.000        97.6079       0.315179       0.227569       0.320347                 NaN  0.107924                 NaN   1.42106                 NaN            NaN
  1244.55        500.000        97.6839       0.218478       0.305906       0.310289                 NaN  0.104704                 NaN   1.37671                 NaN            NaN
  1243.52        500.000        97.7554       0.297499       0.209290       0.300742                 NaN  0.101741                 NaN   1.33536                 NaN            NaN
  1242.48        500.000        97.8289       0.199929       0.289048       0.290880                 NaN  0.987336E-001            NaN   1.29252                 NaN            NaN
  1241.44        500.000        97.8915       0.192401       0.281138       0.282344                 NaN  0.960200E-001            NaN   1.25662                 NaN            NaN
  1240.41        500.000        97.9535       0.273669       0.184891       0.273948                 NaN  0.933386E-001            NaN   1.22068                 NaN            NaN
  1239.37        500.000        98.0134       0.266360       0.177694       0.265851                 NaN  0.906957E-001            NaN   1.18603                 NaN            NaN
  1238.34        500.000        98.0700       0.170816       0.258082       0.257952                 NaN  0.883012E-001            NaN   1.15480                 NaN            NaN
  1237.30        500.000        98.1262       0.253922       0.162885       0.250165                 NaN  0.859102E-001            NaN   1.12089                 NaN            NaN
  1236.26        500.000        98.1347       0.260342       0.146554       0.249399                 NaN  0.898335E-001            NaN   1.11917                 NaN            NaN
  1235.23        500.000        95.9530       0.247579       0.534857       0.544493                 NaN  0.146116                 NaN   2.55156       0.224245E-001            NaN
  1234.19        500.000        99.0642       0.745011E-001  0.207295       0.110577                 NaN            NaN            NaN  0.523383       0.200358E-001            NaN
  1233.15        500.000        99.2833       0.101368       0.133262       0.105665                 NaN  0.318438E-001            NaN  0.344561                 NaN            NaN
  1232.12        500.000        98.8919       0.115220       0.148674       0.139820                 NaN  0.364642E-001            NaN  0.661988       0.598011E-002            NaN
  1231.08        500.000        98.2475       0.164033       0.224631       0.234223                 NaN  0.343135E-001  0.433520E-001   1.05196                 NaN            NaN
  1230.05        500.000        98.5616       0.182740       0.149547       0.188112                 NaN  0.438224E-001            NaN  0.863472       0.106835E-001            NaN
  1229.01        500.000        98.4456       0.173462       0.185919       0.203937                 NaN  0.374986E-001            NaN  0.937198       0.163372E-001            NaN
  1227.97        500.000        98.0655       0.208818       0.228047       0.261397                 NaN  0.489701E-001            NaN   1.16707       0.202233E-001            NaN
  1226.94        500.000        98.9610       0.119634       0.129423       0.127672                 NaN  0.235240E-001            NaN  0.628677       0.101117E-001            NaN
  1225.90        500.000        97.9312       0.226022       0.246930       0.282235                 NaN  0.444099E-001            NaN   1.24406       0.251240E-001            NaN
  1224.86        500.000        97.6154       0.396042       0.204606       0.361018                 NaN            NaN            NaN   1.36073       0.622293E-001            NaN
  1223.83        500.000        99.6611       0.608502E-001            NaN  0.291841E-001            NaN            NaN            NaN  0.248871                 NaN            NaN
  1222.79        500.000        98.6901       0.139804       0.158060       0.122962                 NaN            NaN            NaN  0.859168       0.299554E-001            NaN
  1221.76        500.000        99.1504       0.135852       0.932922E-001  0.102873                 NaN  0.204974E-001            NaN  0.497048                 NaN            NaN
  1220.72        500.000        98.6856       0.117216       0.168292       0.172224                 NaN  0.558925E-001            NaN  0.800822                 NaN            NaN
  1219.68        500.000        97.5419       0.312736       0.129886       0.326180                 NaN  0.856993E-001            NaN   1.59428       0.929274E-002            NaN
  1218.65        500.000        99.2358       0.184779       0.929346E-001  0.886490E-001            NaN            NaN            NaN  0.374234       0.236336E-001            NaN
  1217.61        500.000        98.7299       0.514107E-001  0.177570       0.168656                 NaN  0.592368E-001            NaN  0.813185                 NaN            NaN
  1216.57        500.000        99.9309       0.568342E-001            NaN  0.453756E-003            NaN            NaN            NaN  0.398519E-002  0.778045E-002            NaN
  1215.54        500.000        98.2678       0.415040                 NaN  0.243283                 NaN  0.147474E-001            NaN   1.05910                 NaN            NaN
  1214.50        500.000        99.9823       0.792425E-002            NaN  0.464349E-003            NaN  0.930510E-002            NaN            NaN            NaN            NaN
  1213.47        500.000        97.6474       0.518840                 NaN  0.286972                 NaN  0.964448E-001            NaN   1.44109       0.921475E-002            NaN
  1212.43        500.000        99.1356       0.159510                 NaN  0.122918                 NaN  0.399861E-001            NaN  0.542021                 NaN            NaN
  1211.39        500.000        96.9390       0.148018       0.657917       0.397734                 NaN  0.135966E-002            NaN   1.81191       0.440216E-001            NaN
  1210.36        500.000        99.8830       0.175784E-001            NaN  0.236272E-002            NaN            NaN            NaN  0.963534E-001  0.684832E-003            NaN
  1209.32        500.000        99.7877       0.515753E-001            NaN  0.224355E-001            NaN            NaN            NaN  0.135976       0.230802E-002            NaN
  1208.28        500.000        99.6668       0.527926E-001  0.308222E-001  0.482650E-001            NaN            NaN            NaN  0.196994       0.428787E-002            NaN
  1207.25        500.000        99.9357       0.152016E-001  0.900502E-003  0.106283E-001            NaN            NaN            NaN  0.371786E-001  0.413796E-003            NaN
  1206.21        500.000        99.8920       0.226673E-001            NaN  0.874722E-002            NaN            NaN            NaN  0.732418E-001  0.337836E-002            NaN
  1205.18        500.000        97.4768       0.537362                 NaN  0.294495                 NaN  0.686168E-001            NaN   1.59265       0.300453E-001            NaN
  1204.14        500.000        99.0277       0.474388E-001  0.151778       0.122864       0.973283E-002  0.424322E-001            NaN  0.598060                 NaN            NaN
  1203.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1202.07        500.000        77.3973        1.63961       0.211622        1.82821                 NaN  0.387623                 NaN   9.28451       0.583938E-001   9.19270     
  1201.03        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.99        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.96        500.000        90.2692       0.351828       0.771272       0.842958                 NaN  0.112562                 NaN   3.87091                 NaN   3.78130     
  1197.92        500.000        93.0590       0.509388                 NaN  0.575596       0.957743E-001  0.132487                 NaN   2.79001                 NaN   2.83777     
  1196.89        500.000        93.9064       0.438745                 NaN  0.489120                 NaN  0.153606                 NaN   2.47843                 NaN   2.53370     
  1195.85        500.000        93.8685       0.321687                 NaN  0.518283       0.194724       0.779387E-001            NaN   2.45629                 NaN   2.56253     
  1194.81        500.000        95.1676       0.414920                 NaN  0.393704       0.364865E-001  0.100561                 NaN   1.93914                 NaN   1.94763     
  1193.78        500.000        90.1965       0.654593                 NaN  0.813026       0.233743       0.153134                 NaN   3.95367                 NaN   3.99534     
  1192.74        500.000        90.3634       0.615462                 NaN  0.795692       0.216056       0.153608                 NaN   3.92398                 NaN   3.93177     
  1191.70        500.000        99.5333       0.377495E-001            NaN  0.316179E-001  0.430803E-002  0.798627E-002            NaN  0.158159                 NaN  0.226871     
  1190.67        500.000        91.9582       0.569454                 NaN  0.647185       0.103818       0.148860                 NaN   3.28878                 NaN   3.28368     
  1189.63        500.000        93.4696       0.425668                 NaN  0.524598       0.110258       0.106784                 NaN   2.67808                 NaN   2.68506     
  1188.60        500.000        93.3980       0.449815                 NaN  0.521249       0.782751E-001  0.118798                 NaN   2.72502                 NaN   2.70882     
  1187.56        500.000        94.5899       0.322411                 NaN  0.429318       0.118770       0.754975E-001            NaN   2.24039                 NaN   2.22375     
  1186.52        500.000        88.5056       0.675625                 NaN  0.882613       0.150076       0.198638                 NaN   4.83916                 NaN   4.74830     
  1185.49        500.000        88.4353       0.677983                 NaN  0.871272       0.158898       0.183867                 NaN   4.92263                 NaN   4.75009     
  1184.45        500.000        70.0260        1.59127                 NaN   2.17796       0.381619       0.464893                 NaN   12.9739                 NaN   12.3843     
  1183.41        500.000                 NaN   4.98060                 NaN   7.09240        1.20103        1.54021                 NaN   43.6263                 NaN   41.5594     
  1182.38        500.000                 NaN   4.98321                 NaN   7.09045        1.18064        1.55346                 NaN   43.6227                 NaN   41.5695     
  1181.34        500.000                 NaN   4.98011                 NaN   7.09221        1.18844        1.54951                 NaN   43.6209                 NaN   41.5689     
  1180.31        500.000                 NaN   4.98246                 NaN   7.09499        1.21861        1.52581                 NaN   43.6278                 NaN   41.5504     
  1179.27        500.000                 NaN   4.97791                 NaN   7.09626        1.22649        1.52227                 NaN   43.6271                 NaN   41.5500     
