|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1418.13        500.000                 NaN   96.4671        1.10682        1.43373                 NaN  0.977426       0.149437E-001            NaN            NaN            NaN
  1416.98        500.000                 NaN   98.1985       0.628014       0.517384                 NaN  0.517389       0.138748                 NaN            NaN            NaN
  1415.83        500.000                 NaN   98.2183       0.503372       0.624382                 NaN  0.512338       0.141627                 NaN            NaN            NaN
  1414.68        500.000                 NaN   98.2464       0.616361       0.489959                 NaN  0.504641       0.142637                 NaN            NaN            NaN
  1413.53        500.000                 NaN   98.2668       0.612011       0.477535                 NaN  0.499106       0.144546                 NaN            NaN            NaN
  1412.38        500.000                 NaN   98.2961       0.464175       0.603430                 NaN  0.491057       0.145190                 NaN            NaN            NaN
  1411.23        500.000                 NaN   98.3205       0.450471       0.597996                 NaN  0.484234       0.146807                 NaN            NaN            NaN
  1410.08        500.000                 NaN   98.3430       0.439202       0.591939                 NaN  0.478156       0.147705                 NaN            NaN            NaN
  1408.94        500.000                 NaN   98.3659       0.586339       0.426792                 NaN  0.471897       0.149067                 NaN            NaN            NaN
  1407.79        500.000                 NaN   98.3857       0.416775       0.580816                 NaN  0.466297       0.150414                 NaN            NaN            NaN
  1406.64        500.000                 NaN   98.3997       0.407337       0.576328                 NaN  0.463438       0.153235                 NaN            NaN            NaN
  1405.49        500.000                 NaN   98.4410       0.392222       0.565524                 NaN  0.450539       0.150699                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.4464       0.381882       0.567727                 NaN  0.449896       0.154052                 NaN            NaN            NaN
  1403.19        500.000                 NaN   98.4720       0.560609       0.369353                 NaN  0.442643       0.155428                 NaN            NaN            NaN
  1402.04        500.000                 NaN   98.4928       0.360354       0.554347                 NaN  0.436836       0.155648                 NaN            NaN            NaN
  1400.90        500.000                 NaN   98.5093       0.551676       0.349203                 NaN  0.432459       0.157391                 NaN            NaN            NaN
  1399.75        500.000                 NaN   98.5293       0.546579       0.338842                 NaN  0.426912       0.158355                 NaN            NaN            NaN
  1398.60        500.000                 NaN   98.5460       0.542983       0.329107                 NaN  0.422172       0.159715                 NaN            NaN            NaN
  1397.45        500.000                 NaN   98.5674       0.318603       0.537208                 NaN  0.416274       0.160511                 NaN            NaN            NaN
  1396.30        500.000                 NaN   98.5835       0.533936       0.308487                 NaN  0.412047       0.162031                 NaN            NaN            NaN
  1395.15        500.000                 NaN   98.6005       0.299871       0.530172                 NaN  0.406997       0.162488                 NaN            NaN            NaN
  1394.00        500.000                 NaN   98.6164       0.526953       0.290339                 NaN  0.402635       0.163699                 NaN            NaN            NaN
  1392.85        500.000                 NaN   98.6281       0.570125       0.127728                 NaN  0.414200       0.259885                 NaN            NaN            NaN
  1391.71        500.000                 NaN   98.6546       0.470565       0.427972                 NaN  0.377278       0.695791E-001            NaN            NaN            NaN
  1390.56        500.000                 NaN   98.6637       0.516324       0.263864                 NaN  0.389566       0.166576                 NaN            NaN            NaN
  1389.41        500.000                 NaN   98.6809       0.252599       0.513486                 NaN  0.384934       0.168095                 NaN            NaN            NaN
  1388.26        500.000                 NaN   98.6973       0.508238       0.246817                 NaN  0.379917       0.167743                 NaN            NaN            NaN
  1387.11        500.000                 NaN   98.7109       0.505437       0.237616                 NaN  0.376389       0.169695                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.7258       0.502742       0.229571                 NaN  0.372014       0.169841                 NaN            NaN            NaN
  1384.81        500.000                 NaN   98.6435       0.241048       0.535530                 NaN  0.396611       0.183353                 NaN            NaN            NaN
  1383.66        500.000                 NaN   98.8486       0.461150       0.194690                 NaN  0.336132       0.159413                 NaN            NaN            NaN
  1382.52        500.000                 NaN   98.7679       0.206014       0.493946                 NaN  0.360127       0.172062                 NaN            NaN            NaN
  1381.37        500.000                 NaN   97.5296       0.431696       0.982647                 NaN  0.719255       0.336782                 NaN            NaN            NaN
  1380.22        500.000                 NaN   99.9994                 NaN            NaN            NaN  0.438870E-003  0.202240E-003            NaN            NaN            NaN
  1379.07        500.000                 NaN   98.8608       0.154945       0.470561                 NaN  0.334470       0.179191                 NaN            NaN            NaN
  1377.92        500.000                 NaN   98.8196       0.484761       0.175297                 NaN  0.345432       0.174897                 NaN            NaN            NaN
  1376.77        500.000                 NaN   98.8080       0.185430       0.485988                 NaN  0.349384       0.171206                 NaN            NaN            NaN
  1375.62        500.000                 NaN   98.8664       0.475886       0.146576                 NaN  0.331665       0.179443                 NaN            NaN            NaN
  1374.48        500.000                 NaN   98.8543       0.475436       0.161096                 NaN  0.335148       0.174016                 NaN            NaN            NaN
  1373.33        500.000                 NaN   98.8588       0.482046       0.142244                 NaN  0.335232       0.181700                 NaN            NaN            NaN
  1372.18        500.000                 NaN   97.3932        1.15484       0.172446                 NaN  0.786348       0.493210                 NaN            NaN            NaN
  1371.03        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.88        500.000                 NaN   99.2729       0.270748       0.252165                 NaN  0.184484       0.197008E-001            NaN            NaN            NaN
  1368.73        500.000                 NaN   98.9128       0.126033       0.465531                 NaN  0.318327       0.177345                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.9244       0.462918       0.118641                 NaN  0.315468       0.178598                 NaN            NaN            NaN
  1366.43        500.000                 NaN   98.9358       0.460774       0.116021                 NaN  0.311399       0.176033                 NaN            NaN            NaN
  1365.29        500.000                 NaN   98.9441       0.106936       0.460679                 NaN  0.309266       0.179060                 NaN            NaN            NaN
  1364.14        500.000                 NaN   98.9556       0.459194       0.100973                 NaN  0.305824       0.178454                 NaN            NaN            NaN
  1362.99        500.000                 NaN   98.9639       0.456665       0.988305E-001            NaN  0.303211       0.177430                 NaN            NaN            NaN
  1361.84        500.000                 NaN   98.9656       0.458553       0.959366E-001            NaN  0.302336       0.177554                 NaN            NaN            NaN
  1360.69        500.000                 NaN   98.9913       0.450510       0.863775E-001            NaN  0.294917       0.176851                 NaN            NaN            NaN
  1359.54        500.000                 NaN   98.9947       0.817400E-001  0.451844                 NaN  0.294083       0.177599                 NaN            NaN            NaN
  1358.39        500.000                 NaN   99.0029       0.450945       0.772474E-001            NaN  0.291525       0.177373                 NaN            NaN            NaN
  1357.24        500.000                 NaN   99.0002       0.750458E-001  0.457418                 NaN  0.291883       0.175443                 NaN            NaN            NaN
  1356.10        500.000                 NaN   99.0272       0.680016E-001  0.445465                 NaN  0.283820       0.175498                 NaN            NaN            NaN
  1354.95        500.000                 NaN   99.0313       0.444733       0.653050E-001            NaN  0.282872       0.175788                 NaN            NaN            NaN
  1353.80        500.000                 NaN   99.0487       0.472260                 NaN            NaN  0.280979       0.198092                 NaN            NaN            NaN
  1352.65        500.000                 NaN   99.0570       0.470654                 NaN            NaN  0.277963       0.194424                 NaN            NaN            NaN
  1351.50        500.000                 NaN   99.0384       0.165706       0.389740                 NaN  0.274274       0.131896                 NaN            NaN            NaN
  1350.35        500.000                 NaN   99.0652       0.439599       0.495698E-001            NaN  0.272284       0.173314                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0724       0.438852       0.461917E-001            NaN  0.269959       0.172636                 NaN            NaN            NaN
  1348.06        500.000                 NaN   99.0807       0.438090       0.412239E-001            NaN  0.267583       0.172389                 NaN            NaN            NaN
  1346.91        500.000                 NaN   99.0896       0.436128       0.387356E-001            NaN  0.264567       0.170943                 NaN            NaN            NaN
  1345.76        500.000                 NaN   99.0971       0.434782       0.352501E-001            NaN  0.262379       0.170441                 NaN            NaN            NaN
  1344.61        500.000                 NaN   99.1044       0.432453       0.338265E-001            NaN  0.259887       0.169407                 NaN            NaN            NaN
  1343.46        500.000                 NaN   99.1111       0.296569E-001  0.433382                 NaN  0.257650       0.168246                 NaN            NaN            NaN
  1342.31        500.000                 NaN   99.1192       0.430243       0.268403E-001            NaN  0.255620       0.168111                 NaN            NaN            NaN
  1341.16        500.000                 NaN   99.1287       0.428510       0.248668E-001            NaN  0.252042       0.165875                 NaN            NaN            NaN
  1340.01        500.000                 NaN   99.1353       0.427787       0.227349E-001            NaN  0.249840       0.164346                 NaN            NaN            NaN
  1338.87        500.000                 NaN   99.1399       0.203020E-001  0.428128                 NaN  0.248576       0.163054                 NaN            NaN            NaN
  1337.72        500.000                 NaN   99.1511       0.125325E-001  0.427544                 NaN  0.245008       0.163854                 NaN            NaN            NaN
  1336.57        500.000                 NaN   99.1545       0.425677       0.149734E-001            NaN  0.243693       0.161181                 NaN            NaN            NaN
  1335.42        500.000                 NaN   99.1631       0.134600E-001  0.423178                 NaN  0.240834       0.159387                 NaN            NaN            NaN
  1334.27        500.000                 NaN   99.1686       0.422962       0.117014E-001            NaN  0.238934       0.157818                 NaN            NaN            NaN
  1333.12        500.000                 NaN   99.1755       0.947823E-002  0.421721                 NaN  0.236727       0.156559                 NaN            NaN            NaN
  1331.97        500.000                 NaN   99.1807       0.423402       0.488286E-002            NaN  0.235181       0.155826                 NaN            NaN            NaN
  1330.82        500.000                 NaN   99.1890       0.439297E-002  0.420455                 NaN  0.232301       0.153840                 NaN            NaN            NaN
  1329.68        500.000                 NaN   99.1945       0.751761E-002  0.418036                 NaN  0.229931       0.150057                 NaN            NaN            NaN
  1328.53        500.000                 NaN   99.1985       0.401762E-002  0.419876                 NaN  0.228574       0.149017                 NaN            NaN            NaN
  1327.38        500.000                 NaN   99.2064       0.209678E-002  0.416702                 NaN  0.226466       0.148342                 NaN            NaN            NaN
  1326.23        500.000                 NaN   99.2111       0.414983       0.378616E-002            NaN  0.224515       0.145601                 NaN            NaN            NaN
  1325.08        500.000                 NaN   99.2179       0.414476       0.274719E-002            NaN  0.221918       0.142916                 NaN            NaN            NaN
  1323.93        500.000                 NaN   98.2280       0.769373       0.287166                 NaN  0.499457       0.215996                 NaN            NaN            NaN
  1322.78        500.000                 NaN   99.9993                 NaN            NaN            NaN            NaN  0.716384E-003            NaN            NaN            NaN
  1321.64        500.000                 NaN   99.4649       0.273701                 NaN            NaN  0.146784       0.114596                 NaN            NaN            NaN
  1320.49        500.000                 NaN   99.2087       0.314552       0.150425                 NaN  0.220264       0.106021                 NaN            NaN            NaN
  1319.34        500.000                 NaN   99.2568       0.418386                 NaN            NaN  0.207066       0.117752                 NaN            NaN            NaN
  1318.19        500.000                 NaN   99.2521       0.402426                 NaN            NaN  0.210658       0.134849                 NaN            NaN            NaN
  1317.04        500.000                 NaN   99.2268       0.385627                 NaN            NaN  0.222148       0.165386                 NaN            NaN            NaN
  1315.89        500.000                 NaN   99.2888       0.426715                 NaN            NaN  0.194070       0.904582E-001            NaN            NaN            NaN
  1314.74        500.000                 NaN   99.2654       0.402986                 NaN            NaN  0.205533       0.126092                 NaN            NaN            NaN
  1313.59        500.000                 NaN   99.2699       0.403009                 NaN            NaN  0.203839       0.123236                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2741       0.404033                 NaN            NaN  0.202160       0.119713                 NaN            NaN            NaN
  1311.30        500.000                 NaN   99.2787       0.401611                 NaN            NaN  0.200559       0.119080                 NaN            NaN            NaN
  1310.15        500.000                 NaN   99.2849       0.398185                 NaN            NaN  0.198749       0.118191                 NaN            NaN            NaN
  1309.00        500.000                 NaN   99.2864       0.401019                 NaN            NaN  0.197873       0.114662                 NaN            NaN            NaN
  1307.85        500.000                 NaN   99.2204       0.428508                 NaN            NaN  0.210474       0.990317E-001  0.415846E-001            NaN            NaN
  1306.70        500.000                 NaN   99.2142       0.427600                 NaN            NaN  0.211678       0.989628E-001  0.475156E-001            NaN            NaN
  1305.55        500.000                 NaN   99.2238       0.419264                 NaN            NaN  0.209342       0.100670       0.469019E-001            NaN            NaN
  1304.40        500.000                 NaN   99.2312       0.415077                 NaN            NaN  0.207291       0.100104       0.463017E-001            NaN            NaN
  1303.26        500.000                 NaN   99.2387       0.414468                 NaN            NaN  0.204967       0.964603E-001  0.453901E-001            NaN            NaN
  1302.11        500.000                 NaN   99.2484       0.413357                 NaN            NaN  0.202473       0.913841E-001  0.444064E-001            NaN            NaN
  1300.96        500.000                 NaN   99.2520       0.409126                 NaN            NaN  0.200349       0.945307E-001  0.439990E-001            NaN            NaN
  1299.81        500.000                 NaN   99.2599       0.404850                 NaN            NaN  0.198957       0.930261E-001  0.433155E-001            NaN            NaN
  1298.66        500.000                 NaN   99.2690       0.398799                 NaN            NaN  0.196233       0.933637E-001  0.426522E-001            NaN            NaN
  1297.51        500.000                 NaN   99.2758       0.395820                 NaN            NaN  0.194574       0.918320E-001  0.420006E-001            NaN            NaN
  1296.36        500.000                 NaN   99.2842       0.384312                 NaN            NaN  0.193250       0.964414E-001  0.418192E-001            NaN            NaN
  1295.22        500.000                 NaN   99.2913       0.389017                 NaN            NaN  0.189289       0.898593E-001  0.405245E-001            NaN            NaN
  1294.07        500.000                 NaN   99.2972       0.384978                 NaN            NaN  0.188366       0.893645E-001  0.400916E-001            NaN            NaN
  1292.92        500.000                 NaN   99.3041       0.380985                 NaN            NaN  0.186464       0.889342E-001  0.395154E-001            NaN            NaN
  1291.77        500.000                 NaN   99.3105       0.379107                 NaN            NaN  0.184589       0.869342E-001  0.388315E-001            NaN            NaN
  1290.62        500.000                 NaN   99.3171       0.376257                 NaN            NaN  0.182770       0.856773E-001  0.381937E-001            NaN            NaN
  1289.47        500.000                 NaN   99.3242       0.373428                 NaN            NaN  0.180637       0.840972E-001  0.376049E-001            NaN            NaN
  1288.32        500.000                 NaN   99.3302       0.372049                 NaN            NaN  0.178924       0.818502E-001  0.369293E-001            NaN            NaN
  1287.17        500.000                 NaN   99.3371       0.367721                 NaN            NaN  0.177047       0.817129E-001  0.363953E-001            NaN            NaN
  1286.03        500.000                 NaN   99.3438       0.363182                 NaN            NaN  0.175173       0.819854E-001  0.358735E-001            NaN            NaN
  1284.88        500.000                 NaN   99.3498       0.361357                 NaN            NaN  0.173425       0.801720E-001  0.352697E-001            NaN            NaN
  1283.73        500.000                 NaN   99.3561       0.358337                 NaN            NaN  0.171649       0.791605E-001  0.347101E-001            NaN            NaN
  1282.58        500.000                 NaN   99.3619       0.357262                 NaN            NaN  0.169939       0.768469E-001  0.340728E-001            NaN            NaN
  1281.43        500.000                 NaN   99.3679       0.354740                 NaN            NaN  0.168222       0.756629E-001  0.335157E-001            NaN            NaN
  1280.28        500.000                 NaN   99.3738       0.352253                 NaN            NaN  0.166529       0.744574E-001  0.329596E-001            NaN            NaN
  1279.13        500.000                 NaN   99.3794       0.350906                 NaN            NaN  0.164917       0.724230E-001  0.323476E-001            NaN            NaN
  1277.98        500.000                 NaN   92.2005        2.10148                 NaN            NaN  0.968394       0.235306       0.256328        4.23804                 NaN
  1276.84        500.000                 NaN   91.5204        2.29544                 NaN            NaN   1.04090       0.223239       0.272756        4.64728                 NaN
  1275.69        500.000                 NaN   92.1949        2.15117                 NaN            NaN  0.961984       0.186801       0.247886        4.25725                 NaN
  1274.54        500.000                 NaN   92.7874        2.01214                 NaN            NaN  0.892520       0.163104       0.226774        3.91801                 NaN
  1273.39        500.000                 NaN   93.3018        1.89652                 NaN            NaN  0.831967       0.137708       0.208249        3.62376                 NaN
  1272.24        500.000                 NaN   93.7388        1.79962                 NaN            NaN  0.780402       0.114530       0.192415        3.37425                 NaN
  1271.09        500.000                 NaN   94.1282        1.70549                 NaN            NaN  0.734214       0.997855E-001  0.178747        3.15361                 NaN
  1269.94        500.000                 NaN   94.4693        1.61818                 NaN            NaN  0.693356       0.904062E-001  0.167044        2.96170                 NaN
  1268.80        500.000                 NaN   94.7727        1.54714                 NaN            NaN  0.657017       0.769866E-001  0.156278        2.78990                 NaN
  1267.65        500.000                 NaN   95.0520        1.48033                 NaN            NaN  0.623538       0.642363E-001  0.146446        2.63343                 NaN
  1266.50        500.000                 NaN   95.2957        1.41451                 NaN            NaN  0.593932       0.602620E-001  0.138194        2.49743                 NaN
  1265.35        500.000                 NaN   95.5209        1.35625                 NaN            NaN  0.566543       0.536707E-001  0.130492        2.37212                 NaN
  1264.20        500.000                 NaN   95.7234        1.30328                 NaN            NaN  0.541805       0.481744E-001  0.123524        2.25983                 NaN
  1263.05        500.000                 NaN   95.8785        1.21848                 NaN            NaN  0.522257       0.810724E-001  0.120353        2.17931                 NaN
  1261.90        500.000                 NaN   96.0939        1.22555                 NaN            NaN  0.495750       0.255304E-001  0.109807        2.04947                 NaN
  1260.75        500.000                 NaN   96.2432        1.16920                 NaN            NaN  0.477561       0.313790E-001  0.105589        1.97310                 NaN
  1259.61        500.000                 NaN   96.3877        1.12983                 NaN            NaN  0.459653       0.283752E-001  0.100605        1.89386                 NaN
  1258.46        500.000                 NaN   96.5328        1.09535                 NaN            NaN  0.441688       0.193305E-001  0.954601E-001   1.81533                 NaN
  1257.31        500.000                 NaN   96.6465        1.05976                 NaN            NaN  0.426943       0.229620E-001  0.917111E-001   1.75215                 NaN
  1256.16        500.000                 NaN   96.7689        1.02695                 NaN            NaN  0.411553       0.187323E-001  0.874818E-001   1.68638                 NaN
  1255.01        500.000                 NaN   96.8793       0.997421                 NaN            NaN  0.397487       0.154723E-001  0.836479E-001   1.62663                 NaN
  1253.86        500.000                 NaN   96.9794       0.962302                 NaN            NaN  0.384388       0.202017E-001  0.805051E-001   1.57322                 NaN
  1252.71        500.000                 NaN   97.0775       0.940141                 NaN            NaN  0.371953       0.140416E-001  0.768038E-001   1.51960                 NaN
  1251.56        500.000                 NaN   97.1648       0.911664                 NaN            NaN  0.360246       0.161192E-001  0.741210E-001   1.47308                 NaN
  1250.42        500.000                 NaN   97.2568       0.891069                 NaN            NaN  0.348539       0.958461E-002  0.706139E-001   1.42337                 NaN
  1249.27        500.000                 NaN   97.3384       0.870143                 NaN            NaN  0.337960       0.582724E-002  0.676795E-001   1.37999                 NaN
  1248.12        500.000                 NaN   97.4189       0.839128                 NaN            NaN  0.327591       0.107777E-001  0.651079E-001   1.33847                 NaN
  1246.97        500.000                 NaN   97.4868       0.828730                 NaN            NaN  0.318457       0.358661E-002  0.623432E-001   1.30012                 NaN
  1245.82        500.000                 NaN   97.5596       0.809306                 NaN            NaN  0.308714                 NaN  0.598771E-001   1.26251                 NaN
  1244.67        500.000                 NaN   97.6293       0.787373                 NaN            NaN  0.299536                 NaN  0.575218E-001   1.22626                 NaN
  1243.52        500.000                 NaN   97.6885       0.766563                 NaN            NaN  0.292476       0.374001E-002  0.550980E-001   1.19367                 NaN
  1242.38        500.000                 NaN   97.7569       0.745100                 NaN            NaN  0.283175       0.272758E-002  0.529383E-001   1.15915                 NaN
  1241.23        500.000                 NaN   97.8154       0.729521                 NaN            NaN  0.275179       0.365097E-004  0.509631E-001   1.12888                 NaN
  1240.08        500.000                 NaN   97.8700       0.713141                 NaN            NaN  0.267609                 NaN  0.490994E-001   1.10020                 NaN
  1238.93        500.000                 NaN   97.9251       0.694774                 NaN            NaN  0.259566       0.501266E-003  0.475396E-001   1.07250                 NaN
  1237.78        500.000                 NaN   97.9760       0.679588                 NaN            NaN  0.253314                 NaN  0.454454E-001   1.04562                 NaN
  1236.63        500.000                 NaN   98.0385       0.657213                 NaN            NaN  0.245033                 NaN  0.437776E-001   1.01547                 NaN
  1235.48        500.000                 NaN   98.0715       0.650665                 NaN            NaN  0.240132                 NaN  0.421725E-001  0.995548                 NaN
  1234.33        500.000                 NaN   98.1227       0.633393                 NaN            NaN  0.233791                 NaN  0.402960E-001  0.969841                 NaN
  1233.19        500.000                 NaN   98.1744       0.615677                 NaN            NaN  0.228475       0.658911E-004  0.380794E-001  0.943311                 NaN
  1232.04        500.000                 NaN   97.8171       0.235684                 NaN            NaN  0.386092       0.533444       0.525548E-001  0.975148                 NaN
  1230.89        500.000                 NaN   98.0979       0.184427                 NaN            NaN  0.871878E-001            NaN  0.756421E-001   1.55488                 NaN
  1229.74        500.000                 NaN   98.6937       0.762552                 NaN            NaN  0.232949                 NaN  0.133283E-001  0.297513                 NaN
  1228.59        500.000                 NaN   98.3769       0.404816                 NaN            NaN  0.211832       0.173581       0.397290E-002  0.828928                 NaN
  1227.44        500.000                 NaN   98.4888       0.492916                 NaN            NaN  0.165796                 NaN  0.398173E-001  0.812684                 NaN
  1226.29        500.000                 NaN   98.0341       0.484378                 NaN            NaN  0.194508                 NaN  0.631038E-001   1.22393                 NaN
  1225.14        500.000                 NaN   98.4813       0.597182                 NaN            NaN  0.191417                 NaN  0.233591E-001  0.706747                 NaN
  1224.00        500.000                 NaN   98.3766       0.460688                 NaN            NaN  0.195757                 NaN  0.367817E-001  0.930132                 NaN
  1222.85        500.000                 NaN   99.2367       0.393853                 NaN            NaN  0.856137E-001            NaN  0.133154E-001  0.270474                 NaN
  1221.70        500.000                 NaN   98.4808       0.511154                 NaN            NaN  0.180574                 NaN  0.298525E-001  0.797609                 NaN
  1220.55        500.000                 NaN   98.6800       0.128908       0.614172E-001  0.230119       0.159395                 NaN  0.266169E-001  0.713577                 NaN
  1219.40        500.000                 NaN   97.8550       0.567263                 NaN            NaN  0.250868                 NaN  0.465274E-001   1.28031                 NaN
  1218.25        500.000                 NaN   98.0850       0.674080                 NaN            NaN  0.242080                 NaN  0.268104E-001  0.972071                 NaN
  1217.10        500.000                 NaN   99.8106       0.251210E-001  0.759025E-001            NaN  0.780227E-001            NaN  0.103432E-001            NaN            NaN
  1215.95        500.000                 NaN   98.9173       0.368335                 NaN            NaN  0.614605E-001            NaN  0.175040E-001  0.635427                 NaN
  1214.81        500.000                 NaN   99.0083       0.928387E-001  0.282364                 NaN  0.108903                 NaN  0.187863E-001  0.488847                 NaN
  1213.66        500.000                 NaN   88.1132        1.57658       0.258735                 NaN  0.959540                 NaN  0.102989        4.47318        4.51576     
  1212.51        500.000                 NaN   84.5909        1.00515        1.49849                 NaN   1.31317                 NaN  0.928559E-001   5.62354        5.87593     
  1211.36        500.000                 NaN   86.4495        1.38746       0.810920                 NaN   1.14594                 NaN  0.833034E-001   4.96602        5.15685     
  1210.21        500.000                 NaN   78.9636        3.24381                 NaN            NaN   1.71852                 NaN  0.152549        7.79699        8.12449     
  1209.06        500.000                 NaN   79.9682        2.89623                 NaN            NaN   1.67207       0.249359       0.134511        7.36604        7.71357     
  1207.91        500.000                 NaN  100.0000       0.244644E-005            NaN            NaN  0.296729E-005  0.603656E-005            NaN            NaN  0.188306E-004
  1206.77        500.000                 NaN   99.9997       0.447561E-004            NaN            NaN  0.278379E-004            NaN  0.294624E-005  0.141799E-003  0.129118E-003
  1205.62        500.000                 NaN   87.6358        1.87776                 NaN            NaN  0.975417                 NaN  0.956944E-001   4.63711        4.77821     
  1204.47        500.000                 NaN   89.6532        1.63098                 NaN            NaN  0.874516                 NaN  0.619143E-001   3.80169        3.97773     
  1203.32        500.000                 NaN   96.7722       0.142872                 NaN            NaN  0.272895       0.162798       0.284418E-001   1.25917        1.36159     
  1202.17        500.000                 NaN   87.5653        2.03506                 NaN            NaN   1.00879                 NaN  0.738445E-001   4.62040        4.69658     
  1201.02        500.000                 NaN   89.1690        1.95028       0.279036E-004            NaN  0.910385                 NaN  0.498156E-001   3.86880        4.05169     
  1199.87        500.000                 NaN   85.4343        2.05347                 NaN            NaN   1.15016                 NaN  0.106497        5.51784        5.73778     
