|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/Y98/Y98_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1411.23        500.000                 NaN   98.4967       0.376723       0.508501                 NaN  0.504036       0.113992                 NaN            NaN            NaN
  1410.08        500.000                 NaN   98.5182       0.366920       0.502889                 NaN  0.497506       0.114486                 NaN            NaN            NaN
  1408.94        500.000                 NaN   98.5400       0.497678       0.356182                 NaN  0.490788       0.115329                 NaN            NaN            NaN
  1407.79        500.000                 NaN   98.5591       0.347448       0.492526                 NaN  0.484757       0.116161                 NaN            NaN            NaN
  1406.64        500.000                 NaN   98.5728       0.339134       0.488368                 NaN  0.481577       0.118107                 NaN            NaN            NaN
  1405.49        500.000                 NaN   98.6111       0.326319       0.478701                 NaN  0.467955       0.115975                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.6171       0.317367       0.480103                 NaN  0.467082       0.118318                 NaN            NaN            NaN
  1403.19        500.000                 NaN   98.6412       0.473653       0.306644                 NaN  0.459336       0.119176                 NaN            NaN            NaN
  1402.04        500.000                 NaN   98.6610       0.298863       0.467934                 NaN  0.453096       0.119124                 NaN            NaN            NaN
  1400.90        500.000                 NaN   98.6769       0.465216       0.289300                 NaN  0.448341       0.120241                 NaN            NaN            NaN
  1399.75        500.000                 NaN   98.6960       0.460482       0.280433                 NaN  0.442374       0.120761                 NaN            NaN            NaN
  1398.60        500.000                 NaN   98.7121       0.457002       0.272100                 NaN  0.437245       0.121598                 NaN            NaN            NaN
  1397.45        500.000                 NaN   98.7323       0.263119       0.451725                 NaN  0.430917       0.121969                 NaN            NaN            NaN
  1396.30        500.000                 NaN   98.7477       0.448525       0.254487                 NaN  0.426324       0.122916                 NaN            NaN            NaN
  1395.15        500.000                 NaN   98.7641       0.247103       0.444913                 NaN  0.420880       0.123017                 NaN            NaN            NaN
  1394.00        500.000                 NaN   98.7794       0.441771       0.238990                 NaN  0.416149       0.123706                 NaN            NaN            NaN
  1392.85        500.000                 NaN   98.7936       0.477524       0.105028                 NaN  0.427844       0.195987                 NaN            NaN            NaN
  1391.71        500.000                 NaN   98.8129       0.393707       0.351509                 NaN  0.389505       0.523840E-001            NaN            NaN            NaN
  1390.56        500.000                 NaN   98.8248       0.431511       0.216501                 NaN  0.401984       0.125207                 NaN            NaN            NaN
  1389.41        500.000                 NaN   98.8412       0.207049       0.428721                 NaN  0.396981       0.126093                 NaN            NaN            NaN
  1388.26        500.000                 NaN   98.8568       0.423936       0.202061                 NaN  0.391584       0.125623                 NaN            NaN            NaN
  1387.11        500.000                 NaN   98.8699       0.421201       0.194319                 NaN  0.387725       0.126850                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.8843       0.418473       0.187524                 NaN  0.382996       0.126720                 NaN            NaN            NaN
  1384.81        500.000                 NaN   98.8134       0.196729       0.445291                 NaN  0.408109       0.136509                 NaN            NaN            NaN
  1383.66        500.000                 NaN   98.9942       0.382986       0.158651                 NaN  0.345603       0.118515                 NaN            NaN            NaN
  1382.52        500.000                 NaN   98.9246       0.167719       0.409852                 NaN  0.370096       0.127692                 NaN            NaN            NaN
  1381.37        500.000                 NaN   97.8454       0.351198       0.814535                 NaN  0.739436       0.249445                 NaN            NaN            NaN
  1380.22        500.000                 NaN   99.9994                 NaN            NaN            NaN  0.449745E-003  0.149334E-003            NaN            NaN            NaN
  1379.07        500.000                 NaN   99.0098       0.125707       0.389167                 NaN  0.343068       0.132241                 NaN            NaN            NaN
  1377.92        500.000                 NaN   98.9745       0.400483       0.142076                 NaN  0.354112       0.128873                 NaN            NaN            NaN
  1376.77        500.000                 NaN   98.9649       0.150089       0.401118                 NaN  0.357944       0.125932                 NaN            NaN            NaN
  1375.62        500.000                 NaN   99.0180       0.392260       0.118511                 NaN  0.339557       0.131717                 NaN            NaN            NaN
  1374.48        500.000                 NaN   99.0080       0.391470       0.130104                 NaN  0.342911       0.127498                 NaN            NaN            NaN
  1373.33        500.000                 NaN   99.0131       0.396481       0.114754                 NaN  0.342774       0.132893                 NaN            NaN            NaN
  1372.18        500.000                 NaN   97.7487       0.948154       0.138963                 NaN  0.804347       0.359798                 NaN            NaN            NaN
  1371.03        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.88        500.000                 NaN   99.3731       0.221819       0.202639                 NaN  0.188154       0.143258E-001            NaN            NaN            NaN
  1368.73        500.000                 NaN   99.0642       0.101199       0.381207                 NaN  0.324611       0.128785                 NaN            NaN            NaN
  1367.58        500.000                 NaN   99.0751       0.378689       0.951791E-001            NaN  0.321477       0.129510                 NaN            NaN            NaN
  1366.43        500.000                 NaN   99.0861       0.376461       0.929616E-001            NaN  0.317114       0.127382                 NaN            NaN            NaN
  1365.29        500.000                 NaN   99.0944       0.855777E-001  0.375935                 NaN  0.314724       0.129325                 NaN            NaN            NaN
  1364.14        500.000                 NaN   99.1053       0.374329       0.807146E-001            NaN  0.311005       0.128692                 NaN            NaN            NaN
  1362.99        500.000                 NaN   99.1135       0.371723       0.789074E-001            NaN  0.308132       0.127741                 NaN            NaN            NaN
  1361.84        500.000                 NaN   99.1161       0.372837       0.764965E-001            NaN  0.307028       0.127522                 NaN            NaN            NaN
  1360.69        500.000                 NaN   99.1391       0.365960       0.688105E-001            NaN  0.299276       0.126866                 NaN            NaN            NaN
  1359.54        500.000                 NaN   99.1429       0.650396E-001  0.366606                 NaN  0.298220       0.127184                 NaN            NaN            NaN
  1358.39        500.000                 NaN   99.1510       0.365444       0.613964E-001            NaN  0.295414       0.126761                 NaN            NaN            NaN
  1357.24        500.000                 NaN   99.1497       0.595264E-001  0.370098                 NaN  0.295566       0.125074                 NaN            NaN            NaN
  1356.10        500.000                 NaN   99.1738       0.539167E-001  0.360123                 NaN  0.287186       0.125006                 NaN            NaN            NaN
  1354.95        500.000                 NaN   99.1781       0.359161       0.517239E-001            NaN  0.286020       0.124981                 NaN            NaN            NaN
  1353.80        500.000                 NaN   99.1946       0.380917                 NaN            NaN  0.283893       0.140594                 NaN            NaN            NaN
  1352.65        500.000                 NaN   99.2025       0.379107                 NaN            NaN  0.280634       0.137773                 NaN            NaN            NaN
  1351.50        500.000                 NaN   99.1856       0.130789       0.313593                 NaN  0.276718       0.932889E-001            NaN            NaN            NaN
  1350.35        500.000                 NaN   99.2107       0.353300       0.390787E-001            NaN  0.274503       0.122371                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.2177       0.352270       0.363737E-001            NaN  0.271956       0.121663                 NaN            NaN            NaN
  1348.06        500.000                 NaN   99.2257       0.351242       0.324285E-001            NaN  0.269360       0.121308                 NaN            NaN            NaN
  1346.91        500.000                 NaN   99.2341       0.349246       0.304327E-001            NaN  0.266123       0.120070                 NaN            NaN            NaN
  1345.76        500.000                 NaN   99.2413       0.347749       0.276625E-001            NaN  0.263724       0.119529                 NaN            NaN            NaN
  1344.61        500.000                 NaN   99.2484       0.345472       0.265138E-001            NaN  0.261021       0.118590                 NaN            NaN            NaN
  1343.46        500.000                 NaN   99.2549       0.232213E-001  0.345781                 NaN  0.258577       0.117559                 NaN            NaN            NaN
  1342.31        500.000                 NaN   99.2625       0.342929       0.209939E-001            NaN  0.256343       0.117242                 NaN            NaN            NaN
  1341.16        500.000                 NaN   99.2714       0.341136       0.194258E-001            NaN  0.252561       0.115523                 NaN            NaN            NaN
  1340.01        500.000                 NaN   99.2777       0.340086       0.177402E-001            NaN  0.250163       0.114266                 NaN            NaN            NaN
  1338.87        500.000                 NaN   99.2823       0.158272E-001  0.340002                 NaN  0.248707       0.113175                 NaN            NaN            NaN
  1337.72        500.000                 NaN   99.2927       0.975767E-002  0.339075                 NaN  0.244948       0.113539                 NaN            NaN            NaN
  1336.57        500.000                 NaN   99.2962       0.337165       0.116439E-001            NaN  0.243445       0.111514                 NaN            NaN            NaN
  1335.42        500.000                 NaN   99.3043       0.104559E-001  0.334780                 NaN  0.240402       0.110083                 NaN            NaN            NaN
  1334.27        500.000                 NaN   99.3096       0.334198       0.907968E-002            NaN  0.238322       0.108802                 NaN            NaN            NaN
  1333.12        500.000                 NaN   99.3161       0.734664E-002  0.332806                 NaN  0.235936       0.107768                 NaN            NaN            NaN
  1331.97        500.000                 NaN   99.3212       0.333747       0.378108E-002            NaN  0.234213       0.107107                 NaN            NaN            NaN
  1330.82        500.000                 NaN   99.3289       0.339760E-002  0.330958                 NaN  0.231164       0.105556                 NaN            NaN            NaN
  1329.68        500.000                 NaN   99.3341       0.580744E-002  0.328655                 NaN  0.228628       0.102770                 NaN            NaN            NaN
  1328.53        500.000                 NaN   99.3383       0.310002E-002  0.329634                 NaN  0.227101       0.101884                 NaN            NaN            NaN
  1327.38        500.000                 NaN   99.3455       0.161635E-002  0.326829                 NaN  0.224830       0.101273                 NaN            NaN            NaN
  1326.23        500.000                 NaN   99.3501       0.325035       0.291515E-002            NaN  0.222719       0.992201E-001            NaN            NaN            NaN
  1325.08        500.000                 NaN   99.3564       0.324226       0.211309E-002            NaN  0.219970       0.972410E-001            NaN            NaN            NaN
  1323.93        500.000                 NaN   98.5346       0.601895       0.221253                 NaN  0.495092       0.147173                 NaN            NaN            NaN
  1322.78        500.000                 NaN   99.9995                 NaN            NaN            NaN            NaN  0.484877E-003            NaN            NaN            NaN
  1321.64        500.000                 NaN   99.5640       0.213342                 NaN            NaN  0.145110       0.775652E-001            NaN            NaN            NaN
  1320.49        500.000                 NaN   99.3506       0.244826       0.115230                 NaN  0.217674       0.716563E-001            NaN            NaN            NaN
  1319.34        500.000                 NaN   99.3908       0.325324                 NaN            NaN  0.204462       0.794530E-001            NaN            NaN            NaN
  1318.19        500.000                 NaN   99.3887       0.312625                 NaN            NaN  0.207851       0.908681E-001            NaN            NaN            NaN
  1317.04        500.000                 NaN   99.3706       0.299120                 NaN            NaN  0.219015       0.111235                 NaN            NaN            NaN
  1315.89        500.000                 NaN   99.4175       0.330548                 NaN            NaN  0.191170       0.607536E-001            NaN            NaN            NaN
  1314.74        500.000                 NaN   99.4013       0.311795                 NaN            NaN  0.202318       0.845695E-001            NaN            NaN            NaN
  1313.59        500.000                 NaN   99.4056       0.311385                 NaN            NaN  0.200492       0.825250E-001            NaN            NaN            NaN
  1312.45        500.000                 NaN   99.4095       0.311731                 NaN            NaN  0.198685       0.800392E-001            NaN            NaN            NaN
  1311.30        500.000                 NaN   99.4140       0.309529                 NaN            NaN  0.196957       0.794858E-001            NaN            NaN            NaN
  1310.15        500.000                 NaN   99.4196       0.306572                 NaN            NaN  0.195025       0.787685E-001            NaN            NaN            NaN
  1309.00        500.000                 NaN   99.4214       0.308334                 NaN            NaN  0.194015       0.762859E-001            NaN            NaN            NaN
  1307.85        500.000                 NaN   99.3751       0.329073                 NaN            NaN  0.206213       0.658086E-001  0.237823E-001            NaN            NaN
  1306.70        500.000                 NaN   99.3719       0.328082                 NaN            NaN  0.207195       0.656422E-001  0.271478E-001            NaN            NaN
  1305.55        500.000                 NaN   99.3805       0.321382                 NaN            NaN  0.204704       0.666728E-001  0.267701E-001            NaN            NaN
  1304.40        500.000                 NaN   99.3871       0.317785                 NaN            NaN  0.202497       0.661728E-001  0.264009E-001            NaN            NaN
  1303.26        500.000                 NaN   99.3936       0.316840                 NaN            NaN  0.200029       0.636672E-001  0.258551E-001            NaN            NaN
  1302.11        500.000                 NaN   99.4016       0.315474                 NaN            NaN  0.197401       0.602264E-001  0.252696E-001            NaN            NaN
  1300.96        500.000                 NaN   99.4057       0.312005                 NaN            NaN  0.195142       0.621845E-001  0.250131E-001            NaN            NaN
  1299.81        500.000                 NaN   99.4125       0.308242                 NaN            NaN  0.193596       0.610914E-001  0.246000E-001            NaN            NaN
  1298.66        500.000                 NaN   99.4205       0.303347                 NaN            NaN  0.190759       0.612187E-001  0.241993E-001            NaN            NaN
  1297.51        500.000                 NaN   99.4265       0.300676                 NaN            NaN  0.188963       0.600950E-001  0.238061E-001            NaN            NaN
  1296.36        500.000                 NaN   99.4341       0.291741                 NaN            NaN  0.187494       0.629959E-001  0.236799E-001            NaN            NaN
  1295.22        500.000                 NaN   99.4401       0.294854                 NaN            NaN  0.183474       0.586322E-001  0.229243E-001            NaN            NaN
  1294.07        500.000                 NaN   99.4453       0.291381                 NaN            NaN  0.182405       0.582150E-001  0.226574E-001            NaN            NaN
  1292.92        500.000                 NaN   99.4514       0.288016                 NaN            NaN  0.180391       0.578426E-001  0.223100E-001            NaN            NaN
  1291.77        500.000                 NaN   99.4570       0.286211                 NaN            NaN  0.178407       0.564513E-001  0.219027E-001            NaN            NaN
  1290.62        500.000                 NaN   99.4628       0.283681                 NaN            NaN  0.176481       0.555417E-001  0.215222E-001            NaN            NaN
  1289.47        500.000                 NaN   99.4689       0.281224                 NaN            NaN  0.174256       0.544446E-001  0.211701E-001            NaN            NaN
  1288.32        500.000                 NaN   99.4741       0.279796                 NaN            NaN  0.172442       0.529077E-001  0.207699E-001            NaN            NaN
  1287.17        500.000                 NaN   99.4801       0.276251                 NaN            NaN  0.170473       0.527374E-001  0.204501E-001            NaN            NaN
  1286.03        500.000                 NaN   99.4860       0.272544                 NaN            NaN  0.168513       0.528305E-001  0.201378E-001            NaN            NaN
  1284.88        500.000                 NaN   99.4911       0.270817                 NaN            NaN  0.166676       0.515835E-001  0.197802E-001            NaN            NaN
  1283.73        500.000                 NaN   99.4966       0.268241                 NaN            NaN  0.164817       0.508540E-001  0.194482E-001            NaN            NaN
  1282.58        500.000                 NaN   99.5015       0.267076                 NaN            NaN  0.163026       0.492946E-001  0.190732E-001            NaN            NaN
  1281.43        500.000                 NaN   99.5067       0.264865                 NaN            NaN  0.161231       0.484634E-001  0.187440E-001            NaN            NaN
  1280.28        500.000                 NaN   99.5118       0.262690                 NaN            NaN  0.159463       0.476222E-001  0.184159E-001            NaN            NaN
  1279.13        500.000                 NaN   99.5166       0.261342                 NaN            NaN  0.157777       0.462502E-001  0.180574E-001            NaN            NaN
  1277.98        500.000                 NaN   92.8220        1.56952                 NaN            NaN  0.930611       0.150620       0.143728        4.38350                 NaN
  1276.84        500.000                 NaN   92.1890        1.71060                 NaN            NaN  0.999927       0.142523       0.152882        4.80508                 NaN
  1275.69        500.000                 NaN   92.8261        1.59795                 NaN            NaN  0.922809       0.118819       0.138743        4.39559                 NaN
  1274.54        500.000                 NaN   93.3850        1.49026                 NaN            NaN  0.854971       0.103397       0.126746        4.03965                 NaN
  1273.39        500.000                 NaN   93.8693        1.40051                 NaN            NaN  0.795862       0.870058E-001  0.116230        3.73109                 NaN
  1272.24        500.000                 NaN   94.2805        1.32507                 NaN            NaN  0.745524       0.721286E-001  0.107245        3.46949                 NaN
  1271.09        500.000                 NaN   94.6468        1.25237                 NaN            NaN  0.700454       0.626549E-001  0.994912E-001   3.23826                 NaN
  1269.94        500.000                 NaN   94.9676        1.18526                 NaN            NaN  0.660590       0.566031E-001  0.928511E-001   3.03714                 NaN
  1268.80        500.000                 NaN   95.2526        1.13029                 NaN            NaN  0.625135       0.480568E-001  0.867501E-001   2.85715                 NaN
  1267.65        500.000                 NaN   95.5144        1.07862                 NaN            NaN  0.592490       0.399882E-001  0.811827E-001   2.69331                 NaN
  1266.50        500.000                 NaN   95.7433        1.02832                 NaN            NaN  0.563612       0.374113E-001  0.765060E-001   2.55085                 NaN
  1265.35        500.000                 NaN   95.9545       0.983620                 NaN            NaN  0.536908       0.332333E-001  0.721449E-001   2.41964                 NaN
  1264.20        500.000                 NaN   96.1442       0.943004                 NaN            NaN  0.512784       0.297514E-001  0.682011E-001   2.30205                 NaN
  1263.05        500.000                 NaN   96.2923       0.880751                 NaN            NaN  0.493630       0.499290E-001  0.663613E-001   2.21706                 NaN
  1261.90        500.000                 NaN   96.4914       0.882374                 NaN            NaN  0.467932       0.156907E-001  0.604624E-001   2.08214                 NaN
  1260.75        500.000                 NaN   96.6305       0.840154                 NaN            NaN  0.450169       0.192412E-001  0.580620E-001   2.00190                 NaN
  1259.61        500.000                 NaN   96.7656       0.810101                 NaN            NaN  0.432717       0.173545E-001  0.552478E-001   1.91897                 NaN
  1258.46        500.000                 NaN   96.9002       0.783468                 NaN            NaN  0.415255       0.117977E-001  0.523523E-001   1.83696                 NaN
  1257.31        500.000                 NaN   97.0075       0.756673                 NaN            NaN  0.400871       0.139796E-001  0.502301E-001   1.77073                 NaN
  1256.16        500.000                 NaN   97.1212       0.731648                 NaN            NaN  0.385910       0.113795E-001  0.478496E-001   1.70200                 NaN
  1255.01        500.000                 NaN   97.2241       0.709097                 NaN            NaN  0.372231       0.937860E-002  0.456919E-001   1.63954                 NaN
  1253.86        500.000                 NaN   97.3178       0.682957                 NaN            NaN  0.359492       0.122195E-001  0.439169E-001   1.58363                 NaN
  1252.71        500.000                 NaN   97.4089       0.665735                 NaN            NaN  0.347405       0.847516E-002  0.418420E-001   1.52764                 NaN
  1251.56        500.000                 NaN   97.4905       0.644499                 NaN            NaN  0.336031       0.970820E-002  0.403269E-001   1.47893                 NaN
  1250.42        500.000                 NaN   97.5756       0.628489                 NaN            NaN  0.324682       0.576142E-002  0.383677E-001   1.42714                 NaN
  1249.27        500.000                 NaN   97.6511       0.612475                 NaN            NaN  0.314417       0.349583E-002  0.367248E-001   1.38183                 NaN
  1248.12        500.000                 NaN   97.7257       0.589636                 NaN            NaN  0.304373       0.645197E-002  0.352828E-001   1.33851                 NaN
  1246.97        500.000                 NaN   97.7890       0.581082                 NaN            NaN  0.295505       0.214319E-002  0.337405E-001   1.29848                 NaN
  1245.82        500.000                 NaN   97.8559       0.566370                 NaN            NaN  0.286093                 NaN  0.323633E-001   1.25928                 NaN
  1244.67        500.000                 NaN   97.9202       0.550008                 NaN            NaN  0.277230                 NaN  0.310498E-001   1.22155                 NaN
  1243.52        500.000                 NaN   97.9758       0.534390                 NaN            NaN  0.270350       0.222230E-002  0.297030E-001   1.18756                 NaN
  1242.38        500.000                 NaN   98.0382       0.518518                 NaN            NaN  0.261413       0.161766E-002  0.285013E-001   1.15172                 NaN
  1241.23        500.000                 NaN   98.0919       0.506785                 NaN            NaN  0.253708       0.216143E-004  0.274025E-001   1.12021                 NaN
  1240.08        500.000                 NaN   98.1423       0.494588                 NaN            NaN  0.246416                 NaN  0.263666E-001   1.09036                 NaN
  1238.93        500.000                 NaN   98.1928       0.481183                 NaN            NaN  0.238708       0.295701E-003  0.254963E-001   1.06157                 NaN
  1237.78        500.000                 NaN   98.2396       0.469719                 NaN            NaN  0.232666                 NaN  0.243422E-001   1.03367                 NaN
  1236.63        500.000                 NaN   98.2958       0.453462                 NaN            NaN  0.224777                 NaN  0.234189E-001   1.00258                 NaN
  1235.48        500.000                 NaN   98.3275       0.448252                 NaN            NaN  0.220012                 NaN  0.225324E-001  0.981712                 NaN
  1234.33        500.000                 NaN   98.3739       0.435491                 NaN            NaN  0.213935                 NaN  0.215026E-001  0.955167                 NaN
  1233.19        500.000                 NaN   98.4208       0.422207                 NaN            NaN  0.208811       0.385513E-004  0.202943E-001  0.927881                 NaN
  1232.04        500.000                 NaN   98.1889       0.161962                 NaN            NaN  0.352380       0.310925       0.279702E-001  0.957839                 NaN
  1230.89        500.000                 NaN   98.2305       0.126585                 NaN            NaN  0.793752E-001            NaN  0.401558E-001   1.52340                 NaN
  1229.74        500.000                 NaN   98.9649       0.524577                 NaN            NaN  0.212005                 NaN  0.707310E-002  0.291437                 NaN
  1228.59        500.000                 NaN   98.6170       0.276992                 NaN            NaN  0.192464       0.100910       0.210478E-002  0.810570                 NaN
  1227.44        500.000                 NaN   98.6949       0.340017                 NaN            NaN  0.150436                 NaN  0.210662E-001  0.793627                 NaN
  1226.29        500.000                 NaN   98.2643       0.331699                 NaN            NaN  0.176361                 NaN  0.333618E-001   1.19432                 NaN
  1225.14        500.000                 NaN   98.7164       0.409057                 NaN            NaN  0.173347                 NaN  0.123343E-001  0.688819                 NaN
  1224.00        500.000                 NaN   98.5829       0.315289                 NaN            NaN  0.177057                 NaN  0.193974E-001  0.905345                 NaN
  1222.85        500.000                 NaN   99.3843       0.268488                 NaN            NaN  0.773195E-001            NaN  0.701147E-002  0.262892                 NaN
  1221.70        500.000                 NaN   98.6996       0.346794                 NaN            NaN  0.163013                 NaN  0.157128E-001  0.774889                 NaN
  1220.55        500.000                 NaN   98.8663       0.859962E-001  0.412526E-001  0.156384       0.143707                 NaN  0.139913E-001  0.692360                 NaN
  1219.40        500.000                 NaN   98.1194       0.388342                 NaN            NaN  0.226088                 NaN  0.244473E-001   1.24176                 NaN
  1218.25        500.000                 NaN   98.3756       0.450970                 NaN            NaN  0.217868                 NaN  0.140676E-001  0.941469                 NaN
  1217.10        500.000                 NaN   99.8569       0.167553E-001  0.509058E-001            NaN  0.700196E-001            NaN  0.541163E-002            NaN            NaN
  1215.95        500.000                 NaN   99.0749       0.246876                 NaN            NaN  0.551743E-001            NaN  0.916109E-002  0.613917                 NaN
  1214.81        500.000                 NaN   99.1685       0.618911E-001  0.190201                 NaN  0.976786E-001            NaN  0.982341E-002  0.471891                 NaN
  1213.66        500.000                 NaN   89.0863        1.07769       0.175104                 NaN  0.868630                 NaN  0.543523E-001   4.35837        4.37952     
  1212.51        500.000                 NaN   85.8448       0.685742        1.01535                 NaN   1.19237                 NaN  0.491529E-001   5.49650        5.71610     
  1211.36        500.000                 NaN   87.5798       0.937825       0.552798                 NaN   1.03801                 NaN  0.439893E-001   4.84300        5.00461     
  1210.21        500.000                 NaN   80.5420        2.22330                 NaN            NaN   1.56640                 NaN  0.810578E-001   7.65305        7.93415     
  1209.06        500.000                 NaN   81.5310        1.99225                 NaN            NaN   1.52146       0.144396       0.713502E-001   7.21936        7.52018     
  1207.91        500.000                 NaN  100.0000       0.165057E-005            NaN            NaN  0.264828E-005  0.343379E-005            NaN            NaN  0.180072E-004
  1206.77        500.000                 NaN   99.9997       0.301879E-004            NaN            NaN  0.248453E-004            NaN  0.153282E-005  0.136364E-003  0.123476E-003
  1205.62        500.000                 NaN   88.6633        1.27461                 NaN            NaN  0.880370                 NaN  0.503469E-001   4.51034        4.62101     
  1204.47        500.000                 NaN   90.5420        1.11001                 NaN            NaN  0.787469                 NaN  0.324983E-001   3.68996        3.83803     
  1203.32        500.000                 NaN   97.0336       0.965170E-001            NaN            NaN  0.243999       0.926246E-001  0.148234E-001   1.21385        1.30454     
  1202.17        500.000                 NaN   88.6432        1.37736                 NaN            NaN  0.909624                 NaN  0.388123E-001   4.49292        4.53806     
