|6.6.6
Archiving\03_Data\eqfracLP/QFM/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         O(HP)          San(TH)        ilm            q              hed           
  1188.60        500.000        90.5242       0.575350                 NaN  0.696531       0.222476                 NaN            NaN   4.10170       0.654238E-002   3.87323                 NaN
  1187.56        500.000        85.8228       0.687042                 NaN   1.01342       0.326902                 NaN            NaN   6.25325       0.903547E-002   5.88753                 NaN
  1186.52        500.000        45.2981        2.43238                 NaN   3.77034        1.18663                 NaN            NaN   24.4584       0.439171E-001   22.8102                 NaN
  1185.49        500.000                 NaN   4.35351                 NaN   6.81840        2.09707                 NaN            NaN   44.7327       0.989710E-001   41.8994                 NaN
  1184.45        500.000                 NaN   4.35090                 NaN   6.79937        2.09287                 NaN            NaN   44.7665       0.101263        41.8891                 NaN
  1183.41        500.000                 NaN   4.35114                 NaN   6.80012        2.08954                 NaN            NaN   44.7645       0.104472        41.8902                 NaN
  1182.38        500.000                 NaN   4.34927                 NaN   6.82277        2.08987                 NaN            NaN   44.7233       0.108145        41.9066                 NaN
  1181.34        500.000                 NaN   4.34522                 NaN   6.80076        2.08553                 NaN            NaN   44.7633       0.110535        41.8946                 NaN
  1180.31        500.000                 NaN   4.34994                 NaN   6.81472        2.07408                 NaN            NaN   44.7435       0.119730        41.8980                 NaN
  1179.27        500.000                 NaN   4.34854                 NaN   6.80266        2.07759                 NaN            NaN   44.7584       0.117123        41.8957                 NaN
  1178.23        500.000                 NaN   4.34870                 NaN   6.80340        2.07426                 NaN            NaN   44.7565       0.120336        41.8968                 NaN
  1177.20        500.000                 NaN   4.34929                 NaN   6.80421        2.07077                 NaN            NaN   44.7544       0.123554        41.8978                 NaN
  1176.16        500.000                 NaN   4.35867                 NaN   6.80621        2.06355                 NaN            NaN   44.7488       0.127261        41.8955                 NaN
  1175.12        500.000                 NaN   4.34811                 NaN   6.80551        2.06480                 NaN            NaN   44.7512       0.129850        41.9005                 NaN
  1174.09        500.000                 NaN   4.34757                 NaN   6.82441        2.05920                 NaN            NaN   44.7246       0.135644        41.9085                 NaN
  1173.05        500.000                 NaN   4.34740                 NaN   6.82445        2.05603                 NaN            NaN   44.7241       0.138715        41.9093                 NaN
  1172.02        500.000                 NaN   4.34917                 NaN   6.82337        2.05154                 NaN            NaN   44.7222       0.143159        41.9106                 NaN
  1170.98        500.000                 NaN   4.34935                 NaN   6.82367        2.04797                 NaN            NaN   44.7214       0.146423        41.9112                 NaN
  1169.94        500.000                 NaN   4.34921                 NaN   6.82403        2.04474                 NaN            NaN   44.7204       0.149550        41.9121                 NaN
  1168.91        500.000                 NaN   4.34983                 NaN   6.82377        2.04145                 NaN            NaN   44.7189       0.152827        41.9132                 NaN
  1167.87        500.000                 NaN   4.34967                 NaN   6.82415        2.03786                 NaN            NaN   44.7179       0.156313        41.9141                 NaN
  1166.83        500.000                 NaN   4.34863                 NaN   6.82523        2.03493                 NaN            NaN   44.7170       0.159138        41.9150                 NaN
  1165.80        500.000                 NaN   4.34853                 NaN   6.82564        2.03166                 NaN            NaN   44.7158       0.162325        41.9160                 NaN
  1164.76        500.000                 NaN   4.34845                 NaN   6.82607        2.02838                 NaN            NaN   44.7146       0.165515        41.9170                 NaN
  1163.73        500.000                 NaN   4.31881                 NaN   6.85411        2.05212                 NaN            NaN   44.6703       0.156441        41.9483                 NaN
  1162.69        500.000                 NaN   4.34831                 NaN   6.82700        2.02183                 NaN            NaN   44.7120       0.171895        41.9190                 NaN
  1161.65        500.000                 NaN   4.34831                 NaN   6.82741        2.01857                 NaN            NaN   44.7106       0.175084        41.9200                 NaN
  1160.62        500.000                 NaN   4.34820                 NaN   6.82802        2.01525                 NaN            NaN   44.7092       0.178310        41.9210                 NaN
  1159.58        500.000                 NaN   4.34811                 NaN   6.82859        2.01206                 NaN            NaN   44.7077       0.181446        41.9221                 NaN
  1158.54        500.000                 NaN   4.34802                 NaN   6.82919        2.00887                 NaN            NaN   44.7061       0.184595        41.9233                 NaN
  1157.51        500.000                 NaN   4.34795                 NaN   6.82984        2.00568                 NaN            NaN   44.7044       0.187745        41.9244                 NaN
  1156.47        500.000                 NaN   4.34788                 NaN   6.83055        2.00252                 NaN            NaN   44.7026       0.190889        41.9256                 NaN
  1155.44        500.000                 NaN   4.34783                 NaN   6.83132        1.99935                 NaN            NaN   44.7006       0.194037        41.9268                 NaN
  1154.40        500.000                 NaN   4.34779                 NaN   6.83216        1.99620                 NaN            NaN   44.6986       0.197187        41.9281                 NaN
  1153.36        500.000                 NaN   4.34778                 NaN   6.83308        1.99306                 NaN            NaN   44.6963       0.200343        41.9294                 NaN
  1152.33        500.000                 NaN   4.34713                 NaN   6.83360        1.99035                 NaN            NaN   44.6948       0.203276        41.9309                 NaN
  1151.29        500.000                 NaN   4.34633                 NaN   6.83400        1.98773                 NaN            NaN   44.6935       0.206161        41.9323                 NaN
  1150.25        500.000                 NaN   4.34550                 NaN   6.83441        1.98514                 NaN            NaN   44.6922       0.209026        41.9338                 NaN
  1149.22        500.000                 NaN   4.34465                 NaN   6.83480        1.98258                 NaN            NaN   44.6909       0.211876        41.9352                 NaN
  1148.18        500.000                 NaN   4.34379                 NaN   6.83519        1.98002                 NaN            NaN   44.6896       0.214718        41.9367                 NaN
  1147.15        500.000                 NaN   4.34291                 NaN   6.83558        1.97749                 NaN            NaN   44.6883       0.217549        41.9382                 NaN
  1146.11        500.000                 NaN   4.34201                 NaN   6.83597        1.97497                 NaN            NaN   44.6870       0.220371        41.9396                 NaN
  1145.07        500.000                 NaN   4.34110                 NaN   6.83635        1.97247                 NaN            NaN   44.6858       0.223182        41.9411                 NaN
  1144.04        500.000                 NaN   4.34017                 NaN   6.83672        1.96999                 NaN            NaN   44.6845       0.225982        41.9426                 NaN
  1143.00        500.000                 NaN   4.33922                 NaN   6.83709        1.96752                 NaN            NaN   44.6833       0.228771        41.9441                 NaN
  1141.96        500.000                 NaN   4.33825                 NaN   6.83746        1.96507                 NaN            NaN   44.6821       0.231550        41.9456                 NaN
  1140.93        500.000                 NaN   4.33727                 NaN   6.83782        1.96264                 NaN            NaN   44.6808       0.234318        41.9471                 NaN
  1139.89        500.000                 NaN   4.33626                 NaN   6.83818        1.96023                 NaN            NaN   44.6796       0.237074        41.9486                 NaN
  1138.86        500.000                 NaN   4.33524                 NaN   6.83853        1.95784                 NaN            NaN   44.6784       0.239818        41.9501                 NaN
  1137.82        500.000                 NaN   4.33173                 NaN   6.82954        1.95499                 NaN            NaN   44.6970       0.241548        41.9452                 NaN
  1136.78        500.000                 NaN   4.33120                 NaN   6.82988        1.95221                 NaN            NaN   44.6959       0.244408        41.9464                 NaN
  1135.75        500.000                 NaN   4.33065                 NaN   6.83024        1.94947                 NaN            NaN   44.6948       0.247252        41.9476                 NaN
  1134.71        500.000                 NaN   4.33007                 NaN   6.83062        1.94677                 NaN            NaN   44.6937       0.250081        41.9488                 NaN
  1133.68        500.000                 NaN   4.32947                 NaN   6.83101        1.94409                 NaN            NaN   44.6925       0.252894        41.9500                 NaN
  1132.64        500.000                 NaN   4.31993                 NaN   6.82900        1.95100                 NaN            NaN   44.6824       0.254240        41.9634                 NaN
  1131.60        500.000                 NaN   4.32815                 NaN   6.83186        1.93886                 NaN            NaN   44.6901       0.258468        41.9526                 NaN
  1130.57        500.000                 NaN   4.33804                 NaN   6.83673        1.93772                 NaN            NaN   44.6717       0.259162        41.9567                 NaN
  1129.53        500.000                 NaN   4.34104                 NaN   6.83758        1.93366                 NaN            NaN   44.6689       0.262091        41.9568                 NaN
  1128.49        500.000                 NaN   4.34153                 NaN   6.83830        1.93077                 NaN            NaN   44.6663       0.264929        41.9582                 NaN
  1127.46        500.000                 NaN   4.33954                 NaN   6.84006        1.92815                 NaN            NaN   44.6653       0.267650        41.9593                 NaN
  1126.42        500.000                 NaN   4.33961                 NaN   6.84094        1.92534                 NaN            NaN   44.6631       0.270428        41.9606                 NaN
  1125.39        500.000                 NaN   4.34064                 NaN   6.84187        1.92213                 NaN            NaN   44.6607       0.273243        41.9614                 NaN
  1124.35        500.000                 NaN   4.34167                 NaN   6.84287        1.91895                 NaN            NaN   44.6582       0.276013        41.9623                 NaN
  1123.31        500.000                 NaN   4.34276                 NaN   6.84387        1.91577                 NaN            NaN   44.6557       0.278757        41.9632                 NaN
  1122.28        500.000                 NaN   4.34627                 NaN   6.84513        1.91038                 NaN            NaN   44.6507       0.283249        41.9642                 NaN
  1121.24        500.000                 NaN   4.34502                 NaN   6.84591        1.90962                 NaN            NaN   44.6505       0.284028        41.9649                 NaN
  1120.20        500.000                 NaN   4.34649                 NaN   6.84695        1.90615                 NaN            NaN   44.6479       0.286916        41.9656                 NaN
  1119.17        500.000                 NaN   4.34723                 NaN   6.84794        1.90277                 NaN            NaN   44.6458       0.289877        41.9663                 NaN
  1118.13        500.000                 NaN   4.34786                 NaN   6.84867        1.89866                 NaN            NaN   44.6446       0.293477        41.9667                 NaN
  1117.10        500.000                 NaN   4.34671                 NaN   6.84964        1.89729                 NaN            NaN   44.6421       0.295397        41.9689                 NaN
  1116.06        500.000                 NaN   4.34637                 NaN   6.85035        1.89533                 NaN            NaN   44.6397       0.297634        41.9706                 NaN
  1115.02        500.000                 NaN   4.34501                 NaN   6.85210        1.89168                 NaN            NaN   44.6397       0.301046        41.9704                 NaN
  1113.99        500.000                 NaN   4.34530                 NaN   6.85208        1.88901                 NaN            NaN   44.6373       0.303771        41.9725                 NaN
  1112.95        500.000                 NaN   4.34508                 NaN   6.85305        1.88662                 NaN            NaN   44.6349       0.306306        41.9741                 NaN
  1111.91        500.000                 NaN   4.33913                 NaN   6.84313        1.88663                 NaN            NaN   44.6558       0.305756        41.9696                 NaN
  1110.88        500.000                 NaN   4.33918                 NaN   6.84399        1.88698                 NaN            NaN   44.6530       0.305624        41.9712                 NaN
  1109.84        500.000                 NaN   4.33926                 NaN   6.84501        1.88741                 NaN            NaN   44.6499       0.305469        41.9730                 NaN
  1108.81        500.000                 NaN   4.34120                 NaN   6.85277        1.87259                 NaN            NaN   44.6405       0.318561        41.9743                 NaN
  1107.77        500.000                 NaN   4.34106                 NaN   6.85303        1.87005                 NaN            NaN   44.6395       0.321075        41.9753                 NaN
  1106.73        500.000                 NaN   4.34076                 NaN   6.85343        1.86753                 NaN            NaN   44.6383       0.323580        41.9764                 NaN
  1105.70        500.000                 NaN   4.34044                 NaN   6.85384        1.86506                 NaN            NaN   44.6372       0.326052        41.9774                 NaN
  1104.66        500.000                 NaN   4.34011                 NaN   6.85425        1.86263                 NaN            NaN   44.6360       0.328491        41.9785                 NaN
  1103.62        500.000                 NaN   4.33977                 NaN   6.85468        1.86022                 NaN            NaN   44.6348       0.330920        41.9796                 NaN
  1102.59        500.000                 NaN   4.33943                 NaN   6.85513        1.85784                 NaN            NaN   44.6336       0.333332        41.9807                 NaN
  1101.55        500.000                 NaN   4.33912                 NaN   6.85560        1.85548                 NaN            NaN   44.6323       0.335728        41.9818                 NaN
  1100.52        500.000                 NaN   4.33874                 NaN   6.85608        1.85313                 NaN            NaN   44.6310       0.338123        41.9829                 NaN
  1099.48        500.000                 NaN   4.33839                 NaN   6.85658        1.85080                 NaN            NaN   44.6296       0.340499        41.9841                 NaN
  1098.44        500.000                 NaN   4.33690                 NaN   6.86372        1.85723                 NaN            NaN   44.6060       0.339226        41.9969                 NaN
  1097.41        500.000                 NaN   4.33650                 NaN   6.86456        1.85498                 NaN            NaN   44.6040       0.341618        41.9984                 NaN
  1096.37        500.000                 NaN   4.33610                 NaN   6.86541        1.85273                 NaN            NaN   44.6019       0.344000        41.9998                 NaN
  1095.33        500.000                 NaN   4.33571                 NaN   6.86626        1.85049                 NaN            NaN   44.5999       0.346372        42.0013                 NaN
  1094.30        500.000                 NaN   4.33530                 NaN   6.86711        1.84828                 NaN            NaN   44.5978       0.348729        42.0028                 NaN
  1093.26        500.000                 NaN   4.33490                 NaN   6.86796        1.84605                 NaN            NaN   44.5957       0.351093        42.0043                 NaN
  1092.23        500.000                 NaN   4.33491                 NaN   6.86851        1.84345                 NaN            NaN   44.5945       0.353525        42.0051                 NaN
  1091.19        500.000                 NaN   4.30460                 NaN   6.86277        1.85137                 NaN            NaN   44.6075       0.356631        42.0172                 NaN
  1090.15        500.000                 NaN   4.29874                 NaN   6.87115        1.84496                 NaN            NaN   44.6028       0.363722        42.0186                 NaN
  1089.12        500.000                 NaN   4.29882                 NaN   6.87110        1.84521                 NaN            NaN   44.6012       0.363673        42.0200                 NaN
  1088.08        500.000                 NaN   4.30756                 NaN   6.87763        1.84813                 NaN            NaN   44.5734       0.361884        42.0314                 NaN
  1087.04        500.000                 NaN   4.33371                 NaN   6.87350        1.83173                 NaN            NaN   44.5834       0.365535        42.0121                 NaN
  1086.01        500.000                 NaN   4.33321                 NaN   6.87435        1.82971                 NaN            NaN   44.5813       0.367749        42.0137                 NaN
  1084.97        500.000                 NaN   4.30780                 NaN   6.87861        1.84816                 NaN            NaN   44.5694       0.361769        42.0343                 NaN
  1083.94        500.000                 NaN   4.30808                 NaN   6.87898        1.84813                 NaN            NaN   44.5679       0.361720        42.0352                 NaN
  1082.90        500.000                 NaN   4.30984                 NaN   6.87828        1.83378                 NaN            NaN   44.5663       0.375592        42.0362                 NaN
  1081.86        500.000                 NaN   4.30995                 NaN   6.87861        1.83381                 NaN            NaN   44.5649       0.375553        42.0372                 NaN
  1080.83        500.000                 NaN   4.31016                 NaN   6.87894        1.83380                 NaN            NaN   44.5634       0.375510        42.0382                 NaN
  1079.79        500.000                 NaN   4.30906                 NaN   6.88011        1.82430                 NaN            NaN   44.5623       0.384887        42.0393                 NaN
  1078.75        500.000                 NaN   4.30926                 NaN   6.88046        1.82431                 NaN            NaN   44.5608       0.384838        42.0403                 NaN
  1077.72        500.000                 NaN   4.30944                 NaN   6.88084        1.82432                 NaN            NaN   44.5593       0.384796        42.0413                 NaN
  1076.68        500.000                 NaN   4.30964                 NaN   6.88120        1.82433                 NaN            NaN   44.5578       0.384749        42.0423                 NaN
  1075.65        500.000                 NaN   4.30847                 NaN   6.88243        1.81483                 NaN            NaN   44.5567       0.394130        42.0435                 NaN
  1074.61        500.000                 NaN   4.30867                 NaN   6.88289        1.81486                 NaN            NaN   44.5550       0.394066        42.0445                 NaN
  1073.57        500.000                 NaN   4.30912                 NaN   6.88321        1.81481                 NaN            NaN   44.5534       0.394026        42.0455                 NaN
  1072.54        500.000                 NaN   4.30681                 NaN   6.88349        1.81576                 NaN            NaN   44.5525       0.393944        42.0475                 NaN
  1071.50        500.000                 NaN   4.32490                 NaN   6.88621        1.80403                 NaN            NaN   44.5515       0.396866        42.0365                 NaN
  1070.46        500.000                 NaN   4.32535                 NaN   6.88735        1.80126                 NaN            NaN   44.5494       0.399304        42.0374                 NaN
  1069.43        500.000                 NaN   4.32491                 NaN   6.88828        1.79936                 NaN            NaN   44.5472       0.401361        42.0389                 NaN
  1068.39        500.000                 NaN   4.26231                 NaN   6.89063        1.82778                 NaN            NaN   44.5376       0.401268        42.0804                 NaN
  1067.36        500.000                 NaN   4.30873                 NaN   6.88652        1.80597                 NaN            NaN   44.5440       0.402744        42.0520                 NaN
  1066.32        500.000                 NaN   4.30760                 NaN   6.88766        1.79701                 NaN            NaN   44.5430       0.411614        42.0532                 NaN
  1065.28        500.000                 NaN   4.30786                 NaN   6.88813        1.79705                 NaN            NaN   44.5411       0.411557        42.0543                 NaN
  1064.25        500.000                 NaN   4.30815                 NaN   6.88862        1.79709                 NaN            NaN   44.5392       0.411498        42.0554                 NaN
  1063.21        500.000                 NaN   4.30844                 NaN   6.88913        1.79714                 NaN            NaN   44.5373       0.411438        42.0565                 NaN
  1062.17        500.000                 NaN   4.30225                 NaN   6.89244        1.79378                 NaN            NaN   44.5389       0.415156        42.0574                 NaN
  1061.14        500.000                 NaN   4.30223                 NaN   6.89314        1.79178                 NaN            NaN   44.5372       0.417093        42.0585                 NaN
  1060.10        500.000                 NaN   4.30222                 NaN   6.89385        1.78980                 NaN            NaN   44.5355       0.419016        42.0596                 NaN
  1059.07        500.000                 NaN   4.30223                 NaN   6.89458        1.78783                 NaN            NaN   44.5337       0.420928        42.0608                 NaN
  1058.03        500.000                 NaN   4.30225                 NaN   6.89533        1.78588                 NaN            NaN   44.5318       0.422825        42.0619                 NaN
  1056.99        500.000                 NaN   4.30219                 NaN   6.89608        1.78396                 NaN            NaN   44.5300       0.424717        42.0631                 NaN
  1055.96        500.000                 NaN   4.31717                 NaN   6.89988        1.77771                 NaN            NaN   44.5189       0.426210        42.0602                 NaN
  1054.92        500.000                 NaN   4.30234                 NaN   6.89768        1.78019                 NaN            NaN   44.5259       0.428410        42.0655                 NaN
  1053.88        500.000                 NaN   4.30242                 NaN   6.89864        1.77830                 NaN            NaN   44.5237       0.430240        42.0667                 NaN
  1052.85        500.000                 NaN   4.31458                 NaN   6.90235        1.77403                 NaN            NaN   44.5119       0.431174        42.0659                 NaN
  1051.81        500.000                 NaN   4.31399                 NaN   6.90326        1.77252                 NaN            NaN   44.5096       0.432953        42.0676                 NaN
  1050.78        500.000                 NaN   4.31378                 NaN   6.90446        1.76975                 NaN            NaN   44.5082       0.435452        42.0684                 NaN
  1049.74        500.000                 NaN   4.29665                 NaN   6.90398        1.77493                 NaN            NaN   44.5104       0.436791        42.0773                 NaN
  1048.70        500.000                 NaN   4.29839                 NaN   6.90493        1.77246                 NaN            NaN   44.5079       0.438596        42.0778                 NaN
  1047.67        500.000                 NaN   4.30064                 NaN   6.90602        1.76986                 NaN            NaN   44.5049       0.440385        42.0782                 NaN
  1046.63        500.000                 NaN   4.31092                 NaN   6.90802        1.76440                 NaN            NaN   44.4990       0.442157        42.0755                 NaN
  1045.59        500.000                 NaN   4.31034                 NaN   6.90895        1.76292                 NaN            NaN   44.4967       0.443888        42.0772                 NaN
  1044.56        500.000                 NaN   4.30776                 NaN   6.90963        1.76211                 NaN            NaN   44.4953       0.445640        42.0796                 NaN
  1043.52        500.000                 NaN   4.30919                 NaN   6.91073        1.76082                 NaN            NaN   44.4919       0.446619        42.0808                 NaN
  1042.49        500.000                 NaN   4.30883                 NaN   6.91071        1.76671                 NaN            NaN   44.4879       0.441899        42.0839                 NaN
  1041.45        500.000                 NaN   4.30200                 NaN   6.91177        1.75954                 NaN            NaN   44.4897       0.450567        42.0864                 NaN
  1040.41        500.000                 NaN   4.24683                 NaN   6.91570        1.77152                 NaN            NaN   44.4979       0.457464        42.1105                 NaN
  1039.38        500.000                 NaN   4.30683                 NaN   6.91453        1.75489                 NaN            NaN   44.4823       0.453657        42.0877                 NaN
  1038.34        500.000                 NaN   4.24716                 NaN   6.91573        1.77147                 NaN            NaN   44.4961       0.457380        42.1121                 NaN
  1037.30        500.000                 NaN   4.30565                 NaN   6.91643        1.75216                 NaN            NaN   44.4777       0.456925        42.0912                 NaN
  1036.27        500.000                 NaN   4.30507                 NaN   6.91739        1.75082                 NaN            NaN   44.4753       0.458544        42.0929                 NaN
  1035.23        500.000                 NaN   4.30512                 NaN   6.91862        1.74833                 NaN            NaN   44.4735       0.460746        42.0937                 NaN
  1034.20        500.000                 NaN   4.24626                 NaN   6.91628        1.77160                 NaN            NaN   44.4928       0.457341        42.1157                 NaN
  1033.16        500.000                 NaN   4.30343                 NaN   6.92032        1.74662                 NaN            NaN   44.4683       0.463456        42.0979                 NaN
  1032.12        500.000                 NaN   4.23526                 NaN   6.91406        1.76967                 NaN            NaN   44.4947       0.463662        42.1227                 NaN
  1031.09        500.000                 NaN   4.25474                 NaN   6.91589        1.75800                 NaN            NaN   44.4841       0.469154        42.1181                 NaN
  1030.05        500.000                 NaN   4.25204                 NaN   6.91569        1.75892                 NaN            NaN   44.4843       0.469156        42.1199                 NaN
  1029.01        500.000                 NaN   4.30065                 NaN   6.92411        1.74240                 NaN            NaN   44.4583       0.469163        42.1054                 NaN
  1027.98        500.000                 NaN   4.30040                 NaN   6.92518        1.74023                 NaN            NaN   44.4564       0.471260        42.1065                 NaN
  1026.94        500.000                 NaN   4.23844                 NaN   6.91431        1.75787                 NaN            NaN   44.4906       0.473770        42.1251                 NaN
  1025.91        500.000                 NaN   4.29900                 NaN   6.92706        1.73804                 NaN            NaN   44.4515       0.474156        42.1102                 NaN
  1024.87        500.000                 NaN   4.29895                 NaN   6.92819        1.73622                 NaN            NaN   44.4492       0.475929        42.1115                 NaN
  1023.83        500.000                 NaN   4.29838                 NaN   6.92925        1.73466                 NaN            NaN   44.4472       0.477632        42.1129                 NaN
  1022.80        500.000                 NaN   4.29772                 NaN   6.93016        1.73386                 NaN            NaN   44.4444       0.478889        42.1150                 NaN
  1021.76        500.000                 NaN   4.29718                 NaN   6.93123        1.73230                 NaN            NaN   44.4423       0.480579        42.1164                 NaN
  1020.72        500.000                 NaN   4.29609                 NaN   6.93203        1.73206                 NaN            NaN   44.4393       0.481572        42.1190                 NaN
  1019.69        500.000                 NaN   4.29557                 NaN   6.93305        1.73065                 NaN            NaN   44.4370       0.483173        42.1205                 NaN
  1018.65        500.000                 NaN   4.29513                 NaN   6.93407        1.72945                 NaN            NaN   44.4345       0.484591        42.1223                 NaN
  1017.62        500.000                 NaN   4.23608                 NaN   6.91717        1.74271                 NaN            NaN   44.4837       0.488124        42.1322                 NaN
  1016.58        500.000                 NaN   4.23572                 NaN   6.91712        1.74275                 NaN            NaN   44.4833       0.488120        42.1330                 NaN
  1015.54        500.000                 NaN   4.23091                 NaN   6.91628        1.74026                 NaN            NaN   44.4877       0.491316        42.1335                 NaN
  1014.51        500.000                 NaN   4.29250                 NaN   6.93755        1.72890                 NaN            NaN   44.4233       0.487106        42.1306                 NaN
  1013.47        500.000                 NaN   4.25938                 NaN   6.92933        1.72209                 NaN            NaN   44.4572       0.500552        42.1314                 NaN
  1012.43        500.000                 NaN   4.24845                 NaN   6.92560        1.72439                 NaN            NaN   44.4677       0.501000        42.1329                 NaN
  1011.40        500.000                 NaN   4.24996                 NaN   6.92648        1.72419                 NaN            NaN   44.4645       0.500878        42.1340                 NaN
  1010.36        500.000                 NaN   4.25161                 NaN   6.92749        1.72394                 NaN            NaN   44.4611       0.500795        42.1351                 NaN
  1009.33        500.000                 NaN   4.25374                 NaN   6.92875        1.72367                 NaN            NaN   44.4569       0.500651        42.1363                 NaN
  1008.29        500.000                 NaN   4.25642                 NaN   6.93034        1.72334                 NaN            NaN   44.4518       0.500475        42.1376                 NaN
  1007.25        500.000                 NaN   4.25978                 NaN   6.93232        1.72294                 NaN            NaN   44.4456       0.500257        42.1391                 NaN
  1006.22        500.000                 NaN   4.27490                 NaN   6.93914        1.72033                 NaN            NaN   44.4256       0.499274        42.1407                 NaN
  1005.18        500.000                 NaN   4.29396                 NaN   6.94720        1.71364                 NaN            NaN   44.3996       0.502135        42.1435                 NaN
  1004.14        500.000                 NaN   4.28373                 NaN   6.94766        1.71582                 NaN            NaN   44.4014       0.503412        42.1480                 NaN
  1003.11        500.000                 NaN   4.28640                 NaN   6.94886        1.71762                 NaN            NaN   44.3970       0.501108        42.1490                 NaN
  1002.07        500.000                 NaN   4.28516                 NaN   6.95043        1.71253                 NaN            NaN   44.3943       0.506488        42.1510                 NaN
  1001.04        500.000                 NaN   4.23042                 NaN   6.92038        1.72810                 NaN            NaN   44.4765       0.501448        42.1431                 NaN
  1000.00        500.000                 NaN   4.28388                 NaN   6.95234        1.71148                 NaN            NaN   44.3882       0.508561        42.1555                 NaN
