|6.6.6
Archiving\03_Data\frac/QFM_m3.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1849.62        2500.00        99.3659                 NaN            NaN  0.616762                 NaN            NaN  0.173465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4873                 NaN            NaN  0.498751                 NaN            NaN  0.139454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4283                 NaN            NaN  0.556067                 NaN            NaN  0.155852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4297                 NaN            NaN  0.554769                 NaN            NaN  0.155377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4278                 NaN            NaN  0.556634                 NaN            NaN  0.155865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.4333                 NaN            NaN  0.551297                 NaN            NaN  0.154049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.9165                 NaN            NaN  0.810830E-001            NaN            NaN  0.243840E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.9494                 NaN            NaN   1.02225                 NaN            NaN  0.283585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.4373                 NaN            NaN  0.547427                 NaN            NaN  0.152244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.4345                 NaN            NaN  0.550163                 NaN            NaN  0.152950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4355                 NaN            NaN  0.549204                 NaN            NaN  0.152668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4367                 NaN            NaN  0.548153                 NaN            NaN  0.151712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4381                 NaN            NaN  0.546747                 NaN            NaN  0.151066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4366                 NaN            NaN  0.548298                 NaN            NaN  0.151211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4374                 NaN            NaN  0.547541                 NaN            NaN  0.150679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4380                 NaN            NaN  0.547000                 NaN            NaN  0.150133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4370                 NaN            NaN  0.548027                 NaN            NaN  0.149764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4378                 NaN            NaN  0.547230                 NaN            NaN  0.149320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4376                 NaN            NaN  0.547457                 NaN            NaN  0.149120E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4306                 NaN            NaN  0.554378                 NaN            NaN  0.150588E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4436                 NaN            NaN  0.541798                 NaN            NaN  0.146050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4374                 NaN            NaN  0.547838                 NaN            NaN  0.147697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4366                 NaN            NaN  0.548617                 NaN            NaN  0.147443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4360                 NaN            NaN  0.549334                 NaN            NaN  0.147110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4350                 NaN            NaN  0.550372                 NaN            NaN  0.146757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4550                 NaN            NaN  0.530898                 NaN            NaN  0.141383E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4125                 NaN            NaN  0.572361                 NaN            NaN  0.151143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4336                 NaN            NaN  0.551897                 NaN            NaN  0.145533E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4307                 NaN            NaN  0.554725                 NaN            NaN  0.145659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5053                 NaN            NaN  0.482060                 NaN            NaN  0.126194E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3559                 NaN            NaN  0.627732                 NaN            NaN  0.163382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4243                 NaN            NaN  0.561085                 NaN            NaN  0.146147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4339                 NaN            NaN  0.551898                 NaN            NaN  0.141874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4260                 NaN            NaN  0.559674                 NaN            NaN  0.143601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4246                 NaN            NaN  0.561009                 NaN            NaN  0.143558E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4254                 NaN            NaN  0.560347                 NaN            NaN  0.142342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4226                 NaN            NaN  0.563192                 NaN            NaN  0.142538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4215                 NaN            NaN  0.564325                 NaN            NaN  0.142127E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4187                 NaN            NaN  0.567130                 NaN            NaN  0.142041E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4184                 NaN            NaN  0.567421                 NaN            NaN  0.141536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4162                 NaN            NaN  0.569646                 NaN            NaN  0.141332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4146                 NaN            NaN  0.571313                 NaN            NaN  0.141012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4117                 NaN            NaN  0.574211                 NaN            NaN  0.140954E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4119                 NaN            NaN  0.574126                 NaN            NaN  0.140121E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4100                 NaN            NaN  0.575991                 NaN            NaN  0.139859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4039                 NaN            NaN  0.582129                 NaN            NaN  0.139946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4044                 NaN            NaN  0.581526                 NaN            NaN  0.141033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4044                 NaN            NaN  0.581764                 NaN            NaN  0.138206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4056                 NaN            NaN  0.580556                 NaN            NaN  0.138736E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4547                 NaN            NaN  0.532660                 NaN            NaN  0.125925E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3417                 NaN            NaN  0.643140                 NaN            NaN  0.151300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3963                 NaN            NaN  0.589923                 NaN            NaN  0.138196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.0002                 NaN            NaN  0.976800                 NaN            NaN  0.229700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.7849                 NaN            NaN  0.210512                 NaN            NaN  0.455920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3916                 NaN            NaN  0.594694                 NaN            NaN  0.136993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3884                 NaN            NaN  0.597924                 NaN            NaN  0.137214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3872                 NaN            NaN  0.599083                 NaN            NaN  0.136791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3833                 NaN            NaN  0.602957                 NaN            NaN  0.137024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3853                 NaN            NaN  0.601079                 NaN            NaN  0.135818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3811                 NaN            NaN  0.605339                 NaN            NaN  0.136085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3796                 NaN            NaN  0.606805                 NaN            NaN  0.135834E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3775                 NaN            NaN  0.608942                 NaN            NaN  0.135454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3753                 NaN            NaN  0.611095                 NaN            NaN  0.135760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3768                 NaN            NaN  0.609743                 NaN            NaN  0.134677E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.9485                 NaN            NaN   1.02898                 NaN            NaN  0.225714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.8218                 NaN            NaN  0.174399                 NaN            NaN  0.381364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3464                 NaN            NaN  0.639659                 NaN            NaN  0.139476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3696                 NaN            NaN  0.616946                 NaN            NaN  0.134075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3684                 NaN            NaN  0.618224                 NaN            NaN  0.133883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3667                 NaN            NaN  0.619952                 NaN            NaN  0.133725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3692                 NaN            NaN  0.617493                 NaN            NaN  0.132827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3650                 NaN            NaN  0.621654                 NaN            NaN  0.132966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3622                 NaN            NaN  0.624481                 NaN            NaN  0.133546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3659                 NaN            NaN  0.620931                 NaN            NaN  0.132039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3629                 NaN            NaN  0.623902                 NaN            NaN  0.131983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.1474                 NaN            NaN   1.81418                 NaN            NaN  0.383982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.9386                 NaN            NaN  0.603567E-001            NaN            NaN  0.107351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.8574                 NaN            NaN  0.139584                 NaN            NaN  0.299235E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.8830                 NaN            NaN   1.09418                 NaN            NaN  0.228334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3622                 NaN            NaN  0.624741                 NaN            NaN  0.130413E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3372                 NaN            NaN  0.649269                 NaN            NaN  0.135626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.7171                 NaN            NaN  0.277131                 NaN            NaN  0.572648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.0367                 NaN            NaN  0.943673                 NaN            NaN  0.196507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.5670                 NaN            NaN  0.293548                 NaN            NaN            NaN   1.13944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3535                 NaN            NaN  0.192915                 NaN            NaN            NaN   1.45360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3850                 NaN            NaN  0.190253                 NaN            NaN            NaN   1.42477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.4147                 NaN            NaN  0.184467                 NaN            NaN            NaN   1.40084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4449                 NaN            NaN  0.180800                 NaN            NaN            NaN   1.37426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4718                 NaN            NaN  0.177035                 NaN            NaN            NaN   1.35118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4974                 NaN            NaN  0.175009                 NaN            NaN            NaN   1.32758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.5250                 NaN            NaN  0.170743                 NaN            NaN            NaN   1.30426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5540                 NaN            NaN  0.165519                 NaN            NaN            NaN   1.28049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5635                 NaN            NaN  0.160271                 NaN            NaN            NaN   1.27618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.6076                 NaN            NaN  0.157166                 NaN            NaN            NaN   1.23523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6216                 NaN            NaN  0.151537                 NaN            NaN            NaN   1.22686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6431                 NaN            NaN  0.148747                 NaN            NaN            NaN   1.20817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6665                 NaN            NaN  0.146703                 NaN            NaN            NaN   1.18680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6875                 NaN            NaN  0.145922                 NaN            NaN            NaN   1.16658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7156                 NaN            NaN  0.141598                 NaN            NaN            NaN   1.14278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7185                 NaN            NaN  0.138324                 NaN            NaN            NaN   1.14315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7634                 NaN            NaN  0.133082                 NaN            NaN            NaN   1.10349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7676                 NaN            NaN  0.132774                 NaN            NaN            NaN   1.09966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7893                 NaN            NaN  0.126939                 NaN            NaN            NaN   1.08376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8080                 NaN            NaN  0.125459                 NaN            NaN            NaN   1.06652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8250                 NaN            NaN  0.121396                 NaN            NaN            NaN   1.05365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8405                 NaN            NaN  0.118174                 NaN            NaN            NaN   1.04129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8594                 NaN            NaN  0.115507                 NaN            NaN            NaN   1.02505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8757                 NaN            NaN  0.113677                 NaN            NaN            NaN   1.01059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8916                 NaN            NaN  0.110050                 NaN            NaN            NaN  0.998336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9066                 NaN            NaN  0.106297                 NaN            NaN            NaN  0.987083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9204                 NaN            NaN  0.102824                 NaN            NaN            NaN  0.976802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9347                 NaN            NaN  0.100354                 NaN            NaN            NaN  0.964898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9526                 NaN            NaN  0.978847E-001            NaN            NaN            NaN  0.949519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9656                 NaN            NaN  0.965361E-001            NaN            NaN            NaN  0.937897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
