|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1395.60        2500.00        98.8197                 NaN  0.849225E-001  0.466010                 NaN  0.211384                 NaN  0.418000                 NaN            NaN            NaN
  1394.38        2500.00        98.8324                 NaN  0.463458       0.796851E-001            NaN  0.210837                 NaN  0.413582                 NaN            NaN            NaN
  1393.16        2500.00        98.8438                 NaN  0.461993       0.742342E-001            NaN  0.210336                 NaN  0.409615                 NaN            NaN            NaN
  1391.94        2500.00        98.8570                 NaN  0.459413       0.691843E-001            NaN  0.209426                 NaN  0.404991                 NaN            NaN            NaN
  1390.72        2500.00        98.8670                 NaN  0.459001       0.628172E-001            NaN  0.209362                 NaN  0.401777                 NaN            NaN            NaN
  1389.50        2500.00        98.8812                 NaN  0.454918       0.595671E-001            NaN  0.207842                 NaN  0.396462                 NaN            NaN            NaN
  1388.28        2500.00        98.8922                 NaN  0.453661       0.530076E-001            NaN  0.208042                 NaN  0.393084                 NaN            NaN            NaN
  1387.06        2500.00        98.9054                 NaN  0.500910E-001  0.450722                 NaN  0.206058                 NaN  0.387769                 NaN            NaN            NaN
  1385.84        2500.00        98.8775                 NaN  0.257149E-001  0.479614                 NaN  0.217433                 NaN  0.399762                 NaN            NaN            NaN
  1384.62        2500.00        98.9571                 NaN  0.424266       0.574956E-001            NaN  0.193885                 NaN  0.367247                 NaN            NaN            NaN
  1383.39        2500.00        98.9375                 NaN  0.445750       0.359077E-001            NaN  0.204106                 NaN  0.376762                 NaN            NaN            NaN
  1382.17        2500.00        98.9459                 NaN  0.315851E-001  0.445361                 NaN  0.203580                 NaN  0.373577                 NaN            NaN            NaN
  1380.95        2500.00        98.9588                 NaN  0.441638       0.284356E-001            NaN  0.202150                 NaN  0.368964                 NaN            NaN            NaN
  1379.73        2500.00        98.9673                 NaN  0.441268       0.239825E-001            NaN  0.201587                 NaN  0.365820                 NaN            NaN            NaN
  1378.51        2500.00        98.9780                 NaN  0.439422       0.200902E-001            NaN  0.200534                 NaN  0.361989                 NaN            NaN            NaN
  1377.29        2500.00        98.9878                 NaN  0.437848       0.164899E-001            NaN  0.199401                 NaN  0.358438                 NaN            NaN            NaN
  1376.07        2500.00        98.9976                 NaN  0.436423       0.126239E-001            NaN  0.198439                 NaN  0.354931                 NaN            NaN            NaN
  1374.85        2500.00        99.0069                 NaN  0.435719       0.843976E-002            NaN  0.197424                 NaN  0.351471                 NaN            NaN            NaN
  1373.63        2500.00        98.9744                 NaN  0.130041E-001  0.442692                 NaN  0.201736                 NaN  0.368174                 NaN            NaN            NaN
  1372.41        2500.00        99.0565                 NaN  0.295110E-001  0.411157                 NaN  0.177948                 NaN  0.324929                 NaN            NaN            NaN
  1371.18        2500.00        99.0364                 NaN  0.429470                 NaN            NaN  0.193558                 NaN  0.340555                 NaN            NaN            NaN
  1369.96        2500.00        99.0434                 NaN  0.427204                 NaN            NaN  0.191665                 NaN  0.337683                 NaN            NaN            NaN
  1368.74        2500.00        99.0505                 NaN  0.416312       0.137895E-001            NaN  0.185292                 NaN  0.334149                 NaN            NaN            NaN
  1367.52        2500.00        99.0538                 NaN  0.223075E-001  0.408326                 NaN  0.183542                 NaN  0.332054                 NaN            NaN            NaN
  1366.30        2500.00        99.0718                 NaN  0.419880                 NaN            NaN  0.182552                 NaN  0.325727                 NaN            NaN            NaN
  1365.08        2500.00        99.0765                 NaN  0.415520                 NaN            NaN  0.183513                 NaN  0.324419                 NaN            NaN            NaN
  1363.86        2500.00        99.0837                 NaN  0.413114                 NaN            NaN  0.181648                 NaN  0.321502                 NaN            NaN            NaN
  1362.64        2500.00        99.0910                 NaN  0.411279                 NaN            NaN  0.179384                 NaN  0.318355                 NaN            NaN            NaN
  1361.42        2500.00        99.0992                 NaN  0.406703                 NaN            NaN  0.178490                 NaN  0.315632                 NaN            NaN            NaN
  1360.20        2500.00        99.1049                 NaN  0.406095                 NaN            NaN  0.176360                 NaN  0.312659                 NaN            NaN            NaN
  1358.97        2500.00        99.1153                 NaN  0.403629                 NaN            NaN  0.172649                 NaN  0.308398                 NaN            NaN            NaN
  1357.75        2500.00        99.1219                 NaN  0.400319                 NaN            NaN  0.171810                 NaN  0.305933                 NaN            NaN            NaN
  1356.53        2500.00        99.1289                 NaN  0.398572                 NaN            NaN  0.169428                 NaN  0.303064                 NaN            NaN            NaN
  1355.31        2500.00        99.1352                 NaN  0.394003                 NaN            NaN  0.169662                 NaN  0.301163                 NaN            NaN            NaN
  1354.09        2500.00        99.1447                 NaN  0.392770                 NaN            NaN  0.165923                 NaN  0.296613                 NaN            NaN            NaN
  1352.87        2500.00        99.1499                 NaN  0.389988                 NaN            NaN  0.165379                 NaN  0.294772                 NaN            NaN            NaN
  1351.65        2500.00        99.1566                 NaN  0.388038                 NaN            NaN  0.163465                 NaN  0.291903                 NaN            NaN            NaN
  1350.43        2500.00        99.1633                 NaN  0.388108                 NaN            NaN  0.159733                 NaN  0.288886                 NaN            NaN            NaN
  1349.21        2500.00        99.1697                 NaN  0.385204                 NaN            NaN  0.158596                 NaN  0.286463                 NaN            NaN            NaN
  1347.99        2500.00        99.1768                 NaN  0.383033                 NaN            NaN  0.156611                 NaN  0.283506                 NaN            NaN            NaN
  1346.76        2500.00        99.1841                 NaN  0.378325                 NaN            NaN  0.156351                 NaN  0.281195                 NaN            NaN            NaN
  1345.54        2500.00        99.1888                 NaN  0.380402                 NaN            NaN  0.152479                 NaN  0.278333                 NaN            NaN            NaN
  1344.32        2500.00        99.1993                 NaN  0.366742                 NaN            NaN  0.157351                 NaN  0.276576                 NaN            NaN            NaN
  1343.10        2500.00        99.1944                 NaN  0.378313                 NaN            NaN  0.150667                 NaN  0.276608                 NaN            NaN            NaN
  1341.88        2500.00        99.2155                 NaN  0.374833                 NaN            NaN  0.143442                 NaN  0.266252                 NaN            NaN            NaN
  1340.66        2500.00        99.2126                 NaN  0.372917                 NaN            NaN  0.145878                 NaN  0.268560                 NaN            NaN            NaN
  1339.44        2500.00        99.2181                 NaN  0.373183                 NaN            NaN  0.142703                 NaN  0.265995                 NaN            NaN            NaN
  1338.22        2500.00        99.2238                 NaN  0.372257                 NaN            NaN  0.140461                 NaN  0.263525                 NaN            NaN            NaN
  1337.00        2500.00        99.1708                 NaN  0.395760                 NaN            NaN  0.134841                 NaN  0.277220       0.213908E-001            NaN            NaN
  1335.78        2500.00        99.1276                 NaN  0.411623                 NaN            NaN  0.132186                 NaN  0.288498       0.400730E-001            NaN            NaN
  1334.55        2500.00        99.1377                 NaN  0.406197                 NaN            NaN  0.131375                 NaN  0.285318       0.394495E-001            NaN            NaN
  1333.33        2500.00        99.1477                 NaN  0.400289                 NaN            NaN  0.130969                 NaN  0.282201       0.388503E-001            NaN            NaN
  1332.11        2500.00        99.1566                 NaN  0.396789                 NaN            NaN  0.129391                 NaN  0.279050       0.381803E-001            NaN            NaN
  1330.89        2500.00        99.1664                 NaN  0.391234                 NaN            NaN  0.128789                 NaN  0.275970       0.375801E-001            NaN            NaN
  1329.67        2500.00        99.1760                 NaN  0.386703                 NaN            NaN  0.127553                 NaN  0.272820       0.369658E-001            NaN            NaN
  1328.45        2500.00        99.1851                 NaN  0.381945                 NaN            NaN  0.126745                 NaN  0.269850       0.363694E-001            NaN            NaN
  1327.23        2500.00        99.1932                 NaN  0.378707                 NaN            NaN  0.125303                 NaN  0.267038       0.357597E-001            NaN            NaN
  1326.01        2500.00        99.2033                 NaN  0.373005                 NaN            NaN  0.124535                 NaN  0.263925       0.351960E-001            NaN            NaN
  1324.79        2500.00        99.2111                 NaN  0.371425                 NaN            NaN  0.122090                 NaN  0.260866       0.345428E-001            NaN            NaN
  1323.57        2500.00        99.2196                 NaN  0.367354                 NaN            NaN  0.120861                 NaN  0.258191       0.339649E-001            NaN            NaN
  1322.34        2500.00        99.2291                 NaN  0.362326                 NaN            NaN  0.119945                 NaN  0.255159       0.334510E-001            NaN            NaN
  1321.12        2500.00        99.2375                 NaN  0.356629                 NaN            NaN  0.120028                 NaN  0.252786       0.330527E-001            NaN            NaN
  1319.90        2500.00        99.2475                 NaN  0.353588                 NaN            NaN  0.117918                 NaN  0.248772       0.322463E-001            NaN            NaN
  1318.68        2500.00        99.2530                 NaN  0.351914                 NaN            NaN  0.116414                 NaN  0.246952       0.317538E-001            NaN            NaN
  1317.46        2500.00        99.2608                 NaN  0.348372                 NaN            NaN  0.115228                 NaN  0.244382       0.312563E-001            NaN            NaN
  1316.24        2500.00        99.2679                 NaN  0.346128                 NaN            NaN  0.113370                 NaN  0.241856       0.307176E-001            NaN            NaN
  1315.02        2500.00        99.2763                 NaN  0.341870                 NaN            NaN  0.112540                 NaN  0.239100       0.302065E-001            NaN            NaN
  1313.80        2500.00        99.2837                 NaN  0.339579                 NaN            NaN  0.110562                 NaN  0.236519       0.296675E-001            NaN            NaN
  1312.58        2500.00        99.2913                 NaN  0.336047                 NaN            NaN  0.109551                 NaN  0.233956       0.291734E-001            NaN            NaN
  1311.36        2500.00        99.2982                 NaN  0.333953                 NaN            NaN  0.107661                 NaN  0.231499       0.286585E-001            NaN            NaN
  1310.13        2500.00        99.3054                 NaN  0.330997                 NaN            NaN  0.106346                 NaN  0.229042       0.281793E-001            NaN            NaN
  1308.91        2500.00        99.3127                 NaN  0.328362                 NaN            NaN  0.104777                 NaN  0.226513       0.276720E-001            NaN            NaN
  1307.69        2500.00        99.3199                 NaN  0.324741                 NaN            NaN  0.103904                 NaN  0.224259       0.272278E-001            NaN            NaN
  1306.47        2500.00        99.3266                 NaN  0.323194                 NaN            NaN  0.101855                 NaN  0.221639       0.266879E-001            NaN            NaN
  1305.25        2500.00        99.3333                 NaN  0.320929                 NaN            NaN  0.100103                 NaN  0.219464       0.262360E-001            NaN            NaN
  1304.03        2500.00        99.3405                 NaN  0.317682                 NaN            NaN  0.990487E-001            NaN  0.217009       0.257716E-001            NaN            NaN
  1302.81        2500.00        99.3468                 NaN  0.315867                 NaN            NaN  0.972877E-001            NaN  0.214789       0.253049E-001            NaN            NaN
  1301.59        2500.00        99.3530                 NaN  0.313913                 NaN            NaN  0.956403E-001            NaN  0.212569       0.248358E-001            NaN            NaN
  1300.37        2500.00        99.3597                 NaN  0.311003                 NaN            NaN  0.945279E-001            NaN  0.210347       0.244112E-001            NaN            NaN
  1299.15        2500.00        79.2692                 NaN   3.58596                 NaN            NaN   1.27557                 NaN   2.92782       0.466659        12.4747                 NaN
  1297.92        2500.00        76.0551                 NaN   4.11528                 NaN            NaN   1.50947                 NaN   3.36775       0.527542        14.4248                 NaN
  1296.70        2500.00        77.9450                 NaN   3.82218                 NaN            NaN   1.42078                 NaN   3.11633       0.477508        13.2182                 NaN
  1295.48        2500.00        80.0330                 NaN   3.51139                 NaN            NaN   1.30660                 NaN   2.83211       0.424035        11.8928                 NaN
  1294.26        2500.00        79.5553                 NaN   3.62211                 NaN            NaN   1.35675                 NaN   2.91410       0.427652        12.1241                 NaN
  1293.04        2500.00        85.0152                 NaN   2.70863                 NaN            NaN   1.00305                 NaN   2.14025       0.307065        8.82582                 NaN
  1291.82        2500.00        84.2476                 NaN   2.87686                 NaN            NaN   1.05420                 NaN   2.25794       0.318671        9.24477                 NaN
  1290.60        2500.00        85.6251                 NaN   2.65237                 NaN            NaN  0.946097                 NaN   2.06389       0.287796        8.42474                 NaN
  1289.38        2500.00        86.2625                 NaN   2.59025                 NaN            NaN  0.915645                 NaN   1.97906       0.269390        7.98319                 NaN
  1288.16        2500.00        87.6681                 NaN   2.34177                 NaN            NaN  0.818211                 NaN   1.77940       0.240217        7.15229                 NaN
  1286.94        2500.00        88.0743                 NaN   2.28951                 NaN            NaN  0.794880                 NaN   1.72618       0.229777        6.88533                 NaN
  1285.71        2500.00        89.7448                 NaN   1.97815                 NaN            NaN  0.681672                 NaN   1.48631       0.196181        5.91291                 NaN
  1284.49        2500.00        90.7179                 NaN   1.86947                 NaN            NaN  0.490766                 NaN   1.31687       0.188236        5.41680                 NaN
  1283.27        2500.00        89.5662                 NaN   1.96728                 NaN            NaN  0.809548                 NaN   1.54602       0.186078        5.92488                 NaN
  1282.05        2500.00        92.0942                 NaN   1.60243                 NaN            NaN  0.524304                 NaN   1.14879       0.145380        4.48485                 NaN
  1280.83        2500.00        91.8567                 NaN   1.62362                 NaN            NaN  0.538351                 NaN   1.18843       0.150192        4.64272                 NaN
  1279.61        2500.00        91.9944                 NaN   1.64034                 NaN            NaN  0.468525                 NaN   1.16182       0.149886        4.58504                 NaN
  1278.39        2500.00        93.6917                 NaN   1.28179                 NaN            NaN  0.411661                 NaN  0.922783       0.114214        3.57780                 NaN
  1277.17        2500.00        93.3366                 NaN   1.38116                 NaN            NaN  0.391911                 NaN  0.966854       0.122928        3.80050                 NaN
  1275.95        2500.00        90.7694                 NaN   1.86999                 NaN            NaN  0.571447                 NaN   1.36312       0.175204        5.25088                 NaN
  1274.73        2500.00        97.1832                 NaN  0.617622                 NaN            NaN  0.163957                 NaN  0.392560       0.439620E-001   1.59873                 NaN
  1273.50        2500.00        87.4342                 NaN   2.17543                 NaN            NaN  0.827589                 NaN   1.88111       0.258079        7.42359                 NaN
  1272.28        2500.00        89.3902                 NaN   1.99253                 NaN            NaN  0.607801                 NaN   1.52402       0.208693        6.27679                 NaN
  1271.06        2500.00        98.0981                 NaN  0.620334                 NaN            NaN            NaN            NaN  0.207235                 NaN   1.07430                 NaN
  1269.84        2500.00        65.6155        33.9531       0.326199E-001            NaN            NaN            NaN            NaN  0.351289E-001  0.455681E-002  0.359156                 NaN
  1268.62        2500.00        79.3211        14.9182        1.68192                 NaN            NaN            NaN            NaN  0.839209       0.116757        3.12273                 NaN
  1267.40        2500.00        98.1364                 NaN  0.429008                 NaN            NaN            NaN            NaN  0.359493       0.136791E-001   1.06142                 NaN
  1266.18        2500.00        98.8874                 NaN            NaN            NaN            NaN            NaN            NaN  0.211023       0.330876E-001  0.868485                 NaN
  1264.96        2500.00        86.3625                 NaN   3.27030                 NaN            NaN   1.04738                 NaN   1.96797       0.205944        7.14587                 NaN
  1263.74        2500.00        97.1647                 NaN            NaN            NaN            NaN  0.532830                 NaN  0.304871       0.611744E-001   1.93644                 NaN
  1262.52        2500.00        95.6119                 NaN   1.41082                 NaN            NaN            NaN            NaN  0.659959       0.441447E-001   2.27314                 NaN
  1261.29        2500.00        95.5247                 NaN   1.19095                 NaN            NaN  0.215762                 NaN  0.705450       0.715326E-001   2.29160                 NaN
  1260.07        2500.00        95.4847                 NaN  0.765771                 NaN            NaN  0.344333                 NaN  0.633806       0.855185E-001   2.68584                 NaN
  1258.85        2500.00        97.5114                 NaN  0.779852                 NaN            NaN  0.114068                 NaN  0.174153       0.360031E-001   1.38450                 NaN
  1257.63        2500.00        99.9686                 NaN            NaN            NaN            NaN  0.128498E-004            NaN  0.313372E-001            NaN            NaN            NaN
  1256.41        2500.00        99.4823                 NaN  0.765684E-001            NaN            NaN  0.411832E-004            NaN  0.220602                 NaN  0.220511                 NaN
  1255.19        2500.00        98.4978                 NaN  0.575666                 NaN            NaN  0.200035E-005            NaN  0.107037                 NaN  0.819508                 NaN
  1253.97        2500.00        97.0577                 NaN  0.818871                 NaN            NaN  0.990696E-006            NaN  0.396622       0.495721E-001   1.67720                 NaN
  1252.75        2500.00        96.9987                 NaN  0.771221                 NaN            NaN            NaN            NaN  0.398891       0.808218E-001   1.75041                 NaN
  1251.53        2500.00        89.4044                 NaN  0.582943E-003   2.16694                 NaN  0.518565                 NaN   1.36035       0.224416        6.32475                 NaN
  1250.31        2500.00        99.6844                 NaN  0.293777                 NaN            NaN  0.254004E-005            NaN            NaN            NaN  0.217946E-001            NaN
  1249.08        2500.00        99.4753                 NaN            NaN            NaN            NaN            NaN            NaN  0.579022E-002            NaN  0.518939                 NaN
  1247.86        2500.00        98.9633                 NaN  0.282529                 NaN            NaN            NaN            NaN  0.146990                 NaN  0.607178                 NaN
  1246.64        2500.00        96.0920                 NaN   1.26788                 NaN            NaN  0.149111E-005            NaN  0.484515       0.367627E-001   2.11882                 NaN
  1245.42        2500.00        96.8948                 NaN  0.685921                 NaN            NaN            NaN            NaN  0.591915       0.285998E-001   1.79873                 NaN
  1244.20        2500.00        99.6562                 NaN            NaN            NaN            NaN  0.118738E-005            NaN  0.276438E-001  0.328143E-001  0.283315                 NaN
  1242.98        2500.00        98.5128                 NaN  0.487807                 NaN            NaN  0.130878E-005            NaN  0.210698                 NaN  0.788727                 NaN
  1241.76        2500.00        97.6167                 NaN  0.778644                 NaN            NaN  0.273080E-005            NaN  0.397636       0.134777E-001   1.19353                 NaN
  1240.54        2500.00        98.2899                 NaN  0.364356                 NaN            NaN  0.651715E-005            NaN  0.196092       0.114545E-001   1.13819                 NaN
  1239.32        2500.00        98.0294                 NaN  0.572156                 NaN            NaN  0.342930E-005            NaN  0.284426       0.211979E-001   1.09282                 NaN
  1238.10        2500.00        98.1114                 NaN  0.507586                 NaN            NaN  0.930425E-006            NaN  0.269642       0.223616E-001   1.08901                 NaN
  1236.87        2500.00        59.0721                 NaN            NaN            NaN            NaN   2.15011                 NaN   3.87588       0.458797        21.8691        12.5741     
  1235.65        2500.00        94.0067                 NaN   4.95106                 NaN            NaN            NaN            NaN  0.607771       0.229057E-003  0.434282                 NaN
  1234.43        2500.00        97.6423                 NaN  0.750470                 NaN            NaN            NaN            NaN  0.111511                 NaN   1.40101       0.947386E-001
  1233.21        2500.00        98.8613                 NaN  0.690569E-001            NaN            NaN            NaN            NaN  0.102766       0.305223E-001  0.936374                 NaN
  1231.99        2500.00        99.4517                 NaN            NaN            NaN            NaN            NaN            NaN  0.413019       0.284090E-001            NaN  0.106907     
  1230.77        2500.00        99.1545                 NaN  0.550619                 NaN            NaN            NaN            NaN  0.294908                 NaN            NaN            NaN
