|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1454.21        2500.00        99.1761                 NaN  0.279388       0.542076                 NaN  0.240692E-002            NaN            NaN            NaN            NaN            NaN
  1452.99        2500.00        99.0983                 NaN  0.606695       0.262595                 NaN  0.324115E-001            NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.2642                 NaN  0.482979       0.252775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        2500.00        99.1824                 NaN  0.538301       0.279318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.1869                 NaN  0.534080       0.278926                 NaN  0.107525E-005  0.969292E-004            NaN            NaN            NaN            NaN
  1448.11        2500.00        99.1927                 NaN  0.533874       0.267581                 NaN  0.584766E-002            NaN            NaN            NaN            NaN            NaN
  1446.89        2500.00        98.8687                 NaN  0.320989       0.585021                 NaN  0.732041E-001            NaN  0.152076                 NaN            NaN            NaN
  1445.67        2500.00        97.7877                 NaN  0.751280       0.513786                 NaN  0.287714                 NaN  0.659561                 NaN            NaN            NaN
  1444.44        2500.00        97.8309                 NaN  0.739530       0.497045                 NaN  0.285833                 NaN  0.646695                 NaN            NaN            NaN
  1443.22        2500.00        97.8596                 NaN  0.482213       0.733403                 NaN  0.286203                 NaN  0.638568                 NaN            NaN            NaN
  1442.00        2500.00        97.8936                 NaN  0.468355       0.724529                 NaN  0.284900                 NaN  0.628580                 NaN            NaN            NaN
  1440.78        2500.00        97.9235                 NaN  0.716652       0.454860                 NaN  0.285266                 NaN  0.619765                 NaN            NaN            NaN
  1439.56        2500.00        97.9550                 NaN  0.441427       0.708441                 NaN  0.284485                 NaN  0.610684                 NaN            NaN            NaN
  1438.34        2500.00        97.9903                 NaN  0.699970       0.426523                 NaN  0.283064                 NaN  0.600106                 NaN            NaN            NaN
  1437.12        2500.00        98.0142                 NaN  0.694055       0.414601                 NaN  0.283732                 NaN  0.593429                 NaN            NaN            NaN
  1435.90        2500.00        98.0442                 NaN  0.686888       0.400653                 NaN  0.283044                 NaN  0.585179                 NaN            NaN            NaN
  1434.68        2500.00        98.0710                 NaN  0.680309       0.388889                 NaN  0.282955                 NaN  0.576809                 NaN            NaN            NaN
  1433.46        2500.00        98.0986                 NaN  0.377221       0.673287                 NaN  0.282338                 NaN  0.568550                 NaN            NaN            NaN
  1432.23        2500.00        98.8802                 NaN  0.399100       0.217000                 NaN  0.168755                 NaN  0.334905                 NaN            NaN            NaN
  1431.01        2500.00        97.3838                 NaN  0.933773       0.503236                 NaN  0.397111                 NaN  0.782047                 NaN            NaN            NaN
  1429.79        2500.00        98.1737                 NaN  0.342289       0.655485                 NaN  0.281954                 NaN  0.546550                 NaN            NaN            NaN
  1428.57        2500.00        98.1976                 NaN  0.330262       0.650479                 NaN  0.281866                 NaN  0.539750                 NaN            NaN            NaN
  1427.35        2500.00        98.2216                 NaN  0.644005       0.320597                 NaN  0.281423                 NaN  0.532338                 NaN            NaN            NaN
  1426.13        2500.00        98.2418                 NaN  0.640126       0.309572                 NaN  0.282018                 NaN  0.526488                 NaN            NaN            NaN
  1424.91        2500.00        98.2663                 NaN  0.633649       0.299817                 NaN  0.281121                 NaN  0.519074                 NaN            NaN            NaN
  1423.69        2500.00        98.2859                 NaN  0.629966       0.289094                 NaN  0.281591                 NaN  0.513491                 NaN            NaN            NaN
  1422.47        2500.00        98.3075                 NaN  0.624566       0.279583                 NaN  0.281326                 NaN  0.507057                 NaN            NaN            NaN
  1421.25        2500.00        98.3315                 NaN  0.618847       0.268954                 NaN  0.280778                 NaN  0.499896                 NaN            NaN            NaN
  1420.02        2500.00        98.3501                 NaN  0.259982       0.614537                 NaN  0.281037                 NaN  0.494350                 NaN            NaN            NaN
  1418.80        2500.00        98.3583                 NaN  0.618932       0.246273                 NaN  0.283630                 NaN  0.492913                 NaN            NaN            NaN
  1417.58        2500.00        98.3964                 NaN  0.242298       0.602710                 NaN  0.278561                 NaN  0.480000                 NaN            NaN            NaN
  1416.36        2500.00        98.4078                 NaN  0.232420       0.601564                 NaN  0.280861                 NaN  0.477305                 NaN            NaN            NaN
  1415.14        2500.00        98.4250                 NaN  0.598190       0.223987                 NaN  0.280798                 NaN  0.472039                 NaN            NaN            NaN
  1413.92        2500.00        98.4433                 NaN  0.594152       0.214708                 NaN  0.281033                 NaN  0.466837                 NaN            NaN            NaN
  1412.70        2500.00        98.4603                 NaN  0.205217       0.591482                 NaN  0.281408                 NaN  0.461629                 NaN            NaN            NaN
  1411.48        2500.00        98.4811                 NaN  0.198336       0.585393                 NaN  0.279826                 NaN  0.455324                 NaN            NaN            NaN
  1410.26        2500.00        98.4962                 NaN  0.188913       0.583571                 NaN  0.280444                 NaN  0.450831                 NaN            NaN            NaN
  1409.04        2500.00        98.5122                 NaN  0.181438       0.580011                 NaN  0.280403                 NaN  0.445988                 NaN            NaN            NaN
  1407.81        2500.00        98.5291                 NaN  0.576929       0.171489                 NaN  0.281174                 NaN  0.441297                 NaN            NaN            NaN
  1406.59        2500.00        98.5466                 NaN  0.571801       0.167183                 NaN  0.279042                 NaN  0.435387                 NaN            NaN            NaN
  1405.37        2500.00        98.5583                 NaN  0.158722       0.570314                 NaN  0.280462                 NaN  0.432216                 NaN            NaN            NaN
  1404.15        2500.00        98.5747                 NaN  0.567708       0.150522                 NaN  0.279996                 NaN  0.427024                 NaN            NaN            NaN
  1402.93        2500.00        98.5880                 NaN  0.143066       0.565790                 NaN  0.280111                 NaN  0.423033                 NaN            NaN            NaN
  1401.71        2500.00        98.6038                 NaN  0.135870       0.562389                 NaN  0.279651                 NaN  0.418245                 NaN            NaN            NaN
  1400.49        2500.00        98.6183                 NaN  0.128901       0.559174                 NaN  0.279702                 NaN  0.413951                 NaN            NaN            NaN
  1399.27        2500.00        98.6314                 NaN  0.122074       0.557329                 NaN  0.279412                 NaN  0.409788                 NaN            NaN            NaN
  1398.05        2500.00        98.6451                 NaN  0.554862       0.115095                 NaN  0.279260                 NaN  0.405688                 NaN            NaN            NaN
  1396.83        2500.00        98.6586                 NaN  0.552751       0.108080                 NaN  0.279041                 NaN  0.401517                 NaN            NaN            NaN
  1395.60        2500.00        98.6720                 NaN  0.101986       0.550081                 NaN  0.278578                 NaN  0.397351                 NaN            NaN            NaN
  1394.38        2500.00        98.6849                 NaN  0.547612       0.957947E-001            NaN  0.278358                 NaN  0.393360                 NaN            NaN            NaN
  1393.16        2500.00        98.6962                 NaN  0.546475       0.893414E-001            NaN  0.278210                 NaN  0.389796                 NaN            NaN            NaN
  1391.94        2500.00        98.7096                 NaN  0.543946       0.833467E-001            NaN  0.277495                 NaN  0.385609                 NaN            NaN            NaN
  1390.72        2500.00        98.7195                 NaN  0.544051       0.757518E-001            NaN  0.277916                 NaN  0.382761                 NaN            NaN            NaN
  1389.50        2500.00        98.7340                 NaN  0.539737       0.719123E-001            NaN  0.276417                 NaN  0.377912                 NaN            NaN            NaN
  1388.28        2500.00        98.7452                 NaN  0.538736       0.640574E-001            NaN  0.277076                 NaN  0.374906                 NaN            NaN            NaN
  1387.06        2500.00        98.7585                 NaN  0.606014E-001  0.535877                 NaN  0.274983                 NaN  0.370052                 NaN            NaN            NaN
  1385.84        2500.00        98.7254                 NaN  0.311487E-001  0.570908                 NaN  0.290802                 NaN  0.381710                 NaN            NaN            NaN
  1384.62        2500.00        98.8143                 NaN  0.505459       0.697132E-001            NaN  0.259663                 NaN  0.350897                 NaN            NaN            NaN
  1383.39        2500.00        98.7907                 NaN  0.531652       0.435817E-001            NaN  0.273826                 NaN  0.360191                 NaN            NaN            NaN
  1382.17        2500.00        98.7988                 NaN  0.383798E-001  0.531830                 NaN  0.273642                 NaN  0.357364                 NaN            NaN            NaN
  1380.95        2500.00        98.8121                 NaN  0.527915       0.345883E-001            NaN  0.272184                 NaN  0.353170                 NaN            NaN            NaN
  1379.73        2500.00        98.8204                 NaN  0.528067       0.292042E-001            NaN  0.271936                 NaN  0.350379                 NaN            NaN            NaN
  1378.51        2500.00        98.8312                 NaN  0.526422       0.244904E-001            NaN  0.270968                 NaN  0.346930                 NaN            NaN            NaN
  1377.29        2500.00        98.8411                 NaN  0.525110       0.201228E-001            NaN  0.269944                 NaN  0.343746                 NaN            NaN            NaN
  1376.07        2500.00        98.8508                 NaN  0.524005       0.154225E-001            NaN  0.269133                 NaN  0.340602                 NaN            NaN            NaN
  1374.85        2500.00        98.8602                 NaN  0.523744       0.103220E-001            NaN  0.268208                 NaN  0.337503                 NaN            NaN            NaN
  1373.63        2500.00        98.8228                 NaN  0.159181E-001  0.532903                 NaN  0.274647                 NaN  0.353765                 NaN            NaN            NaN
  1372.41        2500.00        98.9134                 NaN  0.361705E-001  0.495314                 NaN  0.242630                 NaN  0.312439                 NaN            NaN            NaN
  1371.18        2500.00        98.8901                 NaN  0.517901                 NaN            NaN  0.264348                 NaN  0.327673                 NaN            NaN            NaN
  1369.96        2500.00        98.8968                 NaN  0.515800                 NaN            NaN  0.262240                 NaN  0.325128                 NaN            NaN            NaN
  1368.74        2500.00        98.9041                 NaN  0.503141       0.169537E-001            NaN  0.253882                 NaN  0.321943                 NaN            NaN            NaN
  1367.52        2500.00        98.9062                 NaN  0.274613E-001  0.494162                 NaN  0.252001                 NaN  0.320141                 NaN            NaN            NaN
  1366.30        2500.00        98.9260                 NaN  0.508654                 NaN            NaN  0.251106                 NaN  0.314261                 NaN            NaN            NaN
  1365.08        2500.00        98.9300                 NaN  0.503946                 NaN            NaN  0.252830                 NaN  0.313215                 NaN            NaN            NaN
  1363.86        2500.00        98.9371                 NaN  0.501603                 NaN            NaN  0.250703                 NaN  0.310616                 NaN            NaN            NaN
  1362.64        2500.00        98.9442                 NaN  0.499975                 NaN            NaN  0.248061                 NaN  0.307792                 NaN            NaN            NaN
  1361.42        2500.00        98.9525                 NaN  0.494858                 NaN            NaN  0.247289                 NaN  0.305377                 NaN            NaN            NaN
  1360.20        2500.00        98.9578                 NaN  0.494833                 NaN            NaN  0.244680                 NaN  0.302716                 NaN            NaN            NaN
  1358.97        2500.00        98.9688                 NaN  0.492452                 NaN            NaN  0.239913                 NaN  0.298807                 NaN            NaN            NaN
  1357.75        2500.00        98.9752                 NaN  0.488880                 NaN            NaN  0.239241                 NaN  0.296633                 NaN            NaN            NaN
  1356.53        2500.00        98.9823                 NaN  0.487338                 NaN            NaN  0.236316                 NaN  0.294064                 NaN            NaN            NaN
  1355.31        2500.00        98.9883                 NaN  0.482230                 NaN            NaN  0.237026                 NaN  0.292434                 NaN            NaN            NaN
  1354.09        2500.00        98.9982                 NaN  0.481287                 NaN            NaN  0.232235                 NaN  0.288229                 NaN            NaN            NaN
  1352.87        2500.00        99.0031                 NaN  0.478427                 NaN            NaN  0.231871                 NaN  0.286651                 NaN            NaN            NaN
  1351.65        2500.00        99.0097                 NaN  0.476607                 NaN            NaN  0.229592                 NaN  0.284073                 NaN            NaN            NaN
  1350.43        2500.00        99.0166                 NaN  0.477324                 NaN            NaN  0.224716                 NaN  0.281348                 NaN            NaN            NaN
  1349.21        2500.00        99.0230                 NaN  0.474264                 NaN            NaN  0.223491                 NaN  0.279196                 NaN            NaN            NaN
  1347.99        2500.00        99.0303                 NaN  0.472163                 NaN            NaN  0.221056                 NaN  0.276523                 NaN            NaN            NaN
  1346.76        2500.00        99.0378                 NaN  0.466728                 NaN            NaN  0.221032                 NaN  0.274477                 NaN            NaN            NaN
  1345.54        2500.00        99.0421                 NaN  0.470049                 NaN            NaN  0.215932                 NaN  0.271889                 NaN            NaN            NaN
  1344.32        2500.00        99.0531                 NaN  0.453208                 NaN            NaN  0.223335                 NaN  0.270382                 NaN            NaN            NaN
  1343.10        2500.00        99.0470                 NaN  0.468401                 NaN            NaN  0.213987                 NaN  0.270619                 NaN            NaN            NaN
  1341.88        2500.00        99.0703                 NaN  0.464839                 NaN            NaN  0.204200                 NaN  0.260690                 NaN            NaN            NaN
  1340.66        2500.00        99.0659                 NaN  0.462949                 NaN            NaN  0.208044                 NaN  0.263150                 NaN            NaN            NaN
  1339.44        2500.00        99.0714                 NaN  0.463874                 NaN            NaN  0.203844                 NaN  0.260838                 NaN            NaN            NaN
  1338.22        2500.00        99.0771                 NaN  0.463344                 NaN            NaN  0.200973                 NaN  0.258616                 NaN            NaN            NaN
  1337.00        2500.00        99.0055                 NaN  0.493138                 NaN            NaN  0.193195                 NaN  0.272258       0.359404E-001            NaN            NaN
  1335.78        2500.00        98.9459                 NaN  0.513337                 NaN            NaN  0.189793                 NaN  0.283592       0.673920E-001            NaN            NaN
  1334.55        2500.00        98.9566                 NaN  0.507191                 NaN            NaN  0.188982                 NaN  0.280768       0.664160E-001            NaN            NaN
  1333.33        2500.00        98.9674                 NaN  0.500398                 NaN            NaN  0.188751                 NaN  0.278001       0.654790E-001            NaN            NaN
  1332.11        2500.00        98.9768                 NaN  0.496699                 NaN            NaN  0.186851                 NaN  0.275193       0.644202E-001            NaN            NaN
  1330.89        2500.00        98.9874                 NaN  0.490352                 NaN            NaN  0.186327                 NaN  0.272450       0.634772E-001            NaN            NaN
  1329.67        2500.00        98.9977                 NaN  0.485289                 NaN            NaN  0.184872                 NaN  0.269632       0.625081E-001            NaN            NaN
  1328.45        2500.00        99.0075                 NaN  0.479928                 NaN            NaN  0.184050                 NaN  0.266984       0.615670E-001            NaN            NaN
  1327.23        2500.00        99.0161                 NaN  0.476525                 NaN            NaN  0.182318                 NaN  0.264486       0.606010E-001            NaN            NaN
  1326.01        2500.00        99.0272                 NaN  0.469843                 NaN            NaN  0.181522                 NaN  0.261686       0.597113E-001            NaN            NaN
  1324.79        2500.00        99.0355                 NaN  0.468604                 NaN            NaN  0.178284                 NaN  0.258931       0.586671E-001            NaN            NaN
  1323.57        2500.00        99.0448                 NaN  0.464119                 NaN            NaN  0.176815                 NaN  0.256551       0.577485E-001            NaN            NaN
  1322.34        2500.00        99.0552                 NaN  0.458242                 NaN            NaN  0.175765                 NaN  0.253812       0.569368E-001            NaN            NaN
  1321.12        2500.00        99.0643                 NaN  0.451452                 NaN            NaN  0.176178                 NaN  0.251721       0.563203E-001            NaN            NaN
  1319.90        2500.00        99.0753                 NaN  0.448268                 NaN            NaN  0.173449                 NaN  0.247989       0.550059E-001            NaN            NaN
  1318.68        2500.00        99.0809                 NaN  0.446892                 NaN            NaN  0.171565                 NaN  0.246437       0.542244E-001            NaN            NaN
  1317.46        2500.00        99.0894                 NaN  0.442940                 NaN            NaN  0.170113                 NaN  0.244133       0.534327E-001            NaN            NaN
  1316.24        2500.00        99.0972                 NaN  0.440737                 NaN            NaN  0.167658                 NaN  0.241868       0.525687E-001            NaN            NaN
  1315.02        2500.00        99.1063                 NaN  0.435809                 NaN            NaN  0.166743                 NaN  0.239367       0.517500E-001            NaN            NaN
  1313.80        2500.00        99.1145                 NaN  0.433484                 NaN            NaN  0.164101                 NaN  0.237035       0.508814E-001            NaN            NaN
  1312.58        2500.00        99.1228                 NaN  0.429535                 NaN            NaN  0.162883                 NaN  0.234714       0.500878E-001            NaN            NaN
  1311.36        2500.00        99.1304                 NaN  0.427471                 NaN            NaN  0.160339                 NaN  0.232495       0.492566E-001            NaN            NaN
  1310.13        2500.00        99.1384                 NaN  0.424211                 NaN            NaN  0.158657                 NaN  0.230270       0.484849E-001            NaN            NaN
  1308.91        2500.00        99.1464                 NaN  0.421399                 NaN            NaN  0.156584                 NaN  0.227967       0.476628E-001            NaN            NaN
  1307.69        2500.00        99.1543                 NaN  0.417252                 NaN            NaN  0.155562                 NaN  0.225936       0.469478E-001            NaN            NaN
  1306.47        2500.00        99.1618                 NaN  0.415857                 NaN            NaN  0.152745                 NaN  0.223529       0.460657E-001            NaN            NaN
  1305.25        2500.00        99.1692                 NaN  0.413526                 NaN            NaN  0.150356                 NaN  0.221566       0.453336E-001            NaN            NaN
  1304.03        2500.00        99.1773                 NaN  0.409831                 NaN            NaN  0.149022                 NaN  0.219316       0.445783E-001            NaN            NaN
  1302.81        2500.00        99.1842                 NaN  0.408041                 NaN            NaN  0.146619                 NaN  0.217297       0.438170E-001            NaN            NaN
  1301.59        2500.00        99.1912                 NaN  0.406078                 NaN            NaN  0.144380                 NaN  0.215273       0.430498E-001            NaN            NaN
  1300.37        2500.00        99.1987                 NaN  0.402792                 NaN            NaN  0.142932                 NaN  0.213242       0.423581E-001            NaN            NaN
  1299.15        2500.00        78.1578                 NaN   4.58651                 NaN            NaN   1.91240                 NaN   2.92938       0.799189        11.6148                 NaN
  1297.92        2500.00        74.8277                 NaN   5.25393                 NaN            NaN   2.26796                 NaN   3.35962       0.900807        13.3900                 NaN
  1296.70        2500.00        76.7661                 NaN   4.88816                 NaN            NaN   2.14491                 NaN   3.11026       0.815764        12.2748                 NaN
  1295.48        2500.00        78.9108                 NaN   4.50017                 NaN            NaN   1.98255                 NaN   2.82895       0.725030        11.0525                 NaN
  1294.26        2500.00        78.3916                 NaN   4.64490                 NaN            NaN   2.06494                 NaN   2.90890       0.730736        11.2589                 NaN
  1293.04        2500.00        84.0756                 NaN   3.48977                 NaN            NaN   1.53685                 NaN   2.14459       0.526699        8.22648                 NaN
  1291.82        2500.00        83.2508                 NaN   3.70946                 NaN            NaN   1.61907                 NaN   2.26162       0.546399        8.61266                 NaN
  1290.60        2500.00        84.6907                 NaN   3.42835                 NaN            NaN   1.45838                 NaN   2.07012       0.494153        7.85827                 NaN
  1289.38        2500.00        85.3271                 NaN   3.35473                 NaN            NaN   1.41614                 NaN   1.98674       0.462954        7.45233                 NaN
  1288.16        2500.00        86.7989                 NaN   3.04015                 NaN            NaN   1.26988                 NaN   1.78955       0.413573        6.68795                 NaN
  1286.94        2500.00        87.2062                 NaN   2.97745                 NaN            NaN   1.23719                 NaN   1.73804       0.396067        6.44501                 NaN
  1285.71        2500.00        88.9700                 NaN   2.57935                 NaN            NaN   1.06462                 NaN   1.50001       0.338953        5.54705                 NaN
  1284.49        2500.00        90.0445                 NaN   2.44082                 NaN            NaN  0.768651                 NaN   1.33133       0.325798        5.08887                 NaN
  1283.27        2500.00        88.7019                 NaN   2.57688                 NaN            NaN   1.27111                 NaN   1.56271       0.322009        5.56536                 NaN
  1282.05        2500.00        91.4219                 NaN   2.10466                 NaN            NaN  0.826953                 NaN   1.16561       0.252542        4.22829                 NaN
  1280.83        2500.00        91.1606                 NaN   2.13803                 NaN            NaN  0.850730                 NaN   1.20740       0.261245        4.38201                 NaN
  1279.61        2500.00        91.3166                 NaN   2.16456                 NaN            NaN  0.741151                 NaN   1.18235       0.261154        4.33419                 NaN
  1278.39        2500.00        93.1165                 NaN   1.69760                 NaN            NaN  0.653943                 NaN  0.941648       0.199547        3.39072                 NaN
  1277.17        2500.00        92.7380                 NaN   1.82980                 NaN            NaN  0.623962                 NaN  0.987827       0.215038        3.60538                 NaN
  1275.95        2500.00        89.9327                 NaN   2.48065                 NaN            NaN  0.909685                 NaN   1.39222       0.306384        4.97834                 NaN
  1274.73        2500.00        96.9031                 NaN  0.825898                 NaN            NaN  0.263094                 NaN  0.403815       0.774304E-001   1.52666                 NaN
  1273.50        2500.00        86.3922                 NaN   2.87892                 NaN            NaN   1.31782                 NaN   1.92316       0.451770        7.03616                 NaN
  1272.28        2500.00        88.4887                 NaN   2.64210                 NaN            NaN  0.971288                 NaN   1.56484       0.366910        5.96620                 NaN
  1271.06        2500.00        97.8903                 NaN  0.863275                 NaN            NaN            NaN            NaN  0.214613                 NaN   1.03179                 NaN
  1269.84        2500.00        65.6550        33.9104       0.439156E-001            NaN            NaN            NaN            NaN  0.364789E-001  0.810258E-002  0.346060                 NaN
  1268.62        2500.00        78.7583        14.9183        2.25983                 NaN            NaN            NaN            NaN  0.866651       0.206467        2.99044                 NaN
  1267.40        2500.00        98.0054                 NaN  0.576473                 NaN            NaN            NaN            NaN  0.373071       0.243085E-001   1.02071                 NaN
  1266.18        2500.00        98.8866                 NaN            NaN            NaN            NaN            NaN            NaN  0.219162       0.588446E-001  0.835435                 NaN
  1264.96        2500.00        84.7278                 NaN   4.37931                 NaN            NaN   1.69067                 NaN   2.02469       0.362831        6.81466                 NaN
  1263.74        2500.00        96.8171                 NaN            NaN            NaN            NaN  0.875122                 NaN  0.319136       0.109660        1.87895                 NaN
  1262.52        2500.00        95.0992                 NaN   1.92344                 NaN            NaN            NaN            NaN  0.691241       0.791804E-001   2.20698                 NaN
  1261.29        2500.00        94.9123                 NaN   1.63421                 NaN            NaN  0.355283                 NaN  0.740337       0.128559        2.22929                 NaN
  1260.07        2500.00        94.9347                 NaN   1.05384                 NaN            NaN  0.568867                 NaN  0.667333       0.154201        2.62109                 NaN
  1258.85        2500.00        97.1312                 NaN   1.07508                 NaN            NaN  0.189144                 NaN  0.184037       0.651574E-001   1.35538                 NaN
  1257.63        2500.00        99.9667                 NaN            NaN            NaN            NaN  0.214320E-004            NaN  0.332492E-001            NaN            NaN            NaN
  1256.41        2500.00        99.4424                 NaN  0.106745                 NaN            NaN  0.685724E-004            NaN  0.233993                 NaN  0.216744                 NaN
  1255.19        2500.00        98.2790                 NaN  0.802989                 NaN            NaN  0.332976E-005            NaN  0.113426                 NaN  0.804550                 NaN
  1253.97        2500.00        96.7029                 NaN   1.14075                 NaN            NaN  0.164905E-005            NaN  0.420275       0.899644E-001   1.64609                 NaN
  1252.75        2500.00        96.6409                 NaN   1.06926                 NaN            NaN            NaN            NaN  0.423256       0.146879        1.71973                 NaN
  1251.53        2500.00        88.1768                 NaN  0.831549E-003   2.94710                 NaN  0.860360                 NaN   1.43822       0.406364        6.17030                 NaN
  1250.31        2500.00        99.5520                 NaN  0.426401                 NaN            NaN  0.427220E-005            NaN            NaN            NaN  0.216289E-001            NaN
  1249.08        2500.00        99.4782                 NaN            NaN            NaN            NaN            NaN            NaN  0.621135E-002            NaN  0.515629                 NaN
  1247.86        2500.00        98.8302                 NaN  0.409650                 NaN            NaN            NaN            NaN  0.157554                 NaN  0.602585                 NaN
  1246.64        2500.00        95.4711                 NaN   1.84338                 NaN            NaN  0.250466E-005            NaN  0.518422       0.673756E-001   2.09974                 NaN
  1245.42        2500.00        96.5212                 NaN  0.998196                 NaN            NaN            NaN            NaN  0.636188       0.526518E-001   1.79174                 NaN
  1244.20        2500.00        99.6267                 NaN            NaN            NaN            NaN  0.201614E-005            NaN  0.298231E-001  0.606387E-001  0.282857                 NaN
  1242.98        2500.00        98.2799                 NaN  0.706187                 NaN            NaN  0.221744E-005            NaN  0.227111                 NaN  0.786766                 NaN
  1241.76        2500.00        97.2314                 NaN   1.12366                 NaN            NaN  0.462942E-005            NaN  0.428833       0.248980E-001   1.19124                 NaN
  1240.54        2500.00        98.0956                 NaN  0.531855                 NaN            NaN  0.110799E-004            NaN  0.212075       0.212206E-001   1.13919                 NaN
  1239.32        2500.00        97.7297                 NaN  0.829162                 NaN            NaN  0.583727E-005            NaN  0.307771       0.392925E-001   1.09408                 NaN
  1238.10        2500.00        97.8361                 NaN  0.738171                 NaN            NaN  0.158654E-005            NaN  0.292273       0.415213E-001   1.09196                 NaN
  1236.87        2500.00        57.7712                 NaN            NaN            NaN            NaN   3.56547                 NaN   4.09470       0.830321        21.3214        12.4169     
  1235.65        2500.00        92.0480                 NaN   6.87029                 NaN            NaN            NaN            NaN  0.651659       0.420732E-003  0.429651                 NaN
  1234.43        2500.00        97.3205                 NaN   1.05082                 NaN            NaN            NaN            NaN  0.121857                 NaN   1.41003       0.967659E-001
  1233.21        2500.00        98.7864                 NaN  0.980041E-001            NaN            NaN            NaN            NaN  0.112603       0.572942E-001  0.945664                 NaN
  1231.99        2500.00        99.3843                 NaN            NaN            NaN            NaN            NaN            NaN  0.452821       0.533597E-001            NaN  0.109548     
  1230.77        2500.00        98.8976                 NaN  0.779083                 NaN            NaN            NaN            NaN  0.323279                 NaN            NaN            NaN
