|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1562.86        2500.00        99.3951       0.544579       0.602983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.2752       0.655251       0.694998E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        2500.00        99.5346       0.417890       0.474878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        2500.00        99.7976       0.179420       0.221516E-001  0.786622E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        2500.00        99.0319       0.874139       0.939486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        2500.00        99.4215       0.521948       0.565256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        2500.00        99.3884       0.551752       0.598506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00        99.4659       0.482494       0.516213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        2500.00        99.4322       0.513024       0.547454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00        99.4380       0.509815       0.522292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        2500.00        99.3651       0.577945       0.569655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00        99.5212       0.433636       0.451719E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00        99.4492       0.500220       0.505953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.4549       0.494508       0.505878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00        99.4584       0.488154       0.534724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00        99.4614       0.493136       0.454673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00        99.4648       0.488338       0.468641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.4695       0.483258       0.472376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00        99.4652       0.485449       0.493675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00        99.4858       0.468837       0.453495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00        99.4801       0.475065       0.448651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00        99.4846       0.470084       0.453303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00        99.4131       0.539165       0.477000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00        99.8624       0.127333       0.102454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00        99.1960       0.732878       0.711355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00        99.4988       0.460196       0.410006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00        99.4997       0.460329       0.399481E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00        99.5049       0.454381       0.407359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00        99.5066       0.454851       0.385290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00        99.5109       0.448597       0.404825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00        99.4597       0.498770       0.415636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00        99.5699       0.397988       0.320765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00        99.5177       0.446108       0.362416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00        99.5224       0.443026       0.346055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00        99.5172       0.448226       0.346034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00        99.5328       0.436010       0.312326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00        99.5296       0.436854       0.335927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1017       0.760082       0.476076E-001            NaN  0.906186E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00        99.8580       0.698930E-001  0.158307E-001            NaN  0.562488E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00        99.6095                 NaN            NaN            NaN  0.390534                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00        99.2955       0.353161E-001            NaN            NaN  0.669218                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00        99.4033       0.141295                 NaN            NaN  0.455407                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00        99.3985       0.168333E-001  0.511435E-003            NaN  0.584153                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        99.4488                 NaN            NaN            NaN  0.551172                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00        99.9853                 NaN  0.146855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00        98.7600                 NaN            NaN            NaN   1.24001                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00        99.3953                 NaN            NaN            NaN  0.604662                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00        99.3965                 NaN            NaN            NaN  0.603486                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00        99.3899                 NaN            NaN            NaN  0.610055                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3914                 NaN            NaN            NaN  0.608571                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00        99.3850                 NaN            NaN            NaN  0.614958                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00        99.3813                 NaN            NaN            NaN  0.618731                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00        99.3799                 NaN            NaN            NaN  0.620135                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00        99.2716                 NaN            NaN            NaN  0.537029       0.191355                 NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00        98.9099                 NaN            NaN            NaN  0.672454       0.417687                 NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00        99.2359                 NaN            NaN            NaN  0.293910       0.470218                 NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00        99.0854                 NaN            NaN            NaN  0.563103       0.351475                 NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00        99.0922                 NaN            NaN            NaN  0.558320       0.349430                 NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00        99.0997                 NaN            NaN            NaN  0.555072       0.345273                 NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00        99.1073                 NaN            NaN            NaN  0.342627       0.550043                 NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00        99.1158                 NaN            NaN            NaN  0.338864       0.545350                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1221                 NaN            NaN            NaN  0.336406       0.541456                 NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00        99.1302                 NaN            NaN            NaN  0.536911       0.332927                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00        99.1374                 NaN            NaN            NaN  0.330506       0.532103                 NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00        99.1436                 NaN            NaN            NaN  0.327398       0.528986                 NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00        99.1512                 NaN            NaN            NaN  0.524320       0.324452                 NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00        99.1572                 NaN            NaN            NaN  0.521342       0.321490                 NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00        99.1645                 NaN            NaN            NaN  0.516756       0.318719                 NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00        99.1704                 NaN            NaN            NaN  0.316290       0.513359                 NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00        99.1776                 NaN            NaN            NaN  0.509137       0.313287                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00        99.1837                 NaN            NaN            NaN  0.310883       0.505454                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00        99.1894                 NaN            NaN            NaN  0.307903       0.502681                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00        99.1955                 NaN            NaN            NaN  0.499379       0.305119                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.2002                 NaN            NaN            NaN  0.497524       0.302278                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00        99.2081                 NaN            NaN            NaN  0.491694       0.300233                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00        99.2133                 NaN            NaN            NaN  0.297592       0.489091                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00        99.8386                 NaN            NaN            NaN  0.607441E-001  0.100664                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00        98.6067                 NaN            NaN            NaN  0.525451       0.867812                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00        99.2294                 NaN            NaN            NaN  0.480503       0.290068                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00        99.2353                 NaN            NaN            NaN  0.287154       0.477574                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00        99.2406                 NaN            NaN            NaN  0.285569       0.473784                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00        99.0559                 NaN            NaN            NaN  0.372185       0.483423       0.885347E-001            NaN            NaN            NaN            NaN
  1442.98        2500.00        98.0171                 NaN            NaN            NaN  0.863505       0.539517       0.579853                 NaN            NaN            NaN            NaN
  1441.52        2500.00        97.7538                 NaN            NaN  0.628657E-001  0.860682       0.648202       0.674415                 NaN            NaN            NaN            NaN
  1440.06        2500.00        97.6326                 NaN            NaN  0.984951E-001  0.701450       0.847046       0.720395                 NaN            NaN            NaN            NaN
  1438.59        2500.00        97.7000                 NaN            NaN  0.953031E-001  0.823580       0.681137       0.699945                 NaN            NaN            NaN            NaN
  1437.13        2500.00        97.7634                 NaN            NaN  0.922481E-001  0.661385       0.802147       0.680802                 NaN            NaN            NaN            NaN
  1435.67        2500.00        97.8241                 NaN            NaN  0.890784E-001  0.642265       0.781842       0.662730                 NaN            NaN            NaN            NaN
  1434.21        2500.00        97.8832                 NaN            NaN  0.862021E-001  0.624157       0.761906       0.644490                 NaN            NaN            NaN            NaN
  1432.75        2500.00        97.9369                 NaN            NaN  0.834856E-001  0.608336       0.743066       0.628179                 NaN            NaN            NaN            NaN
  1431.28        2500.00        97.9911                 NaN            NaN  0.807775E-001  0.590908       0.725439       0.611789                 NaN            NaN            NaN            NaN
  1429.82        2500.00        98.0410                 NaN            NaN  0.783049E-001  0.708632       0.575411       0.596644                 NaN            NaN            NaN            NaN
  1428.36        2500.00        98.0888                 NaN            NaN  0.758833E-001  0.692856       0.560261       0.582183                 NaN            NaN            NaN            NaN
  1426.90        2500.00        98.1354                 NaN            NaN  0.735871E-001  0.546093       0.676993       0.567901                 NaN            NaN            NaN            NaN
  1425.44        2500.00        98.1797                 NaN            NaN  0.713284E-001  0.532045       0.662384       0.554498                 NaN            NaN            NaN            NaN
  1423.97        2500.00        98.2216                 NaN            NaN  0.693642E-001  0.648169       0.519331       0.541520                 NaN            NaN            NaN            NaN
  1422.51        2500.00        98.2637                 NaN            NaN  0.672432E-001  0.506243       0.634080       0.528738                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.3028                 NaN            NaN  0.652174E-001  0.621181       0.493968       0.516869                 NaN            NaN            NaN            NaN
  1419.59        2500.00        98.3401                 NaN            NaN  0.633866E-001  0.608837       0.482119       0.505555                 NaN            NaN            NaN            NaN
  1418.13        2500.00        98.3764                 NaN            NaN  0.615856E-001  0.471344       0.596473       0.494193                 NaN            NaN            NaN            NaN
  1416.66        2500.00        98.4112                 NaN            NaN  0.596993E-001  0.585402       0.459956       0.483705                 NaN            NaN            NaN            NaN
  1415.20        2500.00        98.4449                 NaN            NaN  0.580021E-001  0.449472       0.574245       0.473357                 NaN            NaN            NaN            NaN
  1413.74        2500.00        98.4774                 NaN            NaN  0.563538E-001  0.563544       0.439353       0.463357                 NaN            NaN            NaN            NaN
  1412.28        2500.00        98.5084                 NaN            NaN  0.547915E-001  0.553019       0.429931       0.453814                 NaN            NaN            NaN            NaN
  1410.82        2500.00        98.5393                 NaN            NaN  0.532398E-001  0.543308       0.419847       0.444342                 NaN            NaN            NaN            NaN
  1409.35        2500.00        98.5679                 NaN            NaN  0.516928E-001  0.409875       0.534895       0.435686                 NaN            NaN            NaN            NaN
  1407.89        2500.00        98.5961                 NaN            NaN  0.503547E-001  0.402257       0.524437       0.426841                 NaN            NaN            NaN            NaN
  1406.43        2500.00        98.6240                 NaN            NaN  0.488745E-001  0.515804       0.393022       0.418271                 NaN            NaN            NaN            NaN
  1404.97        2500.00        98.6500                 NaN            NaN  0.475707E-001  0.385076       0.507106       0.410212                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.6756                 NaN            NaN  0.462289E-001  0.499068       0.376769       0.402341                 NaN            NaN            NaN            NaN
  1402.04        2500.00        98.6998                 NaN            NaN  0.452136E-001  0.490401       0.369856       0.394752                 NaN            NaN            NaN            NaN
  1400.58        2500.00        98.7375                 NaN            NaN  0.433335E-001  0.357082       0.478740       0.383363                 NaN            NaN            NaN            NaN
  1399.12        2500.00        98.7351                 NaN            NaN  0.429782E-001  0.480308       0.357995       0.383645                 NaN            NaN            NaN            NaN
  1397.66        2500.00        98.7700                 NaN            NaN  0.412804E-001  0.468788       0.346909       0.373001                 NaN            NaN            NaN            NaN
  1396.20        2500.00        98.7912                 NaN            NaN  0.403386E-001  0.340680       0.461141       0.366638                 NaN            NaN            NaN            NaN
  1394.73        2500.00        98.8123                 NaN            NaN  0.390791E-001  0.333641       0.455009       0.359995                 NaN            NaN            NaN            NaN
  1393.27        2500.00        98.8348                 NaN            NaN  0.379611E-001  0.448139       0.326315       0.352828                 NaN            NaN            NaN            NaN
  1391.81        2500.00        98.8531                 NaN            NaN  0.369426E-001  0.320034       0.442682       0.347286                 NaN            NaN            NaN            NaN
  1390.35        2500.00        98.8732                 NaN            NaN  0.359493E-001  0.435880       0.314012       0.340919                 NaN            NaN            NaN            NaN
  1388.89        2500.00        98.8920                 NaN            NaN  0.350182E-001  0.308230       0.429639       0.335093                 NaN            NaN            NaN            NaN
  1387.42        2500.00        98.9099                 NaN            NaN  0.341302E-001  0.303013       0.423529       0.329474                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.9281                 NaN            NaN  0.329409E-001  0.418790       0.296403       0.323757                 NaN            NaN            NaN            NaN
  1384.50        2500.00        98.9452                 NaN            NaN  0.321351E-001  0.290940       0.413283       0.318441                 NaN            NaN            NaN            NaN
  1383.04        2500.00        98.9627                 NaN            NaN  0.311999E-001  0.407935       0.285229       0.312971                 NaN            NaN            NaN            NaN
  1381.58        2500.00        98.9787                 NaN            NaN  0.303866E-001  0.402628       0.280327       0.307933                 NaN            NaN            NaN            NaN
  1380.11        2500.00        98.9947                 NaN            NaN  0.295126E-001  0.275074       0.397758       0.302950                 NaN            NaN            NaN            NaN
  1378.65        2500.00        99.0103                 NaN            NaN  0.286752E-001  0.270034       0.392898       0.298044                 NaN            NaN            NaN            NaN
  1377.19        2500.00        99.0254                 NaN            NaN  0.278538E-001  0.265278       0.388216       0.293279                 NaN            NaN            NaN            NaN
  1375.73        2500.00        99.0403                 NaN            NaN  0.270122E-001  0.383760       0.260319       0.288561                 NaN            NaN            NaN            NaN
  1374.27        2500.00        99.0546                 NaN            NaN  0.263491E-001  0.378993       0.255936       0.284158                 NaN            NaN            NaN            NaN
  1372.80        2500.00        99.0683                 NaN            NaN  0.255417E-001  0.251437       0.374969       0.279770                 NaN            NaN            NaN            NaN
  1371.34        2500.00        99.0831                 NaN            NaN  0.246830E-001  0.246580       0.370549       0.275121                 NaN            NaN            NaN            NaN
  1369.88        2500.00        99.0957                 NaN            NaN  0.239326E-001  0.367125       0.242098       0.271147                 NaN            NaN            NaN            NaN
  1368.42        2500.00        99.1088                 NaN            NaN  0.232454E-001  0.237981       0.363012       0.266993                 NaN            NaN            NaN            NaN
  1366.96        2500.00        99.1216                 NaN            NaN  0.225761E-001  0.233986       0.358882       0.262969                 NaN            NaN            NaN            NaN
  1365.49        2500.00        99.1341                 NaN            NaN  0.218553E-001  0.355227       0.229814       0.258996                 NaN            NaN            NaN            NaN
  1364.03        2500.00        99.1460                 NaN            NaN  0.211978E-001  0.226045       0.351504       0.255282                 NaN            NaN            NaN            NaN
  1362.57        2500.00        99.1581                 NaN            NaN  0.205913E-001  0.347966       0.221842       0.251504                 NaN            NaN            NaN            NaN
  1361.11        2500.00        99.1698                 NaN            NaN  0.197669E-001  0.218043       0.344751       0.247635                 NaN            NaN            NaN            NaN
  1359.65        2500.00        99.1808                 NaN            NaN  0.191753E-001  0.341363       0.214425       0.244192                 NaN            NaN            NaN            NaN
  1358.19        2500.00        99.1916                 NaN            NaN  0.185618E-001  0.338161       0.210941       0.240783                 NaN            NaN            NaN            NaN
  1356.72        2500.00        99.2030                 NaN            NaN  0.179164E-001  0.207205       0.334793       0.237117                 NaN            NaN            NaN            NaN
  1355.26        2500.00        99.2134                 NaN            NaN  0.174125E-001  0.331550       0.203816       0.233847                 NaN            NaN            NaN            NaN
  1353.80        2500.00        99.2234                 NaN            NaN  0.166733E-001  0.200321       0.328991       0.230661                 NaN            NaN            NaN            NaN
  1352.34        2500.00        99.2338                 NaN            NaN  0.161658E-001  0.325598       0.197138       0.227303                 NaN            NaN            NaN            NaN
  1350.88        2500.00        99.2435                 NaN            NaN  0.155771E-001  0.193970       0.322762       0.224214                 NaN            NaN            NaN            NaN
  1349.41        2500.00        99.2533                 NaN            NaN  0.149840E-001  0.190400       0.320195       0.221114                 NaN            NaN            NaN            NaN
  1347.95        2500.00        99.2627                 NaN            NaN  0.144489E-001  0.187321       0.317432       0.218102                 NaN            NaN            NaN            NaN
  1346.49        2500.00        99.2719                 NaN            NaN  0.139220E-001  0.184328       0.314692       0.215142                 NaN            NaN            NaN            NaN
  1345.03        2500.00        99.2897                 NaN  0.311793E-001  0.984141E-002  0.268429       0.188664       0.212208                 NaN            NaN            NaN            NaN
  1343.57        2500.00        99.3058                 NaN  0.565992E-001  0.639859E-002  0.191641       0.230324       0.209244                 NaN            NaN            NaN            NaN
  1342.10        2500.00        99.1947                 NaN  0.711162E-001  0.646103E-002  0.224175       0.260370       0.243134                 NaN            NaN            NaN            NaN
  1340.64        2500.00        99.4437                 NaN  0.440607E-001  0.439199E-002  0.190319       0.150747       0.166826                 NaN            NaN            NaN            NaN
  1339.18        2500.00        99.3343                 NaN  0.679313E-001  0.343393E-002  0.185871       0.207535       0.200966                 NaN            NaN            NaN            NaN
  1337.72        2500.00        99.3378                 NaN  0.511806E-001  0.479689E-002  0.179158       0.228728       0.198349                 NaN            NaN            NaN            NaN
  1336.26        2500.00        99.3483                 NaN  0.609716E-001  0.314417E-002  0.178790       0.212990       0.195802                 NaN            NaN            NaN            NaN
  1334.79        2500.00        99.3564                 NaN  0.616283E-001  0.255176E-002  0.209526       0.176825       0.193095                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.3640                 NaN  0.627220E-001  0.190563E-002  0.174417       0.206202       0.190739                 NaN            NaN            NaN            NaN
  1331.87        2500.00        99.3721                 NaN  0.633687E-001  0.130527E-002  0.172386       0.202815       0.188041                 NaN            NaN            NaN            NaN
  1330.41        2500.00        99.3074                 NaN  0.443569E-001  0.410409E-002  0.179901       0.258022       0.206177                 NaN            NaN            NaN            NaN
  1328.95        2500.00        99.4544                 NaN  0.748917E-001            NaN  0.148752       0.157675       0.164282                 NaN            NaN            NaN            NaN
  1327.48        2500.00        99.3936                 NaN  0.645054E-001            NaN  0.194676       0.166066       0.181189                 NaN            NaN            NaN            NaN
  1326.02        2500.00        99.3998                 NaN  0.635615E-001            NaN  0.163885       0.193620       0.179177                 NaN            NaN            NaN            NaN
  1324.56        2500.00        99.4055                 NaN  0.626833E-001            NaN  0.162350       0.192157       0.177276                 NaN            NaN            NaN            NaN
  1323.10        2500.00        99.4124                 NaN  0.618764E-001            NaN  0.159954       0.190725       0.175088                 NaN            NaN            NaN            NaN
  1321.64        2500.00        99.4179                 NaN  0.602096E-001            NaN  0.190752       0.158034       0.173117                 NaN            NaN            NaN            NaN
  1320.17        2500.00        78.7542                 NaN   1.30291       0.242547        2.72592        1.41901        2.63485        12.9206                 NaN            NaN            NaN
  1318.71        2500.00        72.7615                 NaN   1.71557       0.331650        3.50865        1.58268        3.32599        16.7740                 NaN            NaN            NaN
  1317.25        2500.00        78.0727                 NaN   1.48367       0.265454        2.87707        1.08852        2.67561        13.5370                 NaN            NaN            NaN
  1315.79        2500.00        81.6963                 NaN   1.31821       0.221394        2.43576       0.766096        2.23327        11.3290                 NaN            NaN            NaN
  1314.33        2500.00        84.4943                 NaN   1.17920       0.185724        2.10280       0.533496        1.89040        9.61406                 NaN            NaN            NaN
  1312.86        2500.00        86.5137                 NaN   1.08264       0.159547        1.85463       0.365183        1.64460        8.37975                 NaN            NaN            NaN
  1311.40        2500.00        87.5867                 NaN   1.04038       0.147246        1.73062       0.251282        1.51399        7.72976                 NaN            NaN            NaN
  1309.94        2500.00        89.9044                 NaN  0.888213       0.116141        1.42927       0.138378        1.23047        6.29311                 NaN            NaN            NaN
  1308.48        2500.00        90.4937                 NaN  0.901009       0.106656        1.38736                 NaN   1.15867        5.95266                 NaN            NaN            NaN
  1307.02        2500.00        91.3388                 NaN  0.768668       0.102136       0.110369        1.22788        1.05837        5.39381                 NaN            NaN            NaN
  1305.55        2500.00        92.1035                 NaN  0.753217       0.901963E-001   1.15235                 NaN  0.964183        4.93651                 NaN            NaN            NaN
  1304.09        2500.00        92.7398                 NaN  0.692933       0.838660E-001   1.06206                 NaN  0.887349        4.53396                 NaN            NaN            NaN
  1302.63        2500.00        93.0490                 NaN  0.409478       0.986521E-001  0.836156       0.535548       0.861557        4.20963                 NaN            NaN            NaN
  1301.17        2500.00        93.9889                 NaN  0.577256       0.705220E-001  0.885535                 NaN  0.734233        3.74353                 NaN            NaN            NaN
  1299.71        2500.00        94.2218                 NaN  0.557741       0.680671E-001  0.847799                 NaN  0.707746        3.59681                 NaN            NaN            NaN
  1298.24        2500.00        94.5947                 NaN  0.522464       0.638621E-001  0.796503                 NaN  0.662637        3.35985                 NaN            NaN            NaN
  1296.78        2500.00        94.9317                 NaN  0.491039       0.601825E-001  0.749286                 NaN  0.621793        3.14599                 NaN            NaN            NaN
  1295.32        2500.00        95.2262                 NaN  0.462889       0.567373E-001  0.709803                 NaN  0.585910        2.95850                 NaN            NaN            NaN
  1293.86        2500.00        95.4825                 NaN  0.438825       0.536748E-001  0.674380                 NaN  0.554851        2.79580                 NaN            NaN            NaN
  1292.40        2500.00        95.7404                 NaN  0.413412       0.508299E-001  0.641235                 NaN  0.523179        2.63097                 NaN            NaN            NaN
  1290.93        2500.00        95.9506                 NaN  0.392857       0.484102E-001  0.613661                 NaN  0.497767        2.49674                 NaN            NaN            NaN
  1289.47        2500.00        96.1571                 NaN  0.372495       0.459882E-001  0.587152                 NaN  0.472474        2.36483                 NaN            NaN            NaN
  1288.01        2500.00        94.5180                 NaN  0.462665       0.712358E-001  0.947975                 NaN  0.672479        3.32769                 NaN            NaN            NaN
  1286.55        2500.00        98.4132                 NaN  0.224485       0.129664E-001  0.144457                 NaN  0.199939        1.00498                 NaN            NaN            NaN
  1285.09        2500.00        95.3483                 NaN  0.447458       0.629259E-001  0.659509                 NaN  0.573357        2.90849                 NaN            NaN            NaN
  1283.62        2500.00        97.3594                 NaN  0.236642       0.309248E-001  0.501504                 NaN  0.330922        1.54057                 NaN            NaN            NaN
  1282.16        2500.00        97.6880                 NaN  0.240955       0.205363E-001  0.361789                 NaN  0.276249        1.41242                 NaN            NaN            NaN
  1280.70        2500.00        94.7195                 NaN  0.428760       0.614926E-001  0.992831                 NaN  0.646036        3.15135                 NaN            NaN            NaN
  1279.24        2500.00        98.3532                 NaN  0.333536       0.162862E-001  0.101119                 NaN  0.258867       0.936986                 NaN            NaN            NaN
  1277.78        2500.00        97.9105                 NaN  0.173617       0.127917E-001  0.310071                 NaN  0.209178        1.38384                 NaN            NaN            NaN
  1276.31        2500.00        97.1277                 NaN  0.169055       0.501704E-001  0.587968                 NaN  0.346325        1.71883                 NaN            NaN            NaN
  1274.85        2500.00        97.9524                 NaN  0.200964       0.252609E-001  0.323810                 NaN  0.251543        1.24598                 NaN            NaN            NaN
  1273.39        2500.00        97.6164                 NaN  0.220257       0.272877E-001  0.417490                 NaN  0.291740        1.42678                 NaN            NaN            NaN
  1271.93        2500.00        97.2886                 NaN  0.253516       0.280791E-001  0.486414                 NaN  0.329318        1.61409                 NaN            NaN            NaN
  1270.47        2500.00        97.9717                 NaN            NaN  0.374800E-001  0.141934       0.487300       0.262816        1.09879                 NaN            NaN            NaN
