|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q              hed           
  1401.39        2500.00                 NaN   98.8647                 NaN  0.892806E-001  0.444099                 NaN            NaN  0.190845       0.411107                 NaN            NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.8815                 NaN  0.859566E-001  0.439272                 NaN            NaN  0.188662       0.404622                 NaN            NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.8906                 NaN  0.793066E-001  0.439634                 NaN            NaN  0.188843       0.401650                 NaN            NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.9046                 NaN  0.436568       0.741195E-001            NaN            NaN  0.187994       0.396720                 NaN            NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.9164                 NaN  0.434896       0.688669E-001            NaN            NaN  0.187309       0.392551                 NaN            NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.9282                 NaN  0.433183       0.632621E-001            NaN            NaN  0.186850       0.388504                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7455                 NaN  0.637572                 NaN            NaN            NaN  0.193073       0.423821                 NaN            NaN            NaN            NaN
  1393.29        2500.00                 NaN   99.1486                 NaN  0.209077       0.123229                 NaN            NaN  0.178226       0.340873                 NaN            NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.9618                 NaN  0.481544E-001  0.428916                 NaN            NaN  0.184739       0.376401                 NaN            NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.9751                 NaN  0.424845       0.453771E-001            NaN            NaN  0.183077       0.371578                 NaN            NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.9844                 NaN  0.391360E-001  0.425263                 NaN            NaN  0.182817       0.368391                 NaN            NaN            NaN            NaN
  1388.67        2500.00                 NaN   98.9966                 NaN  0.422719       0.349111E-001            NaN            NaN  0.181776       0.364004                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN   99.0071                 NaN  0.303703E-001  0.421069                 NaN            NaN  0.181094       0.360319                 NaN            NaN            NaN            NaN
  1386.35        2500.00                 NaN   99.0172                 NaN  0.257223E-001  0.420252                 NaN            NaN  0.180237       0.356600                 NaN            NaN            NaN            NaN
  1385.20        2500.00                 NaN   99.0273                 NaN  0.219951E-001  0.418470                 NaN            NaN  0.179315       0.352938                 NaN            NaN            NaN            NaN
  1384.04        2500.00                 NaN   99.0379                 NaN  0.416606       0.180455E-001            NaN            NaN  0.178337       0.349124                 NaN            NaN            NaN            NaN
  1382.88        2500.00                 NaN   99.0473                 NaN  0.414998       0.143455E-001            NaN            NaN  0.177565       0.345787                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   99.0584                 NaN  0.951371E-002  0.414126                 NaN            NaN  0.176357       0.341637                 NaN            NaN            NaN            NaN
  1380.57        2500.00                 NaN   99.0676                 NaN  0.412049       0.650640E-002            NaN            NaN  0.175563       0.338292                 NaN            NaN            NaN            NaN
  1379.41        2500.00                 NaN   99.0770                 NaN  0.411450       0.227925E-002            NaN            NaN  0.174406       0.334859                 NaN            NaN            NaN            NaN
  1378.25        2500.00                 NaN   99.0792                 NaN  0.385964       0.416391E-001            NaN            NaN  0.161823       0.331419                 NaN            NaN            NaN            NaN
  1377.10        2500.00                 NaN   99.0943                 NaN  0.406714                 NaN            NaN            NaN  0.170858       0.328154                 NaN            NaN            NaN            NaN
  1375.94        2500.00                 NaN   98.0664                 NaN  0.180207       0.813093                 NaN            NaN  0.262548       0.677732                 NaN            NaN            NaN            NaN
  1374.78        2500.00                 NaN   99.9909                 NaN  0.331989E-002            NaN            NaN            NaN  0.581219E-002            NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00                 NaN   99.2544                 NaN  0.288605                 NaN            NaN            NaN  0.175607       0.281348                 NaN            NaN            NaN            NaN
  1372.47        2500.00                 NaN   99.1290                 NaN  0.390781                 NaN            NaN            NaN  0.165317       0.314892                 NaN            NaN            NaN            NaN
  1371.31        2500.00                 NaN   99.1235                 NaN  0.378588                 NaN            NaN            NaN  0.176201       0.321696                 NaN            NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.1618                 NaN  0.380783                 NaN            NaN            NaN  0.157634       0.299782                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.1535                 NaN  0.381748                 NaN            NaN            NaN  0.159587       0.305200                 NaN            NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.1606                 NaN  0.375274                 NaN            NaN            NaN  0.161059       0.303022                 NaN            NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.1691                 NaN  0.376511                 NaN            NaN            NaN  0.155524       0.298854                 NaN            NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.1770                 NaN  0.371133                 NaN            NaN            NaN  0.155586       0.296287                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.1842                 NaN  0.369717                 NaN            NaN            NaN  0.152937       0.293133                 NaN            NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.1915                 NaN  0.366639                 NaN            NaN            NaN  0.151642       0.290267                 NaN            NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.1985                 NaN  0.364533                 NaN            NaN            NaN  0.149500       0.287454                 NaN            NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.2055                 NaN  0.360971                 NaN            NaN            NaN  0.148722       0.284796                 NaN            NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.2126                 NaN  0.357209                 NaN            NaN            NaN  0.147777       0.282384                 NaN            NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.2207                 NaN  0.356143                 NaN            NaN            NaN  0.144805       0.278401                 NaN            NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.2269                 NaN  0.351450                 NaN            NaN            NaN  0.144935       0.276670                 NaN            NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.2345                 NaN  0.351170                 NaN            NaN            NaN  0.141413       0.272918                 NaN            NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.2403                 NaN  0.349289                 NaN            NaN            NaN  0.139742       0.270662                 NaN            NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.2463                 NaN  0.347315                 NaN            NaN            NaN  0.138052       0.268351                 NaN            NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.2535                 NaN  0.345263                 NaN            NaN            NaN  0.136036       0.265237                 NaN            NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.2506                 NaN  0.352259                 NaN            NaN            NaN  0.131336       0.265778                 NaN            NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.2732                 NaN  0.338231                 NaN            NaN            NaN  0.131465       0.257119                 NaN            NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.2717                 NaN  0.339039                 NaN            NaN            NaN  0.131270       0.257983                 NaN            NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.2780                 NaN  0.336003                 NaN            NaN            NaN  0.130303       0.255700                 NaN            NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.2857                 NaN  0.332845                 NaN            NaN            NaN  0.128977       0.252513                 NaN            NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.2227                 NaN  0.366270                 NaN            NaN            NaN  0.136411       0.274593                 NaN            NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.3599                 NaN  0.304966                 NaN            NaN            NaN  0.110959       0.224181                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.3032                 NaN  0.328450                 NaN            NaN            NaN  0.123112       0.245276                 NaN            NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.3083                 NaN  0.325375                 NaN            NaN            NaN  0.122947       0.243366                 NaN            NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.3067                 NaN  0.336117                 NaN            NaN            NaN  0.114782       0.242374                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.3213                 NaN  0.314668                 NaN            NaN            NaN  0.124954       0.239062                 NaN            NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.3254                 NaN  0.320843                 NaN            NaN            NaN  0.117569       0.236189                 NaN            NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.3273                 NaN  0.317912                 NaN            NaN            NaN  0.118694       0.236049                 NaN            NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.3379                 NaN  0.317095                 NaN            NaN            NaN  0.114113       0.230902                 NaN            NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.3336                 NaN  0.302314                 NaN            NaN            NaN  0.126314       0.237767                 NaN            NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.3563                 NaN  0.317076                 NaN            NaN            NaN  0.106003       0.220596                 NaN            NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.3498                 NaN  0.311902                 NaN            NaN            NaN  0.110714       0.227606                 NaN            NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.3419                 NaN  0.329490                 NaN            NaN            NaN  0.103292       0.225329                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.3709                 NaN  0.302988                 NaN            NaN            NaN  0.107110       0.219026                 NaN            NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.3662                 NaN  0.309176                 NaN            NaN            NaN  0.105198       0.219434                 NaN            NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.3695                 NaN  0.311446                 NaN            NaN            NaN  0.101461       0.217613                 NaN            NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.3748                 NaN  0.309083                 NaN            NaN            NaN  0.100485       0.215664                 NaN            NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3780                 NaN  0.310039                 NaN            NaN            NaN  0.980859E-001  0.213892                 NaN            NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.3829                 NaN  0.307877                 NaN            NaN            NaN  0.971589E-001  0.212075                 NaN            NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.3876                 NaN  0.306605                 NaN            NaN            NaN  0.956538E-001  0.210104                 NaN            NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.3905                 NaN  0.309260                 NaN            NaN            NaN  0.918506E-001  0.208438                 NaN            NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.3965                 NaN  0.303556                 NaN            NaN            NaN  0.933978E-001  0.206530                 NaN            NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.4020                 NaN  0.301056                 NaN            NaN            NaN  0.922983E-001  0.204607                 NaN            NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.4051                 NaN  0.302157                 NaN            NaN            NaN  0.898182E-001  0.202973                 NaN            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.4082                 NaN  0.303422                 NaN            NaN            NaN  0.871744E-001  0.201201                 NaN            NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4115                 NaN  0.303919                 NaN            NaN            NaN  0.848429E-001  0.199704                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.4141                 NaN  0.306262                 NaN            NaN            NaN  0.814542E-001  0.198227                 NaN            NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.4200                 NaN  0.301375                 NaN            NaN            NaN  0.823297E-001  0.196310                 NaN            NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.4234                 NaN  0.302622                 NaN            NaN            NaN  0.793159E-001  0.194673                 NaN            NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.4259                 NaN  0.306461                 NaN            NaN            NaN  0.742329E-001  0.193437                 NaN            NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.4295                 NaN  0.303110                 NaN            NaN            NaN  0.758369E-001  0.191512                 NaN            NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.4335                 NaN  0.302863                 NaN            NaN            NaN  0.735308E-001  0.190109                 NaN            NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.3814                 NaN  0.340752                 NaN            NaN            NaN  0.760502E-001  0.201750                 NaN            NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.4996                 NaN  0.255437                 NaN            NaN            NaN  0.712022E-001  0.173756                 NaN            NaN            NaN            NaN
  1306.54        2500.00                 NaN   99.4436                 NaN  0.302733                 NaN            NaN            NaN  0.678416E-001  0.185778                 NaN            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.4473                 NaN  0.301071                 NaN            NaN            NaN  0.673287E-001  0.184313                 NaN            NaN            NaN            NaN
  1304.22        2500.00                 NaN   91.5889                 NaN   1.78220                 NaN            NaN            NaN  0.397230        1.19363        5.03803                 NaN            NaN            NaN
  1303.07        2500.00                 NaN   90.9123                 NaN   1.93910                 NaN            NaN            NaN  0.409134        1.28195        5.45749                 NaN            NaN            NaN
  1301.91        2500.00                 NaN   91.2505                 NaN   1.88895                 NaN            NaN            NaN  0.391571        1.23988        5.22646       0.265055E-002            NaN            NaN
  1300.75        2500.00                 NaN   78.9634                 NaN   4.11071                 NaN            NaN            NaN  0.904210        2.94860        12.6395       0.433533                 NaN            NaN
  1299.60        2500.00                 NaN   80.5055                 NaN   3.80758                 NaN            NaN            NaN  0.890047        2.74077        11.6585       0.397571                 NaN            NaN
  1298.44        2500.00                 NaN   82.2399                 NaN   3.49683                 NaN            NaN            NaN  0.833905        2.50625        10.5659       0.357207                 NaN            NaN
  1297.28        2500.00                 NaN   83.9251                 NaN   3.19888                 NaN            NaN            NaN  0.765786        2.27710        9.51425       0.318887                 NaN            NaN
  1296.13        2500.00                 NaN   85.4434                 NaN   2.94075                 NaN            NaN            NaN  0.693385        2.06995        8.56801       0.284540                 NaN            NaN
  1294.97        2500.00                 NaN   86.7914                 NaN   2.71368                 NaN            NaN            NaN  0.623135        1.88534        7.73197       0.254487                 NaN            NaN
  1293.81        2500.00                 NaN   87.9826                 NaN   2.50408                 NaN            NaN            NaN  0.563653        1.72145        6.99947       0.228760                 NaN            NaN
  1292.66        2500.00                 NaN   89.0303                 NaN   2.32466                 NaN            NaN            NaN  0.505076        1.57681        6.35695       0.206181                 NaN            NaN
  1291.50        2500.00                 NaN   89.5277                 NaN   2.21496                 NaN            NaN            NaN  0.502218        1.51100        6.04783       0.196305                 NaN            NaN
  1290.34        2500.00                 NaN   87.3514                 NaN   2.64201                 NaN            NaN            NaN  0.568825        1.85140        7.35121       0.235127                 NaN            NaN
  1289.19        2500.00                 NaN   93.3596                 NaN   1.59020                 NaN            NaN            NaN  0.256443       0.953076        3.72296       0.117700                 NaN            NaN
  1288.03        2500.00                 NaN   90.2921                 NaN   2.05496                 NaN            NaN            NaN  0.499280        1.42267        5.55103       0.179923                 NaN            NaN
  1286.87        2500.00                 NaN   95.7696                 NaN   1.14983                 NaN            NaN            NaN  0.122761       0.592419        2.29298       0.724142E-001            NaN            NaN
  1285.72        2500.00                 NaN   90.1430                 NaN   2.14447                 NaN            NaN            NaN  0.387496        1.46199        5.69155       0.171545                 NaN            NaN
  1284.56        2500.00                 NaN   93.8939                 NaN   1.39733                 NaN            NaN            NaN  0.220303       0.896950        3.46464       0.126917                 NaN            NaN
  1283.40        2500.00                 NaN   96.3615                 NaN   1.16108                 NaN            NaN            NaN  0.941352E-001  0.504880        1.83465       0.437164E-001            NaN            NaN
  1282.25        2500.00                 NaN   91.8440                 NaN   1.92374                 NaN            NaN            NaN  0.228426        1.20370        4.66432       0.135858                 NaN            NaN
  1281.09        2500.00                 NaN   78.9083                 NaN  0.354099        5.82855                 NaN            NaN            NaN   3.17168        11.2953       0.442065                 NaN            NaN
  1279.93        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN            NaN  0.223715E-004  0.140719E-004  0.254789E-004            NaN            NaN            NaN
  1278.77        2500.00                 NaN   99.9996                 NaN  0.292994E-004  0.561357E-004            NaN            NaN  0.169620E-004  0.545694E-004  0.199820E-003            NaN            NaN            NaN
  1277.62        2500.00                 NaN   99.9999                 NaN  0.248917E-005            NaN            NaN            NaN            NaN            NaN  0.598736E-004  0.195104E-005            NaN            NaN
  1276.46        2500.00                 NaN   88.4962                 NaN   3.30670                 NaN            NaN            NaN  0.177228        1.81336        6.19714       0.939572E-002            NaN            NaN
  1275.30        2500.00                 NaN   97.7803                 NaN  0.670570                 NaN            NaN            NaN            NaN  0.325574        1.19067       0.328847E-001            NaN            NaN
  1274.15        2500.00                 NaN   96.1202                 NaN  0.731838                 NaN            NaN            NaN            NaN  0.661212        2.39084       0.959063E-001            NaN            NaN
  1272.99        2500.00                 NaN   99.2224                 NaN  0.240728E-001  0.328089                 NaN            NaN            NaN  0.292899E-001  0.396120                 NaN            NaN            NaN
  1271.83        2500.00                 NaN   95.5985                 NaN  0.916263                 NaN            NaN            NaN  0.316867       0.521841        2.57682       0.697335E-001            NaN            NaN
  1270.68        2500.00                 NaN   99.9481                 NaN  0.165311E-001            NaN            NaN            NaN  0.221428E-002  0.806677E-002  0.246781E-001  0.405401E-003            NaN            NaN
  1269.52        2500.00                 NaN   99.9333                 NaN            NaN            NaN            NaN            NaN  0.194013E-001  0.128081E-001  0.339875E-001  0.480125E-003            NaN            NaN
  1268.36        2500.00                 NaN   95.8749                 NaN   1.00211       0.249316                 NaN            NaN            NaN  0.799165        1.97812       0.964363E-001            NaN            NaN
  1267.21        2500.00                 NaN   98.6634                 NaN  0.167491       0.330058                 NaN            NaN            NaN  0.167157       0.671874                 NaN            NaN            NaN
  1266.05        2500.00                 NaN   99.2104                 NaN  0.121857                 NaN            NaN            NaN            NaN  0.118998       0.539315       0.940692E-002            NaN            NaN
  1264.89        2500.00                 NaN   98.3018                 NaN  0.567176                 NaN            NaN            NaN            NaN  0.225995       0.890744       0.142636E-001            NaN            NaN
  1263.74        2500.00                 NaN   97.9082                 NaN  0.642245                 NaN            NaN            NaN            NaN  0.312666        1.11039       0.264733E-001            NaN            NaN
  1262.58        2500.00                 NaN   98.4043                 NaN            NaN            NaN            NaN            NaN            NaN  0.359410        1.20688       0.294437E-001            NaN            NaN
  1261.42        2500.00                 NaN   96.2163                 NaN   1.65884                 NaN            NaN            NaN            NaN  0.412154        1.66659       0.460861E-001            NaN            NaN
  1260.27        2500.00                 NaN   99.6433                 NaN  0.132241E-001  0.411023E-001            NaN            NaN            NaN  0.425962E-001  0.256397       0.337342E-002            NaN            NaN
  1259.11        2500.00                 NaN   85.5164        4.10617        1.80683        1.44014                 NaN            NaN            NaN   1.46825        5.54121       0.121048                 NaN            NaN
  1257.95        2500.00                 NaN   94.8315        4.97420       0.480144E-001  0.148065E-001            NaN            NaN            NaN  0.265809E-001  0.102572       0.236321E-002            NaN            NaN
  1256.80        2500.00                 NaN   94.2871        5.43500       0.661806E-001  0.236596E-001            NaN            NaN            NaN  0.383088E-001  0.146432       0.333483E-002            NaN            NaN
  1255.64        2500.00                 NaN   93.4685        6.11731       0.969039E-001  0.348850E-001            NaN            NaN            NaN  0.568777E-001  0.220509       0.500420E-002            NaN            NaN
  1254.48        2500.00                 NaN   91.9651                 NaN   1.47681        1.04949                 NaN            NaN            NaN   1.12895        4.29320       0.864565E-001            NaN            NaN
  1253.33        2500.00                 NaN   98.5390                 NaN  0.365066                 NaN            NaN            NaN            NaN  0.228491       0.834579       0.328544E-001            NaN            NaN
  1252.17        2500.00                 NaN   96.4876                 NaN   1.02365                 NaN            NaN            NaN            NaN  0.488741        1.96476       0.352533E-001            NaN            NaN
  1251.01        2500.00                 NaN   97.9180                 NaN  0.691241                 NaN            NaN            NaN            NaN  0.191268        1.17620       0.233385E-001            NaN            NaN
  1249.86        2500.00                 NaN   99.0291                 NaN  0.204558                 NaN            NaN            NaN            NaN  0.272099       0.476857       0.173894E-001            NaN            NaN
