|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q              hed           
  1032.39        2500.00                 NaN            NaN            NaN  0.275956E-005   5.89484                 NaN            NaN   3.06057        7.85536        47.7908       0.822593        34.5758                 NaN
  1031.23        2500.00                 NaN            NaN            NaN  0.274660E-005   5.89470                 NaN            NaN   3.06051        7.85534        47.7904       0.822579        34.5765                 NaN
  1030.08        2500.00                 NaN            NaN            NaN  0.273408E-005   5.89456                 NaN            NaN   3.06045        7.85533        47.7899       0.822566        34.5772                 NaN
  1028.92        2500.00                 NaN            NaN            NaN  0.272194E-005   5.89442                 NaN            NaN   3.06039        7.85532        47.7894       0.822552        34.5779                 NaN
  1027.76        2500.00                 NaN            NaN            NaN  0.271013E-005   5.89428                 NaN            NaN   3.06032        7.85530        47.7889       0.822539        34.5787                 NaN
  1026.61        2500.00                 NaN            NaN            NaN  0.269878E-005   5.89414                 NaN            NaN   3.06026        7.85529        47.7884       0.822526        34.5794                 NaN
  1025.45        2500.00                 NaN            NaN            NaN  0.268776E-005   5.89400                 NaN            NaN   3.06020        7.85527        47.7879       0.822512        34.5801                 NaN
  1024.29        2500.00                 NaN            NaN            NaN  0.267707E-005   5.89386                 NaN            NaN   3.06014        7.85526        47.7874       0.822499        34.5808                 NaN
  1023.13        2500.00                 NaN            NaN            NaN  0.266695E-005   5.89372                 NaN            NaN   3.06008        7.85525        47.7870       0.822486        34.5815                 NaN
  1021.98        2500.00                 NaN            NaN            NaN  0.994526E-006   5.89358                 NaN            NaN   3.06001        7.85523        47.7865       0.822472        34.5822                 NaN
  1020.82        2500.00                 NaN            NaN            NaN  0.264756E-005   5.89344                 NaN            NaN   3.05995        7.85522        47.7860       0.822459        34.5829                 NaN
  1019.66        2500.00                 NaN            NaN            NaN  0.263820E-005   5.89330                 NaN            NaN   3.05989        7.85521        47.7855       0.822446        34.5836                 NaN
  1018.51        2500.00                 NaN            NaN            NaN  0.994463E-006   5.89316                 NaN            NaN   3.05983        7.85519        47.7850       0.822432        34.5844                 NaN
  1017.35        2500.00                 NaN            NaN            NaN  0.262081E-005   5.89302                 NaN            NaN   3.05977        7.85518        47.7845       0.822419        34.5851                 NaN
  1016.19        2500.00                 NaN            NaN            NaN  0.261273E-005   5.89288                 NaN            NaN   3.05971        7.85517        47.7841       0.822406        34.5858                 NaN
  1015.04        2500.00                 NaN            NaN            NaN  0.260489E-005   5.89274                 NaN            NaN   3.05964        7.85515        47.7836       0.822392        34.5865                 NaN
  1013.88        2500.00                 NaN            NaN            NaN  0.259665E-005   5.89260                 NaN            NaN   3.05958        7.85514        47.7831       0.822379        34.5872                 NaN
  1012.72        2500.00                 NaN            NaN            NaN  0.258945E-005   5.89246                 NaN            NaN   3.05952        7.85513        47.7826       0.822366        34.5879                 NaN
  1011.57        2500.00                 NaN            NaN            NaN  0.258261E-005   5.89232                 NaN            NaN   3.05946        7.85511        47.7821       0.822353        34.5886                 NaN
  1010.41        2500.00                 NaN            NaN            NaN  0.257626E-005   5.89219                 NaN            NaN   3.05940        7.85510        47.7816       0.822339        34.5893                 NaN
  1009.25        2500.00                 NaN            NaN            NaN  0.256999E-005   5.89205                 NaN            NaN   3.05934        7.85509        47.7812       0.822326        34.5900                 NaN
  1008.10        2500.00                 NaN            NaN            NaN   8.41135        3.29207                 NaN            NaN            NaN   8.76737        45.5593       0.524306        33.4456                 NaN
  1006.94        2500.00                 NaN            NaN            NaN   9.52601        2.34562                 NaN            NaN            NaN   8.85424        45.3121       0.483399        33.4787                 NaN
  1005.78        2500.00                 NaN            NaN            NaN   8.53241        3.17594                 NaN            NaN            NaN   8.77927        45.5453       0.520506        33.4466                 NaN
  1004.63        2500.00                 NaN            NaN            NaN   8.52366        3.18807                 NaN            NaN            NaN   8.78100        45.5390       0.520028        33.4483                 NaN
  1003.47        2500.00                 NaN            NaN            NaN   8.45627        3.26035       0.796824E-005            NaN            NaN   8.78401        45.5299       0.519126        33.4503                 NaN
  1002.31        2500.00                 NaN            NaN            NaN   8.40140        3.31517       0.546933E-005            NaN            NaN   8.78328        45.5285       0.519812        33.4518                 NaN
  1001.16        2500.00                 NaN            NaN            NaN   4.82021        6.99262                 NaN            NaN            NaN   8.80603        45.4094       0.498120        33.4736                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   8.34547        3.37051                 NaN            NaN            NaN   8.78298        45.5294       0.519482        33.4522                 NaN
