|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         hed            q             
  1495.71        2500.00        98.9078        1.02578       0.663731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.21        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.71        2500.00        99.7151       0.284760       0.171671E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.20        2500.00        99.5276       0.462797       0.956155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.70        2500.00        99.6072       0.369588       0.232425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.20        2500.00        99.3479       0.113782       0.756602E-002  0.530710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00        99.3886                 NaN            NaN  0.611359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.20        2500.00        99.2443                 NaN            NaN  0.755713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.69        2500.00        99.5286                 NaN  0.484780E-005  0.471392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.19        2500.00        99.3807                 NaN            NaN  0.619344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00        99.3783                 NaN  0.112011E-004  0.621721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.19        2500.00        99.3765                 NaN            NaN  0.623482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.69        2500.00        99.3724                 NaN            NaN  0.627584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.18        2500.00        99.3690                 NaN  0.430933E-001  0.587861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.68        2500.00        99.3693                 NaN            NaN  0.630671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.18        2500.00        99.2079                 NaN            NaN  0.310409       0.481697                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.68        2500.00        99.0738                 NaN            NaN  0.322917       0.603322                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.17        2500.00        99.0814                 NaN            NaN  0.320476       0.598119                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0891                 NaN            NaN  0.318320       0.592598                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.17        2500.00        99.0958                 NaN            NaN  0.588347       0.315825                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.67        2500.00        99.1027                 NaN            NaN  0.583953       0.313357                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.17        2500.00        99.1083                 NaN            NaN  0.311549       0.580127                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.66        2500.00        99.1173                 NaN  0.671557E-005  0.574109       0.308583                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.16        2500.00        99.1221                 NaN            NaN  0.571002       0.306892                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00        99.1286                 NaN            NaN  0.566981       0.304465                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.16        2500.00        99.1342                 NaN            NaN  0.565078       0.300733                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.66        2500.00        99.1395                 NaN            NaN  0.560212       0.300239                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.15        2500.00        99.2493                 NaN  0.566164E-001  0.694058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.65        2500.00        99.2198                 NaN  0.121489       0.658728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.15        2500.00        99.0167                 NaN            NaN  0.388882       0.594437                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.65        2500.00        99.1645                 NaN            NaN  0.292135       0.543318                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.14        2500.00        99.1697                 NaN            NaN  0.289856       0.540461                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.64        2500.00        99.1744                 NaN            NaN  0.537524       0.288125                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.14        2500.00        99.1800                 NaN            NaN  0.285338       0.534621                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.64        2500.00        99.1852                 NaN            NaN  0.530841       0.283941                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.14        2500.00        99.1937                 NaN  0.204692E-001  0.250257       0.535619                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.63        2500.00        99.2071                 NaN  0.112964E-004  0.275523       0.517380                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.13        2500.00        99.1925                 NaN  0.260171E-001  0.538353       0.243104                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.63        2500.00        99.2108                 NaN  0.279409E-001  0.232446       0.528863                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00        99.2149                 NaN  0.268336E-001  0.233107       0.525114                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.63        2500.00        99.2926                 NaN  0.234245E-001  0.211579       0.472445                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.12        2500.00        99.1511                 NaN  0.270845E-001  0.566489       0.255311                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00        99.2277                 NaN  0.239734E-001  0.515650       0.232665                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.12        2500.00        99.2323                 NaN  0.230414E-001  0.512221       0.232432                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.62        2500.00        99.2357                 NaN  0.238946E-001  0.229560       0.510819                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.11        2500.00        99.2401                 NaN  0.194947E-001  0.506068       0.234300                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.61        2500.00        99.2435                 NaN  0.202913E-001  0.503394       0.232780                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.11        2500.00        98.3362                 NaN  0.204669       0.425539       0.569405       0.464206                 NaN            NaN            NaN            NaN            NaN
  1423.61        2500.00        98.1622                 NaN  0.244901       0.458544       0.575149       0.559179                 NaN            NaN            NaN            NaN            NaN
  1422.11        2500.00        98.1926                 NaN  0.243997       0.567425       0.445930       0.550009                 NaN            NaN            NaN            NaN            NaN
  1420.60        2500.00        98.2138                 NaN  0.246190       0.561738       0.433421       0.544816                 NaN            NaN            NaN            NaN            NaN
  1419.10        2500.00        98.2606                 NaN  0.238904       0.423449       0.548364       0.528699                 NaN            NaN            NaN            NaN            NaN
  1417.60        2500.00        98.2804                 NaN  0.241344       0.410946       0.543477       0.523788                 NaN            NaN            NaN            NaN            NaN
  1416.10        2500.00        98.3044                 NaN  0.241555       0.399533       0.537649       0.516910                 NaN            NaN            NaN            NaN            NaN
  1414.59        2500.00        98.3385                 NaN  0.238560       0.389196       0.527940       0.505816                 NaN            NaN            NaN            NaN            NaN
  1413.09        2500.00        98.3591                 NaN  0.239325       0.522827       0.378499       0.500262                 NaN            NaN            NaN            NaN            NaN
  1411.59        2500.00        98.3861                 NaN  0.238189       0.515894       0.368248       0.491588                 NaN            NaN            NaN            NaN            NaN
  1410.09        2500.00        98.4096                 NaN  0.237396       0.509438       0.358863       0.484654                 NaN            NaN            NaN            NaN            NaN
  1408.59        2500.00        98.4248                 NaN  0.236460       0.497453       0.359838       0.481487                 NaN            NaN            NaN            NaN            NaN
  1407.08        2500.00        98.4660                 NaN  0.237425       0.497963       0.331927       0.466704                 NaN            NaN            NaN            NaN            NaN
  1405.58        2500.00        98.4770                 NaN  0.236472       0.329890       0.492208       0.464475                 NaN            NaN            NaN            NaN            NaN
  1404.08        2500.00        98.5037                 NaN  0.233922       0.484448       0.322014       0.455940                 NaN            NaN            NaN            NaN            NaN
  1402.58        2500.00        98.5235                 NaN  0.234121       0.479752       0.312551       0.450091                 NaN            NaN            NaN            NaN            NaN
  1401.08        2500.00        98.5429                 NaN  0.233761       0.304172       0.475001       0.444188                 NaN            NaN            NaN            NaN            NaN
  1399.57        2500.00        98.5643                 NaN  0.232848       0.296055       0.469146       0.437632                 NaN            NaN            NaN            NaN            NaN
  1398.07        2500.00        98.5733                 NaN  0.234872       0.464332       0.291417       0.436079                 NaN            NaN            NaN            NaN            NaN
  1396.57        2500.00        98.6179                 NaN  0.228985       0.277506       0.454927       0.420666                 NaN            NaN            NaN            NaN            NaN
  1395.07        2500.00        98.6229                 NaN  0.231022       0.453574       0.272703       0.419833                 NaN            NaN            NaN            NaN            NaN
  1393.56        2500.00        98.6413                 NaN  0.230125       0.449268       0.265337       0.413965                 NaN            NaN            NaN            NaN            NaN
  1392.06        2500.00        98.6598                 NaN  0.229592       0.257891       0.444359       0.408369                 NaN            NaN            NaN            NaN            NaN
  1390.56        2500.00        98.6802                 NaN  0.228899       0.250305       0.438225       0.402380                 NaN            NaN            NaN            NaN            NaN
  1389.06        2500.00        98.6946                 NaN  0.228583       0.435113       0.244035       0.397659                 NaN            NaN            NaN            NaN            NaN
  1387.56        2500.00        98.7124                 NaN  0.227418       0.237581       0.430548       0.392089                 NaN            NaN            NaN            NaN            NaN
  1386.05        2500.00        98.7292                 NaN  0.227168       0.425679       0.230981       0.387009                 NaN            NaN            NaN            NaN            NaN
  1384.55        2500.00        98.7460                 NaN  0.226171       0.224931       0.421037       0.381902                 NaN            NaN            NaN            NaN            NaN
  1383.05        2500.00        98.7614                 NaN  0.225569       0.218633       0.417457       0.376976                 NaN            NaN            NaN            NaN            NaN
  1381.55        2500.00        98.7769                 NaN  0.224637       0.413425       0.212856       0.372139                 NaN            NaN            NaN            NaN            NaN
  1380.05        2500.00        98.7917                 NaN  0.224138       0.409747       0.206919       0.367526                 NaN            NaN            NaN            NaN            NaN
  1378.54        2500.00        98.8068                 NaN  0.223238       0.201505       0.405677       0.362770                 NaN            NaN            NaN            NaN            NaN
  1377.04        2500.00        98.8227                 NaN  0.222963       0.400923       0.195405       0.358018                 NaN            NaN            NaN            NaN            NaN
  1375.54        2500.00        98.8367                 NaN  0.221540       0.397826       0.190531       0.353412                 NaN            NaN            NaN            NaN            NaN
  1374.04        2500.00        98.8505                 NaN  0.221136       0.394232       0.184862       0.349277                 NaN            NaN            NaN            NaN            NaN
  1372.53        2500.00        98.8642                 NaN  0.219555       0.390038       0.181467       0.344700                 NaN            NaN            NaN            NaN            NaN
  1371.03        2500.00        98.8773                 NaN  0.219135       0.387007       0.175880       0.340687                 NaN            NaN            NaN            NaN            NaN
  1369.53        2500.00        98.8901                 NaN  0.218082       0.171459       0.383877       0.336495                 NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00        98.9030                 NaN  0.217391       0.380063       0.167066       0.332477                 NaN            NaN            NaN            NaN            NaN
  1366.53        2500.00        98.9159                 NaN  0.216067       0.376442       0.163254       0.328329                 NaN            NaN            NaN            NaN            NaN
  1365.02        2500.00        98.9278                 NaN  0.215128       0.158785       0.373716       0.324532                 NaN            NaN            NaN            NaN            NaN
  1363.52        2500.00        98.9402                 NaN  0.213880       0.156707       0.368380       0.320806                 NaN            NaN            NaN            NaN            NaN
  1362.02        2500.00        98.9515                 NaN  0.213011       0.151031       0.367578       0.316855                 NaN            NaN            NaN            NaN            NaN
  1360.52        2500.00        98.9652                 NaN  0.211474       0.147842       0.362957       0.312536                 NaN            NaN            NaN            NaN            NaN
  1359.02        2500.00        98.9763                 NaN  0.211375       0.360393       0.142711       0.309254                 NaN            NaN            NaN            NaN            NaN
  1357.51        2500.00        98.9878                 NaN  0.208634       0.356781       0.141684       0.305145                 NaN            NaN            NaN            NaN            NaN
  1356.01        2500.00        98.9979                 NaN  0.208479       0.354836       0.136685       0.302099                 NaN            NaN            NaN            NaN            NaN
  1354.51        2500.00        99.0097                 NaN  0.206527       0.135061       0.350580       0.298111                 NaN            NaN            NaN            NaN            NaN
  1353.01        2500.00        99.0198                 NaN  0.205136       0.348148       0.132143       0.294746                 NaN            NaN            NaN            NaN            NaN
  1351.50        2500.00        99.0326                 NaN  0.204754       0.127464       0.344064       0.291137                 NaN            NaN            NaN            NaN            NaN
  1350.00        2500.00        99.0397                 NaN  0.202572       0.342142       0.127440       0.288169                 NaN            NaN            NaN            NaN            NaN
  1348.50        2500.00        99.0516                 NaN  0.200640       0.124793       0.338517       0.284435                 NaN            NaN            NaN            NaN            NaN
  1347.00        2500.00        99.0584                 NaN  0.200118       0.121801       0.337517       0.282173                 NaN            NaN            NaN            NaN            NaN
  1345.50        2500.00        99.0712                 NaN  0.197415       0.333293       0.120367       0.277698                 NaN            NaN            NaN            NaN            NaN
  1343.99        2500.00        99.0804                 NaN  0.197351       0.116389       0.330746       0.275122                 NaN            NaN            NaN            NaN            NaN
  1342.49        2500.00        99.0889                 NaN  0.192831       0.120223       0.326427       0.271641                 NaN            NaN            NaN            NaN            NaN
  1340.99        2500.00        99.0990                 NaN  0.192398       0.115809       0.324216       0.268597                 NaN            NaN            NaN            NaN            NaN
  1339.49        2500.00        99.1080                 NaN  0.191039       0.321849       0.113436       0.265633                 NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.1166                 NaN  0.189067       0.318886       0.112781       0.262704                 NaN            NaN            NaN            NaN            NaN
  1336.48        2500.00        99.1255                 NaN  0.187220       0.316355       0.111259       0.259693                 NaN            NaN            NaN            NaN            NaN
  1334.98        2500.00        99.1337                 NaN  0.185535       0.110641       0.313042       0.257041                 NaN            NaN            NaN            NaN            NaN
  1333.48        2500.00        99.1425                 NaN  0.182767       0.110375       0.310712       0.253682                 NaN            NaN            NaN            NaN            NaN
  1331.98        2500.00        99.1505                 NaN  0.181387       0.109111       0.307763       0.251197                 NaN            NaN            NaN            NaN            NaN
  1330.47        2500.00        99.1601                 NaN  0.179499       0.304246       0.108073       0.248129                 NaN            NaN            NaN            NaN            NaN
  1328.97        2500.00        99.1667                 NaN  0.179312       0.104343       0.303580       0.246058                 NaN            NaN            NaN            NaN            NaN
  1327.47        2500.00        99.1756                 NaN  0.172697       0.111711       0.297845       0.242174                 NaN            NaN            NaN            NaN            NaN
  1325.97        2500.00        99.1827                 NaN  0.172605       0.296284       0.108311       0.240098                 NaN            NaN            NaN            NaN            NaN
  1324.47        2500.00        99.1832                 NaN  0.172360       0.111632       0.291476       0.241317                 NaN            NaN            NaN            NaN            NaN
  1322.96        2500.00        99.2059                 NaN  0.166741       0.104649       0.291710       0.230996                 NaN            NaN            NaN            NaN            NaN
  1321.46        2500.00        99.2050                 NaN  0.165740       0.287964       0.108990       0.232312                 NaN            NaN            NaN            NaN            NaN
  1319.96        2500.00        99.2118                 NaN  0.163696       0.285906       0.108643       0.230002                 NaN            NaN            NaN            NaN            NaN
  1318.46        2500.00        99.2190                 NaN  0.160360       0.110620       0.282739       0.227316                 NaN            NaN            NaN            NaN            NaN
  1316.95        2500.00        99.2264                 NaN  0.158370       0.278793       0.111398       0.224994                 NaN            NaN            NaN            NaN            NaN
  1315.45        2500.00        99.2331                 NaN  0.155329       0.112395       0.276791       0.222339                 NaN            NaN            NaN            NaN            NaN
  1313.95        2500.00        99.2398                 NaN  0.153116       0.113235       0.273724       0.220148                 NaN            NaN            NaN            NaN            NaN
  1312.45        2500.00        99.2464                 NaN  0.150779       0.113987       0.270961       0.217826                 NaN            NaN            NaN            NaN            NaN
  1310.95        2500.00        99.2522                 NaN  0.147511       0.268057       0.116626       0.215630                 NaN            NaN            NaN            NaN            NaN
  1309.44        2500.00        99.2595                 NaN  0.146107       0.265917       0.115116       0.213354                 NaN            NaN            NaN            NaN            NaN
  1307.94        2500.00        98.5508                 NaN  0.216439       0.337609       0.148887       0.298628       0.447614                 NaN            NaN            NaN            NaN
  1306.44        2500.00        86.0154                 NaN   1.42990        2.22485       0.564903        1.84050        7.92443                 NaN            NaN            NaN            NaN
  1304.94        2500.00        85.6030                 NaN   1.47366       0.534642        2.32115        1.88966        8.17787                 NaN            NaN            NaN            NaN
  1303.44        2500.00        86.6951                 NaN   1.36456        2.21754       0.454487        1.75340        7.51492                 NaN            NaN            NaN            NaN
  1301.93        2500.00        87.5676                 NaN   1.27931       0.379493        2.14445        1.64554        6.98357                 NaN            NaN            NaN            NaN
  1300.43        2500.00        88.3643                 NaN   1.20371       0.303778        2.07902        1.54645        6.50272                 NaN            NaN            NaN            NaN
  1298.93        2500.00        89.0504                 NaN   1.13368        2.03504       0.234003        1.46127        6.08565                 NaN            NaN            NaN            NaN
  1297.43        2500.00        89.6447                 NaN   1.07006       0.174778        2.00025        1.38735        5.72287                 NaN            NaN            NaN            NaN
  1295.92        2500.00        90.2008                 NaN   1.01544        1.98174       0.945148E-001   1.31830        5.38925                 NaN            NaN            NaN            NaN
  1294.42        2500.00        90.6651                 NaN  0.960308        1.99482       0.168343E-001   1.26028        5.10266                 NaN            NaN            NaN            NaN
  1292.92        2500.00        91.0916                 NaN  0.899064       0.246130E-001   1.93619        1.20695        4.84162                 NaN            NaN            NaN            NaN
  1291.42        2500.00        86.2924                 NaN   1.29898        2.78875                 NaN   1.83057        7.42235       0.366934                 NaN            NaN            NaN
  1289.92        2500.00        81.3270                 NaN   1.09872        4.01664                 NaN   2.40855        10.0566       0.173831       0.918590                 NaN            NaN
  1288.41        2500.00        81.9671                 NaN  0.863707        3.98546                 NaN   2.30543        9.69365                 NaN   1.18470                 NaN            NaN
  1286.91        2500.00        83.3489                 NaN  0.807863        3.68734                 NaN   2.13161        8.94788                 NaN   1.07640                 NaN            NaN
  1285.41        2500.00        84.3621                 NaN  0.750786        3.49016                 NaN   2.00291        8.40048                 NaN  0.993606                 NaN            NaN
  1283.91        2500.00        84.9275                 NaN  0.780956        3.29159                 NaN   1.93446        8.14927       0.710648E-001  0.845113                 NaN            NaN
  1282.41        2500.00        85.9826                 NaN  0.662550        3.17227                 NaN   1.79471        7.53204                 NaN  0.855810                 NaN            NaN
  1280.90        2500.00        85.7759                 NaN  0.708141        3.15593                 NaN   1.81708        7.68142                 NaN  0.861551                 NaN            NaN
  1279.40        2500.00        86.0325                 NaN  0.623240        3.18805                 NaN   1.77719        7.55002                 NaN  0.829036                 NaN            NaN
  1277.90        2500.00        85.2884                 NaN  0.862283        3.16082                 NaN   1.85334        8.15378       0.420626       0.260803                 NaN            NaN
  1276.40        2500.00        83.7213                 NaN   1.67674        3.14337                 NaN   2.13882        8.83702       0.482730                 NaN            NaN            NaN
  1274.89        2500.00        82.5702                 NaN   1.43795        3.56628                 NaN   2.22407        9.62337       0.578079                 NaN            NaN            NaN
  1273.39        2500.00        77.8805                 NaN   1.37747        5.05627                 NaN   2.80320        12.1886       0.693883                 NaN            NaN            NaN
  1271.89        2500.00        85.3766                 NaN   1.18254        3.04631                 NaN   1.84573        8.07362       0.475248                 NaN            NaN            NaN
  1270.39        2500.00        83.0641                 NaN   1.30787        3.61113                 NaN   2.14023        9.32830       0.548395                 NaN            NaN            NaN
  1268.89        2500.00        86.8232                 NaN  0.715644        3.24857                 NaN   1.67537        7.14023       0.396937                 NaN            NaN            NaN
