|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q             
  1421.49        2500.00        99.3785                 NaN  0.222184       0.399316       0.177740E-004            NaN            NaN            NaN            NaN            NaN
  1420.39        2500.00        99.3797                 NaN  0.221812       0.398526                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.29        2500.00        99.3811                 NaN  0.397949       0.220914                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.19        2500.00        99.2416                 NaN  0.289498       0.398734                 NaN  0.950288E-005  0.701416E-001            NaN            NaN            NaN
  1417.09        2500.00        98.6677                 NaN  0.406421       0.569813                 NaN            NaN  0.356052                 NaN            NaN            NaN
  1415.99        2500.00        98.6822                 NaN  0.563766       0.402229                 NaN            NaN  0.351820                 NaN            NaN            NaN
  1414.89        2500.00        98.6434                 NaN  0.454096       0.328646       0.181458                 NaN  0.392412                 NaN            NaN            NaN
  1413.79        2500.00        98.6425                 NaN  0.256133       0.466919       0.233322                 NaN  0.401136                 NaN            NaN            NaN
  1412.69        2500.00        98.4683                 NaN  0.525671       0.286077       0.267304                 NaN  0.452641                 NaN            NaN            NaN
  1411.59        2500.00        98.8622                 NaN  0.242191       0.387437       0.176088                 NaN  0.332128                 NaN            NaN            NaN
  1410.49        2500.00        98.6761                 NaN  0.206633       0.464316       0.257844                 NaN  0.395106                 NaN            NaN            NaN
  1409.39        2500.00        98.6949                 NaN  0.231862       0.453648       0.233911                 NaN  0.385645                 NaN            NaN            NaN
  1408.29        2500.00        98.5313                 NaN  0.256048       0.512753       0.265668                 NaN  0.434226                 NaN            NaN            NaN
  1407.19        2500.00        99.5019                 NaN  0.167202       0.913328E-001  0.900907E-001  0.258409E-002  0.146860                 NaN            NaN            NaN
  1406.08        2500.00        98.1348                 NaN  0.317870       0.653626       0.343293                 NaN  0.550367                 NaN            NaN            NaN
  1404.98        2500.00        98.7442                 NaN  0.442111       0.208319       0.234222                 NaN  0.371162                 NaN            NaN            NaN
  1403.88        2500.00        98.7567                 NaN  0.202015       0.438407       0.234947                 NaN  0.367894                 NaN            NaN            NaN
  1402.78        2500.00        98.7698                 NaN  0.435588       0.197900       0.233407                 NaN  0.363345                 NaN            NaN            NaN
  1401.68        2500.00        98.7818                 NaN  0.432175       0.192098       0.233940                 NaN  0.360014                 NaN            NaN            NaN
  1400.58        2500.00        98.7911                 NaN  0.186517       0.430387       0.234537                 NaN  0.357420                 NaN            NaN            NaN
  1399.48        2500.00        98.8050                 NaN  0.426654       0.181099       0.234102                 NaN  0.353192                 NaN            NaN            NaN
  1398.38        2500.00        98.8154                 NaN  0.423997       0.175888       0.234409                 NaN  0.350288                 NaN            NaN            NaN
  1397.28        2500.00        98.8250                 NaN  0.171783       0.421509       0.234457                 NaN  0.347260                 NaN            NaN            NaN
  1396.18        2500.00        98.8351                 NaN  0.419111       0.166560       0.234923                 NaN  0.344291                 NaN            NaN            NaN
  1395.08        2500.00        98.8461                 NaN  0.416676       0.162117       0.234281                 NaN  0.340845                 NaN            NaN            NaN
  1393.98        2500.00        98.8571                 NaN  0.156730       0.413929       0.234557                 NaN  0.337697                 NaN            NaN            NaN
  1392.88        2500.00        98.8662                 NaN  0.151822       0.412329       0.234663                 NaN  0.334993                 NaN            NaN            NaN
  1391.78        2500.00        98.8759                 NaN  0.147696       0.409343       0.234908                 NaN  0.332131                 NaN            NaN            NaN
  1390.68        2500.00        98.8865                 NaN  0.406724       0.143562       0.234378                 NaN  0.328825                 NaN            NaN            NaN
  1389.58        2500.00        98.8936                 NaN  0.405745       0.139175       0.234813                 NaN  0.326620                 NaN            NaN            NaN
  1388.48        2500.00        98.6755                 NaN  0.276127       0.374716       0.246731                 NaN  0.426936                 NaN            NaN            NaN
  1387.38        2500.00        99.1282                 NaN  0.429899                 NaN  0.221441                 NaN  0.220466                 NaN            NaN            NaN
  1386.28        2500.00        98.9315                 NaN  0.400556       0.115667       0.236573                 NaN  0.315707                 NaN            NaN            NaN
  1385.18        2500.00        98.9302                 NaN  0.122811       0.396576       0.234843                 NaN  0.315591                 NaN            NaN            NaN
  1384.07        2500.00        98.9406                 NaN  0.118810       0.393836       0.234301                 NaN  0.312467                 NaN            NaN            NaN
  1382.97        2500.00        98.9493                 NaN  0.392258       0.114516       0.234149                 NaN  0.309764                 NaN            NaN            NaN
  1381.87        2500.00        98.9562                 NaN  0.390595       0.111022       0.234402                 NaN  0.307738                 NaN            NaN            NaN
  1380.77        2500.00        98.9665                 NaN  0.107081       0.388189       0.233752                 NaN  0.304430                 NaN            NaN            NaN
  1379.67        2500.00        98.9735                 NaN  0.103116       0.386484       0.234399                 NaN  0.302542                 NaN            NaN            NaN
  1378.57        2500.00        98.9803                 NaN  0.385506       0.986108E-001  0.234952                 NaN  0.300669                 NaN            NaN            NaN
  1377.47        2500.00        98.9921                 NaN  0.381712       0.983470E-001  0.231646                 NaN  0.296240                 NaN            NaN            NaN
  1376.37        2500.00        98.9937                 NaN  0.943784E-001  0.382294       0.233702                 NaN  0.295955                 NaN            NaN            NaN
  1375.27        2500.00        99.0069                 NaN  0.378832       0.899601E-001  0.232500                 NaN  0.291793                 NaN            NaN            NaN
  1374.17        2500.00        99.0123                 NaN  0.378064       0.867532E-001  0.232666                 NaN  0.290224                 NaN            NaN            NaN
  1373.07        2500.00        99.0190                 NaN  0.376464       0.839184E-001  0.232498                 NaN  0.288143                 NaN            NaN            NaN
  1371.97        2500.00        99.0275                 NaN  0.374350       0.806775E-001  0.231930                 NaN  0.285539                 NaN            NaN            NaN
  1370.87        2500.00        99.0333                 NaN  0.372248       0.784472E-001  0.232039                 NaN  0.283924                 NaN            NaN            NaN
  1369.77        2500.00        99.0434                 NaN  0.371035       0.743555E-001  0.230873                 NaN  0.280332                 NaN            NaN            NaN
  1368.67        2500.00        99.0468                 NaN  0.374855       0.536926E-001  0.243439                 NaN  0.281217                 NaN            NaN            NaN
  1367.57        2500.00        99.0574                 NaN  0.362338       0.884931E-001  0.217597                 NaN  0.274157                 NaN            NaN            NaN
  1366.47        2500.00        99.0621                 NaN  0.366432       0.671420E-001  0.229879                 NaN  0.274426                 NaN            NaN            NaN
  1365.37        2500.00        99.0680                 NaN  0.365494       0.641634E-001  0.229678                 NaN  0.272621                 NaN            NaN            NaN
  1364.27        2500.00        99.0754                 NaN  0.363705       0.626155E-001  0.228281                 NaN  0.269957                 NaN            NaN            NaN
  1363.17        2500.00        99.0790                 NaN  0.603661E-001  0.363067       0.228639                 NaN  0.268883                 NaN            NaN            NaN
  1362.06        2500.00        99.0888                 NaN  0.359971       0.587322E-001  0.226865                 NaN  0.265675                 NaN            NaN            NaN
  1360.96        2500.00        99.0937                 NaN  0.555382E-001  0.359475       0.227115                 NaN  0.264208                 NaN            NaN            NaN
  1359.86        2500.00        99.0996                 NaN  0.358194       0.526484E-001  0.227161                 NaN  0.262424                 NaN            NaN            NaN
  1358.76        2500.00        99.1073                 NaN  0.533733E-001  0.355857       0.224142                 NaN  0.259374                 NaN            NaN            NaN
  1357.66        2500.00        99.1124                 NaN  0.496861E-001  0.355122       0.224716                 NaN  0.258040                 NaN            NaN            NaN
  1356.56        2500.00        99.1120                 NaN  0.437989E-001  0.354107       0.230618                 NaN  0.259440                 NaN            NaN            NaN
  1355.46        2500.00        99.1337                 NaN  0.530441E-001  0.346914       0.216515                 NaN  0.249861                 NaN            NaN            NaN
  1354.36        2500.00        99.2995                 NaN  0.279741E-001  0.287234       0.181787                 NaN  0.203545                 NaN            NaN            NaN
  1353.26        2500.00        98.9603                 NaN  0.625401E-001  0.417109       0.260608                 NaN  0.299410                 NaN            NaN            NaN
  1352.16        2500.00        99.1398                 NaN  0.420253E-001  0.348476       0.220919                 NaN  0.248733                 NaN            NaN            NaN
  1351.06        2500.00        99.1473                 NaN  0.345905       0.425476E-001  0.218232                 NaN  0.246003                 NaN            NaN            NaN
  1349.96        2500.00        99.1521                 NaN  0.400014E-001  0.345223       0.218148                 NaN  0.244556                 NaN            NaN            NaN
  1348.86        2500.00        99.1574                 NaN  0.390448E-001  0.343820       0.217025                 NaN  0.242680                 NaN            NaN            NaN
  1347.76        2500.00        99.1622                 NaN  0.343134       0.364288E-001  0.216967                 NaN  0.241246                 NaN            NaN            NaN
  1346.66        2500.00        99.1687                 NaN  0.392928E-001  0.339727       0.213661                 NaN  0.238648                 NaN            NaN            NaN
  1345.56        2500.00        99.1727                 NaN  0.340037       0.365411E-001  0.213396                 NaN  0.237296                 NaN            NaN            NaN
  1344.46        2500.00        99.1774                 NaN  0.338631       0.358509E-001  0.212466                 NaN  0.235667                 NaN            NaN            NaN
  1343.36        2500.00        99.1833                 NaN  0.336644       0.359971E-001  0.210441                 NaN  0.233588                 NaN            NaN            NaN
  1342.26        2500.00        99.1883                 NaN  0.347076E-001  0.335477       0.209560                 NaN  0.231986                 NaN            NaN            NaN
  1341.16        2500.00        99.1933                 NaN  0.339882E-001  0.334187       0.208267                 NaN  0.230231                 NaN            NaN            NaN
  1340.05        2500.00        99.1974                 NaN  0.341263E-001  0.333090       0.206793                 NaN  0.228624                 NaN            NaN            NaN
  1338.95        2500.00        99.2024                 NaN  0.331281       0.342191E-001  0.205244                 NaN  0.226901                 NaN            NaN            NaN
  1337.85        2500.00        99.2069                 NaN  0.337496E-001  0.330151       0.203919                 NaN  0.225263                 NaN            NaN            NaN
  1336.75        2500.00        99.2111                 NaN  0.328962       0.342001E-001  0.202115                 NaN  0.223625                 NaN            NaN            NaN
  1335.65        2500.00        99.2155                 NaN  0.327496       0.339836E-001  0.200852                 NaN  0.222181                 NaN            NaN            NaN
  1334.55        2500.00        99.2206                 NaN  0.326324       0.338313E-001  0.199001                 NaN  0.220195                 NaN            NaN            NaN
  1333.45        2500.00        98.9001                 NaN  0.479280E-001  0.459632       0.281561                 NaN  0.310785                 NaN            NaN            NaN
  1332.35        2500.00        99.5503                 NaN  0.185606       0.296287E-001  0.109395                 NaN  0.125087                 NaN            NaN            NaN
  1331.25        2500.00        99.2322                 NaN  0.322481       0.350370E-001  0.194366                 NaN  0.215898                 NaN            NaN            NaN
  1330.15        2500.00        99.2373                 NaN  0.320287       0.369663E-001  0.191591                 NaN  0.213905                 NaN            NaN            NaN
  1329.05        2500.00        99.2385                 NaN  0.441320E-001  0.316219       0.187988                 NaN  0.213114                 NaN            NaN            NaN
  1327.95        2500.00        99.2475                 NaN  0.320658       0.308965E-001  0.190379                 NaN  0.210548                 NaN            NaN            NaN
  1326.85        2500.00        99.2483                 NaN  0.316140       0.393901E-001  0.186377                 NaN  0.209764                 NaN            NaN            NaN
  1325.75        2500.00        99.2529                 NaN  0.314604       0.404425E-001  0.184115                 NaN  0.207967                 NaN            NaN            NaN
  1324.65        2500.00        99.2566                 NaN  0.313242       0.409920E-001  0.182510                 NaN  0.206636                 NaN            NaN            NaN
  1323.55        2500.00        99.2594                 NaN  0.435680E-001  0.311657       0.180051                 NaN  0.205318                 NaN            NaN            NaN
  1322.45        2500.00        99.2590                 NaN  0.565418E-001  0.303392       0.175384                 NaN  0.205662                 NaN            NaN            NaN
  1321.35        2500.00        99.2715                 NaN  0.315540       0.331818E-001  0.179046                 NaN  0.200746                 NaN            NaN            NaN
  1320.25        2500.00        99.2709                 NaN  0.307155       0.472226E-001  0.173805                 NaN  0.200941                 NaN            NaN            NaN
  1319.15        2500.00        99.2647                 NaN  0.310488       0.515460E-001  0.165250       0.736025E-002  0.200626                 NaN            NaN            NaN
  1318.04        2500.00        99.1569                 NaN  0.670108E-001  0.372712       0.954625E-001  0.955057E-001  0.212447                 NaN            NaN            NaN
  1316.94        2500.00        99.1614                 NaN  0.371751       0.676516E-001  0.927002E-001  0.955715E-001  0.210950                 NaN            NaN            NaN
  1315.84        2500.00        99.1684                 NaN  0.368221       0.687851E-001  0.909403E-001  0.945139E-001  0.209107                 NaN            NaN            NaN
  1314.74        2500.00        99.1720                 NaN  0.367461       0.697733E-001  0.885186E-001  0.943948E-001  0.207883                 NaN            NaN            NaN
  1313.64        2500.00        99.1815                 NaN  0.361950       0.722131E-001  0.860187E-001  0.930062E-001  0.205280                 NaN            NaN            NaN
  1312.54        2500.00        99.1880                 NaN  0.359011       0.716319E-001  0.852386E-001  0.922051E-001  0.203901                 NaN            NaN            NaN
  1311.44        2500.00        99.1940                 NaN  0.356128       0.735157E-001  0.829482E-001  0.912550E-001  0.202133                 NaN            NaN            NaN
  1310.34        2500.00        99.1991                 NaN  0.353902       0.746606E-001  0.808825E-001  0.906883E-001  0.200721                 NaN            NaN            NaN
  1309.24        2500.00        99.2067                 NaN  0.349898       0.763431E-001  0.789956E-001  0.893332E-001  0.198703                 NaN            NaN            NaN
  1308.14        2500.00        99.2132                 NaN  0.794722E-001  0.345134       0.765045E-001  0.885959E-001  0.197105                 NaN            NaN            NaN
  1307.04        2500.00        99.2197                 NaN  0.771495E-001  0.343597       0.767938E-001  0.872168E-001  0.195516                 NaN            NaN            NaN
  1305.94        2500.00        99.2254                 NaN  0.339108       0.817135E-001  0.735480E-001  0.863733E-001  0.193871                 NaN            NaN            NaN
  1304.84        2500.00        99.2318                 NaN  0.335781       0.830330E-001  0.717981E-001  0.853501E-001  0.192259                 NaN            NaN            NaN
  1303.74        2500.00        99.2383                 NaN  0.331636       0.852206E-001  0.700573E-001  0.842351E-001  0.190594                 NaN            NaN            NaN
  1302.64        2500.00        99.2441                 NaN  0.870324E-001  0.328327       0.681435E-001  0.832805E-001  0.189152                 NaN            NaN            NaN
  1301.54        2500.00        99.2501                 NaN  0.324246       0.896161E-001  0.662480E-001  0.821983E-001  0.187547                 NaN            NaN            NaN
  1300.44        2500.00        99.2564                 NaN  0.933584E-001  0.318941       0.642718E-001  0.809920E-001  0.186038                 NaN            NaN            NaN
  1299.34        2500.00        99.2624                 NaN  0.316859       0.933837E-001  0.628825E-001  0.800199E-001  0.184418                 NaN            NaN            NaN
  1298.24        2500.00        99.2677                 NaN  0.313428       0.957393E-001  0.609254E-001  0.791301E-001  0.183037                 NaN            NaN            NaN
  1297.14        2500.00        99.2737                 NaN  0.308940       0.988110E-001  0.590114E-001  0.780147E-001  0.181548                 NaN            NaN            NaN
  1296.03        2500.00        82.0322                 NaN  0.215700        3.88889       0.818131        1.33527        2.31897        9.39081                 NaN            NaN
  1294.93        2500.00        74.7221                 NaN   5.27135       0.624187        1.00329        1.82377        3.22051        13.3348                 NaN            NaN
  1293.83        2500.00        79.0220                 NaN   4.28152       0.799816       0.745184        1.48225        2.68490        10.9843                 NaN            NaN
  1292.73        2500.00        82.0640                 NaN   3.57411       0.921564       0.566943        1.24197        2.30566        9.32580                 NaN            NaN
  1291.63        2500.00        84.3210                 NaN   3.03031        1.02951       0.434381        1.06378        2.02369        8.09729                 NaN            NaN
  1290.53        2500.00        86.1031                 NaN   2.61633        1.07147       0.345506       0.926306        1.80137        7.13587                 NaN            NaN
  1289.43        2500.00        87.4863                 NaN   1.15393        2.26354       0.262975       0.818919        1.62761        6.38677                 NaN            NaN
  1288.33        2500.00        88.6200                 NaN   1.99278        1.17648       0.215389       0.730861        1.48656        5.77790                 NaN            NaN
  1287.23        2500.00        89.5577                 NaN   1.24141        1.74020       0.160734       0.659219        1.36798        5.27272                 NaN            NaN
  1286.13        2500.00        87.2145                 NaN   2.14374        1.65334                 NaN  0.811204        1.69188        6.48539                 NaN            NaN
  1285.03        2500.00        93.5584                 NaN   1.53491       0.130011E-001  0.392836       0.421007       0.846184        3.23366                 NaN            NaN
  1283.93        2500.00        92.7265                 NaN  0.584021        1.65809       0.101989       0.384041       0.975168        3.57021                 NaN            NaN
  1282.83        2500.00        90.8552                 NaN  0.553697        1.81452       0.397869       0.540738        1.24125        4.59675                 NaN            NaN
  1281.73        2500.00        94.0094                 NaN  0.891010        1.00551                 NaN  0.357477       0.788747        2.94786                 NaN            NaN
  1280.63        2500.00        92.7724                 NaN  0.886626        1.23459       0.156867       0.410132       0.976161        3.56326                 NaN            NaN
  1279.53        2500.00        93.2829                 NaN   2.06667                 NaN            NaN  0.366837       0.915486        3.36815                 NaN            NaN
  1278.43        2500.00        94.2977                 NaN  0.604039        1.30063                 NaN  0.316167       0.764474        2.71701                 NaN            NaN
  1277.33        2500.00        91.9683                 NaN  0.938065        1.44712                 NaN  0.543960        1.07291        4.02964                 NaN            NaN
  1276.23        2500.00        99.8642                 NaN  0.274381E-001            NaN            NaN  0.738171E-001            NaN  0.345071E-001            NaN            NaN
  1275.13        2500.00        91.1006                 NaN   3.16945                 NaN            NaN  0.293122        1.22182        4.21501                 NaN            NaN
  1274.02        2500.00        94.5573                 NaN  0.930511E-001   1.70375                 NaN  0.271607       0.742991        2.63130                 NaN            NaN
  1272.92        2500.00        90.8828                 NaN  0.281583        2.47186                 NaN  0.527060        1.27889        4.55784                 NaN            NaN
  1271.82        2500.00        98.9097                 NaN  0.565201                 NaN            NaN  0.378517E-001  0.112311       0.374920                 NaN            NaN
  1270.72        2500.00        93.7766                 NaN   2.19441                 NaN            NaN  0.229641       0.837638        2.96176                 NaN            NaN
  1269.62        2500.00        97.2728                 NaN  0.947913                 NaN            NaN  0.115959       0.375377        1.28800                 NaN            NaN
  1268.52        2500.00        96.1130                 NaN   1.01296       0.202616                 NaN  0.248423       0.520694        1.90231                 NaN            NaN
  1267.42        2500.00        96.0016                 NaN  0.987271       0.249282                 NaN  0.267570       0.529639        1.96461                 NaN            NaN
  1266.32        2500.00        93.9694                 NaN   1.19486       0.910281                 NaN  0.282432       0.839956        2.80311                 NaN            NaN
  1265.22        2500.00        96.6519                 NaN  0.288010       0.776403                 NaN  0.222852       0.424084        1.63674                 NaN            NaN
  1264.12        2500.00        96.3187                 NaN   1.33862                 NaN            NaN  0.459928E-001  0.530351        1.76632                 NaN            NaN
  1263.02        2500.00        93.6506                 NaN   2.17620                 NaN            NaN  0.337893       0.922986        2.91233                 NaN            NaN
  1261.92        2500.00        96.8832                 NaN  0.875656                 NaN            NaN  0.106085       0.395181        1.73984                 NaN            NaN
  1260.82        2500.00        90.0328                 NaN  0.884871        2.76951                 NaN  0.427635        1.39820        4.47098       0.160485E-001            NaN
  1259.72        2500.00        99.9627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.373296E-001            NaN
  1258.62        2500.00        99.8137                 NaN            NaN            NaN            NaN            NaN  0.856585E-002  0.138276       0.394329E-001            NaN
  1257.52        2500.00        98.7024                 NaN  0.549654                 NaN            NaN            NaN  0.166556       0.581439                 NaN            NaN
  1256.42        2500.00        98.8953                 NaN  0.335574                 NaN            NaN            NaN  0.146119       0.623041                 NaN            NaN
  1255.32        2500.00        93.3536                 NaN   1.28875        1.27050                 NaN            NaN  0.946285        2.94664       0.194228                 NaN
  1254.22        2500.00        98.3032                 NaN  0.597771                 NaN            NaN            NaN  0.178523       0.915544       0.494379E-002            NaN
  1253.12        2500.00        96.6590                 NaN   1.25131                 NaN            NaN            NaN  0.458036        1.55831       0.733074E-001            NaN
  1252.01        2500.00        94.6356                 NaN   1.07829       0.804055                 NaN            NaN  0.733483        2.56557       0.183000                 NaN
  1250.91        2500.00        80.9137        4.17373        5.09297                 NaN            NaN            NaN   2.22841        7.16081       0.430345                 NaN
  1249.81        2500.00        99.8190                 NaN  0.171437                 NaN            NaN            NaN  0.958232E-002            NaN            NaN            NaN
  1248.71        2500.00        99.9941                 NaN            NaN            NaN            NaN            NaN  0.354847E-002  0.231132E-002            NaN            NaN
  1247.61        2500.00        99.7848                 NaN  0.121638                 NaN            NaN            NaN  0.203594E-001  0.732269E-001            NaN            NaN
  1246.51        2500.00        99.4649                 NaN  0.343385E-001  0.719535E-001            NaN            NaN  0.826934E-001  0.346153                 NaN            NaN
  1245.41        2500.00        99.6962                 NaN  0.221997                 NaN            NaN            NaN  0.818095E-001            NaN            NaN            NaN
  1244.31        2500.00        99.9024                 NaN  0.337198E-001            NaN            NaN            NaN            NaN  0.492110E-001  0.146337E-001            NaN
  1243.21        2500.00        96.2384                 NaN   1.75277                 NaN            NaN            NaN  0.296133        1.63685       0.758616E-001            NaN
  1242.11        2500.00        93.9877                 NaN   2.22540                 NaN            NaN            NaN  0.786529        2.99590       0.449171E-002            NaN
  1241.01        2500.00        99.0066                 NaN  0.344204       0.285467E-001            NaN            NaN  0.153086       0.446161       0.213814E-001            NaN
  1239.91        2500.00        99.7710                 NaN  0.730753E-001            NaN            NaN            NaN  0.165129E-001  0.136089       0.332095E-002            NaN
  1238.81        2500.00        99.9591                 NaN  0.158205E-001            NaN            NaN            NaN  0.160911E-001  0.729664E-002  0.170864E-002            NaN
  1237.71        2500.00        99.0665                 NaN  0.330610                 NaN            NaN            NaN  0.122409       0.466340       0.141571E-001            NaN
  1236.61        2500.00        92.4849                 NaN   2.65047       0.706066E-001            NaN            NaN   1.00720        3.61399       0.172835                 NaN
  1235.51        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.137155E-004            NaN            NaN
  1234.41        2500.00       100.0000                 NaN            NaN            NaN  0.817227E-005            NaN  0.127956E-004            NaN  0.149355E-004            NaN
  1233.31        2500.00        99.9994                 NaN  0.227516E-003            NaN            NaN            NaN  0.795796E-004  0.325705E-003            NaN            NaN
  1232.21        2500.00        91.9822                 NaN   2.76002                 NaN            NaN            NaN   1.06061        4.03637       0.160769                 NaN
  1231.11        2500.00        99.4994                 NaN  0.135138                 NaN            NaN            NaN  0.513193E-001  0.302594       0.115871E-001            NaN
  1230.00        2500.00        99.7852                 NaN  0.103155                 NaN            NaN            NaN  0.426144E-001  0.687786E-001  0.202241E-003            NaN
  1228.90        2500.00        99.4473                 NaN  0.177516                 NaN            NaN            NaN  0.712611E-001  0.292799       0.110957E-001            NaN
  1227.80        2500.00        95.8035                 NaN   1.33255                 NaN            NaN            NaN  0.518107        2.24252       0.103282                 NaN
  1226.70        2500.00        96.5510                 NaN  0.627540       0.257823                 NaN            NaN  0.390744        1.65535       0.544010E-001  0.463179     
  1225.60        2500.00        81.5303                 NaN  0.519500        2.92659                 NaN            NaN   1.69002        7.75696       0.199757        5.37686     
  1224.50        2500.00                 NaN            NaN   16.8713                 NaN            NaN            NaN   8.74364        43.1338        1.11083        30.1404     
  1223.40        2500.00                 NaN            NaN   16.8719                 NaN            NaN            NaN   8.74770        43.1300        1.11021        30.1402     
  1222.30        2500.00                 NaN            NaN   16.8725                 NaN            NaN            NaN   8.75176        43.1262        1.10959        30.1399     
  1221.20        2500.00                 NaN            NaN   16.8731                 NaN            NaN            NaN   8.75582        43.1224        1.10896        30.1397     
  1220.10        2500.00                 NaN            NaN   16.8738                 NaN            NaN            NaN   8.75989        43.1186        1.10833        30.1394     
  1219.00        2500.00                 NaN            NaN   16.8761                 NaN            NaN            NaN   8.76367        43.1135        1.10720        30.1395     
  1217.90        2500.00                 NaN            NaN   16.8792                 NaN            NaN            NaN   8.76734        43.1078        1.10584        30.1398     
  1216.80        2500.00                 NaN            NaN   16.8824                 NaN            NaN            NaN   8.77103        43.1021        1.10445        30.1400     
  1215.70        2500.00                 NaN            NaN   16.8856                 NaN            NaN            NaN   8.77474        43.0963        1.10304        30.1403     
  1214.60        2500.00                 NaN            NaN   16.8889                 NaN            NaN            NaN   8.77847        43.0904        1.10161        30.1406     
  1213.50        2500.00                 NaN            NaN   16.8923                 NaN            NaN            NaN   8.78222        43.0844        1.10015        30.1409     
  1212.40        2500.00                 NaN            NaN   16.8958                 NaN            NaN            NaN   8.78600        43.0784        1.09867        30.1411     
  1211.30        2500.00                 NaN            NaN   16.8993                 NaN            NaN            NaN   8.78980        43.0723        1.09716        30.1415     
  1210.20        2500.00                 NaN            NaN   16.9029                 NaN            NaN            NaN   8.79362        43.0661        1.09563        30.1418     
  1209.10        2500.00                 NaN            NaN   16.8900       0.149581E-001            NaN            NaN   8.79718        43.0613        1.09459        30.1419     
  1207.99        2500.00                 NaN            NaN   16.8603       0.452424E-001            NaN            NaN   8.80047        43.0581        1.09406        30.1418     
  1206.89        2500.00                 NaN            NaN   16.8280       0.780403E-001            NaN            NaN   8.80374        43.0549        1.09358        30.1417     
  1205.79        2500.00                 NaN            NaN   16.7967       0.109949                 NaN            NaN   8.80704        43.0516        1.09307        30.1416     
  1204.69        2500.00                 NaN            NaN   16.7996       0.108403                 NaN            NaN   8.81144        43.0463        1.09230        30.1419     
  1203.59        2500.00                 NaN            NaN   16.7754       0.133341                 NaN            NaN   8.81495        43.0426        1.09173        30.1419     
  1202.49        2500.00                 NaN            NaN   16.7509       0.158596                 NaN            NaN   8.81847        43.0389        1.09117        30.1419     
  1201.39        2500.00                 NaN            NaN   16.7261       0.184135                 NaN            NaN   8.82198        43.0352        1.09060        30.1420     
  1200.29        2500.00                 NaN            NaN   16.7011       0.209943                 NaN            NaN   8.82548        43.0315        1.09003        30.1420     
  1199.19        2500.00                 NaN            NaN   16.6757       0.236044                 NaN            NaN   8.82897        43.0278        1.08947        30.1420     
  1198.09        2500.00                 NaN            NaN   16.6501       0.262411                 NaN            NaN   8.83246        43.0241        1.08890        30.1420     
  1196.99        2500.00                 NaN            NaN   16.6243       0.288975                 NaN            NaN   8.83595        43.0204        1.08834        30.1420     
  1195.89        2500.00                 NaN            NaN   16.5982       0.315813                 NaN            NaN   8.83943        43.0167        1.08777        30.1421     
  1194.79        2500.00                 NaN            NaN   16.5719       0.342866                 NaN            NaN   8.84290        43.0130        1.08721        30.1421     
