|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1344.61        500.000                 NaN   99.1271       0.192915       0.332365       0.104788       0.242869                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.1319       0.194608       0.331266       0.100322       0.241951                 NaN            NaN            NaN
  1342.49        500.000                 NaN   99.1360       0.195430       0.971409E-001  0.330566       0.240904                 NaN            NaN            NaN
  1341.43        500.000                 NaN   99.1463       0.196202       0.327880       0.914273E-001  0.238157                 NaN            NaN            NaN
  1340.37        500.000                 NaN   99.1513       0.194481       0.326577       0.915345E-001  0.236118                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.1559       0.195731       0.880935E-001  0.325229       0.235067                 NaN            NaN            NaN
  1338.25        500.000                 NaN   99.1617       0.195794       0.854564E-001  0.323782       0.233227                 NaN            NaN            NaN
  1337.19        500.000                 NaN   99.1674       0.195896       0.322506       0.825030E-001  0.231740                 NaN            NaN            NaN
  1336.13        500.000                 NaN   99.1708       0.194997       0.321545       0.822986E-001  0.230347                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1788       0.196043       0.319368       0.775946E-001  0.228236                 NaN            NaN            NaN
  1334.01        500.000                 NaN   99.1848       0.195336       0.318178       0.754172E-001  0.226246                 NaN            NaN            NaN
  1332.95        500.000                 NaN   99.1891       0.195513       0.316615       0.735594E-001  0.225185                 NaN            NaN            NaN
  1331.89        500.000                 NaN   99.1939       0.195693       0.708517E-001  0.315852       0.223714                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.2000       0.194636       0.313887       0.698092E-001  0.221629                 NaN            NaN            NaN
  1329.77        500.000                 NaN   99.2054       0.195074       0.312633       0.666198E-001  0.220277                 NaN            NaN            NaN
  1328.71        500.000                 NaN   99.2100       0.195560       0.634613E-001  0.312078       0.218932                 NaN            NaN            NaN
  1327.65        500.000       0.167087E-001   99.1937       0.177970       0.314187       0.776352E-001  0.219753                 NaN            NaN            NaN
  1326.59        500.000       0.651215E-001   99.1285       0.134859       0.109839       0.333328       0.228391                 NaN            NaN            NaN
  1325.53        500.000       0.755733E-001   99.1169       0.124984       0.339853       0.113555       0.229105                 NaN            NaN            NaN
  1324.47        500.000       0.840037E-001   99.1099       0.116715       0.115773       0.344518       0.229077                 NaN            NaN            NaN
  1323.41        500.000       0.950018E-001   99.0972       0.106561       0.118143       0.353215       0.229897                 NaN            NaN            NaN
  1322.35        500.000       0.103556        99.0885       0.975809E-001  0.359408       0.120832       0.230101                 NaN            NaN            NaN
  1321.29        500.000       0.108932        99.0869       0.928537E-001  0.119338       0.362568       0.229452                 NaN            NaN            NaN
  1320.23        500.000       0.113454        99.0857       0.876517E-001  0.119420       0.365065       0.228702                 NaN            NaN            NaN
  1319.17        500.000       0.117397        99.0860       0.832154E-001  0.367107       0.118598       0.227728                 NaN            NaN            NaN
  1318.11        500.000       0.121607        99.0849       0.786559E-001  0.370549       0.117340       0.226995                 NaN            NaN            NaN
  1317.04        500.000       0.122042        99.0917       0.762444E-001  0.368023       0.116967       0.225020                 NaN            NaN            NaN
  1315.98        500.000       0.123031        99.0965       0.744331E-001  0.114910       0.367571       0.223557                 NaN            NaN            NaN
  1314.92        500.000       0.124038        99.1012       0.715443E-001  0.114809       0.366472       0.221982                 NaN            NaN            NaN
  1313.86        500.000       0.124289        99.1086       0.696745E-001  0.364060       0.113368       0.220013                 NaN            NaN            NaN
  1312.80        500.000       0.124112        99.1152       0.703572E-001  0.363432       0.108481       0.218452                 NaN            NaN            NaN
  1311.74        500.000       0.124069        99.1218       0.676561E-001  0.360716       0.109189       0.216533                 NaN            NaN            NaN
  1310.68        500.000       0.123333        99.1294       0.670716E-001  0.358159       0.107303       0.214779                 NaN            NaN            NaN
  1309.62        500.000       0.123276        99.1362       0.645616E-001  0.107611       0.355532       0.212782                 NaN            NaN            NaN
  1308.56        500.000       0.122232        99.1448       0.641102E-001  0.352623       0.105478       0.210738                 NaN            NaN            NaN
  1307.50        500.000       0.121587        99.1518       0.629330E-001  0.350026       0.104632       0.208991                 NaN            NaN            NaN
  1306.44        500.000       0.120178        99.1612       0.631738E-001  0.346279       0.102255       0.206958                 NaN            NaN            NaN
  1305.38        500.000       0.119433        99.1688       0.617258E-001  0.343293       0.101751       0.205014                 NaN            NaN            NaN
  1304.32        500.000       0.118132        99.1771       0.609726E-001  0.339653       0.101077       0.203047                 NaN            NaN            NaN
  1303.26        500.000       0.117192        99.1846       0.596235E-001  0.100937       0.336434       0.201205                 NaN            NaN            NaN
  1302.20        500.000       0.116031        99.1929       0.593062E-001  0.992677E-001  0.333293       0.199247                 NaN            NaN            NaN
  1301.14        500.000       0.114995        99.2005       0.580638E-001  0.329961       0.990863E-001  0.197367                 NaN            NaN            NaN
  1300.08        500.000       0.113692        99.2084       0.570751E-001  0.993416E-001  0.325977       0.195536                 NaN            NaN            NaN
  1299.02        500.000       0.112792        99.2160       0.563772E-001  0.978005E-001  0.323310       0.193703                 NaN            NaN            NaN
  1297.96        500.000       0.111638        99.2232       0.544478E-001  0.319555       0.993267E-001  0.191862                 NaN            NaN            NaN
  1296.90        500.000       0.110379        99.2317       0.552766E-001  0.316737       0.958641E-001  0.190000                 NaN            NaN            NaN
  1295.84        500.000       0.109287        99.2381       0.561484E-001  0.314381       0.932273E-001  0.188845                 NaN            NaN            NaN
  1294.78        500.000       0.108021        99.2473       0.498267E-001  0.101221       0.307940       0.185724                 NaN            NaN            NaN
  1293.72        500.000       0.106981        99.2539       0.515039E-001  0.970446E-001  0.305898       0.184647                 NaN            NaN            NaN
  1292.66        500.000       0.105700        99.2612       0.503471E-001  0.302383       0.975257E-001  0.182807                 NaN            NaN            NaN
  1291.60        500.000       0.104607        99.2675       0.487276E-001  0.990148E-001  0.298879       0.181269                 NaN            NaN            NaN
  1290.54        500.000       0.103466        99.2759       0.478640E-001  0.983317E-001  0.295145       0.179288                 NaN            NaN            NaN
  1289.48        500.000       0.102386        99.2827       0.477743E-001  0.292697       0.967206E-001  0.177711                 NaN            NaN            NaN
  1288.42        500.000       0.101425        99.2889       0.457555E-001  0.288932       0.987821E-001  0.176170                 NaN            NaN            NaN
  1287.36        500.000       0.100117        99.2965       0.449704E-001  0.285873       0.983509E-001  0.174226                 NaN            NaN            NaN
  1286.29        500.000       0.990318E-001   99.3033       0.438105E-001  0.990463E-001  0.282127       0.172663                 NaN            NaN            NaN
  1285.23        500.000       0.980520E-001   99.3094       0.424502E-001  0.999015E-001  0.279016       0.171159                 NaN            NaN            NaN
  1284.17        500.000       0.969204E-001   99.3162       0.414821E-001  0.275705       0.100119       0.169546                 NaN            NaN            NaN
  1283.11        500.000       0.959059E-001   99.3232       0.403794E-001  0.272432       0.100273       0.167799                 NaN            NaN            NaN
  1282.05        500.000       0.940146E-001   99.3308       0.464335E-001  0.271897       0.901687E-001  0.166672                 NaN            NaN            NaN
  1280.99        500.000       0.945519E-001   99.3344       0.303549E-001  0.113439       0.262872       0.164362                 NaN            NaN            NaN
  1279.93        500.000       0.927986E-001   99.3420       0.365272E-001  0.262521       0.102929       0.163229                 NaN            NaN            NaN
  1278.87        500.000       0.917371E-001   99.3480       0.352077E-001  0.104025       0.259309       0.161740                 NaN            NaN            NaN
  1277.81        500.000       0.907408E-001   99.3544       0.342981E-001  0.255983       0.104297       0.160267                 NaN            NaN            NaN
  1276.75        500.000       0.895992E-001   99.3604       0.322781E-001  0.252315       0.106711       0.158674                 NaN            NaN            NaN
  1275.69        500.000       0.887711E-001   99.3660       0.310081E-001  0.249585       0.107384       0.157300                 NaN            NaN            NaN
  1274.63        500.000       0.881536E-001   99.3718       0.272241E-001  0.244357       0.112079       0.156357                 NaN            NaN            NaN
  1273.57        500.000       0.868272E-001   99.3797       0.335834E-001  0.995520E-001  0.246593       0.153762                 NaN            NaN            NaN
  1272.51        500.000       0.858327E-001   99.3838       0.271701E-001  0.240077       0.110230       0.152931                 NaN            NaN            NaN
  1271.45        500.000       0.833015E-001   99.4119       0.790286E-001  0.275237                 NaN  0.150498                 NaN            NaN            NaN
  1270.39        500.000       0.427219        93.9977       0.121998E-004  0.926306       0.869805       0.754712        3.02426                 NaN            NaN
  1269.33        500.000       0.607228        91.1266                 NaN   1.31310        1.21658        1.07186        4.66461                 NaN            NaN
  1268.27        500.000       0.548690        91.9763       0.616091E-005   1.19087        1.10331       0.974010        4.20680                 NaN            NaN
  1267.21        500.000       0.500852        92.6729                 NaN   1.00964        1.09096       0.893678        3.83201                 NaN            NaN
  1266.15        500.000       0.461322        93.2661                 NaN   1.00601       0.927065       0.824876        3.51462                 NaN            NaN
  1265.09        500.000       0.427832        93.7656       0.157295E-005  0.934815       0.856938       0.766859        3.24794                 NaN            NaN
  1264.03        500.000       0.400242        94.1909       0.172427E-005  0.795447       0.875729       0.717164        3.02052                 NaN            NaN
  1262.97        500.000       0.375547        94.5623                 NaN  0.742212       0.823142       0.673622        2.82319                 NaN            NaN
  1261.91        500.000       0.354996        94.8863                 NaN  0.693578       0.778404       0.635520        2.65122                 NaN            NaN
  1260.85        500.000       0.336150        95.1756                 NaN  0.650784       0.737650       0.601344        2.49851                 NaN            NaN
  1259.79        500.000       0.319548        95.4317                 NaN  0.702692       0.611808       0.570827        2.36340                 NaN            NaN
  1258.73        500.000       0.304571        95.6635                 NaN  0.577065       0.670221       0.543310        2.24136                 NaN            NaN
  1257.67        500.000       0.291410        95.8703                 NaN  0.641766       0.545054       0.518520        2.13292                 NaN            NaN
  1256.60        500.000       0.279379        96.0614                 NaN  0.615830       0.514251       0.495451        2.03373                 NaN            NaN
  1255.54        500.000       0.268400        96.2320                 NaN  0.592401       0.488124       0.474785        1.94424                 NaN            NaN
  1254.48        500.000       0.258114        96.3884                 NaN  0.464138       0.570588       0.455891        1.86284                 NaN            NaN
  1253.42        500.000       0.248987        96.5375                 NaN  0.439024       0.550342       0.437580        1.78655                 NaN            NaN
  1252.36        500.000       0.240085        96.6702                 NaN  0.532054       0.418810       0.421457        1.71742                 NaN            NaN
  1251.30        500.000       0.232434        96.7947                 NaN  0.399393       0.513444       0.405995        1.65404                 NaN            NaN
  1250.24        500.000       0.224544        96.9132                 NaN  0.499194       0.379230       0.391258        1.59262                 NaN            NaN
  1249.18        500.000       0.217561        97.0201                 NaN  0.483565       0.362561       0.377983        1.53823                 NaN            NaN
  1248.12        500.000       0.210580        97.1218                 NaN  0.347599       0.468435       0.365372        1.48621                 NaN            NaN
  1247.06        500.000       0.204342        97.2158                 NaN  0.331999       0.456112       0.353429        1.43835                 NaN            NaN
  1246.00        500.000       0.198219        97.3073                 NaN  0.442807       0.317589       0.341857        1.39221                 NaN            NaN
  1244.94        500.000       0.192160        97.3915                 NaN  0.430550       0.304986       0.331103        1.34969                 NaN            NaN
  1243.88        500.000       0.186600        97.4704                 NaN  0.293876       0.418308       0.321188        1.30958                 NaN            NaN
  1242.82        500.000       0.180999        97.5460                 NaN  0.407245       0.282974       0.311424        1.27134                 NaN            NaN
  1241.76        500.000       0.176084        97.6196                 NaN  0.270845       0.396868       0.301889        1.23468                 NaN            NaN
  1240.70        500.000       0.170903        97.6877                 NaN  0.386414       0.260930       0.292946        1.20115                 NaN            NaN
  1239.64        500.000       0.166335        97.7539                 NaN  0.375921       0.251750       0.284542        1.16754                 NaN            NaN
  1238.58        500.000       0.161492        97.8162                 NaN  0.366730       0.242453       0.276323        1.13682                 NaN            NaN
  1237.52        500.000       0.157083        97.8769                 NaN  0.356864       0.234148       0.268342        1.10662                 NaN            NaN
  1236.46        500.000       0.152452        97.9347                 NaN  0.346941       0.226455       0.260897        1.07855                 NaN            NaN
  1235.40        500.000       0.219667        93.9594                 NaN   1.48654       0.466276       0.811992        3.05612                 NaN            NaN
  1234.34        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1233.28        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.22        500.000                 NaN   95.8060                 NaN   1.01329                 NaN  0.480886        2.43217       0.267656                 NaN
  1231.16        500.000                 NaN   99.9358                 NaN  0.641893E-001            NaN            NaN            NaN            NaN            NaN
  1230.10        500.000       0.144815E-001   99.8384                 NaN            NaN            NaN  0.261062E-001  0.118052       0.291426E-002            NaN
  1229.04        500.000       0.133277        97.9869                 NaN  0.493586       0.161353       0.239996       0.984926                 NaN            NaN
  1227.98        500.000       0.144866        98.4465                 NaN  0.351399                 NaN  0.191125       0.866082                 NaN            NaN
  1226.92        500.000       0.213768        97.6453                 NaN  0.608110                 NaN  0.280759        1.25207                 NaN            NaN
  1225.85        500.000                 NaN   99.0150       0.983180E-001  0.233277       0.718910E-002  0.142445       0.503722                 NaN            NaN
  1224.79        500.000       0.161039E-001   99.8337                 NaN  0.363250E-001            NaN  0.190680E-001  0.947635E-001            NaN            NaN
  1223.73        500.000       0.205143        97.6974                 NaN  0.579959                 NaN  0.272826        1.24465                 NaN            NaN
  1222.67        500.000       0.276100        95.7835       0.264616       0.990899                 NaN  0.524022        2.16089                 NaN            NaN
  1221.61        500.000       0.139446E-004   99.9999                 NaN  0.361750E-005            NaN            NaN  0.414777E-004            NaN            NaN
  1220.55        500.000                 NaN   99.4840                 NaN  0.149264       0.283158E-001  0.683918E-001  0.261995       0.802559E-002            NaN
  1219.49        500.000       0.102636        97.5658                 NaN  0.611313       0.173425       0.306055        1.24078                 NaN            NaN
  1218.43        500.000                 NaN   97.8274                 NaN  0.249203       0.374811       0.268458        1.20326       0.769062E-001            NaN
  1217.37        500.000       0.340193E-001   99.3937                 NaN  0.864926E-001  0.100611       0.716355E-001  0.313522                 NaN            NaN
  1216.31        500.000       0.197953E-001   99.8207                 NaN  0.169734E-001            NaN  0.288987E-001  0.113647                 NaN            NaN
  1215.25        500.000       0.126230        97.5648                 NaN  0.383604       0.385361       0.282841        1.25719                 NaN            NaN
  1214.19        500.000                 NaN   98.8723                 NaN  0.328740E-002  0.278750       0.123673       0.661978       0.600157E-001            NaN
  1213.13        500.000       0.139948E-001   98.4562                 NaN  0.546290       0.450892E-001  0.195394       0.743016                 NaN            NaN
  1212.07        500.000       0.131071        97.5292                 NaN  0.316358       0.108423       0.244094        1.12404                 NaN  0.546853     
  1211.01        500.000       0.592379        84.5493                 NaN  0.310651        1.43434        1.29311        5.88706                 NaN   5.93321     
  1209.95        500.000       0.956083        75.9908       0.416427        2.33589                 NaN   2.03586        9.00183                 NaN   9.26311     
  1208.89        500.000       0.796620E-005   99.9998       0.678190E-005  0.188857E-004            NaN  0.181294E-004  0.794146E-004            NaN  0.825656E-004
  1207.83        500.000       0.511559E-005   99.9999                 NaN  0.920143E-005            NaN  0.808469E-005  0.363040E-004            NaN  0.382278E-004
  1206.77        500.000        1.21326        67.5971       0.552210        3.21078                 NaN   2.72869        12.1697                 NaN   12.5282     
  1205.71        500.000       0.350882        89.9614       0.226366        1.00743                 NaN  0.852540        3.78142                 NaN   3.81999     
  1204.65        500.000       0.377317        88.8730       0.269317        1.08346                 NaN  0.945103        4.16620                 NaN   4.28555     
  1203.59        500.000       0.605640E-001   96.0435       0.309836                 NaN            NaN  0.358189        1.51696                 NaN   1.71091     
  1202.53        500.000       0.973718        72.9420       0.588472        2.82580                 NaN   2.27843        10.1336                 NaN   10.2580     
  1201.47        500.000                 NaN   99.9999       0.355111E-004            NaN            NaN  0.139333E-004  0.318761E-004            NaN  0.350899E-004
  1200.41        500.000                 NaN   99.9998                 NaN  0.232957E-004            NaN  0.170543E-004  0.907727E-004            NaN  0.919026E-004
  1199.35        500.000                 NaN   99.9998                 NaN  0.305503E-004            NaN  0.192355E-004  0.954709E-004  0.546443E-005  0.935373E-004
  1198.29        500.000       0.935332        70.0072       0.867473        2.86945                 NaN   2.53081        11.2014                 NaN   11.5883     
  1197.23        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.16        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.10        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.04        500.000       0.533123        82.4103       0.517971        1.62899                 NaN   1.46890        6.62169                 NaN   6.81906     
  1192.98        500.000       0.246173        92.1982       0.209617       0.699607                 NaN  0.646871        2.96041                 NaN   3.03912     
  1191.92        500.000       0.193542        93.6309       0.177112       0.580828                 NaN  0.525924        2.41783                 NaN   2.47383     
  1190.86        500.000       0.208147        93.0215       0.210333       0.574973                 NaN  0.576832        2.67088                 NaN   2.73737     
  1189.80        500.000       0.230103        91.9929       0.231357       0.688346                 NaN  0.656533        3.06275                 NaN   3.13800     
  1188.74        500.000       0.228870        93.1077       0.128635       0.660350                 NaN  0.553458        2.65442                 NaN   2.66659     
  1187.68        500.000       0.203916        92.9313       0.183364       0.607711                 NaN  0.566386        2.73020                 NaN   2.77714     
  1186.62        500.000       0.357451        87.2343       0.366295       0.992497                 NaN   1.02047        4.97346                 NaN   5.05548     
  1185.56        500.000       0.838922        68.3695       0.849780        2.05317                 NaN   2.42119        12.8543                 NaN   12.6131     
  1184.50        500.000       0.549935        80.6864       0.425993        1.38570                 NaN   1.43078        8.00785                 NaN   7.51335     
  1183.44        500.000        2.83419                 NaN   2.02607        6.60062                 NaN   7.26248        41.3697                 NaN   39.9069     
  1182.38        500.000        2.80868                 NaN   2.05989        6.59575                 NaN   7.26919        41.3679                 NaN   39.8986     
  1181.32        500.000        2.80346                 NaN   2.07140        6.58905                 NaN   7.27073        41.3670                 NaN   39.8983     
  1180.26        500.000        2.79821                 NaN   2.08306        6.58217                 NaN   7.27230        41.3662                 NaN   39.8980     
  1179.20        500.000        2.79291                 NaN   2.09466        6.57547                 NaN   7.27384        41.3654                 NaN   39.8977     
  1178.14        500.000        2.78761                 NaN   2.10627        6.56878                 NaN   7.27536        41.3646                 NaN   39.8974     
  1177.08        500.000        2.78225                 NaN   2.11792        6.56211                 NaN   7.27693        41.3637                 NaN   39.8971     
  1176.02        500.000        2.77686                 NaN   2.12954        6.55555                 NaN   7.27848        41.3629                 NaN   39.8967     
  1174.96        500.000        2.77153                 NaN   2.14104        6.54918                 NaN   7.27994        41.3620                 NaN   39.8964     
  1173.90        500.000        2.76593                 NaN   2.15283        6.54264                 NaN   7.28161        41.3611                 NaN   39.8959     
  1172.84        500.000        2.76040                 NaN   2.16455        6.53621                 NaN   7.28317        41.3602                 NaN   39.8955     
  1171.78        500.000        2.75484                 NaN   2.17625        6.52987                 NaN   7.28472        41.3593                 NaN   39.8950     
  1170.72        500.000        2.74927                 NaN   2.18793        6.52358                 NaN   7.28628        41.3584                 NaN   39.8945     
  1169.66        500.000        2.74369                 NaN   2.19957        6.51744                 NaN   7.28782        41.3574                 NaN   39.8941     
  1168.60        500.000        2.73789                 NaN   2.21151        6.51106                 NaN   7.28946        41.3566                 NaN   39.8935     
  1167.54        500.000        2.70448                 NaN   2.25996        6.50503                 NaN   7.29116        41.3564                 NaN   39.8829     
  1166.48        500.000        2.69885                 NaN   2.27158        6.49890                 NaN   7.29275        41.3555                 NaN   39.8824     
  1165.41        500.000        2.69305                 NaN   2.28340        6.49284                 NaN   7.29433        41.3545                 NaN   39.8818     
  1164.35        500.000        2.68726                 NaN   2.29517        6.48681                 NaN   7.29593        41.3536                 NaN   39.8813     
  1163.29        500.000        2.68144                 NaN   2.30695        6.48083                 NaN   7.29753        41.3526                 NaN   39.8807     
