|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             Sp(TH)         lc            
  1543.92        2500.00        99.5326       0.432317       0.350508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.44        2500.00        99.5368       0.428949       0.342906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.96        2500.00        99.5400       0.426125       0.338940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.49        2500.00        99.5440       0.422974       0.329894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00        99.1302       0.807365       0.623892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.53        2500.00        99.9083       0.849485E-001  0.670391E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.05        2500.00        99.6691       0.306653       0.242547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.57        2500.00        99.5040       0.461383       0.346537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        2500.00        99.5594       0.411164       0.294139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.62        2500.00        99.4630       0.493350       0.436093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.14        2500.00        99.6772       0.302306       0.204689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.66        2500.00        99.5674       0.403951       0.286782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.18        2500.00        99.5722       0.400892       0.269006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.71        2500.00        99.4927       0.474102       0.332178E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.23        2500.00        99.8792       0.112513       0.825896E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.75        2500.00        99.3621       0.600965       0.369524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00        99.5837       0.391254       0.250131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.79        2500.00        99.4672       0.509777       0.229879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        2500.00        99.7003       0.281047       0.186959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.84        2500.00        99.5900       0.390057       0.199324E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.88        2500.00        99.1913       0.765615       0.430892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.40        2500.00        99.7340       0.251596       0.144024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.93        2500.00        99.6207       0.355967       0.233482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.45        2500.00        99.4547       0.516401       0.288948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.97        2500.00        99.5058       0.449876E-001            NaN            NaN  0.449221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.49        2500.00        99.5101                 NaN  0.375501E-001            NaN  0.452306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.01        2500.00        99.4975       0.300886E-002            NaN            NaN  0.499496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.54        2500.00        99.4993       0.501263E-003            NaN            NaN  0.500183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.06        2500.00        99.4997       0.195732E-001            NaN            NaN  0.480698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.58        2500.00        99.5014       0.235219E-001            NaN            NaN  0.475043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.10        2500.00        99.5008       0.176916E-001            NaN            NaN  0.481486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.62        2500.00        99.5023                 NaN            NaN            NaN  0.497710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.15        2500.00        99.5019                 NaN            NaN            NaN  0.498074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.67        2500.00        99.5022                 NaN            NaN            NaN  0.497781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.19        2500.00        99.9885       0.207397E-004  0.114835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.71        2500.00        99.0193                 NaN            NaN            NaN  0.980675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00        99.5009                 NaN            NaN            NaN  0.499115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.75        2500.00        99.5149                 NaN            NaN            NaN  0.485050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00        99.4825       0.541271E-002            NaN            NaN  0.512126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.80        2500.00        99.7183       0.281658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.32        2500.00        99.4870       0.282992                 NaN            NaN  0.229973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.84        2500.00        99.2965       0.205591                 NaN            NaN  0.497919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.36        2500.00        98.9909                 NaN            NaN            NaN  0.263758       0.745305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.89        2500.00        99.2647                 NaN            NaN            NaN  0.300195       0.435066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.41        2500.00        99.2698                 NaN            NaN            NaN  0.432183       0.297981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.93        2500.00        99.2758                 NaN            NaN            NaN  0.428807       0.295352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.45        2500.00        99.2827                 NaN            NaN            NaN  0.425218       0.292131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.97        2500.00        99.2890                 NaN            NaN            NaN  0.421339       0.289673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.50        2500.00        99.2963                 NaN            NaN            NaN  0.417358       0.286323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.02        2500.00        99.3021                 NaN            NaN            NaN  0.414124       0.283803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.54        2500.00        99.3084                 NaN            NaN            NaN  0.280595       0.411025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.06        2500.00        99.3153                 NaN            NaN            NaN  0.406254       0.278462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        2500.00        99.3192                 NaN            NaN            NaN  0.405765       0.275002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.11        2500.00        99.3277                 NaN            NaN            NaN  0.272877       0.399440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.63        2500.00        99.3330                 NaN            NaN            NaN  0.270033       0.397002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3381                 NaN            NaN            NaN  0.267517       0.394344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1459.67        2500.00        99.3431                 NaN            NaN            NaN  0.264535       0.392320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.19        2500.00        99.3499                 NaN            NaN            NaN  0.262888       0.387188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.72        2500.00        99.3549                 NaN            NaN            NaN  0.260005       0.385089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00        99.3606                 NaN            NaN            NaN  0.381698       0.257711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.76        2500.00        99.3656                 NaN            NaN            NaN  0.378793       0.255576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.28        2500.00        99.3697                 NaN            NaN            NaN  0.253528       0.376819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.80        2500.00        99.3773                 NaN            NaN            NaN  0.372143       0.250580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        99.3814                 NaN            NaN            NaN  0.370091       0.248486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.85        2500.00        99.3865                 NaN            NaN            NaN  0.246647       0.366856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.37        2500.00        99.3913                 NaN            NaN            NaN  0.243675       0.365059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.89        2500.00        99.3959                 NaN            NaN            NaN  0.362407       0.241658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00        99.4004                 NaN            NaN            NaN  0.239795       0.359780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.94        2500.00        99.4072                 NaN            NaN            NaN  0.355879       0.236930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.46        2500.00        99.4102                 NaN            NaN            NaN  0.234991       0.354804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.98        2500.00        99.4148                 NaN            NaN            NaN  0.352099       0.233143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.50        2500.00        99.4187                 NaN            NaN            NaN  0.350255       0.231042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.02        2500.00        99.4242                 NaN            NaN            NaN  0.346943       0.228874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        2500.00        98.5670                 NaN            NaN            NaN  0.595918       0.376886                 NaN  0.460146                 NaN            NaN            NaN            NaN            NaN
  1433.07        2500.00        98.5206                 NaN            NaN            NaN  0.372782       0.616310                 NaN  0.490330                 NaN            NaN            NaN            NaN            NaN
  1431.59        2500.00        98.5505                 NaN            NaN            NaN  0.364722       0.604501                 NaN  0.480321                 NaN            NaN            NaN            NaN            NaN
  1430.11        2500.00        98.5768                 NaN            NaN            NaN  0.357586       0.593773                 NaN  0.471823                 NaN            NaN            NaN            NaN            NaN
  1428.63        2500.00        98.6021                 NaN            NaN            NaN  0.350878       0.583611                 NaN  0.463444                 NaN            NaN            NaN            NaN            NaN
  1427.16        2500.00        98.6281                 NaN            NaN            NaN  0.573136       0.343731                 NaN  0.455046                 NaN            NaN            NaN            NaN            NaN
  1425.68        2500.00        98.6525                 NaN            NaN            NaN  0.563612       0.336903                 NaN  0.447016                 NaN            NaN            NaN            NaN            NaN
  1424.20        2500.00        98.6742                 NaN  0.411703E-001            NaN  0.495252       0.341608                 NaN  0.447757                 NaN            NaN            NaN            NaN            NaN
  1422.72        2500.00        98.6926                 NaN  0.113496                 NaN  0.356603       0.381704                 NaN  0.455577                 NaN            NaN            NaN            NaN            NaN
  1421.24        2500.00        98.7167                 NaN  0.112119                 NaN  0.374280       0.349488                 NaN  0.447425                 NaN            NaN            NaN            NaN            NaN
  1419.76        2500.00        98.7399                 NaN  0.111043                 NaN  0.343299       0.366211                 NaN  0.439585                 NaN            NaN            NaN            NaN            NaN
  1418.29        2500.00        98.7610                 NaN  0.109904                 NaN  0.337848       0.358863                 NaN  0.432429                 NaN            NaN            NaN            NaN            NaN
  1416.81        2500.00        98.7826                 NaN  0.109006                 NaN  0.350933       0.332216                 NaN  0.425222                 NaN            NaN            NaN            NaN            NaN
  1415.33        2500.00        98.8016                 NaN  0.107964                 NaN  0.344065       0.327610                 NaN  0.418804                 NaN            NaN            NaN            NaN            NaN
  1413.85        2500.00        98.8279                 NaN  0.105935                 NaN  0.319905       0.336907                 NaN  0.409331                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.8438                 NaN  0.105479                 NaN  0.330352       0.316106                 NaN  0.404231                 NaN            NaN            NaN            NaN            NaN
  1410.90        2500.00        98.8646                 NaN  0.104245                 NaN  0.323689       0.310447                 NaN  0.397056                 NaN            NaN            NaN            NaN            NaN
  1409.42        2500.00        98.8831                 NaN  0.103344                 NaN  0.305311       0.317518                 NaN  0.390725                 NaN            NaN            NaN            NaN            NaN
  1407.94        2500.00        98.9002                 NaN  0.102313                 NaN  0.301407       0.311227                 NaN  0.384862                 NaN            NaN            NaN            NaN            NaN
  1406.46        2500.00        98.9197                 NaN  0.101099                 NaN  0.295675       0.305357                 NaN  0.378183                 NaN            NaN            NaN            NaN            NaN
  1404.98        2500.00        98.9368                 NaN  0.100148                 NaN  0.291059       0.299755                 NaN  0.372268                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.9535                 NaN  0.994282E-001            NaN  0.286664       0.293783                 NaN  0.366609                 NaN            NaN            NaN            NaN            NaN
  1402.03        2500.00        98.9701                 NaN  0.979969E-001            NaN  0.281982       0.289127                 NaN  0.360746                 NaN            NaN            NaN            NaN            NaN
  1400.55        2500.00        98.9840                 NaN  0.979468E-001            NaN  0.282649       0.279159                 NaN  0.356233                 NaN            NaN            NaN            NaN            NaN
  1399.07        2500.00        99.0031                 NaN  0.958508E-001            NaN  0.278683       0.273108                 NaN  0.349289                 NaN            NaN            NaN            NaN            NaN
  1397.59        2500.00        99.1200                 NaN  0.853185E-001            NaN  0.237914       0.247206                 NaN  0.309570                 NaN            NaN            NaN            NaN            NaN
  1396.12        2500.00        98.9295                 NaN  0.104035                 NaN  0.296096       0.296070                 NaN  0.374267                 NaN            NaN            NaN            NaN            NaN
  1394.64        2500.00        99.0472                 NaN  0.934141E-001            NaN  0.261371       0.263895                 NaN  0.334152                 NaN            NaN            NaN            NaN            NaN
  1393.16        2500.00        99.0613                 NaN  0.925486E-001            NaN  0.257865       0.259012                 NaN  0.329289                 NaN            NaN            NaN            NaN            NaN
  1391.68        2500.00        99.0756                 NaN  0.912335E-001            NaN  0.253531       0.255418                 NaN  0.324253                 NaN            NaN            NaN            NaN            NaN
  1390.20        2500.00        99.0896                 NaN  0.905767E-001            NaN  0.249959       0.250511                 NaN  0.319382                 NaN            NaN            NaN            NaN            NaN
  1388.73        2500.00        99.1023                 NaN  0.897276E-001            NaN  0.246339       0.246649                 NaN  0.315032                 NaN            NaN            NaN            NaN            NaN
  1387.25        2500.00        99.1163                 NaN  0.885474E-001            NaN  0.242633       0.242555                 NaN  0.310001                 NaN            NaN            NaN            NaN            NaN
  1385.77        2500.00        99.1285                 NaN  0.878960E-001            NaN  0.239303       0.238505                 NaN  0.305799                 NaN            NaN            NaN            NaN            NaN
  1384.29        2500.00        99.1411                 NaN  0.869126E-001            NaN  0.234440       0.236260                 NaN  0.301237                 NaN            NaN            NaN            NaN            NaN
  1382.81        2500.00        99.1529                 NaN  0.861314E-001            NaN  0.232678       0.231017                 NaN  0.297227                 NaN            NaN            NaN            NaN            NaN
  1381.34        2500.00        99.1658                 NaN  0.850812E-001            NaN  0.227283       0.229184                 NaN  0.292648                 NaN            NaN            NaN            NaN            NaN
  1379.86        2500.00        99.1774                 NaN  0.841418E-001            NaN  0.226157       0.223774                 NaN  0.288493                 NaN            NaN            NaN            NaN            NaN
  1378.38        2500.00        99.1875                 NaN  0.838833E-001            NaN  0.219105       0.224372                 NaN  0.285136                 NaN            NaN            NaN            NaN            NaN
  1376.90        2500.00        99.2009                 NaN  0.819177E-001            NaN  0.217959       0.219144                 NaN  0.280114                 NaN            NaN            NaN            NaN            NaN
  1375.42        2500.00        99.2087                 NaN  0.819513E-001            NaN  0.213437       0.218282                 NaN  0.277642                 NaN            NaN            NaN            NaN            NaN
  1373.95        2500.00        99.2238                 NaN  0.799376E-001            NaN  0.212992       0.211295                 NaN  0.271950                 NaN            NaN            NaN            NaN            NaN
  1372.47        2500.00        99.2328                 NaN  0.795394E-001            NaN  0.211077       0.207776                 NaN  0.268848                 NaN            NaN            NaN            NaN            NaN
  1370.99        2500.00        99.2422                 NaN  0.788309E-001            NaN  0.208030       0.205190                 NaN  0.265719                 NaN            NaN            NaN            NaN            NaN
  1369.51        2500.00        99.2526                 NaN  0.778899E-001            NaN  0.201956       0.205701                 NaN  0.261813                 NaN            NaN            NaN            NaN            NaN
  1368.03        2500.00        99.2620                 NaN  0.766968E-001            NaN  0.202224       0.200526                 NaN  0.258504                 NaN            NaN            NaN            NaN            NaN
  1366.56        2500.00        99.2744                 NaN  0.763837E-001            NaN  0.199620       0.195467                 NaN  0.254150                 NaN            NaN            NaN            NaN            NaN
  1365.08        2500.00        99.2821                 NaN  0.753106E-001            NaN  0.197365       0.193887                 NaN  0.251324                 NaN            NaN            NaN            NaN            NaN
  1363.60        2500.00        99.2918                 NaN  0.742622E-001            NaN  0.191299       0.194816                 NaN  0.247833                 NaN            NaN            NaN            NaN            NaN
  1362.12        2500.00        99.2998                 NaN  0.672040E-001            NaN  0.199559       0.189660                 NaN  0.243748                 NaN            NaN            NaN            NaN            NaN
  1360.64        2500.00        99.3104                 NaN  0.785670E-001            NaN  0.192085       0.176665                 NaN  0.242273                 NaN            NaN            NaN            NaN            NaN
  1359.16        2500.00        99.3187                 NaN  0.717373E-001            NaN  0.187121       0.184299                 NaN  0.238133                 NaN            NaN            NaN            NaN            NaN
  1357.69        2500.00        99.3269                 NaN  0.706626E-001            NaN  0.184792       0.182448                 NaN  0.235209                 NaN            NaN            NaN            NaN            NaN
  1356.21        2500.00        99.3356                 NaN  0.698508E-001            NaN  0.182272       0.180242                 NaN  0.232027                 NaN            NaN            NaN            NaN            NaN
  1354.73        2500.00        99.3438                 NaN  0.688406E-001            NaN  0.178570       0.179708                 NaN  0.229102                 NaN            NaN            NaN            NaN            NaN
  1353.25        2500.00        99.3521                 NaN  0.685303E-001            NaN  0.175551       0.177527                 NaN  0.226267                 NaN            NaN            NaN            NaN            NaN
  1351.77        2500.00        99.3602                 NaN  0.668037E-001            NaN  0.175114       0.174768                 NaN  0.223069                 NaN            NaN            NaN            NaN            NaN
  1350.30        2500.00        99.3685                 NaN  0.658920E-001            NaN  0.172047       0.173528                 NaN  0.220056                 NaN            NaN            NaN            NaN            NaN
  1348.82        2500.00        99.3757                 NaN  0.655153E-001            NaN  0.170605       0.170600                 NaN  0.217563                 NaN            NaN            NaN            NaN            NaN
  1347.34        2500.00        99.3816                 NaN  0.549155E-001            NaN  0.164203       0.185619                 NaN  0.213617                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        99.3924                 NaN  0.725969E-001            NaN  0.170233       0.151718                 NaN  0.213021                 NaN            NaN            NaN            NaN            NaN
  1344.38        2500.00        99.3976                 NaN  0.626679E-001            NaN  0.165982       0.164231                 NaN  0.209513                 NaN            NaN            NaN            NaN            NaN
  1342.91        2500.00        99.4027                 NaN  0.620874E-001            NaN  0.162417       0.164764                 NaN  0.208016                 NaN            NaN            NaN            NaN            NaN
  1341.43        2500.00        97.4296                 NaN  0.208828                 NaN  0.808371       0.675553                 NaN  0.877614                 NaN            NaN            NaN            NaN            NaN
  1339.95        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.47        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.99        2500.00        99.9996                 NaN  0.440500E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.52        2500.00        99.7376                 NaN  0.616328E-001            NaN  0.772044E-001  0.242130E-001            NaN  0.993238E-001            NaN            NaN            NaN            NaN            NaN
  1334.04        2500.00        99.4692                 NaN  0.860808E-001            NaN  0.809985E-001  0.174726                 NaN  0.189037                 NaN            NaN            NaN            NaN            NaN
  1332.56        2500.00        99.4505                 NaN  0.520857E-001            NaN  0.146472       0.161411                 NaN  0.189511                 NaN            NaN            NaN            NaN            NaN
  1331.08        2500.00        99.4576                 NaN  0.539736E-001            NaN  0.145941       0.155165                 NaN  0.187330                 NaN            NaN            NaN            NaN            NaN
  1329.60        2500.00        99.4636                 NaN  0.531371E-001            NaN  0.143869       0.154195                 NaN  0.185223                 NaN            NaN            NaN            NaN            NaN
  1328.13        2500.00        99.4698                 NaN  0.520888E-001            NaN  0.153164       0.142156                 NaN  0.182810                 NaN            NaN            NaN            NaN            NaN
  1326.65        2500.00        99.4753                 NaN  0.511309E-001            NaN  0.140362       0.152412                 NaN  0.180790                 NaN            NaN            NaN            NaN            NaN
  1325.17        2500.00        99.4811                 NaN  0.503594E-001            NaN  0.138359       0.151498                 NaN  0.178671                 NaN            NaN            NaN            NaN            NaN
  1323.69        2500.00        99.4866                 NaN  0.494544E-001            NaN  0.137044       0.150277                 NaN  0.176641                 NaN            NaN            NaN            NaN            NaN
  1322.21        2500.00        99.4923                 NaN  0.482031E-001            NaN  0.150565       0.134331                 NaN  0.174577                 NaN            NaN            NaN            NaN            NaN
  1320.74        2500.00        99.4981                 NaN  0.470625E-001            NaN  0.132727       0.149907                 NaN  0.172240                 NaN            NaN            NaN            NaN            NaN
  1319.26        2500.00        85.2873                 NaN   1.12753                 NaN  0.320471        1.71372                 NaN   1.86392        9.68702                 NaN            NaN            NaN            NaN
  1317.78        2500.00        79.0796                 NaN   1.64115                 NaN   2.48722       0.229031                 NaN   2.59505        13.9680                 NaN            NaN            NaN            NaN
  1316.30        2500.00        82.3468                 NaN   1.41839                 NaN   2.18727       0.721670E-001            NaN   2.20079        11.7746                 NaN            NaN            NaN            NaN
  1314.82        2500.00        84.7967                 NaN   1.24724                 NaN   1.92054                 NaN            NaN   1.90431        10.1313                 NaN            NaN            NaN            NaN
  1313.35        2500.00        86.8908                 NaN   1.07691                 NaN   1.66353                 NaN            NaN   1.64830        8.72042                 NaN            NaN            NaN            NaN
  1311.87        2500.00        88.4510                 NaN  0.948868                 NaN   1.47611                 NaN            NaN   1.45868        7.66531                 NaN            NaN            NaN            NaN
  1310.39        2500.00        89.7278                 NaN  0.846087                 NaN   1.32072                 NaN            NaN   1.30333        6.80209                 NaN            NaN            NaN            NaN
  1308.91        2500.00        90.7833                 NaN  0.761756                 NaN   1.19147                 NaN            NaN   1.17476        6.08867                 NaN            NaN            NaN            NaN
  1307.43        2500.00        91.6778                 NaN  0.691232                 NaN   1.08054                 NaN            NaN   1.06556        5.48484                 NaN            NaN            NaN            NaN
  1305.96        2500.00        92.4321                 NaN  0.631201                 NaN  0.988611                 NaN            NaN  0.973470        4.97466                 NaN            NaN            NaN            NaN
