|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1524.87        2500.00        99.4709                 NaN  0.485986       0.431048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.28        2500.00        99.3209                 NaN  0.624398       0.547162E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00        99.4044                 NaN  0.545054       0.505850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.10        2500.00        99.4038                 NaN  0.551731       0.444785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.51        2500.00        99.4105                 NaN  0.544731       0.447541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00        99.4121                 NaN  0.544067       0.438822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.33        2500.00        99.2852                 NaN  0.362944E-001  0.961985E-002            NaN  0.668916                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        2500.00        99.2455                 NaN  0.303865E-002  0.408952E-003            NaN  0.751084                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.15        2500.00        99.3284                 NaN            NaN  0.146789E-001            NaN  0.656958                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.56        2500.00        99.1646                 NaN            NaN            NaN            NaN  0.835405                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.97        2500.00        99.2442                 NaN            NaN            NaN            NaN  0.755774                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.38        2500.00        99.2392                 NaN            NaN            NaN            NaN  0.760755                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.79        2500.00        99.2381                 NaN            NaN            NaN            NaN  0.761886                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.20        2500.00        99.2344                 NaN            NaN            NaN            NaN  0.765622                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.61        2500.00        99.2302                 NaN            NaN            NaN            NaN  0.769812                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.02        2500.00        99.2262                 NaN            NaN            NaN            NaN  0.773834                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.43        2500.00        99.2184                 NaN            NaN            NaN            NaN  0.781616                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.83        2500.00        99.2066                 NaN            NaN            NaN            NaN  0.793426                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1926                 NaN            NaN            NaN            NaN  0.807413                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.65        2500.00        99.1834                 NaN            NaN            NaN            NaN  0.816566                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.1618                 NaN            NaN            NaN            NaN  0.838227                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.47        2500.00        98.8495                 NaN            NaN            NaN            NaN  0.692913       0.457546                 NaN            NaN            NaN            NaN            NaN
  1489.88        2500.00        98.7786                 NaN            NaN            NaN            NaN  0.865861       0.355515                 NaN            NaN            NaN            NaN            NaN
  1488.29        2500.00        98.7886                 NaN            NaN            NaN            NaN  0.860283       0.351167                 NaN            NaN            NaN            NaN            NaN
  1486.70        2500.00        98.8028                 NaN            NaN            NaN            NaN  0.849892       0.347308                 NaN            NaN            NaN            NaN            NaN
  1485.11        2500.00        98.8114                 NaN            NaN            NaN            NaN  0.843193       0.345380                 NaN            NaN            NaN            NaN            NaN
  1483.52        2500.00        98.8213                 NaN            NaN            NaN            NaN  0.341158       0.837551                 NaN            NaN            NaN            NaN            NaN
  1481.93        2500.00        98.8301                 NaN            NaN            NaN            NaN  0.341547       0.828363                 NaN            NaN            NaN            NaN            NaN
  1480.34        2500.00        98.8400                 NaN            NaN            NaN            NaN  0.335928       0.824072                 NaN            NaN            NaN            NaN            NaN
  1478.75        2500.00        98.8481                 NaN            NaN            NaN            NaN  0.817617       0.334304                 NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00        98.8611                 NaN            NaN  0.169701E-005            NaN  0.331148       0.807780                 NaN            NaN            NaN            NaN            NaN
  1475.57        2500.00        98.8646                 NaN            NaN            NaN            NaN  0.805610       0.329774                 NaN            NaN            NaN            NaN            NaN
  1473.98        2500.00        98.8805                 NaN            NaN            NaN            NaN  0.795428       0.324108                 NaN            NaN            NaN            NaN            NaN
  1472.39        2500.00        98.8839                 NaN            NaN  0.145541E-001            NaN  0.803976       0.297599                 NaN            NaN            NaN            NaN            NaN
  1470.80        2500.00        98.8968                 NaN            NaN            NaN            NaN  0.783544       0.319702                 NaN            NaN            NaN            NaN            NaN
  1469.21        2500.00        98.9015                 NaN            NaN  0.813173E-003            NaN  0.315815       0.781854                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        98.9096                 NaN            NaN            NaN            NaN  0.775159       0.315213                 NaN            NaN            NaN            NaN            NaN
  1466.02        2500.00        98.9161                 NaN            NaN            NaN            NaN  0.312406       0.771499                 NaN            NaN            NaN            NaN            NaN
  1464.43        2500.00        98.9272                 NaN            NaN  0.219444E-001            NaN  0.775952       0.274923                 NaN            NaN            NaN            NaN            NaN
  1462.84        2500.00        98.9354                 NaN            NaN  0.296063E-001            NaN  0.260565       0.774431                 NaN            NaN            NaN            NaN            NaN
  1461.25        2500.00        98.9369                 NaN            NaN  0.171891E-002            NaN  0.302132       0.759277                 NaN            NaN            NaN            NaN            NaN
  1459.66        2500.00        98.9508                 NaN            NaN  0.371181E-001            NaN  0.243184       0.768863                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00        98.9538                 NaN            NaN  0.363320E-001            NaN  0.760487       0.249356                 NaN            NaN            NaN            NaN            NaN
  1456.48        2500.00        98.9666                 NaN            NaN  0.339883E-001            NaN  0.242881       0.756579                 NaN            NaN            NaN            NaN            NaN
  1454.89        2500.00        99.0843                 NaN            NaN  0.298657E-001            NaN  0.207458       0.678425                 NaN            NaN            NaN            NaN            NaN
  1453.30        2500.00        98.8576                 NaN            NaN  0.351284E-001            NaN  0.270439       0.836866                 NaN            NaN            NaN            NaN            NaN
  1451.71        2500.00        98.9802                 NaN            NaN  0.304394E-001            NaN  0.242193       0.747208                 NaN            NaN            NaN            NaN            NaN
  1450.12        2500.00        98.6802                 NaN            NaN  0.819353E-001            NaN  0.790995       0.309401                 NaN  0.137450                 NaN            NaN            NaN
  1448.53        2500.00        96.9045                 NaN            NaN  0.395912                 NaN   1.05345       0.699530                 NaN  0.946561                 NaN            NaN            NaN
  1446.94        2500.00        96.9712                 NaN            NaN  0.394282                 NaN   1.03831       0.669622                 NaN  0.926541                 NaN            NaN            NaN
  1445.35        2500.00        97.0340                 NaN            NaN  0.393174                 NaN   1.02341       0.641626                 NaN  0.907751                 NaN            NaN            NaN
  1443.76        2500.00        97.0978                 NaN            NaN  0.391736                 NaN   1.01026       0.611771                 NaN  0.888424                 NaN            NaN            NaN
  1442.17        2500.00        97.1573                 NaN            NaN  0.391090                 NaN  0.994553       0.586566                 NaN  0.870507                 NaN            NaN            NaN
  1440.58        2500.00        97.2158                 NaN            NaN  0.389312                 NaN  0.982509       0.559422                 NaN  0.852986                 NaN            NaN            NaN
  1438.99        2500.00        97.2673                 NaN            NaN  0.389103                 NaN  0.535385       0.970434                 NaN  0.837817                 NaN            NaN            NaN
  1437.39        2500.00        97.3255                 NaN            NaN  0.388075                 NaN  0.959993       0.506517                 NaN  0.819929                 NaN            NaN            NaN
  1435.80        2500.00        97.3728                 NaN            NaN  0.387371                 NaN  0.487047       0.946964                 NaN  0.805860                 NaN            NaN            NaN
  1434.21        2500.00        97.4252                 NaN            NaN  0.385832                 NaN  0.463246       0.936367                 NaN  0.789394                 NaN            NaN            NaN
  1432.62        2500.00        97.4703                 NaN            NaN  0.386111                 NaN  0.440510       0.926906                 NaN  0.776212                 NaN            NaN            NaN
  1431.03        2500.00        97.5030                 NaN            NaN  0.387830                 NaN  0.917346       0.423706                 NaN  0.768117                 NaN            NaN            NaN
  1429.44        2500.00        97.5933                 NaN            NaN  0.380645                 NaN  0.896547       0.391528                 NaN  0.737992                 NaN            NaN            NaN
  1427.85        2500.00        97.6061                 NaN            NaN  0.384195                 NaN  0.898925       0.375582                 NaN  0.735169                 NaN            NaN            NaN
  1426.26        2500.00        97.6494                 NaN            NaN  0.383815                 NaN  0.355307       0.889242                 NaN  0.722277                 NaN            NaN            NaN
  1424.67        2500.00        97.0537                 NaN            NaN  0.486139                 NaN   1.11776       0.433524                 NaN  0.908907                 NaN            NaN            NaN
  1423.08        2500.00        98.4055                 NaN            NaN  0.276400                 NaN  0.624618       0.205203                 NaN  0.488292                 NaN            NaN            NaN
  1421.49        2500.00        97.7631                 NaN            NaN  0.384185                 NaN  0.299525       0.865356                 NaN  0.687836                 NaN            NaN            NaN
  1419.90        2500.00        97.8052                 NaN            NaN  0.381773                 NaN  0.860965       0.277346                 NaN  0.674721                 NaN            NaN            NaN
  1418.31        2500.00        97.8388                 NaN            NaN  0.381887                 NaN  0.854263       0.260718                 NaN  0.664320                 NaN            NaN            NaN
  1416.72        2500.00        97.8721                 NaN            NaN  0.381937                 NaN  0.239906       0.851797                 NaN  0.654286                 NaN            NaN            NaN
  1415.13        2500.00        97.9060                 NaN            NaN  0.381748                 NaN  0.225217       0.843311                 NaN  0.643761                 NaN            NaN            NaN
  1413.54        2500.00        97.9372                 NaN            NaN  0.381739                 NaN  0.839596       0.207110                 NaN  0.634326                 NaN            NaN            NaN
  1411.95        2500.00        97.9716                 NaN            NaN  0.380870                 NaN  0.190798       0.833071                 NaN  0.623627                 NaN            NaN            NaN
  1410.36        2500.00        98.0016                 NaN            NaN  0.380595                 NaN  0.828764       0.174746                 NaN  0.614341                 NaN            NaN            NaN
  1408.77        2500.00        98.0293                 NaN            NaN  0.381022                 NaN  0.826999       0.156695                 NaN  0.605969                 NaN            NaN            NaN
  1407.17        2500.00        98.0621                 NaN            NaN  0.379375                 NaN  0.818841       0.144113                 NaN  0.595564                 NaN            NaN            NaN
  1405.58        2500.00        98.0881                 NaN            NaN  0.379612                 NaN  0.817033       0.127717                 NaN  0.587523                 NaN            NaN            NaN
  1403.99        2500.00        98.1132                 NaN            NaN  0.379996                 NaN  0.112197       0.814698                 NaN  0.579872                 NaN            NaN            NaN
  1402.40        2500.00        98.1455                 NaN            NaN  0.377827                 NaN  0.808212       0.989339E-001            NaN  0.569559                 NaN            NaN            NaN
  1400.81        2500.00        98.1665                 NaN            NaN  0.378605                 NaN  0.811515       0.802954E-001            NaN  0.563059                 NaN            NaN            NaN
  1399.22        2500.00        98.1957                 NaN            NaN  0.376788                 NaN  0.712097E-001  0.802473                 NaN  0.553862                 NaN            NaN            NaN
  1397.63        2500.00        98.2182                 NaN            NaN  0.377381                 NaN  0.801707       0.555666E-001            NaN  0.547167                 NaN            NaN            NaN
  1396.04        2500.00        98.2451                 NaN            NaN  0.375365                 NaN  0.800065       0.412178E-001            NaN  0.538225                 NaN            NaN            NaN
  1394.45        2500.00        98.2687                 NaN            NaN  0.375363                 NaN  0.300581E-001  0.794735                 NaN  0.531114                 NaN            NaN            NaN
  1392.86        2500.00        98.2921                 NaN            NaN  0.374542                 NaN  0.791738       0.177107E-001            NaN  0.523908                 NaN            NaN            NaN
  1391.27        2500.00        98.3158                 NaN            NaN  0.372540                 NaN  0.791650       0.399619E-002            NaN  0.515992                 NaN            NaN            NaN
  1389.68        2500.00        98.3201                 NaN            NaN  0.367020                 NaN  0.786439       0.134057E-001            NaN  0.513070                 NaN            NaN            NaN
  1388.09        2500.00        98.3632                 NaN            NaN  0.365179                 NaN  0.771535                 NaN            NaN  0.500097                 NaN            NaN            NaN
  1386.50        2500.00        98.3763                 NaN            NaN  0.362450                 NaN  0.765582                 NaN            NaN  0.495658                 NaN            NaN            NaN
  1384.91        2500.00        98.3962                 NaN            NaN  0.360991                 NaN  0.753519                 NaN            NaN  0.489286                 NaN            NaN            NaN
  1383.32        2500.00        98.4163                 NaN            NaN  0.357178                 NaN  0.744159                 NaN            NaN  0.482353                 NaN            NaN            NaN
  1381.73        2500.00        98.4346                 NaN            NaN  0.350483                 NaN  0.739055                 NaN            NaN  0.475877                 NaN            NaN            NaN
  1380.14        2500.00        98.4547                 NaN            NaN  0.349803                 NaN  0.726010                 NaN            NaN  0.469445                 NaN            NaN            NaN
  1378.55        2500.00        98.4719                 NaN            NaN  0.342427                 NaN  0.722596                 NaN            NaN  0.463049                 NaN            NaN            NaN
  1376.95        2500.00        98.4896                 NaN            NaN  0.340434                 NaN  0.712823                 NaN            NaN  0.457181                 NaN            NaN            NaN
  1375.36        2500.00        98.5068                 NaN            NaN  0.334485                 NaN  0.707744                 NaN            NaN  0.450994                 NaN            NaN            NaN
  1373.77        2500.00        98.5249                 NaN            NaN  0.332101                 NaN  0.698045                 NaN            NaN  0.444940                 NaN            NaN            NaN
  1372.18        2500.00        98.5366                 NaN            NaN  0.318841                 NaN  0.704790                 NaN            NaN  0.439739                 NaN            NaN            NaN
  1370.59        2500.00        98.5613                 NaN            NaN  0.327576                 NaN  0.678553                 NaN            NaN  0.432582                 NaN            NaN            NaN
  1369.00        2500.00        98.5746                 NaN            NaN  0.324345                 NaN  0.672957                 NaN            NaN  0.428136                 NaN            NaN            NaN
  1367.41        2500.00        98.5678                 NaN            NaN  0.239226                 NaN  0.508329       0.264269                 NaN  0.420353                 NaN            NaN            NaN
  1365.82        2500.00        98.6100                 NaN            NaN  0.320971                 NaN  0.653041                 NaN            NaN  0.415949                 NaN            NaN            NaN
  1364.23        2500.00        98.6239                 NaN            NaN  0.317762                 NaN  0.646843                 NaN            NaN  0.411544                 NaN            NaN            NaN
  1362.64        2500.00        98.6367                 NaN            NaN  0.313095                 NaN  0.643358                 NaN            NaN  0.406894                 NaN            NaN            NaN
  1361.05        2500.00        98.6542                 NaN            NaN  0.313543                 NaN  0.631041                 NaN            NaN  0.401241                 NaN            NaN            NaN
  1359.46        2500.00        98.6679                 NaN            NaN  0.307451                 NaN  0.628437                 NaN            NaN  0.396163                 NaN            NaN            NaN
  1357.87        2500.00        98.6821                 NaN            NaN  0.304969                 NaN  0.621620                 NaN            NaN  0.391348                 NaN            NaN            NaN
  1356.28        2500.00        98.6936                 NaN            NaN  0.299543                 NaN  0.620041                 NaN            NaN  0.386803                 NaN            NaN            NaN
  1354.69        2500.00        98.7097                 NaN            NaN  0.295719                 NaN  0.613308                 NaN            NaN  0.381319                 NaN            NaN            NaN
  1353.10        2500.00        98.7205                 NaN            NaN  0.295853                 NaN  0.605656                 NaN            NaN  0.378032                 NaN            NaN            NaN
  1351.51        2500.00        98.7396                 NaN            NaN  0.291919                 NaN  0.597421                 NaN            NaN  0.371010                 NaN            NaN            NaN
  1349.92        2500.00        98.7491                 NaN            NaN  0.285067                 NaN  0.598626                 NaN            NaN  0.367229                 NaN            NaN            NaN
  1348.33        2500.00        98.7624                 NaN            NaN  0.283800                 NaN  0.590836                 NaN            NaN  0.362929                 NaN            NaN            NaN
  1346.73        2500.00        98.7735                 NaN            NaN  0.279775                 NaN  0.587938                 NaN            NaN  0.358776                 NaN            NaN            NaN
  1345.14        2500.00        98.7822                 NaN            NaN  0.282051                 NaN  0.578216                 NaN            NaN  0.357488                 NaN            NaN            NaN
  1343.55        2500.00        98.8011                 NaN            NaN  0.269282                 NaN  0.582303                 NaN            NaN  0.347272                 NaN            NaN            NaN
  1341.96        2500.00        98.8112                 NaN            NaN  0.267182                 NaN  0.576322                 NaN            NaN  0.345336                 NaN            NaN            NaN
  1340.37        2500.00        98.8227                 NaN            NaN  0.266043                 NaN  0.569281                 NaN            NaN  0.341944                 NaN            NaN            NaN
  1338.78        2500.00        98.8363                 NaN            NaN  0.257856                 NaN  0.569883                 NaN            NaN  0.335998                 NaN            NaN            NaN
  1337.19        2500.00        98.8319                 NaN            NaN  0.245271                 NaN  0.585866                 NaN            NaN  0.336932                 NaN            NaN            NaN
  1335.60        2500.00        98.8708                 NaN            NaN  0.252943                 NaN  0.551471                 NaN            NaN  0.324792                 NaN            NaN            NaN
  1334.01        2500.00        98.8697                 NaN            NaN  0.250323                 NaN  0.555504                 NaN            NaN  0.324512                 NaN            NaN            NaN
  1332.42        2500.00        98.8791                 NaN            NaN  0.246952                 NaN  0.552632                 NaN            NaN  0.321333                 NaN            NaN            NaN
  1330.83        2500.00        98.8881                 NaN            NaN  0.243881                 NaN  0.549878                 NaN            NaN  0.318136                 NaN            NaN            NaN
  1329.24        2500.00        98.9017                 NaN            NaN  0.239817                 NaN  0.545105                 NaN            NaN  0.313352                 NaN            NaN            NaN
  1327.65        2500.00        98.9105                 NaN            NaN  0.235632                 NaN  0.543751                 NaN            NaN  0.310122                 NaN            NaN            NaN
  1326.06        2500.00        98.9200                 NaN            NaN  0.231197                 NaN  0.542217                 NaN            NaN  0.306614                 NaN            NaN            NaN
  1324.47        2500.00        98.9290                 NaN            NaN  0.226395                 NaN  0.541487                 NaN            NaN  0.303164                 NaN            NaN            NaN
  1322.88        2500.00        98.9413                 NaN            NaN  0.221850                 NaN  0.537476                 NaN            NaN  0.299331                 NaN            NaN            NaN
  1321.29        2500.00        98.9481                 NaN            NaN  0.220222                 NaN  0.535362                 NaN            NaN  0.296335                 NaN            NaN            NaN
  1319.70        2500.00        98.9589                 NaN            NaN  0.214833                 NaN  0.533635                 NaN            NaN  0.292623                 NaN            NaN            NaN
  1318.11        2500.00        98.9678                 NaN            NaN  0.211165                 NaN  0.531437                 NaN            NaN  0.289581                 NaN            NaN            NaN
  1316.51        2500.00        98.9759                 NaN            NaN  0.205445                 NaN  0.532515                 NaN            NaN  0.286175                 NaN            NaN            NaN
  1314.92        2500.00        98.9833                 NaN            NaN  0.200463                 NaN  0.532916                 NaN            NaN  0.283371                 NaN            NaN            NaN
  1313.33        2500.00        98.9942                 NaN            NaN  0.195641                 NaN  0.530289                 NaN            NaN  0.279898                 NaN            NaN            NaN
  1311.74        2500.00        99.0024                 NaN            NaN  0.193073                 NaN  0.527653                 NaN            NaN  0.276847                 NaN            NaN            NaN
  1310.15        2500.00        99.0099                 NaN            NaN  0.186443                 NaN  0.529667                 NaN            NaN  0.273977                 NaN            NaN            NaN
