|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TIS/TIS_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        iron           Sp(TH)         an             San(TH)        Opx(TH)        ilm            O(HP)          ne             lc            
  1438.34        2500.00        98.0844       0.587419       0.679060       0.786653E-001            NaN  0.570470                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.12        2500.00        98.1312       0.572887       0.663226       0.764305E-001            NaN  0.556304                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.90        2500.00        98.1716       0.559436       0.650225       0.742698E-001            NaN  0.544514                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.68        2500.00        98.2120       0.635897       0.547513       0.722984E-001            NaN  0.532332                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.46        2500.00        98.2493       0.622557       0.536186       0.706161E-001            NaN  0.521322                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.23        2500.00        98.2889       0.523318       0.609751       0.685290E-001            NaN  0.509548                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.01        2500.00        98.3234       0.512509       0.598049       0.668275E-001            NaN  0.499248                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00        98.3581       0.501479       0.586354       0.650655E-001            NaN  0.488960                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.3916       0.490590       0.575463       0.633823E-001            NaN  0.478947                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.35        2500.00        98.4235       0.564552       0.480465       0.618509E-001            NaN  0.469640                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.13        2500.00        98.4549       0.553852       0.470823       0.603252E-001            NaN  0.460123                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.91        2500.00        98.4848       0.543909       0.461408       0.588146E-001            NaN  0.451116                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.69        2500.00        98.5147       0.451739       0.534085       0.572653E-001            NaN  0.442186                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.47        2500.00        98.5416       0.525327       0.443008       0.558795E-001            NaN  0.434190                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.25        2500.00        98.5682       0.516409       0.434605       0.545488E-001            NaN  0.426254                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.02        2500.00        98.5950       0.507442       0.426118       0.532148E-001            NaN  0.418204                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.80        2500.00        98.6213       0.498851       0.417688       0.518337E-001            NaN  0.410301                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.58        2500.00        98.6447       0.410116       0.491110       0.506994E-001            NaN  0.403369                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.36        2500.00        98.6694       0.402301       0.482998       0.494291E-001            NaN  0.395865                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.14        2500.00        98.6919       0.475650       0.395027       0.482654E-001            NaN  0.389157                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.92        2500.00        98.7129       0.468549       0.388214       0.473298E-001            NaN  0.383003                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.70        2500.00        98.7369       0.380681       0.461217       0.458486E-001            NaN  0.375307                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.48        2500.00        98.7578       0.453806       0.374126       0.449412E-001            NaN  0.369339                 NaN            NaN            NaN            NaN            NaN            NaN
  1410.26        2500.00        98.7783       0.367377       0.447363       0.438549E-001            NaN  0.363138                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.04        2500.00        98.7973       0.441693       0.360661       0.428792E-001            NaN  0.357437                 NaN            NaN            NaN            NaN            NaN            NaN
  1407.81        2500.00        98.8183       0.354166       0.434730       0.417855E-001            NaN  0.351032                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.59        2500.00        98.8363       0.348292       0.428918       0.408338E-001            NaN  0.345648                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.37        2500.00        98.8524       0.343138       0.423656       0.399380E-001            NaN  0.340874                 NaN            NaN            NaN            NaN            NaN            NaN
  1404.15        2500.00        98.8722       0.336511       0.417645       0.389526E-001            NaN  0.334675                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.93        2500.00        98.8909       0.330789       0.411120       0.380666E-001            NaN  0.329155                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.71        2500.00        98.9071       0.325233       0.406320       0.371683E-001            NaN  0.324208                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.49        2500.00        98.9229       0.319974       0.401353       0.363444E-001            NaN  0.319449                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.27        2500.00        98.9396       0.396034       0.314591       0.354852E-001            NaN  0.314331                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.05        2500.00        98.9544       0.309657       0.391415       0.346126E-001            NaN  0.309878                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.83        2500.00        98.9701       0.386270       0.304560       0.339127E-001            NaN  0.305159                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.60        2500.00        98.9836       0.382273       0.299990       0.331215E-001            NaN  0.300994                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.38        2500.00        99.0009       0.376879       0.294395       0.322013E-001            NaN  0.295632                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.16        2500.00        99.0136       0.372920       0.290034       0.315863E-001            NaN  0.291894                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.94        2500.00        99.0276       0.368578       0.285387       0.308110E-001            NaN  0.287615                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.72        2500.00        99.0405       0.364646       0.281088       0.300872E-001            NaN  0.283699                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.50        2500.00        99.0543       0.360327       0.276497       0.293890E-001            NaN  0.279444                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.28        2500.00        99.0668       0.356495       0.272334       0.286894E-001            NaN  0.275638                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.06        2500.00        99.0794       0.267907       0.352906       0.279924E-001            NaN  0.271820                 NaN            NaN            NaN            NaN            NaN            NaN
  1385.84        2500.00        99.0918       0.348943       0.263895       0.273560E-001            NaN  0.267961                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.62        2500.00        98.6601       0.516182       0.389326       0.395157E-001            NaN  0.394916                 NaN            NaN            NaN            NaN            NaN            NaN
  1383.39        2500.00        99.5602       0.127138       0.170229       0.129243E-001            NaN  0.129526                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.17        2500.00        99.1267       0.338125       0.252299       0.255198E-001            NaN  0.257341                 NaN            NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        99.1360       0.335695       0.248777       0.249671E-001            NaN  0.254517                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.73        2500.00        99.1510       0.243664       0.331382       0.241062E-001            NaN  0.249801                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.51        2500.00        99.1596       0.328688       0.240895       0.236296E-001            NaN  0.247215                 NaN            NaN            NaN            NaN            NaN            NaN
  1377.29        2500.00        99.1702       0.325646       0.237087       0.230325E-001            NaN  0.244017                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.07        2500.00        99.1802       0.233638       0.322742       0.224551E-001            NaN  0.240920                 NaN            NaN            NaN            NaN            NaN            NaN
  1374.85        2500.00        99.1897       0.320170       0.230082       0.219556E-001            NaN  0.238113                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        99.2011       0.226534       0.316612       0.212954E-001            NaN  0.234428                 NaN            NaN            NaN            NaN            NaN            NaN
  1372.41        2500.00        99.2094       0.223795       0.313954       0.208778E-001            NaN  0.231979                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.18        2500.00        99.2181       0.220713       0.311384       0.204515E-001            NaN  0.229335                 NaN            NaN            NaN            NaN            NaN            NaN
  1369.96        2500.00        99.2288       0.308605       0.217017       0.196483E-001            NaN  0.225886                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.74        2500.00        99.2381       0.213542       0.306061       0.191841E-001            NaN  0.223130                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.52        2500.00        99.2461       0.210725       0.303838       0.186819E-001            NaN  0.220679                 NaN            NaN            NaN            NaN            NaN            NaN
  1366.30        2500.00        99.2547       0.207872       0.301216       0.181851E-001            NaN  0.218022                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.08        2500.00        99.2629       0.299319       0.204605       0.176430E-001            NaN  0.215498                 NaN            NaN            NaN            NaN            NaN            NaN
  1363.86        2500.00        99.2717       0.201545       0.296836       0.171735E-001            NaN  0.212788                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.64        2500.00        99.2794       0.294555       0.198936       0.167012E-001            NaN  0.210378                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.42        2500.00        99.2876       0.292350       0.195968       0.162367E-001            NaN  0.207872                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.20        2500.00        99.2952       0.290333       0.193220       0.157458E-001            NaN  0.205535                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.97        2500.00        99.3029       0.288270       0.190344       0.152983E-001            NaN  0.203138                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.75        2500.00        99.3105       0.187723       0.286204       0.148345E-001            NaN  0.200770                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.53        2500.00        99.3176       0.185104       0.284202       0.144681E-001            NaN  0.198612                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.31        2500.00        99.3252       0.182094       0.282581       0.139080E-001            NaN  0.196233                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.09        2500.00        99.3318       0.179686       0.280773       0.135025E-001            NaN  0.194206                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.87        2500.00        99.3391       0.279013       0.176943       0.130343E-001            NaN  0.191940                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.65        2500.00        99.2624       0.406315       0.113859       0.659606E-002            NaN  0.210851                 NaN            NaN            NaN            NaN            NaN            NaN
  1350.43        2500.00        99.4362       0.144452       0.234167       0.183972E-001            NaN  0.166791                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.21        2500.00        99.3588       0.273734       0.169763       0.118580E-001            NaN  0.185881                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.99        2500.00        99.3641       0.272904       0.167290       0.113915E-001            NaN  0.184339                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.76        2500.00        99.3704       0.270516       0.166071       0.110126E-001            NaN  0.182035                 NaN            NaN            NaN            NaN            NaN            NaN
  1345.54        2500.00        99.3794       0.162136       0.268526       0.105436E-001            NaN  0.179353                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.32        2500.00        99.3843       0.267502       0.160065       0.102100E-001            NaN  0.177946                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.10        2500.00        99.3899       0.266310       0.157811       0.980406E-002            NaN  0.176206                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.88        2500.00        99.3953       0.265182       0.155638       0.936594E-002            NaN  0.174478                 NaN            NaN            NaN            NaN            NaN            NaN
  1340.66        2500.00        99.4014       0.263786       0.153157       0.902923E-002            NaN  0.172662                 NaN            NaN            NaN            NaN            NaN            NaN
  1339.44        2500.00        99.4070       0.151086       0.262426       0.861311E-002            NaN  0.170842                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.22        2500.00        99.4125       0.148775       0.261253       0.827680E-002            NaN  0.169202                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.00        2500.00        99.4178       0.146601       0.260161       0.787354E-002            NaN  0.167531                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.78        2500.00        99.4229       0.144493       0.259125       0.751301E-002            NaN  0.166001                 NaN            NaN            NaN            NaN            NaN            NaN
  1334.55        2500.00        99.4284       0.142154       0.258035       0.712093E-002            NaN  0.164262                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.4335       0.140262       0.256833       0.676850E-002            NaN  0.162645                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.11        2500.00        99.4385       0.138252       0.255772       0.641035E-002            NaN  0.161115                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.89        2500.00        99.4432       0.136332       0.254691       0.607947E-002            NaN  0.159663                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.67        2500.00        99.4480       0.254423       0.133645       0.571001E-002            NaN  0.158223                 NaN            NaN            NaN            NaN            NaN            NaN
  1328.45        2500.00        99.4534       0.131901       0.252861       0.534175E-002            NaN  0.156455                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.23        2500.00        99.4577       0.129956       0.252032       0.507845E-002            NaN  0.155221                 NaN            NaN            NaN            NaN            NaN            NaN
  1326.01        2500.00        99.4622       0.128057       0.251326       0.465831E-002            NaN  0.153721                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.79        2500.00        99.4665       0.250745       0.125876       0.436674E-002            NaN  0.152472                 NaN            NaN            NaN            NaN            NaN            NaN
  1323.57        2500.00        99.4713       0.124187       0.249610       0.396718E-002            NaN  0.150944                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.34        2500.00        99.4754       0.121908       0.249435       0.359314E-002            NaN  0.149690                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.12        2500.00        80.6776        2.18318        2.93720       0.352487                 NaN   2.38389        11.4657                 NaN            NaN            NaN            NaN            NaN
  1319.90        2500.00        77.7046        2.53453        3.28045       0.423546                 NaN   2.71730        13.3396                 NaN            NaN            NaN            NaN            NaN
  1318.68        2500.00        82.3326        2.03323        2.57691       0.346446                 NaN   2.15516        10.5556                 NaN            NaN            NaN            NaN            NaN
  1317.46        2500.00        85.4855        1.68656        2.10669       0.291982                 NaN   1.77293        8.65634                 NaN            NaN            NaN            NaN            NaN
  1316.24        2500.00        87.7501        1.43391        1.77443       0.252110                 NaN   1.49868        7.29079                 NaN            NaN            NaN            NaN            NaN
  1315.02        2500.00        89.4412        1.53035        1.24300       0.221585                 NaN   1.29399        6.26986                 NaN            NaN            NaN            NaN            NaN
  1313.80        2500.00        90.7462        1.34557        1.09464       0.197056                 NaN   1.13618        5.48041                 NaN            NaN            NaN            NaN            NaN
  1312.58        2500.00        91.7736        1.20241       0.976560       0.177392                 NaN   1.01202        4.85797                 NaN            NaN            NaN            NaN            NaN
  1311.36        2500.00        92.6055        1.08786       0.880316       0.161239                 NaN  0.911405        4.35371                 NaN            NaN            NaN            NaN            NaN
  1310.13        2500.00        93.2914       0.800338       0.994663       0.147621                 NaN  0.828360        3.93759                 NaN            NaN            NaN            NaN            NaN
  1308.91        2500.00        93.8595       0.919418       0.733487       0.135960                 NaN  0.759606        3.59208                 NaN            NaN            NaN            NaN            NaN
  1307.69        2500.00        94.3406       0.676581       0.856635       0.125788                 NaN  0.701467        3.29889                 NaN            NaN            NaN            NaN            NaN
  1306.47        2500.00        94.7544       0.627537       0.803027       0.117064                 NaN  0.651137        3.04685                 NaN            NaN            NaN            NaN            NaN
  1305.25        2500.00        95.1082       0.757123       0.585406       0.109571                 NaN  0.608180        2.83148                 NaN            NaN            NaN            NaN            NaN
  1304.03        2500.00        95.4165       0.547715       0.720080       0.102421                 NaN  0.570874        2.64245                 NaN            NaN            NaN            NaN            NaN
  1302.81        2500.00        95.6889       0.515486       0.685770       0.963332E-001            NaN  0.537586        2.47596                 NaN            NaN            NaN            NaN            NaN
  1301.59        2500.00        95.9252       0.657202       0.486684       0.908912E-001            NaN  0.508830        2.33117                 NaN            NaN            NaN            NaN            NaN
  1300.37        2500.00        96.1366       0.631629       0.461234       0.859553E-001            NaN  0.482993        2.20160                 NaN            NaN            NaN            NaN            NaN
  1299.15        2500.00        96.3264       0.609443       0.438121       0.813396E-001            NaN  0.459832        2.08484                 NaN            NaN            NaN            NaN            NaN
  1297.92        2500.00        96.4984       0.416868       0.589437       0.772271E-001            NaN  0.438683        1.97935                 NaN            NaN            NaN            NaN            NaN
  1296.70        2500.00        96.6483       0.573177       0.397822       0.733867E-001            NaN  0.420384        1.88697                 NaN            NaN            NaN            NaN            NaN
  1295.48        2500.00        96.7923       0.556063       0.380707       0.698766E-001            NaN  0.402533        1.79856                 NaN            NaN            NaN            NaN            NaN
  1294.26        2500.00        96.9168       0.365041       0.542779       0.666589E-001            NaN  0.387218        1.72148                 NaN            NaN            NaN            NaN            NaN
  1293.04        2500.00        97.0326       0.350465       0.530089       0.636552E-001            NaN  0.372863        1.65036                 NaN            NaN            NaN            NaN            NaN
  1291.82        2500.00        97.1401       0.336937       0.518623       0.609084E-001            NaN  0.359568        1.58383                 NaN            NaN            NaN            NaN            NaN
  1290.60        2500.00        97.2367       0.508122       0.325185       0.582941E-001            NaN  0.347639        1.52409                 NaN            NaN            NaN            NaN            NaN
  1289.38        2500.00        97.3273       0.314353       0.497975       0.559288E-001            NaN  0.336227        1.46821                 NaN            NaN            NaN            NaN            NaN
  1288.16        2500.00        97.4122       0.303071       0.489785       0.535614E-001            NaN  0.325660        1.41576                 NaN            NaN            NaN            NaN            NaN
  1286.94        2500.00        97.4894       0.481973       0.293277       0.514489E-001            NaN  0.316046        1.36785                 NaN            NaN            NaN            NaN            NaN
  1285.71        2500.00        97.5613       0.475198       0.284135       0.494005E-001            NaN  0.307105        1.32288                 NaN            NaN            NaN            NaN            NaN
  1284.49        2500.00        96.6298       0.435351                 NaN  0.804319E-001            NaN  0.202558        2.02819       0.585744       0.378778E-001            NaN            NaN            NaN
  1283.27        2500.00        95.8300                 NaN            NaN  0.393760E-001            NaN  0.209934        2.66633       0.810969       0.141712       0.301684                 NaN            NaN
  1282.05        2500.00        95.6303                 NaN            NaN  0.269962E-001            NaN  0.232395        2.76878       0.815342       0.149199       0.376961                 NaN            NaN
  1280.83        2500.00        95.6474                 NaN            NaN  0.311421E-001            NaN  0.212820        2.75929       0.841445       0.138740       0.369172                 NaN            NaN
  1279.61        2500.00        90.2434                 NaN            NaN  0.276856E-001            NaN  0.385737        5.52834        1.71614       0.251756       0.745200        1.10172                 NaN
  1278.39        2500.00        83.4258                 NaN            NaN  0.424990E-001            NaN  0.628209        9.18960        2.89638       0.403741        1.22930        2.18444                 NaN
  1277.17        2500.00        90.4550                 NaN            NaN  0.188629E-001            NaN  0.360711        5.32550        1.63536       0.238126       0.713233        1.25325                 NaN
  1275.95        2500.00        88.4948                 NaN            NaN  0.208919E-001            NaN  0.434189        6.39112        1.99117       0.282458       0.863746        1.52165                 NaN
  1274.73        2500.00        89.4518                 NaN            NaN  0.189753E-001            NaN  0.396213        5.86366        1.82345       0.258608       0.790167        1.39714                 NaN
  1273.50        2500.00        90.1295                 NaN            NaN  0.633750E-001            NaN  0.347666        5.51086        1.77296       0.202760       0.679357        1.29352                 NaN
  1272.28        2500.00        91.0125                 NaN            NaN            NaN            NaN  0.337742        5.01380        1.51726       0.236904       0.687034        1.19480                 NaN
  1271.06        2500.00        91.6142                 NaN            NaN            NaN            NaN  0.316583        4.66840        1.41934       0.215615       0.645695        1.12013                 NaN
  1269.84        2500.00        91.8387                 NaN            NaN            NaN            NaN  0.305422        4.55395        1.37718       0.211029       0.623159        1.09059                 NaN
  1268.62        2500.00        91.6664        1.66614                 NaN            NaN            NaN  0.784526        3.87763                 NaN  0.343007       0.321745        1.34060                 NaN
  1267.40        2500.00        83.0272        3.43659                 NaN  0.375553E-001            NaN   1.61112        7.91974                 NaN  0.659475       0.586289        2.72201                 NaN
  1266.18        2500.00        99.9999                 NaN            NaN            NaN            NaN  0.688792E-005  0.247531E-004  0.125114E-004            NaN  0.566089E-005  0.491452E-005            NaN
  1264.96        2500.00        99.9990                 NaN            NaN            NaN            NaN  0.292320E-004  0.574767E-003  0.189131E-003  0.230643E-004  0.785602E-004  0.130225E-003            NaN
  1263.74        2500.00        87.5806        1.31253        1.90080                 NaN            NaN   1.11321        5.44654       0.252571       0.353035                 NaN   2.04071                 NaN
  1262.52        2500.00        89.8406        1.93874                 NaN            NaN            NaN  0.613025        4.82006        1.02092       0.203061                 NaN   1.56364                 NaN
  1261.29        2500.00        92.3586        1.43823                 NaN  0.546368E-001            NaN  0.734824        3.65778                 NaN  0.236931       0.333315        1.18563                 NaN
  1260.07        2500.00        99.9999       0.191365E-004  0.213037E-004            NaN            NaN  0.142518E-004  0.630417E-004            NaN  0.444650E-005            NaN  0.243213E-004            NaN
  1258.85        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN  0.773030E-005            NaN            NaN            NaN  0.122176E-005            NaN
  1257.63        2500.00        68.3251        3.65942        4.43155                 NaN            NaN   2.90110        14.3955       0.187463       0.923566                 NaN   5.17629                 NaN
  1256.41        2500.00        99.9999       0.230698E-005            NaN            NaN            NaN            NaN  0.725708E-004  0.402124E-004  0.224550E-005            NaN  0.147695E-004            NaN
  1255.19        2500.00        89.5727        1.75950       0.710630E-004            NaN            NaN  0.544490        5.33423       0.978132       0.207578                 NaN   1.60329                 NaN
  1253.97        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        45.8990        5.81905        2.10925                 NaN   15.0899        5.78545     
  1252.75        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        45.9240        5.81905        2.10925                 NaN   15.1020        5.74838     
  1251.53        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        45.9491        5.81905        2.10925                 NaN   15.1141        5.71111     
  1250.31        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        45.9744        5.81905        2.10925                 NaN   15.1263        5.67366     
  1249.08        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        45.9998        5.81905        2.10925                 NaN   15.1385        5.63601     
  1247.86        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.0253        5.81905        2.10925                 NaN   15.1509        5.59817     
  1246.64        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.0510        5.81905        2.10925                 NaN   15.1632        5.56012     
  1245.42        2500.00                 NaN   3.27704        15.6858                 NaN            NaN   6.33456        46.0768        5.81905        2.10925                 NaN   15.1757        5.52181     
