|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/TIS/TIS_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1423.37        2500.00                 NaN   98.4186                 NaN  0.587859       0.252167                 NaN            NaN  0.255425       0.485966                 NaN            NaN            NaN
  1422.21        2500.00                 NaN   98.4380                 NaN  0.583508       0.243203                 NaN            NaN  0.255143       0.480179                 NaN            NaN            NaN
  1421.05        2500.00                 NaN   98.4536                 NaN  0.581495       0.233551                 NaN            NaN  0.255790       0.475529                 NaN            NaN            NaN
  1419.90        2500.00                 NaN   98.4462                 NaN  0.585882       0.230905                 NaN            NaN  0.259070       0.477973                 NaN            NaN            NaN
  1418.74        2500.00                 NaN   98.5195                 NaN  0.213088       0.562744                 NaN            NaN  0.249425       0.455217                 NaN            NaN            NaN
  1417.58        2500.00                 NaN   98.5088                 NaN  0.208060       0.570224                 NaN            NaN  0.254132       0.458766                 NaN            NaN            NaN
  1416.43        2500.00                 NaN   97.2150                 NaN  0.376910        1.07001                 NaN            NaN  0.480345       0.857717                 NaN            NaN            NaN
  1415.27        2500.00                 NaN   99.8726                 NaN  0.113169E-001  0.528095E-001            NaN            NaN  0.243368E-001  0.389755E-001            NaN            NaN            NaN
  1414.11        2500.00                 NaN   98.5605                 NaN  0.182768       0.561232                 NaN            NaN  0.252581       0.442908                 NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.5774                 NaN  0.175067       0.557406                 NaN            NaN  0.252456       0.437706                 NaN            NaN            NaN
  1411.80        2500.00                 NaN   98.5936                 NaN  0.554179       0.167214                 NaN            NaN  0.252173       0.432836                 NaN            NaN            NaN
  1410.64        2500.00                 NaN   98.6067                 NaN  0.553239       0.159428                 NaN            NaN  0.252043       0.428630                 NaN            NaN            NaN
  1409.49        2500.00                 NaN   98.6237                 NaN  0.549828       0.151611                 NaN            NaN  0.251366       0.423504                 NaN            NaN            NaN
  1408.33        2500.00                 NaN   98.6382                 NaN  0.546383       0.145020                 NaN            NaN  0.251282       0.419098                 NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6545                 NaN  0.136940       0.543938                 NaN            NaN  0.250538       0.414035                 NaN            NaN            NaN
  1406.02        2500.00                 NaN   98.6574                 NaN  0.545912       0.130506                 NaN            NaN  0.253008       0.413164                 NaN            NaN            NaN
  1404.86        2500.00                 NaN   98.6867                 NaN  0.539324       0.122167                 NaN            NaN  0.247964       0.403852                 NaN            NaN            NaN
  1403.70        2500.00                 NaN   98.6912                 NaN  0.533068       0.126800                 NaN            NaN  0.246595       0.402358                 NaN            NaN            NaN
  1402.55        2500.00                 NaN   98.7201                 NaN  0.943078E-001  0.541136                 NaN            NaN  0.250959       0.393502                 NaN            NaN            NaN
  1401.39        2500.00                 NaN   98.7212                 NaN  0.109913       0.532609                 NaN            NaN  0.243857       0.392440                 NaN            NaN            NaN
  1400.23        2500.00                 NaN   98.7375                 NaN  0.854235E-001  0.535409                 NaN            NaN  0.252703       0.388961                 NaN            NaN            NaN
  1399.08        2500.00                 NaN   98.7484                 NaN  0.878940E-001  0.531767                 NaN            NaN  0.247289       0.384607                 NaN            NaN            NaN
  1397.92        2500.00                 NaN   98.7609                 NaN  0.532120       0.791883E-001            NaN            NaN  0.246892       0.380852                 NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.7745                 NaN  0.758724E-001  0.527203                 NaN            NaN  0.245965       0.376505                 NaN            NaN            NaN
  1395.61        2500.00                 NaN   98.7867                 NaN  0.686536E-001  0.526114                 NaN            NaN  0.245804       0.372758                 NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7976                 NaN  0.526324       0.612917E-001            NaN            NaN  0.245496       0.369245                 NaN            NaN            NaN
  1393.29        2500.00                 NaN   98.8117                 NaN  0.579257E-001  0.521723                 NaN            NaN  0.243896       0.364742                 NaN            NaN            NaN
  1392.14        2500.00                 NaN   98.8226                 NaN  0.510910E-001  0.521087                 NaN            NaN  0.243805       0.361416                 NaN            NaN            NaN
  1390.98        2500.00                 NaN   98.8313                 NaN  0.523213       0.435868E-001            NaN            NaN  0.243192       0.358676                 NaN            NaN            NaN
  1389.82        2500.00                 NaN   98.8472                 NaN  0.395017E-001  0.517975                 NaN            NaN  0.241827       0.353502                 NaN            NaN            NaN
  1388.67        2500.00                 NaN   98.8563                 NaN  0.336398E-001  0.517902                 NaN            NaN  0.241503       0.350654                 NaN            NaN            NaN
  1387.51        2500.00                 NaN   98.8672                 NaN  0.517424       0.274264E-001            NaN            NaN  0.240798       0.347174                 NaN            NaN            NaN
  1386.35        2500.00                 NaN   98.8767                 NaN  0.516951       0.225187E-001            NaN            NaN  0.239823       0.343969                 NaN            NaN            NaN
  1385.20        2500.00                 NaN   98.8868                 NaN  0.516386       0.155683E-001            NaN            NaN  0.240252       0.340984                 NaN            NaN            NaN
  1384.04        2500.00                 NaN   98.8908                 NaN  0.516701                 NaN            NaN            NaN  0.250496       0.342022                 NaN            NaN            NaN
  1382.88        2500.00                 NaN   98.9205                 NaN  0.493943       0.339463E-001            NaN            NaN  0.223792       0.327862                 NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.9164                 NaN  0.505802       0.158501E-001            NaN            NaN  0.231363       0.330539                 NaN            NaN            NaN
  1380.57        2500.00                 NaN   98.9165                 NaN  0.459107       0.890077E-001            NaN            NaN  0.208418       0.326982                 NaN            NaN            NaN
  1379.41        2500.00                 NaN   98.9391                 NaN  0.501694                 NaN            NaN            NaN  0.235097       0.324082                 NaN            NaN            NaN
  1378.25        2500.00                 NaN   98.9455                 NaN  0.504251                 NaN            NaN            NaN  0.229231       0.321020                 NaN            NaN            NaN
  1377.10        2500.00                 NaN   98.9418                 NaN  0.434122       0.111858                 NaN            NaN  0.194691       0.317488                 NaN            NaN            NaN
  1375.94        2500.00                 NaN   98.9647                 NaN  0.493226                 NaN            NaN            NaN  0.227432       0.314659                 NaN            NaN            NaN
  1374.78        2500.00                 NaN   98.9732                 NaN  0.490512                 NaN            NaN            NaN  0.224569       0.311709                 NaN            NaN            NaN
  1373.63        2500.00                 NaN   98.9889                 NaN  0.489365                 NaN            NaN            NaN  0.216053       0.305641                 NaN            NaN            NaN
  1372.47        2500.00                 NaN   98.9859                 NaN  0.465881                 NaN            NaN            NaN  0.238471       0.309766                 NaN            NaN            NaN
  1371.31        2500.00                 NaN   98.9984                 NaN  0.485618                 NaN            NaN            NaN  0.213718       0.302302                 NaN            NaN            NaN
  1370.16        2500.00                 NaN   99.0065                 NaN  0.478945                 NaN            NaN            NaN  0.214575       0.299977                 NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.0129                 NaN  0.479546                 NaN            NaN            NaN  0.210169       0.297342                 NaN            NaN            NaN
  1367.84        2500.00                 NaN   99.0230                 NaN  0.470657                 NaN            NaN            NaN  0.212021       0.294288                 NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.0316                 NaN  0.466583                 NaN            NaN            NaN  0.210379       0.291444                 NaN            NaN            NaN
  1365.53        2500.00                 NaN   99.0388                 NaN  0.464372                 NaN            NaN            NaN  0.207945       0.288888                 NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.0461                 NaN  0.463067                 NaN            NaN            NaN  0.204776       0.286068                 NaN            NaN            NaN
  1363.22        2500.00                 NaN   99.0536                 NaN  0.456282                 NaN            NaN            NaN  0.206230       0.283847                 NaN            NaN            NaN
  1362.06        2500.00                 NaN   99.0614                 NaN  0.455342                 NaN            NaN            NaN  0.202356       0.280906                 NaN            NaN            NaN
  1360.90        2500.00                 NaN   99.0686                 NaN  0.454882                 NaN            NaN            NaN  0.198409       0.278119                 NaN            NaN            NaN
  1359.75        2500.00                 NaN   99.0746                 NaN  0.452575                 NaN            NaN            NaN  0.196929       0.275929                 NaN            NaN            NaN
  1358.59        2500.00                 NaN   99.0836                 NaN  0.446477                 NaN            NaN            NaN  0.196781       0.273109                 NaN            NaN            NaN
  1357.43        2500.00                 NaN   99.0908                 NaN  0.441673                 NaN            NaN            NaN  0.196564       0.271002                 NaN            NaN            NaN
  1356.28        2500.00                 NaN   99.0973                 NaN  0.440948                 NaN            NaN            NaN  0.193553       0.268183                 NaN            NaN            NaN
  1355.12        2500.00                 NaN   99.1032                 NaN  0.441106                 NaN            NaN            NaN  0.189900       0.265842                 NaN            NaN            NaN
  1353.96        2500.00                 NaN   99.1112                 NaN  0.436105                 NaN            NaN            NaN  0.189269       0.263410                 NaN            NaN            NaN
  1352.81        2500.00                 NaN   99.1171                 NaN  0.437510                 NaN            NaN            NaN  0.184531       0.260888                 NaN            NaN            NaN
  1351.65        2500.00                 NaN   99.1244                 NaN  0.430646                 NaN            NaN            NaN  0.186158       0.258791                 NaN            NaN            NaN
  1350.49        2500.00                 NaN   99.1041                 NaN  0.459890                 NaN            NaN            NaN  0.172378       0.263655                 NaN            NaN            NaN
  1349.34        2500.00                 NaN   99.1563                 NaN  0.424597                 NaN            NaN            NaN  0.172569       0.246563                 NaN            NaN            NaN
  1348.18        2500.00                 NaN   99.1440                 NaN  0.422814                 NaN            NaN            NaN  0.181119       0.252026                 NaN            NaN            NaN
  1347.02        2500.00                 NaN   99.1504                 NaN  0.423000                 NaN            NaN            NaN  0.177343       0.249294                 NaN            NaN            NaN
  1345.87        2500.00                 NaN   99.1577                 NaN  0.413748                 NaN            NaN            NaN  0.180997       0.247527                 NaN            NaN            NaN
  1344.71        2500.00                 NaN   99.1629                 NaN  0.417248                 NaN            NaN            NaN  0.174749       0.245147                 NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.1672                 NaN  0.417124                 NaN            NaN            NaN  0.172137       0.243562                 NaN            NaN            NaN
  1342.40        2500.00                 NaN   99.1736                 NaN  0.418753                 NaN            NaN            NaN  0.167197       0.240431                 NaN            NaN            NaN
  1341.24        2500.00                 NaN   99.1796                 NaN  0.414016                 NaN            NaN            NaN  0.167554       0.238828                 NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.1855                 NaN  0.413110                 NaN            NaN            NaN  0.164641       0.236714                 NaN            NaN            NaN
  1338.93        2500.00                 NaN   99.1906                 NaN  0.412395                 NaN            NaN            NaN  0.162024       0.234981                 NaN            NaN            NaN
  1337.77        2500.00                 NaN   99.1932                 NaN  0.412245                 NaN            NaN            NaN  0.160887       0.233688                 NaN            NaN            NaN
  1336.61        2500.00                 NaN   99.2065                 NaN  0.405239                 NaN            NaN            NaN  0.159073       0.229221                 NaN            NaN            NaN
  1335.46        2500.00                 NaN   99.2057                 NaN  0.410349                 NaN            NaN            NaN  0.154972       0.228930                 NaN            NaN            NaN
  1334.30        2500.00                 NaN   99.2125                 NaN  0.405478                 NaN            NaN            NaN  0.155165       0.226841                 NaN            NaN            NaN
  1333.14        2500.00                 NaN   99.2162                 NaN  0.399682                 NaN            NaN            NaN  0.157897       0.226246                 NaN            NaN            NaN
  1331.98        2500.00                 NaN   99.2246                 NaN  0.404862                 NaN            NaN            NaN  0.148561       0.221971                 NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.2279                 NaN  0.399393                 NaN            NaN            NaN  0.150979       0.221726                 NaN            NaN            NaN
  1329.67        2500.00                 NaN   99.2334                 NaN  0.399823                 NaN            NaN            NaN  0.147490       0.219239                 NaN            NaN            NaN
  1328.51        2500.00                 NaN   99.2384                 NaN  0.399821                 NaN            NaN            NaN  0.144206       0.217614                 NaN            NaN            NaN
  1327.36        2500.00                 NaN   99.2413                 NaN  0.402865                 NaN            NaN            NaN  0.140233       0.215623                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.2469                 NaN  0.401007                 NaN            NaN            NaN  0.138022       0.214067                 NaN            NaN            NaN
  1325.04        2500.00                 NaN   99.2513                 NaN  0.400682                 NaN            NaN            NaN  0.135623       0.212412                 NaN            NaN            NaN
  1323.89        2500.00                 NaN   99.2574                 NaN  0.394417                 NaN            NaN            NaN  0.137542       0.210637                 NaN            NaN            NaN
  1322.73        2500.00                 NaN   99.2607                 NaN  0.397875                 NaN            NaN            NaN  0.132392       0.209061                 NaN            NaN            NaN
  1321.57        2500.00                 NaN   99.2652                 NaN  0.396888                 NaN            NaN            NaN  0.130597       0.207361                 NaN            NaN            NaN
  1320.42        2500.00                 NaN   99.2704                 NaN  0.395316                 NaN            NaN            NaN  0.128609       0.205693                 NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.2732                 NaN  0.397902                 NaN            NaN            NaN  0.124632       0.204265                 NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.2800                 NaN  0.388458                 NaN            NaN            NaN  0.128570       0.202925                 NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.2822                 NaN  0.396659                 NaN            NaN            NaN  0.120508       0.200642                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   99.2854                 NaN  0.397965                 NaN            NaN            NaN  0.116989       0.199685                 NaN            NaN            NaN
  1314.63        2500.00                 NaN   99.2891                 NaN  0.396321                 NaN            NaN            NaN  0.116266       0.198321                 NaN            NaN            NaN
  1313.48        2500.00                 NaN   99.2947                 NaN  0.391250                 NaN            NaN            NaN  0.117341       0.196693                 NaN            NaN            NaN
  1312.32        2500.00                 NaN   99.2970                 NaN  0.398203                 NaN            NaN            NaN  0.109469       0.195297                 NaN            NaN            NaN
  1311.16        2500.00                 NaN   99.3010                 NaN  0.397045                 NaN            NaN            NaN  0.108147       0.193819                 NaN            NaN            NaN
  1310.01        2500.00                 NaN   99.3030                 NaN  0.403423                 NaN            NaN            NaN  0.100863       0.192727                 NaN            NaN            NaN
  1308.85        2500.00                 NaN   99.3078                 NaN  0.398614                 NaN            NaN            NaN  0.102402       0.191209                 NaN            NaN            NaN
  1307.69        2500.00                 NaN   99.3143                 NaN  0.386385                 NaN            NaN            NaN  0.107308       0.192027                 NaN            NaN            NaN
  1306.54        2500.00                 NaN   99.3125                 NaN  0.408681                 NaN            NaN            NaN  0.923046E-001  0.186491                 NaN            NaN            NaN
  1305.38        2500.00                 NaN   94.2726                 NaN   1.58833                 NaN            NaN            NaN  0.393143       0.816089        2.92989                 NaN            NaN
  1304.22        2500.00                 NaN   90.0868                 NaN   2.60279                 NaN            NaN            NaN  0.628320        1.33763        5.34445                 NaN            NaN
  1303.07        2500.00                 NaN   90.5398                 NaN   2.52498                 NaN            NaN            NaN  0.587867        1.28145        5.06586                 NaN            NaN
  1301.91        2500.00                 NaN   81.3191                 NaN   4.58107                 NaN            NaN            NaN   1.09651        2.49296        9.98391       0.526442                 NaN
  1300.75        2500.00                 NaN   78.2944                 NaN   5.23564                 NaN            NaN            NaN   1.33181        2.88874        11.5341       0.715330                 NaN
  1299.60        2500.00                 NaN   80.0761                 NaN   4.83315                 NaN            NaN            NaN   1.27246        2.65534        10.5166       0.646335                 NaN
  1298.44        2500.00                 NaN   81.7770                 NaN   4.45910                 NaN            NaN            NaN   1.19517        2.43315        9.55394       0.581615                 NaN
  1297.28        2500.00                 NaN   83.4058                 NaN   4.13225                 NaN            NaN            NaN   1.08194        2.22076        8.63929       0.519913                 NaN
  1296.13        2500.00                 NaN   84.8868                 NaN   3.81136                 NaN            NaN            NaN  0.994494        2.02617        7.81487       0.466294                 NaN
  1294.97        2500.00                 NaN   86.1490                 NaN   3.54197                 NaN            NaN            NaN  0.910103        1.86113        7.11670       0.421093                 NaN
  1293.81        2500.00                 NaN   87.3521                 NaN   3.29127                 NaN            NaN            NaN  0.815667        1.70322        6.45888       0.378845                 NaN
  1292.66        2500.00                 NaN   88.3867                 NaN   3.07034                 NaN            NaN            NaN  0.736003        1.56734        5.89630       0.343335                 NaN
  1291.50        2500.00                 NaN   89.2436                 NaN   2.89740                 NaN            NaN            NaN  0.665073        1.45429        5.42625       0.313337                 NaN
  1290.34        2500.00                 NaN   85.9236                 NaN   3.34818                 NaN            NaN            NaN   1.11183        1.94534        7.23899       0.432086                 NaN
  1289.19        2500.00                 NaN   90.1282                 NaN   2.79304                 NaN            NaN            NaN  0.576448        1.33002        4.89579       0.276455                 NaN
  1288.03        2500.00                 NaN   96.6430                 NaN   1.26392                 NaN            NaN            NaN  0.886404E-001  0.422193        1.49699       0.852149E-001            NaN
  1286.87        2500.00                 NaN   84.9419                 NaN   4.20236                 NaN            NaN            NaN  0.795310        2.05665        7.56813       0.435681                 NaN
  1285.72        2500.00                 NaN   94.4687                 NaN   1.08116                 NaN            NaN            NaN  0.520880       0.764377        2.98422       0.180611                 NaN
  1284.56        2500.00                 NaN   97.4869                 NaN   1.19345                 NaN            NaN            NaN  0.390036E-001  0.349207       0.922657       0.882856E-002            NaN
  1283.40        2500.00                 NaN   83.1500                 NaN   5.90466                 NaN            NaN            NaN            NaN   2.27992        8.18848       0.476972                 NaN
  1282.25        2500.00                 NaN   96.2321                 NaN  0.604988                 NaN            NaN            NaN  0.562917       0.620711        1.84953       0.129772                 NaN
  1281.09        2500.00                 NaN   93.4696                 NaN   1.54707                 NaN            NaN            NaN  0.461352       0.939756        3.38186       0.200361                 NaN
  1279.93        2500.00                 NaN   97.9607                 NaN  0.480197                 NaN            NaN            NaN  0.105509E-001  0.335672        1.08982       0.123087                 NaN
  1278.77        2500.00                 NaN   97.4754                 NaN  0.687816                 NaN            NaN            NaN  0.232179       0.221475        1.38314                 NaN            NaN
  1277.62        2500.00                 NaN   99.1322                 NaN  0.736649                 NaN            NaN            NaN            NaN  0.486312E-001  0.825684E-001            NaN            NaN
  1276.46        2500.00                 NaN   92.2794                 NaN   2.48437                 NaN            NaN            NaN            NaN   1.15384        3.90347       0.178892                 NaN
  1275.30        2500.00                 NaN   97.4137                 NaN  0.721136                 NaN            NaN            NaN            NaN  0.453576        1.33594       0.756085E-001            NaN
  1274.15        2500.00                 NaN   97.8957                 NaN   1.44944                 NaN            NaN            NaN  0.815418E-001  0.151386       0.389056       0.328721E-001            NaN
  1272.99        2500.00                 NaN   95.5647                 NaN  0.914546                 NaN            NaN            NaN            NaN  0.751813        2.65345       0.115468                 NaN
  1271.83        2500.00                 NaN   97.6384                 NaN  0.918846                 NaN            NaN            NaN            NaN  0.373049       0.992243       0.774185E-001            NaN
  1270.68        2500.00                 NaN   97.2942                 NaN  0.435433                 NaN            NaN            NaN  0.780851       0.167290        1.24541       0.767987E-001            NaN
  1269.52        2500.00                 NaN   97.2867                 NaN  0.664387E-001            NaN            NaN            NaN  0.436668       0.383925        1.71463       0.111617                 NaN
  1268.36        2500.00                 NaN   72.6573        9.39392        7.23694                 NaN            NaN            NaN            NaN   2.56422        7.85346       0.294105                 NaN
  1267.21        2500.00                 NaN   99.9024                 NaN  0.662360E-001            NaN            NaN            NaN            NaN  0.406818E-002            NaN  0.272972E-001            NaN
  1266.05        2500.00                 NaN   99.8267                 NaN  0.173322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1264.89        2500.00                 NaN   99.6909                 NaN  0.200216                 NaN            NaN            NaN            NaN  0.431614E-001  0.657413E-001            NaN            NaN
  1263.74        2500.00                 NaN   97.4687                 NaN  0.867780                 NaN            NaN            NaN            NaN  0.290368        1.34094       0.321679E-001            NaN
  1262.58        2500.00                 NaN   95.9420                 NaN   1.77143                 NaN            NaN            NaN            NaN  0.549705        1.67054       0.662854E-001            NaN
  1261.42        2500.00                 NaN   59.7424        30.1885        1.06546        2.59111                 NaN            NaN            NaN   1.50381        4.67228       0.236456                 NaN
  1260.27        2500.00                 NaN   99.8854                 NaN  0.112052                 NaN            NaN            NaN            NaN            NaN            NaN  0.250737E-002            NaN
  1259.11        2500.00                 NaN   99.8088                 NaN  0.191205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.95        2500.00                 NaN   98.0356                 NaN  0.660388                 NaN            NaN            NaN            NaN  0.199902        1.09765       0.644303E-002            NaN
  1256.80        2500.00                 NaN   98.5795                 NaN  0.589401                 NaN            NaN            NaN            NaN  0.182324       0.608078       0.407218E-001            NaN
  1255.64        2500.00                 NaN   97.3891                 NaN  0.995637                 NaN            NaN            NaN            NaN  0.369981        1.20430       0.410134E-001            NaN
  1254.48        2500.00                 NaN   97.4605                 NaN  0.616888       0.320103                 NaN            NaN            NaN  0.342383        1.20497       0.552085E-001            NaN
  1253.33        2500.00                 NaN   95.5054                 NaN   1.47296                 NaN            NaN            NaN            NaN  0.595322        2.32052       0.105778                 NaN
  1252.17        2500.00                 NaN   99.7610                 NaN  0.187672                 NaN            NaN            NaN            NaN  0.982996E-002  0.222922E-001  0.192080E-001            NaN
  1251.01        2500.00                 NaN   97.6477                 NaN  0.332446E-001  0.872118                 NaN            NaN            NaN  0.338763        1.05739       0.507870E-001            NaN
  1249.86        2500.00                 NaN   96.3886                 NaN   1.85377                 NaN            NaN            NaN            NaN  0.605975E-001   1.69121       0.583651E-002            NaN
  1248.70        2500.00                 NaN   89.4325                 NaN   1.21938        1.23202                 NaN            NaN            NaN   1.87238        5.85843       0.385290                 NaN
  1247.54        2500.00                 NaN   99.4110                 NaN  0.328448                 NaN            NaN            NaN            NaN  0.889676E-001  0.168312       0.326005E-002            NaN
  1246.39        2500.00                 NaN   99.4100                 NaN  0.335284                 NaN            NaN            NaN            NaN  0.910573E-001  0.161167       0.252737E-002            NaN
  1245.23        2500.00                 NaN   99.4084                 NaN  0.344518                 NaN            NaN            NaN            NaN  0.938108E-001  0.151641       0.159967E-002            NaN
  1244.07        2500.00                 NaN   99.4004                 NaN  0.346339E-001  0.318551                 NaN            NaN            NaN  0.965410E-001  0.149361       0.480938E-003            NaN
  1242.92        2500.00                 NaN   99.2967                 NaN  0.325510                 NaN            NaN            NaN            NaN  0.729433E-001  0.304202       0.655523E-003            NaN
  1241.76        2500.00                 NaN   99.0655                 NaN  0.261365E-001  0.269115                 NaN            NaN            NaN  0.107174       0.526933       0.512166E-002            NaN
  1240.60        2500.00                 NaN   99.0561                 NaN  0.483753E-001  0.255020                 NaN            NaN            NaN  0.906706E-001  0.545012       0.484060E-002            NaN
  1239.45        2500.00                 NaN   97.3318                 NaN  0.790277                 NaN            NaN            NaN            NaN  0.342078        1.43595       0.323367E-001  0.675626E-001
  1238.29        2500.00                 NaN   92.5927                 NaN  0.287196        1.05252                 NaN            NaN            NaN  0.633042        2.63336       0.735019E-001   2.72764     
  1237.13        2500.00                 NaN   92.6406                 NaN   1.52228                 NaN            NaN            NaN            NaN  0.724702        2.87776       0.709361E-001   2.16372     
  1235.98        2500.00                 NaN   92.4755                 NaN  0.493805       0.948501                 NaN            NaN            NaN  0.701882        3.04787       0.875849E-001   2.24488     
  1234.82        2500.00                 NaN   91.4010                 NaN  0.265894        1.36851       0.520737E-005            NaN            NaN  0.804929        3.51104       0.912929E-001   2.55733     
  1233.66        2500.00                 NaN   91.0153                 NaN  0.280513        1.44293                 NaN            NaN            NaN  0.848875        3.66841       0.857888E-001   2.65816     
