|6.6.6
Archiving\03_Data\frac/QFM_m4.75/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             iron           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        99.4071                 NaN            NaN            NaN  0.551618E-001            NaN            NaN  0.537749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.5963                 NaN            NaN            NaN  0.120313                 NaN            NaN   1.28344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9983                 NaN            NaN            NaN  0.857271E-001            NaN            NaN  0.915988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0111                 NaN            NaN            NaN  0.815100E-001            NaN            NaN  0.907429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0247                 NaN            NaN            NaN  0.812483E-001            NaN            NaN  0.894024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0354                 NaN            NaN            NaN  0.770399E-001            NaN            NaN  0.887586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0465                 NaN            NaN            NaN  0.742941E-001            NaN            NaN  0.879243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0621                 NaN            NaN            NaN  0.731407E-001            NaN            NaN  0.864759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0718                 NaN            NaN            NaN  0.710717E-001            NaN            NaN  0.857102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0841                 NaN            NaN            NaN  0.692184E-001            NaN            NaN  0.846696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0944                 NaN            NaN            NaN  0.665701E-001            NaN            NaN  0.839056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1025                 NaN            NaN            NaN  0.602287E-001            NaN            NaN  0.837314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1144                 NaN            NaN            NaN  0.608327E-001            NaN            NaN  0.824792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1233                 NaN            NaN            NaN  0.578053E-001            NaN            NaN  0.818933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1351                 NaN            NaN            NaN  0.580379E-001            NaN            NaN  0.806826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1434                 NaN            NaN            NaN  0.524769E-001            NaN            NaN  0.804164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1518                 NaN            NaN            NaN  0.519443E-001            NaN            NaN  0.796296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1615                 NaN            NaN            NaN  0.476153E-001            NaN            NaN  0.790932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1634                 NaN            NaN            NaN  0.416142E-001            NaN            NaN  0.758826       0.361897E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0332                 NaN            NaN            NaN            NaN            NaN            NaN  0.147644       0.819108                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0222                 NaN            NaN            NaN  0.342500E-004            NaN            NaN  0.495435E-001  0.928251                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0325                 NaN            NaN            NaN  0.410464E-001            NaN            NaN  0.432874E-001  0.883193                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0395                 NaN            NaN            NaN            NaN            NaN            NaN  0.222896E-001  0.938230                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0395                 NaN            NaN            NaN            NaN            NaN            NaN  0.251599E-001  0.935372                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0440                 NaN            NaN            NaN            NaN            NaN            NaN  0.166371E-001  0.939333                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0498                 NaN            NaN            NaN            NaN            NaN            NaN  0.743344E-002  0.942745                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947851                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0575                 NaN            NaN            NaN            NaN            NaN            NaN  0.213368E-001  0.921202                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0635                 NaN            NaN            NaN            NaN            NaN            NaN  0.515281E-001  0.884934                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.949612                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0737                 NaN            NaN            NaN            NaN            NaN            NaN  0.118633       0.807655                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.933185                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935458                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.935773                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.940789                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.947727                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.952808                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.962687                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.8786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.807463       0.313897                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.893995       0.488630                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.482304       0.881331                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.477570       0.870355                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.856772       0.470169                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.851422       0.463587                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.836644       0.457649                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.450716       0.824562                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.817238       0.445157                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.807697       0.439354                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799233       0.433429                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.427073       0.791551                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.422331       0.780902                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.772289       0.418092                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.410922       0.767226                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.417414       0.758267       0.105264E-001            NaN            NaN            NaN            NaN
  1428.57        2500.00        97.0959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773982        1.27439       0.855738                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.1799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24036       0.748807       0.830890                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.2591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20750       0.726193       0.807221                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.3351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.704983        1.17569       0.784177                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.4072                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684717        1.14555       0.762487                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.4650                 NaN            NaN            NaN  0.135702                 NaN            NaN            NaN  0.919538       0.715484       0.764272                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.5195                 NaN            NaN            NaN  0.305110                 NaN            NaN            NaN  0.763174       0.640220       0.771987                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.5849                 NaN            NaN            NaN  0.297522                 NaN            NaN            NaN  0.624436       0.742093       0.751044                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.6469                 NaN            NaN            NaN  0.302280                 NaN            NaN            NaN  0.730772       0.587231       0.732836                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.7085                 NaN            NaN            NaN  0.295069                 NaN            NaN            NaN  0.710770       0.572316       0.713373                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.7668                 NaN            NaN            NaN  0.292361                 NaN            NaN            NaN  0.695595       0.549955       0.695257                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.8230                 NaN            NaN            NaN  0.290330                 NaN            NaN            NaN  0.529254       0.679141       0.678297                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8790                 NaN            NaN            NaN  0.284815                 NaN            NaN            NaN  0.665051       0.511427       0.659733                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9276                 NaN            NaN            NaN  0.283603                 NaN            NaN            NaN  0.490588       0.652818       0.645345                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9788                 NaN            NaN            NaN  0.279361                 NaN            NaN            NaN  0.637708       0.475467       0.628699                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0253                 NaN            NaN            NaN  0.277527                 NaN            NaN            NaN  0.626091       0.456811       0.614257                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0664                 NaN            NaN            NaN  0.274465                 NaN            NaN            NaN  0.442185       0.615515       0.601473                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1167                 NaN            NaN            NaN  0.271059                 NaN            NaN            NaN  0.601375       0.425784       0.585068                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1592                 NaN            NaN            NaN  0.268236                 NaN            NaN            NaN  0.411202       0.589506       0.571878                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1997                 NaN            NaN            NaN  0.265394                 NaN            NaN            NaN  0.578779       0.397218       0.558944                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2386                 NaN            NaN            NaN  0.262152                 NaN            NaN            NaN  0.567908       0.384847       0.546521                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2774                 NaN            NaN            NaN  0.259474                 NaN            NaN            NaN  0.557288       0.371334       0.534477                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3160                 NaN            NaN            NaN  0.255206                 NaN            NaN            NaN  0.546057       0.361205       0.521549                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3498                 NaN            NaN            NaN  0.242208                 NaN            NaN            NaN  0.532112       0.366502       0.509344                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3859                 NaN            NaN            NaN  0.260116                 NaN            NaN            NaN  0.320212       0.533236       0.500501                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4002                 NaN            NaN            NaN  0.251822                 NaN            NaN            NaN  0.527055       0.324565       0.496308                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4727                 NaN            NaN            NaN  0.235919                 NaN            NaN            NaN  0.500291       0.321766       0.469346                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4827                 NaN            NaN            NaN  0.240909                 NaN            NaN            NaN  0.308047       0.500359       0.467966                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5132                 NaN            NaN            NaN  0.234604                 NaN            NaN            NaN  0.491433       0.303322       0.457410                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5415                 NaN            NaN            NaN  0.231365                 NaN            NaN            NaN  0.483725       0.295287       0.448082                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5710                 NaN            NaN            NaN  0.228437                 NaN            NaN            NaN  0.287796       0.474014       0.438742                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5991                 NaN            NaN            NaN  0.223378                 NaN            NaN            NaN  0.282604       0.465859       0.429019                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6255                 NaN            NaN            NaN  0.221343                 NaN            NaN            NaN  0.457090       0.275369       0.420685                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6515                 NaN            NaN            NaN  0.214790                 NaN            NaN            NaN  0.449239       0.272877       0.411616                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6763                 NaN            NaN            NaN  0.211422                 NaN            NaN            NaN  0.266231       0.442758       0.403308                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7013                 NaN            NaN            NaN  0.206657                 NaN            NaN            NaN  0.434549       0.262593       0.394930                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7257                 NaN            NaN            NaN  0.203833                 NaN            NaN            NaN  0.429445       0.254103       0.386872                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7481                 NaN            NaN            NaN  0.196997                 NaN            NaN            NaN  0.418122       0.257801       0.379018                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7707                 NaN            NaN            NaN  0.193501                 NaN            NaN            NaN  0.412157       0.252177       0.371514                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7921                 NaN            NaN            NaN  0.188538                 NaN            NaN            NaN  0.403824       0.251296       0.364213                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8136                 NaN            NaN            NaN  0.183709                 NaN            NaN            NaN  0.248873       0.396956       0.356818                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8344                 NaN            NaN            NaN  0.179034                 NaN            NaN            NaN  0.247679       0.389054       0.349836                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8538                 NaN            NaN            NaN  0.173856                 NaN            NaN            NaN  0.382293       0.246992       0.343011                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8732                 NaN            NaN            NaN  0.168613                 NaN            NaN            NaN  0.247130       0.374674       0.336360                 NaN            NaN            NaN            NaN
  1318.30        2500.00        93.1941                 NaN            NaN            NaN  0.640097                 NaN            NaN            NaN   1.23937       0.412417        1.01875        3.49528                 NaN            NaN            NaN
  1315.79        2500.00        62.7446                 NaN            NaN            NaN   3.14725                 NaN            NaN            NaN   6.27097        1.00775        4.68392        22.1455                 NaN            NaN            NaN
  1313.28        2500.00        69.9288                 NaN            NaN            NaN   2.64909                 NaN            NaN            NaN   5.66101       0.171082        3.80903        17.7810                 NaN            NaN            NaN
  1310.78        2500.00        63.7140                 NaN            NaN   1.03392                 NaN            NaN            NaN            NaN   5.58151        4.07668        4.68402        20.9099                 NaN            NaN            NaN
  1308.27        2500.00        70.5303                 NaN            NaN  0.869851                 NaN            NaN            NaN            NaN   4.69489        3.11612        3.81565        16.9732                 NaN            NaN            NaN
  1305.76        2500.00        75.6467                 NaN            NaN  0.719427                 NaN            NaN            NaN            NaN   3.96675        2.49165        3.15818        14.0173                 NaN            NaN            NaN
  1303.26        2500.00        79.2567                 NaN            NaN  0.613923                 NaN            NaN            NaN            NaN   3.46376        2.04008        2.69518        11.9304                 NaN            NaN            NaN
  1300.75        2500.00        81.9503                 NaN            NaN  0.536550                 NaN            NaN            NaN            NaN   3.10556        1.68470        2.35018        10.3727                 NaN            NaN            NaN
  1298.25        2500.00        84.0357                 NaN            NaN  0.476326                 NaN            NaN            NaN            NaN   1.37096        2.86933        2.08384        9.16388                 NaN            NaN            NaN
  1295.74        2500.00        85.7242                 NaN            NaN  0.428395                 NaN            NaN            NaN            NaN   2.73809        1.05602        1.86878        8.18454                 NaN            NaN            NaN
  1293.23        2500.00        84.0003                 NaN            NaN  0.452616                 NaN            NaN            NaN            NaN   3.43277       0.468033        2.02761        9.31634       0.302284                 NaN            NaN
  1290.73        2500.00        78.6847                 NaN            NaN  0.423663                 NaN            NaN            NaN            NaN   4.59874       0.599685        2.67607        12.2040       0.813148                 NaN            NaN
  1288.22        2500.00        84.5862                 NaN            NaN  0.458880                 NaN            NaN            NaN            NaN   3.06031                 NaN   1.87964        9.41522       0.599748                 NaN            NaN
  1285.71        2500.00        86.0451                 NaN            NaN  0.367408                 NaN            NaN            NaN            NaN   3.02566                 NaN   1.67742        8.33418       0.550287                 NaN            NaN
  1283.21        2500.00        86.6949                 NaN            NaN  0.360010                 NaN            NaN            NaN            NaN   2.84482                 NaN   1.60165        7.96552       0.533118                 NaN            NaN
  1280.70        2500.00        87.7651                 NaN            NaN  0.316190       0.762524E-001            NaN            NaN            NaN   2.52773                 NaN   1.46640        7.35200       0.496284                 NaN            NaN
  1278.20        2500.00        88.5004                 NaN            NaN  0.169199       0.557657                 NaN            NaN            NaN   1.95433                 NaN   1.38813        6.94196       0.488282                 NaN            NaN
  1275.69        2500.00        89.5991                 NaN            NaN  0.156087       0.511171                 NaN            NaN            NaN   1.74522                 NaN   1.24544        6.29182       0.451119                 NaN            NaN
  1273.18        2500.00        90.8079                 NaN            NaN  0.114856       0.529226                 NaN            NaN            NaN   1.48536                 NaN   1.09423        5.56405       0.404413                 NaN            NaN
  1270.68        2500.00        91.6744                 NaN            NaN  0.105483       0.471272                 NaN            NaN            NaN   1.35847                 NaN  0.987237        5.03127       0.371875                 NaN            NaN
  1268.17        2500.00        92.5068                 NaN            NaN  0.897103E-001  0.438867                 NaN            NaN            NaN   1.22597                 NaN  0.887316        4.51304       0.338332                 NaN            NaN
  1265.66        2500.00        94.9958                 NaN            NaN  0.453244E-001  0.326269                 NaN            NaN            NaN  0.995801                 NaN  0.660383        2.72555       0.250918                 NaN            NaN
  1263.16        2500.00        93.8709                 NaN            NaN  0.606012E-001  0.384279                 NaN            NaN            NaN  0.983498                 NaN  0.707278        3.71631       0.277162                 NaN            NaN
  1260.65        2500.00        92.5506                 NaN            NaN  0.858379E-001  0.433529                 NaN            NaN            NaN   1.06960                 NaN  0.808644        4.73002       0.321805                 NaN            NaN
  1258.15        2500.00        94.8072                 NaN            NaN  0.449855E-001  0.333050                 NaN            NaN            NaN  0.884385                 NaN  0.607121        3.08317       0.240071                 NaN            NaN
  1255.64        2500.00        74.7002                 NaN            NaN  0.915621E-001   1.06032                 NaN            NaN            NaN   4.50608                 NaN   2.26803        12.8225       0.821566        3.72974                 NaN
  1253.13        2500.00                 NaN            NaN            NaN  0.249908E-001   4.10575                 NaN            NaN            NaN   17.5332                 NaN   8.34325        44.6680        3.02975        15.6484        6.64668     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   4.15105                 NaN            NaN            NaN   17.5319                 NaN   8.34265        44.6778        3.02953        15.6836        6.58346     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   4.15105                 NaN            NaN            NaN   17.5319                 NaN   8.34265        44.7285        3.02953        15.7080        6.50829     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   4.15105                 NaN            NaN            NaN   17.5319                 NaN   8.34265        44.7799        3.02953        15.7328        6.43209     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   4.15105                 NaN            NaN            NaN   17.5319                 NaN   8.34265        44.8319        3.02953        15.7579        6.35498     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   4.18446                 NaN            NaN            NaN   17.4907                 NaN   8.39706        44.8805        3.03302        15.7748        6.23947     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   4.20272                 NaN            NaN            NaN   17.4475                 NaN   8.40720        44.9509        3.03799        15.8000        6.15365     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   4.21714                 NaN            NaN            NaN   17.4182                 NaN   8.41839        45.0141        3.04087        15.8249        6.06637     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   4.23137                 NaN            NaN            NaN   17.3896                 NaN   8.42951        45.0776        3.04367        15.8501        5.97816     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   4.24549                 NaN            NaN            NaN   17.3612                 NaN   8.44053        45.1418        3.04644        15.8755        5.88902     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   4.24981                 NaN            NaN            NaN   17.3636                 NaN   8.45389        45.1893        3.04515        15.9010        5.79726     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   4.27773                 NaN            NaN            NaN   17.2873                 NaN   8.46031        45.2838        3.05472        15.9293        5.70687     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   4.29104                 NaN            NaN            NaN   17.2610                 NaN   8.47089        45.3496        3.05725        15.9560        5.61418     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.28818                 NaN            NaN            NaN   17.2975                 NaN   8.48718        45.3800        3.05017        15.9795        5.51747     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.35566                 NaN            NaN            NaN   17.1300                 NaN   8.53655        45.4822        3.06920        16.0019        5.42450     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.35314                 NaN            NaN            NaN   17.1416                 NaN   8.53561        45.5393        3.06751        16.0307        5.33205     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.37036                 NaN            NaN            NaN   17.0975                 NaN   8.54795        45.6109        3.07264        16.0583        5.24245     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.37368                 NaN            NaN            NaN   17.0919                 NaN   8.55101        45.6734        3.07307        16.0874        5.14953     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.37705                 NaN            NaN            NaN   17.0864                 NaN   8.55412        45.7368        3.07349        16.1168        5.05541     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.38698                 NaN            NaN            NaN   17.0402                 NaN   8.56079        45.8142        3.08233        16.1439        4.97158     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   4.38698                 NaN            NaN            NaN   17.0402                 NaN   8.56079        45.8769        3.08233        16.1742        4.87866     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.38698                 NaN            NaN            NaN   17.0402                 NaN   8.56079        45.9413        3.08233        16.2052        4.78326     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.38698                 NaN            NaN            NaN   17.0402                 NaN   8.56079        46.0063        3.08233        16.2366        4.68679     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.38698                 NaN            NaN            NaN   17.0402                 NaN   8.56079        46.0721        3.08233        16.2684        4.58924     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.40516                 NaN            NaN            NaN   17.0615                 NaN   8.58495        46.1329        3.07298        16.3003        4.44219     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.40674                 NaN            NaN            NaN   17.0486                 NaN   8.58491        46.2025        3.07520        16.3329        4.34920     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.40613                 NaN            NaN            NaN   17.0401                 NaN   8.58085        46.2732        3.07691        16.3658        4.25704     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.50575                 NaN            NaN            NaN   16.8554                 NaN   8.66892        46.3821        3.09191        16.3828        4.11316     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.50935                 NaN            NaN            NaN   16.8495                 NaN   8.67225        46.4542        3.09236        16.4164        4.00593     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.50189                 NaN            NaN            NaN   16.8819                 NaN   8.66972        46.5207        3.08798        16.4528        3.88505     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.50681                 NaN            NaN            NaN   16.8748                 NaN   8.67451        46.5947        3.08842        16.4869        3.77386     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.51168                 NaN            NaN            NaN   16.8682                 NaN   8.67930        46.6695        3.08879        16.5215        3.66107     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.51653                 NaN            NaN            NaN   16.8619                 NaN   8.68414        46.7453        3.08910        16.5565        3.54658     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.52142                 NaN            NaN            NaN   16.8558                 NaN   8.68908        46.8219        3.08935        16.5920        3.43032     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.52640                 NaN            NaN            NaN   16.8501                 NaN   8.69420        46.8996        3.08954        16.6280        3.31215     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.53154                 NaN            NaN            NaN   16.8446                 NaN   8.69956        46.9782        3.08967        16.6645        3.19197     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.56351                 NaN            NaN            NaN   16.8412                 NaN   8.76608        47.0140        3.08338        16.6871        3.04464     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.57852                 NaN            NaN            NaN   16.8107                 NaN   8.79082        47.0744        3.08540        16.7161        2.94403     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.58043                 NaN            NaN            NaN   16.8075                 NaN   8.79332        47.1542        3.08560        16.7543        2.82457     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.58274                 NaN            NaN            NaN   16.8046                 NaN   8.79553        47.2357        3.08575        16.7929        2.70278     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.58508                 NaN            NaN            NaN   16.8017                 NaN   8.79777        47.3182        3.08588        16.8320        2.57938     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.58742                 NaN            NaN            NaN   16.7988                 NaN   8.80002        47.4018        3.08601        16.8715        2.45440     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.58978                 NaN            NaN            NaN   16.7959                 NaN   8.80229        47.4865        3.08612        16.9116        2.32779     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   4.59217                 NaN            NaN            NaN   16.7931                 NaN   8.80458        47.5722        3.08623        16.9522        2.19953     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.59457                 NaN            NaN            NaN   16.7903                 NaN   8.80689        47.6590        3.08633        16.9933        2.06961     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   4.59698                 NaN            NaN            NaN   16.7876                 NaN   8.80923        47.7469        3.08642        17.0349        1.93801     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.67611                 NaN            NaN            NaN   16.6899                 NaN   8.91803        47.7984        3.08838        17.0476        1.78164     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.67612                 NaN            NaN            NaN   16.6898                 NaN   8.91806        47.8872        3.08838        17.0905        1.64990     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   4.67612                 NaN            NaN            NaN   16.6898                 NaN   8.91806        47.9772        3.08838        17.1339        1.51647     
