|6.6.6
Archiving\03_Data\fracLP/QFM_m5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1947.37        500.000        90.1786       0.863448        8.95796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        90.1723       0.863464        8.96428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        90.1414       0.863538        8.99503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        90.1229       0.863582        9.01350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        90.1045       0.863627        9.03191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        90.0861       0.863671        9.05028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        90.0677       0.863716        9.06861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        90.0493       0.863760        9.08690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        90.0311       0.863804        9.10510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        90.0129       0.863848        9.12327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        89.9947       0.863891        9.14140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        89.9766       0.863935        9.15948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        89.9585       0.863979        9.17752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        89.9405       0.864022        9.19551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        89.9225       0.864065        9.21345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        89.9059       0.864105        9.22998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        89.8867       0.864152        9.24918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        89.8328       0.864281        9.30291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        89.8510       0.864238        9.28474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        89.8333       0.864280        9.30244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        89.8156       0.864323        9.32009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        89.7979       0.864366        9.33770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        89.7803       0.864408        9.35526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        89.7628       0.864450        9.37278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        89.7003       0.864601        9.43509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        89.7278       0.864534        9.40767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        89.7104       0.864576        9.42506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        89.6930       0.864618        9.44239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        89.6757       0.864660        9.45968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        89.6584       0.864702        9.47691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        89.6411       0.864743        9.49411                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        89.6240       0.864785        9.51126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        89.6068       0.864826        9.52837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        89.5897       0.864867        9.54542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        89.5727       0.864908        9.56243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        89.2566       0.864918        9.56660       0.311923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4919                 NaN  0.143462E-002  0.506682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.7516                 NaN  0.927680E-002  0.239104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.2389                 NaN  0.572350E-002  0.755407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.5015                 NaN            NaN  0.498488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        98.1167                 NaN            NaN   1.88325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.9126                 NaN            NaN  0.874439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.9597                 NaN            NaN  0.402762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5641                 NaN            NaN  0.435858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5104                 NaN            NaN  0.489567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5125                 NaN            NaN  0.487488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4887                 NaN            NaN  0.511278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.5349                 NaN            NaN  0.465141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.5202                 NaN            NaN  0.479846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5164                 NaN            NaN  0.483594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5185                 NaN            NaN  0.481525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5194                 NaN            NaN  0.480556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0413                 NaN            NaN  0.958687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5196                 NaN            NaN  0.480384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.5232                 NaN            NaN  0.476824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.5210                 NaN            NaN  0.479038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5209                 NaN            NaN  0.479053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5258                 NaN            NaN  0.474184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5220                 NaN            NaN  0.478047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5240                 NaN            NaN  0.475978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5225                 NaN            NaN  0.477476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5232                 NaN            NaN  0.476785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5231                 NaN            NaN  0.476854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5221                 NaN            NaN  0.477921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5224                 NaN            NaN  0.477603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.5221                 NaN            NaN  0.477937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.5213                 NaN            NaN  0.478737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5184                 NaN            NaN  0.481553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5215                 NaN            NaN  0.478544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5199                 NaN            NaN  0.480087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5722                 NaN            NaN  0.427803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4644                 NaN            NaN  0.535620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5171                 NaN            NaN  0.482851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5161                 NaN            NaN  0.483873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5149                 NaN            NaN  0.485086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5135                 NaN            NaN  0.486458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5126                 NaN            NaN  0.487250       0.113212E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.5019                 NaN            NaN  0.486212       0.119054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4965                 NaN            NaN  0.488580       0.148776E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4961                 NaN            NaN  0.489070       0.147967E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4903                 NaN            NaN  0.494795       0.149039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4968                 NaN            NaN  0.488563       0.145991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4921                 NaN            NaN  0.493165       0.147051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4898                 NaN            NaN  0.495473       0.146883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4842                 NaN            NaN  0.501047       0.147974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4904                 NaN            NaN  0.495117       0.144979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4983                 NaN            NaN  0.487545       0.141970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4672                 NaN            NaN  0.517804       0.150149E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4803                 NaN            NaN  0.505132       0.145537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4782                 NaN            NaN  0.507227       0.145451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5005                 NaN            NaN  0.485617       0.138366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.7471                 NaN            NaN  0.245960       0.698546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.1764                 NaN            NaN  0.801031       0.225602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4697                 NaN            NaN  0.515909       0.144270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4672                 NaN            NaN  0.518404       0.144104E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4651                 NaN            NaN  0.520559       0.143674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4631                 NaN            NaN  0.522557       0.143809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.2739                 NaN            NaN  0.706814       0.192737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.6603                 NaN            NaN  0.330699       0.896676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4409                 NaN            NaN  0.544397       0.146931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4540                 NaN            NaN  0.531757       0.142461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4516                 NaN            NaN  0.534134       0.142468E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4518                 NaN            NaN  0.534077       0.141606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4473                 NaN            NaN  0.538527       0.141971E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4453                 NaN            NaN  0.540529       0.141830E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4426                 NaN            NaN  0.543163       0.141926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4420                 NaN            NaN  0.543864       0.141055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4385                 NaN            NaN  0.547384       0.141437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4378                 NaN            NaN  0.548136       0.140745E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4345                 NaN            NaN  0.551404       0.140733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4326                 NaN            NaN  0.553306       0.140496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4305                 NaN            NaN  0.555420       0.140440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4287                 NaN            NaN  0.557269       0.140183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4257                 NaN            NaN  0.560302       0.140111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4257                 NaN            NaN  0.560291       0.139619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4234                 NaN            NaN  0.562630       0.139446E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4214                 NaN            NaN  0.564613       0.139405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4195                 NaN            NaN  0.566550       0.139377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4068                 NaN            NaN  0.579000       0.141892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4284                 NaN            NaN  0.557979       0.136083E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4226                 NaN            NaN  0.563462       0.139038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4076                 NaN            NaN  0.578624       0.137919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4133                 NaN            NaN  0.572864       0.137983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4126                 NaN            NaN  0.573616       0.137905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4081                 NaN            NaN  0.578072       0.138341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.9633                 NaN            NaN   1.01264       0.240769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.8027                 NaN            NaN  0.192666       0.462695E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4650                 NaN            NaN  0.522603       0.123622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.4075                 NaN            NaN  0.578775       0.137091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4089                 NaN            NaN  0.577485       0.136406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.1467                 NaN            NaN  0.834610       0.187029E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        94.3181                 NaN            NaN  0.211981       0.968276E-002   5.46019                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.5632                 NaN            NaN  0.206995E-002            NaN  0.434743                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9952                 NaN            NaN  0.479948E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3464                 NaN            NaN  0.499903E-002            NaN   1.64862                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.2708                 NaN            NaN  0.626484E-002            NaN   1.72294                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.3012                 NaN            NaN  0.288019E-002            NaN   1.69596                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.3297                 NaN            NaN  0.374979E-002            NaN   1.66654                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.3723                 NaN            NaN  0.101947                 NaN   1.52574                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3902                 NaN            NaN  0.286432E-001            NaN   1.58115                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.4106                 NaN            NaN            NaN            NaN   1.58935                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4458                 NaN            NaN  0.605435E-002            NaN   1.54819                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.4651                 NaN            NaN            NaN            NaN   1.53494                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4928                 NaN            NaN            NaN            NaN   1.50723                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5187                 NaN            NaN            NaN            NaN   1.48127                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5402                 NaN            NaN            NaN            NaN   1.45984                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5627                 NaN            NaN            NaN            NaN   1.43732                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5916                 NaN            NaN            NaN            NaN   1.40839                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6095                 NaN            NaN            NaN            NaN   1.39048                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6306                 NaN            NaN            NaN            NaN   1.36944                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6510                 NaN            NaN            NaN            NaN   1.34899                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6713                 NaN            NaN            NaN            NaN   1.32872                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6927                 NaN            NaN            NaN            NaN   1.30728                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7134                 NaN            NaN            NaN            NaN   1.28661                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7292                 NaN            NaN            NaN            NaN   1.27082                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7499                 NaN            NaN            NaN            NaN   1.25014                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7696                 NaN            NaN            NaN            NaN   1.23039                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7821                 NaN            NaN            NaN            NaN   1.21794                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7951                 NaN            NaN            NaN            NaN   1.20485                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8193                 NaN            NaN            NaN            NaN   1.18070                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8329                 NaN            NaN            NaN            NaN   1.16708                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8505                 NaN            NaN            NaN            NaN   1.14948                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.7586                 NaN            NaN            NaN            NaN  0.673452       0.567996                 NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6512                 NaN            NaN            NaN            NaN  0.145202        1.20361                 NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.6646                 NaN            NaN            NaN            NaN  0.136139        1.19923                 NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.6762                 NaN            NaN            NaN            NaN  0.128997        1.19477                 NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.6861                 NaN            NaN            NaN            NaN  0.121681        1.19222                 NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.6952                 NaN            NaN            NaN            NaN  0.113887        1.19087                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.6931                 NaN            NaN            NaN            NaN  0.100585        1.20632                 NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.7225                 NaN            NaN            NaN            NaN  0.978871E-001   1.17961                 NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.7227                 NaN            NaN            NaN            NaN  0.883311E-001   1.18901                 NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.7294                 NaN            NaN            NaN            NaN  0.793155E-001   1.19132                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.7342                 NaN            NaN            NaN            NaN  0.698554E-001   1.19594                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7355                 NaN            NaN            NaN            NaN  0.604301E-001   1.20404                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.7425                 NaN            NaN            NaN            NaN  0.475918E-001   1.20987                 NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.7401                 NaN            NaN            NaN            NaN  0.366585E-001   1.22327                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.7392                 NaN            NaN            NaN            NaN  0.237319E-001   1.23705                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.7373                 NaN            NaN            NaN            NaN  0.872010E-002   1.25401                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.7257                 NaN            NaN            NaN            NaN  0.915732E-002   1.26109       0.401969E-002            NaN            NaN            NaN            NaN
  1491.23        500.000        97.8487                 NaN            NaN            NaN            NaN  0.119741E-001  0.968835        1.17047                 NaN            NaN            NaN            NaN
  1488.72        500.000        97.8947                 NaN            NaN            NaN            NaN  0.210152E-001   1.14878       0.935509                 NaN            NaN            NaN            NaN
  1486.22        500.000        97.9351                 NaN            NaN            NaN            NaN            NaN  0.937050        1.12781                 NaN            NaN            NaN            NaN
  1483.71        500.000        97.9804                 NaN            NaN            NaN            NaN  0.129291E-001  0.902076        1.10462                 NaN            NaN            NaN            NaN
  1481.20        500.000        98.0192                 NaN            NaN            NaN            NaN            NaN  0.896192        1.08460                 NaN            NaN            NaN            NaN
  1478.70        500.000        98.0588                 NaN            NaN            NaN            NaN            NaN  0.876644        1.06456                 NaN            NaN            NaN            NaN
  1476.19        500.000        98.0968                 NaN            NaN            NaN            NaN            NaN  0.857491        1.04571                 NaN            NaN            NaN            NaN
  1473.68        500.000        98.1357                 NaN            NaN            NaN            NaN            NaN   1.02590       0.838432                 NaN            NaN            NaN            NaN
  1471.18        500.000        98.1712                 NaN            NaN            NaN            NaN            NaN   1.00809       0.820749                 NaN            NaN            NaN            NaN
  1468.67        500.000        98.2066                 NaN            NaN            NaN            NaN            NaN  0.803185       0.990257                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.2398                 NaN            NaN            NaN            NaN            NaN  0.786117       0.974041                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.2746                 NaN            NaN            NaN            NaN            NaN  0.769801       0.955642                 NaN            NaN            NaN            NaN
