|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1093.02        2500.00                 NaN            NaN            NaN   3.70069       0.555475                 NaN            NaN   7.00450        36.1173        1.76502                 NaN            NaN   18.8536        3.79922        28.2042     
  1091.47        2500.00                 NaN            NaN            NaN   2.12622        42.9621                 NaN            NaN   11.8059        26.7545                 NaN  0.102723                 NaN   15.4268       0.821675                 NaN
  1089.92        2500.00                 NaN            NaN            NaN   2.14372        42.9751                 NaN            NaN   11.8288        26.7845                 NaN  0.918260E-001            NaN   15.4429       0.733187                 NaN
  1088.37        2500.00                 NaN            NaN            NaN   3.07645        37.4228                 NaN            NaN   10.9646        30.2758       0.579003                 NaN            NaN   16.3800        1.30138                 NaN
  1086.82        2500.00                 NaN            NaN            NaN   3.70025       0.595914                 NaN            NaN   7.00929        36.3127        1.76360                 NaN            NaN   18.9482        3.49683        28.1733     
  1085.27        2500.00                 NaN            NaN            NaN   3.70351       0.289414                 NaN            NaN   6.97533        36.4102        1.77387                 NaN            NaN   18.9934        3.44081        28.4135     
  1083.72        2500.00                 NaN            NaN            NaN   3.70453       0.348188                 NaN            NaN   6.98294        36.4544        1.77151                 NaN            NaN   19.0142        3.35958        28.3646     
  1082.17        2500.00                 NaN            NaN            NaN   3.70013       0.620757                 NaN            NaN   7.01174        36.4601        1.76286                 NaN            NaN   19.0191        3.26690        28.1584     
  1080.62        2500.00                 NaN            NaN            NaN   2.24674        43.1335                 NaN            NaN   11.9236        26.8779       0.116854E-001            NaN            NaN   15.5085       0.298068                 NaN
  1079.07        2500.00                 NaN            NaN            NaN   3.68513        1.55318                 NaN            NaN   7.11192        36.4137        1.73286                 NaN            NaN   19.0046        3.05324        27.4453     
  1077.52        2500.00                 NaN            NaN            NaN   2.25638       0.147650        43.0532                 NaN   11.9586        26.9275                 NaN            NaN            NaN   15.5347       0.121937                 NaN
  1075.97        2500.00                 NaN            NaN            NaN   2.27071        43.1851                 NaN            NaN   11.9695        26.9930                 NaN            NaN            NaN   15.5521       0.296476E-001            NaN
  1074.42        2500.00                 NaN            NaN            NaN   2.23235        43.2799                 NaN            NaN   12.0457        26.8963                 NaN            NaN            NaN   15.5457                 NaN            NaN
  1072.87        2500.00                 NaN            NaN            NaN   2.21354        43.3615                 NaN            NaN   11.8745        27.0122                 NaN            NaN            NaN   15.5383                 NaN            NaN
  1071.32        2500.00                 NaN            NaN            NaN   2.21995        43.3939                 NaN            NaN   11.8828        26.9418       0.753329E-002            NaN            NaN   15.5539                 NaN            NaN
  1069.77        2500.00                 NaN            NaN            NaN   3.69234       0.487776                 NaN            NaN   6.99838        36.9027        1.76713                 NaN            NaN   19.2383        2.63478        28.2786     
  1068.22        2500.00                 NaN            NaN            NaN   3.67669        2.20617                 NaN            NaN   7.18581        36.6854        1.71013                 NaN            NaN   19.1413        2.44554        26.9489     
  1066.67        2500.00                 NaN            NaN            NaN   3.70791       0.158389                 NaN            NaN   6.96279        37.0782        1.77756                 NaN            NaN   19.3133        2.48941        28.5124     
  1065.11        2500.00                 NaN            NaN            NaN   2.24397        43.5001                 NaN            NaN   11.8614        26.9493                 NaN            NaN            NaN   15.4452                 NaN            NaN
  1063.56        2500.00                 NaN            NaN            NaN   2.26865        42.8950       0.435403                 NaN   12.0352        26.8920                 NaN            NaN            NaN   15.4737                 NaN            NaN
  1062.01        2500.00                 NaN            NaN            NaN   2.27803        41.7368        1.32289                 NaN   12.0538        27.0352                 NaN            NaN            NaN   15.5732                 NaN            NaN
  1060.46        2500.00                 NaN            NaN            NaN   2.34882        42.7763       0.483238                 NaN   11.9801        26.9364                 NaN            NaN            NaN   15.4752                 NaN            NaN
  1058.91        2500.00                 NaN            NaN            NaN   2.35422        42.6525       0.626501                 NaN   11.9869        26.9196                 NaN            NaN            NaN   15.4602                 NaN            NaN
  1057.36        2500.00                 NaN            NaN            NaN   3.71034                 NaN            NaN            NaN   6.94555        37.4491        1.78272                 NaN            NaN   19.4910        1.98796        28.6333     
  1055.81        2500.00                 NaN            NaN            NaN   3.70804       0.157479                 NaN            NaN   6.96293        37.4819        1.77753                 NaN            NaN   19.5080        1.89090        28.5133     
  1054.26        2500.00                 NaN            NaN            NaN   3.70816       0.150463                 NaN            NaN   6.96219        37.5427        1.77775                 NaN            NaN   19.5373        1.80286        28.5186     
  1052.71        2500.00                 NaN            NaN            NaN   2.31943        40.7861        2.68461                 NaN   12.0932        26.7326                 NaN            NaN            NaN   15.3840                 NaN            NaN
  1051.16        2500.00                 NaN            NaN            NaN   2.29837        37.9752        5.26278                 NaN   12.1089        26.8750                 NaN            NaN            NaN   15.4797                 NaN            NaN
  1049.61        2500.00                 NaN            NaN            NaN   3.69806       0.867084                 NaN            NaN   7.04204        37.6044        1.75391                 NaN            NaN   19.5724        1.48927        27.9729     
  1048.06        2500.00                 NaN            NaN            NaN   3.70807       0.161445                 NaN            NaN   6.96355        37.7822        1.77735                 NaN            NaN   19.6529        1.44405        28.5104     
  1046.51        2500.00                 NaN            NaN            NaN   3.71034                 NaN            NaN            NaN   6.94555        37.8704        1.78272                 NaN            NaN   19.6942        1.36339        28.6333     
  1044.96        2500.00                 NaN            NaN            NaN   2.28558        43.6345                 NaN            NaN   12.1259        26.6155                 NaN            NaN            NaN   15.3384                 NaN            NaN
  1043.41        2500.00                 NaN            NaN            NaN   2.18062        43.0729                 NaN            NaN   11.6754        27.2995       0.281404                 NaN            NaN   15.4902                 NaN            NaN
  1041.86        2500.00                 NaN            NaN            NaN   2.32345        37.7959        5.73475                 NaN   12.1116        26.6722                 NaN            NaN            NaN   15.3620                 NaN            NaN
  1040.31        2500.00                 NaN            NaN            NaN   3.69921       0.809979                 NaN            NaN   7.03756        37.9906        1.75526                 NaN            NaN   19.7584       0.936731        28.0123     
  1038.76        2500.00                 NaN            NaN            NaN   2.34866        39.4149        4.19145                 NaN   12.1611        26.5951                 NaN            NaN            NaN   15.2888                 NaN            NaN
  1037.21        2500.00                 NaN            NaN            NaN   2.35303        39.1200        4.49738                 NaN   12.1621        26.5876                 NaN            NaN            NaN   15.2799                 NaN            NaN
  1035.66        2500.00                 NaN            NaN            NaN   3.71034                 NaN            NaN            NaN   6.94555        38.3121        1.78272                 NaN            NaN   19.9073       0.708681        28.6333     
  1034.11        2500.00                 NaN            NaN            NaN   2.35123        38.6594        4.70877                 NaN   12.1909        26.7345                 NaN            NaN            NaN   15.3552                 NaN            NaN
  1032.56        2500.00                 NaN            NaN            NaN   2.33904        38.5834        5.16541                 NaN   12.1627        26.5094                 NaN            NaN            NaN   15.2401                 NaN            NaN
  1031.01        2500.00                 NaN            NaN            NaN   2.21211        43.8732                 NaN            NaN   12.1003        26.5324                 NaN            NaN            NaN   15.2820                 NaN            NaN
  1029.46        2500.00                 NaN            NaN            NaN   2.36324        39.1012        4.68380                 NaN   12.2642        26.3920                 NaN            NaN            NaN   15.1955                 NaN            NaN
  1027.91        2500.00                 NaN            NaN            NaN   2.38552        38.1830        5.21572                 NaN   12.2137        26.6947                 NaN            NaN            NaN   15.3074                 NaN            NaN
  1026.36        2500.00                 NaN            NaN            NaN   2.37915        38.0838        5.34748                 NaN   12.2289        26.6645                 NaN            NaN            NaN   15.2962                 NaN            NaN
  1024.81        2500.00                 NaN            NaN            NaN   2.44380        43.4953                 NaN            NaN   12.2825        26.5643                 NaN            NaN            NaN   15.2141                 NaN            NaN
  1023.26        2500.00                 NaN            NaN            NaN   2.38989        38.1855        5.62556                 NaN   12.2559        26.3994                 NaN            NaN            NaN   15.1437                 NaN            NaN
  1021.70        2500.00                 NaN            NaN            NaN   2.38537        32.5003        11.3483                 NaN   12.2402        26.3896                 NaN            NaN            NaN   15.1363                 NaN            NaN
  1020.15        2500.00                 NaN            NaN            NaN   2.62446        9.80454        32.9788       0.456040E-003   12.1762        27.0450                 NaN            NaN            NaN   15.3705                 NaN            NaN
  1018.60        2500.00                 NaN            NaN            NaN   2.39482        37.7740        6.09714                 NaN   12.2810        26.3325                 NaN            NaN            NaN   15.1205                 NaN            NaN
  1017.05        2500.00                 NaN            NaN            NaN   2.38069        37.7187        6.08340                 NaN   12.3865        26.3143                 NaN            NaN            NaN   15.1164                 NaN            NaN
  1015.50        2500.00                 NaN            NaN            NaN   2.36986        30.0509        13.8970                 NaN   12.2362        26.3088                 NaN            NaN            NaN   15.1372                 NaN            NaN
  1013.95        2500.00                 NaN            NaN            NaN   2.34931        31.3102        12.6666                 NaN   12.3794        26.2200                 NaN            NaN            NaN   15.0745                 NaN            NaN
  1012.40        2500.00                 NaN            NaN            NaN   2.35837        31.2553        12.7398                 NaN   12.3886        26.1995                 NaN            NaN            NaN   15.0585                 NaN            NaN
  1010.85        2500.00                 NaN            NaN            NaN   2.37852        36.8754        7.06090                 NaN   12.4132        26.2176                 NaN            NaN            NaN   15.0544                 NaN            NaN
  1009.30        2500.00                 NaN            NaN            NaN   2.34421        34.6676        9.07914                 NaN   12.1667        26.4730                 NaN            NaN            NaN   15.2693                 NaN            NaN
  1007.75        2500.00                 NaN            NaN            NaN   2.38244        31.2236        12.8697                 NaN   12.3699        26.1117                 NaN            NaN            NaN   15.0426                 NaN            NaN
  1006.20        2500.00                 NaN            NaN            NaN   2.29442        44.2943                 NaN            NaN   12.3211        26.0761                 NaN            NaN            NaN   15.0141                 NaN            NaN
  1004.65        2500.00                 NaN            NaN            NaN   2.30628        44.2918                 NaN            NaN   12.3350        26.0660                 NaN            NaN            NaN   15.0009                 NaN            NaN
  1003.10        2500.00                 NaN            NaN            NaN   2.30003        44.3492                 NaN            NaN   12.3372        26.0305                 NaN            NaN            NaN   14.9830                 NaN            NaN
  1001.55        2500.00                 NaN            NaN            NaN   2.38365        44.2166                 NaN            NaN   12.3516        26.0880                 NaN            NaN            NaN   14.9601                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN   2.30605        44.4045                 NaN            NaN   12.3535        25.9846                 NaN            NaN            NaN   14.9513                 NaN            NaN
