|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1550.37        2500.00        99.3480                 NaN  0.592542       0.594293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.3523                 NaN  0.590936       0.567229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.3552                 NaN  0.579591       0.652268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.3612                 NaN  0.593924       0.448854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.2433                 NaN  0.687998       0.687150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.4951                 NaN  0.460429       0.444792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.3733                 NaN  0.577696       0.490169E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.3775                 NaN  0.572274       0.502229E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.3807                 NaN  0.569678       0.495842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.3874                 NaN  0.555652       0.569077E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.3884                 NaN  0.572031       0.395597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.3954                 NaN  0.557819       0.468136E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.3982                 NaN  0.555544       0.462272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.4012                 NaN  0.555061       0.437716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.4053                 NaN  0.551098       0.436156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4106                 NaN  0.545452       0.439422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4121                 NaN  0.546636       0.412733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4210                 NaN  0.539124       0.398431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.2976                 NaN  0.181568                 NaN  0.520810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.2277                 NaN  0.846656E-003  0.809609E-004  0.771344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.2277                 NaN            NaN            NaN  0.772343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.3756                 NaN            NaN  0.354048E-001  0.589037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.0855                 NaN            NaN  0.106762E-001  0.903801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.2236                 NaN            NaN            NaN  0.776394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.0555                 NaN            NaN            NaN  0.944494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.5150                 NaN            NaN            NaN  0.485042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.0571                 NaN            NaN  0.479652E-005  0.942874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.2012                 NaN            NaN            NaN  0.798751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.1847                 NaN            NaN            NaN  0.815266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.0347                 NaN            NaN            NaN  0.717840       0.247491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.7070                 NaN            NaN            NaN  0.463301       0.829653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.7204                 NaN            NaN  0.370943E-004  0.821570       0.457990                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.7317                 NaN            NaN            NaN  0.454329       0.813999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.7436                 NaN            NaN            NaN  0.449550       0.806842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.7552                 NaN            NaN            NaN  0.799652       0.445179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.7702                 NaN            NaN            NaN  0.438929       0.790881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.7804                 NaN            NaN            NaN  0.785016       0.434610                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.7904                 NaN            NaN            NaN  0.778651       0.430905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.8026                 NaN            NaN            NaN  0.426221       0.771156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.8134                 NaN            NaN            NaN  0.763987       0.422599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.8230                 NaN            NaN            NaN  0.416477       0.760534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.8317                 NaN            NaN            NaN  0.754464       0.413835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.8434                 NaN            NaN            NaN  0.748559       0.408004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8521                 NaN            NaN            NaN  0.405312       0.742577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        98.8623                 NaN            NaN            NaN  0.400986       0.736707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        98.8720                 NaN            NaN            NaN  0.396796       0.731178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        98.8791                 NaN            NaN  0.227716E-003  0.391656       0.728987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        98.8908                 NaN            NaN            NaN  0.388998       0.720158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        98.5091                 NaN            NaN            NaN  0.520255       0.970635                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        99.5653                 NaN            NaN  0.119685E-001  0.288491       0.134237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        98.6492                 NaN            NaN  0.279979E-003  0.470885       0.879615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        98.9222                 NaN            NaN            NaN  0.373917       0.703918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        98.9306                 NaN            NaN            NaN  0.370893       0.698520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        98.9360                 NaN            NaN            NaN  0.697707       0.366327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        98.9548                 NaN            NaN  0.615641E-001  0.723405       0.260229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        97.8793                 NaN            NaN            NaN  0.818055       0.847767                 NaN  0.454893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        96.5852                 NaN            NaN  0.288425        1.06368        1.03183                 NaN   1.03090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        96.6609                 NaN            NaN  0.329868        1.05225       0.941853                 NaN   1.01511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        96.7379                 NaN            NaN  0.327738        1.03377       0.907889                 NaN  0.992744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        96.8257                 NaN            NaN  0.323908        1.01174       0.872383                 NaN  0.966269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        96.9037                 NaN            NaN  0.321162       0.844239       0.987630                 NaN  0.943263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        96.9784                 NaN            NaN  0.318501       0.968294       0.813714                 NaN  0.921066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.0483                 NaN            NaN  0.316193       0.785671       0.949678                 NaN  0.900197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.1184                 NaN            NaN  0.313705       0.931173       0.757475                 NaN  0.879296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.1839                 NaN            NaN  0.311372       0.914598       0.730401                 NaN  0.859760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.2421                 NaN            NaN  0.310060       0.899000       0.706079                 NaN  0.842713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.3086                 NaN            NaN  0.306596       0.881590       0.680694                 NaN  0.822519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.3631                 NaN            NaN  0.305451       0.657944       0.866887                 NaN  0.806606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        97.4178                 NaN            NaN  0.304056       0.852722       0.635582                 NaN  0.789847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        97.4801                 NaN            NaN  0.300484       0.835485       0.612348                 NaN  0.771557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.5280                 NaN            NaN  0.299473       0.592230       0.823348                 NaN  0.756914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.5724                 NaN            NaN  0.299074       0.811622       0.572751                 NaN  0.744134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.6300                 NaN            NaN  0.295370       0.795379       0.553102                 NaN  0.726107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.6730                 NaN            NaN  0.294946       0.785125       0.533538                 NaN  0.713371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.7151                 NaN            NaN  0.293594       0.515524       0.774860                 NaN  0.700881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.7639                 NaN            NaN  0.291858       0.496637       0.761514                 NaN  0.686050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        97.8020                 NaN            NaN  0.290797       0.752234       0.480330                 NaN  0.674651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        97.8434                 NaN            NaN  0.289485       0.740462       0.464452                 NaN  0.662172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        97.8824                 NaN            NaN  0.288270       0.447692       0.731318                 NaN  0.650337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.90        2500.00        97.9206                 NaN            NaN  0.287077       0.430908       0.722685                 NaN  0.638738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.35        2500.00        97.9529                 NaN            NaN  0.301359       0.394301       0.720003                 NaN  0.631486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.80        2500.00        97.9972                 NaN            NaN  0.268957       0.695416       0.425288                 NaN  0.613156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.25        2500.00        98.0228                 NaN            NaN  0.284843       0.698189       0.386111                 NaN  0.608053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.70        2500.00        98.0634                 NaN            NaN  0.282072       0.373708       0.685509                 NaN  0.595330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.15        2500.00        98.0944                 NaN            NaN  0.281294       0.360537       0.677949                 NaN  0.585789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.1188                 NaN            NaN  0.281009       0.347796       0.673830                 NaN  0.578558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.1612                 NaN            NaN  0.279170       0.332439       0.661667                 NaN  0.565530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.1732                 NaN            NaN  0.280864       0.323458       0.659549                 NaN  0.562950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.2250                 NaN            NaN  0.275508       0.647007       0.307296                 NaN  0.545185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.2419                 NaN            NaN  0.276804       0.297561       0.642815                 NaN  0.540949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.2698                 NaN            NaN  0.275691       0.635584       0.286651                 NaN  0.532274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.2943                 NaN            NaN  0.275649       0.629015       0.275328                 NaN  0.525712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.3238                 NaN            NaN  0.273589       0.623798       0.263256                 NaN  0.515544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.3485                 NaN            NaN  0.272362       0.254520       0.616850                 NaN  0.507799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.3718                 NaN            NaN  0.271752       0.611754       0.243877                 NaN  0.500810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.3822                 NaN            NaN  0.285034       0.217459       0.612290                 NaN  0.503044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.4330                 NaN            NaN  0.255390       0.595054       0.239723                 NaN  0.476869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.4420                 NaN            NaN  0.268867       0.595271       0.214792                 NaN  0.479111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.4617                 NaN            NaN  0.269103       0.592928       0.202961                 NaN  0.473317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.4577                 NaN            NaN  0.281512       0.595908       0.187199                 NaN  0.477661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.5434                 NaN            NaN  0.250405       0.204109       0.558449                 NaN  0.443614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.79        2500.00        98.5259                 NaN            NaN  0.264749       0.578412       0.178096                 NaN  0.452852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.5450                 NaN            NaN  0.263603       0.171585       0.573159                 NaN  0.446670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.5673                 NaN            NaN  0.262383       0.163148       0.567340                 NaN  0.439799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.5851                 NaN            NaN  0.262288       0.564583       0.153786                 NaN  0.434232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.6051                 NaN            NaN  0.258572       0.559220       0.149691                 NaN  0.427404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.6215                 NaN            NaN  0.258629       0.140980       0.556349                 NaN  0.422525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.6412                 NaN            NaN  0.257288       0.552523       0.132735                 NaN  0.416256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.6576                 NaN            NaN  0.255525       0.548829       0.127242                 NaN  0.410834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.6751                 NaN            NaN  0.254235       0.544896       0.120428                 NaN  0.405368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.6914                 NaN            NaN  0.252724       0.541712       0.114167                 NaN  0.400024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.29        2500.00        98.7072                 NaN            NaN  0.251031       0.538452       0.108417                 NaN  0.394890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.7236                 NaN            NaN  0.249836       0.100028       0.536805                 NaN  0.389752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.7397                 NaN            NaN  0.247418       0.531181       0.974302E-001            NaN  0.384292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.7548                 NaN            NaN  0.246330       0.911280E-001  0.528321                 NaN  0.379454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.7709                 NaN            NaN  0.244397       0.524719       0.856894E-001            NaN  0.374316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.7798                 NaN            NaN  0.244063       0.831381E-001  0.521060                 NaN  0.371895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        98.8045                 NaN            NaN  0.238925       0.750319E-001  0.519038                 NaN  0.362532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1367.43        2500.00        98.8120                 NaN            NaN  0.238247       0.715472E-001  0.517824                 NaN  0.360387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.88        2500.00        98.8258                 NaN            NaN  0.236008       0.513886       0.685387E-001            NaN  0.355793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.33        2500.00        98.8395                 NaN            NaN  0.233923       0.511068       0.642302E-001            NaN  0.351242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.78        2500.00        98.8530                 NaN            NaN  0.234654       0.563277E-001  0.508096                 NaN  0.347927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1361.23        2500.00        98.8677                 NaN            NaN  0.226690       0.504131       0.604484E-001            NaN  0.341015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.68        2500.00        98.8787                 NaN            NaN  0.227207       0.503206       0.528286E-001            NaN  0.338061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.13        2500.00        98.8891                 NaN            NaN  0.226101       0.463615E-001  0.503804                 NaN  0.334640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.58        2500.00        98.9029                 NaN            NaN  0.220460       0.498098E-001  0.497436                 NaN  0.329429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.03        2500.00        98.9144                 NaN            NaN  0.222265       0.495970       0.404956E-001            NaN  0.326889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.48        2500.00        98.9295                 NaN            NaN  0.214766       0.494059       0.418081E-001            NaN  0.319913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.93        2500.00        98.9357                 NaN            NaN  0.214675       0.497683       0.335730E-001            NaN  0.318407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
