|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1562.86        2500.00                 NaN            NaN   99.4582       0.493425       0.484123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00                 NaN            NaN   99.4610       0.493895       0.451531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.94        2500.00                 NaN            NaN   99.4631       0.492139       0.447452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.48        2500.00                 NaN            NaN   99.4708       0.484585       0.446043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.01        2500.00                 NaN            NaN   99.4731       0.481898       0.450280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        2500.00                 NaN            NaN   99.4824       0.473240       0.443405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.09        2500.00                 NaN            NaN   99.4410       0.513097       0.458713E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN            NaN   99.5283       0.433639       0.381006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.17        2500.00                 NaN            NaN   99.4900       0.468535       0.414380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00                 NaN            NaN   99.4949       0.465095       0.399671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.24        2500.00                 NaN            NaN   99.4999       0.460063       0.400493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.78        2500.00                 NaN            NaN   99.6953       0.279654       0.250378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00                 NaN            NaN   99.3150       0.631154       0.538901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00                 NaN            NaN   99.5111       0.451017       0.378479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00                 NaN            NaN   99.5139       0.448899       0.371524E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00                 NaN            NaN   99.5189       0.443497       0.376378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00                 NaN            NaN   99.4973       0.466390       0.363070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00                 NaN            NaN   99.5493       0.415421       0.352833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00                 NaN            NaN   99.5276       0.438848       0.335042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00                 NaN            NaN   99.5322       0.433955       0.338435E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN            NaN   99.5345       0.432406       0.330898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00                 NaN            NaN   99.5384       0.429505       0.320761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN            NaN   99.5343       0.432866       0.327904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN            NaN   99.5518       0.417591       0.306092E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00                 NaN            NaN   99.5495       0.418843       0.316251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN            NaN   99.5516       0.418664       0.297826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00                 NaN            NaN   99.5423       0.427964       0.297664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00                 NaN            NaN   99.5694       0.402378       0.281769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00                 NaN            NaN   99.5592       0.414038       0.268034E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00                 NaN            NaN   99.5628       0.409815       0.273710E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00                 NaN            NaN   99.4925       0.478161       0.293780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00                 NaN            NaN   99.7603       0.218327       0.214119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00                 NaN            NaN   99.4489       0.528730       0.223520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN            NaN   99.5743       0.401481       0.242483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00                 NaN            NaN   99.5756       0.400845       0.236048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00                 NaN            NaN   99.5797       0.397863       0.224565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00                 NaN            NaN   99.5806       0.398215       0.212080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00                 NaN            NaN   99.5851       0.392664       0.222578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00                 NaN            NaN   99.5861       0.393458       0.204297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00                 NaN            NaN   99.5896       0.389379       0.210302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00                 NaN            NaN   98.6434        1.30679       0.498513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00                 NaN            NaN   99.9954                 NaN  0.456488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00                 NaN            NaN   99.8040       0.193793       0.222078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00                 NaN            NaN   99.5258       0.454732       0.194617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00                 NaN            NaN   99.6034       0.380097       0.165332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00                 NaN            NaN   99.4122       0.556855       0.309522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00                 NaN            NaN   99.8015       0.196446       0.208722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00                 NaN            NaN   99.6098       0.374899       0.153505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN            NaN   99.6106       0.376657       0.127254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00                 NaN            NaN   99.6124       0.374709       0.128727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00                 NaN            NaN   99.6148       0.373569       0.116772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00                 NaN            NaN   99.6174       0.361926       0.207053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00                 NaN            NaN   99.6209       0.352383       0.267154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00                 NaN            NaN   99.6191       0.374924       0.596244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00                 NaN            NaN   99.5370                 NaN  0.305576E-005  0.462964                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00                 NaN            NaN   99.3015                 NaN            NaN  0.465072       0.233419                 NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00                 NaN            NaN   99.2302       0.373186E-002            NaN  0.437206       0.328908                 NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00                 NaN            NaN   99.2382       0.731528E-001            NaN  0.248615       0.440037                 NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00                 NaN            NaN   99.2471       0.658814E-001  0.115620E-001  0.439235       0.236226                 NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00                 NaN            NaN   99.2529       0.636476E-001  0.874429E-002  0.240196       0.434518                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN            NaN   99.2621       0.566273E-001  0.211914E-001  0.226054       0.433983                 NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00                 NaN            NaN   99.2679       0.552945E-001  0.202081E-001  0.430417       0.226172                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN            NaN   99.2745       0.511414E-001  0.193581E-001  0.229130       0.425874                 NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00                 NaN            NaN   99.2805       0.506910E-001  0.182994E-001  0.422129       0.228379                 NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00                 NaN            NaN   99.2877       0.449270E-001  0.229781E-001  0.225036       0.419349                 NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00                 NaN            NaN   99.2908       0.487185E-001  0.113134E-001  0.235569       0.413594                 NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00                 NaN            NaN   99.2983       0.449518E-001  0.155884E-001  0.230566       0.410556                 NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00                 NaN            NaN   99.3036       0.425827E-001  0.149248E-001  0.231669       0.407190                 NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00                 NaN            NaN   99.3091       0.407469E-001  0.141532E-001  0.232393       0.403627                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00                 NaN            NaN   99.3136       0.376426E-001  0.135265E-001  0.400591       0.234620                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00                 NaN            NaN   99.3202       0.519275E-001  0.117905E-001  0.218144       0.397919                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00                 NaN            NaN   99.3255       0.265236E-001  0.122984E-001  0.242842       0.392808                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00                 NaN            NaN   99.3305       0.373776E-001  0.107543E-001  0.390505       0.230895                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00                 NaN            NaN   99.3360       0.366301E-001  0.101745E-001  0.387208       0.229999                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00                 NaN            NaN   99.4243       0.295655E-001  0.837858E-002  0.335668       0.202067                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00                 NaN            NaN   99.2607       0.391031E-001  0.980475E-002  0.259726       0.430705                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00                 NaN            NaN   99.3512       0.336145E-001  0.888034E-002  0.228014       0.378265                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00                 NaN            NaN   99.3547       0.325316E-001  0.626436E-002  0.375203       0.231298                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00                 NaN            NaN   99.3599       0.311099E-001  0.652681E-002  0.372343       0.230089                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00                 NaN            NaN   99.3649       0.333720E-001  0.566150E-002  0.226326       0.369771                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00                 NaN            NaN   99.3682       0.279679E-001  0.556510E-002  0.231089       0.367222                 NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00                 NaN            NaN   99.3747       0.343128E-001  0.402620E-002  0.222844       0.364091                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00                 NaN            NaN   99.3773       0.344532E-001  0.129404E-004  0.361210       0.227066                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00                 NaN            NaN   99.3834       0.316576E-001  0.645245E-002  0.218396       0.360073                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00                 NaN            NaN   99.3862       0.342747E-001            NaN  0.222998       0.356482                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN            NaN   99.3910       0.334329E-001  0.360047E-002  0.355475       0.216527                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00                 NaN            NaN   99.3951       0.334820E-001  0.794468E-003  0.218437       0.352149                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN            NaN   99.9628       0.639228E-002            NaN  0.153146E-001  0.154940E-001            NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00                 NaN            NaN   98.8394       0.598674E-001  0.908081E-004  0.418746       0.681942                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00                 NaN            NaN   99.4062       0.310685E-001            NaN  0.216874       0.345845                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00                 NaN            NaN   99.4129       0.317240E-001  0.376628E-002  0.343827       0.207750                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00                 NaN            NaN   99.4264       0.182814E-001  0.400316E-001  0.348769       0.166511                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00                 NaN            NaN   99.4192       0.348933E-001            NaN  0.339712       0.206181                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00                 NaN            NaN   99.4239       0.348745E-001  0.183834E-005  0.204346       0.336892                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00                 NaN            NaN   99.4261       0.373274E-001            NaN  0.336423       0.200121                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00                 NaN            NaN   99.0132                 NaN  0.297840E-002  0.338442       0.413127       0.232297                 NaN            NaN            NaN            NaN
  1421.05        2500.00                 NaN            NaN   98.6693                 NaN  0.121451       0.400036       0.361027       0.448171                 NaN            NaN            NaN            NaN
  1419.59        2500.00                 NaN            NaN   98.6893                 NaN  0.120548       0.392876       0.355513       0.441759                 NaN            NaN            NaN            NaN
  1418.13        2500.00                 NaN            NaN   98.7122                 NaN  0.119382       0.349250       0.384920       0.434246                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN            NaN   98.7341                 NaN  0.118478       0.343465       0.377037       0.426933                 NaN            NaN            NaN            NaN
  1415.20        2500.00                 NaN            NaN   98.7538                 NaN  0.117746       0.338342       0.369490       0.420603                 NaN            NaN            NaN            NaN
  1413.74        2500.00                 NaN            NaN   98.7756                 NaN  0.116436       0.332211       0.362500       0.413218                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN            NaN   98.7919                 NaN  0.115738       0.356010       0.328333       0.408061                 NaN            NaN            NaN            NaN
  1410.82        2500.00                 NaN            NaN   98.8114                 NaN  0.116674       0.322154       0.347662       0.402150                 NaN            NaN            NaN            NaN
  1409.35        2500.00                 NaN            NaN   98.8381                 NaN  0.112417       0.341614       0.316028       0.391861                 NaN            NaN            NaN            NaN
  1407.89        2500.00                 NaN            NaN   99.0121                 NaN  0.235194       0.386804                 NaN  0.365948                 NaN            NaN            NaN            NaN
  1406.43        2500.00                 NaN            NaN   98.7061                 NaN  0.373190E-002  0.645542       0.236272       0.408354                 NaN            NaN            NaN            NaN
  1404.97        2500.00                 NaN            NaN   98.8870                 NaN  0.956361E-001  0.344284       0.299586       0.373493                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN            NaN   98.9029                 NaN  0.110467       0.298311       0.317125       0.371202                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN            NaN   98.9191                 NaN  0.109705       0.311450       0.293914       0.365874                 NaN            NaN            NaN            NaN
  1400.58        2500.00                 NaN            NaN   98.9354                 NaN  0.108879       0.305649       0.289621       0.360459                 NaN            NaN            NaN            NaN
  1399.12        2500.00                 NaN            NaN   98.9506                 NaN  0.108120       0.285759       0.300099       0.355420                 NaN            NaN            NaN            NaN
  1397.66        2500.00                 NaN            NaN   98.9662                 NaN  0.107317       0.281258       0.294807       0.350416                 NaN            NaN            NaN            NaN
  1396.20        2500.00                 NaN            NaN   98.5278                 NaN  0.154274       0.396407       0.421682       0.499798                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN   99.4554                 NaN  0.575192E-001  0.152898       0.150640       0.183562                 NaN            NaN            NaN            NaN
  1393.27        2500.00                 NaN            NaN   99.0104                 NaN  0.104957       0.269414       0.279769       0.335454                 NaN            NaN            NaN            NaN
  1391.81        2500.00                 NaN            NaN   99.0235                 NaN  0.104448       0.274909       0.266197       0.330993                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN   99.0395                 NaN  0.103167       0.261641       0.270125       0.325611                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN   99.0512                 NaN  0.102783       0.265621       0.258594       0.321761                 NaN            NaN            NaN            NaN
  1387.42        2500.00                 NaN            NaN   99.0626                 NaN  0.102065       0.254786       0.262527       0.318030                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN            NaN   99.0799                 NaN  0.100936       0.256118       0.251122       0.311915                 NaN            NaN            NaN            NaN
  1384.50        2500.00                 NaN            NaN   99.0903                 NaN  0.100458       0.252845       0.247804       0.308604                 NaN            NaN            NaN            NaN
  1383.04        2500.00                 NaN            NaN   99.1022                 NaN  0.997232E-001  0.248799       0.244694       0.304628                 NaN            NaN            NaN            NaN
  1381.58        2500.00                 NaN            NaN   99.1143                 NaN  0.991269E-001  0.244422       0.241713       0.300485                 NaN            NaN            NaN            NaN
  1380.11        2500.00                 NaN            NaN   99.1265                 NaN  0.980973E-001  0.241016       0.238072       0.296284                 NaN            NaN            NaN            NaN
  1378.65        2500.00                 NaN            NaN   99.1374                 NaN  0.976659E-001  0.235171       0.237117       0.292628                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN   99.1487                 NaN  0.970816E-001  0.232908       0.232391       0.288878                 NaN            NaN            NaN            NaN
  1375.73        2500.00                 NaN            NaN   99.1589                 NaN  0.965622E-001  0.229434       0.229644       0.285490                 NaN            NaN            NaN            NaN
  1374.27        2500.00                 NaN            NaN   99.1706                 NaN  0.950199E-001  0.226200       0.226887       0.281245                 NaN            NaN            NaN            NaN
  1372.80        2500.00                 NaN            NaN   99.1815                 NaN  0.947384E-001  0.222851       0.223186       0.277679                 NaN            NaN            NaN            NaN
  1371.34        2500.00                 NaN            NaN   99.1919                 NaN  0.940941E-001  0.219268       0.220532       0.274161                 NaN            NaN            NaN            NaN
  1369.88        2500.00                 NaN            NaN   99.2014                 NaN  0.936619E-001  0.218165       0.215830       0.270987                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN   99.2085                 NaN  0.939302E-001  0.211950       0.216865       0.268729                 NaN            NaN            NaN            NaN
  1366.96        2500.00                 NaN            NaN   99.2252                 NaN  0.904162E-001  0.211108       0.211025       0.262270                 NaN            NaN            NaN            NaN
  1365.49        2500.00                 NaN            NaN   99.2311                 NaN  0.911253E-001  0.207191       0.209851       0.260732                 NaN            NaN            NaN            NaN
  1364.03        2500.00                 NaN            NaN   99.2402                 NaN  0.906901E-001  0.203982       0.207447       0.257703                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN            NaN   99.2437                 NaN  0.914507E-001  0.201069       0.206797       0.257008                 NaN            NaN            NaN            NaN
  1361.11        2500.00                 NaN            NaN   99.2641                 NaN  0.870664E-001  0.200388       0.199719       0.248751                 NaN            NaN            NaN            NaN
  1359.65        2500.00                 NaN            NaN   99.2674                 NaN  0.883697E-001  0.195713       0.200183       0.248368                 NaN            NaN            NaN            NaN
  1358.19        2500.00                 NaN            NaN   99.2766                 NaN  0.874258E-001  0.193540       0.197402       0.245044                 NaN            NaN            NaN            NaN
  1356.72        2500.00                 NaN            NaN   99.2848                 NaN  0.868371E-001  0.195202       0.190893       0.242233                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN            NaN   99.2928                 NaN  0.862288E-001  0.192941       0.188516       0.239486                 NaN            NaN            NaN            NaN
  1353.80        2500.00                 NaN            NaN   99.3010                 NaN  0.856124E-001  0.185783       0.190912       0.236650                 NaN            NaN            NaN            NaN
  1352.34        2500.00                 NaN            NaN   99.3094                 NaN  0.847511E-001  0.188551       0.183606       0.233656                 NaN            NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN   99.3175                 NaN  0.837842E-001  0.186289       0.181612       0.230825                 NaN            NaN            NaN            NaN
  1349.41        2500.00                 NaN            NaN   99.3248                 NaN  0.834943E-001  0.184269       0.179044       0.228357                 NaN            NaN            NaN            NaN
  1347.95        2500.00                 NaN            NaN   99.2006                 NaN  0.104747       0.202346       0.218288       0.274012                 NaN            NaN            NaN            NaN
  1346.49        2500.00                 NaN            NaN   99.4777                 NaN  0.609143E-001  0.140673       0.147792       0.172944                 NaN            NaN            NaN            NaN
  1345.03        2500.00                 NaN            NaN   99.3490                 NaN  0.801856E-001  0.173773       0.177568       0.219500                 NaN            NaN            NaN            NaN
  1343.57        2500.00                 NaN            NaN   99.3545                 NaN  0.804912E-001  0.176129       0.170876       0.218006                 NaN            NaN            NaN            NaN
  1342.10        2500.00                 NaN            NaN   99.3618                 NaN  0.795187E-001  0.174120       0.169159       0.215384                 NaN            NaN            NaN            NaN
  1340.64        2500.00                 NaN            NaN   99.3683                 NaN  0.788768E-001  0.172345       0.167343       0.213097                 NaN            NaN            NaN            NaN
  1339.18        2500.00                 NaN            NaN   99.3747                 NaN  0.782774E-001  0.170514       0.165353       0.211167                 NaN            NaN            NaN            NaN
  1337.72        2500.00                 NaN            NaN   99.3821                 NaN  0.766951E-001  0.168120       0.165018       0.208071                 NaN            NaN            NaN            NaN
  1336.26        2500.00                 NaN            NaN   99.3887                 NaN  0.765236E-001  0.166624       0.162320       0.205855                 NaN            NaN            NaN            NaN
  1334.79        2500.00                 NaN            NaN   99.3951                 NaN  0.757634E-001  0.160748       0.164766       0.203661                 NaN            NaN            NaN            NaN
  1333.33        2500.00                 NaN            NaN   99.4011                 NaN  0.750486E-001  0.162970       0.159288       0.201553                 NaN            NaN            NaN            NaN
  1331.87        2500.00                 NaN            NaN   99.4075                 NaN  0.740264E-001  0.161322       0.157956       0.199173                 NaN            NaN            NaN            NaN
  1330.41        2500.00                 NaN            NaN   99.4137                 NaN  0.734300E-001  0.159493       0.156305       0.197061                 NaN            NaN            NaN            NaN
  1328.95        2500.00                 NaN            NaN   99.4194                 NaN  0.726159E-001  0.155018       0.158029       0.194971                 NaN            NaN            NaN            NaN
  1327.48        2500.00                 NaN            NaN   99.4254                 NaN  0.717825E-001  0.153688       0.156259       0.192863                 NaN            NaN            NaN            NaN
  1326.02        2500.00                 NaN            NaN   99.4318                 NaN  0.709793E-001  0.154504       0.152149       0.190555                 NaN            NaN            NaN            NaN
  1324.56        2500.00                 NaN            NaN   99.4375                 NaN  0.702711E-001  0.152655       0.150988       0.188598                 NaN            NaN            NaN            NaN
  1323.10        2500.00                 NaN            NaN   99.4346                 NaN  0.714137E-001  0.151814       0.151383       0.190824                 NaN            NaN            NaN            NaN
  1321.64        2500.00                 NaN            NaN   99.4568                 NaN  0.663676E-001  0.146783       0.149526       0.180544                 NaN            NaN            NaN            NaN
  1320.17        2500.00                 NaN            NaN   99.4535                 NaN  0.679763E-001  0.147470       0.148137       0.182895                 NaN            NaN            NaN            NaN
  1318.71        2500.00                 NaN            NaN   99.4590                 NaN  0.663396E-001  0.146307       0.147706       0.180692                 NaN            NaN            NaN            NaN
  1317.25        2500.00                 NaN            NaN   99.4626                 NaN  0.667488E-001  0.145794       0.145154       0.179664                 NaN            NaN            NaN            NaN
  1315.79        2500.00                 NaN            NaN   99.4708                 NaN  0.642783E-001  0.145412       0.143196       0.176275                 NaN            NaN            NaN            NaN
  1314.33        2500.00                 NaN            NaN   99.4749                 NaN  0.643855E-001  0.143634       0.141964       0.175081                 NaN            NaN            NaN            NaN
  1312.86        2500.00                 NaN            NaN   99.4796                 NaN  0.631316E-001  0.140282       0.143722       0.173282                 NaN            NaN            NaN            NaN
  1311.40        2500.00                 NaN            NaN   99.4844                 NaN  0.623883E-001  0.139059       0.142604       0.171565                 NaN            NaN            NaN            NaN
  1309.94        2500.00                 NaN            NaN   97.2899                 NaN  0.285327       0.348398       0.146555       0.436601        1.49326                 NaN            NaN            NaN
  1308.48        2500.00                 NaN            NaN   84.6847                 NaN   1.58035        1.57567       0.126307        1.96407        10.0689                 NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   86.4067                 NaN   1.44360        1.44494       0.195540E-001   1.75518        8.93002                 NaN            NaN            NaN
  1305.55        2500.00                 NaN            NaN   87.7736                 NaN   1.30782        1.31965                 NaN   1.58893        8.01003                 NaN            NaN            NaN
  1304.09        2500.00                 NaN            NaN   88.9251                 NaN   1.18522        1.20965                 NaN   1.44767        7.23240                 NaN            NaN            NaN
  1302.63        2500.00                 NaN            NaN   89.9240                 NaN   1.07999        1.11167                 NaN   1.32447        6.55991                 NaN            NaN            NaN
  1301.17        2500.00                 NaN            NaN   90.7341                 NaN  0.993955        1.03577                 NaN   1.22541        6.01082                 NaN            NaN            NaN
  1299.71        2500.00                 NaN            NaN   91.5248                 NaN  0.908652       0.960836                 NaN   1.12516        5.48060                 NaN            NaN            NaN
  1298.24        2500.00                 NaN            NaN   92.2136                 NaN  0.839637       0.886181                 NaN   1.03942        5.02116                 NaN            NaN            NaN
  1296.78        2500.00                 NaN            NaN   92.7706                 NaN  0.781450       0.830827                 NaN  0.969723        4.64739                 NaN            NaN            NaN
  1295.32        2500.00                 NaN            NaN   93.2806                 NaN  0.728321       0.781019                 NaN  0.905901        4.30416                 NaN            NaN            NaN
  1293.86        2500.00                 NaN            NaN   93.7397                 NaN  0.680063       0.736012                 NaN  0.847768        3.99642                 NaN            NaN            NaN
