|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/TIS/TIS_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       iron           Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1225.56        2500.00                 NaN            NaN            NaN            NaN   10.9016                 NaN            NaN   8.15966        46.7117       0.652820        33.5742     
  1224.41        2500.00                 NaN            NaN            NaN            NaN   10.9029                 NaN            NaN   8.16220        46.7073       0.652416        33.5752     
  1223.25        2500.00                 NaN            NaN            NaN            NaN   10.9042                 NaN            NaN   8.16473        46.7029       0.652009        33.5762     
  1222.09        2500.00                 NaN            NaN            NaN            NaN   10.9055                 NaN            NaN   8.16727        46.6984       0.651599        33.5772     
  1220.94        2500.00                 NaN            NaN            NaN            NaN   10.9068                 NaN            NaN   8.16981        46.6940       0.651188        33.5782     
  1219.78        2500.00                 NaN            NaN            NaN            NaN   10.9081                 NaN            NaN   8.17235        46.6896       0.650775        33.5792     
  1218.62        2500.00                 NaN            NaN            NaN            NaN   10.9158                 NaN            NaN   8.17999        46.6732       0.648823        33.5822     
  1217.47        2500.00                 NaN            NaN            NaN            NaN   10.8959                 NaN            NaN   8.17443        46.6999       0.652769        33.5770     
  1216.31        2500.00                 NaN            NaN            NaN            NaN   10.2683       0.650810                 NaN   8.18475        46.6641       0.647768        33.5842     
  1215.15        2500.00                 NaN            NaN            NaN            NaN   10.9021                 NaN            NaN   8.17317        46.6922       0.651633        33.5809     
  1214.00        2500.00                 NaN            NaN            NaN            NaN   10.3925       0.529058                 NaN   8.18879        46.6559       0.647351        33.5864     
  1212.84        2500.00                 NaN            NaN            NaN            NaN   10.2861       0.636303                 NaN   8.19129        46.6523       0.646910        33.5871     
  1211.68        2500.00                 NaN            NaN            NaN            NaN   10.3454       0.578411                 NaN   8.19405        46.6477       0.646380        33.5881     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   10.4780       0.448235                 NaN   8.19760        46.6411       0.645684        33.5894     
  1209.37        2500.00                 NaN            NaN            NaN            NaN   10.5188       0.408687                 NaN   8.19990        46.6370       0.645321        33.5904     
  1208.21        2500.00                 NaN            NaN            NaN            NaN   10.4986       0.429230                 NaN   8.20213        46.6338       0.645046        33.5911     
  1207.06        2500.00                 NaN            NaN            NaN            NaN   10.9298                 NaN            NaN   8.20539        46.6281       0.644491        33.5923     
  1205.90        2500.00                 NaN            NaN            NaN            NaN   2.42596        8.47367                 NaN   8.18410        46.6804       0.650835        33.5850     
  1204.74        2500.00                 NaN            NaN            NaN            NaN   10.9325                 NaN            NaN   8.21042        46.6191       0.643635        33.5943     
  1203.59        2500.00                 NaN            NaN            NaN            NaN   10.5588       0.374646                 NaN   8.21211        46.6160       0.643316        33.5951     
  1202.43        2500.00                 NaN            NaN            NaN            NaN   10.6618       0.273922                 NaN   8.21525        46.6100       0.642620        33.5963     
  1201.27        2500.00                 NaN            NaN            NaN            NaN   10.6953       0.242140                 NaN   8.21796        46.6050       0.642159        33.5974     
  1200.12        2500.00                 NaN            NaN            NaN            NaN   10.7374       0.201548                 NaN   8.22051        46.6004       0.641723        33.5985     
  1198.96        2500.00                 NaN            NaN            NaN            NaN   10.9336                 NaN            NaN   8.21826        46.6076       0.642890        33.5976     
  1197.80        2500.00                 NaN            NaN            NaN            NaN   10.9351                 NaN            NaN   8.22082        46.6030       0.642428        33.5987     
  1196.65        2500.00                 NaN            NaN            NaN            NaN   10.9366                 NaN            NaN   8.22337        46.5983       0.641965        33.5997     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   10.9382                 NaN            NaN   8.22593        46.5936       0.641499        33.6008     
  1194.33        2500.00                 NaN            NaN            NaN            NaN   10.9398                 NaN            NaN   8.22849        46.5889       0.641030        33.6018     
  1193.18        2500.00                 NaN            NaN            NaN            NaN   10.9413                 NaN            NaN   8.23106        46.5842       0.640560        33.6029     
  1192.02        2500.00                 NaN            NaN            NaN            NaN   10.9429                 NaN            NaN   8.23362        46.5795       0.640087        33.6040     
  1190.86        2500.00                 NaN            NaN            NaN            NaN   10.9445                 NaN            NaN   8.23618        46.5747       0.639612        33.6050     
  1189.71        2500.00                 NaN            NaN            NaN            NaN   10.9461                 NaN            NaN   8.23874        46.5700       0.639133        33.6061     
  1188.55        2500.00                 NaN            NaN            NaN            NaN   10.9477                 NaN            NaN   8.24130        46.5652       0.638653        33.6071     
  1187.39        2500.00                 NaN            NaN            NaN            NaN   10.9493                 NaN            NaN   8.24387        46.5604       0.638171        33.6082     
  1186.24        2500.00                 NaN            NaN            NaN            NaN   10.9509                 NaN            NaN   8.24643        46.5557       0.637686        33.6093     
  1185.08        2500.00                 NaN            NaN            NaN            NaN   10.9526                 NaN            NaN   8.24899        46.5509       0.637199        33.6104     
  1183.92        2500.00                 NaN            NaN            NaN            NaN   10.9542                 NaN            NaN   8.25156        46.5461       0.636709        33.6114     
  1182.77        2500.00                 NaN            NaN            NaN            NaN   10.9559                 NaN            NaN   8.25412        46.5413       0.636217        33.6125     
  1181.61        2500.00                 NaN            NaN            NaN            NaN   10.9574                 NaN            NaN   8.25647        46.5368       0.635750        33.6136     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   10.9585                 NaN            NaN   8.25853        46.5330       0.635403        33.6145     
  1179.29        2500.00                 NaN            NaN            NaN            NaN   10.9639                 NaN            NaN   8.26526        46.5204       0.633633        33.6168     
  1178.14        2500.00                 NaN            NaN            NaN            NaN   10.9642                 NaN            NaN   8.26701        46.5174       0.633792        33.6176     
  1176.98        2500.00                 NaN            NaN            NaN            NaN   10.9706                 NaN            NaN   8.27191        46.5056       0.632219        33.6198     
  1175.82        2500.00                 NaN            NaN            NaN            NaN   10.9724                 NaN            NaN   8.27447        46.5006       0.631686        33.6209     
  1174.67        2500.00                 NaN            NaN            NaN            NaN   10.9739                 NaN            NaN   8.27692        46.4961       0.631219        33.6219     
  1173.51        2500.00                 NaN            NaN            NaN            NaN   10.9754                 NaN            NaN   8.27936        46.4916       0.630748        33.6229     
  1172.35        2500.00                 NaN            NaN            NaN            NaN   8.06758        2.90674                 NaN   8.27826        46.4934       0.631049        33.6230     
  1171.20        2500.00                 NaN            NaN            NaN            NaN   10.9701                 NaN            NaN   8.27982        46.4952       0.631830        33.6230     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   8.22865        2.74897                 NaN   8.28320        46.4840       0.630075        33.6251     
  1168.88        2500.00                 NaN            NaN            NaN            NaN   8.31020        2.66907                 NaN   8.28566        46.4793       0.629592        33.6262     
  1167.73        2500.00                 NaN            NaN            NaN            NaN   8.39021        2.59075                 NaN   8.28815        46.4745       0.629091        33.6273     
  1166.57        2500.00                 NaN            NaN            NaN            NaN   8.46929        2.51335                 NaN   8.29061        46.4698       0.628597        33.6283     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   8.54751        2.43682                 NaN   8.29308        46.4651       0.628098        33.6294     
  1164.26        2500.00                 NaN            NaN            NaN            NaN   8.62572        2.36032                 NaN   8.29556        46.4603       0.627598        33.6305     
  1163.10        2500.00                 NaN            NaN            NaN            NaN   10.9800                 NaN            NaN   8.29643        46.4646       0.628819        33.6302     
  1161.94        2500.00                 NaN            NaN            NaN            NaN   8.77951        2.20996                 NaN   8.30052        46.4508       0.626589        33.6327     
  1160.79        2500.00                 NaN            NaN            NaN            NaN   10.9835                 NaN            NaN   8.30150        46.4549       0.627792        33.6324     
  1159.63        2500.00                 NaN            NaN            NaN            NaN   10.9852                 NaN            NaN   8.30406        46.4499       0.627272        33.6335     
  1158.47        2500.00                 NaN            NaN            NaN            NaN   11.0004                 NaN            NaN   8.31439        46.4236       0.623531        33.6380     
  1157.32        2500.00                 NaN            NaN            NaN            NaN   1.83150        9.15831                 NaN   8.30551        46.4435       0.625794        33.6354     
  1156.16        2500.00                 NaN            NaN            NaN            NaN   1.40857        9.57549                 NaN   8.30232        46.4523       0.626711        33.6346     
  1155.00        2500.00                 NaN            NaN            NaN            NaN   11.0060                 NaN            NaN   8.32205        46.4086       0.621929        33.6414     
  1153.85        2500.00                 NaN            NaN            NaN            NaN   1.38942        9.59797                 NaN   8.30715        46.4430       0.625711        33.6367     
  1152.69        2500.00                 NaN            NaN            NaN            NaN   10.7306       0.269491                 NaN   8.32040        46.4154       0.623279        33.6408     
  1151.53        2500.00                 NaN            NaN            NaN            NaN   11.0107                 NaN            NaN   8.32794        46.3960       0.620764        33.6447     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   1.36177        9.63072                 NaN   8.31442        46.4289       0.624188        33.6400     
  1149.22        2500.00                 NaN            NaN            NaN            NaN   11.0040                 NaN            NaN   8.32847        46.4011       0.621924        33.6445     
  1148.06        2500.00                 NaN            NaN            NaN            NaN   11.0080                 NaN            NaN   8.33077        46.3948       0.621026        33.6454     
  1146.91        2500.00                 NaN            NaN            NaN            NaN   2.09862        8.91587                 NaN   8.33453        46.3841       0.619349        33.6475     
  1145.75        2500.00                 NaN            NaN            NaN            NaN   2.25850        8.75489                 NaN   8.33524        46.3838       0.619642        33.6479     
  1144.59        2500.00                 NaN            NaN            NaN            NaN   2.06431        8.95418                 NaN   8.33967        46.3738       0.618266        33.6498     
  1143.44        2500.00                 NaN            NaN            NaN            NaN   8.98058        2.04109                 NaN   8.34341        46.3662       0.617417        33.6513     
  1142.28        2500.00                 NaN            NaN            NaN            NaN   9.03657        1.98734                 NaN   8.34607        46.3607       0.616823        33.6525     
  1141.12        2500.00                 NaN            NaN            NaN            NaN   9.09960        1.92632                 NaN   8.34875        46.3555       0.616240        33.6536     
  1139.97        2500.00                 NaN            NaN            NaN            NaN   9.15749        1.87060                 NaN   8.35155        46.3499       0.615607        33.6548     
  1138.81        2500.00                 NaN            NaN            NaN            NaN   9.19838        1.83196                 NaN   8.35413        46.3444       0.615037        33.6561     
  1137.65        2500.00                 NaN            NaN            NaN            NaN   9.24628        1.78623                 NaN   8.35685        46.3389       0.614426        33.6573     
  1136.50        2500.00                 NaN            NaN            NaN            NaN   9.30675        1.72796                 NaN   8.35961        46.3334       0.613801        33.6585     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   8.94056        2.09162                 NaN   8.35837        46.3362       0.614378        33.6589     
  1134.18        2500.00                 NaN            NaN            NaN            NaN   8.99401        2.03981                 NaN   8.36098        46.3316       0.613775        33.6598     
  1133.03        2500.00                 NaN            NaN            NaN            NaN   9.04907        1.98697                 NaN   8.36410        46.3256       0.613185        33.6611     
  1131.87        2500.00                 NaN            NaN            NaN            NaN   9.22099        1.82058                 NaN   8.36887        46.3151       0.611755        33.6627     
  1130.71        2500.00                 NaN            NaN            NaN            NaN   9.58610        1.45844                 NaN   8.37333        46.3067       0.610657        33.6648     
  1129.56        2500.00                 NaN            NaN            NaN            NaN   1.20957        9.81340                 NaN   8.35896        46.3429       0.614466        33.6607     
  1128.40        2500.00                 NaN            NaN            NaN            NaN   11.0407                 NaN            NaN   8.37519        46.3069       0.611089        33.6661     
  1127.24        2500.00                 NaN            NaN            NaN            NaN   1.22264        9.80091                 NaN   8.36366        46.3358       0.613449        33.6635     
  1126.08        2500.00                 NaN            NaN            NaN            NaN   11.0433                 NaN            NaN   8.38045        46.2975       0.609888        33.6689     
  1124.93        2500.00                 NaN            NaN            NaN            NaN   11.0468                 NaN            NaN   8.38313        46.2909       0.609507        33.6696     
  1123.77        2500.00                 NaN            NaN            NaN            NaN   11.0488                 NaN            NaN   8.38696        46.2841       0.608194        33.6719     
  1122.61        2500.00                 NaN            NaN            NaN            NaN   11.0513                 NaN            NaN   8.39006        46.2780       0.607446        33.6732     
  1121.46        2500.00                 NaN            NaN            NaN            NaN   10.2726       0.784201                 NaN   8.39434        46.2674       0.605891        33.6756     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   10.5827       0.477466                 NaN   8.39846        46.2594       0.604965        33.6771     
  1119.14        2500.00                 NaN            NaN            NaN            NaN   10.4305       0.629634                 NaN   8.40036        46.2571       0.604572        33.6778     
  1117.99        2500.00                 NaN            NaN            NaN            NaN   10.9459       0.120593                 NaN   8.40580        46.2447       0.603107        33.6799     
  1116.83        2500.00                 NaN            NaN            NaN            NaN   11.0735                 NaN            NaN   8.41000        46.2331       0.601912        33.6814     
  1115.67        2500.00                 NaN            NaN            NaN            NaN   11.0692                 NaN            NaN   8.40987        46.2367       0.602371        33.6818     
  1114.52        2500.00                 NaN            NaN            NaN            NaN   11.0763                 NaN            NaN   8.41510        46.2239       0.600747        33.6839     
  1113.36        2500.00                 NaN            NaN            NaN            NaN   11.0716                 NaN            NaN   8.41380        46.2293       0.601626        33.6837     
  1112.20        2500.00                 NaN            NaN            NaN            NaN   11.0792                 NaN            NaN   8.41936        46.2155       0.599772        33.6862     
  1111.05        2500.00                 NaN            NaN            NaN            NaN   11.0772                 NaN            NaN   8.41915        46.2170       0.600214        33.6864     
  1109.89        2500.00                 NaN            NaN            NaN            NaN   11.0703                 NaN            NaN   8.41578        46.2267       0.601852        33.6854     
  1108.73        2500.00                 NaN            NaN            NaN            NaN   11.0862                 NaN            NaN   8.42633        46.1997       0.598009        33.6898     
  1107.58        2500.00                 NaN            NaN            NaN            NaN   9.72714        1.34216                 NaN   8.41641        46.2256       0.601986        33.6867     
  1106.42        2500.00                 NaN            NaN            NaN            NaN   11.0883                 NaN            NaN   8.42945        46.1932       0.597472        33.6915     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   11.0794                 NaN            NaN   8.42483        46.2061       0.599596        33.6901     
  1104.11        2500.00                 NaN            NaN            NaN            NaN   11.1006                 NaN            NaN   8.43878        46.1707       0.594737        33.6952     
  1102.95        2500.00                 NaN            NaN            NaN            NaN   11.0795                 NaN            NaN   8.42502        46.2058       0.599633        33.6900     
  1101.79        2500.00                 NaN            NaN            NaN            NaN   11.0817                 NaN            NaN   8.42692        46.2012       0.599019        33.6912     
  1100.64        2500.00                 NaN            NaN            NaN            NaN   11.0907                 NaN            NaN   8.43449        46.1836       0.596938        33.6943     
  1099.48        2500.00                 NaN            NaN            NaN            NaN   11.0901                 NaN            NaN   8.43370        46.1850       0.597237        33.6940     
  1098.32        2500.00                 NaN            NaN            NaN            NaN   11.0939                 NaN            NaN   8.43716        46.1769       0.596299        33.6957     
  1097.17        2500.00                 NaN            NaN            NaN            NaN   11.0975                 NaN            NaN   8.44060        46.1692       0.595400        33.6973     
  1096.01        2500.00                 NaN            NaN            NaN            NaN   11.1009                 NaN            NaN   8.44397        46.1617       0.594521        33.6990     
  1094.85        2500.00                 NaN            NaN            NaN            NaN   11.1042                 NaN            NaN   8.44729        46.1543       0.593657        33.7006     
  1093.70        2500.00                 NaN            NaN            NaN            NaN   11.1074                 NaN            NaN   8.45051        46.1471       0.592815        33.7022     
  1092.54        2500.00                 NaN            NaN            NaN            NaN   11.1093                 NaN            NaN   8.45354        46.1419       0.592019        33.7032     
  1091.38        2500.00                 NaN            NaN            NaN            NaN   11.1234                 NaN            NaN   8.46431        46.1158       0.588732        33.7077     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   9.94246        1.16960                 NaN   8.45707        46.1331       0.591154        33.7066     
  1089.07        2500.00                 NaN            NaN            NaN            NaN   7.88887        3.22878                 NaN   8.45901        46.1261       0.590937        33.7063     
  1087.91        2500.00                 NaN            NaN            NaN            NaN   10.7168       0.405078                 NaN   8.46631        46.1132       0.588661        33.7100     
  1086.76        2500.00                 NaN            NaN            NaN            NaN   11.1291                 NaN            NaN   8.47125        46.1011       0.587283        33.7113     
  1085.60        2500.00                 NaN            NaN            NaN            NaN   7.99095        3.13486                 NaN   8.46536        46.1050       0.589373        33.7144     
  1084.44        2500.00                 NaN            NaN            NaN            NaN   9.57825        1.56668                 NaN   8.47929        46.0772       0.584886        33.7137     
  1083.29        2500.00                 NaN            NaN            NaN            NaN   11.1473                 NaN            NaN   8.48341        46.0700       0.583738        33.7155     
  1082.13        2500.00                 NaN            NaN            NaN            NaN   11.1505                 NaN            NaN   8.48659        46.0629       0.582931        33.7170     
  1080.97        2500.00                 NaN            NaN            NaN            NaN   11.1495                 NaN            NaN   8.49001        46.0589       0.581934        33.7196     
  1079.82        2500.00                 NaN            NaN            NaN            NaN   11.1530                 NaN            NaN   8.49329        46.0517       0.581060        33.7210     
  1078.66        2500.00                 NaN            NaN            NaN            NaN   11.1668                 NaN            NaN   8.50364        46.0272       0.577778        33.7246     
  1077.50        2500.00                 NaN            NaN            NaN            NaN   9.93931        1.20872                 NaN   8.49000        46.0584       0.582496        33.7211     
  1076.34        2500.00                 NaN            NaN            NaN            NaN   9.40737        1.74560                 NaN   8.49312        46.0500       0.581625        33.7223     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   8.67287        2.47938                 NaN   8.49720        46.0454       0.580536        33.7246     
  1074.03        2500.00                 NaN            NaN            NaN            NaN   7.97943        3.18129                 NaN   8.50303        46.0307       0.578697        33.7268     
  1072.87        2500.00                 NaN            NaN            NaN            NaN   9.07659        2.09038                 NaN   8.50742        46.0198       0.577405        33.7284     
  1071.72        2500.00                 NaN            NaN            NaN            NaN   9.51009        1.66312                 NaN   8.51208        46.0086       0.576044        33.7301     
  1070.56        2500.00                 NaN            NaN            NaN            NaN   10.0621        1.11792                 NaN   8.51704        45.9966       0.574590        33.7318     
  1069.40        2500.00                 NaN            NaN            NaN            NaN   10.7446       0.442669                 NaN   8.52232        45.9838       0.573038        33.7335     
  1068.25        2500.00                 NaN            NaN            NaN            NaN   11.0642       0.133973                 NaN   8.52966        45.9656       0.570664        33.7360     
  1067.09        2500.00                 NaN            NaN            NaN            NaN   10.1571        1.02216                 NaN   8.52189        45.9899       0.573636        33.7353     
  1065.93        2500.00                 NaN            NaN            NaN            NaN   10.4304       0.752971                 NaN   8.52569        45.9815       0.572569        33.7369     
  1064.78        2500.00                 NaN            NaN            NaN            NaN   10.7114       0.476183                 NaN   8.52955        45.9729       0.571481        33.7385     
  1063.62        2500.00                 NaN            NaN            NaN            NaN   11.1920                 NaN            NaN   8.53364        45.9639       0.570330        33.7401     
  1062.46        2500.00                 NaN            NaN            NaN            NaN   11.1988                 NaN            NaN   8.53924        45.9510       0.568606        33.7423     
  1061.31        2500.00                 NaN            NaN            NaN            NaN   11.1655       0.440079E-001            NaN   8.54746        45.9318       0.565921        33.7454     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   10.9531       0.259068                 NaN   8.54989        45.9260       0.565250        33.7467     
  1058.99        2500.00                 NaN            NaN            NaN            NaN   10.7381       0.476908                 NaN   8.55235        45.9202       0.564568        33.7480     
  1057.84        2500.00                 NaN            NaN            NaN            NaN   10.5216       0.696230                 NaN   8.55485        45.9142       0.563875        33.7493     
  1056.68        2500.00                 NaN            NaN            NaN            NaN   10.3046       0.916024                 NaN   8.55738        45.9082       0.563170        33.7506     
  1055.52        2500.00                 NaN            NaN            NaN            NaN   10.0883        1.13526                 NaN   8.55996        45.9021       0.562451        33.7519     
  1054.37        2500.00                 NaN            NaN            NaN            NaN   9.87891        1.34771                 NaN   8.56258        45.8958       0.561716        33.7533     
  1053.21        2500.00                 NaN            NaN            NaN            NaN   9.81513        1.41484                 NaN   8.56558        45.8889       0.560875        33.7547     
  1052.05        2500.00                 NaN            NaN            NaN            NaN   9.75158        1.48177                 NaN   8.56858        45.8819       0.560029        33.7561     
  1050.90        2500.00                 NaN            NaN            NaN            NaN   9.68772        1.54903                 NaN   8.57159        45.8750       0.559179        33.7575     
  1049.74        2500.00                 NaN            NaN            NaN            NaN   9.62697        1.61321                 NaN   8.57463        45.8679       0.558321        33.7590     
  1048.58        2500.00                 NaN            NaN            NaN            NaN   9.56687        1.67676                 NaN   8.57768        45.8608       0.557457        33.7604     
  1047.43        2500.00                 NaN            NaN            NaN            NaN   9.50877        1.73834                 NaN   8.58074        45.8537       0.556587        33.7618     
  1046.27        2500.00                 NaN            NaN            NaN            NaN   1.87441        9.37358                 NaN   8.58189        45.8510       0.556380        33.7627     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   2.34319        8.91128                 NaN   8.58731        45.8387       0.554717        33.7648     
  1043.96        2500.00                 NaN            NaN            NaN            NaN   2.77677        8.48148                 NaN   8.59069        45.8309       0.553749        33.7664     
  1042.80        2500.00                 NaN            NaN            NaN            NaN   3.77113        7.49220                 NaN   8.59505        45.8211       0.552481        33.7681     
  1041.64        2500.00                 NaN            NaN            NaN            NaN   3.29271        7.96855                 NaN   8.59399        45.8233       0.552975        33.7684     
  1040.49        2500.00                 NaN            NaN            NaN            NaN   1.54965        9.71936                 NaN   8.60034        45.8088       0.550989        33.7708     
  1039.33        2500.00                 NaN            NaN            NaN            NaN   7.22060        4.06705                 NaN   8.61768        45.7730       0.546389        33.7753     
  1038.17        2500.00                 NaN            NaN            NaN            NaN   8.52798        2.76875                 NaN   8.62450        45.7562       0.544794        33.7777     
  1037.02        2500.00                 NaN            NaN            NaN            NaN   5.07042        6.21099                 NaN   8.61086        45.7844       0.547943        33.7754     
  1035.86        2500.00                 NaN            NaN            NaN            NaN   5.42223        5.86309                 NaN   8.61435        45.7764       0.546933        33.7770     
  1034.70        2500.00                 NaN            NaN            NaN            NaN   7.98390        3.30844                 NaN   8.62063        45.7627       0.545271        33.7790     
  1033.55        2500.00                 NaN            NaN            NaN            NaN   7.92638        3.36940                 NaN   8.62392        45.7553       0.544388        33.7806     
  1032.39        2500.00                 NaN            NaN            NaN            NaN   7.43008        3.86929                 NaN   8.62726        45.7478       0.543490        33.7821     
  1031.23        2500.00                 NaN            NaN            NaN            NaN   7.46386        3.83690                 NaN   8.62849        45.7445       0.543127        33.7831     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   7.98275        3.31946                 NaN   8.62946        45.7413       0.542772        33.7843     
  1028.92        2500.00                 NaN            NaN            NaN            NaN   9.18120        2.11613                 NaN   8.62673        45.7483       0.543904        33.7837     
  1027.76        2500.00                 NaN            NaN            NaN            NaN   8.50980        2.78543                 NaN   8.62492        45.7510       0.544574        33.7843     
  1026.61        2500.00                 NaN            NaN            NaN            NaN   7.67721        3.62833                 NaN   8.63268        45.7326       0.541885        33.7873     
  1025.45        2500.00                 NaN            NaN            NaN            NaN   8.50605        2.78880                 NaN   8.62500        45.7499       0.544532        33.7857     
  1024.29        2500.00                 NaN            NaN            NaN            NaN   7.88125        3.42896                 NaN   8.63688        45.7225       0.540616        33.7897     
  1023.13        2500.00                 NaN            NaN            NaN            NaN   10.5195       0.808309                 NaN   8.65194        45.6902       0.535990        33.7940     
  1021.98        2500.00                 NaN            NaN            NaN            NaN   8.50096        2.79310                 NaN   8.62502        45.7486       0.544498        33.7878     
  1020.82        2500.00                 NaN            NaN            NaN            NaN   8.49882        2.79526                 NaN   8.62513        45.7477       0.544451        33.7886     
  1019.66        2500.00                 NaN            NaN            NaN            NaN   8.49708        2.79680                 NaN   8.62516        45.7472       0.544431        33.7894     
  1018.51        2500.00                 NaN            NaN            NaN            NaN   8.50042        2.79292                 NaN   8.62499        45.7472       0.544472        33.7900     
  1017.35        2500.00                 NaN            NaN            NaN            NaN   8.49374        2.79974                 NaN   8.62523        45.7461       0.544392        33.7908     
  1016.19        2500.00                 NaN            NaN            NaN            NaN   8.49210        2.80120                 NaN   8.62526        45.7455       0.544372        33.7915     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   8.49050        2.80260                 NaN   8.62529        45.7450       0.544353        33.7923     
  1013.88        2500.00                 NaN            NaN            NaN            NaN   8.49689        2.79633                 NaN   8.62559        45.7439       0.544253        33.7930     
  1012.72        2500.00                 NaN            NaN            NaN            NaN   7.38298        3.94816                 NaN   8.65417        45.6769       0.535729        33.8020     
  1011.57        2500.00                 NaN            NaN            NaN            NaN   8.23833        3.05628                 NaN   8.62719        45.7395       0.543878        33.7949     
  1010.41        2500.00                 NaN            NaN            NaN            NaN   8.23818        3.05620                 NaN   8.62719        45.7390       0.543869        33.7956     
  1009.25        2500.00                 NaN            NaN            NaN            NaN   3.62062        7.68384                 NaN   8.63521        45.7201       0.541712        33.7985     
  1008.10        2500.00                 NaN            NaN            NaN            NaN   3.60109        7.70165                 NaN   8.63418        45.7221       0.542032        33.7989     
  1006.94        2500.00                 NaN            NaN            NaN            NaN   3.59772        7.70506                 NaN   8.63435        45.7212       0.541968        33.7997     
  1005.78        2500.00                 NaN            NaN            NaN            NaN   3.59410        7.70875                 NaN   8.63455        45.7202       0.541898        33.8005     
  1004.63        2500.00                 NaN            NaN            NaN            NaN   3.59015        7.71280                 NaN   8.63476        45.7192       0.541820        33.8013     
  1003.47        2500.00                 NaN            NaN            NaN            NaN   3.58581        7.71729                 NaN   8.63501        45.7181       0.541732        33.8021     
  1002.31        2500.00                 NaN            NaN            NaN            NaN  0.890168        10.4887                 NaN   8.69744        45.5826       0.523122        33.8180     
  1001.16        2500.00                 NaN            NaN            NaN            NaN   8.80655        2.54339                 NaN   8.67306        45.6329       0.530849        33.8132     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   8.12419        3.25018                 NaN   8.69104        45.5900       0.525028        33.8196     
