|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76396        14.2665        8.96248        42.7405       0.962558        31.3040     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.76791        14.2699        8.97020        42.7274       0.959446        31.3052     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.09600        13.9505        8.97720        42.7135       0.956236        31.3066     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.6648        2.39011        8.98397        42.6998       0.953141        31.3081     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.4686        2.59140        8.99021        42.6892       0.951066        31.3095     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.3114        2.75328        8.99590        42.6794       0.949176        31.3108     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.2528        2.81640        9.00110        42.6704       0.947357        31.3119     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.90939        12.1289        8.98845        42.7018       0.959141        31.3123     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.90158        12.1387        8.99098        42.6974       0.958373        31.3130     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.89443        12.1479        8.99345        42.6930       0.957629        31.3136     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.88786        12.1564        8.99587        42.6887       0.956905        31.3143     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.88183        12.1644        8.99825        42.6844       0.956199        31.3150     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.87624        12.1719        9.00060        42.6802       0.955510        31.3156     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.87108        12.1789        9.00291        42.6760       0.954835        31.3163     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.86630        12.1855        9.00519        42.6719       0.954173        31.3169     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.86187        12.1918        9.00745        42.6678       0.953522        31.3176     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5774        3.52837        9.04339        42.5947       0.933351        31.3228     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5587        3.55111        9.04772        42.5868       0.931828        31.3239     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5352        3.57856        9.05204        42.5789       0.930318        31.3250     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4692        3.65265        9.06109        42.5629       0.927085        31.3270     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4258        3.70068        9.06607        42.5538       0.925361        31.3283     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.75384        12.3786        9.07204        42.5427       0.923065        31.3297     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3747        3.76451        9.07830        42.5306       0.920609        31.3312     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3958        3.74979        9.08496        42.5188       0.917959        31.3328     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78426        12.3668        9.09033        42.5084       0.915973        31.3342     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2370        3.91396        9.09207        42.5059       0.916134        31.3350     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.86059        12.3008        9.10094        42.4885       0.912140        31.3371     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2721        3.89443        9.10635        42.4784       0.910195        31.3385     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2432        3.92879        9.11163        42.4682       0.908222        31.3400     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.01987        12.1535        9.11448        42.4634       0.907826        31.3409     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1701        4.01077        9.12133        42.4509       0.904509        31.3423     
