|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1952.38        2500.00        99.5353                 NaN            NaN  0.441066       0.236310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        2500.00        99.5353                 NaN            NaN  0.441065       0.236310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        2500.00        99.5353                 NaN            NaN  0.441064       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        2500.00        99.5353                 NaN            NaN  0.441064       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        2500.00        99.5353                 NaN            NaN  0.441063       0.236309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        2500.00        99.5353                 NaN            NaN  0.441062       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        99.5353                 NaN            NaN  0.441062       0.236308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        99.5353                 NaN            NaN  0.441061       0.236307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        99.5353                 NaN            NaN  0.441060       0.236307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        99.1418                 NaN            NaN  0.441056       0.188686E-001  0.398315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        99.8891                 NaN            NaN            NaN            NaN  0.110947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        99.3272                 NaN            NaN            NaN            NaN  0.672840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        99.3197                 NaN            NaN            NaN            NaN  0.680314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        99.3248                 NaN            NaN            NaN            NaN  0.675181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        99.3307                 NaN            NaN            NaN            NaN  0.669336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        99.3541                 NaN            NaN            NaN            NaN  0.645869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        99.3109                 NaN            NaN            NaN            NaN  0.689122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        99.3390                 NaN            NaN            NaN            NaN  0.661032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        99.2835                 NaN            NaN            NaN            NaN  0.716548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        99.6863                 NaN            NaN            NaN            NaN  0.313678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        99.0755                 NaN            NaN            NaN            NaN  0.924519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        99.3476                 NaN            NaN            NaN            NaN  0.652352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        99.3636                 NaN            NaN            NaN            NaN  0.636399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        99.3600                 NaN            NaN            NaN            NaN  0.640034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        99.3618                 NaN            NaN            NaN            NaN  0.638213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.1974                 NaN            NaN            NaN            NaN  0.802619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.5422                 NaN            NaN            NaN            NaN  0.457826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.3695                 NaN            NaN            NaN            NaN  0.630496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.3718                 NaN            NaN            NaN            NaN  0.628185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.3738                 NaN            NaN            NaN            NaN  0.626235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.3659                 NaN            NaN            NaN            NaN  0.624884       0.919039E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.3640                 NaN            NaN            NaN            NaN  0.621038       0.149716E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.3645                 NaN            NaN            NaN            NaN  0.620522       0.149668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.3660                 NaN            NaN            NaN            NaN  0.619002       0.149506E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.3681                 NaN            NaN            NaN            NaN  0.617048       0.148845E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.3683                 NaN            NaN            NaN            NaN  0.616769       0.148940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.3712                 NaN            NaN            NaN            NaN  0.613977       0.147862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.3727                 NaN            NaN            NaN            NaN  0.612520       0.147698E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.3727                 NaN            NaN            NaN            NaN  0.612547       0.147514E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.3741                 NaN            NaN            NaN            NaN  0.611146       0.147056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.3754                 NaN            NaN            NaN            NaN  0.609953       0.146641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.3748                 NaN            NaN            NaN            NaN  0.610514       0.146676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.3769                 NaN            NaN            NaN            NaN  0.608519       0.145825E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5791                 NaN            NaN            NaN            NaN  0.410213       0.106902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1724                 NaN            NaN            NaN            NaN  0.809195       0.184321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.3778                 NaN            NaN            NaN            NaN  0.607648       0.145109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1984                 NaN            NaN            NaN            NaN  0.782946       0.186479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5573                 NaN            NaN            NaN            NaN  0.432529       0.102180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.3775                 NaN            NaN            NaN            NaN  0.608105       0.144128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.3788                 NaN            NaN            NaN            NaN  0.606839       0.143484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.3654                 NaN            NaN            NaN            NaN  0.619969       0.146308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5264                 NaN            NaN            NaN            NaN  0.462748       0.108891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.2407                 NaN            NaN            NaN            NaN  0.741930       0.173702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.3794                 NaN            NaN            NaN            NaN  0.606451       0.141657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        98.6570                 NaN            NaN            NaN            NaN   1.30986       0.331598E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.9670                 NaN            NaN            NaN            NaN  0.330243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5097                 NaN            NaN            NaN            NaN  0.481363       0.895606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.3752                 NaN            NaN            NaN            NaN  0.610712       0.140727E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3132                 NaN            NaN            NaN            NaN  0.671361       0.154768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4317                 NaN            NaN            NaN            NaN  0.555564       0.126914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.3711                 NaN            NaN            NaN            NaN  0.614900       0.140193E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3666                 NaN            NaN            NaN            NaN  0.619371       0.139994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.3701                 NaN            NaN            NaN            NaN  0.615883       0.139730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4203                 NaN            NaN            NaN            NaN  0.566908       0.127662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3114                 NaN            NaN            NaN            NaN  0.673535       0.150892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.3632                 NaN            NaN            NaN            NaN  0.622958       0.138794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3606                 NaN            NaN            NaN            NaN  0.625560       0.138688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.3600                 NaN            NaN            NaN            NaN  0.626207       0.138269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4703                 NaN            NaN            NaN            NaN  0.518195       0.115080E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.2430                 NaN            NaN            NaN            NaN  0.740910       0.161351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.3523                 NaN            NaN            NaN            NaN  0.633952       0.137934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3520                 NaN            NaN            NaN            NaN  0.634300       0.137238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3491                 NaN            NaN            NaN            NaN  0.637194       0.137197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3439                 NaN            NaN            NaN            NaN  0.642352       0.137555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3136                 NaN            NaN            NaN            NaN  0.672131       0.142920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3702                 NaN            NaN            NaN            NaN  0.616798       0.129941E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3383                 NaN            NaN            NaN            NaN  0.648039       0.136623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3365                 NaN            NaN            NaN            NaN  0.649938       0.136091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3340                 NaN            NaN            NaN            NaN  0.652378       0.135814E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.3310                 NaN            NaN            NaN            NaN  0.655450       0.135772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.3282                 NaN            NaN            NaN            NaN  0.658239       0.135602E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3249                 NaN            NaN            NaN            NaN  0.661507       0.135603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3200                 NaN            NaN            NaN            NaN  0.666403       0.135732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3929                 NaN            NaN            NaN            NaN  0.595768       0.113195E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2436                 NaN            NaN            NaN            NaN  0.740717       0.156357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3140                 NaN            NaN            NaN            NaN  0.672532       0.134725E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        98.8831                 NaN            NaN            NaN            NaN   1.09519       0.217482E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.7373                 NaN            NaN            NaN            NaN  0.257629       0.506699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3050                 NaN            NaN            NaN            NaN  0.681617       0.134305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3035                 NaN            NaN            NaN            NaN  0.683089       0.133783E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.2997                 NaN            NaN            NaN            NaN  0.686869       0.133842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.2988                 NaN            NaN            NaN            NaN  0.687820       0.133452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2945                 NaN            NaN            NaN            NaN  0.692124       0.133537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2928                 NaN            NaN            NaN            NaN  0.693881       0.133216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.2891                 NaN            NaN            NaN            NaN  0.697606       0.133358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.2882                 NaN            NaN            NaN            NaN  0.698535       0.132743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.2847                 NaN            NaN            NaN            NaN  0.702004       0.132827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2824                 NaN            NaN            NaN            NaN  0.704337       0.132679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.2800                 NaN            NaN            NaN            NaN  0.706806       0.132368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2781                 NaN            NaN            NaN            NaN  0.708700       0.132228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.5275                 NaN            NaN            NaN            NaN  0.463885       0.863981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.0214                 NaN            NaN            NaN            NaN  0.960789       0.177950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2717                 NaN            NaN            NaN            NaN  0.715145       0.131731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2739                 NaN            NaN            NaN            NaN  0.713022       0.130988E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2653                 NaN            NaN            NaN            NaN  0.721518       0.132154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2727                 NaN            NaN            NaN            NaN  0.714292       0.130143E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2639                 NaN            NaN            NaN            NaN  0.722928       0.131639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.2711                 NaN            NaN            NaN            NaN  0.715918       0.129724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.6507                 NaN            NaN            NaN            NaN  0.342228       0.704857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.8774                 NaN            NaN            NaN            NaN   1.10358       0.189689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.2639                 NaN            NaN            NaN            NaN  0.723061       0.130024E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.2665                 NaN            NaN            NaN            NaN  0.720564       0.129249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.2638                 NaN            NaN            NaN            NaN  0.723288       0.129390E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.2636                 NaN            NaN            NaN            NaN  0.723476       0.129469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.2648                 NaN            NaN            NaN            NaN  0.722382       0.128643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.2617                 NaN            NaN            NaN            NaN  0.725439       0.129065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.4519                 NaN            NaN            NaN            NaN  0.538567       0.956457E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.0780                 NaN            NaN            NaN            NaN  0.905909       0.160697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.2721                 NaN            NaN            NaN            NaN  0.715200       0.126796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.2680                 NaN            NaN            NaN            NaN  0.719273       0.127356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.2687                 NaN            NaN            NaN            NaN  0.718563       0.127301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.2729                 NaN            NaN            NaN            NaN  0.714457       0.126232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        96.1562       0.243342E-001  0.114044                 NaN            NaN   3.64298       0.624246E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9992                 NaN            NaN            NaN            NaN            NaN  0.807166E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9682                 NaN            NaN            NaN            NaN  0.317850E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.2653                 NaN            NaN            NaN            NaN  0.722081       0.125717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.3149                 NaN            NaN            NaN            NaN  0.673138       0.119405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2912                 NaN            NaN            NaN            NaN  0.696379       0.124146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.0074                 NaN            NaN            NaN            NaN  0.510634       0.408417E-002  0.477877                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5643                 NaN            NaN            NaN            NaN  0.246993       0.643220E-002   1.18223                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5663                 NaN            NaN            NaN            NaN  0.217329                 NaN   1.21635                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5929                 NaN            NaN            NaN            NaN  0.213835                 NaN   1.19330                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6079                 NaN            NaN            NaN            NaN  0.208613                 NaN   1.18346                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4243                 NaN            NaN            NaN            NaN  0.232150                 NaN   1.34351                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.8782                 NaN            NaN            NaN            NaN  0.171035                 NaN  0.950764                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6791                 NaN            NaN            NaN            NaN  0.199701                 NaN   1.12115                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7005                 NaN            NaN            NaN            NaN  0.195164                 NaN   1.10431                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7166                 NaN            NaN            NaN            NaN  0.193627                 NaN   1.08977                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7431                 NaN            NaN            NaN            NaN  0.187757                 NaN   1.06911                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7579                 NaN            NaN            NaN            NaN  0.184373                 NaN   1.05775                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7751                 NaN            NaN            NaN            NaN  0.181859                 NaN   1.04302                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7966                 NaN            NaN            NaN            NaN  0.176367                 NaN   1.02707                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8144                 NaN            NaN            NaN            NaN  0.174372                 NaN   1.01124                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8301                 NaN            NaN            NaN            NaN  0.171113                 NaN  0.998769                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8456                 NaN            NaN            NaN            NaN  0.168537                 NaN  0.985831                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8642                 NaN            NaN            NaN            NaN  0.164354                 NaN  0.971482                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8784                 NaN            NaN            NaN            NaN  0.164347                 NaN  0.957231                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8974                 NaN            NaN            NaN            NaN  0.159465                 NaN  0.943164                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9106                 NaN            NaN            NaN            NaN  0.156113                 NaN  0.933286                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9235                 NaN            NaN            NaN            NaN  0.151990                 NaN  0.924531                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9380                 NaN            NaN            NaN            NaN  0.147962                 NaN  0.914087                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9525                 NaN            NaN            NaN            NaN  0.146349                 NaN  0.901119                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9671                 NaN            NaN            NaN            NaN  0.144612                 NaN  0.888248                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9807                 NaN            NaN            NaN            NaN  0.141543                 NaN  0.877766                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9923                 NaN            NaN            NaN            NaN  0.136406                 NaN  0.871318                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0011                 NaN            NaN            NaN            NaN  0.133681                 NaN  0.865255                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0210                 NaN            NaN            NaN            NaN  0.132576                 NaN  0.846414                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.7882                 NaN            NaN            NaN            NaN  0.156518                 NaN   1.05526                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2792                 NaN            NaN            NaN            NaN  0.951661E-001            NaN  0.625656                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0530                 NaN            NaN            NaN            NaN  0.125329                 NaN  0.821709                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0655                 NaN            NaN            NaN            NaN  0.122095                 NaN  0.812374                 NaN            NaN            NaN            NaN            NaN            NaN
