|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1884.71        2500.00        99.4057                 NaN            NaN            NaN            NaN  0.594313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.2520                 NaN            NaN            NaN            NaN  0.747982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.5741                 NaN            NaN            NaN            NaN  0.425883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.4137                 NaN            NaN            NaN            NaN  0.586325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4161                 NaN            NaN            NaN            NaN  0.583890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4182                 NaN            NaN            NaN            NaN  0.581795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4134                 NaN            NaN            NaN            NaN  0.580294       0.626424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4134                 NaN            NaN            NaN            NaN  0.576417       0.101977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4142                 NaN            NaN            NaN            NaN  0.575613       0.101908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4159                 NaN            NaN            NaN            NaN  0.573928       0.101758E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4181                 NaN            NaN            NaN            NaN  0.571790       0.101252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4187                 NaN            NaN            NaN            NaN  0.571211       0.101286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4217                 NaN            NaN            NaN            NaN  0.568291       0.100490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4232                 NaN            NaN            NaN            NaN  0.566738       0.100348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.4237                 NaN            NaN            NaN            NaN  0.566304       0.100166E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.4253                 NaN            NaN            NaN            NaN  0.564736       0.998337E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.4267                 NaN            NaN            NaN            NaN  0.563315       0.995072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.4266                 NaN            NaN            NaN            NaN  0.563449       0.994760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.4288                 NaN            NaN            NaN            NaN  0.561286       0.988471E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.6151                 NaN            NaN            NaN            NaN  0.377619       0.724142E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.2417                 NaN            NaN            NaN            NaN  0.745775       0.124879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.4306                 NaN            NaN            NaN            NaN  0.559538       0.982534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.2672                 NaN            NaN            NaN            NaN  0.720169       0.126124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5954                 NaN            NaN            NaN            NaN  0.397662       0.690967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.4314                 NaN            NaN            NaN            NaN  0.558833       0.974190E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.4329                 NaN            NaN            NaN            NaN  0.557366       0.969599E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4209                 NaN            NaN            NaN            NaN  0.569205       0.988013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5682                 NaN            NaN            NaN            NaN  0.424410       0.734953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.3081                 NaN            NaN            NaN            NaN  0.680204       0.117184E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4348                 NaN            NaN            NaN            NaN  0.555613       0.955666E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        98.7784                 NaN            NaN            NaN            NaN   1.19928       0.223425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.9698                 NaN            NaN            NaN            NaN  0.301769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5538                 NaN            NaN            NaN            NaN  0.440142       0.603380E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4326                 NaN            NaN            NaN            NaN  0.557946       0.947340E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.3767                 NaN            NaN            NaN            NaN  0.612916       0.104158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4846                 NaN            NaN            NaN            NaN  0.506863       0.853718E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4299                 NaN            NaN            NaN            NaN  0.560628       0.942575E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.4264                 NaN            NaN            NaN            NaN  0.564230       0.940663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.4300                 NaN            NaN            NaN            NaN  0.560637       0.938485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4756                 NaN            NaN            NaN            NaN  0.515800       0.856975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.3775                 NaN            NaN            NaN            NaN  0.612330       0.101254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4248                 NaN            NaN            NaN            NaN  0.565853       0.930874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.4230                 NaN            NaN            NaN            NaN  0.567735       0.929580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.4228                 NaN            NaN            NaN            NaN  0.567943       0.926474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.5225                 NaN            NaN            NaN            NaN  0.469810       0.771400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.3182                 NaN            NaN            NaN            NaN  0.671012       0.107995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4172                 NaN            NaN            NaN            NaN  0.573620       0.922706E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4172                 NaN            NaN            NaN            NaN  0.573576       0.917755E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4151                 NaN            NaN            NaN            NaN  0.575692       0.916958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4110                 NaN            NaN            NaN            NaN  0.579815       0.918902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3847                 NaN            NaN            NaN            NaN  0.605755       0.953359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4354                 NaN            NaN            NaN            NaN  0.555894       0.867036E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4073                 NaN            NaN            NaN            NaN  0.583571       0.911324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4060                 NaN            NaN            NaN            NaN  0.584930       0.906991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4044                 NaN            NaN            NaN            NaN  0.586527       0.904805E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4022                 NaN            NaN            NaN            NaN  0.588713       0.904210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4002                 NaN            NaN            NaN            NaN  0.590773       0.902530E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3978                 NaN            NaN            NaN            NaN  0.593157       0.902248E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3940                 NaN            NaN            NaN            NaN  0.596943       0.902610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4597                 NaN            NaN            NaN            NaN  0.532794       0.752116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3271                 NaN            NaN            NaN            NaN  0.662547       0.103859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3901                 NaN            NaN            NaN            NaN  0.600908       0.894347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0081                 NaN            NaN            NaN            NaN  0.977520       0.144211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.7670                 NaN            NaN            NaN            NaN  0.229645       0.335871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3838                 NaN            NaN            NaN            NaN  0.607296       0.890077E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3831                 NaN            NaN            NaN            NaN  0.608052       0.886030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3802                 NaN            NaN            NaN            NaN  0.610930       0.885927E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3799                 NaN            NaN            NaN            NaN  0.611231       0.882922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3768                 NaN            NaN            NaN            NaN  0.614379       0.882931E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3759                 NaN            NaN            NaN            NaN  0.615338       0.880422E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3731                 NaN            NaN            NaN            NaN  0.618071       0.880973E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3730                 NaN            NaN            NaN            NaN  0.618250       0.876194E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3705                 NaN            NaN            NaN            NaN  0.620700       0.876317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3691                 NaN            NaN            NaN            NaN  0.622125       0.874859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.3676                 NaN            NaN            NaN            NaN  0.623630       0.872035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.3666                 NaN            NaN            NaN            NaN  0.624705       0.870692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.5858                 NaN            NaN            NaN            NaN  0.408482       0.568712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1428                 NaN            NaN            NaN            NaN  0.845489       0.117090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3631                 NaN            NaN            NaN            NaN  0.628206       0.865866E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3656                 NaN            NaN            NaN            NaN  0.625790       0.860519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3585                 NaN            NaN            NaN            NaN  0.632777       0.867511E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3658                 NaN            NaN            NaN            NaN  0.625663       0.853856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3587                 NaN            NaN            NaN            NaN  0.632689       0.863495E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3657                 NaN            NaN            NaN            NaN  0.625777       0.850151E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.6969                 NaN            NaN            NaN            NaN  0.298458       0.460777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.0248                 NaN            NaN            NaN            NaN  0.962743       0.124208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3615                 NaN            NaN            NaN            NaN  0.630031       0.850498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3645                 NaN            NaN            NaN            NaN  0.627080       0.844918E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3628                 NaN            NaN            NaN            NaN  0.628734       0.845205E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3633                 NaN            NaN            NaN            NaN  0.628274       0.845408E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3652                 NaN            NaN            NaN            NaN  0.626429       0.839246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3632                 NaN            NaN            NaN            NaN  0.628403       0.841593E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.5277                 NaN            NaN            NaN            NaN  0.466027       0.623043E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.2066                 NaN            NaN            NaN            NaN  0.782932       0.104664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3742                 NaN            NaN            NaN            NaN  0.617538       0.825341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3716                 NaN            NaN            NaN            NaN  0.620092       0.828193E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3727                 NaN            NaN            NaN            NaN  0.618990       0.827510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3771                 NaN            NaN            NaN            NaN  0.614667       0.819709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        96.7341       0.240574E-001  0.115570                 NaN            NaN   3.08579       0.404890E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.9995                 NaN            NaN            NaN            NaN            NaN  0.521795E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.9728                 NaN            NaN            NaN            NaN  0.271805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.3750                 NaN            NaN            NaN            NaN  0.616845       0.813093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.4181                 NaN            NaN            NaN            NaN  0.574149       0.771468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3983                 NaN            NaN            NaN            NaN  0.593729       0.802004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.1393                 NaN            NaN            NaN            NaN  0.434782       0.263696E-002  0.423263                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.7388                 NaN            NaN            NaN            NaN  0.210165       0.415526E-002   1.04685                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.7386                 NaN            NaN            NaN            NaN  0.184770                 NaN   1.07664                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.7632                 NaN            NaN            NaN            NaN  0.181591                 NaN   1.05524                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.7770                 NaN            NaN            NaN            NaN  0.176973                 NaN   1.04605                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6159                 NaN            NaN            NaN            NaN  0.196899                 NaN   1.18723                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.0163                 NaN            NaN            NaN            NaN  0.144806                 NaN  0.838879                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.8424                 NaN            NaN            NaN            NaN  0.168942                 NaN  0.988686                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.8618                 NaN            NaN            NaN            NaN  0.164924                 NaN  0.973265                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.8768                 NaN            NaN            NaN            NaN  0.163460                 NaN  0.959770                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.9008                 NaN            NaN            NaN            NaN  0.158327                 NaN  0.940904                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.9144                 NaN            NaN            NaN            NaN  0.155322                 NaN  0.930261                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9302                 NaN            NaN            NaN            NaN  0.153053                 NaN  0.916730                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.9496                 NaN            NaN            NaN            NaN  0.148297                 NaN  0.902137                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9660                 NaN            NaN            NaN            NaN  0.146453                 NaN  0.887553                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.9805                 NaN            NaN            NaN            NaN  0.143568                 NaN  0.875978                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9948                 NaN            NaN            NaN            NaN  0.141237                 NaN  0.863968                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.0115                 NaN            NaN            NaN            NaN  0.137619                 NaN  0.850872                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0248                 NaN            NaN            NaN            NaN  0.137449                 NaN  0.837769                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0418                 NaN            NaN            NaN            NaN  0.133258                 NaN  0.824961                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0540                 NaN            NaN            NaN            NaN  0.130278                 NaN  0.815701                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0659                 NaN            NaN            NaN            NaN  0.126706                 NaN  0.807436                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0788                 NaN            NaN            NaN            NaN  0.123244                 NaN  0.797927                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0924                 NaN            NaN            NaN            NaN  0.121721                 NaN  0.785918                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1056                 NaN            NaN            NaN            NaN  0.120183                 NaN  0.774170                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.1178                 NaN            NaN            NaN            NaN  0.117537                 NaN  0.764662                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1284                 NaN            NaN            NaN            NaN  0.113119                 NaN  0.758447                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1368                 NaN            NaN            NaN            NaN  0.110729                 NaN  0.752442                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1546                 NaN            NaN            NaN            NaN  0.109723                 NaN  0.735627                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9540                 NaN            NaN            NaN            NaN  0.129359                 NaN  0.916623                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3786                 NaN            NaN            NaN            NaN  0.785717E-001            NaN  0.542857                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1840                 NaN            NaN            NaN            NaN  0.103369                 NaN  0.712637                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1953                 NaN            NaN            NaN            NaN  0.100616                 NaN  0.704122                 NaN            NaN            NaN            NaN            NaN            NaN
