|6.6.6
Archiving\03_Data\frac/QFM_m2.5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34083        10.6148        8.82238        45.5954       0.551962        33.0746     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34437        10.6177        8.82997        45.5804       0.550159        33.0774     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.59228        10.3773        8.83685        45.5647       0.548301        33.0806     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.1620        1.81492        8.84352        45.5493       0.546509        33.0838     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0127        1.96885        8.84963        45.5368       0.545299        33.0867     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.89287        2.09293        8.85519        45.5252       0.544196        33.0896     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.84762        2.14217        8.86027        45.5145       0.543134        33.0923     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.97947        8.98465        8.84749        45.5455       0.549852        33.0930     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.97458        8.99115        8.84995        45.5397       0.549393        33.0953     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.97017        8.99713        8.85235        45.5339       0.548947        33.0975     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96620        9.00263        8.85471        45.5283       0.548513        33.0997     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96262        9.00772        8.85702        45.5227       0.548089        33.1019     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95936        9.01246        8.85930        45.5171       0.547675        33.1041     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95642        9.01686        8.86154        45.5116       0.547269        33.1063     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95375        9.02097        8.86376        45.5062       0.546870        33.1085     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95133        9.02482        8.86595        45.5007       0.546478        33.1107     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.32707        2.69487        8.90155        45.4230       0.534915        33.1186     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.31213        2.71334        8.90579        45.4135       0.534023        33.1212     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.29362        2.73538        8.91000        45.4040       0.533139        33.1239     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.24311        2.79385        8.91883        45.3856       0.531265        33.1274     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.20948        2.83160        8.92370        45.3747       0.530258        33.1302     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.87256        9.17391        8.92955        45.3618       0.528924        33.1332     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.17080        2.88177        8.93569        45.3479       0.527500        33.1364     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.18615        2.87209        8.94221        45.3341       0.525962        33.1395     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.89950        9.16380        8.94746        45.3220       0.524806        33.1425     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.06400        2.99935        8.94912        45.3180       0.524879        33.1446     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.95993        9.11273        8.95784        45.2985       0.522574        33.1484     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.09050        2.98689        8.96312        45.2867       0.521441        33.1514     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.06806        3.01424        8.96829        45.2747       0.520292        33.1544     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08485        8.99895        8.97103        45.2683       0.520045        33.1568     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.01153        3.07892        8.97774        45.2539       0.518127        33.1598     
