|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/TAY13/TAY13_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1524.51        500.000                 NaN   99.4497       0.522513       0.278005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.4566       0.467460       0.759452E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000                 NaN   99.4628       0.536651       0.538638E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN   99.4582       0.532920       0.889585E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000                 NaN   99.4621       0.537869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000                 NaN   99.4695       0.530522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000                 NaN   99.4701       0.529930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000                 NaN   99.4736       0.526410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000                 NaN   99.4805       0.514678       0.481516E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000                 NaN   99.5897       0.410317       0.161160E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000                 NaN   99.3743       0.625682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   99.4863       0.513742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000                 NaN   99.4934       0.506557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        500.000                 NaN   99.6071       0.392871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000                 NaN   99.4502       0.549782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   99.4372       0.562757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        500.000                 NaN   99.5048       0.495219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   99.5071       0.492920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000                 NaN   99.5106       0.489365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   99.5152       0.484812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   99.4969       0.483919       0.191397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   99.5948       0.405155       0.629308E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.41        500.000                 NaN   99.4707       0.529327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   99.5255       0.474476       0.193282E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.58        500.000                 NaN   99.5271       0.472928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.5329       0.467148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   99.5353       0.459860       0.480048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.5371       0.462874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        500.000                 NaN   99.5392       0.460797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.51        500.000                 NaN   99.5416       0.458418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.10        500.000                 NaN   99.5438       0.456240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000                 NaN   99.5466       0.453350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.27        500.000                 NaN   99.5486       0.451412       0.126655E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.86        500.000                 NaN   99.5525       0.447470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.45        500.000                 NaN   99.5544       0.445581       0.156534E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        500.000                 NaN   99.5549       0.445146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.62        500.000                 NaN   99.5586       0.441420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.20        500.000                 NaN   99.5610       0.438989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.79        500.000                 NaN   99.5634       0.432444       0.411371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.38        500.000                 NaN   99.5675       0.432546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.96        500.000                 NaN   99.5261       0.236816                 NaN            NaN  0.237037                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.55        500.000                 NaN   99.4722                 NaN            NaN            NaN  0.527771                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.14        500.000                 NaN   99.4739                 NaN            NaN            NaN  0.526057                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.72        500.000                 NaN   99.4767       0.330565E-001            NaN            NaN  0.490237                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.31        500.000                 NaN   99.4750                 NaN            NaN            NaN  0.525003                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.89        500.000                 NaN   99.4770                 NaN            NaN            NaN  0.523025                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.48        500.000                 NaN   99.4774                 NaN            NaN            NaN  0.522582                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        500.000                 NaN   99.4782                 NaN            NaN            NaN  0.521840                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.65        500.000                 NaN   99.4752                 NaN            NaN            NaN  0.524834                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        500.000                 NaN   99.4845                 NaN            NaN            NaN  0.515475                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.82        500.000                 NaN   99.4764                 NaN            NaN            NaN  0.523600                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.41        500.000                 NaN   99.4765                 NaN            NaN            NaN  0.523496                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.00        500.000                 NaN   99.4780                 NaN            NaN            NaN  0.521966                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.58        500.000                 NaN   99.5148                 NaN            NaN            NaN  0.485228                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.17        500.000                 NaN   99.4386                 NaN            NaN            NaN  0.561391                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.76        500.000                 NaN   99.4748                 NaN            NaN            NaN  0.525202                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.34        500.000                 NaN   99.4727                 NaN            NaN            NaN  0.527334                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.93        500.000                 NaN   99.4695                 NaN            NaN            NaN  0.530516                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.51        500.000                 NaN   99.4460                 NaN            NaN            NaN  0.345686E-001  0.519404                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000                 NaN   99.2583                 NaN            NaN            NaN  0.382518       0.359149                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000                 NaN   99.1948                 NaN            NaN            NaN  0.298333       0.506883                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000                 NaN   99.3691                 NaN            NaN            NaN  0.398395       0.232506                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000                 NaN   99.0395                 NaN            NaN            NaN  0.605054       0.355481                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000                 NaN   99.2185                 NaN            NaN            NaN  0.288693       0.492776                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000                 NaN   99.2219                 NaN            NaN            NaN  0.490447       0.287655                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000                 NaN   99.3639                 NaN            NaN            NaN  0.402350       0.233702                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000                 NaN   99.0981                 NaN            NaN            NaN  0.332791       0.569112                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000                 NaN   99.2313                 NaN            NaN            NaN  0.281017       0.487655                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000                 NaN   99.2568                 NaN            NaN            NaN  0.275028       0.468142                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000                 NaN   99.3092                 NaN            NaN            NaN  0.437619       0.253138                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000                 NaN   99.2029                 NaN            NaN            NaN  0.504528       0.292581                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000                 NaN   99.2659                 NaN            NaN            NaN  0.269641       0.464434                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000                 NaN   99.2705                 NaN            NaN            NaN  0.267973       0.461566                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.2766                 NaN            NaN            NaN  0.265254       0.458150                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000                 NaN   99.2823                 NaN            NaN            NaN  0.263401       0.454263                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000                 NaN   99.2873                 NaN            NaN            NaN  0.260768       0.451896                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000                 NaN   99.0192                 NaN            NaN            NaN  0.385334       0.472897                 NaN  0.122595                 NaN            NaN            NaN
  1415.65        500.000                 NaN   98.0739                 NaN            NaN            NaN  0.822226       0.554070                 NaN  0.549776                 NaN            NaN            NaN
  1414.24        500.000                 NaN   98.1037                 NaN            NaN            NaN  0.809397       0.545226                 NaN  0.541686                 NaN            NaN            NaN
  1412.83        500.000                 NaN   98.1453                 NaN            NaN            NaN  0.533004       0.792200                 NaN  0.529510                 NaN            NaN            NaN
  1411.41        500.000                 NaN   98.1871                 NaN            NaN            NaN  0.520430       0.775053                 NaN  0.517393                 NaN            NaN            NaN
  1410.00        500.000                 NaN   98.2117                 NaN            NaN            NaN  0.763607       0.514084                 NaN  0.510568                 NaN            NaN            NaN
  1408.58        500.000                 NaN   98.2433                 NaN            NaN            NaN  0.503916       0.751040                 NaN  0.501738                 NaN            NaN            NaN
  1407.17        500.000                 NaN   98.2742                 NaN            NaN            NaN  0.737844       0.495091                 NaN  0.492878                 NaN            NaN            NaN
  1405.76        500.000                 NaN   98.3043                 NaN            NaN            NaN  0.486225       0.725323                 NaN  0.484183                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.3336                 NaN            NaN            NaN  0.713023       0.477618                 NaN  0.475786                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3608                 NaN            NaN            NaN  0.701749       0.469432                 NaN  0.467984                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.3864                 NaN            NaN            NaN  0.691021       0.461774                 NaN  0.460778                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.4176                 NaN            NaN            NaN  0.452072       0.678675                 NaN  0.451606                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4409                 NaN            NaN            NaN  0.445686       0.668289                 NaN  0.445112                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4665                 NaN            NaN            NaN  0.438474       0.657400                 NaN  0.437627                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.4899                 NaN            NaN            NaN  0.431078       0.648072                 NaN  0.430977                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.5142                 NaN            NaN            NaN  0.637806       0.424170                 NaN  0.423851                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5354                 NaN            NaN            NaN  0.416972       0.629877                 NaN  0.417750                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5568                 NaN            NaN            NaN  0.410611       0.621163                 NaN  0.411453                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5817                 NaN            NaN            NaN  0.610548       0.403483                 NaN  0.404279                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.6035                 NaN            NaN            NaN  0.601385       0.396999                 NaN  0.398082                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6231                 NaN            NaN            NaN  0.593602       0.390837                 NaN  0.392460                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6433                 NaN            NaN            NaN  0.585098       0.385149                 NaN  0.386465                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6637                 NaN            NaN            NaN  0.378962       0.576722                 NaN  0.380616                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6818                 NaN            NaN            NaN  0.373513       0.569368                 NaN  0.375335                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.7008                 NaN            NaN            NaN  0.367548       0.561983                 NaN  0.369696                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7179                 NaN  0.298134E-004            NaN  0.362714       0.554606                 NaN  0.364700                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.7391                 NaN            NaN            NaN  0.356096       0.546251                 NaN  0.358543                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7532                 NaN            NaN            NaN  0.541558       0.350812                 NaN  0.354407                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.7725                 NaN            NaN            NaN  0.345973       0.532812                 NaN  0.348713                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7877                 NaN            NaN            NaN  0.527050       0.340857                 NaN  0.344380                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.8063                 NaN            NaN            NaN  0.335644       0.519180                 NaN  0.338900                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8210                 NaN            NaN            NaN  0.330987       0.513479                 NaN  0.334582                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8364                 NaN  0.102119E-004            NaN  0.507630       0.325854                 NaN  0.330094                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8494                 NaN            NaN            NaN  0.502653       0.321654                 NaN  0.326247                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8702                 NaN            NaN            NaN  0.493560       0.316168                 NaN  0.320074                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8807                 NaN            NaN            NaN  0.312440       0.489851                 NaN  0.316967                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8928                 NaN            NaN            NaN  0.308736       0.485012                 NaN  0.313455                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.9103                 NaN            NaN            NaN  0.303911       0.477726                 NaN  0.308078                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9228                 NaN            NaN            NaN  0.473057       0.299560                 NaN  0.304568                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9371                 NaN            NaN            NaN  0.467348       0.295187                 NaN  0.300405                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9502                 NaN            NaN            NaN  0.290955       0.462423                 NaN  0.296446                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9624                 NaN            NaN            NaN  0.287244       0.457603                 NaN  0.292801                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9814                 NaN  0.587495E-001            NaN  0.309053       0.356788                 NaN  0.294049                 NaN            NaN            NaN
  1354.86        500.000                 NaN   99.0003                 NaN  0.143160                 NaN  0.342390       0.215625                 NaN  0.298480                 NaN            NaN            NaN
  1353.45        500.000                 NaN   99.0216                 NaN  0.141160                 NaN  0.207746       0.338150                 NaN  0.291312                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.0280                 NaN  0.146764                 NaN  0.194218       0.340115                 NaN  0.290902                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.0478                 NaN  0.138823                 NaN  0.201543       0.328456                 NaN  0.283341                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0543                 NaN  0.142749                 NaN  0.330256       0.190665                 NaN  0.282005                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.0668                 NaN  0.143090                 NaN  0.326959       0.184839                 NaN  0.278333                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.0785                 NaN  0.142392                 NaN  0.323421       0.181048                 NaN  0.274618                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.0899                 NaN  0.142892                 NaN  0.320640       0.175235                 NaN  0.271371                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.1013                 NaN  0.142693                 NaN  0.317640       0.170528                 NaN  0.267852                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.1116                 NaN  0.142612                 NaN  0.165769       0.315359                 NaN  0.264698                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.1231                 NaN  0.141994                 NaN  0.311786       0.162018                 NaN  0.261151                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.1336                 NaN  0.142015                 NaN  0.157358       0.308978                 NaN  0.258008                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.1443                 NaN  0.141835                 NaN  0.152690       0.306440                 NaN  0.254741                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.1170                 NaN  0.157512                 NaN  0.323392       0.137594                 NaN  0.264509                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.2044                 NaN  0.125354                 NaN  0.278536       0.156536                 NaN  0.235195                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1748                 NaN  0.140791                 NaN  0.298323       0.140722                 NaN  0.245355                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.1828                 NaN  0.139687                 NaN  0.139247       0.295350                 NaN  0.242897                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.1898                 NaN  0.140557                 NaN  0.132007       0.296926                 NaN  0.240747                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.2079                 NaN  0.137561                 NaN  0.287795       0.131954                 NaN  0.234778                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.2124                 NaN  0.138173                 NaN  0.287822       0.127974                 NaN  0.233639                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.2222                 NaN  0.137735                 NaN  0.284925       0.124541                 NaN  0.230597                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.2311                 NaN  0.136429                 NaN  0.281480       0.123164                 NaN  0.227829                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.2398                 NaN  0.136896                 NaN  0.118322       0.279759                 NaN  0.225249                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.2484                 NaN  0.134051                 NaN  0.276273       0.119176                 NaN  0.222117                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.2564                 NaN  0.133662                 NaN  0.116148       0.274096                 NaN  0.219703                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.0729                 NaN  0.143142                 NaN  0.327776       0.184334                 NaN  0.271870                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.4600                 NaN  0.120394                 NaN  0.214277       0.451195E-001            NaN  0.160235                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.2813                 NaN  0.131724                 NaN  0.267441       0.107562                 NaN  0.211936                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2899                 NaN  0.128571                 NaN  0.109553       0.263084                 NaN  0.208925                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2976                 NaN  0.129628                 NaN  0.261848       0.104132                 NaN  0.206781                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.3054                 NaN  0.126545                 NaN  0.258175       0.105923                 NaN  0.203931                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.3129                 NaN  0.126068                 NaN  0.256141       0.103258                 NaN  0.201653                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.3201                 NaN  0.125495                 NaN  0.100643       0.254399                 NaN  0.199400                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.3277                 NaN  0.122777                 NaN  0.101998       0.250734                 NaN  0.196802                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.3276                 NaN  0.123437                 NaN  0.100893       0.251004                 NaN  0.197022                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.3485                 NaN  0.119029                 NaN  0.990785E-001  0.243538                 NaN  0.189865                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.3487                 NaN  0.118530                 NaN  0.100309       0.242476                 NaN  0.190022                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.3560                 NaN  0.117657                 NaN  0.973176E-001  0.241439                 NaN  0.187562                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.3628                 NaN  0.115750                 NaN  0.238093       0.980407E-001            NaN  0.185361                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.3695                 NaN  0.114313                 NaN  0.235920       0.970871E-001            NaN  0.183173                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.3757                 NaN  0.112524                 NaN  0.976600E-001  0.232898                 NaN  0.181180                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3831                 NaN  0.112473                 NaN  0.934215E-001  0.232113                 NaN  0.178846                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.3779                 NaN  0.110815                 NaN  0.228485       0.101717                 NaN  0.181079                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.4031                 NaN  0.103771                 NaN  0.225062       0.974085E-001            NaN  0.170677                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.4011                 NaN  0.105581                 NaN  0.976916E-001  0.222891                 NaN  0.172756                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.4070                 NaN  0.103986                 NaN  0.220232       0.980259E-001            NaN  0.170761                 NaN            NaN            NaN
  1289.83        500.000                 NaN   99.4130                 NaN  0.101324                 NaN  0.217225       0.998271E-001            NaN  0.168656                 NaN            NaN            NaN
  1288.41        500.000                 NaN   99.4192                 NaN  0.100107                 NaN  0.992031E-001  0.214760                 NaN  0.166744                 NaN            NaN            NaN
  1287.00        500.000                 NaN   90.2065                 NaN            NaN            NaN   2.03921        1.00420                 NaN   1.15521        5.59487                 NaN            NaN
  1285.58        500.000                 NaN   89.2362                 NaN            NaN            NaN   1.09286        2.21878                 NaN   1.25809        6.19410                 NaN            NaN
  1284.17        500.000                 NaN   90.2030                 NaN            NaN            NaN   1.00037        2.02887                 NaN   1.15197        5.61581                 NaN            NaN
  1282.76        500.000                 NaN   91.0220                 NaN            NaN            NaN   1.86773       0.920874                 NaN   1.06163        5.12781                 NaN            NaN
  1281.34        500.000                 NaN   91.7331                 NaN            NaN            NaN   1.72777       0.851245                 NaN  0.982974        4.70490                 NaN            NaN
  1279.93        500.000                 NaN   92.3393                 NaN            NaN            NaN  0.791446        1.60899                 NaN  0.915636        4.34465                 NaN            NaN
  1278.52        500.000                 NaN   92.8682                 NaN            NaN            NaN   1.50722       0.737316                 NaN  0.856691        4.03061                 NaN            NaN
  1277.10        500.000                 NaN   93.3405                 NaN            NaN            NaN   1.41565       0.688335                 NaN  0.803593        3.75188                 NaN            NaN
  1275.69        500.000                 NaN   93.7603                 NaN            NaN            NaN  0.644192        1.33423                 NaN  0.756434        3.50488                 NaN            NaN
  1274.27        500.000                 NaN   94.1358                 NaN            NaN            NaN  0.604644        1.26062                 NaN  0.713895        3.28501                 NaN            NaN
  1272.86        500.000                 NaN   94.4598                 NaN  0.127171E-004            NaN   1.19956       0.569747                 NaN  0.677121        3.09372                 NaN            NaN
  1271.45        500.000                 NaN   94.7535                 NaN  0.301938E-004            NaN   1.14578       0.535897                 NaN  0.643818        2.92101                 NaN            NaN
