|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/TAY13/TAY13_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1531.58        500.000                 NaN   99.5014       0.498593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        500.000                 NaN   99.5040       0.471100       0.249399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000                 NaN   99.5570       0.328306       0.114681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        500.000                 NaN   99.5198       0.480168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.5264       0.473568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        500.000                 NaN   99.5311       0.445996       0.229220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.5383       0.399003       0.626800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000                 NaN   99.5418       0.457723       0.443608E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN   99.5382       0.454459       0.732246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000                 NaN   99.5415       0.458500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000                 NaN   99.5479       0.452057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000                 NaN   99.5485       0.451465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000                 NaN   99.5517       0.448344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000                 NaN   99.5579       0.438166       0.395404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000                 NaN   99.6509       0.349095       0.132209E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000                 NaN   99.4678       0.532199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   99.5631       0.436890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000                 NaN   99.5691       0.430906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        500.000                 NaN   99.6661       0.333863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        500.000                 NaN   99.5328       0.467181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        500.000                 NaN   99.5220       0.478037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        500.000                 NaN   99.5795       0.420465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        500.000                 NaN   99.5816       0.418430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        500.000                 NaN   99.5848       0.415244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        500.000                 NaN   99.5887       0.411284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000                 NaN   99.5740       0.410402       0.156256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.82        500.000                 NaN   99.6566       0.343444       0.513277E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.41        500.000                 NaN   99.5514       0.448636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   99.5980       0.401977       0.157492E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.58        500.000                 NaN   99.5995       0.400525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.17        500.000                 NaN   99.6045       0.395466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.76        500.000                 NaN   99.6069       0.389149       0.390651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.34        500.000                 NaN   99.6083       0.391662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        500.000                 NaN   99.6102       0.389754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.51        500.000                 NaN   99.6124       0.387609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.10        500.000                 NaN   99.6144       0.385645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.69        500.000                 NaN   99.6170       0.383045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.27        500.000                 NaN   99.6186       0.381353       0.102738E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.86        500.000                 NaN   99.6221       0.377873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.45        500.000                 NaN   99.6238       0.376180       0.126845E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        500.000                 NaN   99.6244       0.375568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.62        500.000                 NaN   99.6276       0.372370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.20        500.000                 NaN   99.6297       0.370253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.79        500.000                 NaN   99.6321       0.364551       0.332613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.38        500.000                 NaN   99.6355       0.364506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.96        500.000                 NaN   99.5998       0.199526                 NaN            NaN  0.200629                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.55        500.000                 NaN   99.5535                 NaN            NaN            NaN  0.446494                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.14        500.000                 NaN   99.5552                 NaN            NaN            NaN  0.444843                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.72        500.000                 NaN   99.5578       0.278133E-001            NaN            NaN  0.414389                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.31        500.000                 NaN   99.5564                 NaN            NaN            NaN  0.443585                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.89        500.000                 NaN   99.5583                 NaN            NaN            NaN  0.441665                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.48        500.000                 NaN   99.5589                 NaN            NaN            NaN  0.441110                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        500.000                 NaN   99.5598                 NaN            NaN            NaN  0.440228                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.65        500.000                 NaN   99.5573                 NaN            NaN            NaN  0.442653                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.24        500.000                 NaN   99.5655                 NaN            NaN            NaN  0.434503                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.82        500.000                 NaN   99.5589                 NaN            NaN            NaN  0.441119                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.41        500.000                 NaN   99.5592                 NaN            NaN            NaN  0.440784                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.00        500.000                 NaN   99.5607                 NaN            NaN            NaN  0.439341                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.58        500.000                 NaN   99.5918                 NaN            NaN            NaN  0.408167                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.17        500.000                 NaN   99.5279                 NaN            NaN            NaN  0.472058                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.76        500.000                 NaN   99.5586                 NaN            NaN            NaN  0.441429                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.34        500.000                 NaN   99.5570                 NaN            NaN            NaN  0.442959                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.93        500.000                 NaN   99.5545                 NaN            NaN            NaN  0.445476                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.51        500.000                 NaN   99.5348                 NaN            NaN            NaN  0.292832E-001  0.435961                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000                 NaN   99.3747                 NaN            NaN            NaN  0.323942       0.301320                 NaN            NaN            NaN            NaN            NaN
  1439.69        500.000                 NaN   99.3208                 NaN            NaN            NaN  0.250125       0.429038                 NaN            NaN            NaN            NaN            NaN
  1438.27        500.000                 NaN   99.4681                 NaN            NaN            NaN  0.337019       0.194845                 NaN            NaN            NaN            NaN            NaN
  1436.86        500.000                 NaN   99.1904                 NaN            NaN            NaN  0.511804       0.297753                 NaN            NaN            NaN            NaN            NaN
  1435.45        500.000                 NaN   99.3420                 NaN            NaN            NaN  0.241557       0.416423                 NaN            NaN            NaN            NaN            NaN
  1434.03        500.000                 NaN   99.3452                 NaN            NaN            NaN  0.414234       0.240518                 NaN            NaN            NaN            NaN            NaN
  1432.62        500.000                 NaN   99.4653                 NaN            NaN            NaN  0.339489       0.195192                 NaN            NaN            NaN            NaN            NaN
  1431.20        500.000                 NaN   99.2418                 NaN            NaN            NaN  0.277957       0.480254                 NaN            NaN            NaN            NaN            NaN
  1429.79        500.000                 NaN   99.3543                 NaN            NaN            NaN  0.234491       0.411208                 NaN            NaN            NaN            NaN            NaN
  1428.38        500.000                 NaN   99.3762                 NaN            NaN            NaN  0.229307       0.394497                 NaN            NaN            NaN            NaN            NaN
  1426.96        500.000                 NaN   99.4206                 NaN            NaN            NaN  0.368521       0.210921                 NaN            NaN            NaN            NaN            NaN
  1425.55        500.000                 NaN   99.3317                 NaN            NaN            NaN  0.424657       0.243645                 NaN            NaN            NaN            NaN            NaN
  1424.14        500.000                 NaN   99.3850                 NaN            NaN            NaN  0.224347       0.390676                 NaN            NaN            NaN            NaN            NaN
  1422.72        500.000                 NaN   99.3892                 NaN            NaN            NaN  0.222797       0.388036                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.3947                 NaN            NaN            NaN  0.220377       0.384935                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000                 NaN   99.3999                 NaN            NaN            NaN  0.218673       0.381448                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000                 NaN   99.4044                 NaN            NaN            NaN  0.216346       0.379216                 NaN            NaN            NaN            NaN            NaN
  1417.07        500.000                 NaN   99.1597                 NaN            NaN            NaN  0.319496       0.396704                 NaN  0.124100                 NaN            NaN            NaN
  1415.65        500.000                 NaN   98.2972                 NaN            NaN            NaN  0.681485       0.464703                 NaN  0.556658                 NaN            NaN            NaN
  1414.24        500.000                 NaN   98.3250                 NaN            NaN            NaN  0.670105       0.456822                 NaN  0.548116                 NaN            NaN            NaN
  1412.83        500.000                 NaN   98.3636                 NaN            NaN            NaN  0.445998       0.654995                 NaN  0.535444                 NaN            NaN            NaN
  1411.41        500.000                 NaN   98.4021                 NaN            NaN            NaN  0.435073       0.639959                 NaN  0.522846                 NaN            NaN            NaN
  1410.00        500.000                 NaN   98.4253                 NaN            NaN            NaN  0.629756       0.429306                 NaN  0.515614                 NaN            NaN            NaN
  1408.58        500.000                 NaN   98.4547                 NaN            NaN            NaN  0.420375       0.618610                 NaN  0.506362                 NaN            NaN            NaN
  1407.17        500.000                 NaN   98.4834                 NaN            NaN            NaN  0.606965       0.412568                 NaN  0.497090                 NaN            NaN            NaN
  1405.76        500.000                 NaN   98.5114                 NaN            NaN            NaN  0.404737       0.595914                 NaN  0.487994                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.5385                 NaN            NaN            NaN  0.585086       0.397164                 NaN  0.479210                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.5640                 NaN            NaN            NaN  0.575073       0.389894                 NaN  0.471034                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.5878                 NaN            NaN            NaN  0.565661       0.383082                 NaN  0.463467                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.6167                 NaN            NaN            NaN  0.374655       0.554759                 NaN  0.453931                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.6383                 NaN            NaN            NaN  0.368982       0.545632                 NaN  0.447098                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.6621                 NaN            NaN            NaN  0.362605       0.536056                 NaN  0.439279                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.6838                 NaN            NaN            NaN  0.356092       0.527767                 NaN  0.432306                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.7064                 NaN            NaN            NaN  0.518758       0.349977                 NaN  0.424863                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.7263                 NaN            NaN            NaN  0.343661       0.511623                 NaN  0.418458                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.7462                 NaN            NaN            NaN  0.338056       0.503862                 NaN  0.411863                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.7692                 NaN            NaN            NaN  0.494634       0.331805                 NaN  0.404397                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.7893                 NaN            NaN            NaN  0.486686       0.326136                 NaN  0.397919                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.8075                 NaN            NaN            NaN  0.479749       0.320724                 NaN  0.392024                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.8263                 NaN            NaN            NaN  0.472274       0.315678                 NaN  0.385764                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.8451                 NaN            NaN            NaN  0.310278       0.464955                 NaN  0.379656                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.8620                 NaN            NaN            NaN  0.305454       0.458436                 NaN  0.374123                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.8797                 NaN            NaN            NaN  0.300229       0.451876                 NaN  0.368241                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.8956                 NaN  0.222219E-004            NaN  0.295977       0.445425                 NaN  0.363006                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.9150                 NaN            NaN            NaN  0.290248       0.438169                 NaN  0.356621                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.9283                 NaN            NaN            NaN  0.433797       0.285616                 NaN  0.352256                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.9460                 NaN            NaN            NaN  0.281357       0.426296                 NaN  0.346346                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.9602                 NaN            NaN            NaN  0.421143       0.276875                 NaN  0.341797                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.9772                 NaN            NaN            NaN  0.272344       0.414380                 NaN  0.336115                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.9908                 NaN            NaN            NaN  0.268272       0.409300                 NaN  0.331594                 NaN            NaN            NaN
  1370.41        500.000                 NaN   99.0051                 NaN  0.751604E-005            NaN  0.404132       0.263866                 NaN  0.326910                 NaN            NaN            NaN
  1369.00        500.000                 NaN   99.0174                 NaN            NaN            NaN  0.399661       0.260112                 NaN  0.322867                 NaN            NaN            NaN
  1367.58        500.000                 NaN   99.0361                 NaN            NaN            NaN  0.391981       0.255412                 NaN  0.316526                 NaN            NaN            NaN
  1366.17        500.000                 NaN   99.0462                 NaN            NaN            NaN  0.252090       0.388504                 NaN  0.313227                 NaN            NaN            NaN
  1364.76        500.000                 NaN   99.0575                 NaN            NaN            NaN  0.248825       0.384191                 NaN  0.309533                 NaN            NaN            NaN
  1363.34        500.000                 NaN   99.0734                 NaN            NaN            NaN  0.244675       0.377962                 NaN  0.304000                 NaN            NaN            NaN
  1361.93        500.000                 NaN   99.0850                 NaN            NaN            NaN  0.373794       0.240891                 NaN  0.300318                 NaN            NaN            NaN
  1360.52        500.000                 NaN   99.0980                 NaN            NaN            NaN  0.368862       0.237119                 NaN  0.295996                 NaN            NaN            NaN
  1359.10        500.000                 NaN   99.1102                 NaN            NaN            NaN  0.233452       0.364511                 NaN  0.291883                 NaN            NaN            NaN
  1357.69        500.000                 NaN   99.1215                 NaN            NaN            NaN  0.230212       0.360244                 NaN  0.288084                 NaN            NaN            NaN
  1356.27        500.000                 NaN   99.1405                 NaN  0.424790E-001            NaN  0.247390       0.280514                 NaN  0.289087                 NaN            NaN            NaN
  1354.86        500.000                 NaN   99.1604                 NaN  0.103286                 NaN  0.273812       0.169293                 NaN  0.293193                 NaN            NaN            NaN
  1353.45        500.000                 NaN   99.1795                 NaN  0.101667                 NaN  0.162911       0.270039                 NaN  0.285900                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.1857                 NaN  0.105595                 NaN  0.152177       0.271249                 NaN  0.285250                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.2035                 NaN  0.996003E-001            NaN  0.157642       0.261668                 NaN  0.277593                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.2100                 NaN  0.102215                 NaN  0.262768       0.148926                 NaN  0.276046                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.2215                 NaN  0.102267                 NaN  0.259854       0.144179                 NaN  0.272214                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.2324                 NaN  0.101557                 NaN  0.256697       0.141033                 NaN  0.268346                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.2428                 NaN  0.101719                 NaN  0.254198       0.136337                 NaN  0.264941                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.2533                 NaN  0.101398                 NaN  0.251497       0.132490                 NaN  0.261277                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.2629                 NaN  0.101125                 NaN  0.128624       0.249362                 NaN  0.257975                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.2734                 NaN  0.100496                 NaN  0.246252       0.125544                 NaN  0.254295                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.2831                 NaN  0.100323                 NaN  0.121777       0.243745                 NaN  0.251015                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.2929                 NaN  0.100014                 NaN  0.118013       0.241453                 NaN  0.247620                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.2714                 NaN  0.110910                 NaN  0.254533       0.106220                 NaN  0.256895                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.3442                 NaN  0.880440E-001            NaN  0.218908       0.120656                 NaN  0.228205                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.3209                 NaN  0.987081E-001            NaN  0.234210       0.108340                 NaN  0.237872                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.3284                 NaN  0.977478E-001            NaN  0.107049       0.231550                 NaN  0.235283                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.3350                 NaN  0.981634E-001            NaN  0.101402       0.232420                 NaN  0.232997                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.3507                 NaN  0.959265E-001            NaN  0.225119       0.101199                 NaN  0.227020                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.3553                 NaN  0.961578E-001            NaN  0.224827       0.980166E-001            NaN  0.225724                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.3641                 NaN  0.956693E-001            NaN  0.222359       0.952787E-001            NaN  0.222591                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.3722                 NaN  0.945903E-001            NaN  0.219369       0.940900E-001            NaN  0.219729                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.3801                 NaN  0.947420E-001            NaN  0.902846E-001  0.217791                 NaN  0.217053                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.3879                 NaN  0.925980E-001            NaN  0.214793       0.908107E-001            NaN  0.213849                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.3953                 NaN  0.921502E-001            NaN  0.883914E-001  0.212845                 NaN  0.211342                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.2461                 NaN  0.983920E-001            NaN  0.254106       0.140070                 NaN  0.261339                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.5633                 NaN  0.826848E-001            NaN  0.165944       0.342423E-001            NaN  0.153819                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.4178                 NaN  0.903368E-001            NaN  0.206937       0.815523E-001            NaN  0.203344                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.4254                 NaN  0.880174E-001            NaN  0.829626E-001  0.203333                 NaN  0.200283                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.4324                 NaN  0.885904E-001            NaN  0.202145       0.787625E-001            NaN  0.198059                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.4394                 NaN  0.863216E-001            NaN  0.199075       0.800196E-001            NaN  0.195163                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.4462                 NaN  0.858427E-001            NaN  0.197274       0.779083E-001            NaN  0.192819                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.4526                 NaN  0.852977E-001            NaN  0.758362E-001  0.195715                 NaN  0.190504                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.4594                 NaN  0.833287E-001            NaN  0.767744E-001  0.192640                 NaN  0.187863                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.4600                 NaN  0.835951E-001            NaN  0.758514E-001  0.192646                 NaN  0.187916                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.4775                 NaN  0.804982E-001            NaN  0.743966E-001  0.186669                 NaN  0.180935                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.4782                 NaN  0.800158E-001            NaN  0.752204E-001  0.185640                 NaN  0.180936                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.4847                 NaN  0.792893E-001            NaN  0.728988E-001  0.184650                 NaN  0.178445                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.4907                 NaN  0.778728E-001            NaN  0.181895       0.733555E-001            NaN  0.176204                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.4967                 NaN  0.767849E-001            NaN  0.180019       0.725565E-001            NaN  0.173981                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.5022                 NaN  0.754570E-001            NaN  0.729057E-001  0.177493                 NaN  0.171947                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.5087                 NaN  0.752862E-001            NaN  0.696623E-001  0.176727                 NaN  0.169593                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.5050                 NaN  0.739772E-001            NaN  0.173719       0.757403E-001            NaN  0.171571                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.5258                 NaN  0.692325E-001            NaN  0.170956       0.724621E-001            NaN  0.161580                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.5246                 NaN  0.703254E-001            NaN  0.725932E-001  0.169108                 NaN  0.163419                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.5298                 NaN  0.691418E-001            NaN  0.166902       0.727520E-001            NaN  0.161402                 NaN            NaN            NaN
  1289.83        500.000                 NaN   99.5350                 NaN  0.672627E-001            NaN  0.164445       0.740077E-001            NaN  0.159284                 NaN            NaN            NaN
  1288.41        500.000                 NaN   99.5404                 NaN  0.663490E-001            NaN  0.734686E-001  0.162411                 NaN  0.157353                 NaN            NaN            NaN
  1287.00        500.000                 NaN   90.9029                 NaN            NaN            NaN   1.51672       0.762718                 NaN   1.09704        5.72061                 NaN            NaN
  1285.58        500.000                 NaN   89.9909                 NaN            NaN            NaN  0.828768        1.64778                 NaN   1.19541        6.33709                 NaN            NaN
  1284.17        500.000                 NaN   90.9072                 NaN            NaN            NaN  0.756392        1.50243                 NaN   1.09360        5.74040                 NaN            NaN
  1282.76        500.000                 NaN   91.6824                 NaN            NaN            NaN   1.37932       0.694285                 NaN   1.00694        5.23706                 NaN            NaN
  1281.34        500.000                 NaN   92.3547                 NaN            NaN            NaN   1.27274       0.640017                 NaN  0.931507        4.80100                 NaN            NaN
  1279.93        500.000                 NaN   92.9278                 NaN            NaN            NaN  0.593427        1.18225                 NaN  0.866934        4.42961                 NaN            NaN
  1278.52        500.000                 NaN   93.4276                 NaN            NaN            NaN   1.10478       0.551340                 NaN  0.810408        4.10590                 NaN            NaN
  1277.10        500.000                 NaN   93.8733                 NaN            NaN            NaN   1.03524       0.513415                 NaN  0.759495        3.81859                 NaN            NaN
  1275.69        500.000                 NaN   94.2688                 NaN            NaN            NaN  0.479231       0.973614                 NaN  0.714274        3.56405                 NaN            NaN
  1274.27        500.000                 NaN   94.6224                 NaN            NaN            NaN  0.448698       0.917986                 NaN  0.673487        3.33747                 NaN            NaN
