|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1065.11        2500.00                 NaN            NaN            NaN   4.15434       0.947176E-004            NaN   7.91015        47.9568       0.926696                 NaN            NaN   22.3528       0.927151        15.7719     
  1063.56        2500.00                 NaN            NaN            NaN   4.15449       0.964324E-004            NaN   7.91065        48.0335       0.926736                 NaN            NaN   22.3885       0.813400        15.7726     
  1062.01        2500.00                 NaN            NaN            NaN   4.15465       0.981763E-004            NaN   7.91115        48.1107       0.926776                 NaN            NaN   22.4243       0.699011        15.7733     
  1060.46        2500.00                 NaN            NaN            NaN   4.15481       0.999548E-004            NaN   7.91165        48.1882       0.926816                 NaN            NaN   22.4604       0.583982        15.7741     
  1058.91        2500.00                 NaN            NaN            NaN   4.15497       0.101768E-003            NaN   7.91215        48.2662       0.926857                 NaN            NaN   22.4966       0.468317        15.7748     
  1057.36        2500.00                 NaN            NaN            NaN   4.15513       0.103622E-003            NaN   7.91265        48.3446       0.926898                 NaN            NaN   22.5331       0.351997        15.7755     
  1055.81        2500.00                 NaN            NaN            NaN   4.15530       0.105511E-003            NaN   7.91316        48.4234       0.926939                 NaN            NaN   22.5698       0.235039        15.7763     
  1054.26        2500.00                 NaN            NaN            NaN   4.15546       0.107426E-003            NaN   7.91366        48.5027       0.926980                 NaN            NaN   22.6066       0.117435        15.7770     
  1052.71        2500.00                 NaN            NaN            NaN   4.15562       0.109636E-003            NaN   7.91417        48.5818       0.927021                 NaN            NaN   22.6435                 NaN   15.7778     
  1051.16        2500.00                 NaN            NaN            NaN   3.53409        25.9756                 NaN   12.0115        39.3677       0.159987                 NaN            NaN   18.9512                 NaN            NaN
  1049.61        2500.00                 NaN            NaN            NaN   3.53656        25.9982                 NaN   12.0256        39.3436       0.157458                 NaN            NaN   18.9386                 NaN            NaN
  1048.06        2500.00                 NaN            NaN            NaN   3.53945        26.0178                 NaN   12.0391        39.3220       0.155101                 NaN            NaN   18.9265                 NaN            NaN
  1046.51        2500.00                 NaN            NaN            NaN   3.54204        26.0400                 NaN   12.0531        39.2983       0.152584                 NaN            NaN   18.9139                 NaN            NaN
  1044.96        2500.00                 NaN            NaN            NaN   3.52483        25.9659                 NaN   12.0510        39.3316       0.148501                 NaN            NaN   18.9782                 NaN            NaN
  1043.41        2500.00                 NaN            NaN            NaN   3.52769        25.9893                 NaN   12.0649        39.3074       0.145980                 NaN            NaN   18.9647                 NaN            NaN
  1041.86        2500.00                 NaN            NaN            NaN   3.53129        26.0063                 NaN   12.0776        39.2885       0.143862                 NaN            NaN   18.9525                 NaN            NaN
  1040.31        2500.00                 NaN            NaN            NaN   3.53379        26.0335                 NaN   12.0923        39.2612       0.141097                 NaN            NaN   18.9381                 NaN            NaN
  1038.76        2500.00                 NaN            NaN            NaN   3.53679        26.0565                 NaN   12.1063        39.2373       0.138586                 NaN            NaN   18.9246                 NaN            NaN
  1037.21        2500.00                 NaN            NaN            NaN   3.53981        26.0795                 NaN   12.1202        39.2134       0.136064                 NaN            NaN   18.9110                 NaN            NaN
  1035.66        2500.00                 NaN            NaN            NaN   3.44450        26.6142                 NaN   12.1595        38.8283       0.106135                 NaN            NaN   18.8473                 NaN            NaN
  1034.11        2500.00                 NaN            NaN            NaN   3.44825        26.6300                 NaN   12.1711        38.8106       0.103853                 NaN            NaN   18.8362                 NaN            NaN
  1032.56        2500.00                 NaN            NaN            NaN   3.44577        26.6562                 NaN   12.1845        38.7850       0.101390                 NaN            NaN   18.8272                 NaN            NaN
  1031.01        2500.00                 NaN            NaN            NaN   3.44880        26.6880                 NaN   12.1996        38.7544       0.981512E-001            NaN            NaN   18.8111                 NaN            NaN
  1029.46        2500.00                 NaN            NaN            NaN   3.44437        26.6927                 NaN   12.2304        38.7320       0.948705E-001            NaN            NaN   18.8056                 NaN            NaN
  1027.91        2500.00                 NaN            NaN            NaN   3.56626        26.3389                 NaN   12.2551        38.9649       0.113830                 NaN            NaN   18.7610                 NaN            NaN
  1026.36        2500.00                 NaN            NaN            NaN   3.44826        26.7563                 NaN   12.2626        38.6681       0.878627E-001            NaN            NaN   18.7768                 NaN            NaN
  1024.81        2500.00                 NaN            NaN            NaN   3.45069        26.7856                 NaN   12.2768        38.6393       0.848086E-001            NaN            NaN   18.7628                 NaN            NaN
  1023.26        2500.00                 NaN            NaN            NaN   3.45322        26.8151                 NaN   12.2908        38.6105       0.817580E-001            NaN            NaN   18.7486                 NaN            NaN
  1021.70        2500.00                 NaN            NaN            NaN   3.45607        26.8368                 NaN   12.3034        38.5876       0.790470E-001            NaN            NaN   18.7371                 NaN            NaN
  1020.15        2500.00                 NaN            NaN            NaN   3.45840        26.8711                 NaN   12.3173        38.5555       0.761514E-001            NaN            NaN   18.7215                 NaN            NaN
  1018.60        2500.00                 NaN            NaN            NaN   3.58380        26.5009                 NaN   12.3245        38.8182       0.100822                 NaN            NaN   18.6717                 NaN            NaN
  1017.05        2500.00                 NaN            NaN            NaN   3.54545        26.6581                 NaN   12.3435        38.6943       0.884446E-001            NaN            NaN   18.6702                 NaN            NaN
  1015.50        2500.00                 NaN            NaN            NaN   3.46572        26.9550                 NaN   12.3559        38.4745       0.684172E-001            NaN            NaN   18.6804                 NaN            NaN
  1013.95        2500.00                 NaN            NaN            NaN   3.47019        26.9677                 NaN   12.3709        38.4553       0.647602E-001            NaN            NaN   18.6712                 NaN            NaN
  1012.40        2500.00                 NaN            NaN            NaN   3.47535        26.9864                 NaN   12.3711        38.4435       0.647255E-001            NaN            NaN   18.6589                 NaN            NaN
  1010.85        2500.00                 NaN            NaN            NaN   3.47684        27.0270                 NaN   12.3976        38.3984       0.590813E-001            NaN            NaN   18.6410                 NaN            NaN
  1009.30        2500.00                 NaN            NaN            NaN   3.48005        27.0570                 NaN   12.4104        38.3701       0.562576E-001            NaN            NaN   18.6262                 NaN            NaN
  1007.75        2500.00                 NaN            NaN            NaN   3.85111        19.1932        3.71577        11.4726        41.8395       0.345746                 NaN            NaN   19.5820                 NaN            NaN
  1006.20        2500.00                 NaN            NaN            NaN   3.48779        27.1119                 NaN   12.4361        38.3169       0.507817E-001            NaN            NaN   18.5965                 NaN            NaN
  1004.65        2500.00                 NaN            NaN            NaN   3.49190        27.1378                 NaN   12.4493        38.2911       0.479711E-001            NaN            NaN   18.5820                 NaN            NaN
  1003.10        2500.00                 NaN            NaN            NaN   3.61151        26.5160                 NaN   12.4709        38.7133       0.716544E-001            NaN            NaN   18.6166                 NaN            NaN
  1001.55        2500.00                 NaN            NaN            NaN   3.61824        26.7901                 NaN   12.4960        38.5193       0.687749E-001            NaN            NaN   18.5076                 NaN            NaN
  1000.00        2500.00                 NaN            NaN            NaN   3.60261        26.9167                 NaN   12.5994        38.3408       0.498361E-001            NaN            NaN   18.4906                 NaN            NaN
