|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc             hed           
  1559.68        2500.00        99.3983                 NaN  0.545931       0.557739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.13        2500.00        99.4022                 NaN  0.543280       0.544903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.58        2500.00        99.4070                 NaN  0.540158       0.528628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.03        2500.00        99.4111                 NaN  0.537043       0.518231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.48        2500.00        99.4143                 NaN  0.534801       0.508759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        99.4138                 NaN  0.535256       0.509286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.4325                 NaN  0.518111       0.493984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.4277                 NaN  0.522855       0.494042E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.4345                 NaN  0.518580       0.469354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.4366                 NaN  0.517300       0.461305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.4041                 NaN  0.547040       0.489091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.4905                 NaN  0.467280       0.421743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.4417                 NaN  0.514284       0.440331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.4527                 NaN  0.504289       0.430126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.4565                 NaN  0.501586       0.418799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.4594                 NaN  0.499507       0.411026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.4644                 NaN  0.494767       0.408153E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.4665                 NaN  0.494544       0.389475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.4714                 NaN  0.490244       0.383185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.6013                 NaN  0.368920       0.297832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.3503                 NaN  0.604276       0.454379E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4810                 NaN  0.482534       0.364365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4837                 NaN  0.482309       0.340388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4868                 NaN  0.484906       0.282810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.4535                 NaN  0.237140       0.141209       0.168122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.3397                 NaN  0.141779                 NaN  0.518527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.1745                 NaN            NaN            NaN  0.825455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.5976                 NaN            NaN            NaN  0.402368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.1774                 NaN            NaN            NaN  0.822623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.3120                 NaN            NaN            NaN  0.688045                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.3088                 NaN            NaN            NaN  0.691150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.3038                 NaN            NaN            NaN  0.696181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.2963                 NaN            NaN            NaN  0.703726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.2931                 NaN            NaN            NaN  0.706898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.2827                 NaN            NaN            NaN  0.717284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.0979                 NaN            NaN            NaN  0.593903       0.308172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.8583                 NaN            NaN            NaN  0.735100       0.406571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.8745                 NaN            NaN            NaN  0.402063       0.723422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.8837                 NaN            NaN            NaN  0.398362       0.717955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.8941                 NaN            NaN            NaN  0.393476       0.712452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.9059                 NaN            NaN            NaN  0.389572       0.704487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.9180                 NaN            NaN            NaN  0.697834       0.384157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.9270                 NaN            NaN            NaN  0.691155       0.381832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.9382                 NaN            NaN            NaN  0.377718       0.684036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.9432                 NaN            NaN            NaN  0.373586       0.683182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.9584                 NaN            NaN            NaN  0.370528       0.671103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.9693                 NaN            NaN            NaN  0.364043       0.666643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.9771                 NaN            NaN            NaN  0.662280       0.360663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.9862                 NaN            NaN            NaN  0.357206       0.656572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9934                 NaN            NaN            NaN  0.353897       0.652676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        99.0024                 NaN            NaN            NaN  0.350821       0.646791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        99.0124                 NaN            NaN            NaN  0.641307       0.346293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        99.0183                 NaN            NaN            NaN  0.343893       0.637851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        99.0288                 NaN            NaN            NaN  0.633285       0.337933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        99.0369                 NaN            NaN            NaN  0.627731       0.335354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        99.0426                 NaN            NaN            NaN  0.624523       0.332849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        99.0531                 NaN            NaN            NaN  0.618284       0.328641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        99.0581                 NaN            NaN            NaN  0.326923       0.614948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        99.0667                 NaN            NaN  0.472734E-005  0.321857       0.611457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        99.0739                 NaN            NaN            NaN  0.607570       0.318495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        99.0790                 NaN            NaN            NaN  0.316384       0.604636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        98.8152                 NaN            NaN            NaN  0.424737       0.633324       0.126758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        96.9188                 NaN            NaN  0.108851       0.881471        1.05551        1.03535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        96.9155                 NaN            NaN  0.274304       0.817778       0.922216        1.07023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        97.0008                 NaN            NaN  0.270253       0.787042       0.900277        1.04161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        97.0749                 NaN            NaN  0.267799       0.757877       0.881932        1.01750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        97.1379                 NaN            NaN  0.266164       0.867751       0.731104       0.997073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        97.2257                 NaN            NaN  0.261752       0.843179       0.701877       0.967459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.2917                 NaN            NaN  0.259116       0.825885       0.678086       0.945234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.3567                 NaN            NaN  0.256661       0.810145       0.652962       0.923563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.4178                 NaN            NaN  0.254560       0.794607       0.629581       0.903461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.4791                 NaN            NaN  0.252152       0.779229       0.606614       0.882903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.5289                 NaN            NaN  0.251138       0.587062       0.766148       0.866726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.5968                 NaN            NaN  0.247065       0.749690       0.562846       0.843552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        96.6942                 NaN            NaN  0.349032        1.03677       0.756946        1.16305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        98.6616                 NaN            NaN  0.139455       0.308038       0.422427       0.468502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.7498                 NaN            NaN  0.241514       0.709878       0.506516       0.792309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.7939                 NaN            NaN  0.240292       0.489272       0.698787       0.777729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.8407                 NaN            NaN  0.238182       0.688295       0.471154       0.761681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.8865                 NaN            NaN  0.236839       0.675918       0.454325       0.746463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.9303                 NaN            NaN  0.234232       0.665188       0.438802       0.731479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.9714                 NaN            NaN  0.233286       0.654665       0.422602       0.718042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        98.0126                 NaN            NaN  0.231426       0.644634       0.407434       0.703902                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        98.0510                 NaN            NaN  0.230172       0.393578       0.634364       0.690922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        98.0882                 NaN            NaN  0.228737       0.625833       0.378992       0.678250                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.90        2500.00        98.0286                 NaN            NaN  0.368941       0.801535       0.675820E-001  0.733359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.35        2500.00        98.2514                 NaN            NaN  0.823182E-001  0.420297       0.659342       0.586680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.80        2500.00        98.1933                 NaN            NaN  0.224905       0.599576       0.339383       0.642854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.25        2500.00        98.2091                 NaN            NaN  0.225228       0.331792       0.595327       0.638521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.70        2500.00        98.2807                 NaN            NaN  0.219431       0.577487       0.310786       0.611557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1420.15        2500.00        98.2005                 NaN            NaN  0.233812       0.594020       0.321325       0.650345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.4075                 NaN            NaN  0.206726       0.270640       0.555716       0.559435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.3509                 NaN            NaN  0.217861       0.281089       0.561395       0.588740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.3790                 NaN            NaN  0.216789       0.270383       0.554696       0.579099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.4078                 NaN            NaN  0.215587       0.547927       0.259348       0.569369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.4335                 NaN            NaN  0.214724       0.540695       0.250564       0.560557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.4617                 NaN            NaN  0.213154       0.535403       0.239176       0.550594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.4852                 NaN            NaN  0.212005       0.229815       0.530326       0.542616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.5108                 NaN            NaN  0.211060       0.524535       0.219881       0.533714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.5345                 NaN            NaN  0.209688       0.518662       0.211649       0.525529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.5588                 NaN            NaN  0.208834       0.512210       0.203004       0.517128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.5829                 NaN            NaN  0.207175       0.506902       0.194425       0.508589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.6045                 NaN            NaN  0.206245       0.185788       0.502300       0.501178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.6264                 NaN            NaN  0.204777       0.497475       0.177837       0.493531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.6480                 NaN            NaN  0.203625       0.170309       0.491993       0.486091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.6582                 NaN            NaN  0.226379       0.501721       0.124865       0.488814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.0512                 NaN            NaN  0.275571       0.264249       0.708559       0.700455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.79        2500.00        99.3701                 NaN            NaN  0.100544       0.243175       0.639077E-001  0.222283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.7287                 NaN            NaN  0.197998       0.473992       0.142026       0.457270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.7479                 NaN            NaN  0.197421       0.469742       0.134251       0.450733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.7670                 NaN            NaN  0.195916       0.466349       0.126706       0.444000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.7846                 NaN            NaN  0.194428       0.121308       0.462127       0.437574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.8021                 NaN            NaN  0.193273       0.115222       0.458030       0.431407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.8182                 NaN            NaN  0.192084       0.455029       0.109094       0.425621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.8351                 NaN            NaN  0.189886       0.104750       0.450944       0.419334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.8490                 NaN            NaN  0.188344       0.447207       0.100985       0.414437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.8693                 NaN            NaN  0.187572       0.908480E-001  0.445438       0.406872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1378.29        2500.00        98.8837                 NaN            NaN  0.185722       0.440390       0.883722E-001  0.401816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.8986                 NaN            NaN  0.183861       0.437642       0.836537E-001  0.396231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.9143                 NaN            NaN  0.182503       0.433632       0.790006E-001  0.390573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.9291                 NaN            NaN  0.181094       0.430482       0.741679E-001  0.385169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.9433                 NaN            NaN  0.179441       0.700184E-001  0.427305       0.379974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.9581                 NaN            NaN  0.177067       0.669365E-001  0.423514       0.374381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        98.9705                 NaN            NaN  0.176003       0.610346E-001  0.422575       0.369894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1367.43        2500.00        98.9852                 NaN            NaN  0.173350       0.417031       0.602574E-001  0.364113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.88        2500.00        98.9939                 NaN            NaN  0.176255       0.466462E-001  0.420735       0.362416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1364.33        2500.00        99.0094                 NaN            NaN  0.161148       0.403052       0.733931E-001  0.353026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1362.78        2500.00        99.0289                 NaN            NaN  0.171777       0.389848E-001  0.411677       0.348700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1361.23        2500.00        99.0363                 NaN            NaN  0.165802       0.406941       0.461374E-001  0.344849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1359.68        2500.00        99.0481                 NaN            NaN  0.163916       0.428197E-001  0.404757       0.340430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1358.13        2500.00        99.0601                 NaN            NaN  0.162022       0.397822E-001  0.402139       0.335910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1356.58        2500.00        99.0719                 NaN            NaN  0.159820       0.378169E-001  0.399117       0.331312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.03        2500.00        99.0830                 NaN            NaN  0.157343       0.396636       0.361697E-001  0.326900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1353.48        2500.00        99.0940                 NaN            NaN  0.155518       0.331169E-001  0.394679       0.322652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1351.93        2500.00        99.1050                 NaN            NaN  0.153269       0.311871E-001  0.392150       0.318347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1350.38        2500.00        99.1157                 NaN            NaN  0.150854       0.389441       0.298078E-001  0.314216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        99.1263                 NaN            NaN  0.153616       0.393698       0.154223E-001  0.311002                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        99.1355                 NaN            NaN  0.140507       0.377747       0.411008E-001  0.305191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        99.1463                 NaN            NaN  0.143610       0.382670       0.254123E-001  0.302024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        99.1556                 NaN            NaN  0.141054       0.380729       0.243381E-001  0.298284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.1662                 NaN            NaN  0.139477       0.214648E-001  0.378494       0.294349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.1746                 NaN            NaN  0.135426       0.376533       0.230706E-001  0.290376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.1831                 NaN            NaN  0.133438       0.215891E-001  0.374781       0.287122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.1926                 NaN            NaN  0.130357       0.371639       0.222436E-001  0.283200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.2005                 NaN            NaN  0.128279       0.188150E-001  0.372471       0.279965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.2089                 NaN            NaN  0.124813       0.369222       0.206986E-001  0.276328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
