|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         iron           ne             lc            
  1553.87        2500.00        99.3249       0.627437       0.476394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00        99.3281       0.625876       0.460271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00        99.3351       0.620000       0.448818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00        99.3379       0.619703       0.424023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00        99.3284       0.630234       0.413970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00        99.3584       0.603549       0.380614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00        99.3551       0.604543       0.403147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00        99.3575       0.603112       0.394198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00        99.3633       0.597251       0.394199E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00        99.3664       0.595351       0.382981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.3725       0.590297       0.372239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.3767       0.541274       0.819801E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.3784       0.621551                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.3711       0.554379       0.184079E-001            NaN            NaN  0.561434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        99.2139                 NaN  0.318433E-001            NaN            NaN  0.754298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        98.9340       0.928825E-002  0.493080E-003            NaN            NaN   1.05617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.6368                 NaN  0.241989E-001            NaN            NaN  0.339033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.0507                 NaN            NaN            NaN            NaN  0.949288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        98.0414                 NaN            NaN            NaN            NaN   1.95859                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.8489                 NaN            NaN            NaN            NaN  0.151127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        98.9248                 NaN            NaN            NaN            NaN   1.07523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.1935                 NaN  0.167590E-002            NaN            NaN  0.804800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.1904                 NaN            NaN            NaN            NaN  0.809627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.1899                 NaN            NaN            NaN            NaN  0.810060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.1770                 NaN            NaN            NaN            NaN  0.823022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1695                 NaN            NaN            NaN            NaN  0.830490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        98.9539                 NaN            NaN            NaN            NaN  0.354467       0.691604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.7018                 NaN            NaN            NaN            NaN  0.499176       0.799024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7090                 NaN            NaN            NaN            NaN  0.496281       0.794744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.7383                 NaN            NaN            NaN            NaN  0.486068       0.775641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.7453                 NaN            NaN            NaN            NaN  0.483974       0.770764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.8360                 NaN            NaN            NaN            NaN  0.447748       0.716269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.6915                 NaN            NaN            NaN            NaN  0.503933       0.804537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7840                 NaN            NaN            NaN            NaN  0.748184       0.467861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.1538                 NaN            NaN            NaN            NaN  0.708619        1.13757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        99.5550                 NaN            NaN            NaN            NaN  0.274291       0.170673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        98.7197                 NaN            NaN            NaN            NaN  0.491166       0.789151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8320                 NaN            NaN            NaN            NaN  0.719628       0.448420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8426                 NaN            NaN            NaN            NaN  0.712987       0.444398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8530                 NaN            NaN            NaN            NaN  0.706436       0.440536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.8646                 NaN            NaN            NaN            NaN  0.700431       0.435004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.8748                 NaN            NaN            NaN            NaN  0.429768       0.695414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8855                 NaN            NaN            NaN            NaN  0.687590       0.426883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8951                 NaN            NaN            NaN            NaN  0.421817       0.683100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.9052                 NaN            NaN            NaN            NaN  0.418164       0.676651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9156                 NaN            NaN            NaN            NaN  0.413233       0.671205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9250                 NaN            NaN            NaN            NaN  0.665485       0.409560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9333                 NaN            NaN            NaN            NaN  0.405741       0.660980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9397                 NaN            NaN            NaN            NaN  0.403699       0.656615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.9546                 NaN            NaN            NaN            NaN  0.397211       0.648182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9618                 NaN            NaN            NaN            NaN  0.393678       0.644526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9704                 NaN            NaN            NaN            NaN  0.640210       0.389396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9769                 NaN            NaN            NaN            NaN  0.636349       0.386755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9875                 NaN            NaN            NaN            NaN  0.382006       0.630461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9952                 NaN            NaN            NaN            NaN  0.626571       0.378243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        99.0036                 NaN            NaN            NaN            NaN  0.375066       0.621346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0082                 NaN            NaN            NaN            NaN  0.370946       0.620878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0197                 NaN            NaN            NaN            NaN  0.612649       0.367671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0245                 NaN            NaN            NaN            NaN  0.364633       0.610907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0325                 NaN            NaN            NaN            NaN  0.361295       0.606203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        97.9541                 NaN            NaN            NaN            NaN  0.852101       0.715857       0.477983                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        97.2843                 NaN  0.563578E-002            NaN            NaN  0.775606        1.15098       0.783524                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2742                 NaN  0.222167                 NaN            NaN  0.857786       0.824583       0.821217                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3279                 NaN  0.250951                 NaN            NaN  0.815454       0.795303       0.810399                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3953                 NaN  0.255787                 NaN            NaN  0.757634       0.799954       0.791348                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4552                 NaN  0.249132                 NaN            NaN  0.740697       0.781770       0.773230                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.5066                 NaN  0.248138                 NaN            NaN  0.766805       0.720503       0.757970                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5741                 NaN  0.243527                 NaN            NaN  0.696811       0.748021       0.737543                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.6163                 NaN  0.242786                 NaN            NaN  0.738654       0.676589       0.725650                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6791                 NaN  0.239094                 NaN            NaN  0.720155       0.655015       0.706638                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7251                 NaN  0.237701                 NaN            NaN  0.706913       0.637635       0.692697                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7705                 NaN  0.235867                 NaN            NaN  0.694743       0.619733       0.679184                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8160                 NaN  0.233999                 NaN            NaN  0.682098       0.602379       0.665533                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8604                 NaN  0.232094                 NaN            NaN  0.585848       0.669393       0.652309                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.9048                 NaN  0.229969                 NaN            NaN  0.569290       0.656962       0.638983                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9457                 NaN  0.228303                 NaN            NaN  0.554044       0.645140       0.626821                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9860                 NaN  0.226346                 NaN            NaN  0.538683       0.634333       0.614634                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0186                 NaN  0.225285                 NaN            NaN  0.623492       0.527733       0.604863                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0623                 NaN  0.222739                 NaN            NaN  0.615172       0.507931       0.591833                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0981                 NaN  0.221435                 NaN            NaN  0.603143       0.496311       0.581058                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1335                 NaN  0.219771                 NaN            NaN  0.483668       0.592428       0.570660                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1673                 NaN  0.218074                 NaN            NaN  0.583592       0.471547       0.559519                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.2009                 NaN  0.216548                 NaN            NaN  0.458734       0.574224       0.549545                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2317                 NaN  0.215147                 NaN            NaN  0.447980       0.564722       0.540440                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2571                 NaN  0.250046                 NaN            NaN  0.571321       0.383304       0.538217                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2978                 NaN  0.175370                 NaN            NaN  0.534208       0.478110       0.514502                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3205                 NaN  0.211108                 NaN            NaN  0.541120       0.413956       0.513311                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3501                 NaN  0.208983                 NaN            NaN  0.404220       0.532106       0.504556                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3798                 NaN  0.208199                 NaN            NaN  0.524334       0.392624       0.495008                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.4044                 NaN  0.206733                 NaN            NaN  0.384012       0.517247       0.487650                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4300                 NaN  0.205710                 NaN            NaN  0.510999       0.373339       0.479902                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4472                 NaN  0.205608                 NaN            NaN  0.503054       0.368731       0.475417                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4905                 NaN  0.200672                 NaN            NaN  0.495029       0.353430       0.460335                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.5043                 NaN  0.201510                 NaN            NaN  0.489684       0.347613       0.456893                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5262                 NaN  0.200738                 NaN            NaN  0.338089       0.484330       0.450598                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5490                 NaN  0.198486                 NaN            NaN  0.475689       0.334167       0.442653                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5718                 NaN  0.197275                 NaN            NaN  0.470203       0.324777       0.435967                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5930                 NaN  0.195918                 NaN            NaN  0.464215       0.317630       0.429236                 NaN            NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6137                 NaN  0.194801                 NaN            NaN  0.458381       0.310155       0.422946                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6329                 NaN  0.194202                 NaN            NaN  0.453733       0.302193       0.416939                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6546                 NaN  0.191656                 NaN            NaN  0.446358       0.297336       0.410069                 NaN            NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6730                 NaN  0.190725                 NaN            NaN  0.441833       0.290163       0.404317                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6921                 NaN  0.189808                 NaN            NaN  0.283193       0.436415       0.398496                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.7103                 NaN  0.188088                 NaN            NaN  0.278240       0.430735       0.392637                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7230                 NaN  0.187207                 NaN            NaN  0.273696       0.427380       0.388679                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7486                 NaN  0.185536                 NaN            NaN  0.264831       0.420376       0.380623                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7674                 NaN  0.183123                 NaN            NaN  0.414567       0.260382       0.374522                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7792                 NaN  0.182519                 NaN            NaN  0.256317       0.411079       0.370917                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7981                 NaN  0.180771                 NaN            NaN  0.250142       0.406210       0.364737                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8128                 NaN  0.179599                 NaN            NaN  0.402030       0.245375       0.360188                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8287                 NaN  0.177946                 NaN            NaN  0.241531       0.396703       0.355149                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8434                 NaN  0.176364                 NaN            NaN  0.236690       0.393246       0.350285                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8587                 NaN  0.175201                 NaN            NaN  0.389060       0.231408       0.345619                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8738                 NaN  0.173117                 NaN            NaN  0.384203       0.228432       0.340428                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8872                 NaN  0.171810                 NaN            NaN  0.379790       0.224900       0.336256                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.9018                 NaN  0.169950                 NaN            NaN  0.375617       0.221182       0.331437                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9149                 NaN  0.168602                 NaN            NaN  0.372157       0.217089       0.327265                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9287                 NaN  0.166685                 NaN            NaN  0.214501       0.367438       0.322650                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9417                 NaN  0.164939                 NaN            NaN  0.211351       0.363571       0.318407                 NaN            NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9547                 NaN  0.163538                 NaN            NaN  0.359718       0.207827       0.314213                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9668                 NaN  0.161370                 NaN            NaN  0.356073       0.205560       0.310169                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9793                 NaN  0.159533                 NaN            NaN  0.202942       0.352133       0.306068                 NaN            NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9914                 NaN  0.158042                 NaN            NaN  0.348204       0.200167       0.302139                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        99.0030                 NaN  0.155368                 NaN            NaN  0.344191       0.199331       0.298134                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0118                 NaN  0.156003                 NaN            NaN  0.193652       0.342639       0.295878                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0279                 NaN  0.149187                 NaN            NaN  0.333988       0.199519       0.289364                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0369                 NaN  0.151029                 NaN            NaN  0.191072       0.333938       0.287018                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0478                 NaN  0.147791                 NaN            NaN  0.191881       0.329276       0.283285                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0584                 NaN  0.145716                 NaN            NaN  0.190628       0.325608       0.279695                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0677                 NaN  0.143710                 NaN            NaN  0.189802       0.322230       0.276526                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0788                 NaN  0.141376                 NaN            NaN  0.188253       0.318887       0.272694                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0892                 NaN  0.139602                 NaN            NaN  0.188389       0.313282       0.269558                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0978                 NaN  0.136519                 NaN            NaN  0.311786       0.187842       0.266020                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.1069                 NaN  0.134277                 NaN            NaN  0.307228       0.188496       0.263111                 NaN            NaN            NaN            NaN            NaN            NaN
  1340.23        2500.00        99.1181                 NaN  0.132579                 NaN            NaN  0.303180       0.186668       0.259448                 NaN            NaN            NaN            NaN            NaN            NaN
