|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         iron           ne             lc            
  1063.30        2500.00                 NaN            NaN   5.28038                 NaN            NaN   22.2667                 NaN   10.0754        43.0915        1.67775                 NaN            NaN   17.6082                 NaN
  1061.72        2500.00                 NaN            NaN   5.28422                 NaN            NaN   22.2751                 NaN   10.0836        43.0793        1.67532                 NaN            NaN   17.6025                 NaN
  1060.13        2500.00                 NaN            NaN   5.28804                 NaN            NaN   22.3089                 NaN   10.0918        43.0506        1.67285                 NaN            NaN   17.5878                 NaN
  1058.55        2500.00                 NaN            NaN   5.22499                 NaN            NaN   22.5735                 NaN   10.1452        42.8597        1.63571                 NaN            NaN   17.5610                 NaN
  1056.97        2500.00                 NaN            NaN   5.21247                 NaN            NaN   22.6587                 NaN   10.1681        42.7921        1.62229                 NaN            NaN   17.5462                 NaN
  1055.39        2500.00                 NaN            NaN   5.25605                 NaN            NaN   22.6015                 NaN   10.1508        42.8285        1.64086                 NaN            NaN   17.5223                 NaN
  1053.80        2500.00                 NaN            NaN   5.23509                 NaN            NaN   22.6104                 NaN   10.1729        42.8137        1.62660                 NaN            NaN   17.5413                 NaN
  1052.22        2500.00                 NaN            NaN   5.23889                 NaN            NaN   22.6213                 NaN   10.1819        42.7994        1.62376                 NaN            NaN   17.5348                 NaN
  1050.64        2500.00                 NaN            NaN   5.22616                 NaN            NaN   22.7094                 NaN   10.2049        42.7305        1.60986                 NaN            NaN   17.5192                 NaN
  1049.06        2500.00                 NaN            NaN   5.22875                 NaN            NaN   22.7250                 NaN   10.2158        42.7118        1.60633                 NaN            NaN   17.5123                 NaN
  1047.47        2500.00                 NaN            NaN   5.23218                 NaN            NaN   22.7382                 NaN   10.2252        42.6957        1.60306                 NaN            NaN   17.5056                 NaN
  1045.89        2500.00                 NaN            NaN   5.23549                 NaN            NaN   22.7523                 NaN   10.2349        42.6791        1.59972                 NaN            NaN   17.4986                 NaN
  1044.31        2500.00                 NaN            NaN   5.24010                 NaN            NaN   22.7663                 NaN   10.2399        42.6674        1.59616                 NaN            NaN   17.4903                 NaN
  1042.73        2500.00                 NaN            NaN   5.24278                 NaN            NaN   22.7789                 NaN   10.2471        42.6536        1.59369                 NaN            NaN   17.4839                 NaN
  1041.14        2500.00                 NaN            NaN   5.24521                 NaN            NaN   22.7956                 NaN   10.2643        42.6281        1.58945                 NaN            NaN   17.4773                 NaN
  1039.56        2500.00                 NaN            NaN   5.24836                 NaN            NaN   22.8104                 NaN   10.2741        42.6110        1.58598                 NaN            NaN   17.4702                 NaN
  1037.98        2500.00                 NaN            NaN  0.147342        5.04464                 NaN   22.6670                 NaN   10.2236        42.7212        1.62920                 NaN            NaN   17.5670                 NaN
  1036.40        2500.00                 NaN            NaN  0.146355        5.04947                 NaN   22.6776                 NaN   10.2322        42.7075        1.62635                 NaN            NaN   17.5605                 NaN
  1034.81        2500.00                 NaN            NaN   5.25777                 NaN            NaN   22.8577                 NaN   10.3043        42.5572        1.57503                 NaN            NaN   17.4479                 NaN
  1033.23        2500.00                 NaN            NaN   5.26099                 NaN            NaN   22.8738                 NaN   10.3146        42.5390        1.57129                 NaN            NaN   17.4404                 NaN
  1031.65        2500.00                 NaN            NaN   5.26410                 NaN            NaN   22.8903                 NaN   10.3249        42.5204        1.56753                 NaN            NaN   17.4327                 NaN
  1030.07        2500.00                 NaN            NaN   5.26434                 NaN            NaN   22.9141                 NaN   10.3354        42.4979        1.56361                 NaN            NaN   17.4246                 NaN
  1028.48        2500.00                 NaN            NaN  0.141550        5.07341                 NaN   22.7330                 NaN   10.2757        42.6372        1.61161                 NaN            NaN   17.5276                 NaN
  1026.90        2500.00                 NaN            NaN   5.33246                 NaN            NaN   22.8018                 NaN   10.3012        42.5788        1.58873                 NaN            NaN   17.3970                 NaN
  1025.32        2500.00                 NaN            NaN   5.27497                 NaN            NaN   22.9633                 NaN   10.3684        42.4422        1.55175                 NaN            NaN   17.3995                 NaN
  1023.74        2500.00                 NaN            NaN   5.27638                 NaN            NaN   22.9846                 NaN   10.3806        42.4211        1.54811                 NaN            NaN   17.3892                 NaN
  1022.15        2500.00                 NaN            NaN   5.28286                 NaN            NaN   22.9899                 NaN   10.3873        42.4088        1.54439                 NaN            NaN   17.3867                 NaN
  1020.57        2500.00                 NaN            NaN   5.28296                 NaN            NaN   23.0205                 NaN   10.4019        42.3816        1.53948                 NaN            NaN   17.3735                 NaN
  1018.99        2500.00                 NaN            NaN   5.28592                 NaN            NaN   23.0401                 NaN   10.4129        42.3606        1.53513                 NaN            NaN   17.3654                 NaN
  1017.41        2500.00                 NaN            NaN   5.28934                 NaN            NaN   23.0574                 NaN   10.4236        42.3414        1.53116                 NaN            NaN   17.3570                 NaN
  1015.82        2500.00                 NaN            NaN   5.28998                 NaN            NaN   23.0814                 NaN   10.4406        42.3161        1.52598                 NaN            NaN   17.3460                 NaN
  1014.24        2500.00                 NaN            NaN   5.29719                 NaN            NaN   23.0893                 NaN   10.4445        42.3043        1.52291                 NaN            NaN   17.3418                 NaN
  1012.66        2500.00                 NaN            NaN   5.29539                 NaN            NaN   23.1249                 NaN   10.4604        42.2741        1.51775                 NaN            NaN   17.3275                 NaN
  1011.08        2500.00                 NaN            NaN   5.30147                 NaN            NaN   23.1356                 NaN   10.4742        42.2557        1.51374                 NaN            NaN   17.3194                 NaN
  1009.49        2500.00                 NaN            NaN   5.30390                 NaN            NaN   23.1779                 NaN   10.4751        42.2268        1.51031                 NaN            NaN   17.3060                 NaN
  1007.91        2500.00                 NaN            NaN   5.30482                 NaN            NaN   23.1886                 NaN   10.4952        42.2048        1.50522                 NaN            NaN   17.3014                 NaN
  1006.33        2500.00                 NaN            NaN   5.30793                 NaN            NaN   23.2104                 NaN   10.5069        42.1823        1.50060                 NaN            NaN   17.2920                 NaN
  1004.75        2500.00                 NaN            NaN   5.33159                 NaN            NaN   23.1295                 NaN   10.5021        42.2312        1.50688                 NaN            NaN   17.2987                 NaN
  1003.16        2500.00                 NaN            NaN   5.31312                 NaN            NaN   23.2506                 NaN   10.5359        42.1350        1.48666                 NaN            NaN   17.2787                 NaN
  1001.58        2500.00                 NaN            NaN   5.31294                 NaN            NaN   23.2459                 NaN   10.5314        42.1423        1.49075                 NaN            NaN   17.2767                 NaN
  1000.00        2500.00                 NaN            NaN   5.31618                 NaN            NaN   23.2671                 NaN   10.5431        42.1201        1.48607                 NaN            NaN   17.2675                 NaN
