|6.6.6
Archiving\03_Data\eq/QFM_m5/LAR/LAR_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ab            
  1564.10        2500.00        73.8017       0.921899        7.99948                 NaN   17.2769                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        72.7728       0.921873        7.98903                 NaN   18.3163                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        71.7439       0.921846        7.97858                 NaN   19.3557                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        70.7150       0.921820        7.96812                 NaN   20.3950                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        69.6862       0.921793        7.95767                 NaN   21.4343                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        68.6575       0.921767        7.94722                 NaN   22.4735                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        67.6288       0.921740        7.93677                 NaN   23.5127                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        66.6002       0.921714        7.92631                 NaN   24.5517                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        65.5717       0.921687        7.91586                 NaN   25.5908                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        64.6351       0.921653        7.90246                 NaN   26.5408                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        63.6986       0.921618        7.88907                 NaN   27.4907                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        62.5968       0.921574        7.87141                 NaN   27.5003        1.10993                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        61.3815       0.921527        7.85264                 NaN   26.9882        2.85612                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        60.1678       0.921477        7.83288                 NaN   26.4435        4.63435                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        58.9542       0.921427        7.81312                 NaN   25.8989        6.41238                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        57.7407       0.921378        7.79337                 NaN   25.3543        8.19023                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        56.5274       0.921328        7.77362                 NaN   24.8098        9.96788                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        55.3001       0.921281        7.75494                 NaN   24.3143        11.7095                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        54.0729       0.921234        7.73626                 NaN   23.8188        13.4509                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        52.8458       0.921187        7.71758                 NaN   23.3233        15.1921                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        51.6188       0.921140        7.69890                 NaN   22.8280        16.9332                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        50.3669       0.921093        7.68025                 NaN   22.3392        18.6926                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        48.9977       0.921079        7.67432                 NaN   22.0110       0.547009        19.8490                 NaN            NaN            NaN            NaN
  1490.38        2500.00        48.9977       0.921079        7.67432                 NaN   22.0110       0.547009        19.8490                 NaN            NaN            NaN            NaN
  1487.18        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1483.97        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1480.77        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1477.56        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1474.36        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1471.15        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1467.95        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1464.74        2500.00        46.1828       0.921079        7.67332                 NaN   21.6745        21.0403        2.50805                 NaN            NaN            NaN            NaN
  1461.54        2500.00        36.8177       0.920835        7.57660                 NaN   20.9667        9.10466        24.6135                 NaN            NaN            NaN            NaN
  1458.33        2500.00        36.8177       0.920835        7.57660                 NaN   20.9667        9.10466        24.6135                 NaN            NaN            NaN            NaN
  1455.13        2500.00        34.8528       0.920727        7.53482                 NaN   21.0209        25.1409        10.5298                 NaN            NaN            NaN            NaN
  1451.92        2500.00        33.9191       0.920667        7.51139       0.687651E-002   20.9428        25.5043        11.1948                 NaN            NaN            NaN            NaN
  1448.72        2500.00        33.0091       0.920591        7.48195       0.231763E-001   20.7954        25.9345        11.8353                 NaN            NaN            NaN            NaN
  1445.51        2500.00        33.0091       0.920591        7.48195       0.231763E-001   20.7954        25.9345        11.8353                 NaN            NaN            NaN            NaN
  1442.31        2500.00        33.0091       0.920591        7.48195       0.231763E-001   20.7954        25.9345        11.8353                 NaN            NaN            NaN            NaN
  1439.10        2500.00        33.0091       0.920591        7.48195       0.231763E-001   20.7954        25.9345        11.8353                 NaN            NaN            NaN            NaN
  1435.90        2500.00        29.6190       0.920249        7.34924       0.908319E-001   20.4405        27.3282        14.2520                 NaN            NaN            NaN            NaN
  1432.69        2500.00        29.6190       0.920249        7.34924       0.908319E-001   20.4405        27.3282        14.2520                 NaN            NaN            NaN            NaN
  1429.49        2500.00        28.0583       0.920063        7.27716       0.127206        20.3837        27.8516        15.3819                 NaN            NaN            NaN            NaN
  1426.28        2500.00        27.3062       0.919976        7.24366       0.150221        20.3549        28.0863        15.9387                 NaN            NaN            NaN            NaN
  1423.08        2500.00        26.5710       0.919873        7.20387       0.171724        20.3468        28.3097        16.4760       0.109487E-002            NaN            NaN            NaN
  1419.87        2500.00        26.5710       0.919873        7.20387       0.171724        20.3468        28.3097        16.4760       0.109487E-002            NaN            NaN            NaN
  1416.67        2500.00        26.5710       0.919873        7.20387       0.171724        20.3468        28.3097        16.4760       0.109487E-002            NaN            NaN            NaN
  1413.46        2500.00        26.5710       0.919873        7.20387       0.171724        20.3468        28.3097        16.4760       0.109487E-002            NaN            NaN            NaN
  1410.26        2500.00        21.8261       0.919862        7.19748       0.281375        19.0067        31.7100        17.5103        1.54821                 NaN            NaN            NaN
  1407.05        2500.00        20.8362       0.919842        7.18957       0.308146        18.7165        17.7123        32.4403        1.87713                 NaN            NaN            NaN
  1403.85        2500.00        19.9171       0.919761        7.15774       0.337135        18.3435        33.1519        17.8823        2.19903       0.916064E-001            NaN            NaN
  1400.64        2500.00        19.9171       0.919761        7.15774       0.337135        18.3435        33.1519        17.8823        2.19903       0.916064E-001            NaN            NaN
  1397.44        2500.00        18.2761       0.919211        6.94385       0.408167        17.0023        18.0714        34.6600        2.87358       0.845376                 NaN            NaN
  1394.23        2500.00        18.2761       0.919211        6.94385       0.408167        17.0023        18.0714        34.6600        2.87358       0.845376                 NaN            NaN
  1391.03        2500.00        18.2761       0.919211        6.94385       0.408167        17.0023        18.0714        34.6600        2.87358       0.845376                 NaN            NaN
  1387.82        2500.00        18.2761       0.919211        6.94385       0.408167        17.0023        18.0714        34.6600        2.87358       0.845376                 NaN            NaN
  1384.62        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1381.41        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1378.21        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1375.00        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1371.79        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1368.59        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1365.38        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1362.18        2500.00        15.4603       0.917880        6.42681       0.557945        14.1027        18.2256        37.6386        4.10873        2.56146                 NaN            NaN
  1358.97        2500.00        11.0413       0.914195        4.99662       0.899036        7.06311        44.0128        17.7391        6.31156        7.02228                 NaN            NaN
  1355.77        2500.00        11.0413       0.914195        4.99662       0.899036        7.06311        44.0128        17.7391        6.31156        7.02228                 NaN            NaN
  1352.56        2500.00        11.0413       0.914195        4.99662       0.899036        7.06311        44.0128        17.7391        6.31156        7.02228                 NaN            NaN
  1349.36        2500.00        11.0413       0.914195        4.99662       0.899036        7.06311        44.0128        17.7391        6.31156        7.02228                 NaN            NaN
  1346.15        2500.00        9.20256       0.911701        4.02979        1.10074        2.60397        17.0788        47.7632        7.35100        9.95826                 NaN            NaN
  1342.95        2500.00        9.20256       0.911701        4.02979        1.10074        2.60397        17.0788        47.7632        7.35100        9.95826                 NaN            NaN
  1339.74        2500.00        8.34056       0.910250        3.46684        1.21274       0.388732E-001   16.6196        49.8870        7.86727        11.6569                 NaN            NaN
  1336.54        2500.00        7.98318       0.909637        3.22964        1.21870                 NaN   49.5149        16.7192        8.04408        12.3807                 NaN            NaN
  1333.33        2500.00        7.63753       0.908979        2.97450        1.22257                 NaN   16.8307        49.0527        8.21546        13.1576                 NaN            NaN
  1330.13        2500.00        7.63753       0.908979        2.97450        1.22257                 NaN   16.8307        49.0527        8.21546        13.1576                 NaN            NaN
  1326.92        2500.00        7.63753       0.908979        2.97450        1.22257                 NaN   16.8307        49.0527        8.21546        13.1576                 NaN            NaN
  1323.72        2500.00        7.63753       0.908979        2.97450        1.22257                 NaN   16.8307        49.0527        8.21546        13.1576                 NaN            NaN
  1320.51        2500.00        6.35241       0.906183        1.89268        1.23992                 NaN   46.9735        17.3268        8.85319        16.4554                 NaN            NaN
  1317.31        2500.00                 NaN  0.905630        1.67608        1.23749                 NaN   46.6771        18.2388        9.71421        17.7413        3.80932                 NaN
  1314.10        2500.00                 NaN  0.904753        1.33649        1.24301                 NaN   45.6853        18.4678        9.73565        18.8048        3.82210                 NaN
  1310.90        2500.00                 NaN  0.904753        1.33649        1.24301                 NaN   45.6853        18.4678        9.73565        18.8048        3.82210                 NaN
  1307.69        2500.00                 NaN  0.902965       0.644270        1.25346                 NaN   18.9319        43.6653        9.77850        20.9763        3.84727                 NaN
  1304.49        2500.00                 NaN  0.902018       0.277855        1.25869                 NaN   42.6011        19.1706        9.79961        22.1299        3.86019                 NaN
  1301.28        2500.00                 NaN  0.901300                 NaN   1.26301                 NaN   41.7740        19.3525        9.82358        23.0146        3.87094                 NaN
  1298.08        2500.00                 NaN  0.901300                 NaN   1.26301                 NaN   41.7740        19.3525        9.82358        23.0146        3.87094                 NaN
  1294.87        2500.00                 NaN  0.901300                 NaN   1.26793                 NaN   19.4106        41.6083        9.88151        23.0542        3.87616                 NaN
  1291.67        2500.00                 NaN  0.901300                 NaN   1.26793                 NaN   19.4106        41.6083        9.88151        23.0542        3.87616                 NaN
  1288.46        2500.00                 NaN  0.901300                 NaN   1.26793                 NaN   19.4106        41.6083        9.88151        23.0542        3.87616                 NaN
