|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1527.98        2500.00                 NaN   99.1904                 NaN            NaN  0.581027E-003            NaN  0.808994                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.36        2500.00                 NaN   99.2276                 NaN  0.101307                 NaN            NaN  0.671131                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00                 NaN   99.1416                 NaN            NaN            NaN            NaN  0.858368                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.13        2500.00                 NaN   99.1815                 NaN            NaN            NaN            NaN  0.818528                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.52        2500.00                 NaN   99.1781                 NaN            NaN            NaN            NaN  0.821900                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.90        2500.00                 NaN   99.1740                 NaN            NaN            NaN            NaN  0.825965                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.29        2500.00                 NaN   99.1691                 NaN            NaN            NaN            NaN  0.830876                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.68        2500.00                 NaN   99.1646                 NaN            NaN            NaN            NaN  0.835362                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.06        2500.00                 NaN   99.1554                 NaN            NaN            NaN            NaN  0.844560                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.45        2500.00                 NaN   99.1506                 NaN            NaN            NaN            NaN  0.849363                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.83        2500.00                 NaN   99.1394                 NaN            NaN            NaN            NaN  0.860633                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.22        2500.00                 NaN   98.9881                 NaN            NaN            NaN            NaN  0.242788       0.769157                 NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00                 NaN   98.6405                 NaN            NaN            NaN            NaN  0.492910       0.866605                 NaN            NaN            NaN            NaN            NaN
  1506.99        2500.00                 NaN   98.6532                 NaN            NaN            NaN            NaN  0.859737       0.487023                 NaN            NaN            NaN            NaN            NaN
  1505.37        2500.00                 NaN   98.6694                 NaN            NaN            NaN            NaN  0.481468       0.849133                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00                 NaN   98.6655                 NaN            NaN            NaN  0.742337E-002  0.467562       0.859515                 NaN            NaN            NaN            NaN            NaN
  1502.14        2500.00                 NaN   98.6319                 NaN            NaN            NaN  0.282067E-001  0.439483       0.900422                 NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00                 NaN   98.6244                 NaN            NaN            NaN  0.394201E-001  0.421376       0.914771                 NaN            NaN            NaN            NaN            NaN
  1498.91        2500.00                 NaN   98.6396                 NaN            NaN            NaN  0.386670E-001  0.417442       0.904290                 NaN            NaN            NaN            NaN            NaN
  1497.30        2500.00                 NaN   98.6554                 NaN            NaN            NaN  0.378397E-001  0.893541       0.413265                 NaN            NaN            NaN            NaN            NaN
  1495.69        2500.00                 NaN   98.6704                 NaN            NaN            NaN  0.372411E-001  0.882355       0.409954                 NaN            NaN            NaN            NaN            NaN
  1494.07        2500.00                 NaN   98.6851                 NaN            NaN            NaN  0.365330E-001  0.406798       0.871601                 NaN            NaN            NaN            NaN            NaN
  1492.46        2500.00                 NaN   98.6993                 NaN            NaN            NaN  0.359332E-001  0.403197       0.861559                 NaN            NaN            NaN            NaN            NaN
  1490.84        2500.00                 NaN   98.7139                 NaN            NaN            NaN  0.352475E-001  0.850719       0.400121                 NaN            NaN            NaN            NaN            NaN
  1489.23        2500.00                 NaN   98.7283                 NaN            NaN            NaN  0.345813E-001  0.395670       0.841428                 NaN            NaN            NaN            NaN            NaN
  1487.61        2500.00                 NaN   98.7345                 NaN            NaN            NaN  0.340938E-001  0.837040       0.394353                 NaN            NaN            NaN            NaN            NaN
  1486.00        2500.00                 NaN   98.7132                 NaN            NaN            NaN  0.343270E-001  0.400889       0.851538                 NaN            NaN            NaN            NaN            NaN
  1484.38        2500.00                 NaN   98.8118                 NaN            NaN            NaN  0.309801E-001  0.781216       0.376046                 NaN            NaN            NaN            NaN            NaN
  1482.77        2500.00                 NaN   98.7829                 NaN            NaN            NaN  0.319451E-001  0.804136       0.380989                 NaN            NaN            NaN            NaN            NaN
  1481.15        2500.00                 NaN   98.7932                 NaN            NaN            NaN  0.315391E-001  0.797183       0.378045                 NaN            NaN            NaN            NaN            NaN
  1479.54        2500.00                 NaN   98.8045                 NaN            NaN            NaN  0.309988E-001  0.789412       0.375055                 NaN            NaN            NaN            NaN            NaN
  1477.93        2500.00                 NaN   98.8172                 NaN            NaN            NaN  0.304568E-001  0.370930       0.781364                 NaN            NaN            NaN            NaN            NaN
  1476.31        2500.00                 NaN   98.8296                 NaN            NaN            NaN  0.297434E-001  0.367355       0.773327                 NaN            NaN            NaN            NaN            NaN
  1474.70        2500.00                 NaN   98.8400                 NaN            NaN            NaN  0.291522E-001  0.766760       0.364110                 NaN            NaN            NaN            NaN            NaN
  1473.08        2500.00                 NaN   98.8490                 NaN            NaN            NaN  0.288025E-001  0.361271       0.760976                 NaN            NaN            NaN            NaN            NaN
  1471.47        2500.00                 NaN   98.8651                 NaN            NaN            NaN  0.279721E-001  0.750121       0.356758                 NaN            NaN            NaN            NaN            NaN
  1469.85        2500.00                 NaN   98.8717                 NaN            NaN            NaN  0.276204E-001  0.354610       0.746023                 NaN            NaN            NaN            NaN            NaN
  1468.24        2500.00                 NaN   98.9053                 NaN            NaN            NaN  0.264788E-001  0.343752       0.724488                 NaN            NaN            NaN            NaN            NaN
  1466.62        2500.00                 NaN   95.7664                 NaN            NaN            NaN  0.181957        1.45367        1.40504        1.19291                 NaN            NaN            NaN            NaN
  1465.01        2500.00                 NaN   95.0435                 NaN            NaN            NaN  0.218622        1.52187        1.71333        1.50263                 NaN            NaN            NaN            NaN
  1463.39        2500.00                 NaN   95.2996                 NaN            NaN            NaN  0.205911        1.62403        1.44431        1.42613                 NaN            NaN            NaN            NaN
  1461.78        2500.00                 NaN   95.5348                 NaN            NaN            NaN  0.194575        1.37074        1.54430        1.35562                 NaN            NaN            NaN            NaN
  1460.16        2500.00                 NaN   95.7472                 NaN            NaN            NaN  0.184045        1.30461        1.47200        1.29219                 NaN            NaN            NaN            NaN
  1458.55        2500.00                 NaN   95.9424                 NaN            NaN            NaN  0.174726        1.24471        1.40444        1.23370                 NaN            NaN            NaN            NaN
  1456.94        2500.00                 NaN   96.1222                 NaN            NaN            NaN  0.165809        1.18872        1.34354        1.17976                 NaN            NaN            NaN            NaN
  1455.32        2500.00                 NaN   96.2868                 NaN            NaN            NaN  0.157743        1.13758        1.28748        1.13041                 NaN            NaN            NaN            NaN
  1453.71        2500.00                 NaN   96.4372                 NaN            NaN            NaN  0.150585        1.09149        1.23538        1.08534                 NaN            NaN            NaN            NaN
  1452.09        2500.00                 NaN   96.5829                 NaN            NaN            NaN  0.143310        1.18667        1.04591        1.04125                 NaN            NaN            NaN            NaN
  1450.48        2500.00                 NaN   96.7127                 NaN            NaN            NaN  0.137061        1.14188        1.00628        1.00209                 NaN            NaN            NaN            NaN
  1448.86        2500.00                 NaN   96.8349                 NaN            NaN            NaN  0.131224       0.966947        1.10168       0.965199                 NaN            NaN            NaN            NaN
  1447.25        2500.00                 NaN   96.9509                 NaN            NaN            NaN  0.125461       0.931644        1.06162       0.930410                 NaN            NaN            NaN            NaN
  1445.63        2500.00                 NaN   97.0572                 NaN            NaN            NaN  0.120125        1.02621       0.898221       0.898250                 NaN            NaN            NaN            NaN
  1444.02        2500.00                 NaN   97.1580                 NaN            NaN            NaN  0.115165       0.866660       0.992317       0.867820                 NaN            NaN            NaN            NaN
  1442.40        2500.00                 NaN   97.2527                 NaN            NaN            NaN  0.110765       0.959874       0.837471       0.839175                 NaN            NaN            NaN            NaN
  1440.79        2500.00                 NaN   97.3415                 NaN            NaN            NaN  0.106160       0.930493       0.809511       0.812344                 NaN            NaN            NaN            NaN
  1439.17        2500.00                 NaN   97.4261                 NaN            NaN            NaN  0.102194       0.783006       0.902094       0.786582                 NaN            NaN            NaN            NaN
  1437.56        2500.00                 NaN   97.5041                 NaN            NaN            NaN  0.985410E-001  0.758824       0.875430       0.763116                 NaN            NaN            NaN            NaN
  1435.95        2500.00                 NaN   97.5818                 NaN            NaN            NaN  0.944157E-001  0.850424       0.733977       0.739427                 NaN            NaN            NaN            NaN
  1434.33        2500.00                 NaN   97.6521                 NaN            NaN            NaN  0.910639E-001  0.711559       0.827233       0.718058                 NaN            NaN            NaN            NaN
  1432.72        2500.00                 NaN   97.7200                 NaN            NaN            NaN  0.876469E-001  0.804679       0.690368       0.697299                 NaN            NaN            NaN            NaN
  1431.10        2500.00                 NaN   97.7837                 NaN            NaN            NaN  0.845422E-001  0.670271       0.783566       0.677913                 NaN            NaN            NaN            NaN
  1429.49        2500.00                 NaN   97.8455                 NaN            NaN            NaN  0.815428E-001  0.651121       0.762907       0.658958                 NaN            NaN            NaN            NaN
  1427.87        2500.00                 NaN   97.9030                 NaN            NaN            NaN  0.786986E-001  0.744212       0.632612       0.641501                 NaN            NaN            NaN            NaN
  1426.26        2500.00                 NaN   97.9587                 NaN            NaN            NaN  0.759596E-001  0.725955       0.615017       0.624349                 NaN            NaN            NaN            NaN
  1424.64        2500.00                 NaN   98.0128                 NaN            NaN            NaN  0.734439E-001  0.707866       0.598100       0.607771                 NaN            NaN            NaN            NaN
  1423.03        2500.00                 NaN   98.0626                 NaN            NaN            NaN  0.708453E-001  0.691862       0.582110       0.592568                 NaN            NaN            NaN            NaN
  1421.41        2500.00                 NaN   98.1098                 NaN            NaN            NaN  0.686588E-001  0.675945       0.567522       0.578084                 NaN            NaN            NaN            NaN
  1419.80        2500.00                 NaN   98.1579                 NaN            NaN            NaN  0.658576E-001  0.551533       0.661639       0.563116                 NaN            NaN            NaN            NaN
  1418.18        2500.00                 NaN   98.2025                 NaN            NaN            NaN  0.637854E-001  0.537569       0.646544       0.549566                 NaN            NaN            NaN            NaN
  1416.57        2500.00                 NaN   98.2433                 NaN            NaN            NaN  0.618743E-001  0.524917       0.632948       0.536934                 NaN            NaN            NaN            NaN
  1414.96        2500.00                 NaN   98.2864                 NaN            NaN            NaN  0.597532E-001  0.510961       0.619157       0.523774                 NaN            NaN            NaN            NaN
  1413.34        2500.00                 NaN   98.3244                 NaN            NaN            NaN  0.579262E-001  0.606653       0.499087       0.511941                 NaN            NaN            NaN            NaN
  1411.73        2500.00                 NaN   98.3633                 NaN            NaN            NaN  0.558211E-001  0.485868       0.594990       0.500070                 NaN            NaN            NaN            NaN
  1410.11        2500.00                 NaN   98.3988                 NaN            NaN            NaN  0.539830E-001  0.583720       0.474444       0.489089                 NaN            NaN            NaN            NaN
  1408.50        2500.00                 NaN   98.4340                 NaN            NaN            NaN  0.521922E-001  0.572520       0.463110       0.478178                 NaN            NaN            NaN            NaN
  1406.88        2500.00                 NaN   98.4678                 NaN            NaN            NaN  0.505076E-001  0.451987       0.562043       0.467704                 NaN            NaN            NaN            NaN
  1405.27        2500.00                 NaN   98.4997                 NaN            NaN            NaN  0.489256E-001  0.551872       0.441671       0.457808                 NaN            NaN            NaN            NaN
  1403.65        2500.00                 NaN   98.5317                 NaN            NaN            NaN  0.472438E-001  0.431098       0.542143       0.447861                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN   98.5617                 NaN            NaN            NaN  0.457486E-001  0.532235       0.421852       0.438501                 NaN            NaN            NaN            NaN
  1400.42        2500.00                 NaN   98.5903                 NaN            NaN            NaN  0.442095E-001  0.412591       0.523256       0.429603                 NaN            NaN            NaN            NaN
  1398.81        2500.00                 NaN   98.6191                 NaN            NaN            NaN  0.427568E-001  0.514570       0.402911       0.420655                 NaN            NaN            NaN            NaN
  1397.19        2500.00                 NaN   98.6456                 NaN            NaN            NaN  0.411981E-001  0.394084       0.506771       0.412320                 NaN            NaN            NaN            NaN
  1395.58        2500.00                 NaN   98.6728                 NaN            NaN            NaN  0.399856E-001  0.385284       0.498072       0.403896                 NaN            NaN            NaN            NaN
  1393.97        2500.00                 NaN   98.6977                 NaN            NaN            NaN  0.386668E-001  0.490465       0.377035       0.396146                 NaN            NaN            NaN            NaN
  1392.35        2500.00                 NaN   98.7227                 NaN            NaN            NaN  0.373545E-001  0.483043       0.368547       0.388358                 NaN            NaN            NaN            NaN
  1390.74        2500.00                 NaN   98.7466                 NaN            NaN            NaN  0.361055E-001  0.475460       0.361002       0.380813                 NaN            NaN            NaN            NaN
  1389.12        2500.00                 NaN   98.7692                 NaN            NaN            NaN  0.348816E-001  0.353408       0.468751       0.373741                 NaN            NaN            NaN            NaN
  1387.51        2500.00                 NaN   98.7921                 NaN            NaN            NaN  0.336701E-001  0.345801       0.461864       0.366526                 NaN            NaN            NaN            NaN
  1385.89        2500.00                 NaN   98.8134                 NaN            NaN            NaN  0.324995E-001  0.455844       0.338477       0.359782                 NaN            NaN            NaN            NaN
  1384.28        2500.00                 NaN   98.8349                 NaN            NaN            NaN  0.314816E-001  0.331397       0.449048       0.353204                 NaN            NaN            NaN            NaN
  1382.66        2500.00                 NaN   98.8554                 NaN            NaN            NaN  0.301643E-001  0.324393       0.443450       0.346628                 NaN            NaN            NaN            NaN
  1381.05        2500.00                 NaN   98.8743                 NaN            NaN            NaN  0.292471E-001  0.437163       0.318658       0.340643                 NaN            NaN            NaN            NaN
  1379.43        2500.00                 NaN   98.8949                 NaN            NaN            NaN  0.281291E-001  0.311065       0.431731       0.334178                 NaN            NaN            NaN            NaN
  1377.82        2500.00                 NaN   98.9122                 NaN            NaN            NaN  0.272573E-001  0.305609       0.426121       0.328786                 NaN            NaN            NaN            NaN
  1376.20        2500.00                 NaN   98.9318                 NaN            NaN            NaN  0.260564E-001  0.298652       0.420989       0.322493                 NaN            NaN            NaN            NaN
  1374.59        2500.00                 NaN   98.9487                 NaN            NaN            NaN  0.251900E-001  0.416061       0.292825       0.317238                 NaN            NaN            NaN            NaN
  1372.98        2500.00                 NaN   98.9658                 NaN            NaN            NaN  0.242414E-001  0.286935       0.411127       0.311870                 NaN            NaN            NaN            NaN
  1371.36        2500.00                 NaN   98.9830                 NaN            NaN            NaN  0.232360E-001  0.281309       0.406200       0.306265                 NaN            NaN            NaN            NaN
  1369.75        2500.00                 NaN   98.9982                 NaN            NaN            NaN  0.223652E-001  0.276142       0.401774       0.301541                 NaN            NaN            NaN            NaN
  1368.13        2500.00                 NaN   99.0148                 NaN            NaN            NaN  0.214298E-001  0.397235       0.270351       0.296190                 NaN            NaN            NaN            NaN
  1366.52        2500.00                 NaN   99.0303                 NaN            NaN            NaN  0.205097E-001  0.264482       0.393422       0.291296                 NaN            NaN            NaN            NaN
  1364.90        2500.00                 NaN   99.0436                 NaN            NaN            NaN  0.197258E-001  0.259845       0.389688       0.287119                 NaN            NaN            NaN            NaN
  1363.29        2500.00                 NaN   99.0609                 NaN            NaN            NaN  0.188410E-001  0.384298       0.254426       0.281515                 NaN            NaN            NaN            NaN
  1361.67        2500.00                 NaN   99.0736                 NaN            NaN            NaN  0.179710E-001  0.249540       0.381341       0.277547                 NaN            NaN            NaN            NaN
  1360.06        2500.00                 NaN   99.0876                 NaN            NaN            NaN  0.171872E-001  0.244705       0.377435       0.273062                 NaN            NaN            NaN            NaN
  1358.44        2500.00                 NaN   99.1009                 NaN            NaN            NaN  0.163762E-001  0.374068       0.239826       0.268830                 NaN            NaN            NaN            NaN
  1356.83        2500.00                 NaN   99.1141                 NaN            NaN            NaN  0.155942E-001  0.235276       0.370452       0.264579                 NaN            NaN            NaN            NaN
  1355.21        2500.00                 NaN   99.1268                 NaN            NaN            NaN  0.147885E-001  0.230591       0.367339       0.260521                 NaN            NaN            NaN            NaN
  1353.60        2500.00                 NaN   99.1392                 NaN            NaN            NaN  0.140213E-001  0.226065       0.364124       0.256551                 NaN            NaN            NaN            NaN
  1351.99        2500.00                 NaN   99.1513                 NaN            NaN            NaN  0.132637E-001  0.221714       0.361041       0.252651                 NaN            NaN            NaN            NaN
  1350.37        2500.00                 NaN   99.1632                 NaN            NaN            NaN  0.125212E-001  0.217244       0.358157       0.248884                 NaN            NaN            NaN            NaN
  1348.76        2500.00                 NaN   99.1745                 NaN            NaN            NaN  0.118374E-001  0.213205       0.355215       0.245258                 NaN            NaN            NaN            NaN
  1347.14        2500.00                 NaN   99.1860                 NaN            NaN            NaN  0.111404E-001  0.208982       0.352305       0.241525                 NaN            NaN            NaN            NaN
  1345.53        2500.00                 NaN   99.1973                 NaN            NaN            NaN  0.104220E-001  0.204839       0.349527       0.237918                 NaN            NaN            NaN            NaN
  1343.91        2500.00                 NaN   99.2077                 NaN            NaN            NaN  0.964761E-002  0.347419       0.200633       0.234559                 NaN            NaN            NaN            NaN
  1342.30        2500.00                 NaN   99.2174                 NaN            NaN            NaN  0.905301E-002  0.196924       0.345144       0.231479                 NaN            NaN            NaN            NaN
  1340.68        2500.00                 NaN   99.2293                 NaN            NaN            NaN  0.840502E-002  0.193032       0.341706       0.227604                 NaN            NaN            NaN            NaN
