|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         Sp(TH)         an             San(TH)        ilm            q             
  1420.60        2500.00        99.4784       0.199380       0.321915                 NaN            NaN  0.337734E-003            NaN            NaN            NaN            NaN            NaN
  1419.48        2500.00        99.4470       0.211183       0.341415                 NaN  0.868894E-006  0.360019E-003            NaN            NaN            NaN            NaN            NaN
  1418.36        2500.00        99.4507       0.209974       0.338999                 NaN            NaN  0.340687E-003            NaN            NaN            NaN            NaN            NaN
  1417.23        2500.00        99.4518       0.338547       0.209299                 NaN            NaN  0.325719E-003            NaN            NaN            NaN            NaN            NaN
  1416.11        2500.00        99.4526       0.208741       0.338324                 NaN            NaN  0.308246E-003            NaN            NaN            NaN            NaN            NaN
  1414.98        2500.00        99.4567       0.335557       0.207416                 NaN            NaN  0.303453E-003            NaN            NaN            NaN            NaN            NaN
  1413.86        2500.00        99.4568       0.207178       0.335747                 NaN            NaN  0.295458E-003            NaN            NaN            NaN            NaN            NaN
  1412.73        2500.00        99.4584       0.334779       0.206528                 NaN            NaN  0.282774E-003            NaN            NaN            NaN            NaN            NaN
  1411.61        2500.00        99.4592       0.206072       0.334478                 NaN            NaN  0.294909E-003            NaN            NaN            NaN            NaN            NaN
  1410.48        2500.00        99.9853       0.146668E-001            NaN            NaN            NaN  0.795355E-004            NaN            NaN            NaN            NaN            NaN
  1409.36        2500.00        98.9383       0.410468       0.650758                 NaN            NaN  0.479147E-003            NaN            NaN            NaN            NaN            NaN
  1408.23        2500.00        99.1744       0.332240       0.327500                 NaN            NaN            NaN            NaN  0.165873                 NaN            NaN            NaN
  1407.11        2500.00        98.8871       0.329260       0.450801                 NaN            NaN            NaN            NaN  0.332858                 NaN            NaN            NaN
  1405.98        2500.00        99.9855       0.117256E-001            NaN            NaN            NaN  0.342983E-005            NaN  0.273767E-002            NaN            NaN            NaN
  1404.86        2500.00        97.8262       0.636164       0.887427                 NaN  0.482760E-005            NaN            NaN  0.650192                 NaN            NaN            NaN
  1403.74        2500.00        98.8991       0.339017       0.335434                 NaN  0.789691E-001            NaN            NaN  0.347459                 NaN            NaN            NaN
  1402.61        2500.00        98.8831       0.359045       0.203483                 NaN  0.177714       0.186680E-003            NaN  0.376439                 NaN            NaN            NaN
  1401.49        2500.00        98.8613       0.164055       0.367368                 NaN  0.211890                 NaN            NaN  0.395438                 NaN            NaN            NaN
  1400.36        2500.00        98.9351       0.229156       0.344497                 NaN  0.143715                 NaN            NaN  0.347546                 NaN            NaN            NaN
  1399.24        2500.00        98.7719       0.398984       0.213733                 NaN  0.201180                 NaN            NaN  0.414210                 NaN            NaN            NaN
  1398.11        2500.00        99.0702       0.159631       0.302187                 NaN  0.154031                 NaN            NaN  0.313910                 NaN            NaN            NaN
  1396.99        2500.00        98.9379       0.180188       0.345825                 NaN  0.177372                 NaN            NaN  0.358722                 NaN            NaN            NaN
  1395.86        2500.00        98.9576       0.314348       0.195432                 NaN  0.171322       0.105562E-001            NaN  0.350708                 NaN            NaN            NaN
  1394.74        2500.00        98.9719       0.335608       0.173996                 NaN  0.172128                 NaN            NaN  0.346339                 NaN            NaN            NaN
  1393.61        2500.00        98.9669       0.339282       0.166818                 NaN  0.177475                 NaN            NaN  0.349529                 NaN            NaN            NaN
  1392.49        2500.00        98.9770       0.336765       0.162911                 NaN  0.177183                 NaN            NaN  0.346151                 NaN            NaN            NaN
  1391.36        2500.00        98.9865       0.334548       0.158486                 NaN  0.177318                 NaN            NaN  0.343190                 NaN            NaN            NaN
  1390.24        2500.00        98.9970       0.154807       0.331387                 NaN  0.177063                 NaN            NaN  0.339787                 NaN            NaN            NaN
  1389.12        2500.00        99.0056       0.329387       0.151039                 NaN  0.177092                 NaN            NaN  0.336887                 NaN            NaN            NaN
  1387.99        2500.00        99.0151       0.327097       0.147120                 NaN  0.176952                 NaN            NaN  0.333766                 NaN            NaN            NaN
  1386.87        2500.00        99.0242       0.143389       0.324843                 NaN  0.176862                 NaN            NaN  0.330747                 NaN            NaN            NaN
  1385.74        2500.00        99.0331       0.322526       0.139586                 NaN  0.176782                 NaN            NaN  0.327997                 NaN            NaN            NaN
  1384.62        2500.00        99.0397       0.321104       0.136183                 NaN  0.177204                 NaN            NaN  0.325780                 NaN            NaN            NaN
  1383.49        2500.00        99.0505       0.318328       0.132397                 NaN  0.176614                 NaN            NaN  0.322156                 NaN            NaN            NaN
  1382.37        2500.00        99.0568       0.317001       0.128816                 NaN  0.177015                 NaN            NaN  0.320331                 NaN            NaN            NaN
  1381.24        2500.00        99.0693       0.125618       0.313097                 NaN  0.175950                 NaN            NaN  0.316061                 NaN            NaN            NaN
  1380.12        2500.00        99.0712       0.313886       0.121376                 NaN  0.177777                 NaN            NaN  0.315794                 NaN            NaN            NaN
  1378.99        2500.00        99.0861       0.120102       0.308827                 NaN  0.174873                 NaN            NaN  0.310099                 NaN            NaN            NaN
  1377.87        2500.00        99.0909       0.115905       0.308076                 NaN  0.176102                 NaN            NaN  0.309013                 NaN            NaN            NaN
  1376.74        2500.00        99.0987       0.306223       0.112615                 NaN  0.176008                 NaN            NaN  0.306431                 NaN            NaN            NaN
  1375.62        2500.00        99.1047       0.304865       0.109576                 NaN  0.176328                 NaN            NaN  0.304486                 NaN            NaN            NaN
  1374.50        2500.00        99.1155       0.106587       0.301840                 NaN  0.175347                 NaN            NaN  0.300711                 NaN            NaN            NaN
  1373.37        2500.00        99.1215       0.103493       0.300736                 NaN  0.175416                 NaN            NaN  0.298899                 NaN            NaN            NaN
  1372.25        2500.00        99.1265       0.299788       0.100315                 NaN  0.175980                 NaN            NaN  0.297463                 NaN            NaN            NaN
  1371.12        2500.00        99.1383       0.296117       0.979961E-001            NaN  0.174464                 NaN            NaN  0.293165                 NaN            NaN            NaN
  1370.00        2500.00        99.1420       0.946159E-001  0.295076                 NaN  0.175821                 NaN            NaN  0.292447                 NaN            NaN            NaN
  1368.87        2500.00        99.1521       0.292821       0.930152E-001            NaN  0.173726                 NaN            NaN  0.288372                 NaN            NaN            NaN
  1367.75        2500.00        99.1562       0.292038       0.901131E-001            NaN  0.174509                 NaN            NaN  0.287131                 NaN            NaN            NaN
  1366.62        2500.00        99.1642       0.290088       0.872537E-001            NaN  0.173971                 NaN            NaN  0.284519                 NaN            NaN            NaN
  1365.50        2500.00        99.1692       0.288500       0.844593E-001            NaN  0.174521                 NaN            NaN  0.283295                 NaN            NaN            NaN
  1364.37        2500.00        99.1657       0.807486E-001  0.293943                 NaN  0.175559                 NaN            NaN  0.284005                 NaN            NaN            NaN
  1363.25        2500.00        99.1879       0.283237       0.818928E-001            NaN  0.171070                 NaN            NaN  0.275857                 NaN            NaN            NaN
  1362.12        2500.00        99.1893       0.779514E-001  0.283846                 NaN  0.172986                 NaN            NaN  0.275905                 NaN            NaN            NaN
  1361.00        2500.00        99.1966       0.758437E-001  0.282010                 NaN  0.172209                 NaN            NaN  0.273340                 NaN            NaN            NaN
  1359.88        2500.00        99.2021       0.735424E-001  0.280839                 NaN  0.172084                 NaN            NaN  0.271476                 NaN            NaN            NaN
  1358.75        2500.00        99.2083       0.279118       0.713595E-001            NaN  0.171799                 NaN            NaN  0.269454                 NaN            NaN            NaN
  1357.63        2500.00        99.2145       0.700915E-001  0.277543                 NaN  0.170856                 NaN            NaN  0.266992                 NaN            NaN            NaN
  1356.50        2500.00        99.2204       0.276276       0.674736E-001            NaN  0.170780                 NaN            NaN  0.265120                 NaN            NaN            NaN
  1355.38        2500.00        99.2251       0.666912E-001  0.274904                 NaN  0.169769       0.313936E-003            NaN  0.263246                 NaN            NaN            NaN
  1354.25        2500.00        99.1231       0.165007       0.300355                 NaN  0.860771E-001  0.545388E-001            NaN  0.270969                 NaN            NaN            NaN
  1353.13        2500.00        99.0979       0.188022       0.311028                 NaN  0.635407E-001  0.678126E-001            NaN  0.271703                 NaN            NaN            NaN
  1352.00        2500.00        99.0599       0.330218       0.218476                 NaN  0.311651E-001  0.877969E-001            NaN  0.272422                 NaN            NaN            NaN
  1350.88        2500.00        99.0508       0.230996       0.334738                 NaN  0.170339E-001  0.951772E-001            NaN  0.271247                 NaN            NaN            NaN
  1349.75        2500.00        99.0375       0.344999       0.229432                 NaN  0.116045E-001  0.103447                 NaN  0.273020                 NaN            NaN            NaN
  1348.63        2500.00        99.0298       0.350453       0.237772                 NaN  0.242993E-004  0.110109                 NaN  0.271884                 NaN            NaN            NaN
  1347.50        2500.00        99.0302       0.232178       0.353074                 NaN            NaN  0.112804                 NaN  0.271759                 NaN            NaN            NaN
  1346.38        2500.00        99.0313       0.223656       0.357775                 NaN            NaN  0.116238                 NaN  0.271004                 NaN            NaN            NaN
  1345.26        2500.00        99.0357       0.358225       0.219191                 NaN            NaN  0.117055                 NaN  0.269874                 NaN            NaN            NaN
  1344.13        2500.00        99.0427       0.357156       0.214562                 NaN            NaN  0.117494                 NaN  0.268040                 NaN            NaN            NaN
  1343.01        2500.00        99.0527       0.354168       0.210664                 NaN            NaN  0.116971                 NaN  0.265469                 NaN            NaN            NaN
  1341.88        2500.00        99.0639       0.207115       0.350137                 NaN            NaN  0.116106                 NaN  0.262695                 NaN            NaN            NaN
  1340.76        2500.00        99.0735       0.203281       0.347570                 NaN            NaN  0.115495                 NaN  0.260197                 NaN            NaN            NaN
  1339.63        2500.00        99.0838       0.343992       0.200059                 NaN            NaN  0.114536                 NaN  0.257609                 NaN            NaN            NaN
  1338.51        2500.00        99.0955       0.197600       0.339024                 NaN            NaN  0.113128                 NaN  0.254782                 NaN            NaN            NaN
  1337.38        2500.00        99.1061       0.335776       0.193905                 NaN            NaN  0.112287                 NaN  0.251979                 NaN            NaN            NaN
  1336.26        2500.00        99.1172       0.330794       0.191855                 NaN            NaN  0.110759                 NaN  0.249345                 NaN            NaN            NaN
  1335.13        2500.00        99.1275       0.327444       0.188535                 NaN            NaN  0.109758                 NaN  0.246802                 NaN            NaN            NaN
  1334.01        2500.00        99.1401       0.321745       0.186821                 NaN            NaN  0.107802                 NaN  0.243532                 NaN            NaN            NaN
  1332.89        2500.00        99.1504       0.184223       0.317676                 NaN            NaN  0.106724                 NaN  0.241016                 NaN            NaN            NaN
  1331.76        2500.00        99.1615       0.312820       0.182116                 NaN            NaN  0.105313                 NaN  0.238268                 NaN            NaN            NaN
  1330.64        2500.00        99.1722       0.308401       0.179927                 NaN            NaN  0.103797                 NaN  0.235648                 NaN            NaN            NaN
  1329.51        2500.00        99.1826       0.304323       0.177519                 NaN            NaN  0.102522                 NaN  0.232988                 NaN            NaN            NaN
  1328.39        2500.00        99.1935       0.175928       0.299316                 NaN            NaN  0.100974                 NaN  0.230327                 NaN            NaN            NaN
  1327.26        2500.00        99.2033       0.295563       0.173536                 NaN            NaN  0.997804E-001            NaN  0.227855                 NaN            NaN            NaN
  1326.14        2500.00        99.2139       0.291014       0.171598                 NaN            NaN  0.983235E-001            NaN  0.225201                 NaN            NaN            NaN
  1325.01        2500.00        99.2238       0.169683       0.286887                 NaN            NaN  0.969251E-001            NaN  0.222688                 NaN            NaN            NaN
  1323.89        2500.00        99.2336       0.167870       0.282677                 NaN            NaN  0.956100E-001            NaN  0.220247                 NaN            NaN            NaN
  1322.76        2500.00        99.2432       0.165941       0.278718                 NaN            NaN  0.942930E-001            NaN  0.217827                 NaN            NaN            NaN
  1321.64        2500.00        99.2530       0.274547       0.164075                 NaN            NaN  0.929537E-001            NaN  0.215387                 NaN            NaN            NaN
  1320.51        2500.00        99.2630       0.270185       0.162466                 NaN            NaN  0.915390E-001            NaN  0.212839                 NaN            NaN            NaN
  1319.39        2500.00        99.2718       0.266484       0.160770                 NaN            NaN  0.903085E-001            NaN  0.210620                 NaN            NaN            NaN
  1318.27        2500.00        99.2807       0.159173       0.262740                 NaN            NaN  0.890535E-001            NaN  0.208309                 NaN            NaN            NaN
  1317.14        2500.00        99.2900       0.258846       0.157359                 NaN            NaN  0.877726E-001            NaN  0.206059                 NaN            NaN            NaN
  1316.02        2500.00        99.2989       0.254874       0.156035                 NaN            NaN  0.864564E-001            NaN  0.203692                 NaN            NaN            NaN
  1314.89        2500.00        99.3073       0.251181       0.154634                 NaN            NaN  0.851875E-001            NaN  0.201663                 NaN            NaN            NaN
  1313.77        2500.00        99.3161       0.247466       0.153045                 NaN            NaN  0.839747E-001            NaN  0.199455                 NaN            NaN            NaN
  1312.64        2500.00        99.3243       0.151592       0.244123                 NaN            NaN  0.827082E-001            NaN  0.197242                 NaN            NaN            NaN
  1311.52        2500.00        99.3327       0.240378       0.150217                 NaN            NaN  0.815407E-001            NaN  0.195205                 NaN            NaN            NaN
  1310.39        2500.00        99.3409       0.237028       0.148677                 NaN            NaN  0.803489E-001            NaN  0.193012                 NaN            NaN            NaN
  1309.27        2500.00        99.3491       0.147272       0.233463                 NaN            NaN  0.791842E-001            NaN  0.191010                 NaN            NaN            NaN
  1308.14        2500.00        99.3568       0.229882       0.146485                 NaN            NaN  0.778494E-001            NaN  0.189006                 NaN            NaN            NaN
  1307.02        2500.00        99.3645       0.145081       0.226475                 NaN            NaN  0.768170E-001            NaN  0.187098                 NaN            NaN            NaN
  1305.89        2500.00        99.3712       0.144106       0.223661                 NaN            NaN  0.755635E-001            NaN  0.185453                 NaN            NaN            NaN
  1304.77        2500.00        99.3805       0.220368       0.141781                 NaN            NaN  0.745556E-001            NaN  0.182756                 NaN            NaN            NaN
  1303.65        2500.00        99.3869       0.141357       0.216997                 NaN            NaN  0.734119E-001            NaN  0.181293                 NaN            NaN            NaN
  1302.52        2500.00        99.3945       0.140045       0.213930                 NaN            NaN  0.722511E-001            NaN  0.179300                 NaN            NaN            NaN
  1301.40        2500.00        99.4015       0.210616       0.139193                 NaN            NaN  0.712217E-001            NaN  0.177498                 NaN            NaN            NaN
  1300.27        2500.00        99.4085       0.138025       0.207732                 NaN            NaN  0.700261E-001            NaN  0.175758                 NaN            NaN            NaN
  1299.15        2500.00        99.4153       0.205072       0.136650                 NaN            NaN  0.690730E-001            NaN  0.173855                 NaN            NaN            NaN
  1298.02        2500.00        99.4222       0.201871       0.135844                 NaN            NaN  0.679627E-001            NaN  0.172143                 NaN            NaN            NaN
  1296.90        2500.00        77.5042        2.74187        2.31668                 NaN            NaN   1.15427                 NaN   2.91441        13.3686                 NaN            NaN
  1295.77        2500.00        75.4935        2.89425        2.58193                 NaN            NaN   1.21768                 NaN   3.16869        14.6439                 NaN            NaN
  1294.65        2500.00        80.5465        2.26556        2.10325                 NaN            NaN  0.950587                 NaN   2.53544        11.5987                 NaN            NaN
  1293.52        2500.00        83.9314        1.77924        1.84669                 NaN            NaN  0.773511                 NaN   2.10954        9.55961                 NaN            NaN
  1292.40        2500.00        86.3436        1.55291        1.54031                 NaN            NaN  0.649652                 NaN   1.80499        8.10850                 NaN            NaN
  1291.27        2500.00        88.1650        1.33169        1.35787                 NaN            NaN  0.557546                 NaN   1.57419        7.01365                 NaN            NaN
  1290.15        2500.00        88.2180        1.31837        1.34051                 NaN            NaN  0.557217                 NaN   1.57977        6.98612                 NaN            NaN
  1289.03        2500.00        89.7768        1.15283        1.18336                 NaN            NaN  0.421359                 NaN   1.35814        6.10753                 NaN            NaN
  1287.90        2500.00        93.4447       0.751822       0.721058                 NaN            NaN  0.374295                 NaN  0.908902        3.79923                 NaN            NaN
  1286.78        2500.00        92.1963       0.964984       0.841289                 NaN            NaN  0.341436                 NaN   1.06477        4.59121                 NaN            NaN
  1285.65        2500.00        92.6592       0.791089       0.904237                 NaN            NaN  0.170424       0.169429        1.00791        4.29773                 NaN            NaN
  1284.53        2500.00        93.7149       0.679072       0.766870                 NaN            NaN  0.284880                 NaN  0.862509        3.69176                 NaN            NaN
  1283.40        2500.00        90.6151        1.23800       0.694981                 NaN            NaN  0.481593                 NaN   1.28871        5.68157                 NaN            NaN
  1282.28        2500.00        98.3495       0.105656       0.505053                 NaN            NaN  0.473461E-001            NaN  0.226655       0.765816                 NaN            NaN
  1281.15        2500.00        94.8738       0.426640       0.734324                 NaN            NaN  0.228362                 NaN  0.720426        3.01645                 NaN            NaN
  1280.03        2500.00        98.0993       0.183196       0.251852                 NaN            NaN  0.586419E-001            NaN  0.255847        1.15119                 NaN            NaN
  1278.90        2500.00        85.3555        1.69516        1.64919                 NaN            NaN  0.683531                 NaN   2.04037        8.57623                 NaN            NaN
  1277.78        2500.00        99.1707       0.679612E-001  0.960026E-001            NaN            NaN  0.766709E-001            NaN  0.125195       0.463465                 NaN            NaN
  1276.65        2500.00        99.5061       0.430280E-001  0.635014E-001            NaN            NaN  0.381910E-001            NaN  0.726324E-001  0.276553                 NaN            NaN
  1275.53        2500.00        99.1949       0.884920E-001  0.936610E-001            NaN            NaN  0.373100E-001            NaN  0.114422       0.471197                 NaN            NaN
  1274.41        2500.00        93.0649       0.821547       0.756234                 NaN            NaN  0.326044                 NaN  0.980934        4.05036                 NaN            NaN
  1273.28        2500.00        96.4904       0.397285       0.389185                 NaN            NaN  0.171851                 NaN  0.496840        2.05442                 NaN            NaN
  1272.16        2500.00        95.6773       0.570788       0.452200                 NaN            NaN  0.141519       0.446063E-001  0.615993        2.49762                 NaN            NaN
  1271.03        2500.00        96.9514       0.616436       0.135389                 NaN            NaN  0.507223E-001            NaN  0.433680        1.76770       0.446713E-001            NaN
  1269.91        2500.00        97.7183       0.445794                 NaN            NaN            NaN  0.153516                 NaN  0.318233        1.36417                 NaN            NaN
  1268.78        2500.00        91.8413        1.12051       0.784027                 NaN            NaN  0.218987                 NaN   1.14947        4.77643       0.109255                 NaN
  1267.66        2500.00       100.0000       0.379921E-005            NaN            NaN  0.261590E-005            NaN            NaN  0.249012E-005  0.965635E-005            NaN            NaN
  1266.53        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.146010E-005  0.625938E-005  0.788702E-006            NaN
  1265.41        2500.00       100.0000       0.102570E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.358246E-005            NaN            NaN
  1264.28        2500.00        91.8834        1.21070       0.720617                 NaN            NaN  0.126099                 NaN   1.13445        4.75859       0.166128                 NaN
  1263.16        2500.00        96.4427       0.508695       0.326700                 NaN            NaN  0.626339E-001            NaN  0.498980        2.08945       0.708612E-001            NaN
  1262.03        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.311379E-005            NaN            NaN
  1260.91        2500.00        99.9992       0.124786E-003  0.757672E-004            NaN  0.936377E-006  0.150951E-004            NaN  0.123317E-003  0.480253E-003  0.190089E-004            NaN
  1259.79        2500.00        89.7958        1.34928       0.990363                 NaN            NaN  0.205644                 NaN   1.43812        6.02977       0.190977                 NaN
  1258.66        2500.00        99.3998       0.149420                 NaN            NaN            NaN            NaN            NaN  0.847619E-001  0.344467       0.215211E-001            NaN
  1257.54        2500.00        99.2390       0.213817                 NaN            NaN            NaN            NaN            NaN  0.969514E-001  0.414103       0.361240E-001            NaN
  1256.41        2500.00        95.3459       0.516712       0.298329                 NaN            NaN  0.302051                 NaN  0.687968        2.79359       0.554629E-001            NaN
  1255.29        2500.00        99.0231       0.142410       0.151858                 NaN            NaN            NaN            NaN  0.128988       0.553628                 NaN            NaN
  1254.16        2500.00        98.1264       0.396334       0.959868E-001            NaN            NaN            NaN            NaN  0.260457        1.10070       0.201352E-001            NaN
  1253.04        2500.00        98.2288       0.211240       0.263496                 NaN            NaN            NaN            NaN  0.294360       0.934343       0.677766E-001            NaN
  1251.91        2500.00        97.6143       0.492934       0.584690E-001            NaN            NaN            NaN            NaN  0.283331        1.52122       0.297385E-001            NaN
  1250.79        2500.00        99.8225       0.140933E-001            NaN            NaN            NaN  0.716811E-001            NaN  0.893362E-001            NaN  0.238994E-002            NaN
  1249.66        2500.00        99.9065       0.203296E-001            NaN            NaN            NaN            NaN            NaN  0.116927E-001  0.581858E-001  0.325275E-002            NaN
  1248.54        2500.00        93.1746       0.646541       0.530071                 NaN            NaN  0.109952                 NaN  0.704836        4.61017       0.223834                 NaN
  1247.41        2500.00        98.0610       0.431561       0.276808                 NaN            NaN  0.683495E-001            NaN  0.481510       0.680800                 NaN            NaN
  1246.29        2500.00        97.9430       0.527904E-001  0.474342                 NaN            NaN            NaN            NaN  0.292536        1.23736                 NaN            NaN
  1245.17        2500.00        97.3808       0.102285       0.467687                 NaN            NaN            NaN            NaN  0.374163        1.62282       0.522419E-001            NaN
  1244.04        2500.00        99.5968       0.543357E-001  0.208343                 NaN            NaN            NaN            NaN  0.540164E-001  0.864718E-001            NaN            NaN
  1242.92        2500.00        99.0018       0.504448E-001  0.229367                 NaN            NaN            NaN            NaN  0.105667       0.607972       0.470969E-002            NaN
  1241.79        2500.00        98.1725       0.361896                 NaN            NaN            NaN  0.658654E-002            NaN  0.265868        1.12945       0.637264E-001            NaN
  1240.67        2500.00        98.5789       0.377243                 NaN            NaN            NaN  0.791778E-002            NaN  0.204826       0.827371       0.374226E-002            NaN
  1239.54        2500.00        97.8557       0.420357                 NaN            NaN            NaN  0.185360                 NaN  0.325558        1.21300                 NaN            NaN
  1238.42        2500.00        96.6771       0.401237       0.211052E-005            NaN            NaN            NaN            NaN  0.470522        1.90433       0.278322       0.268439     
  1237.29        2500.00        99.9990       0.165815E-004  0.199200E-003            NaN            NaN            NaN            NaN  0.102249E-003  0.578259E-003            NaN  0.107038E-003
  1236.17        2500.00        99.9989       0.260467E-003            NaN            NaN            NaN            NaN            NaN  0.116819E-003  0.679876E-003            NaN  0.726856E-004
  1235.04        2500.00        99.9984       0.398200E-003  0.181068E-004            NaN            NaN  0.252254E-005            NaN  0.170241E-003  0.100538E-002            NaN            NaN
  1233.92        2500.00        94.5523        1.30906       0.166784                 NaN            NaN            NaN            NaN  0.694282        3.27759                 NaN            NaN
  1232.79        2500.00        98.7788       0.618850E-001  0.244314                 NaN            NaN  0.315498E-001            NaN  0.155800       0.727637                 NaN            NaN
  1231.67        2500.00        97.9854       0.799775E-001  0.415086                 NaN            NaN            NaN            NaN  0.277047        1.24250                 NaN            NaN
  1230.55        2500.00        99.8722                 NaN            NaN            NaN            NaN  0.378220E-001            NaN            NaN  0.785169E-001            NaN  0.114276E-001
  1229.42        2500.00        95.7314       0.299172                 NaN            NaN            NaN  0.143623                 NaN  0.315371        2.14197                 NaN   1.36850     
  1228.30        2500.00        84.5694        1.54635       0.163712                 NaN            NaN  0.399883                 NaN   1.56112        6.89896                 NaN   4.86060     
  1227.17        2500.00        99.2870       0.158388E-001  0.398941E-001            NaN            NaN  0.244135E-001            NaN  0.657122E-001  0.329535                 NaN  0.237610     
  1226.05        2500.00        97.6307       0.529132E-001  0.148869                 NaN            NaN  0.784849E-001            NaN  0.213071        1.08557                 NaN  0.790398     
  1224.92        2500.00        69.2179        1.98162       0.201652                 NaN            NaN   1.04491                 NaN   2.63203        14.5001                 NaN   10.4218     
  1223.80        2500.00                 NaN   6.42552                 NaN            NaN            NaN   3.37217                 NaN   8.16643        47.6395                 NaN   34.3964     
  1222.67        2500.00                 NaN   6.42205                 NaN            NaN            NaN   3.37343                 NaN   8.16832        47.6369                 NaN   34.3993     
  1221.55        2500.00                 NaN   6.41369                 NaN            NaN            NaN   3.37542                 NaN   8.17257        47.6352                 NaN   34.4031     
  1220.42        2500.00                 NaN   6.39001                 NaN            NaN            NaN   3.38443                 NaN   8.17256        47.6389                 NaN   34.4141     
  1219.30        2500.00                 NaN   6.41171                 NaN            NaN            NaN   3.37717                 NaN   8.17398        47.6290                 NaN   34.4081     
  1218.17        2500.00                 NaN   6.40221                 NaN            NaN            NaN   3.37909                 NaN   8.17925        47.6277                 NaN   34.4118     
  1217.05        2500.00                 NaN   6.39878                 NaN            NaN            NaN   3.38026                 NaN   8.18128        47.6251                 NaN   34.4146     
  1215.93        2500.00                 NaN   6.39593                 NaN            NaN            NaN   3.38307                 NaN   8.18007        47.6209                 NaN   34.4200     
  1214.80        2500.00                 NaN   6.38996                 NaN            NaN            NaN   3.38522                 NaN   8.18205        47.6188                 NaN   34.4240     
  1213.68        2500.00                 NaN   6.38747                 NaN            NaN            NaN   3.38566                 NaN   8.18283        47.6193                 NaN   34.4248     
