|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          19
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       mang           iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1195.49        500.000        83.8699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.37310                 NaN            NaN   1.29889        6.07118       0.839750E-001   6.30293     
  1192.98        500.000        76.4414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.16302                 NaN            NaN   1.84810        9.20803       0.131016        9.20844     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.34849        7.37797                 NaN   7.35001        40.6973       0.558206        39.6680     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.40211        6.27073                 NaN   7.35296        40.7503       0.570991        39.6529     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.35066        6.32587                 NaN   7.35695        40.7435       0.569497        39.6536     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6799                 NaN            NaN   7.36285        40.7352       0.568132        39.6539     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52877        8.14206                 NaN   7.35719        40.7485       0.570895        39.6526     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6854                 NaN            NaN   7.36996        40.7242       0.565688        39.6547     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.24538        6.44563                 NaN   7.37302        40.7168       0.563331        39.6558     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6941                 NaN            NaN   7.37855        40.7092       0.562011        39.6561     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6983                 NaN            NaN   7.38271        40.7020       0.560274        39.6568     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7015                 NaN            NaN   7.38646        40.6959       0.558857        39.6573     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7057                 NaN            NaN   7.39064        40.6886       0.557094        39.6579     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68694        8.03197                 NaN   7.39885        40.6702       0.551860        39.6602     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55247        8.17047                 NaN   7.40307        40.6630       0.550149        39.6608     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.65229        8.07447                 NaN   7.40708        40.6562       0.548517        39.6614     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7331                 NaN            NaN   7.41472        40.6429       0.546441        39.6628     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.62330        7.09175                 NaN   7.40159        40.6712       0.552613        39.6596     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.954196        10.7643                 NaN   7.40456        40.6665       0.551034        39.6595     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7414                 NaN            NaN   7.42341        40.6293       0.542300        39.6636     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7500                 NaN            NaN   7.43009        40.6160       0.538820        39.6651     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7427                 NaN            NaN   7.42754        40.6245       0.541489        39.6638     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7473                 NaN            NaN   7.43186        40.6167       0.539550        39.6645     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7644                 NaN            NaN   7.44385        40.5916       0.532830        39.6673     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7688                 NaN            NaN   7.44810        40.5841       0.530976        39.6680     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.12826        5.63307                 NaN   7.44283        40.5952       0.533651        39.6670     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6856       0.892787E-001            NaN   7.45448        40.5733       0.528332        39.6690     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56228        8.21179                 NaN   7.45510        40.5734       0.528488        39.6689     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7860                 NaN            NaN   7.46438        40.5551       0.523776        39.6708     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.205511        5.66556        5.90425        7.45698        40.5707       0.527612        39.6693     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.391460        5.92994        5.45772        7.46088        40.5640       0.525949        39.6700     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.580655        6.19930        5.00285        7.46471        40.5575       0.524319        39.6707     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.774626        6.47377        4.53800        7.46847        40.5511       0.522725        39.6713     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.975124        6.75325        4.06147        7.47214        40.5450       0.521171        39.6719     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13258        6.99391        3.66702        7.47592        40.5385       0.519544        39.6725     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26763        7.21586        3.31379        7.47976        40.5319       0.517880        39.6731     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.153214        11.6454       0.312067E-005   7.50289        40.5128       0.514211        39.6715     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511924        2.62587        8.63738        7.46478        40.5636       0.526976        39.6695     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8250                 NaN            NaN   7.50114        40.4893       0.507601        39.6770     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.06707        7.75894                 NaN   7.50266        40.4872       0.506966        39.6772     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8359                 NaN            NaN   7.51161        40.4709       0.502837        39.6787     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8435                 NaN            NaN   7.51742        40.4595       0.499660        39.6800     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.00815        4.82745                 NaN   7.51245        40.4707       0.502364        39.6789     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8563                 NaN            NaN   7.52802        40.4391       0.494426        39.6821     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8635                 NaN            NaN   7.53379        40.4279       0.491493        39.6833     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.60296        4.24839                 NaN   7.52579        40.4449       0.496294        39.6817     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.29536        9.13049       0.415784        7.52291        40.4568       0.498407        39.6802     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8751                 NaN            NaN   7.54448        40.4086       0.486691        39.6852     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8812                 NaN            NaN   7.54956        40.3989       0.484167        39.6862     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97152        9.89034       0.773895E-003   7.54008        40.4240       0.489844        39.6834     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80229        10.0678       0.394784E-003   7.54625        40.4118       0.486708        39.6847     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9081                 NaN            NaN   7.57072        40.3575       0.473187        39.6905     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9091                 NaN            NaN   7.57219        40.3553       0.472813        39.6906     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15362                 NaN            NaN   5.34498        4.76049                 NaN   7.36913        40.7983       0.592523        39.9810     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.627020        11.2848                 NaN   7.57678        40.3495       0.470716        39.6911     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.97253        3.94833                 NaN   7.58179        40.3359       0.468259        39.6932     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.19343        4.73848                 NaN   7.59047        40.3195       0.463546        39.6946     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.529834                 NaN            NaN   4.57959        6.55334                 NaN   7.51363        40.4817       0.509289        39.8326     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98994        3.95217                 NaN   7.59855        40.3032       0.459590        39.6965     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.962138                 NaN            NaN   3.42764        7.06285                 NaN   7.45734        40.5998       0.543052        39.9472     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86861                 NaN            NaN   5.62495        3.41094                 NaN   7.27213        41.0040       0.650694        40.1687     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35475                 NaN            NaN   2.08607        7.82092                 NaN   7.40406        40.7069       0.575410        40.0519     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05500                 NaN            NaN   5.83305        4.53601                 NaN   7.45766        40.5996       0.543831        39.9749     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03064                 NaN            NaN   3.60088        5.22471                 NaN   7.27119        41.0011       0.653201        40.2183     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.25100                 NaN            NaN   5.53380        2.94296                 NaN   7.22898        41.0937       0.677195        40.2724     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.27467                 NaN            NaN   2.95278        5.48945                 NaN   7.22624        41.0992       0.678888        40.2788     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97487                 NaN            NaN   8.97403                 NaN            NaN   7.30979        40.8961       0.630081        40.2152     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11580                 NaN            NaN   8.77014                 NaN            NaN   7.30120        40.9231       0.636564        40.2532     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.13983                 NaN            NaN   8.73865                 NaN            NaN   7.30062        40.9234       0.637123        40.2604     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.17553                 NaN            NaN   8.68128                 NaN            NaN   7.29078        40.9397       0.643047        40.2697     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20481                 NaN            NaN   8.64068                 NaN            NaN   7.29198        40.9413       0.643060        40.2781     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.29371                 NaN            NaN   8.51198                 NaN            NaN   7.28174        40.9614       0.648899        40.3023     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32097                 NaN            NaN   8.47459                 NaN            NaN   7.28009        40.9642       0.650063        40.3101     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40564                 NaN            NaN   8.25863                 NaN            NaN   7.21581        41.1183       0.685722        40.3159     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.42662                 NaN            NaN   8.22817                 NaN            NaN   7.21322        41.1227       0.687426        40.3218     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40591                 NaN            NaN   8.35668                 NaN            NaN   7.27375        40.9749       0.654195        40.3346     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44766                 NaN            NaN   8.15605                 NaN            NaN   7.18625        41.1879       0.702255        40.3199     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47396                 NaN            NaN   8.16594                 NaN            NaN   7.21191        41.1234       0.688653        40.3362     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49027                 NaN            NaN   8.14499                 NaN            NaN   7.21174        41.1229       0.688929        40.3412     
