|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1359.58        2500.00                 NaN            NaN   99.2008       0.283718       0.932035E-001  0.190250       0.232010                 NaN            NaN            NaN
  1358.54        2500.00                 NaN            NaN   99.2051       0.283022       0.903833E-001  0.190651       0.230803                 NaN            NaN            NaN
  1357.50        2500.00                 NaN            NaN   99.1950       0.666541E-001  0.304428       0.200680       0.233212                 NaN            NaN            NaN
  1356.47        2500.00                 NaN            NaN   99.2289       0.258333       0.109262       0.179538       0.223972                 NaN            NaN            NaN
  1355.43        2500.00                 NaN            NaN   99.2207       0.278893       0.854417E-001  0.189187       0.225809                 NaN            NaN            NaN
  1354.39        2500.00                 NaN            NaN   99.2258       0.277354       0.836310E-001  0.189027       0.224235                 NaN            NaN            NaN
  1353.36        2500.00                 NaN            NaN   99.2294       0.815036E-001  0.276642       0.189265       0.223171                 NaN            NaN            NaN
  1352.32        2500.00                 NaN            NaN   99.2337       0.276251       0.804396E-001  0.188074       0.221533                 NaN            NaN            NaN
  1351.29        2500.00                 NaN            NaN   99.2414       0.797263E-001  0.272972       0.186927       0.218957                 NaN            NaN            NaN
  1350.25        2500.00                 NaN            NaN   99.2456       0.272149       0.768273E-001  0.187551       0.217860                 NaN            NaN            NaN
  1349.21        2500.00                 NaN            NaN   99.2502       0.773141E-001  0.270739       0.185597       0.216130                 NaN            NaN            NaN
  1348.18        2500.00                 NaN            NaN   99.2532       0.270281       0.758946E-001  0.185565       0.215082                 NaN            NaN            NaN
  1347.14        2500.00                 NaN            NaN   99.2588       0.738157E-001  0.268682       0.185235       0.213427                 NaN            NaN            NaN
  1346.10        2500.00                 NaN            NaN   99.2635       0.267148       0.727902E-001  0.184666       0.211927                 NaN            NaN            NaN
  1345.07        2500.00                 NaN            NaN   99.2679       0.266141       0.716960E-001  0.183830       0.210459                 NaN            NaN            NaN
  1344.03        2500.00                 NaN            NaN   99.2719       0.265168       0.709039E-001  0.183009       0.209002                 NaN            NaN            NaN
  1343.00        2500.00                 NaN            NaN   99.2762       0.263807       0.699621E-001  0.182398       0.207611                 NaN            NaN            NaN
  1341.96        2500.00                 NaN            NaN   99.2801       0.262462       0.687852E-001  0.182171       0.206483                 NaN            NaN            NaN
  1340.92        2500.00                 NaN            NaN   99.2864       0.261500       0.672744E-001  0.180656       0.204181                 NaN            NaN            NaN
  1339.89        2500.00                 NaN            NaN   99.2880       0.683267E-001  0.260253       0.179953       0.203496                 NaN            NaN            NaN
  1338.85        2500.00                 NaN            NaN   99.2931       0.258935       0.664361E-001  0.179509       0.202035                 NaN            NaN            NaN
  1337.81        2500.00                 NaN            NaN   99.2967       0.666470E-001  0.258115       0.178025       0.200491                 NaN            NaN            NaN
  1336.78        2500.00                 NaN            NaN   99.3015       0.256139       0.651410E-001  0.177963       0.199281                 NaN            NaN            NaN
  1335.74        2500.00                 NaN            NaN   99.3040       0.659092E-001  0.255627       0.176354       0.198084                 NaN            NaN            NaN
  1334.71        2500.00                 NaN            NaN   99.3095       0.254284       0.647941E-001  0.175245       0.196141                 NaN            NaN            NaN
  1333.67        2500.00                 NaN            NaN   99.3128       0.253251       0.641152E-001  0.174658       0.195149                 NaN            NaN            NaN
  1332.63        2500.00                 NaN            NaN   99.3154       0.252387       0.641610E-001  0.173828       0.194247                 NaN            NaN            NaN
  1331.60        2500.00                 NaN            NaN   99.3217       0.249807       0.631459E-001  0.173007       0.192312                 NaN            NaN            NaN
  1330.56        2500.00                 NaN            NaN   99.3243       0.249653       0.639920E-001  0.171075       0.190979                 NaN            NaN            NaN
  1329.52        2500.00                 NaN            NaN   99.3272       0.248586       0.635304E-001  0.170611       0.190072                 NaN            NaN            NaN
  1328.49        2500.00                 NaN            NaN   99.3313       0.247375       0.635495E-001  0.169206       0.188620                 NaN            NaN            NaN
  1327.45        2500.00                 NaN            NaN   99.3335       0.246676       0.632368E-001  0.168703       0.187880                 NaN            NaN            NaN
  1326.42        2500.00                 NaN            NaN   99.3387       0.643989E-001  0.244430       0.166578       0.185880                 NaN            NaN            NaN
  1325.38        2500.00                 NaN            NaN   99.3411       0.244305       0.634336E-001  0.166018       0.185130                 NaN            NaN            NaN
  1324.34        2500.00                 NaN            NaN   99.3369       0.605065E-001  0.241727       0.172251       0.188582                 NaN            NaN            NaN
  1323.31        2500.00                 NaN            NaN   99.3575       0.695428E-001  0.239743       0.155598       0.177655                 NaN            NaN            NaN
  1322.27        2500.00                 NaN            NaN   99.3513       0.240829       0.637706E-001  0.162492       0.181581                 NaN            NaN            NaN
  1321.23        2500.00                 NaN            NaN   99.3557       0.238223       0.658199E-001  0.160284       0.179933                 NaN            NaN            NaN
  1320.20        2500.00                 NaN            NaN   99.3585       0.237742       0.656186E-001  0.159326       0.178828                 NaN            NaN            NaN
  1319.16        2500.00                 NaN            NaN   99.3613       0.236791       0.657733E-001  0.158217       0.177889                 NaN            NaN            NaN
  1318.13        2500.00                 NaN            NaN   99.3643       0.668914E-001  0.235271       0.156758       0.176778                 NaN            NaN            NaN
  1317.09        2500.00                 NaN            NaN   99.3665       0.235164       0.672597E-001  0.155299       0.175777                 NaN            NaN            NaN
  1316.05        2500.00                 NaN            NaN   99.3713       0.679935E-001  0.232977       0.153601       0.174145                 NaN            NaN            NaN
  1315.02        2500.00                 NaN            NaN   99.3735       0.689925E-001  0.231938       0.152307       0.173273                 NaN            NaN            NaN
  1313.98        2500.00                 NaN            NaN   99.3768       0.693439E-001  0.230688       0.151005       0.172155                 NaN            NaN            NaN
  1312.94        2500.00                 NaN            NaN   99.3793       0.229426       0.708226E-001  0.149341       0.171086                 NaN            NaN            NaN
  1311.91        2500.00                 NaN            NaN   99.3826       0.228178       0.712135E-001  0.147963       0.170084                 NaN            NaN            NaN
  1310.87        2500.00       0.660185E-002            NaN   99.3783       0.228365       0.797739E-001  0.137778       0.169157                 NaN            NaN            NaN
  1309.84        2500.00       0.886019E-001            NaN   99.2865       0.179991       0.245898       0.261017E-001  0.172916                 NaN            NaN            NaN
  1308.80        2500.00       0.950609E-001            NaN   99.2818       0.187558       0.248310       0.151808E-001  0.172060                 NaN            NaN            NaN
  1307.76        2500.00       0.981075E-001            NaN   99.2819       0.192722       0.247764       0.845840E-002  0.171019                 NaN            NaN            NaN
  1306.73        2500.00       0.101461                 NaN   99.2813       0.251536       0.187716       0.729659E-002  0.170654                 NaN            NaN            NaN
  1305.69        2500.00       0.104510                 NaN   99.2815       0.192814       0.251689                 NaN  0.169479                 NaN            NaN            NaN
  1304.65        2500.00       0.104964                 NaN   99.2851       0.189962       0.251348       0.299322E-005  0.168607                 NaN            NaN            NaN
  1303.62        2500.00       0.104957                 NaN   99.2896       0.250345       0.187481                 NaN  0.167595                 NaN            NaN            NaN
  1302.58        2500.00       0.104026                 NaN   99.2952       0.251816       0.175936       0.595349E-002  0.167085                 NaN            NaN            NaN
  1301.55        2500.00       0.104696                 NaN   99.2988       0.248530       0.182470                 NaN  0.165526                 NaN            NaN            NaN
  1300.51        2500.00       0.104606                 NaN   99.3030       0.247874       0.179899                 NaN  0.164586                 NaN            NaN            NaN
  1299.47        2500.00       0.103339                 NaN   99.3095       0.244599       0.179193                 NaN  0.163377                 NaN            NaN            NaN
  1298.44        2500.00       0.103244                 NaN   99.3131       0.244735       0.176571                 NaN  0.162389                 NaN            NaN            NaN
  1297.40        2500.00       0.102247                 NaN   99.3198       0.241616       0.175287                 NaN  0.161016                 NaN            NaN            NaN
  1296.36        2500.00       0.101036                 NaN   99.3257       0.174546       0.238785                 NaN  0.159921                 NaN            NaN            NaN
  1295.33        2500.00       0.993233E-001            NaN   99.3324       0.159127       0.241184       0.857956E-002  0.159416                 NaN            NaN            NaN
  1294.29        2500.00       0.594931                 NaN   93.5912       0.753253        1.10581                 NaN  0.830604        3.12417                 NaN            NaN
  1293.26        2500.00        1.85899                 NaN   78.6021        3.33696        2.31536                 NaN   2.58761        11.2990                 NaN            NaN
  1292.22        2500.00        1.60280                 NaN   81.3039        2.88718        2.08028                 NaN   2.27131        9.85458                 NaN            NaN
  1291.18        2500.00        1.39673                 NaN   83.4614        2.52296        1.89797                 NaN   2.01825        8.70268                 NaN            NaN
  1290.15        2500.00        1.23328                 NaN   85.1866        2.23119        1.74778       0.245322E-005   1.81542        7.78569                 NaN            NaN
  1289.11        2500.00        1.10094                 NaN   86.5836        1.99374        1.62721                 NaN   1.65086        7.04366                 NaN            NaN
  1288.07        2500.00       0.992855                 NaN   87.7186        1.79982        1.53014                 NaN   1.51723        6.44138                 NaN            NaN
  1287.04        2500.00       0.903205                 NaN   88.6677        1.63685        1.44860                 NaN   1.40500        5.93861                 NaN            NaN
  1286.00        2500.00       0.827656                 NaN   89.4667        1.37928        1.49915                 NaN   1.31046        5.51671                 NaN            NaN
  1284.97        2500.00       0.763410                 NaN   90.1502        1.38033        1.32003                 NaN   1.22942        5.15662                 NaN            NaN
  1283.93        2500.00       0.708069                 NaN   90.7312        1.27764        1.27256                 NaN   1.16056        4.85000                 NaN            NaN
  1282.89        2500.00       0.670069                 NaN   91.0708        1.19952        1.26692                 NaN   1.12342        4.66931                 NaN            NaN
  1281.86        2500.00       0.637858                 NaN   91.4445        1.19909        1.16825                 NaN   1.07896        4.47138                 NaN            NaN
  1280.82        2500.00       0.601519                 NaN   91.8367        1.15066        1.10079                 NaN   1.03114        4.27921                 NaN            NaN
  1279.78        2500.00       0.561672                 NaN   92.3857        1.11851       0.986799                 NaN  0.961459        3.98590                 NaN            NaN
  1278.75        2500.00       0.609271                 NaN   91.4365        1.11329        1.18505                 NaN   1.08804        4.56788                 NaN            NaN
  1277.71        2500.00       0.914018                 NaN   89.5483        1.08418        1.52033                 NaN   1.33702        5.59612                 NaN            NaN
  1276.68        2500.00                 NaN            NaN   98.6193       0.692184       0.102361E-001            NaN  0.154237       0.524089                 NaN            NaN
  1275.64        2500.00       0.310574                 NaN   94.0471       0.549378        1.19366                 NaN  0.760943        3.13833                 NaN            NaN
  1274.60        2500.00       0.451592                 NaN   93.3318        1.05706       0.793807                 NaN  0.849991        3.51571                 NaN            NaN
  1273.57        2500.00       0.397020                 NaN   94.1258       0.666640       0.968985                 NaN  0.746834        3.09473                 NaN            NaN
  1272.53        2500.00       0.408995                 NaN   93.8855       0.679292        1.01405                 NaN  0.777544        3.23462                 NaN            NaN
  1271.50        2500.00       0.403488                 NaN   93.8161        1.04448       0.667163                 NaN  0.786685        3.28208                 NaN            NaN
  1270.46        2500.00       0.378443                 NaN   94.3450       0.952768       0.602043                 NaN  0.718520        3.00327                 NaN            NaN
  1269.42        2500.00       0.214425                 NaN   97.1597       0.400971       0.355442                 NaN  0.374163        1.49528                 NaN            NaN
  1268.39        2500.00       0.515429                 NaN   91.4242        1.65608       0.730256                 NaN   1.07698        4.59701                 NaN            NaN
  1267.35        2500.00       0.346828                 NaN   94.5758       0.955200       0.537872                 NaN  0.690720        2.89354                 NaN            NaN
  1266.31        2500.00       0.252487                 NaN   98.3417       0.992202E-001            NaN            NaN  0.301904        1.00465                 NaN            NaN
  1265.28        2500.00       0.650507                 NaN   90.0155        1.93560        1.07911                 NaN   1.18904        5.13020                 NaN            NaN
  1264.24        2500.00       0.133450                 NaN   96.1538        1.03225                 NaN            NaN  0.453950        2.22656                 NaN            NaN
  1263.21        2500.00       0.251793                 NaN   95.8472       0.979574       0.145926                 NaN  0.555771        2.21976                 NaN            NaN
  1262.17        2500.00       0.318872                 NaN   95.0661       0.460483       0.876003                 NaN  0.619651        2.65890                 NaN            NaN
  1261.13        2500.00       0.283599       0.825089E-001   95.2136       0.916883       0.527815                 NaN  0.691117        2.28450                 NaN            NaN
  1260.10        2500.00       0.155773                 NaN   96.4866       0.237446       0.564118                 NaN  0.362241        2.19379                 NaN            NaN
  1259.06        2500.00       0.267731                 NaN   95.9136       0.725218       0.363774                 NaN  0.521676        2.20800                 NaN            NaN
  1258.02        2500.00       0.254290                 NaN   96.1374       0.339525       0.691756                 NaN  0.492611        2.08446                 NaN            NaN
  1256.99        2500.00       0.281989                 NaN   96.6611       0.273544       0.505719                 NaN  0.421730        1.85594                 NaN            NaN
  1255.95        2500.00       0.331303                 NaN   94.2246       0.178798        1.42383                 NaN  0.744481        3.09694                 NaN            NaN
  1254.92        2500.00       0.156303                 NaN   98.1105       0.922863E-001  0.385520                 NaN  0.231202        1.02421                 NaN            NaN
  1253.88        2500.00       0.191789                 NaN   96.9532       0.205597       0.626768                 NaN  0.394688        1.62796                 NaN            NaN
  1252.84        2500.00                 NaN            NaN   94.5191        1.13169       0.422194                 NaN  0.681116        3.01393       0.231985                 NaN
  1251.81        2500.00       0.181182                 NaN   98.5780       0.354461       0.172201                 NaN  0.276221       0.437933                 NaN            NaN
  1250.77        2500.00       0.152425                 NaN   97.0023       0.166931       0.526815                 NaN  0.265314        1.88619                 NaN            NaN
  1249.73        2500.00       0.207205                 NaN   97.1500       0.713023                 NaN            NaN  0.295206        1.63462                 NaN            NaN
  1248.70        2500.00       0.418230E-001            NaN   97.1626       0.846064                 NaN            NaN  0.452481        1.46500       0.320384E-001            NaN
  1247.66        2500.00       0.212839E-001            NaN   97.7781       0.872303E-001  0.643950                 NaN  0.336090        1.04654       0.868034E-001            NaN
  1246.63        2500.00       0.259898                 NaN   96.6145       0.256511       0.453471                 NaN  0.372327        2.03032       0.129422E-001            NaN
  1245.59        2500.00       0.243287E-001            NaN   97.4354       0.760401                 NaN            NaN  0.335760        1.38362       0.604671E-001            NaN
  1244.55        2500.00                 NaN            NaN   97.0802       0.177824       0.702029                 NaN  0.364942        1.57419       0.100824                 NaN
  1243.52        2500.00                 NaN            NaN   97.3632       0.109145       0.722337                 NaN  0.331730        1.38820       0.853547E-001            NaN
  1242.48        2500.00                 NaN            NaN   97.7648       0.442762                 NaN            NaN  0.255144        1.42807       0.109230                 NaN
  1241.44        2500.00       0.190913                 NaN   97.2581       0.885046                 NaN            NaN  0.368075        1.29785                 NaN            NaN
  1240.41        2500.00                 NaN            NaN   97.7618       0.628727                 NaN            NaN  0.294083        1.23504       0.803107E-001            NaN
  1239.37        2500.00                 NaN            NaN   97.6124       0.110225       0.651771                 NaN  0.292340        1.26267       0.705535E-001            NaN
  1238.34        2500.00       0.155456                 NaN   95.6515        1.25207                 NaN            NaN  0.505023        2.40103       0.349306E-001            NaN
  1237.30        2500.00                 NaN            NaN   99.1090       0.299919                 NaN            NaN  0.131167       0.341818       0.118104                 NaN
  1236.26        2500.00                 NaN            NaN   98.3808       0.472292                 NaN            NaN  0.196660       0.906754       0.435326E-001            NaN
  1235.23        2500.00                 NaN            NaN   97.8079       0.640753                 NaN            NaN  0.281486        1.20565       0.642522E-001            NaN
  1234.19        2500.00                 NaN            NaN   98.1888       0.618814                 NaN            NaN  0.267070       0.861090       0.641868E-001            NaN
  1233.15        2500.00                 NaN            NaN   97.8865       0.220463       0.341455                 NaN  0.220977        1.27033       0.602490E-001            NaN
  1232.12        2500.00                 NaN            NaN   98.2174       0.492338                 NaN            NaN  0.231077        1.00076       0.584783E-001            NaN
  1231.08        2500.00                 NaN            NaN   98.3966       0.672546E-002  0.557768                 NaN  0.239748       0.739909       0.592365E-001            NaN
  1230.05        2500.00                 NaN            NaN   97.6622       0.592213                 NaN            NaN  0.296681        1.39632       0.525988E-001            NaN
  1229.01        2500.00                 NaN            NaN   98.2458       0.355550                 NaN            NaN  0.197743        1.14099       0.599277E-001            NaN
  1227.97        2500.00                 NaN            NaN   98.5451       0.651832       0.157950E-001            NaN  0.169244       0.591704       0.263357E-001            NaN
  1226.94        2500.00                 NaN            NaN   97.9689       0.418057                 NaN            NaN  0.258138        1.28475       0.701737E-001            NaN
  1225.90        2500.00                 NaN            NaN   98.8239       0.628868       0.363194E-001            NaN  0.188134       0.285466       0.372777E-001            NaN
  1224.86        2500.00                 NaN            NaN   98.1690       0.366167       0.959838E-001            NaN  0.177597        1.15443       0.368273E-001            NaN
  1223.83        2500.00                 NaN            NaN   78.6204       0.420974E-001   3.47443                 NaN   1.89325        9.44513       0.292429        6.23231     
  1222.79        2500.00        1.94745                 NaN            NaN   2.68454        11.9269                 NaN   8.61771        43.6045       0.611100        30.6078     
  1221.76        2500.00        1.20557                 NaN            NaN   13.4992        2.05268                 NaN   8.67928        43.4823       0.825681        30.2553     
  1220.72        2500.00       0.816279                 NaN            NaN   14.4577        1.57628                 NaN   8.70822        43.4310       0.941461        30.0691     
  1219.68        2500.00       0.523312                 NaN            NaN   15.0263        1.37337                 NaN   8.73109        43.3903        1.02735        29.9282     
  1218.65        2500.00                 NaN            NaN            NaN   17.0600                 NaN            NaN   8.77894        43.3090        1.17719        29.6748     
  1217.61        2500.00                 NaN            NaN            NaN  0.110750E-001   17.0492                 NaN   8.78327        43.3053        1.17663        29.6745     
  1216.57        2500.00                 NaN            NaN            NaN   16.9780       0.819069E-001            NaN   8.78664        43.3026        1.17640        29.6744     
  1215.54        2500.00                 NaN            NaN            NaN   16.0257        1.00522                 NaN   8.77246        43.3353        1.18619        29.6751     
  1214.50        2500.00                 NaN            NaN            NaN   15.8694        1.15702                 NaN   8.77320        43.3380        1.18736        29.6750     
  1213.47        2500.00                 NaN            NaN            NaN   15.7310        1.29142                 NaN   8.77396        43.3404        1.18840        29.6748     
  1212.43        2500.00                 NaN            NaN            NaN   15.6065        1.41224                 NaN   8.77472        43.3424        1.18934        29.6747     
  1211.39        2500.00                 NaN            NaN            NaN   15.4951        1.52045                 NaN   8.77552        43.3442        1.19017        29.6746     
  1210.36        2500.00                 NaN            NaN            NaN  0.593569        16.4619                 NaN   8.80467        43.2896        1.17601        29.6742     
  1209.32        2500.00                 NaN            NaN            NaN   16.3926       0.662597                 NaN   8.80811        43.2866        1.17569        29.6744     
  1208.28        2500.00                 NaN            NaN            NaN   16.2820       0.771382                 NaN   8.81025        43.2857        1.17609        29.6745     
  1207.25        2500.00                 NaN            NaN            NaN   15.4848        1.54019                 NaN   8.79916        43.3148        1.18667        29.6744     
  1206.21        2500.00                 NaN            NaN            NaN   15.4418        1.58195                 NaN   8.80243        43.3129        1.18674        29.6742     
  1205.18        2500.00                 NaN            NaN            NaN   16.2499       0.805025                 NaN   8.82204        43.2747        1.17448        29.6739     
  1204.14        2500.00                 NaN            NaN            NaN   15.3662        1.65553                 NaN   8.80911        43.3086        1.18676        29.6738     
  1203.10        2500.00                 NaN            NaN            NaN   15.3339        1.68682                 NaN   8.81281        43.3063        1.18670        29.6735     
  1202.07        2500.00                 NaN            NaN            NaN   1.35132        15.6947                 NaN   8.82301        43.2776        1.17748        29.6759     
  1201.03        2500.00                 NaN            NaN            NaN   12.8750        4.13358                 NaN   8.79995        43.3493        1.18570        29.6565     
  1199.99        2500.00                 NaN            NaN            NaN   13.5483        3.45715                 NaN   8.80703        43.3474        1.18560        29.6545     
  1198.96        2500.00                 NaN            NaN            NaN   14.2286        2.77795                 NaN   8.81126        43.3448        1.18396        29.6534     
  1197.92        2500.00                 NaN            NaN            NaN   14.8392        2.16852                 NaN   8.81578        43.3418        1.18233        29.6524     
  1196.89        2500.00                 NaN            NaN            NaN   15.3955        1.61335                 NaN   8.82056        43.3384        1.18069        29.6515     
  1195.85        2500.00                 NaN            NaN            NaN   15.9074        1.10270                 NaN   8.82559        43.3347        1.17903        29.6505     
  1194.81        2500.00                 NaN            NaN            NaN   16.3816       0.629816                 NaN   8.83085        43.3307        1.17736        29.6496     
  1193.78        2500.00                 NaN            NaN            NaN   16.8230       0.189739                 NaN   8.83631        43.3265        1.17567        29.6488     
  1192.74        2500.00                 NaN            NaN            NaN   16.7298       0.274559                 NaN   8.85521        43.3095        1.18055        29.6504     
  1191.70        2500.00                 NaN            NaN            NaN   1.33994        15.7026                 NaN   8.86035        43.2508        1.17375        29.6725     
  1190.67        2500.00                 NaN            NaN            NaN   16.2560       0.767222                 NaN   8.86520        43.2762        1.17600        29.6594     
  1189.63        2500.00                 NaN            NaN            NaN   16.2988       0.715610                 NaN   8.86577        43.2865        1.17747        29.6559     
  1188.60        2500.00                 NaN            NaN            NaN   15.5384        1.51119                 NaN   8.87306        43.2323        1.17121        29.6739     
  1187.56        2500.00                 NaN            NaN            NaN   16.1093       0.902364                 NaN   8.86973        43.2846        1.17778        29.6562     
  1186.52        2500.00                 NaN            NaN            NaN   15.9074        1.10089                 NaN   8.86994        43.2856        1.17908        29.6571     
  1185.49        2500.00                 NaN            NaN            NaN   15.8765        1.12260                 NaN   8.86995        43.2953        1.18108        29.6545     
  1184.45        2500.00                 NaN            NaN            NaN   15.8984        1.08620                 NaN   8.86866        43.3122        1.18427        29.6503     
  1183.41        2500.00                 NaN            NaN            NaN   15.7804        1.19985                 NaN   8.86809        43.3163        1.18549        29.6499     
  1182.38        2500.00                 NaN            NaN            NaN   15.6703        1.30643                 NaN   8.86917        43.3173        1.18658        29.6502     
  1181.34        2500.00                 NaN            NaN            NaN   15.5768        1.39589                 NaN   8.86957        43.3197        1.18796        29.6501     
  1180.31        2500.00                 NaN            NaN            NaN   15.4835        1.48511                 NaN   8.87124        43.3219        1.18856        29.6498     
