|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1455.24        500.000       0.168359E-002   99.1751                 NaN            NaN  0.241367       0.581836                 NaN            NaN            NaN            NaN
  1453.82        500.000       0.161740E-002   99.1871                 NaN            NaN  0.573590       0.237721                 NaN            NaN            NaN            NaN
  1452.41        500.000       0.156557E-002   99.1937                 NaN            NaN  0.235575       0.569183                 NaN            NaN            NaN            NaN
  1451.00        500.000       0.150963E-002   99.2005                 NaN            NaN  0.234002       0.563995                 NaN            NaN            NaN            NaN
  1449.58        500.000       0.146131E-002   99.2083                 NaN            NaN  0.231760       0.558474                 NaN            NaN            NaN            NaN
  1448.17        500.000       0.140618E-002   99.2164                 NaN            NaN  0.552564       0.229647                 NaN            NaN            NaN            NaN
  1446.76        500.000       0.135975E-002   99.2231                 NaN            NaN  0.548035       0.227518                 NaN            NaN            NaN            NaN
  1445.34        500.000       0.130504E-002   99.2303                 NaN            NaN  0.542792       0.225621                 NaN            NaN            NaN            NaN
  1443.93        500.000       0.127120E-002   99.2359                 NaN            NaN  0.538353       0.224438                 NaN            NaN            NaN            NaN
  1442.51        500.000       0.120477E-002   99.2473                 NaN            NaN  0.221457       0.530025                 NaN            NaN            NaN            NaN
  1441.10        500.000       0.116046E-002   99.2522                 NaN            NaN  0.220027       0.526602                 NaN            NaN            NaN            NaN
  1439.69        500.000       0.111459E-002   99.2586                 NaN            NaN  0.218066       0.522185                 NaN            NaN            NaN            NaN
  1438.27        500.000       0.106590E-002   99.2658                 NaN            NaN  0.516827       0.216282                 NaN            NaN            NaN            NaN
  1436.86        500.000       0.102301E-002   99.2725                 NaN            NaN  0.511718       0.214716                 NaN            NaN            NaN            NaN
  1435.45        500.000       0.983156E-003   99.2784                 NaN            NaN  0.212572       0.508068                 NaN            NaN            NaN            NaN
  1434.03        500.000       0.938825E-003   99.2850                 NaN            NaN  0.210953       0.503098                 NaN            NaN            NaN            NaN
  1432.62        500.000       0.898552E-003   99.2891                 NaN            NaN  0.209019       0.500940                 NaN            NaN            NaN            NaN
  1431.20        500.000       0.860283E-003   99.2983                 NaN            NaN  0.493037       0.207831                 NaN            NaN            NaN            NaN
  1429.79        500.000       0.813500E-003   99.3043                 NaN            NaN  0.205699       0.489207                 NaN            NaN            NaN            NaN
  1428.38        500.000       0.772493E-003   99.3097                 NaN            NaN  0.485074       0.204500                 NaN            NaN            NaN            NaN
  1426.96        500.000       0.736396E-003   99.3139                 NaN            NaN  0.482118       0.203218                 NaN            NaN            NaN            NaN
  1425.55        500.000       0.699236E-003   99.3199                 NaN            NaN  0.476576       0.202795                 NaN            NaN            NaN            NaN
  1424.14        500.000       0.653056E-003   99.3297                 NaN            NaN  0.199448       0.470185                 NaN            NaN            NaN            NaN
  1422.72        500.000       0.624414E-003   99.3290                 NaN            NaN  0.197829       0.472502                 NaN            NaN            NaN            NaN
  1421.31        500.000       0.584217E-003   99.3403                 NaN            NaN  0.462789       0.196286                 NaN            NaN            NaN            NaN
  1419.89        500.000       0.546354E-003   99.3430                 NaN            NaN  0.461626       0.194840                 NaN            NaN            NaN            NaN
  1418.48        500.000       0.512975E-003   99.3480                 NaN            NaN  0.457913       0.193535                 NaN            NaN            NaN            NaN
  1417.07        500.000       0.469459E-003   99.3534                 NaN            NaN  0.191523       0.454596                 NaN            NaN            NaN            NaN
  1415.65        500.000       0.446096E-003   99.3591                 NaN            NaN  0.449587       0.190849                 NaN            NaN            NaN            NaN
  1414.24        500.000       0.407322E-003   99.3636                 NaN            NaN  0.446848       0.189141                 NaN            NaN            NaN            NaN
  1412.83        500.000       0.378301E-003   99.3685                 NaN            NaN  0.443389       0.187772                 NaN            NaN            NaN            NaN
  1411.41        500.000       0.345907E-003   99.3732                 NaN            NaN  0.440109       0.186363                 NaN            NaN            NaN            NaN
  1410.00        500.000       0.298085E-003   99.3772                 NaN            NaN  0.184849       0.437697                 NaN            NaN            NaN            NaN
  1408.58        500.000       0.344639E-003   99.9541                 NaN            NaN  0.455264E-001            NaN            NaN            NaN            NaN            NaN
  1407.17        500.000       0.216470E-003   98.8162                 NaN            NaN  0.320038       0.863518                 NaN            NaN            NaN            NaN
  1405.76        500.000       0.220815E-003   99.3923                 NaN            NaN  0.426466       0.181036                 NaN            NaN            NaN            NaN
  1404.34        500.000       0.505874E-003   98.5265                 NaN            NaN  0.496537       0.534254       0.442195                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.3435                 NaN            NaN  0.607976       0.508143       0.540333                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.3713                 NaN            NaN  0.597329       0.500122       0.531275                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.3992                 NaN            NaN  0.491727       0.586801       0.522304                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.4246                 NaN            NaN  0.576879       0.484561       0.513959                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.4496                 NaN            NaN  0.477364       0.567398       0.505672                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.4754                 NaN            NaN  0.469594       0.557681       0.497311                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.4991                 NaN            NaN  0.463107       0.548155       0.489662                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.5231                 NaN            NaN  0.539652       0.455646       0.481598                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.5461                 NaN            NaN  0.530775       0.448812       0.474290                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.5685                 NaN            NaN  0.442142       0.522460       0.466913                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.5855                 NaN            NaN  0.437248       0.515684       0.461541                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.6124                 NaN            NaN  0.429196       0.506131       0.452307                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.6314                 NaN            NaN  0.498646       0.423748       0.446226                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.6487                 NaN            NaN  0.419497       0.491485       0.440314                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.6683                 NaN            NaN  0.486383       0.411388       0.433900                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.6900                 NaN            NaN  0.477614       0.405823       0.426592                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.7058                 NaN            NaN  0.471511       0.401408       0.421306                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.7244                 NaN            NaN  0.395855       0.464530       0.415224                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.7412                 NaN            NaN  0.390650       0.458623       0.409542                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.7569                 NaN            NaN  0.385846       0.452873       0.404393                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.7753                 NaN            NaN  0.380143       0.446432       0.398076                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.7906                 NaN            NaN  0.375401       0.441026       0.392940                 NaN            NaN            NaN
  1371.83        500.000                 NaN   98.8063                 NaN            NaN  0.370929       0.435102       0.387691                 NaN            NaN            NaN
  1370.41        500.000                 NaN   98.8216                 NaN            NaN  0.429776       0.366113       0.382527                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.8360                 NaN            NaN  0.361943       0.424428       0.377589                 NaN            NaN            NaN
  1367.58        500.000                 NaN   98.8504                 NaN            NaN  0.419527       0.357358       0.372761                 NaN            NaN            NaN
  1366.17        500.000                 NaN   98.8653                 NaN            NaN  0.352512       0.414407       0.367808                 NaN            NaN            NaN
  1364.76        500.000                 NaN   98.8793                 NaN            NaN  0.348193       0.409515       0.363023                 NaN            NaN            NaN
  1363.34        500.000                 NaN   98.8920                 NaN            NaN  0.404601       0.344797       0.358636                 NaN            NaN            NaN
  1361.93        500.000                 NaN   98.9051                 NaN            NaN  0.340057       0.400557       0.354250                 NaN            NaN            NaN
  1360.52        500.000                 NaN   98.9176                 NaN            NaN  0.336372       0.396079       0.349938                 NaN            NaN            NaN
  1359.10        500.000                 NaN   98.9311                 NaN            NaN  0.331786       0.391869       0.345242                 NaN            NaN            NaN
  1357.69        500.000                 NaN   98.9434                 NaN            NaN  0.387283       0.328180       0.341180                 NaN            NaN            NaN
  1356.27        500.000                 NaN   98.9551                 NaN            NaN  0.324343       0.383491       0.337113                 NaN            NaN            NaN
  1354.86        500.000                 NaN   98.9626                 NaN            NaN  0.381741       0.321108       0.334540                 NaN            NaN            NaN
  1353.45        500.000                 NaN   98.9805                 NaN            NaN  0.374476       0.316820       0.328237                 NaN            NaN            NaN
  1352.03        500.000                 NaN   98.9899                 NaN            NaN  0.313134       0.371758       0.325221                 NaN            NaN            NaN
  1350.62        500.000                 NaN   98.9984                 NaN            NaN  0.311333       0.368185       0.322060                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.0121                 NaN            NaN  0.306114       0.364365       0.317462                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.0214                 NaN            NaN  0.361542       0.302758       0.314326                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.0312                 NaN            NaN  0.358242       0.299722       0.310791                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.0413                 NaN            NaN  0.355216       0.296093       0.307368                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.0506                 NaN            NaN  0.293239       0.351973       0.304177                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.0614                 NaN            NaN  0.289212       0.349081       0.300346                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.0697                 NaN            NaN  0.286351       0.346494       0.297442                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.0784                 NaN            NaN  0.283307       0.343836       0.294465                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.0871                 NaN            NaN  0.280301       0.341345       0.291301                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.0953                 NaN            NaN  0.339498       0.276866       0.288323                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.1036                 NaN            NaN  0.274664       0.336305       0.285476                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.1132                 NaN            NaN  0.270268       0.334319       0.282217                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.1190                 NaN            NaN  0.331963       0.269076       0.279936                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.1284                 NaN            NaN  0.330070       0.264716       0.276837                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.1353                 NaN            NaN  0.328696       0.261699       0.274290                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.1442                 NaN            NaN  0.325553       0.258984       0.271251                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.1510                 NaN            NaN  0.255948       0.324204       0.268858                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.1581                 NaN            NaN  0.322698       0.252846       0.266321                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.1659                 NaN            NaN  0.249498       0.320944       0.263688                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.1730                 NaN            NaN  0.246443       0.319329       0.261218                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.1787                 NaN            NaN  0.243578       0.318701       0.259069                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.1846                 NaN            NaN  0.317464       0.241063       0.256875                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.1909                 NaN            NaN  0.317393       0.236997       0.254741                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.1986       0.135973E-005            NaN  0.315897       0.233468       0.252056                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.2045       0.588947E-005            NaN  0.229027       0.316507       0.249992                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.2219       0.411993E-001            NaN  0.153299       0.332024       0.251601                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.2321       0.980956E-001            NaN  0.410927                 NaN  0.258925                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.2423       0.983821E-001            NaN  0.403863                 NaN  0.255426                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.2490       0.944974E-001            NaN  0.404038                 NaN  0.252436                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.2593       0.983320E-001            NaN  0.393054                 NaN  0.249359                 NaN            NaN            NaN
  1306.79        500.000                 NaN   99.2672       0.965772E-001            NaN  0.389894                 NaN  0.246291                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.2742       0.946780E-001            NaN  0.387647                 NaN  0.243452                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.2844       0.974568E-001            NaN  0.377603                 NaN  0.240527                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.3757       0.290146                 NaN            NaN            NaN  0.334185                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.1830                 NaN            NaN  0.647499                 NaN  0.169504                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.4030       0.119047                 NaN  0.219084                 NaN  0.258885                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.2449                 NaN            NaN  0.575733                 NaN  0.179329                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.3298       0.500296E-001            NaN  0.405230                 NaN  0.214968                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.4391       0.256885                 NaN            NaN            NaN  0.304034                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.3735       0.168157                 NaN            NaN            NaN  0.445480       0.128558E-001            NaN            NaN
  1292.65        500.000                 NaN   99.0446                 NaN            NaN  0.946679                 NaN            NaN  0.871203E-002            NaN            NaN
  1291.24        500.000                 NaN   99.3565       0.727787E-006            NaN  0.427894                 NaN  0.187583       0.279973E-001            NaN            NaN
  1289.83        500.000                 NaN   99.4389       0.806519E-001            NaN            NaN            NaN  0.425838       0.545994E-001            NaN            NaN
  1288.41        500.000                 NaN   99.7796       0.182414                 NaN            NaN            NaN  0.373659E-001  0.649258E-003            NaN            NaN
  1287.00        500.000                 NaN   98.6944                 NaN            NaN   1.05753                 NaN  0.226626       0.214193E-001            NaN            NaN
  1285.58        500.000                 NaN   99.3553                 NaN            NaN  0.421290                 NaN  0.196988       0.264423E-001            NaN            NaN
  1284.17        500.000                 NaN   99.3502       0.232223E-001            NaN  0.398086                 NaN  0.203441       0.250492E-001            NaN            NaN
  1282.76        500.000                 NaN   99.3475       0.642399E-001            NaN  0.351624                 NaN  0.213151       0.234899E-001            NaN            NaN
  1281.34        500.000                 NaN   99.3514       0.722118E-001            NaN  0.339786                 NaN  0.212789       0.238121E-001            NaN            NaN
  1279.93        500.000                 NaN   99.3707       0.630957E-001            NaN  0.339360                 NaN  0.204668       0.221716E-001            NaN            NaN
  1278.52        500.000                 NaN   99.3737       0.614161E-001            NaN  0.338941                 NaN  0.203927       0.220371E-001            NaN            NaN
  1277.10        500.000                 NaN   99.3823       0.596665E-001            NaN  0.335570                 NaN  0.200928       0.215381E-001            NaN            NaN
  1275.69        500.000                 NaN   99.3906       0.587954E-001            NaN  0.331629                 NaN  0.197934       0.210812E-001            NaN            NaN
  1274.27        500.000                 NaN   99.4006       0.572300E-001            NaN  0.326727                 NaN  0.194839       0.206103E-001            NaN            NaN
  1272.86        500.000                 NaN   99.4070       0.576966E-001            NaN  0.322729                 NaN  0.192307       0.202237E-001            NaN            NaN
  1271.45        500.000                 NaN   99.5301       0.212586                 NaN            NaN            NaN  0.249828       0.747267E-002            NaN            NaN
  1270.03        500.000                 NaN   99.2843                 NaN            NaN  0.533752                 NaN  0.152233       0.297002E-001            NaN            NaN
  1268.62        500.000                 NaN   99.4509       0.180169E-005            NaN  0.361867                 NaN  0.166654       0.205774E-001            NaN            NaN
  1267.21        500.000                 NaN   96.8819       0.509624E-001            NaN  0.826280                 NaN  0.455735       0.638790E-001   1.72124                 NaN
  1265.79        500.000                 NaN   94.9350       0.101765                 NaN   1.15898                 NaN  0.675265       0.949229E-001   3.03402                 NaN
  1264.38        500.000                 NaN   95.2273       0.903769E-001            NaN   1.10473                 NaN  0.637814       0.884425E-001   2.85134                 NaN
  1262.96        500.000                 NaN   95.4921       0.796892E-001            NaN   1.05478                 NaN  0.603740       0.825893E-001   2.68709                 NaN
  1261.55        500.000                 NaN   95.7353       0.710961E-001            NaN   1.00852                 NaN  0.572090       0.772292E-001   2.53578                 NaN
  1260.14        500.000                 NaN   95.9479       0.647976E-001            NaN  0.964956                 NaN  0.544331       0.726226E-001   2.40540                 NaN
  1258.72        500.000                 NaN   96.1482       0.601938E-001            NaN  0.922720                 NaN  0.517979       0.683233E-001   2.28263                 NaN
  1257.31        500.000                 NaN   96.3300       0.519435E-001            NaN  0.888638                 NaN  0.493953       0.642222E-001   2.17129                 NaN
  1255.89        500.000                 NaN   96.4962       0.462386E-001            NaN  0.855189                 NaN  0.471793       0.605481E-001   2.07000                 NaN
  1254.48        500.000                 NaN   96.6499       0.407051E-001            NaN  0.824513                 NaN  0.451169       0.571153E-001   1.97662                 NaN
  1253.07        500.000                 NaN   96.7887       0.388741E-001            NaN  0.793080                 NaN  0.432282       0.541634E-001   1.89294                 NaN
  1251.65        500.000                 NaN   96.9195       0.364638E-001            NaN  0.763910                 NaN  0.414314       0.513748E-001   1.81442                 NaN
  1250.24        500.000                 NaN   97.0360       0.377201E-001            NaN  0.734998                 NaN  0.398086       0.489412E-001   1.74430                 NaN
  1248.83        500.000                 NaN   97.1549       0.246469E-001            NaN  0.720899                 NaN  0.382331       0.458055E-001   1.67137                 NaN
  1247.41        500.000                 NaN   97.2658       0.211813E-001            NaN  0.696877                 NaN  0.366780       0.434370E-001   1.60596                 NaN
  1246.00        500.000                 NaN   97.3645       0.189532E-001            NaN  0.675447                 NaN  0.353027       0.412280E-001   1.54680                 NaN
  1244.58        500.000                 NaN   97.4587       0.149446E-001            NaN  0.656870                 NaN  0.339780       0.390810E-001   1.49065                 NaN
  1243.17        500.000                 NaN   97.5469       0.114325E-001            NaN  0.639259                 NaN  0.327356       0.370556E-001   1.43802                 NaN
  1241.76        500.000                 NaN   97.6410       0.144176E-001            NaN  0.609780                 NaN  0.314301       0.353395E-001   1.38512                 NaN
  1240.34        500.000                 NaN   97.7003       0.397501E-002            NaN  0.612086                 NaN  0.305135       0.333999E-001   1.34511                 NaN
  1238.93        500.000                 NaN   97.7801       0.431928E-002            NaN  0.590430                 NaN  0.293934       0.317634E-001   1.29944                 NaN
  1237.52        500.000                 NaN   97.8573       0.581049E-002            NaN  0.568070                 NaN  0.283755       0.300849E-001   1.25502                 NaN
