|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1939.10        500.000        99.0122       0.964182       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0122       0.964182       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0122       0.964181       0.236657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0122       0.964181       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0122       0.964180       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0122       0.964179       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0122       0.964178       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0122       0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0122       0.964177       0.236656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0122       0.964177       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0122       0.964176       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0122       0.964175       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0122       0.964174       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0122       0.964173       0.236655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0122       0.964172       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0122       0.964171       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0122       0.964170       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0122       0.964169       0.236654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0105       0.964173       0.236655E-001  0.162466E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        98.9833       0.964248       0.236673E-001  0.287563E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        98.9541       0.964328       0.236693E-001  0.578547E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        98.9250       0.964409       0.236712E-001  0.869579E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        98.8958       0.964489       0.236732E-001  0.116066                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        98.8666       0.964570       0.236752E-001  0.145179                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        98.8384       0.964647       0.236771E-001  0.173286                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        98.8102       0.964725       0.236790E-001  0.201398                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        98.7820       0.964802       0.236809E-001  0.229515                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        98.7538       0.964880       0.236828E-001  0.257636                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        98.7256       0.964958       0.236847E-001  0.285762                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        98.6974       0.965035       0.236866E-001  0.313892                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        98.6692       0.965113       0.236885E-001  0.342027                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        98.6410       0.965191       0.236904E-001  0.370166                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        98.6140       0.965265       0.236923E-001  0.397005                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        98.5871       0.965339       0.236941E-001  0.423848                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        98.5602       0.965413       0.236959E-001  0.450695                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        98.5333       0.965487       0.236977E-001  0.477547                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        98.5063       0.965561       0.236995E-001  0.504402                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        98.4794       0.965635       0.237014E-001  0.531262                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        98.4525       0.965710       0.237032E-001  0.558126                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        98.4255       0.965784       0.237050E-001  0.584994                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        98.3998       0.965854       0.237067E-001  0.610596                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        98.3742       0.965925       0.237085E-001  0.636203                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        98.3485       0.965996       0.237102E-001  0.661813                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        98.3228       0.966066       0.237119E-001  0.687427                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        98.2971       0.966137       0.237137E-001  0.713045                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        98.2714       0.966208       0.237154E-001  0.738666                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        98.2457       0.966278       0.237171E-001  0.764291                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        98.2200       0.966349       0.237189E-001  0.789920                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        98.1957       0.966416       0.237205E-001  0.814149                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        98.1714       0.966483       0.237221E-001  0.838382                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        98.1471       0.966549       0.237238E-001  0.862618                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        98.1228       0.966616       0.237254E-001  0.886857                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        98.0985       0.966683       0.237271E-001  0.911100                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        98.0742       0.966750       0.237287E-001  0.935346                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        98.0499       0.966817       0.237303E-001  0.959595                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        98.0255       0.966883       0.237320E-001  0.983848                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        98.0021       0.966948       0.237336E-001   1.00717                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        97.9788       0.967012       0.237351E-001   1.03050                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        97.9554       0.967076       0.237367E-001   1.05383                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        97.9320       0.967140       0.237383E-001   1.07717                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        97.8950       0.967195       0.237396E-001   1.09721       0.168054E-001            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        97.8575       0.967250       0.237410E-001   1.11696       0.345837E-001            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        97.8203       0.967303       0.237423E-001   1.13648       0.521435E-001            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        97.7832       0.967357       0.237436E-001   1.15599       0.697052E-001            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        97.7469       0.967409       0.237449E-001   1.17511       0.868092E-001            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        97.7106       0.967462       0.237462E-001   1.19424       0.103915                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        97.6744       0.967514       0.237475E-001   1.21336       0.121023                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        97.6381       0.967567       0.237488E-001   1.23249       0.138132                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        97.6027       0.967618       0.237500E-001   1.25111       0.154864                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        97.5673       0.967669       0.237513E-001   1.26973       0.171597                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        97.5323       0.967719       0.237525E-001   1.28821       0.188035                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        96.9540       0.967602       0.229641E-001   1.24608       0.206690       0.602710                 NaN            NaN            NaN            NaN
  1637.82        500.000        96.0754       0.967359       0.216977E-001   1.15919       0.225994        1.55033                 NaN            NaN            NaN            NaN
  1634.62        500.000        95.1974       0.967118       0.204319E-001   1.07234       0.245288        2.49747                 NaN            NaN            NaN            NaN
  1631.41        500.000        94.3197       0.966876       0.191667E-001  0.985536       0.264572        3.44414                 NaN            NaN            NaN            NaN
  1628.21        500.000        93.4425       0.966634       0.179022E-001  0.898775       0.283846        4.39033                 NaN            NaN            NaN            NaN
  1625.00        500.000        92.5657       0.966392       0.166383E-001  0.812058       0.303111        5.33605                 NaN            NaN            NaN            NaN
  1621.79        500.000        91.6894       0.966151       0.153750E-001  0.725383       0.322367        6.28130                 NaN            NaN            NaN            NaN
  1618.59        500.000        90.8135       0.965910       0.141124E-001  0.638752       0.341612        7.22608                 NaN            NaN            NaN            NaN
  1615.38        500.000        89.9381       0.965668       0.128504E-001  0.552165       0.360848        8.17038                 NaN            NaN            NaN            NaN
  1612.18        500.000        89.0983       0.965392       0.115900E-001  0.452980       0.379286        9.09249                 NaN            NaN            NaN            NaN
  1608.97        500.000        88.2589       0.965116       0.103302E-001  0.353852       0.397712        10.0141                 NaN            NaN            NaN            NaN
  1605.77        500.000        87.4201       0.964841       0.907122E-002  0.254780       0.416128        10.9351                 NaN            NaN            NaN            NaN
  1602.56        500.000        86.5817       0.964565       0.781294E-002  0.155765       0.434534        11.8556                 NaN            NaN            NaN            NaN
  1599.36        500.000        85.7616       0.964274       0.656029E-002  0.511793E-001  0.452615        12.7638                 NaN            NaN            NaN            NaN
  1596.15        500.000        84.9856       0.964132       0.543037E-002            NaN  0.468974        13.5759                 NaN            NaN            NaN            NaN
  1592.95        500.000        84.2561       0.964131       0.443479E-002            NaN  0.484092        14.2913                 NaN            NaN            NaN            NaN
  1589.74        500.000        83.5265       0.964131       0.343920E-002            NaN  0.499209        15.0067                 NaN            NaN            NaN            NaN
  1586.54        500.000        82.8172       0.964131       0.243034E-002            NaN  0.514226        15.7020                 NaN            NaN            NaN            NaN
  1583.33        500.000        82.1078       0.964130       0.142149E-002            NaN  0.529242        16.3974                 NaN            NaN            NaN            NaN
  1580.13        500.000        81.4117       0.964130       0.460364E-003            NaN  0.543884        17.0799                 NaN            NaN            NaN            NaN
  1576.92        500.000        80.7344       0.964131                 NaN            NaN  0.558150        17.7433                 NaN            NaN            NaN            NaN
  1573.72        500.000        79.8379       0.964133                 NaN            NaN  0.564500        18.2116       0.421892                 NaN            NaN            NaN
  1570.51        500.000        78.2880       0.964135                 NaN            NaN  0.547449        18.1730        2.02743                 NaN            NaN            NaN
  1567.31        500.000        76.8029       0.964137                 NaN            NaN  0.529571        18.1280        3.57540                 NaN            NaN            NaN
  1564.10        500.000        75.3178       0.964139                 NaN            NaN  0.511693        18.0830        5.12338                 NaN            NaN            NaN
  1560.90        500.000        74.0152       0.964140                 NaN            NaN  0.491722        18.0276        6.50131                 NaN            NaN            NaN
  1557.69        500.000        72.7126       0.964142                 NaN            NaN  0.471751        17.9723        7.87924                 NaN            NaN            NaN
  1554.49        500.000        71.4100       0.964144                 NaN            NaN  0.451779        17.9170        9.25717                 NaN            NaN            NaN
  1551.28        500.000        70.1073       0.964145                 NaN            NaN  0.431808        17.8616        10.6351                 NaN            NaN            NaN
  1548.08        500.000        68.8047       0.964147                 NaN            NaN  0.411837        17.8063        12.0131                 NaN            NaN            NaN
  1544.87        500.000        67.5021       0.964149                 NaN            NaN  0.391865        17.7509        13.3910                 NaN            NaN            NaN
  1541.67        500.000        66.1994       0.964150                 NaN            NaN  0.371894        17.6956        14.7690                 NaN            NaN            NaN
  1538.46        500.000        64.8968       0.964152                 NaN            NaN  0.351922        17.6402        16.1469                 NaN            NaN            NaN
  1535.26        500.000        63.7247       0.964154       0.109167E-003            NaN  0.329787        17.5770        17.4042                 NaN            NaN            NaN
  1532.05        500.000        62.5793       0.964155       0.231591E-003            NaN  0.306923        17.5132        18.6363                 NaN            NaN            NaN
  1528.85        500.000        61.4657       0.964157       0.354100E-003            NaN  0.283350        17.4483        19.8381                 NaN            NaN            NaN
  1525.64        500.000        60.3522       0.964158       0.476609E-003            NaN  0.259777        17.3835        21.0399                 NaN            NaN            NaN
  1522.44        500.000        59.2936       0.964160       0.599314E-003            NaN  0.233711        17.3196        22.1883                 NaN            NaN            NaN
  1519.23        500.000        58.2350       0.964161       0.722019E-003            NaN  0.207644        17.2558        23.3367                 NaN            NaN            NaN
  1516.03        500.000        57.1764       0.964163       0.844725E-003            NaN  0.181578        17.1919        24.4850                 NaN            NaN            NaN
  1512.82        500.000        56.1179       0.964164       0.967431E-003            NaN  0.155512        17.1281        25.6334                 NaN            NaN            NaN
  1509.62        500.000        55.1214       0.964166       0.108423E-002            NaN  0.126738        17.0673        26.7193                 NaN            NaN            NaN
  1506.41        500.000        54.1249       0.964167       0.120102E-002            NaN  0.979645E-001   17.0066        27.8052                 NaN            NaN            NaN
  1503.21        500.000        53.1284       0.964168       0.131782E-002            NaN  0.691908E-001   16.9458        28.8911                 NaN            NaN            NaN
  1500.00        500.000        52.1319       0.964170       0.143462E-002            NaN  0.404169E-001   16.8851        29.9770                 NaN            NaN            NaN
  1496.79        500.000        51.1660       0.964171       0.154603E-002            NaN  0.896444E-002   16.8278        31.0315                 NaN            NaN            NaN
  1493.59        500.000        50.2612       0.964172       0.159961E-002            NaN            NaN   16.8063        31.9667                 NaN            NaN            NaN
  1490.38        500.000        49.4243       0.964173       0.165437E-002            NaN            NaN   16.7833        32.8266                 NaN            NaN            NaN
  1487.18        500.000        48.5874       0.964173       0.170912E-002            NaN            NaN   16.7602        33.6865                 NaN            NaN            NaN
  1483.97        500.000        47.7403       0.964174       0.176101E-002            NaN            NaN   16.7388        34.5550                 NaN            NaN            NaN
  1480.77        500.000        46.8932       0.964175       0.181291E-002            NaN            NaN   16.7174        35.4235                 NaN            NaN            NaN
  1477.56        500.000        45.5672       0.964178       0.208041E-002            NaN            NaN   16.5497        34.7384        2.17841                 NaN            NaN
  1474.36        500.000        44.1857       0.964181       0.236295E-002            NaN            NaN   16.3691        33.9889        4.48970                 NaN            NaN
  1471.15        500.000        42.5369       0.964184       0.258545E-002            NaN            NaN   16.2316        33.1272        6.58186       0.555626                 NaN
  1467.95        500.000        40.7578       0.964187       0.275587E-002            NaN            NaN   16.1273        32.5007        7.99126        1.65601                 NaN
  1464.74        500.000        40.7578       0.964187       0.275587E-002            NaN            NaN   16.1273        32.5007        7.99126        1.65601                 NaN
  1461.54        500.000        37.4317       0.964192       0.309034E-002            NaN            NaN   15.9225        31.5409        10.3542        3.78345                 NaN
  1458.33        500.000        35.8554       0.964195       0.325036E-002            NaN            NaN   15.8235        31.1119        11.4343        4.80746                 NaN
  1455.13        500.000        34.3454       0.964197       0.341083E-002            NaN  0.125007E-001   15.7203        30.5974        5.79767        12.5592                 NaN
  1451.92        500.000        34.3454       0.964197       0.341083E-002            NaN  0.125007E-001   15.7203        30.5974        5.79767        12.5592                 NaN
  1448.72        500.000        31.4868       0.964202       0.373696E-002            NaN  0.672646E-001   15.5014        29.4301        7.70101        14.8454                 NaN
  1445.51        500.000        31.4868       0.964202       0.373696E-002            NaN  0.672646E-001   15.5014        29.4301        7.70101        14.8454                 NaN
  1442.31        500.000        28.8714       0.964205       0.405075E-002            NaN  0.113266        15.2900        28.6953        9.50958        16.5523                 NaN
  1439.10        500.000        27.6395       0.964207       0.420621E-002            NaN  0.133893        15.1851        28.4603        10.3829        17.2299                 NaN
  1435.90        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1432.69        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1429.49        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1426.28        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1423.08        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1419.87        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1416.67        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1413.46        500.000        24.6977       0.964212       0.407236E-002            NaN  0.173427        15.2882        27.6028        11.3368        19.1436       0.789167     
  1410.26        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1407.05        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1403.85        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1400.64        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1397.44        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1394.23        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1391.03        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1387.82        500.000        10.9733       0.964238       0.330906E-002            NaN  0.362270        15.8406        23.5798        28.1461        15.1247        5.00569     
  1384.62        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1381.41        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1378.21        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1375.00        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1371.79        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1368.59        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1365.38        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1362.18        500.000        5.67062       0.964248       0.304453E-002            NaN  0.439296        15.9821        22.2866        31.4310        16.2057        7.01735     
  1358.97        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1355.77        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1352.56        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1349.36        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1346.15        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1342.95        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1339.74        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1336.54        500.000        2.75654       0.964253       0.293922E-002            NaN  0.479503        15.9893        21.8416        33.0570        16.5195        8.38943     
  1333.33        500.000       0.807707       0.964256       0.291203E-002            NaN  0.500064        15.9285        21.7895        16.5401        33.9919        9.47512     
  1330.13        500.000       0.807707       0.964256       0.291203E-002            NaN  0.500064        15.9285        21.7895        16.5401        33.9919        9.47512     
  1326.92        500.000       0.807707       0.964256       0.291203E-002            NaN  0.500064        15.9285        21.7895        16.5401        33.9919        9.47512     
  1323.72        500.000       0.807707       0.964256       0.291203E-002            NaN  0.500064        15.9285        21.7895        16.5401        33.9919        9.47512     
  1320.51        500.000       0.329979E-001  0.964256       0.291827E-002            NaN  0.504283        15.8809        21.8706        16.5043        34.2940        9.94582     
  1317.31        500.000                 NaN  0.964256       0.289243E-002            NaN  0.499769        15.8895        22.0942        34.0104        16.5628        9.97614     
  1314.10        500.000                 NaN  0.964256       0.285968E-002            NaN  0.495860        15.9031        22.3398        33.6921        16.6115        9.99049     
  1310.90        500.000                 NaN  0.964256       0.285968E-002            NaN  0.495860        15.9031        22.3398        33.6921        16.6115        9.99049     
  1307.69        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1304.49        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1301.28        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1298.08        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1294.87        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1291.67        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1288.46        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1285.26        500.000                 NaN  0.964256       0.279696E-002            NaN  0.485876        15.9276        22.8456        16.7405        33.0201        10.0132     
  1282.05        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1278.85        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1275.64        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1272.44        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1269.23        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
  1266.03        500.000                 NaN  0.964255       0.254380E-002            NaN  0.457378        16.0230        24.6946        30.6168        17.1302        10.1111     
