|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1462.76        2500.00        99.1559       0.562789       0.264228                 NaN            NaN            NaN  0.171157E-001            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00        99.7636       0.159866       0.713817E-001            NaN            NaN            NaN  0.513010E-002            NaN            NaN            NaN            NaN            NaN
  1460.32        2500.00        98.5534       0.452930       0.964695                 NaN            NaN            NaN  0.289729E-001            NaN            NaN            NaN            NaN            NaN
  1459.10        2500.00        99.1653       0.557167       0.261452                 NaN            NaN            NaN  0.160693E-001            NaN            NaN            NaN            NaN            NaN
  1457.88        2500.00        99.1688       0.554678       0.261106                 NaN            NaN            NaN  0.153955E-001            NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00        99.1720       0.260510       0.552807                 NaN            NaN            NaN  0.146969E-001            NaN            NaN            NaN            NaN            NaN
  1455.43        2500.00        99.1765       0.259312       0.550282                 NaN            NaN            NaN  0.139209E-001            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.1800       0.259570       0.547132                 NaN            NaN            NaN  0.132708E-001            NaN            NaN            NaN            NaN            NaN
  1452.99        2500.00        99.1834       0.259470       0.544454                 NaN            NaN            NaN  0.127153E-001            NaN            NaN            NaN            NaN            NaN
  1451.77        2500.00        99.1869       0.542300       0.258794                 NaN            NaN            NaN  0.119736E-001            NaN            NaN            NaN            NaN            NaN
  1450.55        2500.00        99.1874       0.262097       0.540771                 NaN            NaN            NaN  0.975354E-002            NaN            NaN            NaN            NaN            NaN
  1449.33        2500.00        98.7305       0.850197       0.401635                 NaN            NaN            NaN  0.177064E-001            NaN            NaN            NaN            NaN            NaN
  1448.11        2500.00        99.5643       0.251985       0.128609                 NaN            NaN            NaN  0.195281E-001            NaN  0.356031E-001            NaN            NaN            NaN
  1446.89        2500.00        97.9750       0.714221       0.478856                 NaN            NaN            NaN  0.250390                 NaN  0.581565                 NaN            NaN            NaN
  1445.67        2500.00        97.7936       0.752770       0.506926                 NaN            NaN            NaN  0.286869                 NaN  0.659796                 NaN            NaN            NaN
  1444.44        2500.00        97.8292       0.492707       0.742684                 NaN            NaN            NaN  0.286036                 NaN  0.649375                 NaN            NaN            NaN
  1443.22        2500.00        97.8636       0.735150       0.476467                 NaN            NaN            NaN  0.285340                 NaN  0.639474                 NaN            NaN            NaN
  1442.00        2500.00        97.8949       0.462381       0.727641                 NaN            NaN            NaN  0.284992                 NaN  0.630087                 NaN            NaN            NaN
  1440.78        2500.00        97.9271       0.719095       0.448653                 NaN            NaN            NaN  0.284370                 NaN  0.620762                 NaN            NaN            NaN
  1439.56        2500.00        97.9578       0.711415       0.434781                 NaN            NaN            NaN  0.284112                 NaN  0.611915                 NaN            NaN            NaN
  1438.34        2500.00        97.9888       0.704126       0.421105                 NaN            NaN            NaN  0.283297                 NaN  0.602682                 NaN            NaN            NaN
  1437.12        2500.00        98.0100       0.382560       0.704754                 NaN            NaN            NaN  0.302906                 NaN  0.599804                 NaN            NaN            NaN
  1435.90        2500.00        98.0541       0.681866       0.421744                 NaN            NaN            NaN  0.262136                 NaN  0.580151                 NaN            NaN            NaN
  1434.68        2500.00        98.0718       0.685195       0.382124                 NaN            NaN            NaN  0.282414                 NaN  0.578431                 NaN            NaN            NaN
  1433.46        2500.00        98.1011       0.370835       0.676740                 NaN            NaN            NaN  0.281712                 NaN  0.569566                 NaN            NaN            NaN
  1432.23        2500.00        98.1268       0.670138       0.359238                 NaN            NaN            NaN  0.281687                 NaN  0.562157                 NaN            NaN            NaN
  1431.01        2500.00        98.1480       0.666346       0.348104                 NaN            NaN            NaN  0.281851                 NaN  0.555659                 NaN            NaN            NaN
  1429.79        2500.00        98.1772       0.335691       0.658630                 NaN            NaN            NaN  0.281055                 NaN  0.547393                 NaN            NaN            NaN
  1428.57        2500.00        98.2015       0.652930       0.324789                 NaN            NaN            NaN  0.280739                 NaN  0.540047                 NaN            NaN            NaN
  1427.35        2500.00        98.2239       0.314305       0.647678                 NaN            NaN            NaN  0.280700                 NaN  0.533368                 NaN            NaN            NaN
  1426.13        2500.00        98.2445       0.642996       0.301858                 NaN            NaN            NaN  0.282321                 NaN  0.528281                 NaN            NaN            NaN
  1424.91        2500.00        98.2713       0.294256       0.637070                 NaN            NaN            NaN  0.278708                 NaN  0.518666                 NaN            NaN            NaN
  1423.69        2500.00        98.2923       0.631948       0.282448                 NaN            NaN            NaN  0.279982                 NaN  0.513309                 NaN            NaN            NaN
  1422.47        2500.00        98.3124       0.274108       0.626601                 NaN            NaN            NaN  0.279938                 NaN  0.506985                 NaN            NaN            NaN
  1421.25        2500.00        98.3285       0.623568       0.262569                 NaN            NaN            NaN  0.282176                 NaN  0.503216                 NaN            NaN            NaN
  1420.02        2500.00        98.3622       0.615551       0.254045                 NaN            NaN            NaN  0.276888                 NaN  0.491277                 NaN            NaN            NaN
  1418.80        2500.00        98.3730       0.614256       0.243093                 NaN            NaN            NaN  0.280302                 NaN  0.489364                 NaN            NaN            NaN
  1417.58        2500.00        98.3944       0.609059       0.235291                 NaN            NaN            NaN  0.278706                 NaN  0.482583                 NaN            NaN            NaN
  1416.36        2500.00        98.4113       0.605884       0.225765                 NaN            NaN            NaN  0.279403                 NaN  0.477671                 NaN            NaN            NaN
  1415.14        2500.00        98.4282       0.216541       0.602633                 NaN            NaN            NaN  0.279810                 NaN  0.472775                 NaN            NaN            NaN
  1413.92        2500.00        98.4491       0.598032       0.207716                 NaN            NaN            NaN  0.278757                 NaN  0.466416                 NaN            NaN            NaN
  1412.70        2500.00        98.4639       0.594587       0.199201                 NaN            NaN            NaN  0.279821                 NaN  0.462509                 NaN            NaN            NaN
  1411.48        2500.00        98.4878       0.190580       0.589391                 NaN            NaN            NaN  0.277793                 NaN  0.454463                 NaN            NaN            NaN
  1410.26        2500.00        98.4861       0.584661       0.191194                 NaN            NaN            NaN  0.281353                 NaN  0.456655                 NaN            NaN            NaN
  1409.04        2500.00        98.5285       0.166875       0.585814                 NaN            NaN            NaN  0.277140                 NaN  0.441626                 NaN            NaN            NaN
  1407.81        2500.00        98.5349       0.580325       0.166555                 NaN            NaN            NaN  0.277806                 NaN  0.440371                 NaN            NaN            NaN
  1406.59        2500.00        98.5484       0.158053       0.578561                 NaN            NaN            NaN  0.278437                 NaN  0.436568                 NaN            NaN            NaN
  1405.37        2500.00        98.5630       0.574925       0.151653                 NaN            NaN            NaN  0.278347                 NaN  0.432035                 NaN            NaN            NaN
  1404.15        2500.00        97.9671       0.833032       0.209766                 NaN            NaN            NaN  0.382650                 NaN  0.607445                 NaN            NaN            NaN
  1402.93        2500.00        99.1779       0.599786E-001  0.340264                 NaN            NaN            NaN  0.174071                 NaN  0.247791                 NaN            NaN            NaN
  1401.71        2500.00        98.6089       0.128530       0.567199                 NaN            NaN            NaN  0.277366                 NaN  0.418013                 NaN            NaN            NaN
  1400.49        2500.00        98.6209       0.121839       0.565736                 NaN            NaN            NaN  0.277309                 NaN  0.414248                 NaN            NaN            NaN
  1399.27        2500.00        98.6361       0.563046       0.114511                 NaN            NaN            NaN  0.276755                 NaN  0.409564                 NaN            NaN            NaN
  1398.05        2500.00        98.6502       0.560173       0.107747                 NaN            NaN            NaN  0.276559                 NaN  0.405311                 NaN            NaN            NaN
  1396.83        2500.00        98.6636       0.101108       0.557791                 NaN            NaN            NaN  0.276274                 NaN  0.401273                 NaN            NaN            NaN
  1395.60        2500.00        98.6748       0.942864E-001  0.556892                 NaN            NaN            NaN  0.276293                 NaN  0.397685                 NaN            NaN            NaN
  1394.38        2500.00        98.6904       0.553697       0.881226E-001            NaN            NaN            NaN  0.275015                 NaN  0.392721                 NaN            NaN            NaN
  1393.16        2500.00        98.7013       0.820898E-001  0.551806                 NaN            NaN            NaN  0.275310                 NaN  0.389483                 NaN            NaN            NaN
  1391.94        2500.00        99.6829       0.165686                 NaN            NaN            NaN            NaN  0.733583E-001  0.168186E-002  0.764152E-001            NaN            NaN            NaN
  1390.72        2500.00        97.7575       0.915488       0.166280                 NaN            NaN            NaN  0.472207                 NaN  0.688541                 NaN            NaN            NaN
  1389.50        2500.00        98.7406       0.638591E-001  0.545602                 NaN            NaN            NaN  0.272913                 NaN  0.377068                 NaN            NaN            NaN
  1388.28        2500.00        98.7496       0.546220       0.567679E-001            NaN            NaN            NaN  0.273079                 NaN  0.374316                 NaN            NaN            NaN
  1387.06        2500.00        98.7632       0.520225E-001  0.542387                 NaN            NaN            NaN  0.272339                 NaN  0.370009                 NaN            NaN            NaN
  1385.84        2500.00        98.7735       0.542284       0.461177E-001            NaN            NaN            NaN  0.271476                 NaN  0.366631                 NaN            NaN            NaN
  1384.62        2500.00        98.7826       0.396960E-001  0.542894                 NaN            NaN            NaN  0.271114                 NaN  0.363691                 NaN            NaN            NaN
  1383.39        2500.00        98.7945       0.539501       0.358005E-001            NaN            NaN            NaN  0.270188                 NaN  0.359993                 NaN            NaN            NaN
  1382.17        2500.00        98.8068       0.298772E-001  0.538100                 NaN            NaN            NaN  0.269221                 NaN  0.356040                 NaN            NaN            NaN
  1380.95        2500.00        98.8163       0.245844E-001  0.537510                 NaN            NaN            NaN  0.268647                 NaN  0.352924                 NaN            NaN            NaN
  1379.73        2500.00        98.8282       0.534434       0.200434E-001            NaN            NaN            NaN  0.268014                 NaN  0.349348                 NaN            NaN            NaN
  1378.51        2500.00        98.8367       0.534822       0.153449E-001            NaN            NaN            NaN  0.266784                 NaN  0.346354                 NaN            NaN            NaN
  1377.29        2500.00        98.8467       0.534352       0.975967E-002            NaN            NaN            NaN  0.266067                 NaN  0.343126                 NaN            NaN            NaN
  1376.07        2500.00        98.8569       0.608889E-002  0.532863                 NaN            NaN            NaN  0.264570                 NaN  0.339616                 NaN            NaN            NaN
  1374.85        2500.00        98.8646       0.534108       0.293527E-003            NaN            NaN            NaN  0.263941                 NaN  0.337062                 NaN            NaN            NaN
  1373.63        2500.00        98.8743       0.565149E-002  0.527104                 NaN            NaN            NaN  0.259489                 NaN  0.333412                 NaN            NaN            NaN
  1372.41        2500.00        96.8945        1.44116       0.759667E-001            NaN            NaN            NaN  0.672120                 NaN  0.916213                 NaN            NaN            NaN
  1371.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1369.96        2500.00        99.7863       0.102221                 NaN            NaN            NaN            NaN  0.539400E-001            NaN  0.575061E-001            NaN            NaN            NaN
  1368.74        2500.00        98.9102       0.516868                 NaN            NaN            NaN            NaN  0.252100                 NaN  0.320851                 NaN            NaN            NaN
  1367.52        2500.00        98.9179       0.513148                 NaN            NaN            NaN            NaN  0.250708                 NaN  0.318267                 NaN            NaN            NaN
  1366.30        2500.00        98.9257       0.512086                 NaN            NaN            NaN            NaN  0.247124                 NaN  0.315124                 NaN            NaN            NaN
  1365.08        2500.00        98.9278       0.513294                 NaN            NaN            NaN            NaN  0.245410                 NaN  0.313480                 NaN            NaN            NaN
  1363.86        2500.00        98.9457       0.506744                 NaN            NaN            NaN            NaN  0.239816                 NaN  0.307759                 NaN            NaN            NaN
  1362.64        2500.00        98.9584       0.506659                 NaN            NaN            NaN            NaN  0.232081                 NaN  0.302838                 NaN            NaN            NaN
  1361.42        2500.00        98.9515       0.492155                 NaN            NaN            NaN            NaN  0.249172                 NaN  0.307139                 NaN            NaN            NaN
  1360.20        2500.00        98.9657       0.496534                 NaN            NaN            NaN            NaN  0.236725                 NaN  0.301059                 NaN            NaN            NaN
  1358.97        2500.00        98.9743       0.493558                 NaN            NaN            NaN            NaN  0.234071                 NaN  0.298029                 NaN            NaN            NaN
  1357.75        2500.00        98.9691       0.457074       0.762218E-001            NaN            NaN            NaN  0.203360                 NaN  0.294220                 NaN            NaN            NaN
  1356.53        2500.00        97.8053       0.212379       0.816712                 NaN            NaN            NaN  0.520472                 NaN  0.645104                 NaN            NaN            NaN
  1355.31        2500.00        99.9704       0.272316E-001            NaN            NaN            NaN            NaN  0.236674E-002            NaN            NaN            NaN            NaN            NaN
  1354.09        2500.00        99.2225       0.387445                 NaN            NaN            NaN            NaN  0.167542                 NaN  0.222537                 NaN            NaN            NaN
  1352.87        2500.00        99.0096       0.482583                 NaN            NaN            NaN            NaN  0.222847                 NaN  0.284931                 NaN            NaN            NaN
  1351.65        2500.00        99.0154       0.483038                 NaN            NaN            NaN            NaN  0.218903                 NaN  0.282630                 NaN            NaN            NaN
  1350.43        2500.00        99.0215       0.481700                 NaN            NaN            NaN            NaN  0.216595                 NaN  0.280215                 NaN            NaN            NaN
  1349.21        2500.00        99.0294       0.475747                 NaN            NaN            NaN            NaN  0.216723                 NaN  0.278111                 NaN            NaN            NaN
  1347.99        2500.00        99.0359       0.473141                 NaN            NaN            NaN            NaN  0.215726                 NaN  0.275229                 NaN            NaN            NaN
  1346.76        2500.00        99.0418       0.474786                 NaN            NaN            NaN            NaN  0.210521                 NaN  0.272914                 NaN            NaN            NaN
  1345.54        2500.00        99.0462       0.478120                 NaN            NaN            NaN            NaN  0.204894                 NaN  0.270761                 NaN            NaN            NaN
  1344.32        2500.00        99.0552       0.469133                 NaN            NaN            NaN            NaN  0.207503                 NaN  0.268164                 NaN            NaN            NaN
  1343.10        2500.00        99.0610       0.469308                 NaN            NaN            NaN            NaN  0.203610                 NaN  0.266041                 NaN            NaN            NaN
  1341.88        2500.00        99.0667       0.468012                 NaN            NaN            NaN            NaN  0.201582                 NaN  0.263657                 NaN            NaN            NaN
  1340.66        2500.00        99.0715       0.467900                 NaN            NaN            NaN            NaN  0.198833                 NaN  0.261718                 NaN            NaN            NaN
  1339.44        2500.00        99.0780       0.463948                 NaN            NaN            NaN            NaN  0.198401                 NaN  0.259663                 NaN            NaN            NaN
  1338.22        2500.00        99.0823       0.466343                 NaN            NaN            NaN            NaN  0.193756                 NaN  0.257630                 NaN            NaN            NaN
  1337.00        2500.00        99.0892       0.465045                 NaN            NaN            NaN            NaN  0.190678                 NaN  0.255078                 NaN            NaN            NaN
  1335.78        2500.00        99.0943       0.462972                 NaN            NaN            NaN            NaN  0.189508                 NaN  0.253266                 NaN            NaN            NaN
  1334.55        2500.00        98.9861       0.502720                 NaN            NaN            NaN            NaN  0.181383                 NaN  0.274628       0.551303E-001            NaN            NaN
  1333.33        2500.00        98.9759       0.508178                 NaN            NaN            NaN            NaN  0.176424                 NaN  0.275724       0.637961E-001            NaN            NaN
  1332.11        2500.00        98.9867       0.499238                 NaN            NaN            NaN            NaN  0.177877                 NaN  0.273159       0.630593E-001            NaN            NaN
  1330.89        2500.00        98.9976       0.492950                 NaN            NaN            NaN            NaN  0.177319                 NaN  0.270119       0.620232E-001            NaN            NaN
  1329.67        2500.00        99.0066       0.489555                 NaN            NaN            NaN            NaN  0.175186                 NaN  0.267603       0.610538E-001            NaN            NaN
  1328.45        2500.00        99.0161       0.484431                 NaN            NaN            NaN            NaN  0.174348                 NaN  0.265020       0.601377E-001            NaN            NaN
  1327.23        2500.00        99.0255       0.481324                 NaN            NaN            NaN            NaN  0.171890                 NaN  0.262142       0.591367E-001            NaN            NaN
  1326.01        2500.00        99.0348       0.474925                 NaN            NaN            NaN            NaN  0.172200                 NaN  0.259781       0.582996E-001            NaN            NaN
  1324.79        2500.00        99.0444       0.470689                 NaN            NaN            NaN            NaN  0.170396                 NaN  0.257154       0.573800E-001            NaN            NaN
  1323.57        2500.00        99.0528       0.467114                 NaN            NaN            NaN            NaN  0.168932                 NaN  0.254641       0.564775E-001            NaN            NaN
  1322.34        2500.00        99.0957       0.402071                 NaN            NaN            NaN            NaN  0.170496                 NaN  0.265700       0.660153E-001            NaN            NaN
  1321.12        2500.00        99.0473       0.491598                 NaN            NaN            NaN            NaN  0.180152                 NaN  0.235759       0.451555E-001            NaN            NaN
  1319.90        2500.00        99.0808       0.454064                 NaN            NaN            NaN            NaN  0.164277                 NaN  0.246963       0.538782E-001            NaN            NaN
  1318.68        2500.00        99.0885       0.452187                 NaN            NaN            NaN            NaN  0.161829                 NaN  0.244558       0.529151E-001            NaN            NaN
  1317.46        2500.00        99.0971       0.448293                 NaN            NaN            NaN            NaN  0.160234                 NaN  0.242230       0.521112E-001            NaN            NaN
  1316.24        2500.00        99.1055       0.444167                 NaN            NaN            NaN            NaN  0.159116                 NaN  0.239873       0.513016E-001            NaN            NaN
  1315.02        2500.00        99.1141       0.440404                 NaN            NaN            NaN            NaN  0.157485                 NaN  0.237521       0.504664E-001            NaN            NaN
  1313.80        2500.00        99.1218       0.438634                 NaN            NaN            NaN            NaN  0.154693                 NaN  0.235208       0.496271E-001            NaN            NaN
  1312.58        2500.00        99.1298       0.434979                 NaN            NaN            NaN            NaN  0.153430                 NaN  0.232977       0.488089E-001            NaN            NaN
  1311.36        2500.00        99.1379       0.430806                 NaN            NaN            NaN            NaN  0.152530                 NaN  0.230737       0.480645E-001            NaN            NaN
  1310.13        2500.00        99.1463       0.427907                 NaN            NaN            NaN            NaN  0.150062                 NaN  0.228471       0.472433E-001            NaN            NaN
  1308.91        2500.00        99.1535       0.427955                 NaN            NaN            NaN            NaN  0.145974                 NaN  0.226230       0.463262E-001            NaN            NaN
  1307.69        2500.00        99.1616       0.423401                 NaN            NaN            NaN            NaN  0.145484                 NaN  0.223910       0.455938E-001            NaN            NaN
  1306.47        2500.00        99.1686       0.420870                 NaN            NaN            NaN            NaN  0.143759                 NaN  0.221947       0.448747E-001            NaN            NaN
  1305.25        2500.00        99.1761       0.419049                 NaN            NaN            NaN            NaN  0.141036                 NaN  0.219798       0.440566E-001            NaN            NaN
  1304.03        2500.00        99.1831       0.415699                 NaN            NaN            NaN            NaN  0.139766                 NaN  0.218078       0.434073E-001            NaN            NaN
  1302.81        2500.00        99.1909       0.414109                 NaN            NaN            NaN            NaN  0.137105                 NaN  0.215398       0.425186E-001            NaN            NaN
  1301.59        2500.00        99.1973       0.411584                 NaN            NaN            NaN            NaN  0.135286                 NaN  0.213928       0.419264E-001            NaN            NaN
  1300.37        2500.00        88.8386        2.51683                 NaN            NaN            NaN            NaN  0.941299                 NaN   1.54704       0.412662        5.74354                 NaN
  1299.15        2500.00        73.8480        5.53245                 NaN            NaN            NaN            NaN   2.21992                 NaN   3.47751       0.933981        13.9881                 NaN
  1297.92        2500.00        75.9100        5.12874                 NaN            NaN            NaN            NaN   2.11296                 NaN   3.21100       0.843602        12.7937                 NaN
  1296.70        2500.00        77.7702        4.77953                 NaN            NaN            NaN            NaN   1.99503                 NaN   2.96998       0.763043        11.7222                 NaN
  1295.48        2500.00        79.4535        4.47136                 NaN            NaN            NaN            NaN   1.87220                 NaN   2.75106       0.691439        10.7604                 NaN
  1294.26        2500.00        80.9598        4.19610                 NaN            NaN            NaN            NaN   1.75499                 NaN   2.55443       0.628915        9.90574                 NaN
  1293.04        2500.00        79.0091        4.48649                 NaN            NaN            NaN            NaN   2.04214                 NaN   2.85807       0.698785        10.9054                 NaN
  1291.82        2500.00        87.6287        2.97551                 NaN            NaN            NaN            NaN   1.08438                 NaN   1.62045       0.377027        6.31390                 NaN
  1290.60        2500.00        84.9588        3.50268                 NaN            NaN            NaN            NaN   1.34172                 NaN   2.01890       0.475854        7.70200                 NaN
  1289.38        2500.00        85.3456        3.36920                 NaN            NaN            NaN            NaN   1.41504                 NaN   1.98607       0.448087        7.43597                 NaN
  1288.16        2500.00        87.1253        3.01162                 NaN            NaN            NaN            NaN   1.20859                 NaN   1.73809       0.394337        6.52208                 NaN
  1286.94        2500.00        87.4781        2.97076                 NaN            NaN            NaN            NaN   1.15335                 NaN   1.69332       0.379073        6.32541                 NaN
  1285.71        2500.00        89.0802        2.62178                 NaN            NaN            NaN            NaN   1.00248                 NaN   1.47578       0.326932        5.49279                 NaN
  1284.49        2500.00        89.4894        2.54533                 NaN            NaN            NaN            NaN  0.956908                 NaN   1.42206       0.312375        5.27397                 NaN
  1283.27        2500.00        81.0058        4.47197                 NaN            NaN            NaN            NaN   1.73622                 NaN   2.61364       0.601578        9.57080                 NaN
  1282.05        2500.00        99.7717       0.107424                 NaN            NaN            NaN            NaN            NaN            NaN  0.429674E-001            NaN  0.779137E-001            NaN
  1280.83        2500.00        91.7852        2.06024                 NaN            NaN            NaN            NaN  0.696078                 NaN   1.06123       0.217245        4.17996                 NaN
  1279.61        2500.00        93.8127        1.62252                 NaN            NaN            NaN            NaN  0.536393                 NaN  0.829759       0.173165        3.02549                 NaN
  1278.39        2500.00        92.1206        2.00052                 NaN            NaN            NaN            NaN  0.677077                 NaN   1.06685       0.225296        3.90963                 NaN
  1277.17        2500.00        92.4206        1.94591                 NaN            NaN            NaN            NaN  0.622896                 NaN   1.02428       0.217929        3.76843                 NaN
  1275.95        2500.00        92.9224        1.82355                 NaN            NaN            NaN            NaN  0.597946                 NaN  0.958038       0.198564        3.49947                 NaN
  1274.73        2500.00        93.3574        1.73092                 NaN            NaN            NaN            NaN  0.542986                 NaN  0.899312       0.186471        3.28288                 NaN
  1273.50        2500.00        91.6438        2.03801                 NaN            NaN            NaN            NaN  0.719641                 NaN   1.16018       0.256695        4.18168                 NaN
  1272.28        2500.00        91.5346       0.363964        2.33607                 NaN            NaN            NaN  0.206330                 NaN   1.31740       0.269739        3.97185                 NaN
  1271.06        2500.00        97.1316       0.841049                 NaN            NaN            NaN            NaN  0.139805                 NaN  0.262458       0.567813E-001   1.56826                 NaN
  1269.84        2500.00        92.0594        1.98203                 NaN            NaN            NaN            NaN  0.688432                 NaN   1.04538       0.222336        4.00238                 NaN
  1268.62        2500.00        97.7855       0.597798E-002            NaN            NaN            NaN            NaN            NaN            NaN  0.379332       0.317294E-001   1.79745                 NaN
  1267.40        2500.00        97.5418       0.985269                 NaN            NaN            NaN            NaN  0.524384                 NaN  0.261476       0.797186E-001  0.607317                 NaN
  1266.18        2500.00        94.1254        1.00051                 NaN            NaN            NaN            NaN            NaN            NaN  0.891195       0.213493        3.76940                 NaN
  1264.96        2500.00        96.1032        1.00854       0.709791                 NaN            NaN            NaN            NaN            NaN  0.487474       0.998029E-001   1.59118                 NaN
  1263.74        2500.00        93.7994        1.39381                 NaN            NaN            NaN            NaN   1.29737                 NaN  0.618874       0.119870        2.77072                 NaN
  1262.52        2500.00        94.4640                 NaN            NaN            NaN            NaN            NaN   1.40623                 NaN  0.747233       0.219519        3.16306                 NaN
  1261.29        2500.00        97.6608       0.346075                 NaN            NaN            NaN            NaN  0.490104                 NaN  0.363452       0.312795E-001   1.10824                 NaN
  1260.07        2500.00        94.0148        2.64154                 NaN            NaN            NaN            NaN            NaN            NaN  0.864458       0.829236E-001   2.39626                 NaN
  1258.85        2500.00        96.3383        1.26199                 NaN            NaN            NaN            NaN            NaN            NaN  0.459390       0.103660        1.83666                 NaN
  1257.63        2500.00        96.2293        1.28325                 NaN            NaN            NaN            NaN            NaN            NaN  0.465513       0.109406        1.91253                 NaN
  1256.41        2500.00        96.0625        1.28328                 NaN            NaN            NaN            NaN            NaN            NaN  0.457521       0.165044        2.03167                 NaN
  1255.19        2500.00        96.1837        1.45360                 NaN            NaN            NaN            NaN  0.230933E-004            NaN  0.519669       0.297583E-001   1.81326                 NaN
  1253.97        2500.00        96.2473        1.31392                 NaN            NaN            NaN            NaN  0.153147E-004            NaN  0.500039       0.801458E-001   1.85859                 NaN
  1252.75        2500.00        95.8790        1.52085                 NaN            NaN            NaN            NaN  0.280576E-004            NaN  0.547032       0.783861E-001   1.97467                 NaN
  1251.53        2500.00        96.4340        1.25320                 NaN            NaN            NaN            NaN            NaN            NaN  0.469646       0.762417E-001   1.76690                 NaN
  1250.31        2500.00        96.3207        1.31713                 NaN            NaN            NaN            NaN            NaN            NaN  0.487816       0.724790E-001   1.80184                 NaN
  1249.08        2500.00        93.6334        2.14206                 NaN            NaN            NaN            NaN  0.704928E-005            NaN  0.804493       0.137203        3.28286                 NaN
  1247.86        2500.00        98.1486       0.675083                 NaN            NaN            NaN            NaN            NaN            NaN  0.332858       0.341629E-001  0.809344                 NaN
  1246.64        2500.00        98.1816       0.872477       0.262183E-001            NaN            NaN            NaN            NaN            NaN  0.278892       0.804192E-001  0.560430                 NaN
  1245.42        2500.00        97.4837       0.634884                 NaN            NaN            NaN            NaN  0.111176E-004            NaN  0.229466       0.169478E-001   1.63496                 NaN
  1244.20        2500.00        93.7091                 NaN            NaN            NaN            NaN            NaN   1.27191                 NaN  0.989543       0.217082        3.81235                 NaN
  1242.98        2500.00        98.4100       0.818503                 NaN            NaN            NaN            NaN            NaN            NaN  0.276712       0.482711E-001  0.446551                 NaN
