|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/ALH/ALH_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             Sp(TH)         Sp(TH)         San(TH)        ilm            q             
  1251.16        500.000        95.9314                 NaN            NaN  0.509198       0.635133                 NaN  0.512866       0.293304                 NaN   2.11806                 NaN            NaN
  1249.86        500.000        96.1171                 NaN            NaN  0.478739       0.610262                 NaN  0.490098       0.281707                 NaN   2.02208                 NaN            NaN
  1248.55        500.000        96.2808                 NaN            NaN  0.587352       0.453746                 NaN  0.469833       0.270741                 NaN   1.93752                 NaN            NaN
  1247.25        500.000        96.4355                 NaN            NaN  0.428377       0.566759                 NaN  0.450770       0.261000                 NaN   1.85757                 NaN            NaN
  1245.95        500.000        96.5796                 NaN            NaN  0.405444       0.546295                 NaN  0.432701       0.251527                 NaN   1.78447                 NaN            NaN
  1244.65        500.000        93.5693                 NaN            NaN  0.373148        1.17408                 NaN  0.830962       0.547707                 NaN   3.50482                 NaN            NaN
  1243.35        500.000        97.2422                 NaN            NaN  0.357401       0.445532                 NaN  0.347796       0.192933                 NaN   1.41413                 NaN            NaN
  1242.05        500.000        97.3353                 NaN            NaN  0.339220       0.431575                 NaN  0.335918       0.188009                 NaN   1.37003                 NaN            NaN
  1240.75        500.000        98.1603                 NaN            NaN  0.368309       0.233948                 NaN  0.215468       0.883081E-002            NaN  0.958903       0.542319E-001            NaN
  1239.44        500.000        96.7645                 NaN            NaN  0.361892       0.537492                 NaN  0.419825       0.248105                 NaN   1.66817                 NaN            NaN
  1238.14        500.000        97.3101                 NaN            NaN  0.408262       0.356043                 NaN  0.320414                 NaN            NaN   1.50331       0.101837                 NaN
  1236.84        500.000        97.5146                 NaN            NaN  0.363005       0.366747                 NaN  0.310853       0.112270                 NaN   1.29808       0.344519E-001            NaN
  1235.54        500.000        97.9159                 NaN            NaN  0.351130       0.321644                 NaN  0.271916       0.144384                 NaN  0.995019                 NaN            NaN
  1234.24        500.000        97.9227                 NaN            NaN  0.278505       0.350762                 NaN  0.248206       0.316174E-001            NaN   1.11332       0.548903E-001            NaN
  1232.94        500.000        97.6363                 NaN            NaN  0.106020       0.473575                 NaN  0.295484       0.239670                 NaN   1.24896                 NaN            NaN
  1231.64        500.000        97.7492                 NaN            NaN  0.371769       0.304227                 NaN  0.281869       0.894640E-001            NaN   1.18584       0.176690E-001            NaN
  1230.34        500.000        97.4311                 NaN            NaN  0.151024       0.615107                 NaN  0.310157       0.178829                 NaN   1.31383                 NaN            NaN
  1229.03        500.000        98.3237                 NaN            NaN  0.329083       0.732794E-001            NaN  0.220732       0.108834                 NaN  0.938592       0.574825E-002            NaN
  1227.73        500.000        97.8051                 NaN            NaN  0.335118       0.282177                 NaN  0.274481       0.109133                 NaN   1.16794       0.260804E-001            NaN
  1226.43        500.000        97.4527                 NaN            NaN  0.296362       0.483885                 NaN  0.314275                 NaN            NaN   1.36305       0.896947E-001            NaN
  1225.13        500.000        98.3318                 NaN            NaN  0.307703       0.138741                 NaN  0.206695       0.126748                 NaN  0.888351                 NaN            NaN
  1223.83        500.000        98.0458                 NaN            NaN  0.226268       0.305501                 NaN  0.243354       0.136676                 NaN   1.04238                 NaN            NaN
  1222.53        500.000        96.0309                 NaN            NaN  0.544933       0.598728                 NaN  0.529752       0.271066                 NaN   2.00623       0.184404E-001            NaN
  1221.23        500.000        99.1477                 NaN            NaN  0.158110       0.370234E-001            NaN  0.644956E-001  0.314091E-001            NaN  0.561256                 NaN            NaN
  1219.92        500.000        99.3501                 NaN            NaN  0.970927E-001  0.903540E-001            NaN  0.970488E-001  0.601328E-001            NaN  0.305308                 NaN            NaN
  1218.62        500.000        98.2663                 NaN            NaN  0.271699       0.236193                 NaN  0.193132       0.269153E-001            NaN  0.974046       0.317383E-001            NaN
  1217.32        500.000        95.4844                 NaN            NaN  0.807099       0.562925                 NaN  0.549055       0.487502E-001            NaN   2.42835       0.119371                 NaN
  1216.02        500.000        99.8320                 NaN            NaN  0.847475E-002  0.220229E-001  0.185666E-001  0.206085E-001            NaN            NaN  0.927483E-001  0.553342E-002            NaN
  1214.72        500.000        99.9403                 NaN            NaN  0.249294E-001            NaN            NaN  0.592915E-002  0.496675E-002            NaN  0.238536E-001            NaN            NaN
  1213.42        500.000        99.8545                 NaN            NaN  0.179743E-001  0.395029E-001            NaN  0.179999E-001            NaN            NaN  0.682988E-001  0.168477E-002            NaN
  1212.12        500.000        96.7679                 NaN            NaN  0.419262       0.465024                 NaN  0.392614       0.181792                 NaN   1.75799       0.154260E-001            NaN
  1210.82        500.000        98.3622                 NaN            NaN  0.211208       0.269416                 NaN  0.196427                 NaN            NaN  0.896573       0.641402E-001            NaN
  1209.51        500.000        98.5786                 NaN            NaN  0.209440       0.202337                 NaN  0.170949       0.779579E-001            NaN  0.760721                 NaN            NaN
  1208.21        500.000        98.5951                 NaN            NaN  0.180487       0.236561                 NaN  0.168690       0.518045E-001            NaN  0.758593       0.876716E-002            NaN
  1206.91        500.000        96.1365                 NaN            NaN  0.558051       0.503782                 NaN  0.460029       0.175776                 NaN   2.13054       0.352867E-001            NaN
  1205.61        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1204.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1203.01        500.000        89.4126                 NaN  0.141408E-001  0.818440       0.366909                 NaN  0.913003       0.343444                 NaN   4.05986                 NaN   4.07158     
  1201.71        500.000        88.2921                 NaN            NaN  0.453473        1.05305                 NaN  0.961455       0.428557                 NaN   4.39206                 NaN   4.41935     
  1200.40        500.000        83.2948                 NaN            NaN   1.51846       0.239158                 NaN   1.38134       0.298961       0.412701        6.35962                 NaN   6.49496     
  1199.10        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1197.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.50        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.20        500.000        73.1686                 NaN            NaN   1.45743        1.94334                 NaN   2.25772       0.804794                 NaN   10.1587                 NaN   10.2094     
  1193.90        500.000        91.6660                 NaN            NaN  0.672245       0.305234                 NaN  0.690962       0.278832                 NaN   3.17803                 NaN   3.20873     
  1192.60        500.000        92.1245                 NaN  0.140335       0.657921                 NaN            NaN  0.647032       0.283271                 NaN   3.04464                 NaN   3.10229     
  1191.30        500.000        75.9120                 NaN   1.00556        1.81137                 NaN            NaN   2.00425       0.621741                 NaN   9.22188                 NaN   9.42318     
  1189.99        500.000        99.8501                 NaN  0.580453E-004            NaN            NaN            NaN  0.618568E-002  0.880563E-001            NaN  0.556157E-001            NaN            NaN
  1188.69        500.000        98.8785                 NaN            NaN  0.972757E-001            NaN            NaN  0.993182E-001            NaN            NaN  0.422757                 NaN  0.502107     
  1187.39        500.000        90.9964                 NaN            NaN  0.967998                 NaN            NaN  0.685107       0.104914       0.206645        3.57166                 NaN   3.46723     
  1186.09        500.000        78.4687                 NaN  0.411123        1.62990       0.203193E-004            NaN   1.66145       0.637854                 NaN   8.66817                 NaN   8.52283     
  1184.79        500.000        82.3940                 NaN  0.393446        1.21690                 NaN            NaN   1.33198       0.505285                 NaN   7.23745                 NaN   6.92090     
  1183.49        500.000                 NaN            NaN   1.96219        6.61353                 NaN            NaN   7.32617        2.78348                 NaN   41.3922                 NaN   39.9224     
  1182.19        500.000                 NaN            NaN   1.98157        6.60088                 NaN            NaN   7.32829        2.77535                 NaN   41.3917                 NaN   39.9222     
  1180.88        500.000                 NaN            NaN   1.99530        6.60851                 NaN            NaN   7.33089        2.76000                 NaN   41.3902                 NaN   39.9151     
  1179.58        500.000                 NaN            NaN   1.89789        6.61903                 NaN            NaN   7.32681        2.83283                 NaN   41.3807                 NaN   39.9428     
  1178.28        500.000                 NaN            NaN   2.03455        6.59969                 NaN            NaN   7.33524        2.73420                 NaN   41.3883                 NaN   39.9080     
  1176.98        500.000                 NaN            NaN   2.05395        6.58747                 NaN            NaN   7.33737        2.72585                 NaN   41.3878                 NaN   39.9076     
  1175.68        500.000                 NaN            NaN   2.09643        6.57049                 NaN            NaN   7.34183        2.70246                 NaN   41.3858                 NaN   39.9030     
  1174.38        500.000                 NaN            NaN   2.11663        6.55391                 NaN            NaN   7.34278        2.69551                 NaN   41.3879                 NaN   39.9033     
  1173.08        500.000                 NaN            NaN   2.10747        6.53686                 NaN            NaN   7.34318        2.71252                 NaN   41.3864                 NaN   39.9136     
  1171.78        500.000                 NaN            NaN   2.13053        6.50706                 NaN            NaN   7.34491        2.71108                 NaN   41.3872                 NaN   39.9192     
  1170.47        500.000                 NaN            NaN   2.14989        6.52250                 NaN            NaN   7.34778        2.68735                 NaN   41.3847                 NaN   39.9078     
  1169.17        500.000                 NaN            NaN   2.12001        6.51903                 NaN            NaN   7.35159        2.70996                 NaN   41.3830                 NaN   39.9165     
  1167.87        500.000                 NaN            NaN   2.20071        6.50930                 NaN            NaN   7.35304        2.65465                 NaN   41.3834                 NaN   39.8989     
  1166.57        500.000                 NaN            NaN   2.21984        6.49752                 NaN            NaN   7.35501        2.64613                 NaN   41.3832                 NaN   39.8983     
  1165.27        500.000                 NaN            NaN   2.21865        6.48513                 NaN            NaN   7.35597        2.65425                 NaN   41.3817                 NaN   39.9043     
  1163.97        500.000                 NaN            NaN   2.23592        6.47448                 NaN            NaN   7.35799        2.64672                 NaN   41.3810                 NaN   39.9039     
  1162.67        500.000                 NaN            NaN   2.25397        6.46374                 NaN            NaN   7.36001        2.63858                 NaN   41.3803                 NaN   39.9034     
  1161.36        500.000                 NaN            NaN   2.28725        6.45496                 NaN            NaN   7.36294        2.61732                 NaN   41.3800                 NaN   39.8975     
  1160.06        500.000                 NaN            NaN   2.29562        6.41373                 NaN            NaN   7.36375        2.63416                 NaN   41.3803                 NaN   39.9124     
  1158.76        500.000                 NaN            NaN   2.31395        6.40436                 NaN            NaN   7.36595        2.62501                 NaN   41.3796                 NaN   39.9112     
  1157.46        500.000                 NaN            NaN   2.32479        6.39562                 NaN            NaN   7.36760        2.62153                 NaN   41.3784                 NaN   39.9121     
  1156.16        500.000                 NaN            NaN   2.34191        6.38616                 NaN            NaN   7.36965        2.61346                 NaN   41.3775                 NaN   39.9114     
  1154.86        500.000                 NaN            NaN   2.35895        6.37683                 NaN            NaN   7.37171        2.60538                 NaN   41.3765                 NaN   39.9106     
  1153.56        500.000                 NaN            NaN   2.37563        6.36692                 NaN            NaN   7.37376        2.59795                 NaN   41.3754                 NaN   39.9103     
  1152.26        500.000                 NaN            NaN   2.39712        6.35635                 NaN            NaN   7.37636        2.58677                 NaN   41.3749                 NaN   39.9086     
  1150.95        500.000                 NaN            NaN   2.42663        6.37597                 NaN            NaN   7.38117        2.55275                 NaN   41.3711                 NaN   39.8924     
  1149.65        500.000                 NaN            NaN   2.44577        6.36003                 NaN            NaN   7.38112        2.54670                 NaN   41.3728                 NaN   39.8936     
  1148.35        500.000                 NaN            NaN   2.44505        6.35120                 NaN            NaN   7.38228        2.55240                 NaN   41.3710                 NaN   39.8981     
  1147.05        500.000                 NaN            NaN   2.45079        6.33519                 NaN            NaN   7.38985        2.55319                 NaN   41.3703                 NaN   39.9007     
  1145.75        500.000                 NaN            NaN   2.49417        6.33370                 NaN            NaN   7.38699        2.52372                 NaN   41.3698                 NaN   39.8916     
  1144.45        500.000                 NaN            NaN   2.49325        6.32514                 NaN            NaN   7.38823        2.52941                 NaN   41.3679                 NaN   39.8961     
  1143.15        500.000                 NaN            NaN   2.50389        6.31289                 NaN            NaN   7.38997        2.52812                 NaN   41.3665                 NaN   39.8986     
  1141.84        500.000                 NaN            NaN   4.84327        6.12425                 NaN            NaN   7.50108                 NaN            NaN   41.4455       0.822381        39.2635     
  1140.54        500.000                 NaN            NaN   4.84900        6.11531                 NaN            NaN   7.50123                 NaN            NaN   41.4450       0.823133        39.2664     
  1139.24        500.000                 NaN            NaN   4.85197        6.11153                 NaN            NaN   7.50205                 NaN            NaN   41.4437       0.823143        39.2676     
  1137.94        500.000                 NaN            NaN   4.88297        6.05714                 NaN            NaN   7.49704                 NaN            NaN   41.4626       0.826624        39.2737     
  1136.64        500.000                 NaN            NaN   4.87485        6.07856                 NaN            NaN   7.50296                 NaN            NaN   41.4443       0.824384        39.2749     
  1135.34        500.000                 NaN            NaN   4.87896        6.07348                 NaN            NaN   7.50330                 NaN            NaN   41.4439       0.824359        39.2760     
  1134.04        500.000                 NaN            NaN   4.87998        6.07192                 NaN            NaN   7.50446                 NaN            NaN   41.4420       0.824532        39.2771     
  1132.74        500.000                 NaN            NaN   4.88665        6.06252                 NaN            NaN   7.50507                 NaN            NaN   41.4414       0.824865        39.2795     
  1131.43        500.000                 NaN            NaN   4.89323        6.05326                 NaN            NaN   7.50568                 NaN            NaN   41.4409       0.825192        39.2817     
  1130.13        500.000                 NaN            NaN   4.89973        6.04413                 NaN            NaN   7.50629                 NaN            NaN   41.4403       0.825513        39.2840     
  1128.83        500.000                 NaN            NaN   4.90615        6.03512                 NaN            NaN   7.50691                 NaN            NaN   41.4397       0.825828        39.2863     
  1127.53        500.000                 NaN            NaN   4.91249        6.02624                 NaN            NaN   7.50753                 NaN            NaN   41.4391       0.826137        39.2885     
  1126.23        500.000                 NaN            NaN   4.90395        6.04121                 NaN            NaN   7.50807                 NaN            NaN   41.4365       0.824943        39.2853     
  1124.93        500.000                 NaN            NaN   4.93272        5.99477                 NaN            NaN   7.51058                 NaN            NaN   41.4396       0.827631        39.2947     
  1123.63        500.000                 NaN            NaN   4.94106        5.98668                 NaN            NaN   7.51144                 NaN            NaN   41.4365       0.826796        39.2975     
  1122.32        500.000                 NaN            NaN   4.94599        5.97683                 NaN            NaN   7.51051                 NaN            NaN   41.4398       0.827967        39.2989     
  1121.02        500.000                 NaN            NaN   4.95205        5.97105                 NaN            NaN   7.51043                 NaN            NaN   41.4370       0.827966        39.3015     
  1119.72        500.000                 NaN            NaN   4.95615        5.96388                 NaN            NaN   7.51115                 NaN            NaN   41.4379       0.828188        39.3027     
  1118.42        500.000                 NaN            NaN   4.96341        5.95225                 NaN            NaN   7.51279                 NaN            NaN   41.4366       0.829228        39.3058     
  1117.12        500.000                 NaN            NaN   4.96400        5.95602                 NaN            NaN   7.51254                 NaN            NaN   41.4330       0.828097        39.3064     
  1115.82        500.000                 NaN            NaN   4.96919        5.94946                 NaN            NaN   7.51256                 NaN            NaN   41.4316       0.828669        39.3085     
  1114.52        500.000                 NaN            NaN   4.98180        5.93205                 NaN            NaN   7.51168                 NaN            NaN   41.4332       0.829163        39.3121     
  1113.22        500.000                 NaN            NaN   4.97765        5.93550                 NaN            NaN   7.51459                 NaN            NaN   41.4312       0.829216        39.3119     
  1111.91        500.000                 NaN            NaN   4.98307        5.92805                 NaN            NaN   7.51526                 NaN            NaN   41.4303       0.829456        39.3139     
  1110.61        500.000                 NaN            NaN   4.98843        5.92068                 NaN            NaN   7.51594                 NaN            NaN   41.4294       0.829691        39.3159     
  1109.31        500.000                 NaN            NaN   4.99374        5.91341                 NaN            NaN   7.51663                 NaN            NaN   41.4285       0.829922        39.3179     
  1108.01        500.000                 NaN            NaN   5.00753        5.89297                 NaN            NaN   7.51605                 NaN            NaN   41.4319       0.830491        39.3210     
  1106.71        500.000                 NaN            NaN   5.01236        5.88638                 NaN            NaN   7.51669                 NaN            NaN   41.4310       0.830726        39.3229     
  1105.41        500.000                 NaN            NaN   5.01396        5.88463                 NaN            NaN   7.51845                 NaN            NaN   41.4272       0.830992        39.3248     
  1104.11        500.000                 NaN            NaN   5.02233        5.87120                 NaN            NaN   7.51792                 NaN            NaN   41.4289       0.831989        39.3276     
  1102.80        500.000                 NaN            NaN   5.02429        5.87053                 NaN            NaN   7.51820                 NaN            NaN   41.4273       0.831522        39.3282     
  1101.50        500.000                 NaN            NaN   5.03169        5.86027                 NaN            NaN   7.51956                 NaN            NaN   41.4259       0.831782        39.3308     
  1100.20        500.000                 NaN            NaN   5.03195        5.86289                 NaN            NaN   7.52490                 NaN            NaN   41.4130       0.832234        39.3350     
  1098.90        500.000                 NaN            NaN   5.04662        5.83878                 NaN            NaN   7.52209                 NaN            NaN   41.4244       0.832133        39.3359     
  1097.60        500.000                 NaN            NaN   5.04269        5.84698                 NaN            NaN   7.52225                 NaN            NaN   41.4209       0.831798        39.3354     
  1096.30        500.000                 NaN            NaN   5.05050        5.83552                 NaN            NaN   7.52199                 NaN            NaN   41.4213       0.832382        39.3383     
  1095.00        500.000                 NaN            NaN   5.05449        5.83013                 NaN            NaN   7.52302                 NaN            NaN   41.4202       0.832503        39.3397     
  1093.70        500.000                 NaN            NaN   5.06317        5.81710                 NaN            NaN   7.52524                 NaN            NaN   41.4181       0.833070        39.3434     
  1092.39        500.000                 NaN            NaN   5.06443        5.81696                 NaN            NaN   7.52439                 NaN            NaN   41.4183       0.832666        39.3433     
  1091.09        500.000                 NaN            NaN   5.06869        5.80984                 NaN            NaN   7.52553                 NaN            NaN   41.4177       0.833093        39.3451     
  1089.79        500.000                 NaN            NaN   5.06714        5.81403                 NaN            NaN   7.52739                 NaN            NaN   41.4124       0.832929        39.3461     
  1088.49        500.000                 NaN            NaN   5.07160        5.80809                 NaN            NaN   7.52814                 NaN            NaN   41.4112       0.833096        39.3479     
  1087.19        500.000                 NaN            NaN   5.08070        5.79488                 NaN            NaN   7.52706                 NaN            NaN   41.4135       0.833544        39.3504     
  1085.89        500.000                 NaN            NaN   5.08568        5.78814                 NaN            NaN   7.52742                 NaN            NaN   41.4130       0.833806        39.3519     
  1084.59        500.000                 NaN            NaN   5.09071        5.78311                 NaN            NaN   7.53088                 NaN            NaN   41.4065       0.833601        39.3552     
  1083.29        500.000                 NaN            NaN   5.09553        5.77531                 NaN            NaN   7.52966                 NaN            NaN   41.4094       0.834036        39.3560     
  1081.98        500.000                 NaN            NaN   5.09769        5.77340                 NaN            NaN   7.53121                 NaN            NaN   41.4057       0.834112        39.3579     
  1080.68        500.000                 NaN            NaN   5.10646        5.75937                 NaN            NaN   7.53203                 NaN            NaN   41.4065       0.834816        39.3608     
  1079.38        500.000                 NaN            NaN   5.10682        5.76046                 NaN            NaN   7.53180                 NaN            NaN   41.4045       0.834934        39.3614     
  1078.08        500.000                 NaN            NaN   5.11024        5.75792                 NaN            NaN   7.53501                 NaN            NaN   41.3990       0.834219        39.3636     
  1076.78        500.000                 NaN            NaN   5.11311        5.75341                 NaN            NaN   7.53442                 NaN            NaN   41.4009       0.834408        39.3637     
  1075.48        500.000                 NaN            NaN   5.12135        5.74139                 NaN            NaN   7.53388                 NaN            NaN   41.4031       0.834437        39.3658     
  1074.18        500.000                 NaN            NaN   5.12835        5.73136                 NaN            NaN   7.53614                 NaN            NaN   41.3979       0.835682        39.3706     
  1072.87        500.000                 NaN            NaN   5.11504        5.75333                 NaN            NaN   7.53700                 NaN            NaN   41.3950       0.834051        39.3656     
  1071.57        500.000                 NaN            NaN   5.11915        5.74795                 NaN            NaN   7.53781                 NaN            NaN   41.3936       0.834193        39.3673     
  1070.27        500.000                 NaN            NaN   5.12323        5.74262                 NaN            NaN   7.53862                 NaN            NaN   41.3922       0.834334        39.3690     
  1068.97        500.000                 NaN            NaN   5.12728        5.73734                 NaN            NaN   7.53943                 NaN            NaN   41.3908       0.834472        39.3707     
  1067.67        500.000                 NaN            NaN   5.13129        5.73212                 NaN            NaN   7.54025                 NaN            NaN   41.3893       0.834608        39.3724     
  1066.37        500.000                 NaN            NaN   5.13527        5.72694                 NaN            NaN   7.54107                 NaN            NaN   41.3879       0.834741        39.3741     
  1065.07        500.000                 NaN            NaN   5.13922        5.72182                 NaN            NaN   7.54190                 NaN            NaN   41.3864       0.834873        39.3758     
  1063.77        500.000                 NaN            NaN   5.14314        5.71675                 NaN            NaN   7.54273                 NaN            NaN   41.3849       0.835001        39.3775     
  1062.46        500.000                 NaN            NaN   5.14702        5.71172                 NaN            NaN   7.54356                 NaN            NaN   41.3834       0.835128        39.3792     
  1061.16        500.000                 NaN            NaN   5.15088        5.70672                 NaN            NaN   7.54439                 NaN            NaN   41.3819       0.835255        39.3808     
  1059.86        500.000                 NaN            NaN   5.15470        5.70182                 NaN            NaN   7.54525                 NaN            NaN   41.3803       0.835374        39.3825     
  1058.56        500.000                 NaN            NaN   5.15885        5.69630                 NaN            NaN   7.54605                 NaN            NaN   41.3790       0.835540        39.3843     
  1057.26        500.000                 NaN            NaN   5.16249        5.69169                 NaN            NaN   7.54692                 NaN            NaN   41.3774       0.835642        39.3859     
  1055.96        500.000                 NaN            NaN   5.16611        5.68713                 NaN            NaN   7.54780                 NaN            NaN   41.3757       0.835741        39.3875     
  1054.66        500.000                 NaN            NaN   5.16969        5.68262                 NaN            NaN   7.54868                 NaN            NaN   41.3740       0.835838        39.3891     
  1053.35        500.000                 NaN            NaN   5.17325        5.67814                 NaN            NaN   7.54957                 NaN            NaN   41.3723       0.835934        39.3908     
  1052.05        500.000                 NaN            NaN   5.17679        5.67371                 NaN            NaN   7.55046                 NaN            NaN   41.3706       0.836028        39.3924     
  1050.75        500.000                 NaN            NaN   5.18031        5.66923                 NaN            NaN   7.55132                 NaN            NaN   41.3690       0.836129        39.3940     
  1049.45        500.000                 NaN            NaN   5.18377        5.66497                 NaN            NaN   7.55226                 NaN            NaN   41.3672       0.836209        39.3956     
  1048.15        500.000                 NaN            NaN   5.19194        5.65288                 NaN            NaN   7.55397                 NaN            NaN   41.3647       0.836870        39.3997     
  1046.85        500.000                 NaN            NaN   5.19528        5.64876                 NaN            NaN   7.55489                 NaN            NaN   41.3629       0.836947        39.4012     
  1045.55        500.000                 NaN            NaN   5.19859        5.64470                 NaN            NaN   7.55582                 NaN            NaN   41.3611       0.837020        39.4028     
  1044.25        500.000                 NaN            NaN   5.20189        5.64065                 NaN            NaN   7.55675                 NaN            NaN   41.3592       0.837093        39.4044     
  1042.94        500.000                 NaN            NaN   5.20515        5.63667                 NaN            NaN   7.55769                 NaN            NaN   41.3574       0.837163        39.4059     
  1041.64        500.000                 NaN            NaN   5.20839        5.63272                 NaN            NaN   7.55863                 NaN            NaN   41.3555       0.837231        39.4075     
  1040.34        500.000                 NaN            NaN   5.21160        5.62882                 NaN            NaN   7.55959                 NaN            NaN   41.3536       0.837297        39.4091     
  1039.04        500.000                 NaN            NaN   5.21479        5.62497                 NaN            NaN   7.56054                 NaN            NaN   41.3517       0.837359        39.4106     
  1037.74        500.000                 NaN            NaN   5.21796        5.62112                 NaN            NaN   7.56150                 NaN            NaN   41.3498       0.837423        39.4122     
  1036.44        500.000                 NaN            NaN   5.22363        5.61414                 NaN            NaN   7.56237                 NaN            NaN   41.3476       0.837568        39.4147     
  1035.14        500.000                 NaN            NaN   5.22424        5.61357                 NaN            NaN   7.56353                 NaN            NaN   41.3459       0.837538        39.4152     
  1033.83        500.000                 NaN            NaN   5.22733        5.60987                 NaN            NaN   7.56450                 NaN            NaN   41.3439       0.837598        39.4168     
  1032.53        500.000                 NaN            NaN   5.23259        5.60347                 NaN            NaN   7.56549                 NaN            NaN   41.3418       0.837651        39.4190     
  1031.23        500.000                 NaN            NaN   5.23527        5.60067                 NaN            NaN   7.56596                 NaN            NaN   41.3407       0.837549        39.4199     
  1029.93        500.000                 NaN            NaN   5.23281        5.60541                 NaN            NaN   7.56587                 NaN            NaN   41.3392       0.837327        39.4194     
  1028.63        500.000                 NaN            NaN   5.23533        5.60270                 NaN            NaN   7.56685                 NaN            NaN   41.3370       0.837307        39.4208     
  1027.33        500.000                 NaN            NaN   5.23862        5.59938                 NaN            NaN   7.56797                 NaN            NaN   41.3345       0.836954        39.4226     
  1026.03        500.000                 NaN            NaN   5.24525        5.58889                 NaN            NaN   7.57027                 NaN            NaN   41.3317       0.837861        39.4260     
  1024.73        500.000                 NaN            NaN   5.24822        5.58538                 NaN            NaN   7.57127                 NaN            NaN   41.3297       0.837903        39.4275     
  1023.42        500.000                 NaN            NaN   5.25292        5.57999                 NaN            NaN   7.57236                 NaN            NaN   41.3272       0.837906        39.4296     
  1022.12        500.000                 NaN            NaN   5.25421        5.57792                 NaN            NaN   7.57335                 NaN            NaN   41.3260       0.838047        39.4304     
  1020.82        500.000                 NaN            NaN   5.25729        5.57622                 NaN            NaN   7.57368                 NaN            NaN   41.3234       0.837753        39.4316     
  1019.52        500.000                 NaN            NaN   5.26141        5.57011                 NaN            NaN   7.57577                 NaN            NaN   41.3206       0.837996        39.4341     
  1018.22        500.000                 NaN            NaN   5.26414        5.56715                 NaN            NaN   7.57665                 NaN            NaN   41.3187       0.837966        39.4354     
  1016.92        500.000                 NaN            NaN   5.26689        5.56395                 NaN            NaN   7.57792                 NaN            NaN   41.3161       0.838035        39.4371     
  1015.62        500.000                 NaN            NaN   5.26827        5.56206                 NaN            NaN   7.57876                 NaN            NaN   41.3147       0.838168        39.4380     
  1014.31        500.000                 NaN            NaN   5.27230        5.55788                 NaN            NaN   7.58007                 NaN            NaN   41.3116       0.838072        39.4400     
  1013.01        500.000                 NaN            NaN   5.27498        5.55489                 NaN            NaN   7.58115                 NaN            NaN   41.3094       0.838089        39.4415     
  1011.71        500.000                 NaN            NaN   5.27763        5.55199                 NaN            NaN   7.58227                 NaN            NaN   41.3070       0.838097        39.4430     
  1010.41        500.000                 NaN            NaN   5.28026        5.54910                 NaN            NaN   7.58337                 NaN            NaN   41.3047       0.838107        39.4445     
  1009.11        500.000                 NaN            NaN   5.28287        5.54625                 NaN            NaN   7.58449                 NaN            NaN   41.3023       0.838114        39.4460     
  1007.81        500.000                 NaN            NaN   5.28546        5.54343                 NaN            NaN   7.58561                 NaN            NaN   41.2999       0.838119        39.4475     
  1006.51        500.000                 NaN            NaN   5.28803        5.54065                 NaN            NaN   7.58674                 NaN            NaN   41.2975       0.838123        39.4489     
  1005.21        500.000                 NaN            NaN   5.28848        5.53978                 NaN            NaN   7.58624                 NaN            NaN   41.2990       0.838160        39.4483     
  1003.90        500.000                 NaN            NaN   5.29312        5.53519                 NaN            NaN   7.58903                 NaN            NaN   41.2927       0.838123        39.4519     
  1002.60        500.000                 NaN            NaN   5.29502        5.53232                 NaN            NaN   7.58984                 NaN            NaN   41.2915       0.838333        39.4530     
  1001.30        500.000                 NaN            NaN   5.29812        5.52987                 NaN            NaN   7.59134                 NaN            NaN   41.2877       0.838115        39.4548     
  1000.00        500.000                 NaN            NaN   5.30060        5.52726                 NaN            NaN   7.59251                 NaN            NaN   41.2852       0.838108        39.4563     
