|6.6.6
Archiving\03_Data\frac/QFM_m4/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1037.59        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228698E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228700E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228704E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.67988        12.6612       0.427124E-004   9.09764       0.904506        42.7891        30.8676                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228695E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228707E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228706E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228696E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228692E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228692E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228703E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228702E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN   13.0666        3.61186                 NaN   9.33520       0.801894        42.2540        30.9305                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3891        3.30997       0.373379E-003   9.37715       0.779658        42.2125        30.9313                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94387        13.5662       0.110648E-005   9.29363       0.825317        42.4803        30.8907                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.34605        8.06951       0.228694E-005            NaN   8.30354        1.39200        44.6779        32.2110                 NaN
