|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          an             San(TH)        ilm            q             
  1231.35        2500.00                 NaN   99.9871       0.158070E-002            NaN            NaN            NaN            NaN            NaN  0.130638E-002  0.560433E-002  0.315990E-004  0.438737E-002
  1230.19        2500.00                 NaN            NaN   4.15900        6.85547       0.514850                 NaN            NaN            NaN   8.39425        46.9551       0.632777        32.4885     
  1229.03        2500.00                 NaN            NaN   11.6208                 NaN            NaN            NaN            NaN            NaN   8.43039        46.8206       0.616042        32.5122     
  1227.88        2500.00                 NaN            NaN   11.6096                 NaN            NaN            NaN            NaN            NaN   8.42907        46.8329       0.618513        32.5099     
  1226.72        2500.00                 NaN            NaN   8.33223        3.29173                 NaN            NaN            NaN            NaN   8.43110        46.8157       0.615791        32.5134     
  1225.56        2500.00                 NaN            NaN   11.6270                 NaN            NaN            NaN            NaN            NaN   8.44513        46.7981       0.614025        32.5158     
  1224.41        2500.00                 NaN            NaN   7.86587        3.75366                 NaN            NaN            NaN            NaN   8.43560        46.8151       0.616324        32.5135     
  1223.25        2500.00                 NaN            NaN   11.6266                 NaN            NaN            NaN            NaN            NaN   8.44563        46.7975       0.614231        32.5161     
  1222.09        2500.00                 NaN            NaN   4.21515        7.40961                 NaN            NaN            NaN            NaN   8.42271        46.8121       0.620535        32.5199     
  1220.94        2500.00                 NaN            NaN   11.1808       0.451275                 NaN            NaN            NaN            NaN   8.45266        46.7838       0.612667        32.5188     
  1219.78        2500.00                 NaN            NaN   11.6323                 NaN            NaN            NaN            NaN            NaN   8.45907        46.7770       0.612240        32.5194     
  1218.62        2500.00                 NaN            NaN   2.76392        8.86262                 NaN            NaN            NaN            NaN   8.45116        46.7893       0.613437        32.5195     
  1217.47        2500.00                 NaN            NaN   2.73247        8.89527                 NaN            NaN            NaN            NaN   8.45423        46.7846       0.613006        32.5204     
  1216.31        2500.00                 NaN            NaN   2.69904        8.92993                 NaN            NaN            NaN            NaN   8.45730        46.7798       0.612571        32.5213     
  1215.15        2500.00                 NaN            NaN   2.66442        8.96578                 NaN            NaN            NaN            NaN   8.46039        46.7750       0.612131        32.5222     
  1214.00        2500.00                 NaN            NaN   7.46341        4.16582                 NaN            NaN            NaN            NaN   8.46146        46.7754       0.611433        32.5225     
  1212.84        2500.00                 NaN            NaN   7.36337        4.26657                 NaN            NaN            NaN            NaN   8.46692        46.7687       0.610966        32.5235     
  1211.68        2500.00                 NaN            NaN   7.68665        3.94984                 NaN            NaN            NaN            NaN   8.46951        46.7583       0.610518        32.5252     
  1210.53        2500.00                 NaN            NaN   11.6432                 NaN            NaN            NaN            NaN            NaN   8.48211        46.7388       0.608474        32.5274     
  1209.37        2500.00                 NaN            NaN   4.86421        6.76702                 NaN            NaN            NaN            NaN   8.43836        46.7826       0.619138        32.5286     
  1208.21        2500.00                 NaN            NaN   11.6456                 NaN            NaN            NaN            NaN            NaN   8.48809        46.7295       0.607598        32.5292     
  1207.06        2500.00                 NaN            NaN   11.6469                 NaN            NaN            NaN            NaN            NaN   8.49104        46.7248       0.607151        32.5301     
  1205.90        2500.00                 NaN            NaN   10.5016        1.14720                 NaN            NaN            NaN            NaN   8.48576        46.7241       0.608872        32.5325     
  1204.74        2500.00                 NaN            NaN   10.6181        1.03143                 NaN            NaN            NaN            NaN   8.48923        46.7195       0.608528        32.5332     
  1203.59        2500.00                 NaN            NaN   10.6673       0.983890                 NaN            NaN            NaN            NaN   8.49148        46.7149       0.608032        32.5344     
  1202.43        2500.00                 NaN            NaN   10.8345       0.816023                 NaN            NaN            NaN            NaN   8.49615        46.7112       0.607703        32.5345     
  1201.27        2500.00                 NaN            NaN   11.6542                 NaN            NaN            NaN            NaN            NaN   8.50719        46.6991       0.604720        32.5348     
  1200.12        2500.00                 NaN            NaN   11.6523                 NaN            NaN            NaN            NaN            NaN   8.50967        46.6984       0.604741        32.5349     
  1198.96        2500.00                 NaN            NaN   11.6587                 NaN            NaN            NaN            NaN            NaN   8.50292        46.6994       0.603046        32.5359     
  1197.80        2500.00                 NaN            NaN   6.82881        4.82291                 NaN            NaN            NaN            NaN   8.50351        46.7033       0.605404        32.5360     
  1196.65        2500.00                 NaN            NaN   5.28429        6.36391                 NaN            NaN            NaN            NaN   8.50119        46.7094       0.605702        32.5355     
  1195.49        2500.00                 NaN            NaN   11.6485                 NaN            NaN            NaN            NaN            NaN   8.51972        46.6909       0.604769        32.5362     
  1194.33        2500.00                 NaN            NaN   11.6515                 NaN            NaN            NaN            NaN            NaN   8.52159        46.6848       0.604376        32.5378     
  1193.18        2500.00                 NaN            NaN   11.6544                 NaN            NaN            NaN            NaN            NaN   8.52514        46.6778       0.603562        32.5391     
  1192.02        2500.00                 NaN            NaN   11.6572                 NaN            NaN            NaN            NaN            NaN   8.52868        46.6709       0.602758        32.5404     
  1190.86        2500.00                 NaN            NaN   11.6599                 NaN            NaN            NaN            NaN            NaN   8.53217        46.6642       0.601985        32.5417     
  1189.71        2500.00                 NaN            NaN   11.6629                 NaN            NaN            NaN            NaN            NaN   8.53577        46.6572       0.601150        32.5430     
  1188.55        2500.00                 NaN            NaN   11.6658                 NaN            NaN            NaN            NaN            NaN   8.53937        46.6501       0.600319        32.5444     
  1187.39        2500.00                 NaN            NaN   11.6685                 NaN            NaN            NaN            NaN            NaN   8.54285        46.6435       0.599555        32.5456     
  1186.24        2500.00                 NaN            NaN   11.6655                 NaN            NaN            NaN            NaN            NaN   8.54418        46.6448       0.600102        32.5455     
  1185.08        2500.00                 NaN            NaN   11.6713                 NaN            NaN            NaN            NaN            NaN   8.54880        46.6337       0.598609        32.5475     
  1183.92        2500.00                 NaN            NaN   11.6718                 NaN            NaN            NaN            NaN            NaN   8.55153        46.6301       0.598337        32.5482     
  1182.77        2500.00                 NaN            NaN   11.6748                 NaN            NaN            NaN            NaN            NaN   8.55514        46.6230       0.597503        32.5496     
  1181.61        2500.00                 NaN            NaN   11.6583                 NaN            NaN            NaN            NaN            NaN   8.55041        46.6440       0.601216        32.5461     
  1180.45        2500.00                 NaN            NaN   11.6598                 NaN            NaN            NaN            NaN            NaN   8.55355        46.6388       0.600693        32.5471     
  1179.29        2500.00                 NaN            NaN   11.6813                 NaN            NaN            NaN            NaN            NaN   8.56495        46.6052       0.595552        32.5530     
  1178.14        2500.00                 NaN            NaN   11.6630                 NaN            NaN            NaN            NaN            NaN   8.55948        46.6287       0.599673        32.5491     
  1176.98        2500.00                 NaN            NaN   11.6646                 NaN            NaN            NaN            NaN            NaN   8.56242        46.6237       0.599161        32.5501     
  1175.82        2500.00                 NaN            NaN   8.64532        3.03619                 NaN            NaN            NaN            NaN   8.56774        46.6006       0.595017        32.5551     
  1174.67        2500.00                 NaN            NaN   5.58561        6.07638                 NaN            NaN            NaN            NaN   8.53371        46.6511       0.600764        32.5524     
  1173.51        2500.00                 NaN            NaN   8.50909        3.16399                 NaN            NaN            NaN            NaN   8.56679        46.6088       0.597062        32.5543     
  1172.35        2500.00                 NaN            NaN   5.63662        6.01426                 NaN            NaN            NaN            NaN   8.36538        46.7799       0.624027        32.5798     
  1171.20        2500.00                 NaN            NaN   11.6912                 NaN            NaN            NaN            NaN            NaN   8.58478        46.5720       0.592266        32.5598     
  1170.04        2500.00                 NaN            NaN   8.78239        2.89008                 NaN            NaN            NaN            NaN   8.57363        46.6012       0.596864        32.5559     
  1168.88        2500.00                 NaN            NaN   11.6769                 NaN            NaN            NaN            NaN            NaN   8.58262        46.5877       0.595292        32.5575     
  1167.73        2500.00                 NaN            NaN   8.41419        3.26186                 NaN            NaN            NaN            NaN   8.56580        46.5990       0.598436        32.5607     
  1166.57        2500.00                 NaN            NaN   11.6859                 NaN            NaN            NaN            NaN            NaN   8.59001        46.5702       0.592977        32.5610     
  1165.41        2500.00                 NaN            NaN  0.175845        10.2348        1.28225                 NaN            NaN            NaN   8.59636        46.5566       0.590869        32.5632     
  1164.26        2500.00                 NaN            NaN  0.233722        10.2391        1.22143                 NaN            NaN            NaN   8.59916        46.5520       0.590392        32.5641     
  1163.10        2500.00                 NaN            NaN   1.02704        10.6682                 NaN            NaN            NaN            NaN   8.58874        46.5563       0.592579        32.5671     
  1161.94        2500.00                 NaN            NaN  0.903341        10.7943                 NaN            NaN            NaN            NaN   8.59379        46.5490       0.591569        32.5680     
  1160.79        2500.00                 NaN            NaN  0.770395        10.9297                 NaN            NaN            NaN            NaN   8.59907        46.5414       0.590507        32.5689     
  1159.63        2500.00                 NaN            NaN   11.6996                 NaN            NaN            NaN            NaN            NaN   8.61036        46.5333       0.588754        32.5679     
  1158.47        2500.00                 NaN            NaN   11.7033                 NaN            NaN            NaN            NaN            NaN   8.61457        46.5251       0.587723        32.5693     
  1157.32        2500.00                 NaN            NaN   1.34148        10.3667       0.152732E-003            NaN            NaN            NaN   8.61620        46.5168       0.587013        32.5717     
  1156.16        2500.00                 NaN            NaN   1.37681        10.3343       0.148968E-003            NaN            NaN            NaN   8.62224        46.5081       0.585772        32.5726     
  1155.00        2500.00                 NaN            NaN  0.874459E-002   11.7055                 NaN            NaN            NaN            NaN   8.62829        46.4994       0.584528        32.5736     
  1153.85        2500.00                 NaN            NaN   11.7137                 NaN            NaN            NaN            NaN            NaN   8.63008        46.4977       0.584565        32.5740     
  1152.69        2500.00                 NaN            NaN   11.7150                 NaN            NaN            NaN            NaN            NaN   8.63172        46.4940       0.584192        32.5751     
  1151.53        2500.00                 NaN            NaN   11.7190                 NaN            NaN            NaN            NaN            NaN   8.63517        46.4860       0.583167        32.5767     
  1150.38        2500.00                 NaN            NaN   11.7208                 NaN            NaN            NaN            NaN            NaN   8.63795        46.4808       0.582605        32.5778     
  1149.22        2500.00                 NaN            NaN   11.4178       0.305585                 NaN            NaN            NaN            NaN   8.64070        46.4748       0.581921        32.5791     
  1148.06        2500.00                 NaN            NaN   11.7253                 NaN            NaN            NaN            NaN            NaN   8.64457        46.4686       0.581389        32.5801     
  1146.91        2500.00                 NaN            NaN   11.7269                 NaN            NaN            NaN            NaN            NaN   8.64765        46.4638       0.580696        32.5810     
  1145.75        2500.00                 NaN            NaN   2.98565        8.74589                 NaN            NaN            NaN            NaN   8.63913        46.4675       0.581965        32.5799     
  1144.59        2500.00                 NaN            NaN   11.7343                 NaN            NaN            NaN            NaN            NaN   8.65657        46.4466       0.578710        32.5838     
  1143.44        2500.00                 NaN            NaN   11.7325                 NaN            NaN            NaN            NaN            NaN   8.65640        46.4477       0.579034        32.5844     
  1142.28        2500.00                 NaN            NaN   11.7347                 NaN            NaN            NaN            NaN            NaN   8.65900        46.4424       0.578386        32.5855     
  1141.12        2500.00                 NaN            NaN   11.7428                 NaN            NaN            NaN            NaN            NaN   8.66656        46.4261       0.576519        32.5880     
  1139.97        2500.00                 NaN            NaN   5.00618        6.72898                 NaN            NaN            NaN            NaN   8.65983        46.4394       0.578285        32.5874     
  1138.81        2500.00                 NaN            NaN   11.7285                 NaN            NaN            NaN            NaN            NaN   8.66263        46.4434       0.579691        32.5858     
  1137.65        2500.00                 NaN            NaN   11.7437                 NaN            NaN            NaN            NaN            NaN   8.67332        46.4175       0.575577        32.5899     
  1136.50        2500.00                 NaN            NaN   1.84293        9.88874                 NaN            NaN            NaN            NaN   8.66632        46.4362       0.577894        32.5879     
  1135.34        2500.00                 NaN            NaN   11.6910       0.755465E-004            NaN            NaN            NaN            NaN   8.64206        46.5015       0.586080        32.5792     
  1134.18        2500.00                 NaN            NaN   11.7499                 NaN            NaN            NaN            NaN            NaN   8.68181        46.4013       0.573779        32.5932     
  1133.03        2500.00                 NaN            NaN   1.22029        10.5277                 NaN            NaN            NaN            NaN   8.68246        46.4021       0.574080        32.5933     
  1131.87        2500.00                 NaN            NaN   2.29131        9.44436                 NaN            NaN            NaN            NaN   8.67221        46.4246       0.576051        32.5915     
  1130.71        2500.00                 NaN            NaN   5.49431        6.24406                 NaN            NaN            NaN            NaN   8.65204        46.4378       0.577919        32.5939     
  1129.56        2500.00                 NaN            NaN   9.65172        2.10430                 NaN            NaN            NaN            NaN   8.68865        46.3858       0.571929        32.5976     
  1128.40        2500.00                 NaN            NaN   10.0529        1.70441                 NaN            NaN            NaN            NaN   8.69118        46.3813       0.571681        32.5985     
  1127.24        2500.00                 NaN            NaN   5.76859        5.97057                 NaN            NaN            NaN            NaN   8.65755        46.4290       0.576715        32.5976     
  1126.08        2500.00                 NaN            NaN   2.38677        9.36625                 NaN            NaN            NaN            NaN   8.69432        46.3817       0.572382        32.5986     
  1124.93        2500.00                 NaN            NaN   6.15046        5.59029                 NaN            NaN            NaN            NaN   8.66072        46.4228       0.576139        32.5995     
  1123.77        2500.00                 NaN            NaN   3.22519        8.51865                 NaN            NaN            NaN            NaN   8.68329        46.4019       0.572937        32.5981     
  1122.61        2500.00                 NaN            NaN   3.80143        7.94083                 NaN            NaN            NaN            NaN   8.68139        46.4038       0.573117        32.5994     
  1121.46        2500.00                 NaN            NaN   4.61122        7.12636                 NaN            NaN            NaN            NaN   8.67409        46.4164       0.573625        32.5983     
  1120.30        2500.00                 NaN            NaN   6.56566        5.16558                 NaN            NaN            NaN            NaN   8.66790        46.4285       0.574204        32.5981     
  1119.14        2500.00                 NaN            NaN   6.59458        5.14757                 NaN            NaN            NaN            NaN   8.67138        46.4132       0.572340        32.6009     
  1117.99        2500.00                 NaN            NaN   4.44947        7.29522                 NaN            NaN            NaN            NaN   8.68645        46.3945       0.571843        32.6026     
  1116.83        2500.00                 NaN            NaN   4.38407        7.36395                 NaN            NaN            NaN            NaN   8.68871        46.3883       0.571004        32.6040     
  1115.67        2500.00                 NaN            NaN   3.82049        7.93046                 NaN            NaN            NaN            NaN   8.68977        46.3834       0.571003        32.6049     
  1114.52        2500.00                 NaN            NaN   3.97515        7.77666                 NaN            NaN            NaN            NaN   8.69065        46.3811       0.570665        32.6058     
  1113.36        2500.00                 NaN            NaN   4.14214        7.61047                 NaN            NaN            NaN            NaN   8.69147        46.3789       0.570325        32.6067     
  1112.20        2500.00                 NaN            NaN   4.31669        7.43669                 NaN            NaN            NaN            NaN   8.69234        46.3767       0.569974        32.6076     
  1111.05        2500.00                 NaN            NaN   7.95179        3.80010       0.637595E-003            NaN            NaN            NaN   8.68906        46.3756       0.572044        32.6108     
  1109.89        2500.00                 NaN            NaN   4.93964        6.81585                 NaN            NaN            NaN            NaN   8.69680        46.3700       0.568420        32.6093     
  1108.73        2500.00                 NaN            NaN   7.08793        4.67815                 NaN            NaN            NaN            NaN   8.72269        46.3282       0.567795        32.6153     
  1107.58        2500.00                 NaN            NaN   5.23227        6.52465                 NaN            NaN            NaN            NaN   8.69825        46.3658       0.567829        32.6112     
  1106.42        2500.00                 NaN            NaN   5.72223        6.03257                 NaN            NaN            NaN            NaN   8.69685        46.3675       0.568252        32.6125     
  1105.26        2500.00                 NaN            NaN   5.91917        5.83604                 NaN            NaN            NaN            NaN   8.69678        46.3661       0.568094        32.6138     
  1104.11        2500.00                 NaN            NaN   5.65061        6.10489                 NaN            NaN            NaN            NaN   8.69684        46.3660       0.568330        32.6134     
  1102.95        2500.00                 NaN            NaN   5.79314        5.96525                 NaN            NaN            NaN            NaN   8.69967        46.3602       0.567166        32.6146     
  1101.79        2500.00                 NaN            NaN   5.93313        5.82677                 NaN            NaN            NaN            NaN   8.70126        46.3566       0.566559        32.6157     
  1100.64        2500.00                 NaN            NaN   7.11609        4.63375                 NaN            NaN            NaN            NaN   8.68960        46.3779       0.568301        32.6143     
  1099.48        2500.00                 NaN            NaN   6.23658        5.52515                 NaN            NaN            NaN            NaN   8.70290        46.3519       0.565857        32.6176     
  1098.32        2500.00                 NaN            NaN   6.30930        5.45221                 NaN            NaN            NaN            NaN   8.70308        46.3512       0.565877        32.6184     
  1097.17        2500.00                 NaN            NaN   6.71976        5.03980                 NaN            NaN            NaN            NaN   8.70316        46.3509       0.566316        32.6200     
  1096.01        2500.00                 NaN            NaN   6.85704        4.90312                 NaN            NaN            NaN            NaN   8.70458        46.3480       0.566090        32.6212     
  1094.85        2500.00                 NaN            NaN   6.62881        5.13091                 NaN            NaN            NaN            NaN   8.70176        46.3514       0.566547        32.6206     
  1093.70        2500.00                 NaN            NaN   7.15039        4.61263                 NaN            NaN            NaN            NaN   8.70487        46.3451       0.564902        32.6221     
  1092.54        2500.00                 NaN            NaN   8.51259        3.28374                 NaN            NaN            NaN            NaN   8.75727        46.2592       0.558585        32.6286     
  1091.38        2500.00                 NaN            NaN   11.8437                 NaN            NaN            NaN            NaN            NaN   8.79199        46.1767       0.548263        32.6393     
  1090.23        2500.00                 NaN            NaN   8.45261        3.34333                 NaN            NaN            NaN            NaN   8.75845        46.2568       0.558599        32.6302     
  1089.07        2500.00                 NaN            NaN   8.61708        3.18151                 NaN            NaN            NaN            NaN   8.76106        46.2507       0.558042        32.6316     
  1087.91        2500.00                 NaN            NaN  0.816016        11.0251                 NaN            NaN            NaN            NaN   8.79921        46.1721       0.547436        32.6402     
  1086.76        2500.00                 NaN            NaN  0.472150        11.3738                 NaN            NaN            NaN            NaN   8.80466        46.1615       0.546072        32.6418     
  1085.60        2500.00                 NaN            NaN   9.65024        2.19935                 NaN            NaN            NaN            NaN   8.80757        46.1542       0.545289        32.6434     
  1084.44        2500.00                 NaN            NaN   9.10427        2.70095                 NaN            NaN            NaN            NaN   8.77432        46.2291       0.555748        32.6356     
  1083.29        2500.00                 NaN            NaN   9.96013        1.86065                 NaN            NaN            NaN            NaN   8.79557        46.1947       0.551271        32.6376     
  1082.13        2500.00                 NaN            NaN   9.05097        2.75970                 NaN            NaN            NaN            NaN   8.77781        46.2189       0.554269        32.6383     
  1080.97        2500.00                 NaN            NaN  0.275485        11.5853                 NaN            NaN            NaN            NaN   8.82178        46.1273       0.541878        32.6482     
  1079.82        2500.00                 NaN            NaN   11.8632                 NaN            NaN            NaN            NaN            NaN   8.82674        46.1197       0.541214        32.6491     
  1078.66        2500.00                 NaN            NaN  0.104023        11.7636                 NaN            NaN            NaN            NaN   8.82929        46.1121       0.539964        32.6510     
  1077.50        2500.00                 NaN            NaN   11.8697                 NaN            NaN            NaN            NaN            NaN   8.83374        46.1055       0.539332        32.6518     
  1076.34        2500.00                 NaN            NaN   1.63501        10.2194       0.987094E-003            NaN            NaN            NaN   8.82419        46.1268       0.542456        32.6511     
  1075.19        2500.00                 NaN            NaN   1.26538        10.5827       0.166529E-002            NaN            NaN            NaN   8.81262        46.1397       0.545795        32.6522     
  1074.03        2500.00                 NaN            NaN   1.26511        10.5824       0.323418E-002            NaN            NaN            NaN   8.81328        46.1374       0.545673        32.6529     
  1072.87        2500.00                 NaN            NaN   2.60858        1.42971        7.79404                 NaN            NaN            NaN   8.81016        46.1625       0.546970        32.6480     
  1071.72        2500.00                 NaN            NaN   2.60213        1.53552        7.69923                 NaN            NaN            NaN   8.81075        46.1561       0.546519        32.6497     
  1070.56        2500.00                 NaN            NaN   2.62632        1.50454        7.70534                 NaN            NaN            NaN   8.81476        46.1528       0.545935        32.6503     
  1069.40        2500.00                 NaN            NaN   2.74114        1.56830        7.53162                 NaN            NaN            NaN   8.81581        46.1458       0.545359        32.6520     
  1068.25        2500.00                 NaN            NaN   2.69243        1.59674        7.55000                 NaN            NaN            NaN   8.81845        46.1449       0.545078        32.6524     
  1067.09        2500.00                 NaN            NaN   2.79259        1.65000        7.40182                 NaN            NaN            NaN   8.82007        46.1369       0.544400        32.6542     
  1065.93        2500.00                 NaN            NaN   2.72827        1.67470        7.43972                 NaN            NaN            NaN   8.82271        46.1358       0.544135        32.6547     
  1064.78        2500.00                 NaN            NaN   2.76138        1.71801        7.36486                 NaN            NaN            NaN   8.82458        46.1317       0.543715        32.6558     
  1063.62        2500.00                 NaN            NaN   2.88529        1.77341        7.19050                 NaN            NaN            NaN   8.82622        46.1241       0.543026        32.6574     
  1062.46        2500.00                 NaN            NaN   2.82886        1.80445        7.21389                 NaN            NaN            NaN   8.82821        46.1238       0.542902        32.6579     
  1061.31        2500.00                 NaN            NaN   2.85150        1.84110        7.15635                 NaN            NaN            NaN   8.83031        46.1193       0.542455        32.6590     
  1060.15        2500.00                 NaN            NaN   2.90691        1.88997        7.05323                 NaN            NaN            NaN   8.83172        46.1160       0.542128        32.6601     
  1058.99        2500.00                 NaN            NaN   2.94715        1.93198        6.97243                 NaN            NaN            NaN   8.83347        46.1121       0.541747        32.6611     
  1057.84        2500.00                 NaN            NaN   3.05202        2.04752        6.75494                 NaN            NaN            NaN   8.83402        46.1076       0.541420        32.6625     
  1056.68        2500.00                 NaN            NaN   3.05578        2.02261        6.77550       0.757110E-005            NaN            NaN   8.83648        46.1054       0.541087        32.6632     
  1055.52        2500.00                 NaN            NaN   2.97189        2.09028        6.79544                 NaN            NaN            NaN   8.84070        46.0977       0.539870        32.6641     
  1054.37        2500.00                 NaN            NaN   3.06385        2.12379        6.67141       0.740659E-005            NaN            NaN   8.84380        46.0921       0.539292        32.6657     
  1053.21        2500.00                 NaN            NaN   3.13121        2.16386        6.56504       0.707725E-005            NaN            NaN   8.84536        46.0888       0.538983        32.6667     
  1052.05        2500.00                 NaN            NaN   3.19803        2.20332        6.45978       0.648032E-005            NaN            NaN   8.84700        46.0854       0.538707        32.6678     
  1050.90        2500.00                 NaN            NaN   3.25099        2.23653        6.37333       0.580037E-005            NaN            NaN   8.84818        46.0846       0.538574        32.6678     
  1049.74        2500.00                 NaN            NaN   9.65145        2.23180                 NaN            NaN            NaN            NaN   8.86733        46.0397       0.533565        32.6761     
  1048.58        2500.00                 NaN            NaN   1.55266        7.56578        2.78818                 NaN            NaN            NaN   8.88171        46.0056       0.528520        32.6775     
  1047.43        2500.00                 NaN            NaN   1.61018        7.55158        2.74598                 NaN            NaN            NaN   8.88303        46.0024       0.528235        32.6786     
  1046.27        2500.00                 NaN            NaN   1.65642        7.53839        2.71424                 NaN            NaN            NaN   8.88454        45.9988       0.527898        32.6797     
  1045.11        2500.00                 NaN            NaN   1.69477        7.52302        2.69269                 NaN            NaN            NaN   8.88617        45.9950       0.527526        32.6808     
  1043.96        2500.00                 NaN            NaN   9.59994        2.31039                 NaN            NaN            NaN            NaN   8.88730        45.9933       0.527449        32.6816     
  1042.80        2500.00                 NaN            NaN   1.79227        7.45724        2.66382                 NaN            NaN            NaN   8.88945        45.9874       0.526784        32.6830     
  1041.64        2500.00                 NaN            NaN   9.38571        2.53085                 NaN            NaN            NaN            NaN   8.88986        45.9819       0.526654        32.6850     
  1040.49        2500.00                 NaN            NaN   9.38717        2.53123                 NaN            NaN            NaN            NaN   8.89170        45.9774       0.526215        32.6862     
  1039.33        2500.00                 NaN            NaN   9.57552        2.34157                 NaN            NaN            NaN            NaN   8.89631        45.9753       0.525486        32.6858     
  1038.17        2500.00                 NaN            NaN   9.28485        2.63593                 NaN            NaN            NaN            NaN   8.89760        45.9690       0.524831        32.6878     
  1037.02        2500.00                 NaN            NaN   9.26342        2.65973                 NaN            NaN            NaN            NaN   8.90000        45.9636       0.524218        32.6890     
  1035.86        2500.00                 NaN            NaN   9.24387        2.68169                 NaN            NaN            NaN            NaN   8.90243        45.9581       0.523600        32.6903     
  1034.70        2500.00                 NaN            NaN   1.41734        10.5434                 NaN            NaN            NaN            NaN   8.93460        45.8935       0.513649        32.6975     
  1033.55        2500.00                 NaN            NaN   9.95284        1.98728                 NaN            NaN            NaN            NaN   8.91811        45.9287       0.518985        32.6941     
  1032.39        2500.00                 NaN            NaN   1.87484        10.0865                 NaN            NaN            NaN            NaN   8.93463        45.8914       0.513550        32.6991     
  1031.23        2500.00                 NaN            NaN   9.46773        2.46217                 NaN            NaN            NaN            NaN   8.91064        45.9440       0.521214        32.6942     
  1030.08        2500.00                 NaN            NaN   10.0333        1.93020                 NaN            NaN            NaN            NaN   8.93363        45.8884       0.513938        32.7005     
  1028.92        2500.00                 NaN            NaN   9.67575        2.25488                 NaN            NaN            NaN            NaN   8.91835        45.9368       0.519620        32.6946     
  1027.76        2500.00                 NaN            NaN   11.7946       0.227579                 NaN            NaN            NaN            NaN   8.98479        45.7814       0.498280        32.7133     
  1026.61        2500.00                 NaN            NaN   1.02049        10.9953                 NaN            NaN            NaN            NaN   8.98102        45.7901       0.499769        32.7133     
  1025.45        2500.00                 NaN            NaN   9.80912        2.19595                 NaN            NaN            NaN            NaN   8.97074        45.8076       0.503430        32.7132     
  1024.29        2500.00                 NaN            NaN   10.6788        1.33514                 NaN            NaN            NaN            NaN   8.97963        45.7920       0.500039        32.7144     
  1023.13        2500.00                 NaN            NaN   11.0898       0.937821                 NaN            NaN            NaN            NaN   8.99129        45.7660       0.496841        32.7183     
  1021.98        2500.00                 NaN            NaN   9.75850        2.24394                 NaN            NaN            NaN            NaN   8.96919        45.8092       0.503913        32.7152     
  1020.82        2500.00                 NaN            NaN   2.32879        9.65915                 NaN            NaN            NaN            NaN   8.96196        45.8326       0.506397        32.7111     
  1019.66        2500.00                 NaN            NaN   9.33236        2.58641                 NaN            NaN            NaN            NaN   8.90911        45.9475       0.523683        32.7009     
  1018.51        2500.00                 NaN            NaN   10.3754        1.64763                 NaN            NaN            NaN            NaN   8.98869        45.7691       0.498167        32.7210     
  1017.35        2500.00                 NaN            NaN   10.3241        1.70138                 NaN            NaN            NaN            NaN   8.99106        45.7636       0.497556        32.7223     
  1016.19        2500.00                 NaN            NaN   10.2745        1.75338                 NaN            NaN            NaN            NaN   8.99340        45.7582       0.496952        32.7236     
  1015.04        2500.00                 NaN            NaN   10.2295        1.80086                 NaN            NaN            NaN            NaN   8.99578        45.7526       0.496335        32.7249     
  1013.88        2500.00                 NaN            NaN   10.1868        1.84599                 NaN            NaN            NaN            NaN   8.99817        45.7471       0.495717        32.7262     
  1012.72        2500.00                 NaN            NaN   10.1473        1.88800                 NaN            NaN            NaN            NaN   9.00058        45.7415       0.495091        32.7275     
  1011.57        2500.00                 NaN            NaN   10.1098        1.92809                 NaN            NaN            NaN            NaN   9.00299        45.7358       0.494462        32.7288     
  1010.41        2500.00                 NaN            NaN   10.0748        1.96567                 NaN            NaN            NaN            NaN   9.00543        45.7301       0.493827        32.7302     
  1009.25        2500.00                 NaN            NaN   10.0412        2.00182                 NaN            NaN            NaN            NaN   9.00786        45.7245       0.493191        32.7315     
  1008.10        2500.00                 NaN            NaN   8.63186        3.34873                 NaN            NaN            NaN            NaN   8.95803        45.8335       0.508801        32.7190     
  1006.94        2500.00                 NaN            NaN   9.97925        2.06893                 NaN            NaN            NaN            NaN   9.01277        45.7130       0.491907        32.7342     
  1005.78        2500.00                 NaN            NaN   9.95026        2.10054                 NaN            NaN            NaN            NaN   9.01524        45.7072       0.491262        32.7355     
  1004.63        2500.00                 NaN            NaN   9.92316        2.13028                 NaN            NaN            NaN            NaN   9.01772        45.7014       0.490609        32.7368     
  1003.47        2500.00                 NaN            NaN   9.89713        2.15897                 NaN            NaN            NaN            NaN   9.02021        45.6955       0.489954        32.7382     
  1002.31        2500.00                 NaN            NaN   9.87206        2.18671                 NaN            NaN            NaN            NaN   9.02271        45.6897       0.489297        32.7395     
  1001.16        2500.00                 NaN            NaN   9.66305        2.39701                 NaN            NaN            NaN            NaN   9.02329        45.6867       0.489201        32.7408     
  1000.00        2500.00                 NaN            NaN   9.63539        2.42735                 NaN            NaN            NaN            NaN   9.02573        45.6808       0.488557        32.7421     
