|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc             hed           
  1563.26        2500.00                 NaN   99.3682                 NaN  0.562941       0.688521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00                 NaN   99.3679                 NaN  0.565719       0.664183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.22        2500.00                 NaN   99.3791                 NaN  0.547065       0.738048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.71        2500.00                 NaN   99.3876                 NaN  0.549237       0.631656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.19        2500.00                 NaN   99.3727                 NaN  0.560477       0.668463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN   99.4062                 NaN  0.532886       0.608886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.15        2500.00                 NaN   99.3938                 NaN  0.542828       0.634058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN   99.4036                 NaN  0.535046       0.613632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.11        2500.00                 NaN   99.4048                 NaN  0.535468       0.597654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.4106                 NaN  0.529334       0.600897E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00                 NaN   99.4925                 NaN  0.454956       0.525793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00                 NaN   99.3428                 NaN  0.590330       0.668431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.04        2500.00                 NaN   99.4242                 NaN  0.517961       0.578333E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.52        2500.00                 NaN   99.4271                 NaN  0.516971       0.559072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.00        2500.00                 NaN   99.4290                 NaN  0.517609       0.534313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.49        2500.00                 NaN   99.4374                 NaN  0.508493       0.541142E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.97        2500.00                 NaN   99.4390                 NaN  0.507729       0.532532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00                 NaN   99.4438                 NaN  0.503821       0.524007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.93        2500.00                 NaN   99.5914                 NaN  0.370972       0.376635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.3076                 NaN  0.627699       0.646942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.90        2500.00                 NaN   99.2995                 NaN  0.638490       0.620039E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        2500.00                 NaN   99.6171                 NaN  0.346793       0.360887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.86        2500.00                 NaN   99.4611                 NaN  0.491435       0.475129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        2500.00                 NaN   99.4685                 NaN  0.483913       0.475730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.82        2500.00                 NaN   99.4705                 NaN  0.483041       0.464712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.30        2500.00                 NaN   99.4740                 NaN  0.480203       0.458020E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.79        2500.00                 NaN   99.4754                 NaN  0.479566       0.450183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        2500.00                 NaN   99.4827                 NaN  0.472916       0.444122E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.75        2500.00                 NaN   99.4829                 NaN  0.474717       0.424058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00                 NaN   99.4875                 NaN  0.470635       0.418661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00                 NaN   99.4901                 NaN  0.468659       0.411975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00                 NaN   99.4947                 NaN  0.461118       0.442186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00                 NaN   99.4968                 NaN  0.466843       0.363281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00                 NaN   99.4990                 NaN  0.461743       0.392569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00                 NaN   99.5016                 NaN  0.460251       0.381565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00                 NaN   99.5078                 NaN  0.455992       0.362010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00                 NaN   99.5089                 NaN  0.454005       0.370472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00                 NaN   99.4463                 NaN  0.218746       0.559539E-002            NaN  0.329393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00                 NaN   99.4000                 NaN            NaN  0.406348E-001            NaN  0.559350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00                 NaN   99.3925                 NaN  0.546399E-001            NaN            NaN  0.552889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00                 NaN   99.3912                 NaN            NaN  0.308899E-003            NaN  0.608520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00                 NaN   99.6109                 NaN            NaN  0.510432E-001            NaN  0.338046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00                 NaN   99.1892                 NaN            NaN            NaN            NaN  0.810807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00                 NaN   99.3931                 NaN            NaN            NaN            NaN  0.606948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00                 NaN   99.3925                 NaN            NaN            NaN            NaN  0.607517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00                 NaN   99.3942                 NaN            NaN            NaN            NaN  0.605812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00                 NaN   99.3942                 NaN            NaN            NaN            NaN  0.605842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00                 NaN   99.3929                 NaN            NaN            NaN            NaN  0.607096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00                 NaN   99.3916                 NaN            NaN            NaN            NaN  0.608402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00                 NaN   99.4612                 NaN            NaN            NaN            NaN  0.538837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00                 NaN   99.3225                 NaN            NaN            NaN            NaN  0.677457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   99.3895                 NaN            NaN            NaN            NaN  0.610537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00                 NaN   99.3177                 NaN            NaN  0.106379E-005            NaN  0.682308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00                 NaN   99.6192                 NaN            NaN            NaN            NaN  0.380772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00                 NaN   99.2152                 NaN  0.316193E-001            NaN            NaN  0.753144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00                 NaN   99.3782                 NaN            NaN            NaN            NaN  0.621793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00                 NaN   99.3694                 NaN            NaN            NaN            NaN  0.630581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00                 NaN   99.3621                 NaN            NaN            NaN            NaN  0.637867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00                 NaN   99.3548                 NaN            NaN            NaN            NaN  0.645232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN   99.1788                 NaN            NaN            NaN            NaN  0.431256       0.389957                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.17        2500.00                 NaN   99.0905                 NaN            NaN            NaN            NaN  0.296528       0.612938                 NaN            NaN            NaN            NaN            NaN            NaN
  1470.65        2500.00                 NaN   99.0943                 NaN            NaN            NaN            NaN  0.296360       0.609318                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.13        2500.00                 NaN   99.0953                 NaN            NaN            NaN            NaN  0.293337       0.611388                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.1101                 NaN            NaN            NaN            NaN  0.598913       0.290969                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.09        2500.00                 NaN   99.1149                 NaN            NaN            NaN            NaN  0.597033       0.288029                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.58        2500.00                 NaN   99.1219                 NaN            NaN            NaN            NaN  0.591375       0.286751                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.1287                 NaN            NaN            NaN            NaN  0.588668       0.282619                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00                 NaN   99.1356                 NaN            NaN            NaN            NaN  0.581563       0.282823                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.02        2500.00                 NaN   99.1428                 NaN            NaN            NaN            NaN  0.279003       0.578190                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.50        2500.00                 NaN   99.1485                 NaN            NaN            NaN            NaN  0.277843       0.573642                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.98        2500.00                 NaN   99.1536                 NaN            NaN            NaN            NaN  0.276181       0.570188                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.47        2500.00                 NaN   99.1632                 NaN            NaN            NaN            NaN  0.563879       0.272885                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.95        2500.00                 NaN   99.1669                 NaN            NaN            NaN            NaN  0.562086       0.271023                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00                 NaN   99.1710                 NaN            NaN            NaN            NaN  0.559788       0.269244                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.91        2500.00                 NaN   99.1805                 NaN            NaN            NaN            NaN  0.552446       0.267076                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.39        2500.00                 NaN   99.1847                 NaN            NaN            NaN            NaN  0.550652       0.264651                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00                 NaN   99.1895                 NaN            NaN            NaN            NaN  0.262626       0.547882                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.36        2500.00                 NaN   99.1959                 NaN            NaN            NaN            NaN  0.541983       0.262109                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.84        2500.00                 NaN   99.2004                 NaN            NaN            NaN            NaN  0.258436       0.541187                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.32        2500.00                 NaN   99.2065                 NaN            NaN            NaN            NaN  0.536122       0.257386                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.80        2500.00                 NaN   99.2109                 NaN            NaN            NaN            NaN  0.255866       0.533233                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        2500.00                 NaN   99.2170                 NaN            NaN            NaN            NaN  0.254343       0.528665                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.77        2500.00                 NaN   99.2197                 NaN            NaN            NaN            NaN  0.528394       0.251870                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        2500.00                 NaN   99.2263                 NaN            NaN            NaN            NaN  0.523442       0.250211                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.73        2500.00                 NaN   99.2313                 NaN            NaN            NaN            NaN  0.520904       0.247768                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN   99.2352                 NaN            NaN            NaN            NaN  0.518986       0.245833                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        2500.00                 NaN   98.2062                 NaN            NaN            NaN            NaN  0.765207       0.536710       0.491857                 NaN            NaN            NaN            NaN            NaN
  1431.17        2500.00                 NaN   98.0654                 NaN            NaN            NaN            NaN  0.529804       0.839340       0.565436                 NaN            NaN            NaN            NaN            NaN
  1429.66        2500.00                 NaN   98.1001                 NaN            NaN  0.394724E-003            NaN  0.824550       0.520261       0.554730                 NaN            NaN            NaN            NaN            NaN
  1428.14        2500.00                 NaN   98.1289                 NaN            NaN  0.221464E-001            NaN  0.520200       0.779542       0.549181                 NaN            NaN            NaN            NaN            NaN
  1426.62        2500.00                 NaN   98.1226                 NaN            NaN  0.238635                 NaN  0.601705       0.454559       0.582495                 NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.1550                 NaN            NaN  0.237850                 NaN  0.440423       0.593640       0.573069                 NaN            NaN            NaN            NaN            NaN
  1423.58        2500.00                 NaN   98.1907                 NaN            NaN  0.235275                 NaN  0.429205       0.583295       0.561511                 NaN            NaN            NaN            NaN            NaN
  1422.07        2500.00                 NaN   98.2192                 NaN            NaN  0.234701                 NaN  0.416642       0.576522       0.552971                 NaN            NaN            NaN            NaN            NaN
  1420.55        2500.00                 NaN   98.2493                 NaN            NaN  0.233726                 NaN  0.403330       0.569884       0.543738                 NaN            NaN            NaN            NaN            NaN
  1419.03        2500.00                 NaN   98.2760                 NaN            NaN  0.232966                 NaN  0.562750       0.392645       0.535612                 NaN            NaN            NaN            NaN            NaN
  1417.51        2500.00                 NaN   98.3089                 NaN            NaN  0.231104                 NaN  0.380690       0.553912       0.525443                 NaN            NaN            NaN            NaN            NaN
  1415.99        2500.00                 NaN   98.3357                 NaN            NaN  0.230390                 NaN  0.369764       0.546838       0.517333                 NaN            NaN            NaN            NaN            NaN
  1414.47        2500.00                 NaN   98.3630                 NaN            NaN  0.229196                 NaN  0.358856       0.540137       0.508777                 NaN            NaN            NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.3897                 NaN            NaN  0.228424                 NaN  0.348048       0.533273       0.500581                 NaN            NaN            NaN            NaN            NaN
  1411.44        2500.00                 NaN   98.4136                 NaN            NaN  0.227727                 NaN  0.527404       0.337877       0.493441                 NaN            NaN            NaN            NaN            NaN
  1409.92        2500.00                 NaN   98.3952                 NaN            NaN  0.227909                 NaN  0.533663       0.343344       0.499897                 NaN            NaN            NaN            NaN            NaN
  1408.40        2500.00                 NaN   98.5017                 NaN            NaN  0.224091                 NaN  0.504197       0.304648       0.465393                 NaN            NaN            NaN            NaN            NaN
  1406.88        2500.00                 NaN   98.4902                 NaN            NaN  0.223232                 NaN  0.309995       0.507166       0.469425                 NaN            NaN            NaN            NaN            NaN
  1405.36        2500.00                 NaN   98.5117                 NaN            NaN  0.222914                 NaN  0.300600       0.501854       0.462906                 NaN            NaN            NaN            NaN            NaN
  1403.85        2500.00                 NaN   98.5218                 NaN            NaN  0.223007                 NaN  0.500223       0.293965       0.460958                 NaN            NaN            NaN            NaN            NaN
  1402.33        2500.00                 NaN   98.5741                 NaN            NaN  0.221094                 NaN  0.486793       0.275849       0.442164                 NaN            NaN            NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.5774                 NaN            NaN  0.219961                 NaN  0.485402       0.274800       0.442450                 NaN            NaN            NaN            NaN            NaN
  1399.29        2500.00                 NaN   98.5987                 NaN            NaN  0.218918                 NaN  0.266546       0.480003       0.435869                 NaN            NaN            NaN            NaN            NaN
  1397.77        2500.00                 NaN   98.6185                 NaN            NaN  0.218081                 NaN  0.475203       0.258656       0.429549                 NaN            NaN            NaN            NaN            NaN
  1396.26        2500.00                 NaN   98.6392                 NaN            NaN  0.216838                 NaN  0.469562       0.251259       0.423157                 NaN            NaN            NaN            NaN            NaN
  1394.74        2500.00                 NaN   98.6586                 NaN            NaN  0.215991                 NaN  0.243586       0.464821       0.417048                 NaN            NaN            NaN            NaN            NaN
  1393.22        2500.00                 NaN   98.6761                 NaN            NaN  0.215474                 NaN  0.461091       0.235728       0.411609                 NaN            NaN            NaN            NaN            NaN
  1391.70        2500.00                 NaN   98.6972                 NaN            NaN  0.213250                 NaN  0.455179       0.229626       0.404749                 NaN            NaN            NaN            NaN            NaN
  1390.18        2500.00                 NaN   98.6823                 NaN            NaN  0.185614                 NaN  0.419931       0.299158       0.413006                 NaN            NaN            NaN            NaN            NaN
  1388.66        2500.00                 NaN   98.7607                 NaN            NaN  0.240148                 NaN  0.129428       0.488544       0.381183                 NaN            NaN            NaN            NaN            NaN
  1387.15        2500.00                 NaN   98.7445                 NaN            NaN  0.208782                 NaN  0.215965       0.440584       0.390182                 NaN            NaN            NaN            NaN            NaN
  1385.63        2500.00                 NaN   98.7731                 NaN            NaN  0.211517                 NaN  0.438959       0.195718       0.380711                 NaN            NaN            NaN            NaN            NaN
  1384.11        2500.00                 NaN   98.7824                 NaN            NaN  0.208329                 NaN  0.433985       0.197462       0.377858                 NaN            NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.7989                 NaN            NaN  0.207146                 NaN  0.430039       0.191321       0.372575                 NaN            NaN            NaN            NaN            NaN
  1381.07        2500.00                 NaN   98.8151                 NaN            NaN  0.206143                 NaN  0.426105       0.185084       0.367535                 NaN            NaN            NaN            NaN            NaN
  1379.56        2500.00                 NaN   98.8311                 NaN            NaN  0.204339                 NaN  0.180575       0.421622       0.362346                 NaN            NaN            NaN            NaN            NaN
  1378.04        2500.00                 NaN   98.8444                 NaN            NaN  0.203779                 NaN  0.419057       0.174792       0.357953                 NaN            NaN            NaN            NaN            NaN
  1376.52        2500.00                 NaN   98.8622                 NaN            NaN  0.201406                 NaN  0.413883       0.170381       0.352156                 NaN            NaN            NaN            NaN            NaN
  1375.00        2500.00                 NaN   98.8748                 NaN            NaN  0.201265                 NaN  0.410817       0.164822       0.348309                 NaN            NaN            NaN            NaN            NaN
  1373.48        2500.00                 NaN   98.8816                 NaN            NaN  0.203383                 NaN  0.405383       0.162960       0.346663                 NaN            NaN            NaN            NaN            NaN
  1371.96        2500.00                 NaN   98.9135                 NaN            NaN  0.195327                 NaN  0.399286       0.156599       0.335321                 NaN            NaN            NaN            NaN            NaN
  1370.45        2500.00                 NaN   98.9177                 NaN            NaN  0.196727                 NaN  0.399082       0.152192       0.334314                 NaN            NaN            NaN            NaN            NaN
  1368.93        2500.00                 NaN   98.9313                 NaN            NaN  0.195480                 NaN  0.396414       0.146828       0.329951                 NaN            NaN            NaN            NaN            NaN
  1367.41        2500.00                 NaN   98.9442                 NaN            NaN  0.193601                 NaN  0.392467       0.144195       0.325569                 NaN            NaN            NaN            NaN            NaN
  1365.89        2500.00                 NaN   98.9554                 NaN            NaN  0.192468                 NaN  0.391064       0.139242       0.321825                 NaN            NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   98.9677                 NaN            NaN  0.191558                 NaN  0.134327       0.388525       0.317918                 NaN            NaN            NaN            NaN            NaN
  1362.85        2500.00                 NaN   98.9826                 NaN            NaN  0.188920                 NaN  0.132198       0.383395       0.312840                 NaN            NaN            NaN            NaN            NaN
  1361.34        2500.00                 NaN   98.9944                 NaN            NaN  0.186841                 NaN  0.379292       0.130595       0.308920                 NaN            NaN            NaN            NaN            NaN
  1359.82        2500.00                 NaN   99.0030                 NaN            NaN  0.189718                 NaN  0.122437       0.377161       0.307658                 NaN            NaN            NaN            NaN            NaN
  1358.30        2500.00                 NaN   99.0220                 NaN            NaN  0.180660                 NaN  0.126140       0.372650       0.298577                 NaN            NaN            NaN            NaN            NaN
  1356.78        2500.00                 NaN   99.0291                 NaN            NaN  0.182490                 NaN  0.369711       0.121227       0.297522                 NaN            NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN   99.0401                 NaN            NaN  0.181463                 NaN  0.118459       0.365938       0.294074                 NaN            NaN            NaN            NaN            NaN
  1353.75        2500.00                 NaN   99.0524                 NaN            NaN  0.178425                 NaN  0.362870       0.116671       0.289603                 NaN            NaN            NaN            NaN            NaN
  1352.23        2500.00                 NaN   98.9602                 NaN            NaN  0.158750                 NaN  0.221338       0.342715       0.317002                 NaN            NaN            NaN            NaN            NaN
  1350.71        2500.00                 NaN   99.1571                 NaN            NaN  0.157173                 NaN  0.432530                 NaN  0.253214                 NaN            NaN            NaN            NaN            NaN
  1349.19        2500.00                 NaN   99.0870                 NaN            NaN  0.179537                 NaN  0.363481       0.910212E-001  0.278999                 NaN            NaN            NaN            NaN            NaN
  1347.67        2500.00                 NaN   99.1101                 NaN            NaN  0.203965                 NaN  0.127243E-001  0.398644       0.274559                 NaN            NaN            NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.1041                 NaN            NaN  0.168833                 NaN  0.105325       0.349652       0.272101                 NaN            NaN            NaN            NaN            NaN
  1344.64        2500.00                 NaN   99.1143                 NaN            NaN  0.167152                 NaN  0.104851       0.344895       0.268762                 NaN            NaN            NaN            NaN            NaN
  1343.12        2500.00                 NaN   99.1239                 NaN            NaN  0.165197                 NaN  0.103657       0.341707       0.265538                 NaN            NaN            NaN            NaN            NaN
  1341.60        2500.00                 NaN   99.1320                 NaN            NaN  0.162970                 NaN  0.340255       0.102072       0.262667                 NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.1412                 NaN            NaN  0.160903                 NaN  0.338035       0.100503       0.259335                 NaN            NaN            NaN            NaN            NaN
  1338.56        2500.00                 NaN   99.1522                 NaN            NaN  0.157731                 NaN  0.101391       0.333223       0.255488                 NaN            NaN            NaN            NaN            NaN
  1337.04        2500.00                 NaN   99.1607                 NaN            NaN  0.155912                 NaN  0.100815       0.329885       0.252737                 NaN            NaN            NaN            NaN            NaN
  1335.53        2500.00                 NaN   99.1700                 NaN            NaN  0.154126                 NaN  0.327081       0.990982E-001  0.249651                 NaN            NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.1782                 NaN            NaN  0.151284                 NaN  0.323745       0.100065       0.246668                 NaN            NaN            NaN            NaN            NaN
  1332.49        2500.00                 NaN   99.1816                 NaN            NaN  0.150223                 NaN  0.100744       0.321723       0.245662                 NaN            NaN            NaN            NaN            NaN
  1330.97        2500.00                 NaN   99.1985                 NaN            NaN  0.129135                 NaN  0.301048       0.133919       0.237408                 NaN            NaN            NaN            NaN            NaN
