|6.6.6
Archiving\03_Data\eqfrac/QFM/ALH/ALH_3.tab                                
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1234.88        2500.00        96.8611                 NaN            NaN  0.357762       0.267196       0.417391       0.616711E-001   1.96928       0.656283E-001            NaN
  1233.50        2500.00        99.3247                 NaN            NaN  0.391603E-001  0.900062E-001  0.871753E-001  0.113759E-001  0.433861       0.136850E-001            NaN
  1232.12        2500.00        99.9998                 NaN            NaN  0.117490E-004  0.262227E-004  0.258473E-004  0.367154E-005  0.122687E-003  0.385389E-005            NaN
  1230.74        2500.00        95.8526                 NaN            NaN  0.259336       0.559823       0.561443       0.813831E-001   2.60294       0.824383E-001            NaN
  1229.35        2500.00        94.8549                 NaN            NaN  0.341131       0.202611       0.524555       0.159137        2.58108       0.338144E-001   1.30279     
  1227.97        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1226.59        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1225.21        2500.00                 NaN            NaN            NaN   6.09705                 NaN   8.22631        3.21977        48.1658       0.260297        34.0308     
  1223.83        2500.00                 NaN            NaN            NaN   6.09690                 NaN   8.22629        3.21964        48.1652       0.260292        34.0317     
  1222.45        2500.00                 NaN            NaN            NaN   6.09674                 NaN   8.22628        3.21950        48.1646       0.260286        34.0326     
  1221.06        2500.00                 NaN            NaN            NaN   6.09659                 NaN   8.22626        3.21937        48.1640       0.260281        34.0335     
  1219.68        2500.00                 NaN            NaN            NaN   6.09644                 NaN   8.22624        3.21924        48.1634       0.260276        34.0344     
  1218.30        2500.00                 NaN            NaN            NaN   6.09306                 NaN   8.22687        3.19462        48.1650       0.284753        34.0357     
  1216.92        2500.00                 NaN            NaN            NaN   6.09291                 NaN   8.22685        3.19449        48.1644       0.284748        34.0366     
  1215.54        2500.00                 NaN            NaN            NaN   6.09276                 NaN   8.22684        3.19436        48.1638       0.284742        34.0375     
  1214.16        2500.00                 NaN            NaN            NaN   6.09260                 NaN   8.22682        3.19422        48.1632       0.284736        34.0384     
  1212.77        2500.00                 NaN            NaN            NaN   6.09053                 NaN   8.22721        3.18002        48.1639       0.298807        34.0395     
  1211.39        2500.00                 NaN            NaN            NaN   6.09114                 NaN   8.22864        3.16871        48.1621       0.309260        34.0401     
  1210.01        2500.00                 NaN            NaN            NaN   6.09099                 NaN   8.22863        3.16858        48.1615       0.309254        34.0410     
  1208.63        2500.00                 NaN            NaN            NaN   6.09084                 NaN   8.22861        3.16845        48.1609       0.309248        34.0419     
  1207.25        2500.00                 NaN            NaN            NaN   6.09069                 NaN   8.22859        3.16832        48.1603       0.309242        34.0429     
  1205.87        2500.00                 NaN            NaN            NaN   6.09229                 NaN   8.23210        3.14187        48.1568       0.333857        34.0431     
  1204.48        2500.00                 NaN            NaN            NaN   6.09214                 NaN   8.23208        3.14174        48.1562       0.333851        34.0440     
  1203.10        2500.00                 NaN            NaN            NaN   6.09199                 NaN   8.23206        3.14161        48.1556       0.333844        34.0449     
  1201.72        2500.00                 NaN            NaN            NaN   6.09862                 NaN   8.25099        3.14158        48.1229       0.333952        34.0519     
  1200.34        2500.00                 NaN            NaN            NaN   6.10415                 NaN   8.26964        3.11640        48.0926       0.358326        34.0588     
  1198.96        2500.00                 NaN            NaN            NaN   6.10400                 NaN   8.26963        3.11627        48.0920       0.358319        34.0597     
  1197.58        2500.00                 NaN            NaN            NaN   6.10385                 NaN   8.26961        3.11614        48.0914       0.358312        34.0606     
  1196.19        2500.00                 NaN            NaN            NaN   6.10370                 NaN   8.26959        3.11602        48.0908       0.358305        34.0615     
  1194.81        2500.00                 NaN            NaN            NaN   6.10509                 NaN   8.27341        3.09017        48.0869       0.382407        34.0620     
  1193.43        2500.00                 NaN            NaN            NaN   6.10494                 NaN   8.27340        3.09004        48.0863       0.382399        34.0629     
  1192.05        2500.00                 NaN            NaN            NaN   6.10479                 NaN   8.27338        3.08991        48.0857       0.382392        34.0638     
  1190.67        2500.00                 NaN            NaN            NaN   6.10464       0.126303E-005   8.27337        3.08979        48.0851       0.382384        34.0647     
  1189.29        2500.00                 NaN            NaN            NaN   6.10661       0.254588E-005   8.27955        3.06437        48.0772       0.406193        34.0661     
  1187.90        2500.00                 NaN            NaN            NaN   6.26755                 NaN   8.29049        2.99311        48.0385       0.415031        33.9953     
  1186.52        2500.00                 NaN            NaN            NaN   6.26335       0.774590E-002   8.29250        2.98567        48.0346       0.420912        33.9952     
  1185.14        2500.00                 NaN            NaN            NaN   6.23807       0.498603E-001   8.29655        2.97105        48.0286       0.427871        33.9880     
  1183.76        2500.00                 NaN            NaN            NaN   6.20943       0.975283E-001   8.30090        2.95532        48.0222       0.434971        33.9796     
  1182.38        2500.00                 NaN            NaN            NaN  0.144351        6.18147        8.30525        2.93974        48.0158       0.441986        33.9714     
  1181.00        2500.00                 NaN            NaN            NaN   6.15387       0.190958        8.30963        2.92415        48.0094       0.448965        33.9630     
  1179.62        2500.00                 NaN            NaN            NaN  0.237357        6.12659        8.31404        2.90855        48.0030       0.455904        33.9546     
  1178.23        2500.00                 NaN            NaN            NaN  0.282723        6.09997        8.31841        2.89324        47.9965       0.462721        33.9464     
  1176.85        2500.00                 NaN            NaN            NaN  0.327866        6.07366        8.32282        2.87793        47.9901       0.469496        33.9381     
  1175.47        2500.00                 NaN            NaN            NaN  0.371789        6.04851        8.32722        2.86273        47.9836       0.476211        33.9299     
  1174.09        2500.00                 NaN            NaN            NaN   6.02448       0.414485        8.33160        2.84766        47.9771       0.482860        33.9218     
  1172.71        2500.00                 NaN            NaN            NaN   6.00100       0.456255        8.33595        2.83287        47.9707       0.489391        33.9138     
  1171.33        2500.00                 NaN            NaN            NaN  0.518811        5.97958        8.34548        2.80691        47.9580       0.497310        33.8939     
  1169.94        2500.00                 NaN            NaN            NaN  0.539407        5.95476        8.34473        2.80327        47.9577       0.502339        33.8978     
  1168.56        2500.00                 NaN            NaN            NaN   5.91828       0.604909        8.35056        2.78325        47.9492       0.509452        33.8844     
  1167.18        2500.00                 NaN            NaN            NaN   5.90950       0.622363        8.35364        2.77354        47.9445       0.515153        33.8814     
  1165.80        2500.00                 NaN            NaN            NaN   5.88721       0.663653        8.35815        2.75868        47.9378       0.521477        33.8731     
  1164.42        2500.00                 NaN            NaN            NaN   5.72196       0.758781        8.34449        2.80702        47.9797       0.496117        33.8920     
  1163.04        2500.00                 NaN            NaN            NaN   5.67184        1.07487        8.40087        2.68744        47.8690       0.510555        33.7854     
  1161.65        2500.00                 NaN            NaN            NaN   5.67171        1.07484        8.40085        2.68733        47.8684       0.510545        33.7863     
  1160.27        2500.00                 NaN            NaN            NaN   5.67157        1.07481        8.40084        2.68722        47.8678       0.510535        33.7872     
  1158.89        2500.00                 NaN            NaN            NaN   5.67143        1.07479        8.40082        2.68711        47.8673       0.510525        33.7881     
  1157.51        2500.00                 NaN            NaN            NaN   5.64939        1.11642        8.40974        2.57719        47.8662       0.606288        33.7747     
  1156.13        2500.00                 NaN            NaN            NaN   5.64925        1.11639        8.40972        2.57709        47.8657       0.606277        33.7756     
  1154.75        2500.00                 NaN            NaN            NaN   5.64911        1.11636        8.40971        2.57698        47.8651       0.606265        33.7765     
  1153.36        2500.00                 NaN            NaN            NaN   5.64898        1.11633        8.40969        2.57688        47.8645       0.606253        33.7774     
  1151.98        2500.00                 NaN            NaN            NaN   5.64884        1.11630        8.40968        2.57677        47.8639       0.606241        33.7783     
  1150.60        2500.00                 NaN            NaN            NaN   5.64871        1.11627        8.40966        2.57667        47.8633       0.606229        33.7792     
  1149.22        2500.00                 NaN            NaN            NaN   5.64857        1.11624        8.40965        2.57657        47.8627       0.606218        33.7801     
  1147.84        2500.00                 NaN            NaN            NaN   5.64844        1.11621        8.40963        2.57646        47.8621       0.606206        33.7809     
  1146.46        2500.00                 NaN            NaN            NaN   1.20900        5.59970        8.42267        2.55634        47.8419       0.608128        33.7623     
  1145.07        2500.00                 NaN            NaN            NaN   5.60566        1.22293        8.42785        2.54621        47.8359       0.609269        33.7522     
  1143.69        2500.00                 NaN            NaN            NaN   5.60553        1.22289        8.42783        2.54611        47.8353       0.609257        33.7531     
  1142.31        2500.00                 NaN            NaN            NaN   5.56146        1.29816        8.43721        2.53234        47.8186       0.610453        33.7418     
  1140.93        2500.00                 NaN            NaN            NaN   5.55517        1.30939        8.43990        2.51062        47.8179       0.628375        33.7387     
  1139.55        2500.00                 NaN            NaN            NaN   5.55504        1.30936        8.43989        2.51052        47.8173       0.628363        33.7396     
  1138.17        2500.00                 NaN            NaN            NaN   5.55490        1.30933        8.43987        2.51042        47.8167       0.628351        33.7404     
  1136.78        2500.00                 NaN            NaN            NaN   1.41892        5.49704        8.45201        2.48704        47.7952       0.630465        33.7194     
  1135.40        2500.00                 NaN            NaN            NaN   1.43265        5.48991        8.45490        2.46502        47.7943       0.647960        33.7153     
  1134.02        2500.00                 NaN            NaN            NaN   5.48274        1.47636        8.46315        2.44721        47.7844       0.649591        33.6965     
  1132.64        2500.00                 NaN            NaN            NaN   5.48261        1.47632        8.46314        2.44711        47.7839       0.649578        33.6974     
  1131.26        2500.00                 NaN            NaN            NaN   5.42731        1.58343        8.47542        2.42381        47.7623       0.651537        33.6762     
  1129.88        2500.00                 NaN            NaN            NaN   5.42041        1.59674        8.47831        2.40266        47.7614       0.668262        33.6723     
  1128.49        2500.00                 NaN            NaN            NaN   5.42028        1.59670        8.47830        2.40256        47.7608       0.668249        33.6731     
  1127.11        2500.00                 NaN            NaN            NaN   5.42015        1.59666        8.47829        2.40246        47.7602       0.668236        33.6740     
  1125.73        2500.00                 NaN            NaN            NaN   1.69918        5.36787        8.49024        2.38023        47.7387       0.669947        33.6539     
  1124.35        2500.00                 NaN            NaN            NaN   1.71186        5.36120        8.49308        2.35991        47.7378       0.686034        33.6501     
  1122.97        2500.00                 NaN            NaN            NaN   5.35280        1.76403        8.50300        2.33899        47.7260       0.687674        33.6275     
  1121.59        2500.00                 NaN            NaN            NaN   5.35267        1.76398        8.50298        2.33889        47.7254       0.687660        33.6284     
  1120.20        2500.00                 NaN            NaN            NaN   1.86494        5.30259        8.51515        2.31656        47.7035       0.689237        33.6080     
  1118.82        2500.00                 NaN            NaN            NaN   1.87726        5.29613        8.51799        2.29708        47.7027       0.704565        33.6043     
  1117.44        2500.00                 NaN            NaN            NaN   1.87721        5.29601        8.51798        2.29699        47.7021       0.704552        33.6052     
  1116.06        2500.00                 NaN            NaN            NaN   1.87717        5.29589        8.51797        2.29690        47.7015       0.704538        33.6061     
  1114.68        2500.00                 NaN            NaN            NaN   1.87712        5.29576        8.51795        2.29680        47.7009       0.704525        33.6069     
  1113.30        2500.00                 NaN            NaN            NaN   1.87707        5.29564        8.51794        2.29671        47.7003       0.704511        33.6078     
  1111.91        2500.00                 NaN            NaN            NaN   5.20786        2.08861        8.54970        2.24205        47.6499       0.708093        33.5538     
  1110.53        2500.00                 NaN            NaN            NaN   5.19630        2.10998        8.55521        2.20630        47.6490       0.736610        33.5466     
  1109.15        2500.00                 NaN            NaN            NaN   5.19618        2.10992        8.55519        2.20621        47.6485       0.736596        33.5474     
  1107.77        2500.00                 NaN            NaN            NaN   5.19606        2.10987        8.55518        2.20613        47.6479       0.736582        33.5483     
  1106.39        2500.00                 NaN            NaN            NaN   5.19594        2.10981        8.55517        2.20604        47.6473       0.736568        33.5492     
  1105.01        2500.00                 NaN            NaN            NaN   5.19581        2.10976        8.55516        2.20595        47.6467       0.736554        33.5501     
  1103.62        2500.00                 NaN            NaN            NaN   2.19661        5.15387        8.56649        2.18697        47.6255       0.737497        33.5330     
  1102.24        2500.00                 NaN            NaN            NaN   2.20710        5.14812        8.56920        2.16998        47.6248       0.750879        33.5299     
  1100.86        2500.00                 NaN            NaN            NaN   5.13561        2.27785        8.58240        2.14312        47.6090       0.752270        33.4998     
  1099.48        2500.00                 NaN            NaN            NaN   5.13549        2.27780        8.58239        2.14303        47.6084       0.752256        33.5007     
  1098.10        2500.00                 NaN            NaN            NaN   2.37722        5.08971        8.59511        2.12016        47.5852       0.753343        33.4793     
  1096.72        2500.00                 NaN            NaN            NaN   2.38860        5.08373        8.59794        2.10341        47.5844       0.766203        33.4757     
  1095.33        2500.00                 NaN            NaN            NaN   2.38854        5.08361        8.59793        2.10332        47.5838       0.766188        33.4766     
  1093.95        2500.00                 NaN            NaN            NaN   2.38848        5.08350        8.59792        2.10324        47.5832       0.766173        33.4775     
  1092.57        2500.00                 NaN            NaN            NaN   2.47516        5.04351        8.60957        2.08376        47.5613       0.766925        33.4597     
  1091.19        2500.00                 NaN            NaN            NaN   2.48502        5.03803        8.61225        2.06815        47.5607       0.779110        33.4568     
  1089.81        2500.00                 NaN            NaN            NaN   2.48496        5.03792        8.61224        2.06807        47.5601       0.779095        33.4576     
  1088.43        2500.00                 NaN            NaN            NaN   5.04143        2.54235        8.62474        2.03765        47.5500       0.781796        33.4221     
  1087.04        2500.00                 NaN            NaN            NaN   5.04131        2.54228        8.62472        2.03757        47.5494       0.781781        33.4229     
  1085.66        2500.00                 NaN            NaN            NaN   2.67787        4.97526        8.64648        1.99679        47.5128       0.794043        33.3967     
  1084.28        2500.00                 NaN            NaN            NaN   2.67780        4.97515        8.64647        1.99671        47.5122       0.794028        33.3976     
  1082.90        2500.00                 NaN            NaN            NaN   2.67773        4.97503        8.64646        1.99663        47.5117       0.794013        33.3985     
  1081.52        2500.00                 NaN            NaN            NaN   2.67766        4.97492        8.64645        1.99655        47.5111       0.793998        33.3993     
  1080.14        2500.00                 NaN            NaN            NaN   2.68777        4.96947        8.64917        1.98193        47.5104       0.805099        33.3962     
  1078.75        2500.00                 NaN            NaN            NaN   4.92505        2.84228        8.67601        1.93467        47.4706       0.806288        33.3451     
  1077.37        2500.00                 NaN            NaN            NaN   4.92494        2.84221        8.67600        1.93459        47.4700       0.806273        33.3460     
  1075.99        2500.00                 NaN            NaN            NaN   4.92483        2.84214        8.67599        1.93451        47.4695       0.806259        33.3468     
  1074.61        2500.00                 NaN            NaN            NaN   4.91971        2.85103        8.67870        1.92101        47.4689       0.816604        33.3441     
  1073.23        2500.00                 NaN            NaN            NaN   2.92162        4.89001        8.68963        1.90479        47.4474       0.816820        33.3297     
  1071.85        2500.00                 NaN            NaN            NaN   2.92155        4.88990        8.68962        1.90471        47.4468       0.816805        33.3306     
  1070.46        2500.00                 NaN            NaN            NaN   2.92148        4.88979        8.68961        1.90463        47.4462       0.816794        33.3315     
  1069.08        2500.00                 NaN            NaN            NaN   2.92887        4.88561        8.69178        1.89205        47.4456       0.826706        33.3293     
  1067.70        2500.00                 NaN            NaN            NaN   3.14106        4.81510        8.71578        1.83437        47.4061       0.825144        33.2624     
  1066.32        2500.00                 NaN            NaN            NaN   4.82406        3.13717        8.72470        1.82904        47.3970       0.827824        33.2602     
  1064.94        2500.00                 NaN            NaN            NaN   4.82395        3.13709        8.72468        1.82897        47.3964       0.827809        33.2611     
  1063.56        2500.00                 NaN            NaN            NaN   4.81878        3.14687        8.72737        1.81618        47.3956       0.837169        33.2580     
  1062.17        2500.00                 NaN            NaN            NaN   4.75321        3.29663        8.74500        1.78614        47.3580       0.834376        33.2266     
  1060.79        2500.00                 NaN            NaN            NaN   4.75493        3.32178        8.74636        1.77040        47.3601       0.837071        33.2094     
  1059.41        2500.00                 NaN            NaN            NaN   4.74334        3.35753        8.75251        1.75774        47.3508       0.839321        33.1988     
  1058.03        2500.00                 NaN            NaN            NaN   4.73192        3.39292        8.75865        1.74522        47.3415       0.841518        33.1883     
  1056.65        2500.00                 NaN            NaN            NaN   4.72018        3.42919        8.76490        1.73251        47.3320       0.843669        33.1775     
  1055.27        2500.00                 NaN            NaN            NaN   4.70708        3.46979        8.77159        1.71857        47.3219       0.845796        33.1652     
  1053.88        2500.00                 NaN            NaN            NaN   3.50672        4.69534        8.77794        1.70566        47.3123       0.847872        33.1541     
  1052.50        2500.00                 NaN            NaN            NaN   3.42615        4.72978        8.77617        1.71666        47.3218       0.854731        33.1747     
  1051.12        2500.00                 NaN            NaN            NaN   3.49670        4.70225        8.78781        1.69999        47.2989       0.854658        33.1597     
  1049.74        2500.00                 NaN            NaN            NaN   3.49661        4.70214        8.78780        1.69993        47.2983       0.854642        33.1606     
  1048.36        2500.00                 NaN            NaN            NaN   3.49657        4.70202        8.78780        1.69982        47.2977       0.854646        33.1614     
  1046.98        2500.00                 NaN            NaN            NaN   4.68010        3.58508        8.80949        1.66592        47.2679       0.860059        33.1314     
  1045.59        2500.00                 NaN            NaN            NaN   4.64957        3.66710        8.82254        1.64573        47.2430       0.859867        33.1122     
  1044.21        2500.00                 NaN            NaN            NaN   4.64946        3.66700        8.82253        1.64567        47.2425       0.859851        33.1130     
  1042.83        2500.00                 NaN            NaN            NaN   4.64936        3.66691        8.82252        1.64560        47.2419       0.859835        33.1139     
  1041.45        2500.00                 NaN            NaN            NaN   4.64493        3.67518        8.82491        1.63496        47.2412       0.867538        33.1113     
  1040.07        2500.00                 NaN            NaN            NaN   3.75492        4.61578        8.83782        1.61543        47.2158       0.867269        33.0930     
  1038.69        2500.00                 NaN            NaN            NaN   3.75493        4.61565        8.83782        1.61533        47.2152       0.867253        33.0938     
  1037.30        2500.00                 NaN            NaN            NaN   3.95531        4.55905        8.85630        1.55226        47.1923       0.867829        33.0169     
  1035.92        2500.00                 NaN            NaN            NaN   4.55865        3.94357        8.85916        1.55474        47.1873       0.870636        33.0259     
  1034.54        2500.00                 NaN            NaN            NaN   4.02782        4.53811        8.86985        1.52566        47.1723       0.872217        32.9940     
  1033.16        2500.00                 NaN            NaN            NaN   4.06483        4.52751        8.87656        1.51299        47.1620       0.873639        32.9824     
  1031.78        2500.00                 NaN            NaN            NaN   4.51588        4.10487        8.88359        1.49947        47.1514       0.875022        32.9698     
  1030.40        2500.00                 NaN            NaN            NaN   4.50377        4.14712        8.89088        1.48532        47.1402       0.876354        32.9563     
  1029.01        2500.00                 NaN            NaN            NaN   4.49172        4.18911        8.89817        1.47131        47.1291       0.877636        32.9430     
  1027.63        2500.00                 NaN            NaN            NaN   4.42799        4.38432        8.92701        1.41470        47.0926       0.877712        32.8757     
  1026.25        2500.00                 NaN            NaN            NaN   4.42787        4.38428        8.92701        1.41463        47.0920       0.877696        32.8765     
  1024.87        2500.00                 NaN            NaN            NaN   4.42402        4.39117        8.92916        1.40636        47.0914       0.883492        32.8744     
  1023.49        2500.00                 NaN            NaN            NaN   4.39585        4.46819        8.94143        1.38760        47.0677       0.883002        32.8562     
  1022.11        2500.00                 NaN            NaN            NaN   4.39576        4.46808        8.94142        1.38754        47.0672       0.882986        32.8571     
  1020.72        2500.00                 NaN            NaN            NaN   4.39566        4.46797        8.94142        1.38749        47.0666       0.882970        32.8579     
  1019.34        2500.00                 NaN            NaN            NaN   4.39214        4.47398        8.94341        1.37988        47.0660       0.888393        32.8562     
  1017.96        2500.00                 NaN            NaN            NaN   4.39204        4.47387        8.94340        1.37983        47.0655       0.888377        32.8570     
  1016.58        2500.00                 NaN            NaN            NaN   4.51162        4.38012        8.95739        1.37394        47.0311       0.887393        32.8584     
  1015.20        2500.00                 NaN            NaN            NaN   4.51150        4.38003        8.95738        1.37388        47.0306       0.887377        32.8592     
  1013.82        2500.00                 NaN            NaN            NaN   4.43020        4.43322        8.95517        1.37501        47.0437       0.895247        32.8675     
  1012.43        2500.00                 NaN            NaN            NaN   4.40210        4.60038        8.98483        1.31751        47.0059       0.893228        32.7961     
  1011.05        2500.00                 NaN            NaN            NaN   4.67820        4.37709        8.99853        1.29762        46.9791       0.892521        32.7769     
  1009.67        2500.00                 NaN            NaN            NaN   4.67808        4.37700        8.99852        1.29757        46.9786       0.892505        32.7778     
  1008.29        2500.00                 NaN            NaN            NaN   4.68379        4.37369        9.00044        1.29068        46.9780       0.897292        32.7761     
  1006.91        2500.00                 NaN            NaN            NaN   4.68367        4.37360        9.00044        1.29063        46.9774       0.897275        32.7769     
  1005.53        2500.00                 NaN            NaN            NaN   4.79694        4.33426        9.02652        1.26714        46.9271       0.893333        32.7547     
  1004.14        2500.00                 NaN            NaN            NaN   4.79682        4.33416        9.02651        1.26709        46.9266       0.893318        32.7555     
  1002.76        2500.00                 NaN            NaN            NaN   4.80196        4.33108        9.02833        1.26067        46.9260       0.897824        32.7541     
  1001.38        2500.00                 NaN            NaN            NaN   4.80185        4.33098        9.02832        1.26062        46.9255       0.897809        32.7549     
  1000.00        2500.00                 NaN            NaN            NaN   4.80174        4.33089        9.02831        1.26057        46.9249       0.897792        32.7558     
