|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/EETA/EETA_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1402.78        500.000                 NaN   95.6455        1.56011        1.14848                 NaN   1.26257       0.383361                 NaN            NaN            NaN
  1401.71        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1400.64        500.000                 NaN   99.9817       0.570327E-002  0.576373E-002            NaN  0.519124E-002  0.160378E-002            NaN            NaN            NaN
  1399.57        500.000                 NaN   99.9561       0.102019E-001  0.155662E-001            NaN  0.131480E-001  0.494830E-002            NaN            NaN            NaN
  1398.50        500.000                 NaN   97.6820       0.595169       0.811916                 NaN  0.682206       0.228746                 NaN            NaN            NaN
  1397.43        500.000                 NaN   98.7263       0.318755       0.449171                 NaN  0.375486       0.130251                 NaN            NaN            NaN
  1396.37        500.000                 NaN   98.5088       0.531099       0.362783                 NaN  0.440398       0.156917                 NaN            NaN            NaN
  1395.30        500.000                 NaN   98.9960       0.357134       0.243226                 NaN  0.296350       0.107293                 NaN            NaN            NaN
  1394.23        500.000                 NaN   98.7720       0.294752       0.438183                 NaN  0.362576       0.132529                 NaN            NaN            NaN
  1393.16        500.000                 NaN   98.7833       0.435426       0.288322                 NaN  0.359347       0.133559                 NaN            NaN            NaN
  1392.09        500.000                 NaN   98.7993       0.280120       0.431128                 NaN  0.354954       0.134536                 NaN            NaN            NaN
  1391.02        500.000                 NaN   98.8138       0.272330       0.428616                 NaN  0.350673       0.134587                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.8226       0.427454       0.265346                 NaN  0.348513       0.136090                 NaN            NaN            NaN
  1388.89        500.000                 NaN   98.8444       0.421218       0.256036                 NaN  0.341924       0.136418                 NaN            NaN            NaN
  1387.82        500.000                 NaN   98.8500       0.251851       0.420175                 NaN  0.340658       0.137319                 NaN            NaN            NaN
  1386.75        500.000                 NaN   98.8681       0.242358       0.416314                 NaN  0.335348       0.137885                 NaN            NaN            NaN
  1385.68        500.000                 NaN   98.8798       0.412932       0.236769                 NaN  0.332083       0.138415                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.8918       0.229585       0.410591                 NaN  0.328659       0.139339                 NaN            NaN            NaN
  1383.55        500.000                 NaN   98.9037       0.408013       0.222786                 NaN  0.325339       0.140135                 NaN            NaN            NaN
  1382.48        500.000                 NaN   98.9151       0.405641       0.216925                 NaN  0.321994       0.140298                 NaN            NaN            NaN
  1381.41        500.000                 NaN   98.9246       0.402701       0.211955                 NaN  0.319390       0.141369                 NaN            NaN            NaN
  1380.34        500.000                 NaN   98.9417       0.202099       0.399811                 NaN  0.314373       0.142022                 NaN            NaN            NaN
  1379.27        500.000                 NaN   98.9489       0.398097       0.198852                 NaN  0.312283       0.141877                 NaN            NaN            NaN
  1378.20        500.000                 NaN   98.9610       0.395538       0.191948                 NaN  0.308842       0.142695                 NaN            NaN            NaN
  1377.13        500.000                 NaN   98.9711       0.184680       0.394348                 NaN  0.306060       0.143837                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.9775       0.186101       0.388330                 NaN  0.304657       0.143448                 NaN            NaN            NaN
  1375.00        500.000                 NaN   98.9972       0.390977       0.170213                 NaN  0.297752       0.143863                 NaN            NaN            NaN
  1373.93        500.000                 NaN   99.0040       0.386371       0.168535                 NaN  0.296524       0.144570                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.0134       0.384481       0.163359                 NaN  0.293733       0.145069                 NaN            NaN            NaN
  1371.79        500.000                 NaN   99.0192       0.160218       0.383651                 NaN  0.292033       0.144947                 NaN            NaN            NaN
  1370.72        500.000                 NaN   99.0300       0.149530       0.382854                 NaN  0.289358       0.148290                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.0487       0.374993       0.149801                 NaN  0.282732       0.143750                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.0370       0.383789       0.141816                 NaN  0.287971       0.149381                 NaN            NaN            NaN
  1367.52        500.000                 NaN   99.0768       0.369046       0.135856                 NaN  0.274392       0.143927                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.0730       0.134460       0.370483                 NaN  0.276130       0.145969                 NaN            NaN            NaN
  1365.38        500.000                 NaN   99.0798       0.370931       0.127631                 NaN  0.274455       0.147175                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.0904       0.367380       0.123667                 NaN  0.271149       0.147383                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.0986       0.366438       0.119750                 NaN  0.268571       0.146624                 NaN            NaN            NaN
  1362.18        500.000                 NaN   99.1065       0.364997       0.114093                 NaN  0.266483       0.147901                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.1153       0.112131       0.362561                 NaN  0.263595       0.146389                 NaN            NaN            NaN
  1360.04        500.000                 NaN   99.1245       0.361884       0.104849                 NaN  0.261012       0.147727                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.1211       0.998250E-001  0.365746                 NaN  0.262883       0.150464                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.1479       0.103241       0.353789                 NaN  0.252649       0.142442                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.4509       0.597685E-001  0.231577                 NaN  0.163497       0.942198E-001            NaN            NaN            NaN
  1355.77        500.000                 NaN   98.8486       0.480441       0.131316                 NaN  0.342354       0.197306                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.1622       0.355648       0.856272E-001            NaN  0.249458       0.147027                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.1723       0.847953E-001  0.350570                 NaN  0.246330       0.145981                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.1796       0.349442       0.803836E-001            NaN  0.244290       0.146288                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.1853       0.817614E-001  0.345596                 NaN  0.242500       0.144841                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.1966       0.348162       0.684851E-001            NaN  0.239208       0.147509                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.2019       0.706560E-001  0.344585                 NaN  0.237439       0.145429                 NaN            NaN            NaN
  1348.29        500.000                 NaN   99.2094       0.343849       0.657562E-001            NaN  0.235256       0.145709                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.2116       0.690871E-001  0.342203                 NaN  0.234368       0.142769                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.2256       0.548434E-001  0.342431                 NaN  0.230330       0.146794                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.2316       0.336873       0.611259E-001            NaN  0.227958       0.142429                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.2364       0.569177E-001  0.337057                 NaN  0.226637       0.142962                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.2427       0.336257       0.535632E-001            NaN  0.224747       0.142694                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.2466       0.337611       0.478705E-001            NaN  0.223771       0.144181                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.2583       0.509274E-001  0.330998                 NaN  0.219481       0.140276                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.2634       0.328947       0.496916E-001            NaN  0.218172       0.139774                 NaN            NaN            NaN
  1338.67        500.000                 NaN   99.2684       0.328938       0.465628E-001            NaN  0.216478       0.139648                 NaN            NaN            NaN
  1337.61        500.000                 NaN   99.2759       0.457980E-001  0.326806                 NaN  0.213898       0.137559                 NaN            NaN            NaN
  1336.54        500.000                 NaN   99.2804       0.327119       0.422298E-001            NaN  0.212537       0.137747                 NaN            NaN            NaN
  1335.47        500.000                 NaN   99.2880       0.387060E-001  0.325351                 NaN  0.210341       0.137604                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.6966       0.108167                 NaN            NaN  0.901244E-001  0.105097                 NaN            NaN            NaN
  1333.33        500.000                 NaN   98.8912       0.521439       0.107311                 NaN  0.324815       0.155208                 NaN            NaN            NaN
  1332.26        500.000                 NaN   99.3062       0.187958E-001  0.327229                 NaN  0.205264       0.142508                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.3105       0.319347       0.340850E-001            NaN  0.202856       0.133233                 NaN            NaN            NaN
  1330.13        500.000                 NaN   99.3158       0.332262E-001  0.317920                 NaN  0.201065       0.132013                 NaN            NaN            NaN
  1329.06        500.000                 NaN   99.3221       0.315545       0.314031E-001            NaN  0.199265       0.131724                 NaN            NaN            NaN
  1327.99        500.000                 NaN   99.3262       0.330278E-001  0.314341                 NaN  0.197559       0.128846                 NaN            NaN            NaN
  1326.92        500.000                 NaN   99.3334       0.288596E-001  0.313316                 NaN  0.195285       0.129165                 NaN            NaN            NaN
  1325.85        500.000                 NaN   99.3379       0.311679       0.291792E-001            NaN  0.193778       0.127494                 NaN            NaN            NaN
  1324.78        500.000                 NaN   99.3435       0.310846       0.253627E-001            NaN  0.192208       0.128105                 NaN            NaN            NaN
  1323.72        500.000                 NaN   99.3421       0.308675       0.368549E-001            NaN  0.191633       0.120697                 NaN            NaN            NaN
  1322.65        500.000                 NaN   99.3422       0.296054E-001  0.313718                 NaN  0.191795       0.122680                 NaN            NaN            NaN
  1321.58        500.000                 NaN   99.3665       0.301540       0.263706E-001            NaN  0.184039       0.121514                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.3646       0.302230       0.279970E-001            NaN  0.184752       0.120385                 NaN            NaN            NaN
  1319.44        500.000                 NaN   99.3664       0.237881E-001  0.305198                 NaN  0.184287       0.120325                 NaN            NaN            NaN
  1318.37        500.000                 NaN   99.3749       0.271395E-001  0.299640                 NaN  0.181146       0.117169                 NaN            NaN            NaN
  1317.31        500.000                 NaN   99.3767       0.299957       0.260095E-001            NaN  0.180726       0.116592                 NaN            NaN            NaN
  1316.24        500.000                 NaN   99.3832       0.302966       0.176115E-001            NaN  0.178791       0.117454                 NaN            NaN            NaN
  1315.17        500.000                 NaN   99.3885       0.293856       0.289474E-001            NaN  0.176491       0.112206                 NaN            NaN            NaN
  1314.10        500.000                 NaN   99.3913       0.261473E-001  0.294820                 NaN  0.175701       0.112043                 NaN            NaN            NaN
  1313.03        500.000                 NaN   99.3954       0.291708       0.300523E-001            NaN  0.174021       0.108830                 NaN            NaN            NaN
  1311.96        500.000                 NaN   99.4017       0.304129E-002  0.302944                 NaN  0.173190       0.119089                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.4013       0.279758       0.516303E-001            NaN  0.170960       0.963038E-001            NaN            NaN            NaN
  1309.83        500.000                 NaN   99.4065       0.639144E-001  0.271141                 NaN  0.168637       0.898025E-001            NaN            NaN            NaN
  1308.76        500.000                 NaN   99.4052       0.670081E-001  0.264476                 NaN  0.169531       0.938230E-001            NaN            NaN            NaN
  1307.69        500.000                 NaN   99.4167       0.283023       0.332361E-001            NaN  0.166674       0.100403                 NaN            NaN            NaN
  1306.62        500.000                 NaN   99.4117       0.242570       0.103563                 NaN  0.165868       0.762796E-001            NaN            NaN            NaN
  1305.55        500.000                 NaN   99.4281       0.296605       0.502047E-002            NaN  0.163745       0.106549                 NaN            NaN            NaN
  1304.49        500.000                 NaN   99.4344       0.294519                 NaN            NaN  0.162297       0.108776                 NaN            NaN            NaN
  1303.42        500.000                 NaN   99.4299       0.573680E-001  0.265374                 NaN  0.161057       0.862862E-001            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.4348       0.267483       0.492019E-001            NaN  0.160232       0.883172E-001            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.4447       0.296964                 NaN            NaN  0.157793       0.100549                 NaN            NaN            NaN
  1300.21        500.000                 NaN   99.4494       0.292308                 NaN            NaN  0.156647       0.101661                 NaN            NaN            NaN
  1299.14        500.000                 NaN   99.4512       0.684644E-002  0.290768                 NaN  0.155624       0.956019E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.4502       0.268880       0.434907E-001            NaN  0.154634       0.827764E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.4503       0.648089E-001  0.256706                 NaN  0.154138       0.740618E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.4618       0.253155E-001  0.274959                 NaN  0.151370       0.865890E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.4590       0.260815       0.518832E-001            NaN  0.151643       0.766244E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.4641       0.556701E-001  0.257561                 NaN  0.149532       0.731178E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.4676       0.255630       0.546497E-001            NaN  0.148883       0.732236E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.4704       0.574047E-001  0.255182                 NaN  0.147369       0.696645E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.4735       0.528146E-001  0.257187                 NaN  0.146564       0.698961E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.4761       0.246801       0.678688E-001            NaN  0.145354       0.638705E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.4799       0.488447E-001  0.260296                 NaN  0.144403       0.665734E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.4806       0.234898       0.842127E-001            NaN  0.143394       0.569181E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.4852       0.538783E-001  0.255157                 NaN  0.142533       0.632216E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.4818       0.262409                 NaN            NaN  0.148176       0.107635                 NaN            NaN            NaN
  1284.19        500.000                 NaN   99.5018       0.111643       0.234265                 NaN  0.133091       0.191999E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.4919       0.107035       0.220284                 NaN  0.138969       0.418524E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   96.1589       0.940304       0.384736                 NaN  0.505398       0.881667E-003   2.00979                 NaN            NaN
  1280.98        500.000                 NaN   93.9873        1.55841       0.385937                 NaN  0.744271                 NaN   3.32410                 NaN            NaN
  1279.91        500.000                 NaN   94.3149        1.84552                 NaN            NaN  0.707009                 NaN   3.13255                 NaN            NaN
  1278.84        500.000                 NaN   94.6124        1.75829                 NaN            NaN  0.671728                 NaN   2.95754                 NaN            NaN
  1277.78        500.000                 NaN   94.8833        1.67620                 NaN            NaN  0.640626                 NaN   2.79988                 NaN            NaN
  1276.71        500.000                 NaN   95.1261        1.60366                 NaN            NaN  0.612804                 NaN   2.65743                 NaN            NaN
  1275.64        500.000                 NaN   95.3509        1.53606                 NaN            NaN  0.586391                 NaN   2.52662                 NaN            NaN
  1274.57        500.000                 NaN   95.5599        1.47292                 NaN            NaN  0.562331                 NaN   2.40488                 NaN            NaN
  1273.50        500.000                 NaN   95.7399        1.41955                 NaN            NaN  0.541642                 NaN   2.29892                 NaN            NaN
  1272.43        500.000                 NaN   95.9251        1.36231                 NaN            NaN  0.519663                 NaN   2.19290                 NaN            NaN
  1271.37        500.000                 NaN   94.8661        1.57530                 NaN            NaN  0.648691                 NaN   2.76904       0.140894                 NaN
  1270.30        500.000                 NaN   94.9725        1.53314                 NaN            NaN  0.631370                 NaN   2.71035       0.152602                 NaN
  1269.23        500.000                 NaN   95.2332        1.45774                 NaN            NaN  0.599662                 NaN   2.56528       0.144145                 NaN
  1268.16        500.000                 NaN   95.4644        1.39120                 NaN            NaN  0.571052                 NaN   2.43651       0.136808                 NaN
  1267.09        500.000                 NaN   95.6756        1.33014                 NaN            NaN  0.544868                 NaN   2.31930       0.130058                 NaN
  1266.02        500.000                 NaN   95.8750        1.27088                 NaN            NaN  0.519540                 NaN   2.21046       0.124152                 NaN
  1264.96        500.000                 NaN   96.0440        1.22499                 NaN            NaN  0.500671                 NaN   2.11325       0.117119                 NaN
  1263.89        500.000                 NaN   96.2133        1.17388                 NaN            NaN  0.478814                 NaN   2.02179       0.112243                 NaN
  1262.82        500.000                 NaN   96.3578        1.13322                 NaN            NaN  0.460998                 NaN   1.94080       0.107152                 NaN
  1261.75        500.000                 NaN   97.8095       0.386575                 NaN            NaN  0.278608                 NaN   1.43300       0.923229E-001            NaN
  1260.68        500.000                 NaN   95.7765        1.52722                 NaN            NaN  0.539074                 NaN   2.05515       0.102034                 NaN
  1259.61        500.000                 NaN   96.2189        1.29754                 NaN            NaN  0.475963                 NaN   1.90939       0.982232E-001            NaN
  1258.55        500.000                 NaN   98.0705                 NaN            NaN            NaN  0.242342       0.554901E-001   1.51515       0.116511                 NaN
  1257.48        500.000                 NaN   98.4464                 NaN            NaN            NaN  0.232391       0.274553       0.987728       0.589698E-001            NaN
  1256.41        500.000                 NaN   94.3999        2.51717                 NaN            NaN  0.694610                 NaN   2.30282       0.855057E-001            NaN
  1255.34        500.000                 NaN   97.2056       0.871849                 NaN            NaN  0.348124                 NaN   1.49122       0.832091E-001            NaN
  1254.27        500.000                 NaN   97.2865       0.849786                 NaN            NaN  0.339075                 NaN   1.44516       0.795116E-001            NaN
  1253.20        500.000                 NaN   97.3619       0.829661                 NaN            NaN  0.330735                 NaN   1.40186       0.758036E-001            NaN
  1252.14        500.000                 NaN   97.4390       0.807155                 NaN            NaN  0.321154                 NaN   1.35975       0.729313E-001            NaN
  1251.07        500.000                 NaN   97.5134       0.785343                 NaN            NaN  0.312190                 NaN   1.31916       0.699164E-001            NaN
  1250.00        500.000                 NaN   97.5771       0.768288                 NaN            NaN  0.304670                 NaN   1.28295       0.669721E-001            NaN
  1248.93        500.000                 NaN   97.6451       0.748186                 NaN            NaN  0.296340                 NaN   1.24601       0.643259E-001            NaN
  1247.86        500.000                 NaN   97.7019       0.732981                 NaN            NaN  0.289216                 NaN   1.21404       0.618333E-001            NaN
  1246.79        500.000                 NaN   97.7669       0.712559                 NaN            NaN  0.280686                 NaN   1.18020       0.596529E-001            NaN
  1245.73        500.000                 NaN   97.8258       0.695055                 NaN            NaN  0.273074                 NaN   1.14858       0.575109E-001            NaN
  1244.66        500.000                 NaN   97.8781       0.680066                 NaN            NaN  0.266622                 NaN   1.11998       0.552335E-001            NaN
  1243.59        500.000                 NaN   97.9351       0.662279                 NaN            NaN  0.258557                 NaN   1.09049       0.535565E-001            NaN
  1242.52        500.000                 NaN   97.9858       0.647147                 NaN            NaN  0.252199                 NaN   1.06336       0.515396E-001            NaN
  1241.45        500.000                 NaN   98.0351       0.632215                 NaN            NaN  0.245678                 NaN   1.03728       0.497128E-001            NaN
  1240.38        500.000                 NaN   98.0821       0.618439                 NaN            NaN  0.240029                 NaN   1.01176       0.476998E-001            NaN
  1239.32        500.000                 NaN   98.1265       0.604765                 NaN            NaN  0.233268                 NaN  0.989067       0.464441E-001            NaN
  1238.25        500.000                 NaN   98.1680       0.593094                 NaN            NaN  0.227933                 NaN  0.966259       0.447243E-001            NaN
  1237.18        500.000                 NaN   98.2118       0.579138                 NaN            NaN  0.222066                 NaN  0.943786       0.431666E-001            NaN
  1236.11        500.000                 NaN   98.2543       0.565647                 NaN            NaN  0.216381                 NaN  0.921892       0.417310E-001            NaN
  1235.04        500.000                 NaN   98.2916       0.554777                 NaN            NaN  0.211165                 NaN  0.902077       0.403482E-001            NaN
  1233.97        500.000                 NaN   98.3319       0.540803                 NaN            NaN  0.204815                 NaN  0.882963       0.394929E-001            NaN
  1232.90        500.000                 NaN   98.3679       0.531896                 NaN            NaN  0.201365                 NaN  0.861458       0.373320E-001            NaN
  1231.84        500.000                 NaN   98.4024       0.520815                 NaN            NaN  0.196424                 NaN  0.844059       0.363044E-001            NaN
  1230.77        500.000                 NaN   98.4349       0.511086                 NaN            NaN  0.191958                 NaN  0.827033       0.349931E-001            NaN
  1229.70        500.000                 NaN   98.4701       0.499861                 NaN            NaN  0.186997                 NaN  0.809136       0.339385E-001            NaN
  1228.63        500.000                 NaN   98.5023       0.489575                 NaN            NaN  0.182747                 NaN  0.792666       0.327550E-001            NaN
  1227.56        500.000                 NaN   98.5326       0.480576                 NaN            NaN  0.178339                 NaN  0.776768       0.317216E-001            NaN
  1226.49        500.000                 NaN   98.5642       0.469880                 NaN            NaN  0.173908                 NaN  0.761275       0.307431E-001            NaN
  1225.43        500.000                 NaN   98.5908       0.462863                 NaN            NaN  0.170631                 NaN  0.746193       0.294974E-001            NaN
  1224.36        500.000                 NaN   98.6218       0.452466                 NaN            NaN  0.166838                 NaN  0.730604       0.283292E-001            NaN
  1223.29        500.000                 NaN   98.6496       0.442768                 NaN            NaN  0.163752                 NaN  0.716687       0.272418E-001            NaN
  1222.22        500.000                 NaN   98.6817       0.433210                 NaN            NaN  0.158322                 NaN  0.700199       0.265536E-001            NaN
  1221.15        500.000                 NaN   98.7045       0.425915                 NaN            NaN  0.155374                 NaN  0.688550       0.256871E-001            NaN
  1220.08        500.000                 NaN   98.7296       0.417853                 NaN            NaN  0.151333                 NaN  0.676183       0.250314E-001            NaN
  1219.02        500.000                 NaN   98.7555       0.408803                 NaN            NaN  0.147860                 NaN  0.663607       0.242064E-001            NaN
  1217.95        500.000                 NaN   98.7775       0.403096                 NaN            NaN  0.145177                 NaN  0.651025       0.231854E-001            NaN
  1216.88        500.000                 NaN   98.8041       0.393710                 NaN            NaN  0.141760                 NaN  0.637951       0.224300E-001            NaN
  1215.81        500.000                 NaN   98.8282       0.384975                 NaN            NaN  0.138109                 NaN  0.626800       0.219151E-001            NaN
  1214.74        500.000                 NaN   98.8512       0.377879                 NaN            NaN  0.134999                 NaN  0.614883       0.210286E-001            NaN
  1213.67        500.000                 NaN   98.8740       0.370040                 NaN            NaN  0.132402                 NaN  0.603311       0.202208E-001            NaN
  1212.61        500.000                 NaN   95.5278       0.817559                 NaN            NaN  0.397499                 NaN   1.78851       0.409424E-001   1.42765     
  1211.54        500.000                 NaN   71.2773       0.149529        3.79804                 NaN   2.35064                 NaN   10.8297       0.213604        11.3812     
  1210.47        500.000                 NaN   98.8665       0.918712                 NaN            NaN  0.214776                 NaN            NaN            NaN            NaN
  1209.40        500.000                 NaN   90.4727       0.202180        1.21639                 NaN  0.821150       0.149156E-004   3.85519       0.405576E-001   3.39183     
  1208.33        500.000                 NaN   93.8616       0.704986       0.222378                 NaN  0.426293                 NaN   2.00815       0.428432E-001   2.73373     
  1207.26        500.000                 NaN   92.7332       0.949008                 NaN            NaN  0.547932                 NaN   2.85065       0.708266E-001   2.84835     
  1206.20        500.000                 NaN   95.4105        1.03428                 NaN            NaN  0.421150                 NaN   1.57228       0.123224E-001   1.54945     
  1205.13        500.000                 NaN   82.1613        2.48283       0.142581                 NaN   1.44398                 NaN   6.57426       0.118885        7.07618     
  1204.06        500.000                 NaN   88.6704        1.92639       0.315225E-004            NaN  0.934562       0.231929E-001   4.19454       0.698375E-001   4.18106     
  1202.99        500.000                 NaN   99.8561       0.579452E-001            NaN            NaN  0.146397E-001            NaN  0.694421E-001  0.183122E-002            NaN
  1201.92        500.000                 NaN   83.8432        2.24306                 NaN            NaN   1.32508       0.204846        6.05504       0.103989        6.22477     
  1200.85        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.79        500.000                 NaN   94.1618       0.562003       0.317724                 NaN  0.489199                 NaN   2.17754       0.323894E-001   2.25930     
  1198.72        500.000                 NaN   92.2472       0.981620                 NaN            NaN  0.626082       0.106062        2.94197       0.498908E-001   3.04715     
  1197.65        500.000                 NaN   98.9637       0.166477                 NaN            NaN  0.833317E-001            NaN  0.393131       0.655873E-002  0.386844     
  1196.58        500.000                 NaN   98.2611       0.267712                 NaN            NaN  0.140363                 NaN  0.660382       0.981160E-002  0.660680     
  1195.51        500.000                 NaN   83.4394        2.39863                 NaN            NaN   1.32076                 NaN   6.30945       0.978042E-001   6.43397     
  1194.44        500.000                 NaN   87.2542        1.73958                 NaN            NaN  0.985173                 NaN   4.95996       0.832255E-001   4.97782     
  1193.38        500.000                 NaN   99.8263       0.217668E-001            NaN            NaN  0.120436E-001            NaN  0.693537E-001  0.155207E-002  0.690027E-001
  1192.31        500.000                 NaN   99.8398       0.179677E-001            NaN            NaN  0.116214E-001            NaN  0.626011E-001  0.139611E-002  0.665961E-001
  1191.24        500.000                 NaN   39.4950        7.33549                 NaN            NaN   4.51004                 NaN   24.4247       0.346228        23.8885     
  1190.17        500.000                 NaN            NaN   11.3598                 NaN            NaN   7.27099                 NaN   40.9938       0.573504        39.8019     
  1189.10        500.000                 NaN            NaN   9.81440        1.54586                 NaN   7.27147                 NaN   40.9930       0.573318        39.8019     
  1188.03        500.000                 NaN            NaN   11.3607                 NaN            NaN   7.27195                 NaN   40.9922       0.573135        39.8020     
  1186.96        500.000                 NaN            NaN   11.3611                 NaN            NaN   7.27241                 NaN   40.9914       0.572956        39.8021     
  1185.90        500.000                 NaN            NaN   11.3616                 NaN            NaN   7.27287                 NaN   40.9907       0.572780        39.8021     
  1184.83        500.000                 NaN            NaN   9.81547        1.54651                 NaN   7.27333                 NaN   40.9899       0.572605        39.8022     
