|6.6.6
Archiving\03_Data\fracLP/QFM_m4/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1746.87        500.000        99.4093                 NaN            NaN  0.581447       0.928721E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4064                 NaN            NaN  0.584328       0.930013E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        98.9874                 NaN            NaN  0.997196       0.153589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.8298                 NaN            NaN  0.167038       0.319317E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3982                 NaN            NaN  0.592482       0.928998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4027                 NaN            NaN  0.588171       0.916713E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.1219                 NaN            NaN  0.864477       0.135751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.6758                 NaN            NaN  0.319383       0.479329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3942                 NaN            NaN  0.596622       0.920486E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3934                 NaN            NaN  0.597412       0.914269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3896                 NaN            NaN  0.601282       0.916634E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3910                 NaN            NaN  0.599938       0.909099E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3918                 NaN            NaN  0.599118       0.905201E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        98.7341                 NaN            NaN   1.24757       0.183439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.9996                 NaN            NaN  0.727018E-004  0.349872E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4046                 NaN            NaN  0.586800       0.862705E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3797                 NaN            NaN  0.611276       0.906057E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3780                 NaN            NaN  0.612921       0.904257E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3771                 NaN            NaN  0.613922       0.901668E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3757                 NaN            NaN  0.615312       0.900745E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3743                 NaN            NaN  0.616750       0.898633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3718                 NaN            NaN  0.619187       0.897672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3713                 NaN            NaN  0.619786       0.896364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3698                 NaN            NaN  0.621245       0.894777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3688                 NaN            NaN  0.622233       0.892626E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3682                 NaN            NaN  0.622849       0.890754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3666                 NaN            NaN  0.624508       0.889812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3655                 NaN            NaN  0.625678       0.887127E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3665                 NaN            NaN  0.624713       0.883554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.3650                 NaN            NaN  0.626167       0.883907E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.3585                 NaN            NaN  0.632625       0.889238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3692                 NaN            NaN  0.622097       0.872781E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3659                 NaN            NaN  0.625301       0.876480E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.7742                 NaN            NaN  0.222376       0.339941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        98.9550                 NaN            NaN   1.03091       0.140656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0492                 NaN            NaN  0.935384       0.153993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.6854                 NaN            NaN  0.312557       0.203243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3658                 NaN            NaN  0.625577       0.866305E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3666                 NaN            NaN  0.624755       0.864827E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.1375                 NaN            NaN  0.850795       0.117296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.5988                 NaN            NaN  0.395771       0.544487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3700                 NaN            NaN  0.621482       0.855985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3711                 NaN            NaN  0.620410       0.853671E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3689                 NaN            NaN  0.622544       0.851071E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3781                 NaN            NaN  0.613384       0.849096E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3770                 NaN            NaN  0.614521       0.845983E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3791                 NaN            NaN  0.612542       0.839856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3802                 NaN            NaN  0.611430       0.839292E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3663                 NaN            NaN  0.625078       0.859258E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4025                 NaN            NaN  0.589445       0.807820E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3881                 NaN            NaN  0.603649       0.828795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3912                 NaN            NaN  0.600577       0.824696E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3856                 NaN            NaN  0.606071       0.832359E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4044                 NaN            NaN  0.587575       0.807387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3989                 NaN            NaN  0.592889       0.817401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4043                 NaN            NaN  0.587613       0.809030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4059                 NaN            NaN  0.586059       0.807784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4098                 NaN            NaN  0.582217       0.802010E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.4144                 NaN            NaN  0.577642       0.797548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.4167                 NaN            NaN  0.575324       0.795342E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.4194                 NaN            NaN  0.572668       0.792427E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.4261                 NaN            NaN  0.566037       0.784400E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.4290                 NaN            NaN  0.563179       0.783658E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.4327                 NaN            NaN  0.559495       0.778352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.4353                 NaN            NaN  0.556992       0.773847E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.4146                 NaN            NaN  0.576285       0.912819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.4150                 NaN            NaN   1.56368       0.213712E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.9993                 NaN            NaN            NaN  0.685871E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.9650                 NaN            NaN  0.350249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.4593                 NaN            NaN  0.534151       0.655076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4629                 NaN            NaN  0.529645       0.745572E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.4675                 NaN            NaN  0.525120       0.741368E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.4713                 NaN            NaN  0.521267       0.738816E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.4779                 NaN            NaN  0.514790       0.729319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.4811                 NaN            NaN  0.511609       0.726260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.4852                 NaN            NaN  0.507566       0.721698E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.4892                 NaN            NaN  0.503586       0.718072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.4950                 NaN            NaN  0.497901       0.711073E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4997                 NaN            NaN  0.493255       0.706545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.5036                 NaN            NaN  0.489418       0.702892E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.5059                 NaN            NaN  0.487145       0.696804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5161                 NaN            NaN  0.477018       0.691294E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.5178                 NaN            NaN  0.475336       0.686242E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.5214                 NaN            NaN  0.471773       0.682910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.5274                 NaN            NaN  0.465887       0.675537E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.5312                 NaN            NaN  0.462058       0.671322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.5352                 NaN            NaN  0.458151       0.665548E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.5410                 NaN            NaN  0.452369       0.660644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.5451                 NaN            NaN  0.448302       0.654814E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5490                 NaN            NaN  0.444466       0.650014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.5530                 NaN            NaN  0.440516       0.645874E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5589                 NaN            NaN  0.434726       0.637492E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.5631                 NaN            NaN  0.430589       0.633132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4181                 NaN            NaN  0.273411       0.132159E-002  0.307190                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1772                 NaN            NaN  0.237137E-001            NaN  0.799091                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1884                 NaN            NaN  0.260172E-001            NaN  0.785540                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1972                 NaN            NaN  0.223653E-001            NaN  0.780482                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2078                 NaN            NaN  0.205646E-001            NaN  0.771651                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2175                 NaN            NaN  0.216238E-001            NaN  0.760829                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2264                 NaN            NaN  0.792209E-001            NaN  0.632845       0.615106E-001            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0690                 NaN            NaN            NaN            NaN  0.935827E-001  0.837412                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0707                 NaN            NaN  0.749348E-004            NaN  0.765186E-001  0.852661                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0762                 NaN            NaN            NaN            NaN  0.698849E-001  0.853904                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0827                 NaN            NaN            NaN            NaN  0.663484E-001  0.850982                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0877                 NaN            NaN            NaN            NaN  0.568364E-001  0.855415                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0925                 NaN            NaN            NaN            NaN  0.511127E-001  0.856376                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0824                 NaN            NaN            NaN  0.567014E-002            NaN  0.911939                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0851                 NaN            NaN            NaN  0.667548E-002            NaN  0.908242                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0883                 NaN            NaN            NaN  0.657032E-002            NaN  0.905133                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0916                 NaN            NaN            NaN  0.645053E-002            NaN  0.901961                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0943                 NaN            NaN            NaN  0.633306E-002            NaN  0.899340                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0962                 NaN            NaN            NaN  0.622630E-002            NaN  0.897588                 NaN            NaN            NaN            NaN            NaN
