|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1389.96        500.000                 NaN   98.8230       0.426868       0.265696       0.347598       0.136798                 NaN            NaN            NaN
  1388.89        500.000                 NaN   98.8371       0.423531       0.258051       0.343743       0.137596                 NaN            NaN            NaN
  1387.82        500.000                 NaN   98.8243       0.431253       0.253856       0.347788       0.142776                 NaN            NaN            NaN
  1386.75        500.000                 NaN   98.8865       0.239584       0.408774       0.329334       0.135847                 NaN            NaN            NaN
  1385.68        500.000                 NaN   98.8731       0.236462       0.415545       0.333834       0.141046                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.8886       0.231713       0.411277       0.328852       0.139540                 NaN            NaN            NaN
  1383.55        500.000                 NaN   98.8992       0.223349       0.409801       0.326192       0.141495                 NaN            NaN            NaN
  1382.48        500.000                 NaN   98.9079       0.408169       0.217725       0.323869       0.142370                 NaN            NaN            NaN
  1381.41        500.000                 NaN   98.9246       0.210742       0.403877       0.318770       0.142027                 NaN            NaN            NaN
  1380.34        500.000                 NaN   98.9338       0.402123       0.204701       0.316285       0.143096                 NaN            NaN            NaN
  1379.27        500.000                 NaN   98.9446       0.198283       0.400050       0.313137       0.143897                 NaN            NaN            NaN
  1378.20        500.000                 NaN   98.9559       0.397288       0.191534       0.310393       0.144919                 NaN            NaN            NaN
  1377.13        500.000                 NaN   98.7552       0.724870       0.170844       0.349045                 NaN            NaN            NaN            NaN
  1376.07        500.000                 NaN   99.1048       0.472626                 NaN  0.267062       0.155519                 NaN            NaN            NaN
  1375.00        500.000                 NaN   98.8908       0.522866                 NaN  0.340845       0.245446                 NaN            NaN            NaN
  1373.93        500.000                 NaN   99.1708       0.338706E-001  0.374407       0.252362       0.168533                 NaN            NaN            NaN
  1372.86        500.000                 NaN   99.0195       0.400664       0.124299       0.293552       0.161976                 NaN            NaN            NaN
  1371.79        500.000                 NaN   99.0171       0.384707       0.159505       0.292142       0.146503                 NaN            NaN            NaN
  1370.72        500.000                 NaN   99.0292       0.153252       0.381882       0.288685       0.147027                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.0371       0.146246       0.381642       0.286531       0.148441                 NaN            NaN            NaN
  1368.59        500.000                 NaN   99.0505       0.141692       0.377284       0.282575       0.147979                 NaN            NaN            NaN
  1367.52        500.000                 NaN   99.0587       0.375196       0.137715       0.280159       0.148221                 NaN            NaN            NaN
  1366.45        500.000                 NaN   99.0651       0.360591       0.173678       0.275160       0.125436                 NaN            NaN            NaN
  1365.38        500.000                 NaN   99.0778       0.881662E-001  0.385049       0.277490       0.171471                 NaN            NaN            NaN
  1364.31        500.000                 NaN   99.0855       0.370229       0.122294       0.272429       0.149579                 NaN            NaN            NaN
  1363.25        500.000                 NaN   99.0943       0.120656       0.367486       0.269487       0.148102                 NaN            NaN            NaN
  1362.18        500.000                 NaN   99.1031       0.366264       0.114370       0.267019       0.149229                 NaN            NaN            NaN
  1361.11        500.000                 NaN   99.1060       0.106033       0.369116       0.266730       0.152120                 NaN            NaN            NaN
  1360.04        500.000                 NaN   99.1241       0.111182       0.358684       0.260093       0.145935                 NaN            NaN            NaN
  1358.97        500.000                 NaN   99.1280       0.102865       0.360852       0.259469       0.148765                 NaN            NaN            NaN
  1357.90        500.000                 NaN   99.1348       0.360305       0.982677E-001  0.257458       0.149217                 NaN            NaN            NaN
  1356.84        500.000                 NaN   99.1429       0.106946       0.352935       0.254449       0.142788                 NaN            NaN            NaN
  1355.77        500.000                 NaN   99.1531       0.359491       0.807548E-001  0.252506       0.154187                 NaN            NaN            NaN
  1354.70        500.000                 NaN   99.1580       0.356886       0.808283E-001  0.251587       0.152650                 NaN            NaN            NaN
  1353.63        500.000                 NaN   99.1730       0.348732       0.875230E-001  0.245319       0.145433                 NaN            NaN            NaN
  1352.56        500.000                 NaN   99.1744       0.351476       0.807256E-001  0.245397       0.147991                 NaN            NaN            NaN
  1351.49        500.000                 NaN   99.1833       0.348957       0.770175E-001  0.242842       0.147885                 NaN            NaN            NaN
  1350.43        500.000                 NaN   98.3719       0.124163       0.726555       0.483218       0.294167                 NaN            NaN            NaN
  1349.36        500.000                 NaN   99.9975       0.251889E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1348.29        500.000                 NaN   99.2184       0.715900E-001  0.336154       0.231685       0.142175                 NaN            NaN            NaN
  1347.22        500.000                 NaN   99.2106       0.343272       0.656977E-001  0.234210       0.146172                 NaN            NaN            NaN
  1346.15        500.000                 NaN   99.2153       0.652408E-001  0.338755       0.233636       0.147060                 NaN            NaN            NaN
  1345.08        500.000                 NaN   99.2317       0.340791       0.548661E-001  0.227392       0.145242                 NaN            NaN            NaN
  1344.02        500.000                 NaN   99.2315       0.338573       0.572826E-001  0.227798       0.144848                 NaN            NaN            NaN
  1342.95        500.000                 NaN   99.2396       0.335621       0.556557E-001  0.225280       0.143818                 NaN            NaN            NaN
  1341.88        500.000                 NaN   99.2456       0.512950E-001  0.335776       0.223404       0.143877                 NaN            NaN            NaN
  1340.81        500.000                 NaN   99.2521       0.496828E-001  0.333873       0.221316       0.142997                 NaN            NaN            NaN
  1339.74        500.000                 NaN   99.2581       0.332341       0.481935E-001  0.219330       0.142003                 NaN            NaN            NaN
  1338.67        500.000                 NaN   99.2641       0.330879       0.462163E-001  0.217439       0.141316                 NaN            NaN            NaN
  1337.61        500.000                 NaN   99.2659       0.332989       0.402338E-001  0.217372       0.143518                 NaN            NaN            NaN
  1336.54        500.000                 NaN   99.2802       0.323305       0.494075E-001  0.211557       0.135559                 NaN            NaN            NaN
  1335.47        500.000                 NaN   99.2826       0.460949E-001  0.324244       0.211146       0.135964                 NaN            NaN            NaN
  1334.40        500.000                 NaN   99.2889       0.327651       0.330140E-001  0.209755       0.140655                 NaN            NaN            NaN
  1333.33        500.000                 NaN   99.2943       0.370604E-001  0.324065       0.207659       0.136942                 NaN            NaN            NaN
  1332.26        500.000                 NaN   98.9890       0.511384E-001  0.465409       0.297684       0.196802                 NaN            NaN            NaN
  1331.19        500.000                 NaN   99.6138       0.174029       0.290701E-001  0.112189       0.709238E-001            NaN            NaN            NaN
  1330.13        500.000                 NaN   99.3141       0.318903       0.300764E-001  0.201912       0.134971                 NaN            NaN            NaN
  1329.06        500.000                 NaN   99.3188       0.302908E-001  0.317943       0.199637       0.133376                 NaN            NaN            NaN
  1327.99        500.000                 NaN   99.3229       0.315942       0.311363E-001  0.198365       0.131702                 NaN            NaN            NaN
  1326.92        500.000                 NaN   99.3279       0.315404       0.293662E-001  0.196691       0.130611                 NaN            NaN            NaN
  1325.85        500.000                 NaN   99.3320       0.311332       0.322503E-001  0.195389       0.128999                 NaN            NaN            NaN
  1324.78        500.000                 NaN   99.3365       0.221721E-001  0.316370       0.194141       0.130785                 NaN            NaN            NaN
  1323.72        500.000                 NaN   99.3475       0.304978       0.346323E-001  0.189512       0.123424                 NaN            NaN            NaN
  1322.65        500.000                 NaN   99.3363       0.305110       0.220347E-001  0.195826       0.140746                 NaN            NaN            NaN
  1321.58        500.000                 NaN   99.3696       0.290297E-001  0.309424       0.181411       0.110509                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.3600       0.304554       0.270862E-001  0.185903       0.122467                 NaN            NaN            NaN
  1319.44        500.000                 NaN   99.3635       0.303533       0.274690E-001  0.184637       0.120834                 NaN            NaN            NaN
  1318.37        500.000                 NaN   99.3781       0.285725E-001  0.294231       0.180749       0.118365                 NaN            NaN            NaN
  1317.31        500.000                 NaN   99.3650       0.305448       0.268189E-001  0.183361       0.119335                 NaN            NaN            NaN
  1316.24        500.000                 NaN   99.3780       0.275660E-001  0.298441       0.179721       0.116315                 NaN            NaN            NaN
  1315.17        500.000                 NaN   99.3825       0.298198       0.249791E-001  0.178407       0.115898                 NaN            NaN            NaN
  1314.10        500.000                 NaN   99.3870       0.294680       0.298982E-001  0.176366       0.112079                 NaN            NaN            NaN
  1313.03        500.000                 NaN   99.3910       0.293944       0.286675E-001  0.175115       0.111237                 NaN            NaN            NaN
  1311.96        500.000                 NaN   99.3959       0.292806       0.275474E-001  0.173600       0.110185                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.4010       0.290952       0.275842E-001  0.171902       0.108612                 NaN            NaN            NaN
  1309.83        500.000                 NaN   99.4041       0.289608       0.289357E-001  0.170706       0.106658                 NaN            NaN            NaN
  1308.76        500.000                 NaN   99.4084       0.328056E-001  0.285928       0.169031       0.103792                 NaN            NaN            NaN
  1307.69        500.000                 NaN   99.4127       0.287057       0.290084E-001  0.167790       0.103434                 NaN            NaN            NaN
  1306.62        500.000                 NaN   99.4167       0.337660E-001  0.283371       0.166084       0.100084                 NaN            NaN            NaN
  1305.55        500.000                 NaN   99.4194       0.278307       0.377370E-001  0.165552       0.989558E-001            NaN            NaN            NaN
  1304.49        500.000                 NaN   99.4280       0.296027                 NaN  0.163713       0.112262                 NaN            NaN            NaN
  1303.42        500.000                 NaN   99.4183       0.270280       0.705725E-001  0.163531       0.772977E-001            NaN            NaN            NaN
  1302.35        500.000                 NaN   99.4387       0.277965       0.309334E-001  0.158527       0.939090E-001            NaN            NaN            NaN
  1301.28        500.000                 NaN   99.4358       0.391384E-001  0.274728       0.159449       0.909044E-001            NaN            NaN            NaN
  1300.21        500.000                 NaN   99.4392       0.409954E-001  0.272855       0.158182       0.887673E-001            NaN            NaN            NaN
  1299.14        500.000                 NaN   99.4426       0.270343       0.438636E-001  0.156882       0.862758E-001            NaN            NaN            NaN
  1298.08        500.000                 NaN   99.3954       0.796717E-001  0.272032       0.169890       0.830019E-001            NaN            NaN            NaN
  1297.01        500.000                 NaN   99.4996       0.252719E-001  0.252914       0.140438       0.818130E-001            NaN            NaN            NaN
  1295.94        500.000                 NaN   99.4402       0.246979       0.956402E-001  0.155785       0.613649E-001            NaN            NaN            NaN
  1294.87        500.000                 NaN   99.4663       0.201141E-001  0.275218       0.149509       0.888749E-001            NaN            NaN            NaN
  1293.80        500.000                 NaN   99.4602       0.268632       0.390803E-001  0.151083       0.810356E-001            NaN            NaN            NaN
  1292.73        500.000                 NaN   99.4626       0.258006       0.563115E-001  0.149715       0.733388E-001            NaN            NaN            NaN
  1291.67        500.000                 NaN   99.4650       0.255785       0.598019E-001  0.148687       0.706769E-001            NaN            NaN            NaN
  1290.60        500.000                 NaN   99.4694       0.253541       0.601276E-001  0.147416       0.694773E-001            NaN            NaN            NaN
  1289.53        500.000                 NaN   99.4715       0.627479E-001  0.252569       0.146429       0.667395E-001            NaN            NaN            NaN
  1288.46        500.000                 NaN   99.4701       0.253040       0.681961E-001  0.146582       0.620777E-001            NaN            NaN            NaN
  1287.39        500.000                 NaN   99.4851       0.279590                 NaN  0.144099       0.911901E-001            NaN            NaN            NaN
  1286.32        500.000                 NaN   99.4738       0.167316       0.185206       0.142938       0.307107E-001            NaN            NaN            NaN
  1285.26        500.000                 NaN   99.4821       0.240096       0.790473E-001  0.142477       0.563193E-001            NaN            NaN            NaN
  1284.19        500.000                 NaN   99.4843       0.974215E-001  0.226587       0.141392       0.502522E-001            NaN            NaN            NaN
  1283.12        500.000                 NaN   99.4883       0.242456       0.736555E-001  0.140549       0.550405E-001            NaN            NaN            NaN
  1282.05        500.000                 NaN   98.8661       0.408378                 NaN  0.212691       0.124154       0.388714                 NaN            NaN
  1280.98        500.000                 NaN   93.9785        1.44843       0.502664       0.742944                 NaN   3.32742                 NaN            NaN
  1279.91        500.000                 NaN   94.2247        1.87619                 NaN  0.716798       0.130802E-004   3.18225                 NaN            NaN
  1278.84        500.000                 NaN   94.5736        1.77192                 NaN  0.677447                 NaN   2.97704                 NaN            NaN
  1277.78        500.000                 NaN   94.8091        1.70181                 NaN  0.649916                 NaN   2.83913                 NaN            NaN
  1276.71        500.000                 NaN   95.0701        1.62527                 NaN  0.619240                 NaN   2.68535                 NaN            NaN
  1275.64        500.000                 NaN   95.2890        1.55837                 NaN  0.594932                 NaN   2.55772                 NaN            NaN
  1274.57        500.000                 NaN   95.4997        1.49577                 NaN  0.570041                 NaN   2.43449                 NaN            NaN
  1273.50        500.000                 NaN   95.6902        1.43860                 NaN  0.546350                 NaN   2.32484                 NaN            NaN
  1272.43        500.000                 NaN   95.2061        1.52876                 NaN  0.607605                 NaN   2.58374       0.737884E-001            NaN
  1271.37        500.000                 NaN   94.6140        1.64169                 NaN  0.676827                 NaN   2.90461       0.162895                 NaN
  1270.30        500.000                 NaN   94.9034        1.55647                 NaN  0.639189                 NaN   2.74565       0.155270                 NaN
  1269.23        500.000                 NaN   95.1697        1.48011                 NaN  0.607433                 NaN   2.59652       0.146222                 NaN
  1268.16        500.000                 NaN   95.4029        1.41266                 NaN  0.577797                 NaN   2.46737       0.139264                 NaN
  1267.09        500.000                 NaN   95.6196        1.34997                 NaN  0.551097                 NaN   2.34707       0.132268                 NaN
  1266.02        500.000                 NaN   95.8115        1.29557                 NaN  0.527858                 NaN   2.23949       0.125605                 NaN
  1264.96        500.000                 NaN   95.9920        1.24371                 NaN  0.506225                 NaN   2.13880       0.119280                 NaN
  1263.89        500.000                 NaN   96.1646        1.19242                 NaN  0.484535                 NaN   2.04458       0.113839                 NaN
  1262.82        500.000                 NaN   96.3165        1.14961                 NaN  0.467476                 NaN   1.95872       0.107666                 NaN
  1261.75        500.000                 NaN   96.4622        1.10533                 NaN  0.447712                 NaN   1.88091       0.103884                 NaN
  1260.68        500.000                 NaN   96.5941        1.06847                 NaN  0.434241                 NaN   1.80554       0.976396E-001            NaN
  1259.61        500.000                 NaN   96.7156        1.03163                 NaN  0.416141                 NaN   1.74148       0.951953E-001            NaN
  1258.55        500.000                 NaN   98.3479                 NaN            NaN  0.213293       0.772732E-001   1.26661       0.948905E-001            NaN
  1257.48        500.000                 NaN   95.4174        1.89088                 NaN  0.583873                 NaN   2.02538       0.824382E-001            NaN
  1256.41        500.000                 NaN   97.0453       0.932166                 NaN  0.373219                 NaN   1.56444       0.849114E-001            NaN
  1255.34        500.000                 NaN   97.1390       0.904979                 NaN  0.361628                 NaN   1.51301       0.814201E-001            NaN
  1254.27        500.000                 NaN   97.2285       0.879048                 NaN  0.351365                 NaN   1.46336       0.777114E-001            NaN
  1253.20        500.000                 NaN   97.3109       0.854856                 NaN  0.340480                 NaN   1.41892       0.748501E-001            NaN
  1252.14        500.000                 NaN   97.3908       0.831284                 NaN  0.330772                 NaN   1.37538       0.718042E-001            NaN
  1251.07        500.000                 NaN   97.4672       0.807935                 NaN  0.320049                 NaN   1.33519       0.695904E-001            NaN
  1250.00        500.000                 NaN   97.5376       0.787872                 NaN  0.311736                 NaN   1.29616       0.666046E-001            NaN
  1248.93        500.000                 NaN   97.6048       0.767992                 NaN  0.303353                 NaN   1.25989       0.639773E-001            NaN
  1247.86        500.000                 NaN   97.6715       0.747492                 NaN  0.294080                 NaN   1.22500       0.619744E-001            NaN
  1246.79        500.000                 NaN   97.7307       0.730680                 NaN  0.286930                 NaN   1.19225       0.594376E-001            NaN
  1245.73        500.000                 NaN   97.7874       0.712978                 NaN  0.277681                 NaN   1.16361       0.582898E-001            NaN
  1244.66        500.000                 NaN   97.8473       0.695701                 NaN  0.271359                 NaN   1.13032       0.553028E-001            NaN
  1243.59        500.000                 NaN   97.9007       0.679661                 NaN  0.264665                 NaN   1.10169       0.532346E-001            NaN
  1242.52        500.000                 NaN   97.9488       0.666154                 NaN  0.258644                 NaN   1.07523       0.511725E-001            NaN
  1241.45        500.000                 NaN   98.0007       0.650101                 NaN  0.251975                 NaN   1.04799       0.492408E-001            NaN
  1240.38        500.000                 NaN   98.0449       0.637499                 NaN  0.246239                 NaN   1.02393       0.474491E-001            NaN
  1239.32        500.000                 NaN   98.0981       0.619433                 NaN  0.237630                 NaN  0.998336       0.464960E-001            NaN
  1238.25        500.000                 NaN   98.1406       0.606813                 NaN  0.232577                 NaN  0.975413       0.445997E-001            NaN
  1237.18        500.000                 NaN   98.1839       0.593559                 NaN  0.226467                 NaN  0.952888       0.431948E-001            NaN
  1236.11        500.000                 NaN   98.2275       0.579459                 NaN  0.220220                 NaN  0.930971       0.418772E-001            NaN
  1235.04        500.000                 NaN   98.2666       0.567697                 NaN  0.215272                 NaN  0.910187       0.402751E-001            NaN
  1233.97        500.000                 NaN   98.3057       0.555393                 NaN  0.210101                 NaN  0.889944       0.388820E-001            NaN
  1232.90        500.000                 NaN   98.3416       0.544920                 NaN  0.205020                 NaN  0.870801       0.376154E-001            NaN
  1231.84        500.000                 NaN   98.3765       0.533794                 NaN  0.199926                 NaN  0.853253       0.365200E-001            NaN
  1230.77        500.000                 NaN   98.4098       0.524525                 NaN  0.196348                 NaN  0.834545       0.347917E-001            NaN
  1229.70        500.000                 NaN   98.4491       0.510668                 NaN  0.190160                 NaN  0.816140       0.339699E-001            NaN
  1228.63        500.000                 NaN   98.4834       0.498550                 NaN  0.187394                 NaN  0.798486       0.322177E-001            NaN
  1227.56        500.000                 NaN   98.5181       0.489603                 NaN  0.180886                 NaN  0.779785       0.316181E-001            NaN
  1226.49        500.000                 NaN   98.5447       0.479918                 NaN  0.178570                 NaN  0.766674       0.301495E-001            NaN
  1225.43        500.000                 NaN   98.5703       0.474300                 NaN  0.173185                 NaN  0.752524       0.296677E-001            NaN
  1224.36        500.000                 NaN   98.6029       0.462310                 NaN  0.169332                 NaN  0.736925       0.285831E-001            NaN
  1223.29        500.000                 NaN   98.6338       0.451717                 NaN  0.164379                 NaN  0.722257       0.278601E-001            NaN
  1222.22        500.000                 NaN   98.6594       0.444095                 NaN  0.161320                 NaN  0.708434       0.267726E-001            NaN
  1221.15        500.000                 NaN   98.6884       0.434258                 NaN  0.156941                 NaN  0.694372       0.260771E-001            NaN
  1220.08        500.000                 NaN   98.7133       0.426359                 NaN  0.153751                 NaN  0.681516       0.250337E-001            NaN
  1219.02        500.000                 NaN   98.7394       0.417724                 NaN  0.150406                 NaN  0.668316       0.241914E-001            NaN
  1217.95        500.000                 NaN   98.7654       0.409361                 NaN  0.147500                 NaN  0.654611       0.231312E-001            NaN
  1216.88        500.000                 NaN   98.7902       0.401035                 NaN  0.143643                 NaN  0.642695       0.224723E-001            NaN
  1215.81        500.000                 NaN   98.8147       0.392659                 NaN  0.140566                 NaN  0.630341       0.217215E-001            NaN
  1214.74        500.000                 NaN   98.8424       0.381797                 NaN  0.135504                 NaN  0.618809       0.214872E-001            NaN
  1213.67        500.000                 NaN   98.8582       0.378966                 NaN  0.134442                 NaN  0.608056       0.202908E-001            NaN
  1212.61        500.000                 NaN   97.2054       0.598391                 NaN  0.264511                 NaN   1.19258       0.303883E-001  0.708687     
  1211.54        500.000                 NaN   88.3387        1.81138                 NaN  0.971237                 NaN   4.31935       0.832362E-001   4.47605     
  1210.47        500.000                 NaN   74.3711        1.22316        2.52098        2.13027                 NaN   9.65872       0.186593        9.90920     
  1209.40        500.000                 NaN   96.8540       0.148636                 NaN  0.364357       0.338417        1.19468       0.915715E-002   1.09076     
  1208.33        500.000                 NaN   93.6342       0.455308       0.656209       0.499526                 NaN   2.30357       0.464381E-001   2.40478     
  1207.26        500.000                 NaN   92.2428       0.967779       0.290232       0.594859                 NaN   2.61739       0.441071E-001   3.24286     
  1206.20        500.000                 NaN   93.3904        1.22164                 NaN  0.547762                 NaN   2.41291       0.400212E-001   2.38729     
  1205.13        500.000                 NaN   86.0425        1.59451                 NaN   1.17017       0.294384        5.18397       0.895957E-001   5.62486     
  1204.06        500.000                 NaN   96.0106       0.893212                 NaN  0.336890                 NaN   1.45058       0.217899E-001   1.28693     
  1202.99        500.000                 NaN   91.7026        1.29254                 NaN  0.652904                 NaN   3.09826       0.634622E-001   3.19027     
  1201.92        500.000                 NaN   71.2775        3.74522       0.569198        2.30306                 NaN   10.7717       0.195093        11.1382     
  1200.85        500.000                 NaN  100.0000       0.205101E-005            NaN            NaN            NaN  0.558184E-005            NaN  0.553157E-005
  1199.79        500.000                 NaN   98.1627       0.274016                 NaN  0.148561                 NaN  0.691504       0.120243E-001  0.711212     
  1198.72        500.000                 NaN   99.9979       0.290693E-003            NaN  0.152914E-003            NaN  0.798005E-003  0.197946E-004  0.806186E-003
  1197.65        500.000                 NaN   99.9959       0.513615E-003            NaN  0.277449E-003            NaN  0.163518E-002  0.466758E-004  0.162644E-002
  1196.58        500.000                 NaN  100.0000                 NaN            NaN            NaN            NaN  0.251415E-005            NaN  0.297599E-005
  1195.51        500.000                 NaN   71.3267        3.79865       0.337745        2.31068                 NaN   10.9420       0.161047        11.1232     
  1194.44        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000                 NaN   99.9999       0.125712E-004            NaN  0.880858E-005  0.294893E-005  0.405997E-004            NaN  0.413308E-004
  1192.31        500.000                 NaN   99.9993       0.881925E-004            NaN  0.572814E-004  0.510502E-005  0.294696E-003  0.500740E-005  0.294156E-003
  1191.24        500.000                 NaN   38.7219        5.69488        1.77882        4.58443                 NaN   24.6881       0.350112        24.1818     
  1190.17        500.000                 NaN            NaN   11.3729                 NaN   7.26172                 NaN   41.0395       0.577657        39.7482     
  1189.10        500.000                 NaN            NaN   11.3819                 NaN   7.26434                 NaN   41.0285       0.575252        39.7499     
  1188.03        500.000                 NaN            NaN   11.3746                 NaN   7.26427                 NaN   41.0357       0.576948        39.7484     
  1186.96        500.000                 NaN            NaN   11.3961                 NaN   7.27184                 NaN   41.0083       0.571175        39.7526     
  1185.90        500.000                 NaN            NaN   11.3710                 NaN   7.26397                 NaN   41.0377       0.579482        39.7478     
  1184.83        500.000                 NaN            NaN   11.3924                 NaN   7.27179                 NaN   41.0115       0.572408        39.7519     
  1183.76        500.000                 NaN            NaN   8.94655        2.43324        7.26748                 NaN   41.0285       0.574885        39.7493     
  1182.69        500.000                 NaN            NaN   11.3786                 NaN   7.26984                 NaN   41.0272       0.575265        39.7491     
  1181.62        500.000                 NaN            NaN   11.3788                 NaN   7.26944                 NaN   41.0273       0.575276        39.7492     
  1180.55        500.000                 NaN            NaN   7.03370        4.38452        7.31838                 NaN   40.9532       0.555456        39.7548     
  1179.49        500.000                 NaN            NaN   7.03003        4.38829        7.31849                 NaN   40.9530       0.555410        39.7548     
  1178.42        500.000                 NaN            NaN   11.3820                 NaN   7.27120                 NaN   41.0235       0.573672        39.7496     
  1177.35        500.000                 NaN            NaN   11.3829                 NaN   7.27221                 NaN   41.0219       0.573296        39.7497     
  1176.28        500.000                 NaN            NaN   11.3837                 NaN   7.27321                 NaN   41.0203       0.572919        39.7499     
  1175.21        500.000                 NaN            NaN   11.3846                 NaN   7.27421                 NaN   41.0187       0.572542        39.7500     
  1174.14        500.000                 NaN            NaN   11.3854                 NaN   7.27521                 NaN   41.0171       0.572166        39.7501     
  1173.08        500.000                 NaN            NaN   11.3863                 NaN   7.27621                 NaN   41.0155       0.571785        39.7502     
  1172.01        500.000                 NaN            NaN   11.3871                 NaN   7.27721                 NaN   41.0139       0.571404        39.7504     
  1170.94        500.000                 NaN            NaN   11.3880                 NaN   7.27821                 NaN   41.0123       0.571021        39.7505     
  1169.87        500.000                 NaN            NaN   7.38165        4.01243        7.28262                 NaN   41.0027       0.568975        39.7516     
  1168.80        500.000                 NaN            NaN   11.4169                 NaN   7.29749                 NaN   40.9680       0.561976        39.7557     
  1167.73        500.000                 NaN            NaN   11.4226                 NaN   7.30160                 NaN   40.9595       0.559694        39.7566     
  1166.67        500.000                 NaN            NaN   7.06186        4.34239        7.29147                 NaN   40.9854       0.565532        39.7534     
  1165.60        500.000                 NaN            NaN   11.4322                 NaN   7.32442                 NaN   40.9345       0.551478        39.7574     
