|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TAY13/TAY13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1130.33        2500.00                 NaN            NaN            NaN            NaN   6.25871                 NaN            NaN            NaN            NaN   16.7439                 NaN            NaN   11.5918        61.4232        3.98235     
  1127.82        2500.00                 NaN            NaN            NaN            NaN   6.27677                 NaN            NaN            NaN            NaN   16.6804                 NaN            NaN   11.5925        61.4626        3.98766     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   6.27835                 NaN            NaN            NaN            NaN   16.6783                 NaN            NaN   11.5967        61.4595        3.98714     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   6.22919                 NaN            NaN            NaN            NaN   16.7565                 NaN            NaN   11.6096        61.4147        3.99002     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   6.28437                 NaN            NaN            NaN            NaN   16.6676                 NaN            NaN   11.6044        61.4573        3.98635     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   6.28929                 NaN            NaN            NaN            NaN   16.6584                 NaN            NaN   11.6079        61.4583        3.98607     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   6.26022                 NaN            NaN            NaN            NaN   12.5321        4.21252                 NaN   11.6090        61.4011        3.98502     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   6.29724                 NaN            NaN            NaN            NaN   16.6444                 NaN            NaN   11.6150        61.4581        3.98525     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   6.30231                 NaN            NaN            NaN            NaN   16.6350                 NaN            NaN   11.6183        61.4594        3.98493     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   6.25178                 NaN            NaN            NaN            NaN   16.7504                 NaN            NaN   11.6296        61.3885        3.97962     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   6.27804                 NaN            NaN            NaN            NaN   16.7115                 NaN            NaN   11.6426        61.3951        3.97280     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   6.27017                 NaN            NaN            NaN            NaN   16.7218                 NaN            NaN   11.6471        61.3885        3.97238     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   6.22386                 NaN            NaN            NaN            NaN   10.2593        6.58098                 NaN   11.6505        61.3130        3.97236     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   6.26151                 NaN            NaN            NaN            NaN   16.7650                 NaN            NaN   11.6417        61.3689        3.96283     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   6.29175                 NaN            NaN            NaN            NaN   16.6740                 NaN            NaN   11.6431        61.4106        3.98056     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   6.21332                 NaN            NaN            NaN            NaN   9.43223        7.43706                 NaN   11.6652        61.2840        3.96819     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   6.25795                 NaN            NaN            NaN            NaN   16.7449                 NaN            NaN   11.6545        61.3637        3.97901     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   6.26266                 NaN            NaN            NaN            NaN   16.7347                 NaN            NaN   11.6573        61.3652        3.98009     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   6.44270                 NaN            NaN            NaN            NaN   2.41902        13.9357                 NaN   11.5819        61.6039        4.01672     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   6.25998                 NaN            NaN            NaN            NaN   16.7498                 NaN            NaN   11.6680        61.3465        3.97572     
  1080.20        2500.00                 NaN            NaN            NaN            NaN  0.453311        5.86161                 NaN            NaN            NaN   16.6898                 NaN            NaN   11.6804        61.3521        3.96270     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   6.25933                 NaN            NaN            NaN            NaN   16.7618                 NaN            NaN   11.6735        61.3340        3.97145     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   6.26590                 NaN            NaN            NaN            NaN   16.7592                 NaN            NaN   11.6834        61.3229        3.96861     
  1072.68        2500.00                 NaN            NaN            NaN            NaN  0.162318        6.04064                 NaN            NaN            NaN   16.9993                 NaN            NaN   11.7134        61.1414        3.94293     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   6.25803                 NaN            NaN            NaN            NaN   16.7691                 NaN            NaN   11.6857        61.3192        3.96801     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   6.25457                 NaN            NaN            NaN            NaN   16.7922                 NaN            NaN   11.7069        61.2910        3.95522     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   6.26105                 NaN            NaN            NaN            NaN   16.7916                 NaN            NaN   11.7152        61.2816        3.95057     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   6.26790                 NaN            NaN            NaN            NaN   16.7763                 NaN            NaN   11.7138        61.2901        3.95195     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   6.25800                 NaN            NaN            NaN            NaN   16.7966                 NaN            NaN   11.7219        61.2744        3.94911     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   6.26506                 NaN            NaN            NaN            NaN   16.7673                 NaN            NaN   11.7043        61.3043        3.95898     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   6.25743                 NaN            NaN            NaN            NaN   16.8122                 NaN            NaN   11.7323        61.2533        3.94473     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   6.26415                 NaN            NaN            NaN            NaN   16.7925                 NaN            NaN   11.7313        61.2658        3.94631     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   6.15921                 NaN            NaN            NaN            NaN   7.80220        9.22522                 NaN   11.7516        61.1238        3.93802     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   6.43079                 NaN            NaN            NaN            NaN   2.82766        13.3245       0.873409E-004   11.5468        61.8161        4.05406     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   6.24485                 NaN            NaN            NaN            NaN   16.8338                 NaN            NaN   11.7451        61.2367        3.93963     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   6.23705                 NaN            NaN            NaN            NaN   16.8587                 NaN            NaN   11.7556        61.2122        3.93641     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   6.22205                 NaN            NaN            NaN            NaN   16.4979       0.412512                 NaN   11.7745        61.1669        3.92606     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   5.79624       0.640827                 NaN            NaN            NaN  0.607892        15.4723                 NaN   11.5604        61.8523        4.07001     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   6.20929                 NaN            NaN            NaN            NaN   16.5722       0.388388                 NaN   11.7928        61.1207        3.91659     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   6.19236                 NaN            NaN            NaN            NaN   16.5411       0.458345                 NaN   11.8049        61.0922        3.91105     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   5.93503       0.483976                 NaN            NaN            NaN  0.341166        15.8051                 NaN   11.5809        61.7971        4.05675     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   6.16762                 NaN            NaN            NaN            NaN  0.701131        16.3761                 NaN   11.8328        61.0257        3.89671     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   6.15366                 NaN            NaN            NaN            NaN  0.805837        16.3101                 NaN   11.8457        60.9943        3.89036     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   6.20086                 NaN            NaN            NaN            NaN   16.3316       0.658767                 NaN   11.8180        61.0840        3.90680     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   6.22322                 NaN            NaN            NaN            NaN   16.3038       0.616220                 NaN   11.8039        61.1363        3.91656     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   6.10828                 NaN            NaN            NaN            NaN   16.0954        1.15272                 NaN   11.8912        60.8850        3.86738     
  1015.04        2500.00                 NaN            NaN            NaN            NaN   6.15657                 NaN            NaN            NaN            NaN  0.981883        16.1230                 NaN   11.8562        60.9941        3.88832     
  1012.53        2500.00                 NaN            NaN            NaN            NaN   6.07308                 NaN            NaN            NaN            NaN   1.45006        15.9142                 NaN   11.9320        60.7848        3.84582     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   6.17454                 NaN            NaN            NaN            NaN  0.825591        16.2346                 NaN   11.8408        61.0246        3.89986     
  1007.52        2500.00                 NaN            NaN            NaN            NaN   6.03908                 NaN            NaN            NaN            NaN   1.69828        15.7693                 NaN   11.9687        60.6976        3.82709     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   6.03048                 NaN            NaN            NaN            NaN   1.78910        15.7071                 NaN   11.9820        60.6704        3.82101     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   6.11937                 NaN            NaN            NaN            NaN   15.8574        1.36085                 NaN   11.9032        60.8931        3.86606     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.98822                 NaN            NaN            NaN            NaN   1.97145        15.6275                 NaN   12.0147        60.5930        3.80513     
