|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1952.38        500.000        98.9996                 NaN  0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        98.9996                 NaN  0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        98.9996                 NaN  0.968664       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        98.9996                 NaN  0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        98.9996                 NaN  0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        98.9996                 NaN  0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        98.9996                 NaN  0.968663       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        98.9996                 NaN  0.968662       0.317009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        98.9979                 NaN  0.968667       0.317010E-001  0.170810E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        98.9910                 NaN  0.968686       0.317016E-001  0.856720E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        98.9854                 NaN  0.968701       0.317021E-001  0.142114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        98.9582                 NaN  0.968777       0.317046E-001  0.413510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        98.9310                 NaN  0.968852       0.317071E-001  0.684349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        98.9040                 NaN  0.968927       0.317095E-001  0.953923E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        98.8770                 NaN  0.969002       0.317120E-001  0.122246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        98.8502                 NaN  0.969076       0.317144E-001  0.148995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        98.8234                 NaN  0.969151       0.317168E-001  0.175722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        98.7969                 NaN  0.969224       0.317192E-001  0.202183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        98.7704                 NaN  0.969298       0.317217E-001  0.228618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        98.7440                 NaN  0.969371       0.317241E-001  0.254955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        98.7176                 NaN  0.969444       0.317264E-001  0.281209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        98.6914                 NaN  0.969517       0.317288E-001  0.307370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        98.6653                 NaN  0.969589       0.317312E-001  0.333351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        98.6393                 NaN  0.969661       0.317336E-001  0.359346                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        98.6134                 NaN  0.969733       0.317359E-001  0.385089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        98.5876                 NaN  0.969804       0.317382E-001  0.410853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        98.5620                 NaN  0.969875       0.317406E-001  0.436430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        98.5364                 NaN  0.969946       0.317429E-001  0.461958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        98.5109                 NaN  0.970017       0.317452E-001  0.487371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        98.4855                 NaN  0.970088       0.317475E-001  0.512710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        98.4602                 NaN  0.970157       0.317498E-001  0.537872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        98.4350                 NaN  0.970227       0.317521E-001  0.563038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        98.4100                 NaN  0.970297       0.317543E-001  0.587979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        98.3850                 NaN  0.970366       0.317566E-001  0.612903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        98.3601                 NaN  0.970435       0.317589E-001  0.637697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        98.3354                 NaN  0.970503       0.317611E-001  0.662377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        98.3107                 NaN  0.970572       0.317634E-001  0.686968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        98.2861                 NaN  0.970640       0.317656E-001  0.711476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        98.2617                 NaN  0.970708       0.317678E-001  0.735863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        98.2373                 NaN  0.970775       0.317700E-001  0.760137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        98.2131                 NaN  0.970842       0.317722E-001  0.784330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        98.1888                 NaN  0.970909       0.317744E-001  0.808467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        98.1648                 NaN  0.970976       0.317766E-001  0.832427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        98.1409                 NaN  0.971042       0.317787E-001  0.856291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        98.1170                 NaN  0.971108       0.317809E-001  0.880096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        98.0933                 NaN  0.971174       0.317831E-001  0.903768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        98.0696                 NaN  0.971240       0.317852E-001  0.927354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        98.0448                 NaN  0.971308       0.317875E-001  0.952105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        98.0331                 NaN  0.971341       0.317885E-001  0.963795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        97.9993                 NaN  0.971435       0.317916E-001  0.997496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        97.9760                 NaN  0.971499       0.317937E-001   1.02071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        97.9529                 NaN  0.971563       0.317958E-001   1.04376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        97.9298                 NaN  0.971627       0.317979E-001   1.06673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        97.9069                 NaN  0.971690       0.318000E-001   1.08961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        97.8841                 NaN  0.971754       0.318020E-001   1.11239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        97.8631                 NaN  0.971812       0.318039E-001   1.13331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        97.8387                 NaN  0.971879       0.318061E-001   1.15766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        97.8161                 NaN  0.971942       0.318082E-001   1.18016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        97.7937                 NaN  0.972004       0.318102E-001   1.20251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        97.7713                 NaN  0.972066       0.318122E-001   1.22480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        97.7489                 NaN  0.972128       0.318143E-001   1.24713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        97.7269                 NaN  0.972189       0.318163E-001   1.26905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        97.7051                 NaN  0.972249       0.318182E-001   1.29083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        97.6830                 NaN  0.972310       0.318202E-001   1.31289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        97.6611                 NaN  0.972371       0.318222E-001   1.33468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        97.6394                 NaN  0.972431       0.318242E-001   1.35634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        97.6177                 NaN  0.972491       0.318262E-001   1.37802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        97.5962                 NaN  0.972550       0.318281E-001   1.39942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        97.5748                 NaN  0.972610       0.318300E-001   1.42081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        97.5534                 NaN  0.972669       0.318320E-001   1.44208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        97.5322                 NaN  0.972728       0.318339E-001   1.46328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        97.5110                 NaN  0.972786       0.318358E-001   1.48434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        97.4900                 NaN  0.972844       0.318377E-001   1.50533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        97.4690                 NaN  0.972902       0.318396E-001   1.52626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        97.4388                 NaN  0.972986       0.318424E-001   1.55640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        97.4146                 NaN  0.973053       0.318445E-001   1.58048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        97.3144                 NaN  0.973330       0.318536E-001   1.68043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        97.3862                 NaN  0.973131       0.318471E-001   1.60884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        97.3658                 NaN  0.973188       0.318490E-001   1.62915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        97.3454                 NaN  0.973244       0.318508E-001   1.64949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        97.3252                 NaN  0.973300       0.318526E-001   1.66963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        97.3051                 NaN  0.973356       0.318545E-001   1.68972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        97.2849                 NaN  0.973411       0.318563E-001   1.70981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        97.2651                 NaN  0.973466       0.318581E-001   1.72962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        97.2452                 NaN  0.973521       0.318599E-001   1.74941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        97.2255                 NaN  0.973576       0.318617E-001   1.76911                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        97.2057                 NaN  0.973630       0.318634E-001   1.78879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        97.1862                 NaN  0.973684       0.318652E-001   1.80820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        97.1364                 NaN  0.973822       0.318697E-001   1.85788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        97.1473                 NaN  0.973792       0.318687E-001   1.84702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        97.1282                 NaN  0.973845       0.318705E-001   1.86613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        97.1090                 NaN  0.973898       0.318722E-001   1.88524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        97.0899                 NaN  0.973950       0.318739E-001   1.90424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        97.0710                 NaN  0.974003       0.318756E-001   1.92316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        97.0521                 NaN  0.974055       0.318773E-001   1.94199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        97.0333                 NaN  0.974107       0.318790E-001   1.96070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        96.9885                 NaN  0.974230       0.318831E-001   2.00537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        96.9961                 NaN  0.974209       0.318824E-001   1.99780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        96.9776                 NaN  0.974260       0.318841E-001   2.01622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        96.9592                 NaN  0.974311       0.318857E-001   2.03458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        96.9410                 NaN  0.974362       0.318874E-001   2.05277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        96.9228                 NaN  0.974412       0.318890E-001   2.07087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        96.9048                 NaN  0.974462       0.318906E-001   2.08889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        96.8868                 NaN  0.974511       0.318923E-001   2.10682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        96.8689                 NaN  0.974561       0.318939E-001   2.12469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        96.8511                 NaN  0.974610       0.318955E-001   2.14239                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        96.8334                 NaN  0.974658       0.318971E-001   2.16003                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        96.8159                 NaN  0.974707       0.318987E-001   2.17754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        96.7984                 NaN  0.974755       0.319003E-001   2.19497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        96.7810                 NaN  0.974803       0.319018E-001   2.21230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        96.7637                 NaN  0.974851       0.319034E-001   2.22955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        96.7465                 NaN  0.974898       0.319049E-001   2.24668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        96.7294                 NaN  0.974945       0.319065E-001   2.26373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        96.7124                 NaN  0.974992       0.319080E-001   2.28070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        96.6955                 NaN  0.975039       0.319095E-001   2.29751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        96.6787                 NaN  0.975085       0.319111E-001   2.31428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        96.6621                 NaN  0.975131       0.319126E-001   2.33090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        96.6455                 NaN  0.975177       0.319141E-001   2.34745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        96.6290                 NaN  0.975222       0.319155E-001   2.36389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        96.6126                 NaN  0.975267       0.319170E-001   2.38024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        96.5770                 NaN  0.975365       0.319202E-001   2.41569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        96.5696                 NaN  0.975386       0.319209E-001   2.42313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        96.5639                 NaN  0.975401       0.319214E-001   2.42874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        96.5480                 NaN  0.975445       0.319228E-001   2.44466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        96.5320                 NaN  0.975489       0.319243E-001   2.46057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        96.5292                 NaN  0.975497       0.319245E-001   2.46334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        96.5005                 NaN  0.975576       0.319271E-001   2.49196                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        96.4848                 NaN  0.975619       0.319285E-001   2.50765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        96.4694                 NaN  0.975661       0.319299E-001   2.52299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        96.4540                 NaN  0.975704       0.319313E-001   2.53832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        96.4292                 NaN  0.975740       0.319325E-001   2.55157       0.115948E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        96.4150                 NaN  0.975889       0.319374E-001   2.56487       0.122884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        96.4016                 NaN  0.976045       0.319425E-001   2.57816       0.122218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        96.3885                 NaN  0.976199       0.319475E-001   2.59128       0.120693E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        96.3753                 NaN  0.976352       0.319525E-001   2.60440       0.120113E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        96.3623                 NaN  0.976504       0.319575E-001   2.61737       0.118785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        96.3493                 NaN  0.976655       0.319624E-001   2.63028       0.118100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        96.3364                 NaN  0.976805       0.319673E-001   2.64311       0.117010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        96.3215                 NaN  0.976956       0.319723E-001   2.65695       0.126505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        96.0348                 NaN  0.977017       0.315671E-001   2.63505       0.116769E-001  0.309918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.6294                 NaN            NaN            NaN            NaN  0.126580E-001  0.357971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3662                 NaN            NaN            NaN            NaN  0.129712E-001  0.620793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3693                 NaN            NaN            NaN            NaN  0.129015E-001  0.617752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3711                 NaN            NaN            NaN            NaN  0.128665E-001  0.616022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3711                 NaN            NaN            NaN            NaN  0.128541E-001  0.616065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3789                 NaN            NaN            NaN            NaN  0.127389E-001  0.608381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3818                 NaN            NaN            NaN            NaN  0.126748E-001  0.605497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3835                 NaN            NaN            NaN            NaN  0.126603E-001  0.603808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3866                 NaN            NaN            NaN            NaN  0.126019E-001  0.600818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3898                 NaN            NaN            NaN            NaN  0.125433E-001  0.597612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3932                 NaN            NaN            NaN            NaN  0.125081E-001  0.594316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3940                 NaN            NaN            NaN            NaN  0.125512E-001  0.593414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.4030                 NaN            NaN            NaN            NaN  0.123041E-001  0.584657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
