|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.5/K22/K22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1258.58        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1257.09        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1255.61        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1254.12        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1252.64        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1251.15        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1249.66        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1248.18        500.000                 NaN   96.1231                 NaN            NaN            NaN  0.517743       0.490294       0.432167        2.43672                 NaN            NaN
  1246.69        500.000                 NaN   90.8918                 NaN            NaN            NaN   2.04167       0.610211        1.03305        5.16909       0.254201                 NaN
  1245.20        500.000       0.295052E-001   99.7485                 NaN  0.905517E-002  0.338096E-002  0.273989E-001            NaN  0.434605E-001  0.138715                 NaN            NaN
  1243.72        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1242.23        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1240.75        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1239.26        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.77        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1236.29        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1234.80        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.140010E-005            NaN            NaN            NaN            NaN            NaN
  1233.32        500.000                 NaN   99.9999                 NaN  0.252411E-005            NaN  0.258550E-004  0.408760E-005  0.141437E-004  0.749262E-004  0.171864E-005            NaN
  1231.83        500.000                 NaN   51.2020                 NaN            NaN            NaN   12.5109        1.44707        5.71828        28.5306       0.591131                 NaN
  1230.34        500.000                 NaN   96.6038                 NaN            NaN            NaN  0.349447       0.519694       0.389595        2.01818       0.119295                 NaN
  1228.86        500.000                 NaN   96.7626                 NaN            NaN            NaN  0.496009       0.332117       0.370938        1.92569       0.112662                 NaN
  1227.37        500.000                 NaN   96.9079                 NaN            NaN            NaN  0.475698       0.315389       0.353856        1.84076       0.106408                 NaN
  1225.89        500.000                 NaN   97.0453                 NaN            NaN            NaN  0.456684       0.299183       0.337716        1.76051       0.100617                 NaN
  1224.40        500.000                 NaN   97.1715                 NaN            NaN            NaN  0.437996       0.285192       0.322700        1.68736       0.952566E-001            NaN
  1222.91        500.000                 NaN   97.2934                 NaN            NaN            NaN  0.278699       0.411450       0.307908        1.61810       0.904163E-001            NaN
  1221.43        500.000                 NaN   97.4003                 NaN            NaN            NaN  0.256739       0.407477       0.295511        1.55458       0.854425E-001            NaN
  1219.94        500.000                 NaN   97.4991                 NaN            NaN            NaN  0.244292       0.394501       0.283572        1.49739       0.811136E-001            NaN
  1218.46        500.000                 NaN   97.5974                 NaN            NaN            NaN  0.238225       0.375264       0.271711        1.44042       0.769658E-001            NaN
  1216.97        500.000                 NaN   97.6886                 NaN            NaN            NaN  0.226940       0.363035       0.260637        1.38762       0.731315E-001            NaN
  1215.48        500.000                 NaN   97.7678                 NaN            NaN            NaN  0.366376       0.204166       0.251475        1.34093       0.692324E-001            NaN
  1214.00        500.000                 NaN   97.8506                 NaN            NaN            NaN  0.350208       0.198387       0.241245        1.29367       0.659337E-001            NaN
  1212.51        500.000                 NaN   97.9249                 NaN            NaN            NaN  0.340420       0.189483       0.232225        1.25033       0.626701E-001            NaN
  1211.02        500.000                 NaN   97.9960                 NaN            NaN            NaN  0.181226       0.330075       0.223507        1.20957       0.596319E-001            NaN
  1209.54        500.000                 NaN   98.0630                 NaN            NaN            NaN  0.324284       0.169920       0.215422        1.17066       0.567016E-001            NaN
  1208.05        500.000                 NaN   98.1254                 NaN            NaN            NaN  0.161724       0.316305       0.207728        1.13477       0.540293E-001            NaN
  1206.57        500.000                 NaN   98.1901                 NaN            NaN            NaN  0.164169       0.296275       0.199618        1.09829       0.515889E-001            NaN
  1205.08        500.000                 NaN   98.2418                 NaN            NaN            NaN  0.307101       0.141576       0.193672        1.06694       0.489241E-001            NaN
  1203.59        500.000                 NaN   98.2978                 NaN            NaN            NaN  0.137242       0.296717       0.186650        1.03489       0.466843E-001            NaN
  1202.11        500.000                 NaN   98.3542                 NaN            NaN            NaN  0.275676       0.141522       0.179727        1.00422       0.446213E-001            NaN
  1200.62        500.000                 NaN   98.3882                 NaN            NaN            NaN  0.126276       0.287863       0.175479       0.979887       0.423364E-001            NaN
  1199.14        500.000                 NaN   98.4422                 NaN            NaN            NaN  0.284974       0.112713       0.169013       0.950674       0.404053E-001            NaN
  1197.65        500.000                 NaN   98.4877                 NaN            NaN            NaN  0.109363       0.276165       0.163372       0.924793       0.386444E-001            NaN
  1196.16        500.000                 NaN   98.5292                 NaN            NaN            NaN  0.103443       0.271653       0.158126       0.900723       0.368842E-001            NaN
  1194.68        500.000                 NaN   98.5705                 NaN            NaN            NaN  0.265859       0.983369E-001  0.153080       0.877018       0.352428E-001            NaN
  1193.19        500.000                 NaN   99.0481                 NaN            NaN            NaN  0.171254                 NaN  0.106286       0.644624       0.297028E-001            NaN
  1191.71        500.000                 NaN   98.2107                 NaN            NaN            NaN  0.145009       0.364510       0.184746        1.05803       0.370286E-001            NaN
  1190.22        500.000                 NaN   88.1586                 NaN            NaN            NaN  0.854846       0.125957       0.822977        5.03675       0.119109        4.88177     
  1188.73        500.000                 NaN   97.8889                 NaN            NaN            NaN  0.100800       0.115323       0.152906       0.871977       0.179992E-001  0.852083     
  1187.25        500.000                 NaN            NaN            NaN            NaN            NaN   11.6674       0.262863        7.51254        41.6797       0.708979        38.1685     
  1185.76        500.000                 NaN            NaN            NaN            NaN            NaN   11.9462       0.116126E-005   7.52082        41.6598       0.702797        38.1704     
  1184.28        500.000                 NaN            NaN            NaN            NaN            NaN   11.1622       0.770266        7.51681        41.6737       0.707865        38.1691     
  1182.79        500.000                 NaN            NaN            NaN            NaN            NaN   10.8970        1.03655        7.51895        41.6707       0.707297        38.1695     
  1181.30        500.000                 NaN            NaN            NaN            NaN            NaN   10.6441        1.29061        7.52102        41.6677       0.706741        38.1699     
  1179.82        500.000                 NaN            NaN            NaN            NaN            NaN   10.4130        1.52271        7.52299        41.6648       0.706213        38.1702     
  1178.33        500.000                 NaN            NaN            NaN            NaN            NaN  0.431997        11.5240        7.53472        41.6397       0.697924        38.1717     
  1176.84        500.000                 NaN            NaN            NaN            NaN            NaN   10.0922        1.84552        7.52683        41.6593       0.705231        38.1709     
  1175.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.415340        11.5445        7.54044        41.6317       0.696053        38.1719     
  1173.87        500.000                 NaN            NaN            NaN            NaN            NaN   10.6260        1.33264        7.54062        41.6308       0.696959        38.1730     
  1172.39        500.000                 NaN            NaN            NaN            NaN            NaN   9.62023        2.32453        7.53329        41.6469       0.702816        38.1722     
  1170.90        500.000                 NaN            NaN            NaN            NaN            NaN   1.46481        10.4943        7.54451        41.6269       0.696138        38.1734     
  1169.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.82257        10.1365        7.54576        41.6254       0.696041        38.1736     
  1167.93        500.000                 NaN            NaN            NaN            NaN            NaN   10.1193        1.83435        7.54592        41.6287       0.698653        38.1730     
  1166.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.35344        9.59942        7.54563        41.6290       0.698506        38.1740     
  1164.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.38608        10.5830        7.55899        41.6051       0.691628        38.1752     
  1163.47        500.000                 NaN            NaN            NaN            NaN            NaN   8.72890        3.21781        7.56189        41.6175       0.698248        38.1757     
  1161.98        500.000                 NaN            NaN            NaN            NaN            NaN   1.94730        10.0210        7.56159        41.6018       0.691881        38.1764     
  1160.50        500.000                 NaN            NaN            NaN            NaN            NaN   9.46841        2.49349        7.55650        41.6115       0.694342        38.1758     
  1159.01        500.000                 NaN            NaN            NaN            NaN            NaN   8.94020        3.00426        7.55268        41.6294       0.699594        38.1738     
  1157.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.34260        9.62214        7.56298        41.6019       0.693013        38.1774     
  1156.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.53605        9.42871        7.56352        41.6018       0.692846        38.1771     
  1154.55        500.000                 NaN            NaN            NaN            NaN            NaN   2.52189        9.44775        7.56937        41.5924       0.690830        38.1778     
  1153.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.70822        9.26069        7.56212        41.5983       0.691758        38.1789     
  1151.58        500.000                 NaN            NaN            NaN            NaN            NaN   3.06509        8.90078        7.55682        41.6041       0.692958        38.1803     
  1150.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.93495        3.03202        7.56484        41.5959       0.692189        38.1801     
  1148.61        500.000                 NaN            NaN            NaN            NaN            NaN   9.09546        2.87202        7.57226        41.5903       0.691284        38.1787     
  1147.12        500.000                 NaN            NaN            NaN            NaN            NaN   9.00394        2.96409        7.57185        41.5897       0.691157        38.1793     
  1145.64        500.000                 NaN            NaN            NaN            NaN            NaN   8.66192        3.30459        7.58168        41.5810       0.690809        38.1800     
  1144.15        500.000                 NaN            NaN            NaN            NaN            NaN   8.94783        3.02155        7.57775        41.5828       0.690286        38.1798     
  1142.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.06932        8.90054        7.57962        41.5803       0.690058        38.1802     
  1141.18        500.000                 NaN            NaN            NaN            NaN            NaN   8.84953        3.11635        7.57656        41.5854       0.691702        38.1804     
  1139.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.10157        8.87539        7.58802        41.5655       0.687521        38.1820     
  1138.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.16895        8.80336        7.58587        41.5717       0.688766        38.1814     
  1136.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.78638        3.18709        7.58761        41.5687       0.688337        38.1818     
  1135.23        500.000                 NaN            NaN            NaN            NaN            NaN   8.75735        3.21647        7.58938        41.5666       0.688035        38.1822     
  1133.75        500.000                 NaN            NaN            NaN            NaN            NaN   8.73395        3.24070        7.59139        41.5637       0.687622        38.1826     
  1132.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.26948        8.70567        7.59343        41.5611       0.687346        38.1830     
  1130.78        500.000                 NaN            NaN            NaN            NaN            NaN   8.66242        3.31191        7.59382        41.5610       0.687545        38.1832     
  1129.29        500.000                 NaN            NaN            NaN            NaN            NaN   8.66982        3.30738        7.59747        41.5551       0.686367        38.1839     
  1127.80        500.000                 NaN            NaN            NaN            NaN            NaN   8.64743        3.33039        7.59941        41.5525       0.686022        38.1843     
  1126.32        500.000                 NaN            NaN            NaN            NaN            NaN   3.35840        8.62068        7.60161        41.5491       0.685500        38.1848     
  1124.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.68620        3.29010        7.59804        41.5546       0.686692        38.1844     
  1123.35        500.000                 NaN            NaN            NaN            NaN            NaN   8.69826        3.28102        7.60011        41.5496       0.685984        38.1850     
  1121.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.39207        8.58951        7.60860        41.5400       0.684051        38.1858     
  1120.37        500.000                 NaN            NaN            NaN            NaN            NaN   8.55614        3.42649        7.61018        41.5371       0.683693        38.1864     
  1118.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.54027        3.44248        7.61105        41.5358       0.683635        38.1868     
  1117.40        500.000                 NaN            NaN            NaN            NaN            NaN   8.53000        3.45413        7.61350        41.5322       0.683006        38.1872     
  1115.92        500.000                 NaN            NaN            NaN            NaN            NaN   8.50825        3.47747        7.61490        41.5289       0.682691        38.1878     
  1114.43        500.000                 NaN            NaN            NaN            NaN            NaN   8.51166        3.47770        7.61954        41.5212       0.681286        38.1886     
  1112.94        500.000                 NaN            NaN            NaN            NaN            NaN   8.39601        3.58225        7.61558        41.5326       0.685787        38.1877     
  1111.46        500.000                 NaN            NaN            NaN            NaN            NaN   3.51700        8.47083        7.62168        41.5202       0.681262        38.1890     
  1109.97        500.000                 NaN            NaN            NaN            NaN            NaN   3.53530        8.45324        7.62358        41.5175       0.680915        38.1895     
  1108.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.44575        3.54414        7.62593        41.5139       0.680328        38.1900     
  1107.00        500.000                 NaN            NaN            NaN            NaN            NaN   3.55894        8.43192        7.62798        41.5108       0.679885        38.1905     
  1105.51        500.000                 NaN            NaN            NaN            NaN            NaN   8.42098        3.57091        7.63011        41.5076       0.679410        38.1910     
  1104.03        500.000                 NaN            NaN            NaN  0.591871E-005            NaN   8.41094        3.58195        7.63215        41.5046       0.678949        38.1914     
  1102.54        500.000                 NaN            NaN            NaN  0.994247E-001            NaN   8.13791        3.70729        7.62427        41.5258       0.686287        38.2190     
  1101.05        500.000                 NaN            NaN            NaN  0.470769                 NaN   7.15158        4.13931        7.58891        41.6136       0.714975        38.3209     
  1099.57        500.000                 NaN            NaN            NaN  0.694444                 NaN   6.56530        4.39320        7.56880        41.6638       0.731859        38.3826     
  1098.08        500.000                 NaN            NaN            NaN   1.04504                 NaN   5.71401        4.72121        7.53667        41.7458       0.758348        38.4789     
  1096.60        500.000                 NaN            NaN            NaN   1.04507                 NaN   5.71393        4.72125        7.53666        41.7458       0.758350        38.4789     
  1095.11        500.000                 NaN            NaN            NaN   1.04693                 NaN   5.70890        4.72349        7.53647        41.7463       0.758500        38.4794     
  1093.62        500.000                 NaN            NaN            NaN   1.76521                 NaN   3.81134        5.54620        7.46483        41.9208       0.815411        38.6762     
  1092.14        500.000                 NaN            NaN            NaN   2.01756                 NaN   3.17609        5.80439        7.44005        41.9814       0.835141        38.7454     
  1090.65        500.000                 NaN            NaN            NaN   2.07824                 NaN   5.84280        3.04769        7.43531        41.9939       0.839609        38.7624     
  1089.17        500.000                 NaN            NaN            NaN   2.21632                 NaN   2.71731        5.96707        7.42224        42.0262       0.850322        38.8005     
  1087.68        500.000                 NaN            NaN            NaN   2.34444                 NaN   2.40484        6.08956        7.41057        42.0545       0.860026        38.8361     
  1086.19        500.000                 NaN            NaN            NaN   2.50304                 NaN   2.01996        6.23763        7.39507        42.0921       0.872424        38.8798     
  1084.71        500.000                 NaN            NaN            NaN   2.57796                 NaN   1.84438        6.30416        7.38942        42.1054       0.877656        38.9011     
  1083.22        500.000                 NaN            NaN            NaN   2.68895                 NaN   1.59717        6.38230        7.37729        42.1362       0.886974        38.9311     
  1081.73        500.000                 NaN            NaN            NaN   2.77431                 NaN   6.44657        1.40590        7.36945        42.1553       0.893529        38.9549     
  1080.25        500.000                 NaN            NaN            NaN   2.86281                 NaN   1.21273        6.50766        7.36111        42.1758       0.900432        38.9794     
  1078.76        500.000                 NaN            NaN            NaN   2.91249                 NaN   1.11064        6.53707        7.35741        42.1848       0.903978        38.9936     
  1077.28        500.000                 NaN            NaN            NaN   3.01254                 NaN   6.61452       0.882947        7.34717        42.2097       0.911986        39.0211     
  1075.79        500.000                 NaN            NaN            NaN   3.08084                 NaN   6.65795       0.737879        7.34088        42.2250       0.917258        39.0402     
  1074.30        500.000                 NaN            NaN            NaN   3.10987                 NaN  0.695775        6.65814        7.33937        42.2288       0.919226        39.0488     
  1072.82        500.000                 NaN            NaN            NaN   3.40473                 NaN   6.91169                 NaN   7.30803        42.3024       0.943153        39.1300     
  1071.33        500.000                 NaN            NaN            NaN   3.41353                 NaN   6.89951                 NaN   7.30806        42.3026       0.943569        39.1328     
  1069.85        500.000                 NaN            NaN            NaN   3.42356                 NaN   6.88529                 NaN   7.30803        42.3030       0.944144        39.1359     
  1068.36        500.000                 NaN            NaN            NaN   3.36860                 NaN  0.152117        6.81598        7.31468        42.2883       0.939440        39.1209     
  1066.87        500.000                 NaN            NaN            NaN   3.41475                 NaN   6.83589       0.637766E-001   7.31063        42.2980       0.942970        39.1340     
  1065.39        500.000                 NaN            NaN            NaN   3.47829                 NaN   6.80530                 NaN   7.30685        42.3088       0.947846        39.1529     
  1063.90        500.000                 NaN            NaN            NaN   3.46824                 NaN   6.82010                 NaN   7.30713        42.3070       0.947236        39.1503     
  1062.42        500.000                 NaN            NaN            NaN   3.46698                 NaN   6.82209                 NaN   7.30709        42.3077       0.946899        39.1492     
  1060.93        500.000                 NaN            NaN            NaN   3.48237                 NaN   6.80106                 NaN   7.30742        42.3069       0.947718        39.1545     
  1059.44        500.000                 NaN            NaN            NaN   3.56211                 NaN   6.68692                 NaN   7.30734        42.3101       0.952798        39.1808     
  1057.96        500.000                 NaN            NaN            NaN   3.52444                 NaN   6.73846                 NaN   7.30702        42.3096       0.951193        39.1693     
  1056.47        500.000                 NaN            NaN            NaN   3.53228                 NaN   6.72690                 NaN   7.30717        42.3098       0.951805        39.1721     
  1054.99        500.000                 NaN            NaN            NaN   3.53228                 NaN   6.72690                 NaN   7.30717        42.3098       0.951805        39.1721     
  1053.50        500.000                 NaN            NaN            NaN   3.53228                 NaN   6.72690                 NaN   7.30717        42.3098       0.951805        39.1721     
  1052.01        500.000                 NaN            NaN            NaN   3.56211                 NaN   6.68692                 NaN   7.30734        42.3101       0.952798        39.1808     
  1050.53        500.000                 NaN            NaN            NaN   3.53228                 NaN   6.72690                 NaN   7.30717        42.3098       0.951805        39.1721     
  1049.04        500.000                 NaN            NaN            NaN   3.56630                 NaN   6.68122                 NaN   7.30744        42.3098       0.952998        39.1822     
  1047.55        500.000                 NaN            NaN            NaN   3.56686                 NaN   6.68125                 NaN   7.30794        42.3085       0.952840        39.1826     
  1046.07        500.000                 NaN            NaN            NaN   3.56981                 NaN   6.67643                 NaN   7.30758        42.3096       0.953175        39.1834     
  1044.58        500.000                 NaN            NaN            NaN   3.57121                 NaN   6.67444                 NaN   7.30759        42.3096       0.953261        39.1839     
  1043.10        500.000                 NaN            NaN            NaN   3.57240                 NaN   6.67276                 NaN   7.30761        42.3096       0.953333        39.1843     
  1041.61        500.000                 NaN            NaN            NaN   3.57877                 NaN   6.66388                 NaN   7.30780        42.3094       0.953675        39.1865     
  1040.12        500.000                 NaN            NaN            NaN   3.57276                 NaN   6.67211                 NaN   7.30756        42.3098       0.953382        39.1844     
  1038.64        500.000                 NaN            NaN            NaN   3.62690                 NaN   6.59490                 NaN   7.30922        42.3073       0.957097        39.2046     
  1037.15        500.000                 NaN            NaN            NaN   3.65203                 NaN   6.56291                 NaN   7.31082        42.3047       0.957390        39.2122     
  1035.67        500.000                 NaN            NaN            NaN   3.65592                 NaN   6.55761                 NaN   7.31101        42.3043       0.957581        39.2136     
  1034.18        500.000                 NaN            NaN            NaN   3.65674                 NaN   6.55586                 NaN   7.31100        42.3052       0.957558        39.2136     
  1032.69        500.000                 NaN            NaN            NaN   3.66384                 NaN   6.54628                 NaN   7.31111        42.3044       0.958075        39.2163     
  1031.21        500.000                 NaN            NaN            NaN   3.66791                 NaN   6.54062                 NaN   7.31122        42.3043       0.958301        39.2177     
  1029.72        500.000                 NaN            NaN            NaN   3.67224                 NaN   6.53474                 NaN   7.31149        42.3038       0.958507        39.2192     
  1028.24        500.000                 NaN            NaN            NaN   3.67655                 NaN   6.52887                 NaN   7.31171        42.3034       0.958714        39.2208     
  1026.75        500.000                 NaN            NaN            NaN   3.70393                 NaN   6.48982                 NaN   7.31251        42.3028       0.960476        39.2305     
  1025.26        500.000                 NaN            NaN            NaN   3.70396                 NaN   6.48978                 NaN   7.31251        42.3028       0.960478        39.2305     
  1023.78        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1022.29        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1020.81        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1019.32        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1017.83        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1016.35        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1014.86        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1013.37        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1011.89        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1010.40        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1008.92        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1007.43        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1005.94        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1004.46        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1002.97        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1001.49        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
  1000.00        500.000                 NaN            NaN            NaN   3.70397                 NaN   6.48976                 NaN   7.31251        42.3028       0.960479        39.2305     
