|6.6.6
Archiving\03_Data\eq/QFM_m4.75/NWA1068/NWA1068_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1836.54        2500.00        95.6023       0.787308        3.56257       0.478507E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        95.5758       0.787367        3.58894       0.478543E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        95.5494       0.787426        3.61532       0.478579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        95.5229       0.787485        3.64171       0.478615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        95.4965       0.787544        3.66810       0.478651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        95.4700       0.787602        3.69449       0.478686E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        95.4447       0.787659        3.71972       0.478721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        95.4195       0.787715        3.74495       0.478755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        95.3942       0.787771        3.77019       0.478789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        95.3689       0.787828        3.79543       0.478823E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        95.3436       0.787884        3.82067       0.478858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        95.3183       0.787940        3.84592       0.478892E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        95.2929       0.787997        3.87117       0.478926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        95.2676       0.788053        3.89642       0.478960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        95.2435       0.788107        3.92052       0.478993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        95.2193       0.788161        3.94463       0.479026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        95.1951       0.788214        3.96873       0.479058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        95.1710       0.788268        3.99285       0.479091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        95.1468       0.788322        4.01696       0.479124E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        95.1226       0.788376        4.04108       0.479156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        95.0985       0.788430        4.06520       0.479189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        95.0743       0.788483        4.08932       0.479222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        95.0513       0.788535        4.11228       0.479253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        95.0282       0.788586        4.13525       0.479284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        95.0052       0.788637        4.15822       0.479315E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        94.9822       0.788688        4.18119       0.479346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        94.9592       0.788739        4.20416       0.479377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        94.9361       0.788791        4.22714       0.479408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        94.9131       0.788842        4.25012       0.479440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        94.8901       0.788893        4.27311       0.479471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        94.8682       0.788942        4.29494       0.479500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        94.8463       0.788990        4.31678       0.479530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        94.8244       0.789039        4.33861       0.479559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        94.8025       0.789088        4.36045       0.479589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        94.7806       0.789136        4.38230       0.479619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        94.7587       0.789185        4.40414       0.479648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        94.7368       0.789233        4.42599       0.479678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        94.7149       0.789282        4.44784       0.479707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        94.6942       0.789328        4.46854       0.479735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        94.6734       0.789374        4.48925       0.479763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        94.6526       0.789420        4.50995       0.479791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        94.6319       0.789466        4.53066       0.479819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        94.6111       0.789512        4.55137       0.479847E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        94.5904       0.789559        4.57208       0.479875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        94.5696       0.789605        4.59280       0.479903E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        94.5488       0.789651        4.61352       0.479931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        94.5289       0.789695        4.63336       0.479958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        94.5091       0.789739        4.65321       0.479985E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        94.4892       0.789783        4.67306       0.480012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        94.4693       0.789827        4.69291       0.480038E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        94.4498       0.789870        4.71235       0.480065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        94.4303       0.789913        4.73179       0.480091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        94.4111       0.789956        4.75096       0.480117E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        94.3914       0.789998        4.76990       0.480142E-001  0.722178E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        94.3606       0.790033        4.78565       0.480164E-001  0.157232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        94.3298       0.790068        4.80139       0.480185E-001  0.307255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        94.2990       0.790103        4.81714       0.480206E-001  0.457291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        94.2682       0.790137        4.83289       0.480227E-001  0.607341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        94.2374       0.790172        4.84864       0.480248E-001  0.757404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        94.2066       0.790207        4.86439       0.480269E-001  0.907480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        94.1758       0.790242        4.88014       0.480290E-001  0.105757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        94.1450       0.790277        4.89589       0.480312E-001  0.120767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        94.1327       0.790290        4.90206       0.480320E-001  0.126895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        93.3937       0.790147        4.83873       0.469796E-001  0.152076       0.778366                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        92.7008       0.789985        4.76675       0.459575E-001  0.168640        1.52791                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        92.0081       0.789823        4.69479       0.449358E-001  0.185198        2.27715                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        91.3240       0.789647        4.61692       0.439016E-001  0.201325        3.02422                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        90.6402       0.789472        4.53907       0.428678E-001  0.217445        3.77095                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        89.9567       0.789297        4.46127       0.418345E-001  0.233558        4.51736                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        89.2735       0.789122        4.38349       0.408017E-001  0.249663        5.26344                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        88.6113       0.788919        4.29334       0.397534E-001  0.264998        6.00172                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        87.9494       0.788716        4.20323       0.387057E-001  0.280324        6.73962                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        87.2879       0.788514        4.11317       0.376585E-001  0.295643        7.47715                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        86.6267       0.788311        4.02316       0.366118E-001  0.310954        8.21429                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        85.9658       0.788109        3.93319       0.355657E-001  0.326257        8.95106                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        85.3053       0.787906        3.84327       0.345201E-001  0.341552        9.68745                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        84.6451       0.787704        3.75340       0.334751E-001  0.356839        10.4235                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        83.9853       0.787502        3.66357       0.324306E-001  0.372119        11.1591                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        83.3600       0.787262        3.55664       0.313859E-001  0.386379        11.8783                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        82.7351       0.787022        3.44978       0.303419E-001  0.400631        12.5971                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        82.1106       0.786782        3.34298       0.292986E-001  0.414873        13.3155                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        81.4864       0.786542        3.23625       0.282558E-001  0.429108        14.0334                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        80.8626       0.786302        3.12959       0.272137E-001  0.443333        14.7509                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        80.2393       0.786062        3.02298       0.261723E-001  0.457550        15.4680                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        79.6163       0.785823        2.91645       0.251314E-001  0.471758        16.1846                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        78.9936       0.785584        2.80998       0.240912E-001  0.485958        16.9008                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        78.4078       0.785303        2.68469       0.230637E-001  0.499163        17.6000                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        77.8224       0.785021        2.55950       0.220370E-001  0.512360        18.2987                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        77.2374       0.784741        2.43440       0.210109E-001  0.525546        18.9969                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        76.6528       0.784460        2.30938       0.199856E-001  0.538723        19.6946                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        76.0686       0.784179        2.18446       0.189611E-001  0.551891        20.3919                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        75.4849       0.783899        2.05962       0.179372E-001  0.565049        21.0886                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        74.9016       0.783619        1.93487       0.169141E-001  0.578198        21.7848                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        74.3187       0.783339        1.81022       0.158917E-001  0.591338        22.4805                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        73.7571       0.783029        1.67213       0.148757E-001  0.603967        23.1689                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        73.1959       0.782720        1.53416       0.138605E-001  0.616585        23.8568                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        72.6410       0.782400        1.39181       0.128465E-001  0.628753        24.5432                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        71.4471       0.782340        1.36395       0.129024E-001  0.644706        24.5520        1.19697                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        70.1928       0.782306        1.34810       0.130524E-001  0.660197        24.5046        2.49890                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        68.9387       0.782273        1.33225       0.132025E-001  0.675686        24.4571        3.80072                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        67.6847       0.782240        1.31640       0.133526E-001  0.691173        24.4097        5.10243                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        66.4308       0.782206        1.30056       0.135026E-001  0.706660        24.3623        6.40403                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        65.0613       0.782198        1.29570       0.136748E-001  0.721653        24.3030        7.82248                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        63.6918       0.782189        1.29084       0.138469E-001  0.736646        24.2437        9.24090                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        62.3224       0.782181        1.28598       0.140190E-001  0.751638        24.1845        10.6593                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        60.9530       0.782173        1.28112       0.141912E-001  0.766631        24.1252        12.0776                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        59.4696       0.782172        1.27993       0.143152E-001  0.781313        24.0943        13.5783                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        57.7799       0.782195        1.28922       0.143125E-001  0.793908        24.1455       0.968523        14.2264                 NaN            NaN            NaN            NaN
  1490.38        2500.00        57.7799       0.782195        1.28922       0.143125E-001  0.793908        24.1455       0.968523        14.2264                 NaN            NaN            NaN            NaN
  1487.18        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1483.97        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1480.77        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1477.56        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1474.36        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1471.15        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1467.95        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1464.74        2500.00        54.4289       0.782214        1.29565       0.141707E-001  0.818267        24.3308        3.59900        14.7310                 NaN            NaN            NaN            NaN
  1461.54        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1458.33        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1455.13        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1451.92        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1448.72        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1445.51        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1442.31        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1439.10        2500.00        43.2365       0.781675        1.04917       0.129562E-001  0.923967        25.5264        16.4875        11.9819                 NaN            NaN            NaN            NaN
  1435.90        2500.00        34.6745       0.780142       0.361442       0.104936E-001   1.06592        27.6610        17.1327        18.3138                 NaN            NaN            NaN            NaN
  1432.69        2500.00        34.6745       0.780142       0.361442       0.104936E-001   1.06592        27.6610        17.1327        18.3138                 NaN            NaN            NaN            NaN
  1429.49        2500.00        32.8448       0.779593       0.115784       0.964977E-002   1.10999        28.3736        17.0576        19.7090                 NaN            NaN            NaN            NaN
  1426.28        2500.00        31.9530       0.779334                 NaN  0.926920E-002   1.13399        28.7009        17.0410        20.3826                 NaN            NaN            NaN            NaN
  1423.08        2500.00        30.9598       0.779335                 NaN  0.935379E-002   1.15850        28.6751        17.4011        21.0168                 NaN            NaN            NaN            NaN
  1419.87        2500.00        30.9598       0.779335                 NaN  0.935379E-002   1.15850        28.6751        17.4011        21.0168                 NaN            NaN            NaN            NaN
  1416.67        2500.00        29.0732       0.779338                 NaN  0.952163E-002   1.21084        28.6039        22.2203        18.1029                 NaN            NaN            NaN            NaN
  1413.46        2500.00        28.1780       0.779339                 NaN  0.960887E-002   1.23791        28.5627        22.7880        18.4445                 NaN            NaN            NaN            NaN
  1410.26        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1407.05        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1403.85        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1400.64        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1397.44        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1394.23        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1391.03        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1387.82        2500.00        26.8004       0.779340                 NaN  0.951594E-002   1.24920        28.6829        18.8538        23.2952       0.329560                 NaN            NaN            NaN
  1384.62        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1381.41        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1378.21        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1375.00        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1371.79        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1368.59        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1365.38        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
  1362.18        2500.00        17.3882       0.779351                 NaN  0.808989E-002   1.26402        29.8085        21.7946        25.4697        3.48744                 NaN            NaN            NaN
