|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1546.78        2500.00                 NaN            NaN            NaN   99.4189       0.511264       0.698464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.32        2500.00                 NaN            NaN            NaN   99.4218       0.532646       0.455651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00                 NaN            NaN            NaN   99.4289       0.525358       0.457885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.39        2500.00                 NaN            NaN            NaN   99.4306       0.525172       0.442373E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.93        2500.00                 NaN            NaN            NaN   99.4366       0.518468       0.449560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.47        2500.00                 NaN            NaN            NaN   98.9686       0.972715       0.587032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.01        2500.00                 NaN            NaN            NaN   99.8988       0.954153E-001  0.578779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.55        2500.00                 NaN            NaN            NaN   99.4467       0.510902       0.423534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.08        2500.00                 NaN            NaN            NaN   99.6141       0.357139       0.287270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.62        2500.00                 NaN            NaN            NaN   99.2959       0.652262       0.518292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.16        2500.00                 NaN            NaN            NaN   98.9936       0.928252       0.781785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.70        2500.00                 NaN            NaN            NaN   99.9026       0.784737E-001  0.189058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.24        2500.00                 NaN            NaN            NaN   99.5385       0.448528       0.129931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.77        2500.00                 NaN            NaN            NaN   99.4247       0.529694       0.455894E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        2500.00                 NaN            NaN            NaN   99.4729       0.498381       0.287437E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.85        2500.00                 NaN            NaN            NaN   99.4767       0.488288       0.350010E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.39        2500.00                 NaN            NaN            NaN   99.6208       0.331676       0.474963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.93        2500.00                 NaN            NaN            NaN   99.3421       0.637524       0.204116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.46        2500.00                 NaN            NaN            NaN   99.4868       0.480527       0.326510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.00        2500.00                 NaN            NaN            NaN   99.4889       0.479279       0.318569E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.54        2500.00                 NaN            NaN            NaN   99.4928       0.476608       0.306058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.08        2500.00                 NaN            NaN            NaN   99.4961       0.473366       0.304872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN            NaN            NaN   99.4981       0.473013       0.288875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.15        2500.00                 NaN            NaN            NaN   99.5017       0.469945       0.283418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.69        2500.00                 NaN            NaN            NaN   99.5045       0.467091       0.284198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.23        2500.00                 NaN            NaN            NaN   99.5084       0.465221       0.264048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00                 NaN            NaN            NaN   99.5096       0.464559       0.258305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.31        2500.00                 NaN            NaN            NaN   99.5136       0.460911       0.254784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.85        2500.00                 NaN            NaN            NaN   99.6098       0.372185       0.180156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.38        2500.00                 NaN            NaN            NaN   99.4341       0.536296       0.296320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.92        2500.00                 NaN            NaN            NaN   99.5090       0.469083       0.219505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.46        2500.00                 NaN            NaN            NaN   99.4432       0.530190       0.266362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00                 NaN            NaN            NaN   99.7565       0.232713       0.107680E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.54        2500.00                 NaN            NaN            NaN   99.3791       0.594415       0.264678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.07        2500.00                 NaN            NaN            NaN   99.5309       0.449312       0.197560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.61        2500.00                 NaN            NaN            NaN   99.4791       0.499828       0.210299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.15        2500.00                 NaN            NaN            NaN   99.5897       0.394676       0.155798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.69        2500.00                 NaN            NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN            NaN            NaN   99.0777       0.889997       0.322981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.76        2500.00                 NaN            NaN            NaN   99.3420       0.642442       0.156007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.30        2500.00                 NaN            NaN            NaN   99.9190       0.784384E-001  0.256559E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.84        2500.00                 NaN            NaN            NaN   99.3671       0.615613       0.173291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.38        2500.00                 NaN            NaN            NaN   99.5475       0.439682       0.128327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.92        2500.00                 NaN            NaN            NaN   99.5507       0.437462       0.118431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.45        2500.00                 NaN            NaN            NaN   99.5513       0.437991       0.107422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.99        2500.00                 NaN            NaN            NaN   99.7455                 NaN            NaN            NaN  0.254538                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.53        2500.00                 NaN            NaN            NaN   98.6901       0.588890       0.863787E-001            NaN  0.634631                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.07        2500.00                 NaN            NaN            NaN   99.0194       0.287495       0.579388E-001            NaN  0.635139                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.61        2500.00                 NaN            NaN            NaN   99.2707       0.213680       0.428172E-001            NaN  0.472780                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.14        2500.00                 NaN            NaN            NaN   99.9290                 NaN  0.191025E-001            NaN  0.518487E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN            NaN            NaN   98.3515       0.265439       0.474904E-001            NaN  0.350040       0.985488                 NaN            NaN            NaN            NaN            NaN
  1472.22        2500.00                 NaN            NaN            NaN   99.1402       0.780676E-001  0.250912E-001            NaN  0.502080       0.254555                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN            NaN            NaN   99.1467       0.753011E-001  0.240210E-001            NaN  0.497861       0.256148                 NaN            NaN            NaN            NaN            NaN
  1469.30        2500.00                 NaN            NaN            NaN   99.1538       0.738525E-001  0.228214E-001            NaN  0.256236       0.493313                 NaN            NaN            NaN            NaN            NaN
  1467.83        2500.00                 NaN            NaN            NaN   99.1597       0.715506E-001  0.217197E-001            NaN  0.257508       0.489512                 NaN            NaN            NaN            NaN            NaN
  1466.37        2500.00                 NaN            NaN            NaN   99.1659       0.686148E-001  0.206505E-001            NaN  0.259502       0.485378                 NaN            NaN            NaN            NaN            NaN
  1464.91        2500.00                 NaN            NaN            NaN   99.1727       0.640836E-001  0.197822E-001            NaN  0.262704       0.480700                 NaN            NaN            NaN            NaN            NaN
  1463.45        2500.00                 NaN            NaN            NaN   99.1786       0.635026E-001  0.187626E-001            NaN  0.261668       0.477461                 NaN            NaN            NaN            NaN            NaN
  1461.99        2500.00                 NaN            NaN            NaN   99.1829       0.616745E-001  0.177625E-001            NaN  0.474553       0.263066                 NaN            NaN            NaN            NaN            NaN
  1460.52        2500.00                 NaN            NaN            NaN   99.1907       0.588897E-001  0.167861E-001            NaN  0.469671       0.263937                 NaN            NaN            NaN            NaN            NaN
  1459.06        2500.00                 NaN            NaN            NaN   99.1978       0.573274E-001  0.156042E-001            NaN  0.264341       0.464919                 NaN            NaN            NaN            NaN            NaN
  1457.60        2500.00                 NaN            NaN            NaN   99.1996       0.614568E-001  0.322623E-003            NaN  0.279646       0.458962                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00                 NaN            NaN            NaN   99.2114       0.495010E-001  0.280163E-001            NaN  0.461415       0.249643                 NaN            NaN            NaN            NaN            NaN
  1454.68        2500.00                 NaN            NaN            NaN   99.2137       0.516978E-001  0.128562E-001            NaN  0.454629       0.267085                 NaN            NaN            NaN            NaN            NaN
  1453.21        2500.00                 NaN            NaN            NaN   99.2199       0.536358E-001  0.115823E-001            NaN  0.451321       0.263580                 NaN            NaN            NaN            NaN            NaN
  1451.75        2500.00                 NaN            NaN            NaN   99.2239       0.480670E-001  0.109999E-001            NaN  0.268626       0.448385                 NaN            NaN            NaN            NaN            NaN
  1450.29        2500.00                 NaN            NaN            NaN   99.2280       0.573501E-001  0.963435E-002            NaN  0.257787       0.447274                 NaN            NaN            NaN            NaN            NaN
  1448.83        2500.00                 NaN            NaN            NaN   99.2378       0.493880E-001  0.875165E-002            NaN  0.440307       0.263724                 NaN            NaN            NaN            NaN            NaN
  1447.37        2500.00                 NaN            NaN            NaN   99.2403       0.503400E-001  0.791777E-002            NaN  0.439047       0.262404                 NaN            NaN            NaN            NaN            NaN
  1445.90        2500.00                 NaN            NaN            NaN   99.2458       0.503324E-001  0.691998E-002            NaN  0.435656       0.261285                 NaN            NaN            NaN            NaN            NaN
  1444.44        2500.00                 NaN            NaN            NaN   99.2505       0.501465E-001  0.603652E-002            NaN  0.432973       0.260357                 NaN            NaN            NaN            NaN            NaN
  1442.98        2500.00                 NaN            NaN            NaN   99.2551       0.493717E-001  0.520815E-002            NaN  0.260049       0.430275                 NaN            NaN            NaN            NaN            NaN
  1441.52        2500.00                 NaN            NaN            NaN   99.2601       0.496248E-001  0.433969E-002            NaN  0.258541       0.427350                 NaN            NaN            NaN            NaN            NaN
  1440.06        2500.00                 NaN            NaN            NaN   99.2646       0.475437E-001  0.357202E-002            NaN  0.259702       0.424589                 NaN            NaN            NaN            NaN            NaN
  1438.59        2500.00                 NaN            NaN            NaN   99.2692       0.491872E-001  0.255866E-002            NaN  0.257006       0.422027                 NaN            NaN            NaN            NaN            NaN
  1437.13        2500.00                 NaN            NaN            NaN   99.2734       0.497569E-001  0.181783E-002            NaN  0.419754       0.255316                 NaN            NaN            NaN            NaN            NaN
  1435.67        2500.00                 NaN            NaN            NaN   99.4099       0.456537E-001  0.152113E-003            NaN  0.342167       0.202148                 NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN            NaN            NaN   99.1569       0.120301       0.924201E-001            NaN  0.508199       0.122149                 NaN            NaN            NaN            NaN            NaN
  1432.75        2500.00                 NaN            NaN            NaN   99.3025                 NaN            NaN            NaN  0.283927       0.413587                 NaN            NaN            NaN            NaN            NaN
  1431.28        2500.00                 NaN            NaN            NaN   99.2921       0.100459E-001            NaN            NaN  0.407099       0.290794                 NaN            NaN            NaN            NaN            NaN
  1429.82        2500.00                 NaN            NaN            NaN   99.2957       0.516713E-001            NaN            NaN  0.407860       0.244789                 NaN            NaN            NaN            NaN            NaN
  1428.36        2500.00                 NaN            NaN            NaN   99.3035       0.498893E-001  0.133991E-001            NaN  0.408022       0.225202                 NaN            NaN            NaN            NaN            NaN
  1426.90        2500.00                 NaN            NaN            NaN   99.3045       0.493745E-001  0.299188E-005            NaN  0.243140       0.402944                 NaN            NaN            NaN            NaN            NaN
  1425.44        2500.00                 NaN            NaN            NaN   99.3087       0.527935E-001            NaN            NaN  0.401257       0.237207                 NaN            NaN            NaN            NaN            NaN
  1423.97        2500.00                 NaN            NaN            NaN   99.3130       0.534940E-001            NaN            NaN  0.234377       0.399161                 NaN            NaN            NaN            NaN            NaN
  1422.51        2500.00                 NaN            NaN            NaN   99.3166       0.536959E-001            NaN            NaN  0.397322       0.232408                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00                 NaN            NaN            NaN   99.2511       0.488275E-001  0.540475E-005            NaN  0.268401       0.396089       0.355468E-001            NaN            NaN            NaN            NaN
  1419.59        2500.00                 NaN            NaN            NaN   98.5338       0.132412E-001  0.185318E-002            NaN  0.399913       0.644152       0.407000                 NaN            NaN            NaN            NaN
  1418.13        2500.00                 NaN            NaN            NaN   98.5387                 NaN  0.149830                 NaN  0.465061       0.417368       0.429001                 NaN            NaN            NaN            NaN
  1416.66        2500.00                 NaN            NaN            NaN   98.5606                 NaN  0.148785                 NaN  0.411424       0.456552       0.422669                 NaN            NaN            NaN            NaN
  1415.20        2500.00                 NaN            NaN            NaN   98.5827                 NaN  0.147803                 NaN  0.404937       0.448322       0.416263                 NaN            NaN            NaN            NaN
  1413.74        2500.00                 NaN            NaN            NaN   98.6059                 NaN  0.146251                 NaN  0.398254       0.440251       0.409305                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN            NaN            NaN   98.6267                 NaN  0.145959                 NaN  0.392591       0.431524       0.403257                 NaN            NaN            NaN            NaN
  1410.82        2500.00                 NaN            NaN            NaN   98.6471                 NaN  0.144981                 NaN  0.423919       0.386769       0.397274                 NaN            NaN            NaN            NaN
  1409.35        2500.00                 NaN            NaN            NaN   98.6661                 NaN  0.144295                 NaN  0.416483       0.381534       0.391596                 NaN            NaN            NaN            NaN
  1407.89        2500.00                 NaN            NaN            NaN   98.6835                 NaN  0.144104                 NaN  0.375755       0.409771       0.386842                 NaN            NaN            NaN            NaN
  1406.43        2500.00                 NaN            NaN            NaN   98.7071                 NaN  0.140417                 NaN  0.369768       0.403559       0.379140                 NaN            NaN            NaN            NaN
  1404.97        2500.00                 NaN            NaN            NaN   98.7234                 NaN  0.143368                 NaN  0.365300       0.392896       0.375019                 NaN            NaN            NaN            NaN
  1403.51        2500.00                 NaN            NaN            NaN   98.7419                 NaN  0.140730                 NaN  0.359857       0.388293       0.369269                 NaN            NaN            NaN            NaN
  1402.04        2500.00                 NaN            NaN            NaN   98.7592                 NaN  0.140137                 NaN  0.355103       0.381309       0.364219                 NaN            NaN            NaN            NaN
  1400.58        2500.00                 NaN            NaN            NaN   98.7751                 NaN  0.139649                 NaN  0.375234       0.350529       0.359537                 NaN            NaN            NaN            NaN
  1399.12        2500.00                 NaN            NaN            NaN   98.7942                 NaN  0.138292                 NaN  0.345303       0.368466       0.353738                 NaN            NaN            NaN            NaN
  1397.66        2500.00                 NaN            NaN            NaN   98.8093                 NaN  0.137892                 NaN  0.340998       0.362432       0.349405                 NaN            NaN            NaN            NaN
  1396.20        2500.00                 NaN            NaN            NaN   98.8257                 NaN  0.137027                 NaN  0.356150       0.336546       0.344543                 NaN            NaN            NaN            NaN
  1394.73        2500.00                 NaN            NaN            NaN   98.8413                 NaN  0.136415                 NaN  0.331400       0.350862       0.340024                 NaN            NaN            NaN            NaN
  1393.27        2500.00                 NaN            NaN            NaN   98.8571                 NaN  0.135556                 NaN  0.327644       0.344578       0.335161                 NaN            NaN            NaN            NaN
  1391.81        2500.00                 NaN            NaN            NaN   98.8718                 NaN  0.134688                 NaN  0.323135       0.339641       0.330782                 NaN            NaN            NaN            NaN
  1390.35        2500.00                 NaN            NaN            NaN   98.8861                 NaN  0.134224                 NaN  0.319062       0.333991       0.326643                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN            NaN            NaN   98.9006                 NaN  0.133249                 NaN  0.329021       0.314835       0.322329                 NaN            NaN            NaN            NaN
  1387.42        2500.00                 NaN            NaN            NaN   98.9145                 NaN  0.132645                 NaN  0.311244       0.323561       0.318046                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN            NaN            NaN   98.9283                 NaN  0.131935                 NaN  0.306980       0.318767       0.313991                 NaN            NaN            NaN            NaN
  1384.50        2500.00                 NaN            NaN            NaN   98.9415                 NaN  0.131494                 NaN  0.303433       0.313462       0.310126                 NaN            NaN            NaN            NaN
  1383.04        2500.00                 NaN            NaN            NaN   98.9544                 NaN  0.130529                 NaN  0.299564       0.309381       0.306120                 NaN            NaN            NaN            NaN
  1381.58        2500.00                 NaN            NaN            NaN   98.9665                 NaN  0.130250                 NaN  0.296457       0.304282       0.302510                 NaN            NaN            NaN            NaN
  1380.11        2500.00                 NaN            NaN            NaN   98.9795                 NaN  0.129286                 NaN  0.292486       0.300048       0.298689                 NaN            NaN            NaN            NaN
  1378.65        2500.00                 NaN            NaN            NaN   98.9930                 NaN  0.128337                 NaN  0.288619       0.295452       0.294549                 NaN            NaN            NaN            NaN
  1377.19        2500.00                 NaN            NaN            NaN   99.0038                 NaN  0.127950                 NaN  0.285541       0.291337       0.291330                 NaN            NaN            NaN            NaN
  1375.73        2500.00                 NaN            NaN            NaN   99.0158                 NaN  0.127180                 NaN  0.287213       0.282133       0.287692                 NaN            NaN            NaN            NaN
  1374.27        2500.00                 NaN            NaN            NaN   99.0068                 NaN  0.133401                 NaN  0.287080       0.280376       0.292356                 NaN            NaN            NaN            NaN
  1372.80        2500.00                 NaN            NaN            NaN   99.0555                 NaN  0.119389                 NaN  0.268075       0.282770       0.274273                 NaN            NaN            NaN            NaN
  1371.34        2500.00                 NaN            NaN            NaN   99.0480                 NaN  0.125506                 NaN  0.272842       0.275613       0.277993                 NaN            NaN            NaN            NaN
  1369.88        2500.00                 NaN            NaN            NaN   99.0622                 NaN  0.124044                 NaN  0.269059       0.271123       0.273618                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN            NaN            NaN   99.0714                 NaN  0.123911                 NaN  0.267440       0.266380       0.270908                 NaN            NaN            NaN            NaN
  1366.96        2500.00                 NaN            NaN            NaN   99.0821                 NaN  0.123583                 NaN  0.263148       0.263296       0.267848                 NaN            NaN            NaN            NaN
  1365.49        2500.00                 NaN            NaN            NaN   99.0929                 NaN  0.121608                 NaN  0.259962       0.261337       0.264183                 NaN            NaN            NaN            NaN
  1364.03        2500.00                 NaN            NaN            NaN   99.1023                 NaN  0.121707                 NaN  0.257466       0.257079       0.261477                 NaN            NaN            NaN            NaN
  1362.57        2500.00                 NaN            NaN            NaN   99.1125                 NaN  0.121153                 NaN  0.253086       0.254797       0.258441                 NaN            NaN            NaN            NaN
  1361.11        2500.00                 NaN            NaN            NaN   99.1217                 NaN  0.120239                 NaN  0.251719       0.250705       0.255647                 NaN            NaN            NaN            NaN
  1359.65        2500.00                 NaN            NaN            NaN   99.1317                 NaN  0.119393                 NaN  0.247378       0.249079       0.252417                 NaN            NaN            NaN            NaN
  1358.19        2500.00                 NaN            NaN            NaN   99.1397                 NaN  0.119091                 NaN  0.244231       0.246907       0.250067                 NaN            NaN            NaN            NaN
  1356.72        2500.00                 NaN            NaN            NaN   99.1491                 NaN  0.119579                 NaN  0.244063       0.239600       0.247611                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN            NaN            NaN   99.1588                 NaN  0.115803                 NaN  0.240493       0.241111       0.243774                 NaN            NaN            NaN            NaN
  1353.80        2500.00                 NaN            NaN            NaN   99.1674                 NaN  0.116470                 NaN  0.238874       0.235853       0.241381                 NaN            NaN            NaN            NaN
  1352.34        2500.00                 NaN            NaN            NaN   99.1755                 NaN  0.116122                 NaN  0.236398       0.232895       0.239054                 NaN            NaN            NaN            NaN
  1350.88        2500.00                 NaN            NaN            NaN   99.1844                 NaN  0.115052                 NaN  0.230470       0.233834       0.236200                 NaN            NaN            NaN            NaN
  1349.41        2500.00                 NaN            NaN            NaN   99.1923                 NaN  0.114676                 NaN  0.231750       0.227424       0.233803                 NaN            NaN            NaN            NaN
  1347.95        2500.00                 NaN            NaN            NaN   99.2011                 NaN  0.113492                 NaN  0.225158       0.229140       0.231121                 NaN            NaN            NaN            NaN
  1346.49        2500.00                 NaN            NaN            NaN   99.2080                 NaN  0.113380                 NaN  0.226913       0.222531       0.229142                 NaN            NaN            NaN            NaN
  1345.03        2500.00                 NaN            NaN            NaN   99.2169                 NaN  0.111704                 NaN  0.220964       0.224375       0.226056                 NaN            NaN            NaN            NaN
  1343.57        2500.00                 NaN            NaN            NaN   99.2201                 NaN  0.113866                 NaN  0.222846       0.217087       0.226113                 NaN            NaN            NaN            NaN
  1342.10        2500.00                 NaN            NaN            NaN   99.2371                 NaN  0.108149                 NaN  0.215817       0.219585       0.219342                 NaN            NaN            NaN            NaN
  1340.64        2500.00                 NaN            NaN            NaN   99.2400                 NaN  0.109250                 NaN  0.214327       0.217572       0.218847                 NaN            NaN            NaN            NaN
  1339.18        2500.00                 NaN            NaN            NaN   99.2466                 NaN  0.109336                 NaN  0.211018       0.216104       0.216917                 NaN            NaN            NaN            NaN
  1337.72        2500.00                 NaN            NaN            NaN   99.2533                 NaN  0.108289                 NaN  0.209521       0.214201       0.214664                 NaN            NaN            NaN            NaN
  1336.26        2500.00                 NaN            NaN            NaN   99.2611                 NaN  0.106850                 NaN  0.211495       0.208268       0.212258                 NaN            NaN            NaN            NaN
  1334.79        2500.00                 NaN            NaN            NaN   99.2678                 NaN  0.106525                 NaN  0.209541       0.205808       0.210311                 NaN            NaN            NaN            NaN
  1333.33        2500.00                 NaN            NaN            NaN   99.2748                 NaN  0.105602                 NaN  0.207726       0.203810       0.208021                 NaN            NaN            NaN            NaN
  1331.87        2500.00                 NaN            NaN            NaN   99.2816                 NaN  0.104673                 NaN  0.205495       0.202288       0.205914                 NaN            NaN            NaN            NaN
  1330.41        2500.00                 NaN            NaN            NaN   99.2877                 NaN  0.104050                 NaN  0.203867       0.200341       0.204050                 NaN            NaN            NaN            NaN
  1328.95        2500.00                 NaN            NaN            NaN   99.2947                 NaN  0.102417                 NaN  0.201509       0.199713       0.201675                 NaN            NaN            NaN            NaN
  1327.48        2500.00                 NaN            NaN            NaN   99.3009                 NaN  0.102159                 NaN  0.199940       0.197171       0.199791                 NaN            NaN            NaN            NaN
  1326.02        2500.00                 NaN            NaN            NaN   99.3074                 NaN  0.101041                 NaN  0.195856       0.197993       0.197729                 NaN            NaN            NaN            NaN
  1324.56        2500.00                 NaN            NaN            NaN   99.3131                 NaN  0.100268                 NaN  0.194427       0.196389       0.195865                 NaN            NaN            NaN            NaN
  1323.10        2500.00                 NaN            NaN            NaN   99.3196                 NaN  0.992371E-001            NaN  0.194243       0.193037       0.193844                 NaN            NaN            NaN            NaN
